,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,NEW YORK_ACTION,MILWAUKEE_SCORE,NEW YORK_SCORE
0,1,11:38.0,,T. Burke misses 2-pt layup from 3 ft,0,0
1,1,11:31.0,,Offensive rebound by T. Burke,0,0
2,1,11:31.0,,T. Burke makes 2-pt layup at rim,0,2
3,1,11:18.0,K. Middleton misses 2-pt layup from 1 ft,,0,2
4,1,11:10.0,Offensive rebound by J. Henson,,0,2
5,1,11:10.0,J. Henson makes 2-pt dunk at rim,,2,2
6,1,11:00.0,,K. O'Quinn makes 2-pt jump shot from 21 ft (assist by T. Burke),2,4
7,1,10:50.0,Shooting foul by K. O'Quinn (drawn by E. Bledsoe),,2,4
8,1,10:50.0,E. Bledsoe makes free throw 1 of 2,,3,4
9,1,10:50.0,E. Bledsoe misses free throw 2 of 2,,3,4
10,1,10:49.0,,Defensive rebound by K. O'Quinn,3,4
11,1,10:38.0,,M. Beasley makes 3-pt jump shot from 25 ft (assist by F. Ntilikina),3,7
12,1,10:27.0,K. Middleton misses 2-pt layup from 2 ft,,3,7
13,1,10:26.0,,Defensive rebound by F. Ntilikina,3,7
14,1,10:21.0,,T. Burke misses 2-pt jump shot from 22 ft,3,7
15,1,10:18.0,Defensive rebound by T. Snell,,3,7
16,1,10:12.0,J. Henson makes 2-pt hook shot from 4 ft (assist by T. Snell),,5,7
17,1,9:57.0,,T. Burke makes 2-pt layup from 1 ft (assist by K. O'Quinn),5,9
18,1,9:35.0,T. Snell makes 2-pt layup from 1 ft,,7,9
19,1,9:11.0,,T. Burke misses 2-pt jump shot from 14 ft,7,9
20,1,9:07.0,,Offensive rebound by K. O'Quinn,7,9
21,1,8:50.0,,C. Lee makes 3-pt jump shot from 25 ft (assist by M. Beasley),7,12
22,1,8:33.0,T. Snell misses 2-pt layup from 4 ft (block by K. O'Quinn),,7,12
23,1,8:33.0,,Defensive rebound by Team,7,12
24,1,8:21.0,,M. Beasley makes 2-pt jump shot from 6 ft (assist by K. O'Quinn),7,14
25,1,8:09.0,Milwaukee full timeout,,7,14
26,1,7:59.0,J. Henson makes 2-pt hook shot from 10 ft (assist by E. Bledsoe),,9,14
27,1,7:32.0,,C. Lee misses 2-pt jump shot from 12 ft (block by T. Snell),9,14
28,1,7:32.0,,Offensive rebound by Team,9,14
29,1,7:31.0,,Turnover by Team (shot clock),9,14
30,1,7:26.0,J. Henson misses 2-pt hook shot from 4 ft,,9,14
31,1,7:22.0,Offensive rebound by J. Parker,,9,14
32,1,7:22.0,J. Parker makes 2-pt dunk at rim,,11,14
33,1,7:05.0,,M. Beasley misses 2-pt layup from 4 ft (block by E. Bledsoe),11,14
34,1,7:02.0,Defensive rebound by K. Middleton,,11,14
35,1,7:01.0,Turnover by K. Middleton (bad pass),,11,14
36,1,7:00.0,,Personal take foul by E. Bledsoe (drawn by T. Burke),11,14
37,1,7:00.0,J. Terry enters the game for T. Snell,,11,14
38,1,6:50.0,,C. Lee makes 2-pt layup from 1 ft (assist by F. Ntilikina),11,16
39,1,6:32.0,K. Middleton misses 3-pt jump shot from 22 ft,,11,16
40,1,6:30.0,,Defensive rebound by M. Beasley,11,16
41,1,6:23.0,,M. Beasley misses 2-pt layup at rim,11,16
42,1,6:21.0,Defensive rebound by J. Parker,,11,16
43,1,6:18.0,J. Terry makes 3-pt jump shot from 24 ft (assist by J. Parker),,14,16
44,1,6:01.0,Violation by J. Henson (kicked ball),,14,16
45,1,5:48.0,,T. Burke misses 2-pt jump shot from 16 ft,14,16
46,1,5:44.0,,Offensive rebound by K. O'Quinn,14,16
47,1,5:44.0,,T. Burke makes 2-pt layup at rim (assist by K. O'Quinn),14,18
48,1,5:35.0,J. Terry makes 3-pt jump shot from 22 ft (assist by E. Bledsoe),,17,18
49,1,5:20.0,,F. Ntilikina misses 2-pt jump shot from 21 ft,17,18
50,1,5:16.0,Defensive rebound by J. Henson,,17,18
51,1,5:08.0,J. Henson makes 2-pt layup at rim (assist by E. Bledsoe),,19,18
52,1,4:58.0,,New York full timeout,19,18
53,1,4:58.0,,I. Hicks enters the game for M. Beasley,19,18
54,1,4:58.0,,D. Dotson enters the game for F. Ntilikina,19,18
55,1,4:58.0,T. Zeller enters the game for J. Henson,,19,18
56,1,4:40.0,,Turnover by Team (shot clock),19,18
57,1,4:27.0,J. Parker makes 2-pt jump shot from 19 ft (assist by K. Middleton),,21,18
