,QUARTER,TIME_REMAINING,UTAH_ACTION,ATLANTA_ACTION,UTAH_SCORE,ATLANTA_SCORE
384,4,5:20.0,,Defensive rebound by E. İlyasova,69,93
385,4,5:08.0,,Personal foul by J. Jerebko (drawn by D. Schröder),69,93
386,4,5:08.0,,D. Schröder makes free throw 1 of 2,69,94
387,4,5:08.0,,T. Dorsey enters the game for T. Prince,69,94
388,4,5:08.0,,D. Schröder makes free throw 2 of 2,69,95
389,4,4:58.0,R. Neto makes 2-pt layup at rim (assist by A. Burks),,71,95
390,4,4:46.0,,D. Schröder misses 2-pt dunk from 1 ft (block by E. Udoh),71,95
391,4,4:41.0,Defensive rebound by R. O'Neale,,71,95
392,4,4:39.0,R. O'Neale misses 2-pt layup from 1 ft,,71,95
393,4,4:37.0,Offensive rebound by R. Neto,,71,95
394,4,4:36.0,R. Neto makes 2-pt layup from 1 ft,,73,95
395,4,4:27.0,,Offensive foul by E. İlyasova (drawn by A. Burks),73,95
396,4,4:27.0,,Turnover by E. İlyasova (offensive foul),73,95
397,4,4:27.0,,M. Muscala enters the game for E. İlyasova,73,95
398,4,4:27.0,,I. Taylor enters the game for D. Schröder,73,95
399,4,4:15.0,Shooting foul by I. Taylor (drawn by E. Udoh),,73,95
400,4,4:15.0,E. Udoh makes free throw 1 of 2,,74,95
401,4,4:15.0,E. Udoh misses free throw 2 of 2,,74,95
402,4,4:13.0,,Defensive rebound by T. Dorsey,74,95
403,4,4:01.0,,M. Belinelli misses 2-pt layup from 1 ft,74,95
404,4,3:57.0,,Offensive rebound by D. Dedmon,74,95
405,4,3:56.0,,D. Dedmon misses 2-pt layup from 3 ft,74,95
406,4,3:56.0,Defensive rebound by R. O'Neale,,74,95
407,4,3:55.0,A. Burks makes technical free throw,,75,95
408,4,3:55.0,,L. Babbitt enters the game for D. Dedmon,75,95
409,4,3:48.0,R. Neto misses 2-pt jump shot from 4 ft,,75,95
410,4,3:45.0,,Defensive rebound by M. Muscala,75,95
411,4,3:37.0,,T. Dorsey makes 3-pt jump shot from 26 ft (assist by I. Taylor),75,98
412,4,3:20.0,J. Jerebko makes 2-pt jump shot from 11 ft (assist by R. O'Neale),,77,98
413,4,3:01.0,Violation by E. Udoh (kicked ball),,77,98
414,4,2:53.0,,M. Belinelli makes 2-pt jump shot from 22 ft (assist by I. Taylor),77,100
415,4,2:44.0,R. Neto makes 2-pt layup from 2 ft (assist by J. Jerebko),,79,100
416,4,2:28.0,,M. Muscala makes 2-pt dunk from 1 ft (assist by T. Dorsey),79,102
417,4,2:08.0,R. Neto makes 2-pt jump shot from 12 ft,,81,102
418,4,1:52.0,,T. Dorsey misses 2-pt layup from 3 ft,81,102
419,4,1:49.0,Defensive rebound by A. Burks,,81,102
420,4,1:43.0,A. Burks makes 2-pt jump shot from 11 ft,,83,102
421,4,1:31.0,,Turnover by M. Muscala (step out of bounds),83,102
422,4,1:20.0,Personal foul by I. Taylor (drawn by R. Neto),,83,102
423,4,1:20.0,R. Neto makes free throw 1 of 2,,84,102
424,4,1:20.0,R. Neto makes free throw 2 of 2,,85,102
425,4,1:01.0,,M. Belinelli misses 3-pt jump shot from 23 ft,85,102
426,4,0:58.0,Defensive rebound by E. Udoh,,85,102
427,4,0:55.0,Shooting foul by L. Babbitt (drawn by R. O'Neale),,85,102
428,4,0:55.0,R. O'Neale makes free throw 1 of 2,,86,102
429,4,0:55.0,R. O'Neale makes free throw 2 of 2,,87,102
430,4,0:47.0,,T. Dorsey makes 2-pt dunk from 1 ft (assist by I. Taylor),87,104
431,4,0:37.0,A. Burks makes 3-pt jump shot from 23 ft,,90,104
432,4,0:19.0,,M. Muscala misses 3-pt jump shot from 22 ft,90,104
433,4,0:16.0,Defensive rebound by E. Udoh,,90,104
