,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,CHICAGO_ACTION,CHARLOTTE_SCORE,CHICAGO_SCORE
57,1,5:47.0,M. Williams misses 3-pt jump shot from 23 ft,,12,9
58,1,5:45.0,,Defensive rebound by C. Felício,12,9
59,1,5:37.0,,J. Holiday makes 2-pt jump shot from 17 ft (assist by C. Felício),12,11
60,1,5:12.0,M. Williams makes 3-pt jump shot from 25 ft (assist by N. Batum),,15,11
61,1,5:01.0,,C. Felício misses 2-pt jump shot from 6 ft (block by D. Howard),15,11
62,1,4:58.0,,Offensive rebound by C. Payne,15,11
63,1,4:56.0,,C. Payne makes 2-pt layup at rim,15,13
64,1,4:44.0,N. Batum misses 3-pt jump shot from 24 ft,,15,13
65,1,4:42.0,,Defensive rebound by L. Markkanen,15,13
66,1,4:33.0,,L. Markkanen makes 3-pt jump shot from 25 ft (assist by C. Payne),15,16
67,1,4:09.0,,S. Kilpatrick enters the game for J. Holiday,15,16
68,1,4:05.0,D. Howard misses 2-pt jump shot from 20 ft,,15,16
69,1,4:01.0,,Defensive rebound by L. Markkanen,15,16
70,1,3:53.0,,Shooting foul by M. Williams (drawn by L. Markkanen),15,16
71,1,3:53.0,,L. Markkanen makes free throw 1 of 2,15,17
72,1,3:53.0,J. Lamb enters the game for M. Williams,,15,17
73,1,3:53.0,F. Kaminsky enters the game for N. Batum,,15,17
74,1,3:53.0,,L. Markkanen makes free throw 2 of 2,15,18
75,1,3:44.0,K. Walker makes 2-pt jump shot from 7 ft,,17,18
76,1,3:26.0,,S. Kilpatrick misses 2-pt jump shot from 13 ft,17,18
77,1,3:25.0,Defensive rebound by Team,,17,18
78,1,3:25.0,,Loose ball foul by C. Felício (drawn by D. Howard),17,18
79,1,3:25.0,,B. Portis enters the game for C. Felício,17,18
80,1,3:04.0,K. Walker makes 2-pt layup at rim (assist by J. Lamb),,19,18
81,1,2:57.0,,Turnover by D. Nwaba (traveling),19,18
82,1,2:57.0,Charlotte full timeout,,19,18
83,1,2:57.0,,J. Grant enters the game for D. Nwaba,19,18
84,1,2:57.0,,N. Vonleh enters the game for C. Payne,19,18
85,1,2:57.0,,R. Arcidiacono enters the game for L. Markkanen,19,18
86,1,2:57.0,M. Monk enters the game for M. Kidd-Gilchrist,,19,18
87,1,2:57.0,J. Stone enters the game for K. Walker,,19,18
88,1,2:41.0,Turnover by J. Lamb (lost ball; steal by J. Grant),,19,18
89,1,2:36.0,,Personal foul by D. Howard (drawn by S. Kilpatrick),19,18
90,1,2:24.0,,Turnover by B. Portis (turnover),19,18
91,1,2:11.0,F. Kaminsky misses 3-pt jump shot from 22 ft,,19,18
92,1,2:09.0,Offensive rebound by D. Howard,,19,18
93,1,2:09.0,D. Howard makes 2-pt layup from 1 ft,,21,18
94,1,2:09.0,Shooting foul by B. Portis (drawn by D. Howard),,21,18
95,1,2:09.0,D. Howard makes free throw 1 of 1,,22,18
96,1,1:58.0,W. Hernangómez enters the game for D. Howard,,22,18
97,1,1:54.0,,B. Portis misses 3-pt jump shot from 25 ft,22,18
98,1,1:52.0,Defensive rebound by J. Stone,,22,18
99,1,1:48.0,Turnover by J. Stone (step out of bounds),,22,18
100,1,1:33.0,,Turnover by J. Grant (bad pass),22,18
101,1,1:13.0,M. Monk misses 2-pt jump shot from 18 ft,,22,18
102,1,1:11.0,,Defensive rebound by J. Grant,22,18
103,1,1:07.0,,Shooting block foul by W. Hernangómez (drawn by J. Grant),22,18
104,1,1:07.0,,J. Grant misses free throw 1 of 2,22,18
105,1,1:07.0,,Offensive rebound by Team,22,18
106,1,1:07.0,,J. Grant makes free throw 2 of 2,22,19
107,1,0:49.0,Turnover by W. Hernangómez (bad pass),,22,19
108,1,0:33.0,,S. Kilpatrick misses 3-pt jump shot from 24 ft,22,19
109,1,0:30.0,Defensive rebound by J. Stone,,22,19
110,1,0:22.0,M. Monk misses 2-pt jump shot from 17 ft,,22,19
111,1,0:19.0,,Defensive rebound by N. Vonleh,22,19
112,1,0:00.0,,N. Vonleh misses 2-pt jump shot from 10 ft,22,19
113,1,0:00.0,Defensive rebound by F. Kaminsky,,22,19
114,2,11:46.0,J. Lamb misses 2-pt jump shot from 21 ft (block by S. Kilpatrick),,22,19
115,2,11:42.0,,Defensive rebound by N. Vonleh,22,19
116,2,11:29.0,,B. Portis makes 2-pt jump shot from 5 ft,22,21
117,2,11:12.0,W. Hernangómez makes 2-pt layup from 1 ft (assist by F. Kaminsky),,24,21
118,2,11:02.0,,Shooting foul by J. Stone (drawn by N. Vonleh),24,21
119,2,11:02.0,,N. Vonleh misses free throw 1 of 2,24,21
120,2,11:02.0,,Offensive rebound by Team,24,21
121,2,11:02.0,,N. Vonleh misses free throw 2 of 2,24,21
122,2,11:00.0,,Offensive rebound by R. Arcidiacono,24,21
123,2,10:58.0,,J. Grant makes 3-pt jump shot from 26 ft (assist by R. Arcidiacono),24,24
124,2,10:45.0,Shooting foul by J. Grant (drawn by W. Hernangómez),,24,24
125,2,10:45.0,W. Hernangómez makes free throw 1 of 2,,25,24
126,2,10:45.0,W. Hernangómez makes free throw 2 of 2,,26,24
127,2,10:40.0,,Shooting foul by F. Kaminsky (drawn by R. Arcidiacono),26,24
128,2,10:40.0,,R. Arcidiacono makes free throw 1 of 2,26,25
129,2,10:40.0,,R. Arcidiacono misses free throw 2 of 2,26,25
130,2,10:35.0,Defensive rebound by W. Hernangómez,,26,25
131,2,10:22.0,W. Hernangómez misses 2-pt jump shot from 2 ft,,26,25
132,2,10:19.0,Offensive rebound by W. Hernangómez,,26,25
133,2,10:17.0,W. Hernangómez makes 2-pt layup from 2 ft,,28,25
134,2,10:06.0,,B. Portis misses 2-pt jump shot from 15 ft,28,25
135,2,10:06.0,Defensive rebound by J. Lamb,,28,25
136,2,9:51.0,M. Monk misses 3-pt jump shot from 22 ft (block by S. Kilpatrick),,28,25
137,2,9:51.0,Offensive rebound by Team,,28,25
138,2,9:45.0,J. Stone makes 3-pt jump shot from 24 ft (assist by W. Hernangómez),,31,25
139,2,9:32.0,,N. Vonleh misses 3-pt jump shot from 24 ft,31,25
140,2,9:32.0,Defensive rebound by J. Stone,,31,25
141,2,9:21.0,F. Kaminsky misses 3-pt jump shot from 26 ft,,31,25
142,2,9:18.0,,Defensive rebound by N. Vonleh,31,25
143,2,9:10.0,,J. Grant makes 2-pt jump shot from 20 ft,31,27
144,2,9:10.0,,Shooting foul by F. Kaminsky (drawn by J. Grant),31,27
145,2,9:10.0,,J. Grant makes free throw 1 of 1,31,28
146,2,9:02.0,Turnover by M. Monk (lost ball; steal by R. Arcidiacono),,31,28
147,2,8:57.0,,S. Kilpatrick makes 2-pt layup from 1 ft (assist by R. Arcidiacono),31,30
148,2,8:34.0,F. Kaminsky misses 2-pt jump shot from 8 ft,,31,30
149,2,8:31.0,,Defensive rebound by B. Portis,31,30
150,2,8:24.0,,B. Portis makes 2-pt jump shot from 14 ft (assist by S. Kilpatrick),31,32
151,2,8:14.0,Personal foul by S. Kilpatrick (drawn by J. Lamb),,31,32
152,2,8:07.0,J. Stone misses 3-pt jump shot from 23 ft,,31,32
153,2,8:04.0,,Defensive rebound by R. Arcidiacono,31,32
154,2,8:02.0,,S. Kilpatrick misses 2-pt layup from 1 ft,31,32
155,2,7:56.0,,Offensive rebound by B. Portis,31,32
156,2,7:56.0,,B. Portis misses 2-pt layup at rim,31,32
157,2,7:56.0,Defensive rebound by W. Hernangómez,,31,32
158,2,7:50.0,Turnover by J. Lamb (bad pass; steal by R. Arcidiacono),,31,32
159,2,7:44.0,,B. Portis makes 2-pt dunk at rim (assist by S. Kilpatrick),31,34
160,2,7:35.0,Charlotte full timeout,,31,34
161,2,7:35.0,,J. Holiday enters the game for J. Grant,31,34
162,2,7:35.0,,L. Markkanen enters the game for N. Vonleh,31,34
163,2,7:29.0,M. Monk makes 2-pt layup from 1 ft,,33,34
164,2,7:16.0,,S. Kilpatrick misses 3-pt jump shot from 23 ft,33,34
165,2,7:13.0,Defensive rebound by M. Monk,,33,34
166,2,7:07.0,W. Hernangómez makes 2-pt layup at rim (assist by M. Monk),,35,34
167,2,6:47.0,,J. Holiday misses 2-pt jump shot from 12 ft,35,34
168,2,6:45.0,Defensive rebound by J. Lamb,,35,34
169,2,6:40.0,J. Lamb makes 2-pt jump shot from 20 ft,,37,34
170,2,6:16.0,,Turnover by R. Arcidiacono (lost ball; steal by W. Hernangómez),37,34
171,2,6:10.0,W. Hernangómez misses 2-pt layup from 2 ft (block by B. Portis),,37,34
172,2,6:05.0,,Defensive rebound by B. Portis,37,34
173,2,5:55.0,,L. Markkanen makes 3-pt jump shot from 25 ft (assist by R. Arcidiacono),37,37
174,2,5:39.0,J. Lamb makes 2-pt jump shot from 3 ft (assist by M. Monk),,39,37
175,2,5:14.0,,J. Holiday misses 2-pt jump shot from 20 ft,39,37
176,2,5:13.0,Defensive rebound by W. Hernangómez,,39,37
177,2,5:13.0,J. Lamb misses 2-pt layup from 2 ft,,39,37
178,2,5:13.0,Offensive rebound by Team,,39,37
179,2,5:13.0,,C. Felício enters the game for B. Portis,39,37
180,2,5:13.0,,C. Payne enters the game for R. Arcidiacono,39,37
181,2,5:13.0,M. Kidd-Gilchrist enters the game for J. Lamb,,39,37
182,2,5:13.0,K. Walker enters the game for J. Stone,,39,37
183,2,5:13.0,D. Howard enters the game for W. Hernangómez,,39,37
184,2,5:06.0,Turnover by M. Monk (bad pass; steal by J. Holiday),,39,37
185,2,5:04.0,,L. Markkanen makes 2-pt layup at rim (assist by C. Payne),39,39
186,2,5:04.0,,Shooting foul by M. Monk (drawn by L. Markkanen),39,39
187,2,5:04.0,,L. Markkanen makes free throw 1 of 1,39,40
188,2,4:52.0,Turnover by F. Kaminsky (bad pass),,39,40
189,2,4:52.0,N. Batum enters the game for M. Monk,,39,40
190,2,4:52.0,M. Williams enters the game for F. Kaminsky,,39,40
191,2,4:35.0,,C. Payne misses 3-pt jump shot from 25 ft,39,40
192,2,4:31.0,Defensive rebound by N. Batum,,39,40
193,2,4:23.0,D. Howard makes 2-pt hook shot from 5 ft (assist by M. Kidd-Gilchrist),,41,40
194,2,4:04.0,,J. Holiday misses 3-pt jump shot from 24 ft,41,40
195,2,4:02.0,Defensive rebound by D. Howard,,41,40
196,2,3:58.0,Shooting foul by S. Kilpatrick (drawn by N. Batum),,41,40
197,2,3:58.0,N. Batum makes free throw 1 of 2,,42,40
198,2,3:58.0,,D. Nwaba enters the game for J. Holiday,42,40
199,2,3:58.0,N. Batum makes free throw 2 of 2,,43,40
200,2,3:36.0,,J. Grant enters the game for S. Kilpatrick,43,40
201,2,3:34.0,,J. Grant misses 2-pt jump shot from 16 ft,43,40
202,2,3:34.0,,Offensive rebound by Team,43,40
203,2,3:34.0,,Turnover by Team (shot clock),43,40
204,2,3:21.0,Shooting foul by C. Felício (drawn by D. Howard),,43,40
205,2,3:21.0,D. Howard misses free throw 1 of 2,,43,40
206,2,3:21.0,Offensive rebound by Team,,43,40
207,2,3:21.0,D. Howard misses free throw 2 of 2,,43,40
208,2,3:17.0,,Defensive rebound by L. Markkanen,43,40
209,2,3:05.0,,J. Grant misses 3-pt jump shot from 25 ft,43,40
210,2,2:58.0,,Offensive rebound by Team,43,40
211,2,2:44.0,,L. Markkanen misses 2-pt jump shot from 20 ft (block by M. Williams),43,40
212,2,2:41.0,Defensive rebound by M. Williams,,43,40
213,2,2:23.0,N. Batum misses 2-pt jump shot from 21 ft,,43,40
214,2,2:22.0,Offensive rebound by D. Howard,,43,40
215,2,2:22.0,Turnover by D. Howard (out of bounds lost ball),,43,40
216,2,2:22.0,,Chicago full timeout,43,40
217,2,2:22.0,,J. Holiday enters the game for J. Grant,43,40
218,2,2:12.0,,L. Markkanen makes 2-pt layup from 3 ft (assist by D. Nwaba),43,42
219,2,1:52.0,M. Kidd-Gilchrist misses 2-pt jump shot from 20 ft,,43,42
220,2,1:48.0,,Defensive rebound by C. Felício,43,42
221,2,1:43.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by C. Payne),43,45
222,2,1:26.0,Turnover by K. Walker (lost ball; steal by D. Nwaba),,43,45
223,2,1:22.0,,D. Nwaba makes 2-pt layup from 1 ft,43,47
224,2,1:12.0,Personal foul by C. Felício (drawn by D. Howard),,43,47
225,2,1:12.0,D. Howard makes free throw 1 of 2,,44,47
226,2,1:12.0,,B. Portis enters the game for C. Felício,44,47
227,2,1:12.0,D. Howard makes free throw 2 of 2,,45,47
228,2,1:02.0,,L. Markkanen misses 3-pt jump shot from 25 ft,45,47
229,2,0:59.0,Defensive rebound by K. Walker,,45,47
230,2,0:56.0,K. Walker misses 3-pt jump shot from 25 ft,,45,47
231,2,0:56.0,Offensive rebound by D. Howard,,45,47
232,2,0:54.0,D. Howard makes 2-pt dunk at rim,,47,47
233,2,0:43.0,,J. Holiday makes 3-pt jump shot from 24 ft (assist by D. Nwaba),47,50
234,2,0:24.0,K. Walker misses 3-pt jump shot from 26 ft,,47,50
235,2,0:24.0,,Defensive rebound by B. Portis,47,50
236,2,0:01.0,,B. Portis makes 3-pt jump shot from 25 ft (assist by C. Payne),47,53
237,3,11:54.0,Shooting foul by D. Nwaba (drawn by N. Batum),,47,53
238,3,11:54.0,N. Batum makes free throw 1 of 2,,48,53
239,3,11:54.0,N. Batum makes free throw 2 of 2,,49,53
240,3,11:32.0,,C. Felício makes 2-pt jump shot from 14 ft,49,55
241,3,11:06.0,D. Howard makes 2-pt dunk at rim (assist by N. Batum),,51,55
242,3,10:49.0,,C. Payne misses 2-pt jump shot from 6 ft (block by D. Howard),51,55
243,3,10:45.0,,Offensive rebound by C. Payne,51,55
244,3,10:41.0,,C. Payne misses 3-pt jump shot from 26 ft,51,55
245,3,10:39.0,Defensive rebound by M. Kidd-Gilchrist,,51,55
246,3,10:33.0,N. Batum misses 3-pt jump shot from 24 ft,,51,55
247,3,10:29.0,Offensive rebound by M. Kidd-Gilchrist,,51,55
248,3,10:22.0,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by M. Williams),,53,55
249,3,10:11.0,,J. Holiday misses 3-pt jump shot from 25 ft,53,55
250,3,10:08.0,Defensive rebound by D. Howard,,53,55
251,3,10:03.0,Turnover by M. Kidd-Gilchrist (out of bounds lost ball),,53,55
252,3,9:57.0,,J. Holiday makes 2-pt layup at rim (assist by C. Payne),53,57
253,3,9:42.0,D. Howard misses 2-pt layup from 1 ft (block by L. Markkanen),,53,57
254,3,9:42.0,,Defensive rebound by J. Holiday,53,57
255,3,9:27.0,,J. Holiday misses 2-pt layup from 2 ft,53,57
256,3,9:25.0,Defensive rebound by M. Williams,,53,57
257,3,9:18.0,M. Kidd-Gilchrist misses 2-pt jump shot from 5 ft,,53,57
258,3,9:15.0,,Defensive rebound by L. Markkanen,53,57
259,3,9:07.0,,C. Payne makes 2-pt layup from 3 ft,53,59
260,3,8:55.0,Personal foul by C. Felício (drawn by K. Walker),,53,59
261,3,8:55.0,,B. Portis enters the game for C. Felício,53,59
262,3,8:50.0,N. Batum misses 3-pt jump shot from 24 ft,,53,59
263,3,8:47.0,,Defensive rebound by L. Markkanen,53,59
264,3,8:42.0,,Personal foul by M. Williams (drawn by L. Markkanen),53,59
265,3,8:29.0,,B. Portis misses 2-pt jump shot from 22 ft,53,59
266,3,8:26.0,Defensive rebound by D. Howard,,53,59
267,3,8:22.0,N. Batum makes 2-pt layup at rim,,55,59
268,3,8:22.0,Shooting foul by D. Nwaba (drawn by N. Batum),,55,59
269,3,8:22.0,N. Batum makes free throw 1 of 1,,56,59
270,3,8:13.0,,D. Nwaba makes 2-pt layup from 1 ft,56,61
271,3,7:52.0,Turnover by N. Batum (bad pass; steal by J. Holiday),,56,61
272,3,7:47.0,,L. Markkanen misses 2-pt layup from 1 ft,56,61
273,3,7:41.0,,Offensive rebound by B. Portis,56,61
274,3,7:41.0,,B. Portis makes 2-pt layup at rim,56,63
275,3,7:26.0,N. Batum makes 3-pt jump shot from 24 ft (assist by M. Williams),,59,63
276,3,7:14.0,,L. Markkanen makes 3-pt jump shot from 24 ft (assist by B. Portis),59,66
277,3,6:58.0,Shooting foul by B. Portis (drawn by D. Howard),,59,66
278,3,6:58.0,,Chicago full timeout,59,66
279,3,6:58.0,D. Howard misses free throw 1 of 2,,59,66
280,3,6:58.0,Offensive rebound by Team,,59,66
281,3,6:58.0,D. Howard makes free throw 2 of 2,,60,66
282,3,6:43.0,,L. Markkanen makes 3-pt jump shot from 25 ft (assist by C. Payne),60,69
283,3,6:27.0,Personal block foul by L. Markkanen (drawn by M. Williams),,60,69
284,3,6:27.0,M. Williams makes free throw 1 of 2,,61,69
285,3,6:27.0,M. Williams makes free throw 2 of 2,,62,69
286,3,6:15.0,,C. Payne misses 3-pt jump shot from 24 ft,62,69
287,3,6:12.0,,Offensive rebound by D. Nwaba,62,69
288,3,6:07.0,,C. Payne makes 2-pt layup at rim (assist by L. Markkanen),62,71
289,3,5:47.0,K. Walker misses 2-pt layup from 2 ft,,62,71
290,3,5:47.0,Offensive rebound by M. Williams,,62,71
291,3,5:42.0,M. Williams makes 2-pt layup at rim,,64,71
292,3,5:30.0,,B. Portis misses 3-pt jump shot from 25 ft,64,71
293,3,5:28.0,Defensive rebound by M. Williams,,64,71
294,3,5:16.0,Personal foul by J. Holiday (drawn by D. Howard),,64,71
295,3,5:16.0,D. Howard makes free throw 1 of 2,,65,71
296,3,5:16.0,D. Howard makes free throw 2 of 2,,66,71
297,3,5:09.0,,D. Nwaba misses 2-pt layup from 1 ft,66,71
298,3,5:07.0,Defensive rebound by D. Howard,,66,71
299,3,4:50.0,M. Kidd-Gilchrist misses 2-pt jump shot from 13 ft,,66,71
300,3,4:48.0,,Defensive rebound by D. Nwaba,66,71
301,3,4:30.0,,L. Markkanen misses 2-pt layup from 1 ft,66,71
302,3,4:28.0,Defensive rebound by D. Howard,,66,71
303,3,4:22.0,K. Walker misses 3-pt jump shot from 24 ft,,66,71
304,3,4:18.0,,Defensive rebound by D. Nwaba,66,71
305,3,4:17.0,,J. Holiday makes 2-pt jump shot from 6 ft,66,73
306,3,4:17.0,,Shooting foul by M. Kidd-Gilchrist (drawn by J. Holiday),66,73
307,3,4:17.0,,J. Holiday makes free throw 1 of 1,66,74
308,3,4:17.0,,S. Kilpatrick enters the game for L. Markkanen,66,74
309,3,4:00.0,M. Williams makes 3-pt jump shot from 25 ft (assist by K. Walker),,69,74
310,3,3:41.0,,J. Holiday makes 3-pt jump shot from 24 ft (assist by D. Nwaba),69,77
311,3,3:31.0,Personal foul by J. Holiday (drawn by N. Batum),,69,77
312,3,3:31.0,N. Batum makes free throw 1 of 2,,70,77
313,3,3:31.0,,J. Grant enters the game for J. Holiday,70,77
314,3,3:31.0,F. Kaminsky enters the game for M. Williams,,70,77
315,3,3:31.0,N. Batum misses free throw 2 of 2,,70,77
316,3,3:29.0,,Defensive rebound by B. Portis,70,77
317,3,3:13.0,,B. Portis makes 2-pt jump shot from 4 ft,70,79
318,3,3:13.0,Violation by D. Howard (def goaltending),,70,79
319,3,2:53.0,M. Kidd-Gilchrist makes 2-pt dunk at rim (assist by D. Howard),,72,79
320,3,2:38.0,,D. Nwaba makes 2-pt jump shot from 3 ft (assist by C. Payne),72,81
321,3,2:19.0,D. Howard makes 2-pt dunk at rim,,74,81
322,3,2:12.0,,D. Nwaba makes 2-pt jump shot from 6 ft,74,83
323,3,2:11.0,Charlotte full timeout,,74,83
324,3,2:11.0,,R. Arcidiacono enters the game for C. Payne,74,83
325,3,2:11.0,J. Lamb enters the game for N. Batum,,74,83
326,3,2:11.0,M. Monk enters the game for K. Walker,,74,83
327,3,1:55.0,Turnover by D. Howard (traveling),,74,83
328,3,1:42.0,,B. Portis makes 3-pt jump shot from 25 ft (assist by S. Kilpatrick),74,86
329,3,1:15.0,D. Howard makes 2-pt hook shot from 4 ft (assist by M. Kidd-Gilchrist),,76,86
330,3,1:02.0,,D. Nwaba misses 2-pt jump shot from 10 ft,76,86
331,3,0:59.0,Defensive rebound by D. Howard,,76,86
332,3,0:51.0,J. Lamb misses 3-pt jump shot from 22 ft,,76,86
333,3,0:47.0,Offensive rebound by D. Howard,,76,86
334,3,0:45.0,M. Monk makes 3-pt jump shot from 25 ft (assist by D. Howard),,79,86
335,3,0:30.0,,B. Portis misses 2-pt jump shot from 4 ft,79,86
336,3,0:26.0,,Offensive rebound by D. Nwaba,79,86
337,3,0:26.0,,D. Nwaba misses 2-pt layup at rim,79,86
338,3,0:25.0,Defensive rebound by D. Howard,,79,86
339,3,0:09.0,Turnover by D. Howard (bad pass),,79,86
340,3,0:09.0,,J. Holiday enters the game for D. Nwaba,79,86
341,3,0:09.0,J. Stone enters the game for F. Kaminsky,,79,86
342,3,0:00.0,,J. Holiday misses 2-pt jump shot from 5 ft,79,86
343,3,0:00.0,,Offensive rebound by Team,79,86
344,4,11:48.0,,J. Holiday misses 3-pt jump shot from 25 ft,79,86
345,4,11:44.0,Defensive rebound by W. Hernangómez,,79,86
346,4,11:31.0,,Violation by J. Grant (kicked ball),79,86
347,4,11:25.0,Turnover by J. Stone (step out of bounds),,79,86
348,4,11:03.0,,J. Grant makes 2-pt jump shot from 20 ft,79,88
349,4,10:51.0,Shooting foul by J. Grant (drawn by F. Kaminsky),,79,88
350,4,10:51.0,F. Kaminsky makes free throw 1 of 2,,80,88
351,4,10:51.0,F. Kaminsky makes free throw 2 of 2,,81,88
352,4,10:34.0,,S. Kilpatrick makes 3-pt jump shot from 25 ft (assist by J. Grant),81,91
353,4,10:23.0,M. Monk makes 3-pt jump shot from 25 ft,,84,91
354,4,10:01.0,,S. Kilpatrick misses 3-pt jump shot from 23 ft,84,91
355,4,9:57.0,Defensive rebound by W. Hernangómez,,84,91
356,4,9:50.0,M. Monk makes 3-pt jump shot from 25 ft,,87,91
357,4,9:36.0,,Turnover by R. Arcidiacono (lost ball; steal by M. Monk),87,91
358,4,9:31.0,M. Monk makes 3-pt jump shot from 25 ft,,90,91
359,4,9:31.0,,Chicago full timeout,90,91
360,4,9:31.0,,C. Felício enters the game for B. Portis,90,91
361,4,9:18.0,,S. Kilpatrick misses 2-pt jump shot from 6 ft,90,91
362,4,9:15.0,Defensive rebound by W. Hernangómez,,90,91
363,4,9:08.0,Turnover by M. Monk (bad pass; steal by J. Grant),,90,91
364,4,9:05.0,,S. Kilpatrick makes 2-pt dunk from 1 ft (assist by J. Holiday),90,93
365,4,8:47.0,M. Monk makes 3-pt jump shot from 24 ft,,93,93
366,4,8:29.0,,R. Arcidiacono misses 2-pt jump shot from 8 ft,93,93
367,4,8:29.0,Defensive rebound by Team,,93,93
368,4,8:20.0,M. Monk misses 3-pt jump shot from 24 ft,,93,93
369,4,8:18.0,,Defensive rebound by R. Arcidiacono,93,93
370,4,8:11.0,,Shooting foul by F. Kaminsky (drawn by S. Kilpatrick),93,93
371,4,8:11.0,,S. Kilpatrick makes free throw 1 of 2,93,94
372,4,8:11.0,,S. Kilpatrick makes free throw 2 of 2,93,95
373,4,7:55.0,Turnover by M. Monk (turnover),,93,95
374,4,7:48.0,,S. Kilpatrick makes 2-pt jump shot from 17 ft,93,97
375,4,7:48.0,,Shooting foul by J. Lamb (drawn by S. Kilpatrick),93,97
376,4,7:48.0,,S. Kilpatrick makes free throw 1 of 1,93,98
377,4,7:31.0,W. Hernangómez makes 3-pt jump shot from 23 ft (assist by J. Stone),,96,98
378,4,7:22.0,,J. Grant makes 2-pt jump shot from 14 ft,96,100
