,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,LA CLIPPERS_ACTION,MINNESOTA_SCORE,LA CLIPPERS_SCORE
30,1,8:19.0,,T. Wallace makes 2-pt layup from 1 ft (assist by B. Griffin),7,6
31,1,8:02.0,Shooting foul by W. Johnson (drawn by A. Wiggins),,7,6
32,1,8:02.0,A. Wiggins misses free throw 1 of 2,,7,6
33,1,8:02.0,Offensive rebound by Team,,7,6
34,1,8:02.0,A. Wiggins misses free throw 2 of 2,,7,6
35,1,7:59.0,,Defensive rebound by B. Griffin,7,6
36,1,7:43.0,,B. Griffin makes 2-pt layup at rim,7,8
37,1,7:35.0,J. Teague misses 2-pt jump shot from 11 ft,,7,8
38,1,7:35.0,Offensive rebound by N. Bjelica,,7,8
39,1,7:25.0,A. Wiggins makes 2-pt layup from 2 ft (assist by N. Bjelica),,9,8
40,1,7:22.0,,Personal foul by N. Bjelica (drawn by W. Reed),9,8
41,1,7:10.0,,M. Teodosić misses 3-pt jump shot from 25 ft,9,8
42,1,7:10.0,Defensive rebound by N. Bjelica,,9,8
43,1,6:59.0,T. Gibson makes 2-pt layup from 1 ft,,11,8
44,1,6:45.0,,M. Teodosić makes 2-pt jump shot from 18 ft,11,10
45,1,6:31.0,T. Gibson misses 2-pt hook shot from 4 ft,,11,10
46,1,6:28.0,,Defensive rebound by W. Reed,11,10
47,1,6:14.0,,W. Reed makes 2-pt layup from 1 ft (assist by B. Griffin),11,12
48,1,6:05.0,Shooting foul by M. Teodosić (drawn by J. Teague),,11,12
49,1,6:05.0,,LA Clippers full timeout,11,12
50,1,6:05.0,,L. Williams enters the game for T. Wallace,11,12
51,1,6:05.0,M. Georges-Hunt enters the game for N. Bjelica,,11,12
52,1,6:05.0,J. Teague makes free throw 1 of 2,,12,12
53,1,6:05.0,J. Teague makes free throw 2 of 2,,13,12
54,1,5:52.0,,B. Griffin misses 2-pt jump shot from 17 ft,13,12
55,1,5:50.0,Defensive rebound by J. Teague,,13,12
56,1,5:43.0,J. Teague makes 2-pt jump shot from 5 ft,,15,12
57,1,5:33.0,,W. Johnson misses 2-pt jump shot from 18 ft,15,12
58,1,5:28.0,Defensive rebound by K. Towns,,15,12
59,1,5:16.0,T. Gibson makes 2-pt hook shot from 3 ft,,17,12
60,1,5:03.0,,B. Griffin misses 3-pt jump shot from 24 ft,17,12
61,1,4:59.0,Defensive rebound by K. Towns,,17,12
62,1,4:50.0,Shooting block foul by W. Reed (drawn by K. Towns),,17,12
63,1,4:50.0,K. Towns makes free throw 1 of 2,,18,12
64,1,4:50.0,,M. Harrell enters the game for M. Teodosić,18,12
65,1,4:50.0,,T. Wallace enters the game for W. Reed,18,12
66,1,4:50.0,K. Towns makes free throw 2 of 2,,19,12
67,1,4:35.0,,Shooting foul by A. Wiggins (drawn by T. Wallace),19,12
68,1,4:35.0,,T. Wallace makes free throw 1 of 2,19,13
69,1,4:35.0,G. Dieng enters the game for K. Towns,,19,13
70,1,4:35.0,,T. Wallace misses free throw 2 of 2,19,13
71,1,4:33.0,Defensive rebound by G. Dieng,,19,13
72,1,4:15.0,J. Teague misses 2-pt jump shot from 17 ft,,19,13
73,1,4:10.0,Offensive rebound by G. Dieng,,19,13
74,1,4:08.0,M. Georges-Hunt misses 3-pt jump shot from 25 ft,,19,13
75,1,4:04.0,,Defensive rebound by B. Griffin,19,13
76,1,4:03.0,,M. Harrell makes 2-pt layup from 1 ft (assist by B. Griffin),19,15
77,1,3:43.0,T. Gibson misses 2-pt jump shot from 13 ft,,19,15
78,1,3:43.0,Offensive rebound by Team,,19,15
79,1,3:43.0,,Loose ball foul by W. Johnson (drawn by A. Wiggins),19,15
80,1,3:43.0,A. Wiggins makes free throw 1 of 2,,20,15
81,1,3:43.0,,S. Thornwell enters the game for W. Johnson,20,15
82,1,3:43.0,A. Wiggins makes free throw 2 of 2,,21,15
83,1,3:34.0,Offensive charge foul by L. Williams (drawn by J. Teague),,21,15
84,1,3:34.0,,Turnover by L. Williams (offensive foul),21,15
85,1,3:19.0,J. Teague misses 2-pt jump shot from 8 ft,,21,15
86,1,3:15.0,,Defensive rebound by B. Griffin,21,15
87,1,3:13.0,,B. Griffin makes 2-pt layup from 1 ft,21,17
88,1,2:57.0,A. Wiggins misses 2-pt jump shot from 12 ft,,21,17
89,1,2:54.0,,Defensive rebound by S. Thornwell,21,17
90,1,2:54.0,,Turnover by S. Thornwell (bad pass),21,17
91,1,2:54.0,Minnesota full timeout,,21,17
92,1,2:40.0,Shooting foul by T. Wallace (drawn by J. Teague),,21,17
93,1,2:40.0,J. Teague makes free throw 1 of 2,,22,17
94,1,2:40.0,J. Teague makes free throw 2 of 2,,23,17
95,1,2:23.0,,B. Griffin makes 2-pt hook shot from 8 ft,23,19
96,1,2:07.0,A. Wiggins makes 2-pt jump shot from 20 ft,,25,19
97,1,1:58.0,,B. Griffin makes 3-pt jump shot from 24 ft (assist by T. Wallace),25,22
98,1,1:37.0,T. Jones enters the game for J. Teague,,25,22
99,1,1:32.0,A. Wiggins misses 2-pt jump shot from 21 ft,,25,22
100,1,1:27.0,Offensive rebound by M. Georges-Hunt,,25,22
101,1,1:24.0,A. Wiggins makes 3-pt jump shot from 23 ft (assist by T. Jones),,28,22
102,1,1:07.0,,M. Harrell makes 2-pt dunk from 1 ft (assist by B. Griffin),28,24
103,1,0:42.0,M. Georges-Hunt misses 3-pt jump shot from 25 ft,,28,24
104,1,0:41.0,Offensive rebound by Team,,28,24
105,1,0:41.0,Turnover by Team (shot clock),,28,24
106,1,0:41.0,,S. Dekker enters the game for B. Griffin,28,24
107,1,0:41.0,N. Bjelica enters the game for T. Gibson,,28,24
108,1,0:32.0,,L. Williams misses 3-pt jump shot from 23 ft,28,24
109,1,0:29.0,,Offensive rebound by M. Harrell,28,24
110,1,0:29.0,,M. Harrell makes 2-pt layup at rim,28,26
111,1,0:06.0,A. Wiggins makes 2-pt hook shot from 6 ft,,30,26
112,1,0:03.0,,Personal take foul by T. Jones (drawn by L. Williams),30,26
113,1,0:02.0,,M. Harrell misses 3-pt jump shot from 25 ft,30,26
114,1,0:00.0,,Offensive rebound by Team,30,26
115,2,11:45.0,,L. Williams misses 3-pt jump shot from 25 ft,30,26
116,2,11:43.0,,Offensive rebound by S. Dekker,30,26
117,2,11:39.0,,S. Dekker misses 2-pt layup from 1 ft (block by G. Dieng),30,26
118,2,11:36.0,Defensive rebound by T. Jones,,30,26
119,2,11:33.0,M. Georges-Hunt misses 2-pt layup from 1 ft,,30,26
120,2,11:29.0,,Defensive rebound by S. Thornwell,30,26
121,2,11:25.0,,Shooting foul by G. Dieng (drawn by M. Harrell),30,26
122,2,11:25.0,,M. Harrell makes free throw 1 of 2,30,27
123,2,11:25.0,,M. Harrell makes free throw 2 of 2,30,28
124,2,11:07.0,N. Bjelica makes 3-pt jump shot from 24 ft (assist by M. Georges-Hunt),,33,28
125,2,10:57.0,,Turnover by L. Williams (lost ball; steal by N. Bjelica),33,28
126,2,10:52.0,S. Muhammad misses 2-pt jump shot from 11 ft,,33,28
127,2,10:46.0,,Defensive rebound by T. Wallace,33,28
128,2,10:45.0,,L. Williams makes 2-pt dunk from 1 ft (assist by T. Wallace),33,30
129,2,10:34.0,Turnover by N. Bjelica (bad pass; steal by S. Thornwell),,33,30
130,2,10:27.0,,Turnover by T. Wallace (step out of bounds),33,30
131,2,10:12.0,S. Muhammad misses 2-pt hook shot from 10 ft,,33,30
132,2,10:07.0,,Defensive rebound by S. Thornwell,33,30
133,2,9:54.0,,M. Harrell misses 2-pt hook shot from 6 ft,33,30
134,2,9:52.0,Defensive rebound by N. Bjelica,,33,30
135,2,9:50.0,,Offensive charge foul by M. Georges-Hunt (drawn by L. Williams),33,30
136,2,9:50.0,Turnover by M. Georges-Hunt (offensive foul),,33,30
137,2,9:39.0,,L. Williams misses 3-pt jump shot from 24 ft,33,30
138,2,9:36.0,Defensive rebound by S. Muhammad,,33,30
139,2,9:21.0,T. Jones misses 2-pt layup from 4 ft (block by S. Thornwell),,33,30
140,2,9:18.0,,Defensive rebound by S. Thornwell,33,30
141,2,9:18.0,Offensive charge foul by S. Thornwell (drawn by N. Bjelica),,33,30
142,2,9:18.0,,Turnover by S. Thornwell (offensive foul),33,30
143,2,9:02.0,M. Georges-Hunt makes 2-pt layup at rim (assist by N. Bjelica),,35,30
144,2,8:54.0,,L. Williams makes 2-pt dunk at rim,35,32
145,2,8:46.0,Minnesota full timeout,,35,32
146,2,8:38.0,N. Bjelica misses 3-pt jump shot from 25 ft,,35,32
147,2,8:36.0,,Defensive rebound by T. Wallace,35,32
148,2,8:26.0,,L. Williams makes 3-pt jump shot from 24 ft (assist by S. Dekker),35,35
149,2,8:02.0,T. Jones makes 3-pt jump shot from 24 ft (assist by N. Bjelica),,38,35
150,2,7:50.0,,L. Williams makes 2-pt layup from 1 ft,38,37
151,2,7:25.0,N. Bjelica misses 3-pt jump shot from 27 ft,,38,37
152,2,7:22.0,,Defensive rebound by S. Dekker,38,37
153,2,7:17.0,,T. Wallace makes 2-pt layup from 1 ft,38,39
154,2,7:01.0,S. Muhammad makes 2-pt jump shot from 6 ft,,40,39
155,2,6:40.0,,M. Harrell misses 2-pt layup from 1 ft,40,39
156,2,6:36.0,,Offensive rebound by S. Dekker,40,39
157,2,6:36.0,,S. Dekker makes 2-pt layup at rim,40,41
158,2,6:31.0,Minnesota full timeout,,40,41
159,2,6:31.0,,B. Griffin enters the game for S. Dekker,40,41
160,2,6:31.0,T. Gibson enters the game for G. Dieng,,40,41
161,2,6:31.0,K. Towns enters the game for N. Bjelica,,40,41
162,2,6:31.0,A. Wiggins enters the game for S. Muhammad,,40,41
163,2,6:23.0,A. Wiggins misses 2-pt layup at rim,,40,41
164,2,6:19.0,Offensive rebound by K. Towns,,40,41
165,2,6:19.0,K. Towns misses 2-pt layup at rim,,40,41
166,2,6:19.0,Offensive rebound by K. Towns,,40,41
167,2,6:19.0,A. Wiggins makes 2-pt layup from 1 ft (assist by K. Towns),,42,41
168,2,6:19.0,Shooting foul by M. Harrell (drawn by A. Wiggins),,42,41
169,2,6:19.0,A. Wiggins makes free throw 1 of 1,,43,41
170,2,6:04.0,,B. Griffin misses 2-pt layup at rim,43,41
171,2,5:59.0,,Offensive rebound by M. Harrell,43,41
172,2,5:59.0,,M. Harrell makes 2-pt dunk at rim,43,43
173,2,5:38.0,T. Gibson makes 2-pt jump shot from 11 ft,,45,43
174,2,5:26.0,,M. Harrell makes 2-pt layup from 2 ft (assist by B. Griffin),45,45
175,2,5:10.0,T. Jones misses 2-pt jump shot from 19 ft,,45,45
176,2,5:06.0,,Defensive rebound by S. Thornwell,45,45
177,2,5:03.0,,Personal foul by M. Georges-Hunt (drawn by L. Williams),45,45
178,2,5:03.0,,M. Teodosić enters the game for T. Wallace,45,45
179,2,5:03.0,J. Teague enters the game for T. Jones,,45,45
180,2,5:00.0,,Shooting foul by T. Gibson (drawn by L. Williams),45,45
181,2,5:00.0,,L. Williams misses free throw 1 of 2,45,45
182,2,5:00.0,,Offensive rebound by Team,45,45
183,2,5:00.0,,L. Williams makes free throw 2 of 2,45,46
184,2,4:48.0,A. Wiggins makes 2-pt dunk from 1 ft (assist by T. Gibson),,47,46
185,2,4:33.0,,Shooting foul by M. Georges-Hunt (drawn by B. Griffin),47,46
186,2,4:33.0,,B. Griffin misses free throw 1 of 2,47,46
187,2,4:33.0,,Offensive rebound by Team,47,46
188,2,4:33.0,,W. Johnson enters the game for S. Thornwell,47,46
189,2,4:33.0,N. Bjelica enters the game for M. Georges-Hunt,,47,46
190,2,4:33.0,,B. Griffin misses free throw 2 of 2,47,46
191,2,4:30.0,Defensive rebound by K. Towns,,47,46
192,2,4:19.0,Turnover by N. Bjelica (step out of bounds),,47,46
193,2,3:58.0,,W. Johnson makes 2-pt layup from 2 ft (assist by M. Teodosić),47,48
194,2,3:42.0,T. Gibson misses 2-pt jump shot from 13 ft,,47,48
195,2,3:37.0,,Defensive rebound by B. Griffin,47,48
196,2,3:34.0,,Turnover by B. Griffin (bad pass),47,48
197,2,3:10.0,J. Teague misses 2-pt jump shot from 18 ft,,47,48
198,2,3:05.0,Offensive rebound by N. Bjelica,,47,48
199,2,2:56.0,A. Wiggins makes 3-pt jump shot from 25 ft (assist by T. Gibson),,50,48
200,2,2:45.0,,W. Johnson misses 2-pt jump shot from 12 ft,50,48
201,2,2:40.0,Defensive rebound by K. Towns,,50,48
202,2,2:34.0,J. Teague makes 2-pt layup from 2 ft,,52,48
203,2,2:34.0,,LA Clippers full timeout,52,48
204,2,2:19.0,,M. Teodosić makes 3-pt jump shot from 24 ft (assist by L. Williams),52,51
205,2,1:58.0,J. Teague misses 2-pt jump shot from 7 ft,,52,51
206,2,1:55.0,,Defensive rebound by B. Griffin,52,51
207,2,1:52.0,,M. Harrell misses 2-pt dunk from 1 ft,52,51
208,2,1:47.0,Defensive rebound by A. Wiggins,,52,51
209,2,1:46.0,Turnover by A. Wiggins (bad pass; steal by M. Teodosić),,52,51
210,2,1:39.0,,M. Harrell makes 2-pt dunk at rim (assist by B. Griffin),52,53
211,2,1:24.0,T. Gibson makes 2-pt jump shot from 20 ft (assist by J. Teague),,54,53
212,2,1:17.0,,Turnover by L. Williams (bad pass; steal by T. Gibson),54,53
213,2,1:09.0,Shooting foul by M. Harrell (drawn by K. Towns),,54,53
214,2,1:09.0,K. Towns makes free throw 1 of 2,,55,53
215,2,1:09.0,K. Towns makes free throw 2 of 2,,56,53
216,2,0:58.0,,B. Griffin makes 2-pt dunk from 1 ft (assist by L. Williams),56,55
217,2,0:54.0,J. Teague makes 2-pt jump shot from 6 ft,,58,55
218,2,0:54.0,Shooting foul by M. Teodosić (drawn by J. Teague),,58,55
219,2,0:54.0,,T. Wallace enters the game for M. Teodosić,58,55
220,2,0:54.0,J. Teague makes free throw 1 of 1,,59,55
221,2,0:37.0,,Turnover by B. Griffin (bad pass; steal by T. Gibson),59,55
222,2,0:34.0,A. Wiggins makes 2-pt dunk from 1 ft (assist by J. Teague),,61,55
223,2,0:28.0,,L. Williams misses 2-pt jump shot from 5 ft,61,55
224,2,0:25.0,Defensive rebound by T. Gibson,,61,55
225,2,0:24.0,Turnover by T. Gibson (lost ball; steal by M. Harrell),,61,55
226,2,0:20.0,,M. Harrell makes 2-pt layup at rim,61,57
227,2,0:04.0,J. Teague misses 3-pt jump shot from 25 ft,,61,57
228,2,0:00.0,Offensive rebound by K. Towns,,61,57
229,3,11:43.0,,B. Griffin misses 3-pt jump shot from 25 ft,61,57
230,3,11:39.0,Defensive rebound by N. Bjelica,,61,57
231,3,11:21.0,Shooting foul by W. Reed (drawn by J. Teague),,61,57
232,3,11:21.0,J. Teague makes free throw 1 of 2,,62,57
233,3,11:21.0,J. Teague makes free throw 2 of 2,,63,57
234,3,10:57.0,,W. Reed makes 2-pt layup from 1 ft (assist by T. Wallace),63,59
235,3,10:32.0,A. Wiggins makes 2-pt layup from 1 ft,,65,59
236,3,10:17.0,,B. Griffin misses 3-pt jump shot from 25 ft,65,59
237,3,10:14.0,Defensive rebound by N. Bjelica,,65,59
238,3,9:58.0,T. Gibson misses 2-pt layup from 2 ft,,65,59
239,3,9:55.0,,Defensive rebound by W. Johnson,65,59
240,3,9:52.0,,T. Wallace misses 2-pt layup from 1 ft (block by A. Wiggins),65,59
241,3,9:48.0,Defensive rebound by N. Bjelica,,65,59
242,3,9:45.0,Shooting foul by B. Griffin (drawn by N. Bjelica),,65,59
243,3,9:45.0,N. Bjelica makes free throw 1 of 2,,66,59
244,3,9:45.0,N. Bjelica makes free throw 2 of 2,,67,59
245,3,9:28.0,,Turnover by W. Reed (offensive goaltending),67,59
246,3,9:11.0,A. Wiggins makes 2-pt jump shot from 6 ft,,69,59
247,3,8:56.0,,M. Teodosić makes 2-pt layup from 1 ft (assist by B. Griffin),69,61
248,3,8:41.0,N. Bjelica misses 3-pt jump shot from 23 ft,,69,61
249,3,8:38.0,Offensive rebound by T. Gibson,,69,61
250,3,8:36.0,N. Bjelica misses 3-pt jump shot from 24 ft,,69,61
251,3,8:31.0,,Defensive rebound by W. Reed,69,61
252,3,8:30.0,,B. Griffin makes 2-pt layup from 1 ft (assist by M. Teodosić),69,63
253,3,8:30.0,,Shooting foul by T. Gibson (drawn by B. Griffin),69,63
254,3,8:30.0,,B. Griffin makes free throw 1 of 1,69,64
255,3,8:16.0,A. Wiggins makes 2-pt jump shot from 19 ft,,71,64
256,3,7:58.0,,B. Griffin makes 2-pt layup from 1 ft (assist by M. Teodosić),71,66
257,3,7:57.0,Minnesota full timeout,,71,66
258,3,7:40.0,A. Wiggins makes 3-pt jump shot from 25 ft (assist by K. Towns),,74,66
259,3,7:25.0,,M. Teodosić makes 3-pt jump shot from 25 ft (assist by B. Griffin),74,69
260,3,7:04.0,N. Bjelica makes 2-pt jump shot from 7 ft,,76,69
261,3,6:58.0,,Personal foul by J. Teague (drawn by M. Teodosić),76,69
262,3,6:51.0,,B. Griffin makes 3-pt jump shot from 23 ft (assist by M. Teodosić),76,72
263,3,6:37.0,K. Towns misses 3-pt jump shot from 28 ft,,76,72
264,3,6:33.0,Offensive rebound by T. Gibson,,76,72
265,3,6:28.0,Turnover by T. Gibson (traveling),,76,72
266,3,6:28.0,,L. Williams enters the game for M. Teodosić,76,72
267,3,6:17.0,,W. Reed makes 2-pt layup from 1 ft (assist by B. Griffin),76,74
268,3,6:00.0,T. Gibson makes 2-pt jump shot from 4 ft (assist by N. Bjelica),,78,74
269,3,5:55.0,,W. Johnson misses 2-pt jump shot from 16 ft,78,74
270,3,5:50.0,Shooting foul by T. Wallace (drawn by J. Teague),,78,74
271,3,5:50.0,J. Teague misses free throw 1 of 2,,78,74
272,3,5:50.0,Offensive rebound by Team,,78,74
273,3,5:50.0,M. Georges-Hunt enters the game for N. Bjelica,,78,74
274,3,5:50.0,J. Teague makes free throw 2 of 2,,79,74
275,3,5:49.0,Offensive rebound by K. Towns,,79,74
276,3,5:37.0,,L. Williams makes 3-pt jump shot from 22 ft (assist by T. Wallace),79,77
277,3,5:18.0,A. Wiggins misses 3-pt jump shot from 26 ft,,79,77
278,3,5:15.0,,Defensive rebound by L. Williams,79,77
279,3,5:08.0,,Turnover by W. Johnson (bad pass),79,77
280,3,4:54.0,K. Towns misses 2-pt layup from 2 ft,,79,77
281,3,4:54.0,Offensive rebound by K. Towns,,79,77
282,3,4:54.0,Personal foul by B. Griffin (drawn by K. Towns),,79,77
283,3,4:47.0,Turnover by K. Towns (lost ball; steal by B. Griffin),,79,77
284,3,4:44.0,,B. Griffin makes 2-pt layup from 1 ft,79,79
285,3,4:28.0,A. Wiggins misses 2-pt jump shot from 21 ft,,79,79
286,3,4:23.0,,Defensive rebound by W. Reed,79,79
287,3,4:17.0,,L. Williams makes 2-pt layup from 1 ft,79,81
288,3,4:16.0,Minnesota full timeout,,79,81
289,3,4:16.0,G. Dieng enters the game for K. Towns,,79,81
290,3,4:05.0,Turnover by G. Dieng (traveling),,79,81
291,3,3:52.0,,B. Griffin makes 2-pt layup from 1 ft (assist by L. Williams),79,83
292,3,3:38.0,Personal foul by W. Johnson (drawn by A. Wiggins),,79,83
293,3,3:38.0,A. Wiggins makes free throw 1 of 2,,80,83
294,3,3:38.0,A. Wiggins misses free throw 2 of 2,,80,83
295,3,3:34.0,,Defensive rebound by B. Griffin,80,83
296,3,3:26.0,,B. Griffin misses 3-pt jump shot from 22 ft,80,83
297,3,3:21.0,Defensive rebound by J. Teague,,80,83
298,3,3:12.0,T. Gibson makes 2-pt jump shot from 17 ft (assist by J. Teague),,82,83
299,3,2:57.0,,W. Reed makes 2-pt layup from 1 ft (assist by L. Williams),82,85
300,3,2:48.0,Personal foul by B. Griffin (drawn by J. Teague),,82,85
301,3,2:48.0,J. Teague makes free throw 1 of 2,,83,85
302,3,2:48.0,,M. Harrell enters the game for W. Reed,83,85
303,3,2:48.0,J. Teague makes free throw 2 of 2,,84,85
304,3,2:33.0,,Turnover by L. Williams (bad pass; steal by T. Gibson),84,85
305,3,2:28.0,M. Georges-Hunt makes 2-pt dunk from 1 ft (assist by J. Teague),,86,85
306,3,2:18.0,,W. Johnson makes 2-pt jump shot from 16 ft (assist by T. Wallace),86,87
307,3,2:03.0,,M. Teodosić enters the game for T. Wallace,86,87
308,3,1:57.0,Shooting foul by M. Harrell (drawn by J. Teague),,86,87
309,3,1:57.0,J. Teague makes free throw 1 of 2,,87,87
310,3,1:57.0,J. Teague makes free throw 2 of 2,,88,87
311,3,1:44.0,,Turnover by M. Teodosić (lost ball; steal by T. Gibson),88,87
312,3,1:36.0,G. Dieng misses 2-pt jump shot from 17 ft,,88,87
313,3,1:33.0,,Defensive rebound by M. Teodosić,88,87
314,3,1:32.0,,Turnover by M. Teodosić (bad pass),88,87
315,3,1:32.0,,LA Clippers full timeout,88,87
316,3,1:32.0,,S. Dekker enters the game for B. Griffin,88,87
317,3,1:32.0,T. Jones enters the game for J. Teague,,88,87
318,3,1:20.0,A. Wiggins misses 2-pt jump shot from 7 ft,,88,87
319,3,1:12.0,Offensive rebound by A. Wiggins,,88,87
320,3,1:12.0,A. Wiggins makes 2-pt layup at rim,,90,87
321,3,0:59.0,,W. Johnson misses 3-pt jump shot from 26 ft,90,87
322,3,0:56.0,Defensive rebound by T. Gibson,,90,87
323,3,0:41.0,T. Gibson misses 2-pt layup from 1 ft,,90,87
324,3,0:38.0,,Defensive rebound by L. Williams,90,87
325,3,0:33.0,,W. Johnson makes 3-pt jump shot from 25 ft (assist by L. Williams),90,90
326,3,0:16.0,A. Wiggins makes 2-pt jump shot from 13 ft,,92,90
327,3,0:03.0,,Personal foul by M. Georges-Hunt (drawn by L. Williams),92,90
328,3,0:03.0,,S. Thornwell enters the game for W. Johnson,92,90
329,3,0:01.0,,L. Williams misses 3-pt jump shot from 25 ft,92,90
330,3,0:01.0,,Offensive rebound by Team,92,90
331,4,11:47.0,A. Wiggins makes 2-pt jump shot from 16 ft,,94,90
332,4,11:32.0,,Shooting foul by N. Bjelica (drawn by M. Harrell),94,90
333,4,11:32.0,,M. Harrell misses free throw 1 of 2,94,90
334,4,11:32.0,,Offensive rebound by Team,94,90
335,4,11:32.0,S. Muhammad enters the game for A. Wiggins,,94,90
336,4,11:32.0,,M. Harrell makes free throw 2 of 2,94,91
337,4,11:21.0,G. Dieng misses 2-pt jump shot from 14 ft,,94,91
338,4,11:17.0,,Defensive rebound by M. Teodosić,94,91
339,4,11:13.0,,S. Thornwell misses 2-pt layup from 2 ft,94,91
340,4,11:09.0,,Offensive rebound by M. Harrell,94,91
341,4,11:09.0,,M. Harrell misses 2-pt layup from 2 ft (block by G. Dieng),94,91
342,4,11:09.0,Defensive rebound by M. Georges-Hunt,,94,91
343,4,11:05.0,S. Muhammad makes 2-pt dunk at rim (assist by T. Jones),,96,91
344,4,10:58.0,Violation by G. Dieng (kicked ball),,96,91
345,4,10:58.0,K. Towns enters the game for G. Dieng,,96,91
346,4,10:52.0,,Shooting foul by M. Georges-Hunt (drawn by M. Harrell),96,91
347,4,10:52.0,,M. Harrell makes free throw 1 of 2,96,92
348,4,10:52.0,,M. Harrell makes free throw 2 of 2,96,93
349,4,10:43.0,T. Jones misses 3-pt jump shot from 24 ft,,96,93
350,4,10:39.0,,Defensive rebound by M. Harrell,96,93
351,4,10:31.0,,S. Dekker misses 3-pt jump shot from 24 ft,96,93
352,4,10:28.0,Defensive rebound by K. Towns,,96,93
353,4,10:25.0,S. Muhammad makes 2-pt layup from 1 ft (assist by T. Jones),,98,93
354,4,10:10.0,,Personal foul by M. Georges-Hunt (drawn by M. Teodosić),98,93
355,4,10:10.0,A. Wiggins enters the game for M. Georges-Hunt,,98,93
356,4,10:02.0,,Personal foul by S. Muhammad (drawn by M. Teodosić),98,93
357,4,9:54.0,,L. Williams makes 3-pt jump shot from 26 ft (assist by M. Teodosić),98,96
358,4,9:35.0,Turnover by A. Wiggins (traveling),,98,96
359,4,9:22.0,,S. Thornwell makes 2-pt layup from 4 ft (assist by M. Teodosić),98,98
360,4,9:10.0,K. Towns misses 2-pt layup from 1 ft,,98,98
361,4,9:07.0,,Defensive rebound by M. Harrell,98,98
362,4,9:02.0,,L. Williams makes 2-pt layup at rim,98,100
363,4,8:43.0,K. Towns makes 2-pt hook shot from 5 ft,,100,100
364,4,8:24.0,,Turnover by M. Teodosić (turnover),100,100
365,4,8:24.0,,B. Griffin enters the game for S. Dekker,100,100
366,4,8:24.0,J. Teague enters the game for T. Jones,,100,100
367,4,8:24.0,T. Gibson enters the game for S. Muhammad,,100,100
368,4,8:10.0,A. Wiggins misses 3-pt jump shot from 27 ft,,100,100
369,4,8:06.0,Offensive rebound by K. Towns,,100,100
370,4,8:01.0,N. Bjelica misses 3-pt jump shot from 22 ft,,100,100
371,4,8:01.0,,Defensive rebound by M. Teodosić,100,100
372,4,8:01.0,,Personal foul by T. Gibson (drawn by M. Teodosić),100,100
373,4,8:01.0,,M. Teodosić makes free throw 1 of 2,100,101
374,4,8:01.0,,M. Teodosić makes free throw 2 of 2,100,102
375,4,7:51.0,Personal foul by B. Griffin (drawn by K. Towns),,100,102
376,4,7:37.0,J. Teague makes 2-pt jump shot from 8 ft,,102,102
377,4,7:19.0,,B. Griffin makes 2-pt layup from 1 ft (assist by L. Williams),102,104
378,4,7:13.0,Personal block foul by M. Teodosić (drawn by J. Teague),,102,104
379,4,7:09.0,Shooting foul by M. Harrell (drawn by N. Bjelica),,102,104
