,QUARTER,TIME_REMAINING,DENVER_ACTION,SAN ANTONIO_ACTION,DENVER_SCORE,SAN ANTONIO_SCORE
0,1,11:44.0,,L. Aldridge misses 2-pt jump shot from 13 ft,0,0
1,1,11:39.0,Defensive rebound by N. Jokić,,0,0
2,1,11:30.0,Turnover by M. Plumlee (bad pass; steal by K. Leonard),,0,0
3,1,11:18.0,,P. Gasol makes 2-pt jump shot from 18 ft (assist by K. Leonard),0,2
4,1,11:00.0,W. Chandler misses 2-pt jump shot from 9 ft,,0,2
5,1,10:56.0,,Defensive rebound by P. Gasol,0,2
6,1,10:42.0,,Turnover by K. Leonard (bad pass; steal by G. Harris),0,2
7,1,10:36.0,G. Harris makes 2-pt layup from 1 ft,,2,2
8,1,10:24.0,,P. Gasol misses 2-pt layup from 4 ft,2,2
9,1,10:21.0,Defensive rebound by N. Jokić,,2,2
10,1,10:15.0,J. Murray misses 3-pt jump shot from 26 ft,,2,2
11,1,10:15.0,,Defensive rebound by P. Gasol,2,2
12,1,10:01.0,,D. Green makes 2-pt layup from 6 ft (assist by K. Leonard),2,4
13,1,9:50.0,Personal foul by K. Leonard (drawn by W. Chandler),,2,4
14,1,9:40.0,N. Jokić misses 3-pt jump shot from 25 ft,,2,4
15,1,9:36.0,,Defensive rebound by K. Leonard,2,4
16,1,9:31.0,,Turnover by K. Leonard (bad pass; steal by N. Jokić),2,4
17,1,9:25.0,J. Murray misses 2-pt layup from 5 ft,,2,4
18,1,9:18.0,,Defensive rebound by K. Leonard,2,4
19,1,9:13.0,,D. Green makes 3-pt jump shot from 22 ft (assist by T. Parker),2,7
20,1,8:48.0,N. Jokić makes 3-pt jump shot from 25 ft (assist by M. Plumlee),,5,7
21,1,8:22.0,,L. Aldridge makes 2-pt layup from 3 ft (assist by P. Gasol),5,9
22,1,8:07.0,M. Plumlee makes 2-pt layup at rim (assist by N. Jokić),,7,9
23,1,7:51.0,,K. Leonard misses 3-pt jump shot from 28 ft,7,9
24,1,7:51.0,Defensive rebound by J. Murray,,7,9
25,1,7:32.0,N. Jokić misses 3-pt jump shot from 23 ft,,7,9
26,1,7:32.0,,Defensive rebound by T. Parker,7,9
27,1,7:19.0,,Turnover by P. Gasol (bad pass; steal by N. Jokić),7,9
28,1,7:03.0,,Def 3 sec tech foul by M. Plumlee,7,9
29,1,7:03.0,,K. Leonard makes technical free throw,7,10
30,1,7:03.0,,D. Bertāns enters the game for D. Green,7,10
31,1,7:03.0,,M. Ginóbili enters the game for P. Gasol,7,10
32,1,6:50.0,,L. Aldridge makes 2-pt layup from 10 ft,7,12
33,1,6:40.0,Shooting foul by D. Bertāns (drawn by M. Plumlee),,7,12
34,1,6:40.0,,San Antonio full timeout,7,12
35,1,6:40.0,,P. Mills enters the game for T. Parker,7,12
36,1,6:40.0,M. Plumlee misses free throw 1 of 2,,7,12
37,1,6:40.0,Offensive rebound by Team,,7,12
38,1,6:40.0,M. Plumlee makes free throw 2 of 2,,8,12
39,1,6:20.0,,D. Bertāns makes 3-pt jump shot from 23 ft (assist by P. Mills),8,15
40,1,6:03.0,G. Harris misses 2-pt layup from 5 ft (block by L. Aldridge),,8,15
41,1,5:51.0,Offensive rebound by N. Jokić,,8,15
42,1,5:51.0,N. Jokić makes 2-pt layup at rim,,10,15
43,1,5:51.0,,Personal foul by W. Chandler (drawn by K. Leonard),10,15
44,1,5:51.0,,K. Anderson enters the game for K. Leonard,10,15
45,1,5:51.0,W. Barton enters the game for W. Chandler,,10,15
46,1,5:42.0,,Turnover by P. Mills (bad pass; steal by W. Barton),10,15
47,1,5:39.0,,Offensive charge foul by W. Barton (drawn by M. Ginóbili),10,15
48,1,5:39.0,Turnover by W. Barton (offensive foul),,10,15
49,1,5:25.0,,L. Aldridge makes 2-pt jump shot from 11 ft,10,17
50,1,5:04.0,G. Harris makes 2-pt jump shot from 9 ft (assist by N. Jokić),,12,17
51,1,4:41.0,,D. Bertāns makes 3-pt jump shot from 29 ft (assist by K. Anderson),12,20
52,1,4:25.0,Personal foul by P. Mills (drawn by G. Harris),,12,20
53,1,4:25.0,,P. Gasol enters the game for L. Aldridge,12,20
54,1,4:25.0,T. Lyles enters the game for M. Plumlee,,12,20
55,1,4:11.0,T. Lyles misses 2-pt jump shot from 19 ft,,12,20
56,1,4:08.0,,Defensive rebound by K. Anderson,12,20
57,1,4:03.0,,D. Bertāns makes 3-pt jump shot from 28 ft (assist by K. Anderson),12,23
58,1,4:02.0,Denver full timeout,,12,23
59,1,3:44.0,Turnover by N. Jokić (turnover),,12,23
60,1,3:25.0,,Personal foul by T. Lyles (drawn by P. Gasol),12,23
61,1,3:16.0,,D. Bertāns misses 2-pt jump shot from 16 ft,12,23
62,1,3:10.0,Defensive rebound by N. Jokić,,12,23
63,1,3:06.0,G. Harris makes 2-pt layup from 2 ft (assist by N. Jokić),,14,23
64,1,2:48.0,,P. Mills misses 2-pt jump shot from 17 ft,14,23
65,1,2:45.0,Defensive rebound by T. Lyles,,14,23
66,1,2:42.0,W. Barton misses 2-pt jump shot from 8 ft,,14,23
67,1,2:28.0,,Defensive rebound by P. Gasol,14,23
68,1,2:26.0,,P. Mills misses 2-pt layup from 6 ft,14,23
69,1,2:23.0,Defensive rebound by W. Barton,,14,23
70,1,2:23.0,N. Jokić misses 2-pt layup from 7 ft,,14,23
71,1,2:23.0,Offensive rebound by N. Jokić,,14,23
72,1,2:23.0,Shooting foul by P. Gasol (drawn by N. Jokić),,14,23
73,1,2:23.0,N. Jokić makes free throw 1 of 2,,15,23
74,1,2:23.0,R. Jefferson enters the game for J. Murray,,15,23
75,1,2:23.0,N. Jokić makes free throw 2 of 2,,16,23
76,1,2:10.0,,K. Anderson makes 2-pt jump shot from 21 ft (assist by M. Ginóbili),16,25
77,1,1:55.0,G. Harris misses 3-pt jump shot from 23 ft,,16,25
78,1,1:49.0,,Defensive rebound by P. Gasol,16,25
