,QUARTER,TIME_REMAINING,CHICAGO_ACTION,UTAH_ACTION,CHICAGO_SCORE,UTAH_SCORE
384,4,4:42.0,,Defensive rebound by E. Udoh,76,101
385,4,4:25.0,,T. Sefolosha makes 2-pt layup from 3 ft,76,103
386,4,4:08.0,P. Zipser makes 2-pt dunk at rim (assist by C. Felício),,78,103
387,4,3:44.0,,R. Rubio misses 2-pt jump shot from 20 ft,78,103
388,4,3:41.0,Defensive rebound by P. Zipser,,78,103
389,4,3:33.0,A. Blakeney misses 2-pt jump shot from 20 ft,,78,103
390,4,3:30.0,,Defensive rebound by Team,78,103
391,4,3:30.0,,R. O'Neale enters the game for J. Ingles,78,103
392,4,3:30.0,,Utah full timeout,78,103
393,4,3:14.0,,Personal foul by Q. Pondexter (drawn by R. Rubio),78,103
394,4,2:59.0,,A. Burks misses 3-pt jump shot from 24 ft,78,103
395,4,2:55.0,,Offensive rebound by E. Udoh,78,103
396,4,2:38.0,,R. Rubio makes 2-pt jump shot from 21 ft (assist by R. O'Neale),78,105
397,4,2:15.0,,R. Neto enters the game for R. Rubio,78,105
398,4,2:15.0,,T. Bradley enters the game for E. Udoh,78,105
399,4,2:13.0,P. Zipser misses 2-pt jump shot from 17 ft,,78,105
400,4,2:09.0,,Defensive rebound by T. Sefolosha,78,105
401,4,1:47.0,,R. Neto misses 2-pt jump shot from 9 ft,78,105
402,4,1:44.0,Defensive rebound by K. Felder,,78,105
403,4,1:32.0,C. Felício misses 2-pt hook shot from 4 ft,,78,105
404,4,1:30.0,,Defensive rebound by T. Bradley,78,105
405,4,1:21.0,,Shooting foul by C. Felício (drawn by A. Burks),78,105
406,4,1:21.0,,A. Burks misses free throw 1 of 2,78,105
407,4,1:21.0,,Offensive rebound by Team,78,105
408,4,1:21.0,,A. Burks makes free throw 2 of 2,78,106
409,4,1:01.0,P. Zipser misses 2-pt jump shot from 11 ft,,78,106
410,4,0:58.0,,Defensive rebound by T. Sefolosha,78,106
411,4,0:46.0,,T. Bradley makes 2-pt jump shot from 12 ft (assist by R. O'Neale),78,108
412,4,0:37.0,Turnover by K. Felder (bad pass; steal by T. Sefolosha),,78,108
413,4,0:33.0,Violation by P. Zipser (def goaltending),,78,108
414,4,0:33.0,,T. Sefolosha makes 2-pt layup from 1 ft,78,110
415,4,0:28.0,Offensive foul by C. Felício (drawn by R. Neto),,78,110
416,4,0:28.0,Turnover by C. Felício (offensive foul),,78,110
417,4,0:11.0,,T. Sefolosha misses 3-pt jump shot from 26 ft,78,110
418,4,0:08.0,Defensive rebound by Q. Pondexter,,78,110
419,4,0:08.0,P. Zipser makes 2-pt dunk from 1 ft (assist by Q. Pondexter),,80,110
