,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,TORONTO_ACTION,WASHINGTON_SCORE,TORONTO_SCORE
0,1,11:59.0,Loose ball foul by M. Gortat (drawn by J. Valančiūnas),,0,0
1,1,11:49.0,,J. Valančiūnas misses 2-pt layup from 3 ft (block by J. Wall),0,0
2,1,11:49.0,,Offensive rebound by Team,0,0
3,1,11:42.0,,Turnover by K. Lowry (out of bounds lost ball),0,0
4,1,11:26.0,O. Porter makes 2-pt jump shot from 19 ft (assist by J. Wall),,2,0
5,1,11:09.0,,S. Ibaka makes 2-pt hook shot from 5 ft (assist by K. Lowry),2,2
6,1,10:46.0,M. Morris makes 2-pt jump shot from 9 ft,,4,2
7,1,10:35.0,,J. Valančiūnas makes 2-pt jump shot from 4 ft (assist by K. Lowry),4,4
8,1,10:18.0,M. Morris misses 3-pt jump shot from 25 ft,,4,4
9,1,10:15.0,,Defensive rebound by J. Valančiūnas,4,4
10,1,10:11.0,,K. Lowry misses 3-pt jump shot from 28 ft,4,4
11,1,10:09.0,Defensive rebound by O. Porter,,4,4
12,1,9:57.0,Turnover by J. Wall (bad pass; steal by K. Lowry),,4,4
13,1,9:41.0,,J. Valančiūnas makes 2-pt jump shot from 5 ft,4,6
14,1,9:22.0,B. Beal misses 2-pt hook shot from 3 ft,,4,6
15,1,9:20.0,,Defensive rebound by J. Valančiūnas,4,6
16,1,9:16.0,,Shooting foul by M. Gortat (drawn by D. DeRozan),4,6
17,1,9:16.0,,D. DeRozan misses free throw 1 of 2,4,6
18,1,9:16.0,,Offensive rebound by Team,4,6
19,1,9:16.0,I. Mahinmi enters the game for M. Gortat,,4,6
20,1,9:16.0,,D. DeRozan makes free throw 2 of 2,4,7
21,1,8:58.0,J. Wall misses 2-pt jump shot from 17 ft,,4,7
22,1,8:55.0,,Defensive rebound by S. Ibaka,4,7
23,1,8:41.0,,O. Anunoby makes 3-pt jump shot from 25 ft (assist by J. Valančiūnas),4,10
24,1,8:39.0,Washington full timeout,,4,10
25,1,8:27.0,B. Beal misses 2-pt jump shot from 19 ft,,4,10
26,1,8:24.0,,Defensive rebound by S. Ibaka,4,10
27,1,8:13.0,,S. Ibaka makes 2-pt layup from 1 ft (assist by K. Lowry),4,12
28,1,8:05.0,O. Porter misses 2-pt jump shot from 17 ft,,4,12
29,1,8:02.0,,Defensive rebound by J. Valančiūnas,4,12
30,1,7:49.0,,S. Ibaka misses 2-pt jump shot from 8 ft,4,12
31,1,7:47.0,,Offensive rebound by O. Anunoby,4,12
32,1,7:46.0,,O. Anunoby makes 2-pt layup at rim,4,14
33,1,7:28.0,B. Beal makes 2-pt jump shot from 19 ft (assist by J. Wall),,6,14
34,1,7:04.0,,Turnover by S. Ibaka (lost ball; steal by I. Mahinmi),6,14
35,1,7:00.0,Shooting foul by K. Lowry (drawn by I. Mahinmi),,6,14
36,1,7:00.0,I. Mahinmi makes free throw 1 of 2,,7,14
37,1,7:00.0,I. Mahinmi makes free throw 2 of 2,,8,14
38,1,6:50.0,,Shooting foul by I. Mahinmi (drawn by J. Valančiūnas),8,14
39,1,6:50.0,,J. Valančiūnas misses free throw 1 of 2,8,14
40,1,6:50.0,,Offensive rebound by Team,8,14
41,1,6:50.0,,J. Valančiūnas makes free throw 2 of 2,8,15
42,1,6:40.0,Offensive foul by I. Mahinmi (drawn by O. Anunoby),,8,15
43,1,6:40.0,Turnover by I. Mahinmi (offensive foul),,8,15
44,1,6:40.0,M. Scott enters the game for I. Mahinmi,,8,15
45,1,6:29.0,,K. Lowry makes 2-pt layup from 2 ft,8,17
46,1,6:18.0,M. Morris makes 2-pt layup from 1 ft (assist by J. Wall),,10,17
47,1,6:02.0,,D. DeRozan misses 3-pt jump shot from 23 ft,10,17
48,1,5:54.0,,Offensive rebound by O. Anunoby,10,17
49,1,5:54.0,,O. Anunoby misses 2-pt layup at rim,10,17
50,1,5:54.0,,Offensive rebound by D. DeRozan,10,17
51,1,5:49.0,,Turnover by K. Lowry (bad pass),10,17
52,1,5:39.0,M. Scott misses 2-pt jump shot from 18 ft,,10,17
53,1,5:34.0,,Defensive rebound by D. DeRozan,10,17
54,1,5:25.0,,J. Valančiūnas misses 2-pt hook shot from 4 ft,10,17
55,1,5:23.0,Defensive rebound by B. Beal,,10,17
56,1,5:17.0,J. Wall makes 3-pt jump shot from 25 ft (assist by O. Porter),,13,17
57,1,5:04.0,,J. Valančiūnas makes 2-pt layup at rim (assist by K. Lowry),13,19
58,1,4:56.0,J. Wall misses 2-pt layup from 1 ft,,13,19
59,1,4:54.0,,Defensive rebound by K. Lowry,13,19
60,1,4:46.0,,O. Anunoby makes 3-pt jump shot from 22 ft (assist by D. DeRozan),13,22
61,1,4:32.0,Personal foul by S. Ibaka (drawn by M. Morris),,13,22
62,1,4:32.0,K. Oubre enters the game for O. Porter,,13,22
63,1,4:23.0,M. Morris misses 3-pt jump shot from 25 ft,,13,22
64,1,4:21.0,,Defensive rebound by J. Valančiūnas,13,22
65,1,4:08.0,,O. Anunoby misses 3-pt jump shot from 23 ft,13,22
66,1,4:03.0,Defensive rebound by M. Morris,,13,22
67,1,4:01.0,J. Wall misses 2-pt layup from 1 ft,,13,22
68,1,3:59.0,Offensive rebound by M. Morris,,13,22
69,1,3:57.0,K. Oubre misses 2-pt jump shot from 22 ft,,13,22
70,1,3:52.0,Offensive rebound by M. Morris,,13,22
71,1,3:49.0,M. Scott makes 2-pt layup from 1 ft (assist by M. Morris),,15,22
72,1,3:43.0,,Toronto full timeout,15,22
73,1,3:43.0,,J. Poeltl enters the game for O. Anunoby,15,22
74,1,3:43.0,,C. Miles enters the game for J. Valančiūnas,15,22
75,1,3:43.0,T. Satoranský enters the game for B. Beal,,15,22
76,1,3:34.0,,Shooting foul by M. Morris (drawn by S. Ibaka),15,22
77,1,3:34.0,,S. Ibaka makes free throw 1 of 2,15,23
78,1,3:34.0,,S. Ibaka makes free throw 2 of 2,15,24
79,1,3:20.0,J. Wall makes 3-pt jump shot from 23 ft (assist by K. Oubre),,18,24
80,1,3:03.0,,Turnover by D. DeRozan (lost ball; steal by K. Oubre),18,24
81,1,2:54.0,K. Oubre misses 3-pt jump shot from 24 ft,,18,24
82,1,2:52.0,,Defensive rebound by S. Ibaka,18,24
83,1,2:48.0,,Offensive foul by J. Poeltl (drawn by J. Wall),18,24
84,1,2:48.0,,Turnover by J. Poeltl (offensive foul),18,24
85,1,2:48.0,,P. Siakam enters the game for K. Lowry,18,24
86,1,2:48.0,,D. Wright enters the game for S. Ibaka,18,24
87,1,2:37.0,J. Wall misses 2-pt layup from 2 ft (block by J. Poeltl),,18,24
88,1,2:35.0,,Defensive rebound by J. Poeltl,18,24
89,1,2:24.0,,Offensive foul by P. Siakam (drawn by K. Oubre),18,24
90,1,2:24.0,,Turnover by P. Siakam (offensive foul),18,24
91,1,2:13.0,M. Morris makes 2-pt dunk at rim (assist by J. Wall),,20,24
92,1,1:55.0,,D. Wright misses 3-pt jump shot from 27 ft,20,24
93,1,1:52.0,Defensive rebound by M. Scott,,20,24
94,1,1:45.0,J. Wall makes 2-pt layup from 1 ft,,22,24
95,1,1:45.0,Shooting foul by J. Poeltl (drawn by J. Wall),,22,24
96,1,1:45.0,J. Wall makes free throw 1 of 1,,23,24
