,QUARTER,TIME_REMAINING,BOSTON_ACTION,INDIANA_ACTION,BOSTON_SCORE,INDIANA_SCORE
39,1,6:06.0,J. Brown misses 3-pt jump shot from 24 ft,,23,10
40,1,6:04.0,Offensive rebound by A. Horford,,23,10
41,1,6:01.0,J. Brown misses 2-pt layup from 2 ft (block by V. Oladipo),,23,10
42,1,6:01.0,S. Ojeleye enters the game for A. Horford,,23,10
43,1,6:01.0,Offensive rebound by J. Brown,,23,10
44,1,5:40.0,Personal foul by T. Young (drawn by K. Irving),,23,10
45,1,5:40.0,,L. Stephenson enters the game for D. Collison,23,10
46,1,5:40.0,,C. Joseph enters the game for T. Young,23,10
47,1,5:40.0,,D. Sabonis enters the game for B. Bogdanović,23,10
48,1,5:36.0,K. Irving misses 3-pt jump shot from 26 ft,,23,10
49,1,5:32.0,,Defensive rebound by C. Joseph,23,10
50,1,5:21.0,,L. Stephenson makes 2-pt jump shot from 21 ft,23,12
51,1,5:03.0,Personal foul by L. Stephenson (drawn by M. Smart),,23,12
52,1,4:54.0,S. Ojeleye makes 3-pt jump shot from 23 ft (assist by K. Irving),,26,12
53,1,4:35.0,,V. Oladipo makes 3-pt jump shot from 26 ft,26,15
54,1,4:19.0,M. Smart makes 3-pt jump shot from 29 ft (assist by K. Irving),,29,15
55,1,3:57.0,,Personal foul by S. Ojeleye (drawn by M. Turner),29,15
56,1,3:57.0,,A. Jefferson enters the game for M. Turner,29,15
57,1,3:43.0,,C. Joseph misses 3-pt jump shot from 22 ft,29,15
58,1,3:43.0,,Offensive rebound by Team,29,15
59,1,3:43.0,,Turnover by Team (shot clock),29,15
60,1,3:34.0,M. Smart misses 2-pt jump shot from 20 ft,,29,15
61,1,3:34.0,,Defensive rebound by D. Sabonis,29,15
62,1,3:17.0,,Turnover by D. Sabonis (bad pass),29,15
63,1,3:05.0,K. Irving makes 2-pt jump shot from 18 ft,,31,15
64,1,2:54.0,,Shooting block foul by A. Baynes (drawn by D. Sabonis),31,15
65,1,2:54.0,Boston full timeout,,31,15
66,1,2:54.0,T. Rozier enters the game for K. Irving,,31,15
67,1,2:54.0,,D. Sabonis makes free throw 1 of 2,31,16
68,1,2:54.0,,D. Sabonis makes free throw 2 of 2,31,17
69,1,2:39.0,J. Brown makes 2-pt jump shot from 16 ft,,33,17
70,1,2:18.0,,A. Jefferson misses 2-pt jump shot from 7 ft,33,17
71,1,2:16.0,Defensive rebound by T. Rozier,,33,17
72,1,2:02.0,Turnover by T. Rozier (bad pass),,33,17
73,1,1:48.0,,B. Bogdanović enters the game for V. Oladipo,33,17
74,1,1:48.0,J. Tatum enters the game for J. Brown,,33,17
75,1,1:48.0,A. Horford enters the game for S. Ojeleye,,33,17
76,1,1:48.0,D. Theis enters the game for A. Baynes,,33,17
77,1,1:42.0,,Turnover by C. Joseph (lost ball; steal by T. Rozier),33,17
78,1,1:39.0,T. Rozier misses 2-pt layup at rim (block by C. Joseph),,33,17
79,1,1:39.0,Offensive rebound by Team,,33,17
80,1,1:29.0,Turnover by M. Smart (lost ball; steal by A. Jefferson),,33,17
81,1,1:25.0,,D. Sabonis misses 2-pt layup from 2 ft (block by D. Theis),33,17
82,1,1:23.0,Defensive rebound by M. Smart,,33,17
83,1,1:20.0,J. Tatum makes 2-pt dunk at rim (assist by M. Smart),,35,17
84,1,1:04.0,,D. Sabonis misses 2-pt layup from 1 ft,35,17
85,1,1:03.0,,Offensive rebound by D. Sabonis,35,17
86,1,0:58.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,35,17
87,1,0:54.0,,Offensive rebound by A. Jefferson,35,17
88,1,0:45.0,,A. Jefferson misses 2-pt jump shot from 15 ft,35,17
89,1,0:42.0,,Offensive rebound by D. Sabonis,35,17
90,1,0:42.0,,D. Sabonis makes 2-pt layup at rim,35,19
91,1,0:31.0,A. Horford misses 3-pt jump shot from 27 ft,,35,19
92,1,0:27.0,,Defensive rebound by B. Bogdanović,35,19
93,1,0:11.0,,C. Joseph makes 2-pt jump shot from 8 ft,35,21
94,1,0:04.0,M. Smart makes 3-pt jump shot from 29 ft,,38,21
95,1,0:00.0,,L. Stephenson misses 3-pt jump shot from 65 ft,38,21
96,1,0:00.0,,Offensive rebound by Team,38,21
97,2,11:36.0,,L. Stephenson misses 2-pt jump shot from 18 ft,38,21
98,2,11:34.0,Defensive rebound by S. Larkin,,38,21
99,2,11:19.0,A. Horford misses 2-pt jump shot from 8 ft,,38,21
100,2,11:18.0,,Defensive rebound by Team,38,21
101,2,11:18.0,Loose ball foul by D. Theis (drawn by B. Bogdanović),,38,21
102,2,11:00.0,,L. Stephenson misses 2-pt jump shot from 18 ft,38,21
103,2,10:56.0,Defensive rebound by T. Rozier,,38,21
104,2,10:50.0,T. Rozier makes 2-pt layup at rim,,40,21
105,2,10:37.0,,Personal foul by S. Larkin (drawn by L. Stephenson),40,21
106,2,10:27.0,,D. Sabonis makes 2-pt jump shot from 12 ft (assist by L. Stephenson),40,23
107,2,10:03.0,S. Larkin misses 2-pt jump shot from 17 ft,,40,23
108,2,10:01.0,,Defensive rebound by D. Sabonis,40,23
109,2,9:48.0,,L. Stephenson makes 2-pt jump shot from 13 ft,40,25
110,2,9:34.0,J. Tatum misses 2-pt jump shot from 14 ft,,40,25
111,2,9:32.0,,Defensive rebound by D. Sabonis,40,25
112,2,9:27.0,,B. Bogdanović makes 2-pt layup at rim,40,27
113,2,9:27.0,,Shooting foul by D. Theis (drawn by B. Bogdanović),40,27
114,2,9:27.0,S. Ojeleye enters the game for D. Theis,,40,27
115,2,9:27.0,,B. Bogdanović makes free throw 1 of 1,40,28
116,2,9:15.0,Shooting foul by L. Stephenson (drawn by J. Tatum),,40,28
117,2,9:15.0,J. Tatum makes free throw 1 of 2,,41,28
118,2,9:15.0,J. Tatum makes free throw 2 of 2,,42,28
119,2,8:53.0,,D. Sabonis misses 3-pt jump shot from 27 ft,42,28
120,2,8:50.0,Defensive rebound by S. Larkin,,42,28
121,2,8:37.0,J. Tatum makes 2-pt dunk at rim,,44,28
122,2,8:37.0,Shooting foul by D. Sabonis (drawn by J. Tatum),,44,28
123,2,8:37.0,J. Tatum makes free throw 1 of 1,,45,28
124,2,8:37.0,,Indiana full timeout,45,28
125,2,8:25.0,,C. Joseph makes 2-pt jump shot from 17 ft,45,30
126,2,8:01.0,A. Horford makes 2-pt jump shot from 18 ft (assist by S. Larkin),,47,30
127,2,7:40.0,,J. Young misses 2-pt jump shot from 19 ft,47,30
128,2,7:38.0,Defensive rebound by J. Tatum,,47,30
129,2,7:27.0,A. Horford misses 2-pt jump shot from 19 ft,,47,30
130,2,7:25.0,,Defensive rebound by C. Joseph,47,30
131,2,7:18.0,,D. Sabonis makes 2-pt layup at rim,47,32
132,2,7:01.0,A. Horford misses 2-pt jump shot from 19 ft,,47,32
133,2,6:58.0,,Defensive rebound by L. Stephenson,47,32
134,2,6:56.0,,Personal foul by A. Horford (drawn by D. Sabonis),47,32
135,2,6:56.0,,D. Collison enters the game for J. Young,47,32
136,2,6:56.0,,T. Young enters the game for B. Bogdanović,47,32
137,2,6:56.0,M. Smart enters the game for J. Tatum,,47,32
138,2,6:56.0,D. Theis enters the game for A. Horford,,47,32
139,2,6:45.0,,Shooting foul by M. Smart (drawn by T. Young),47,32
140,2,6:45.0,,T. Young makes free throw 1 of 2,47,33
141,2,6:45.0,K. Irving enters the game for S. Larkin,,47,33
142,2,6:45.0,,T. Young makes free throw 2 of 2,47,34
143,2,6:33.0,Turnover by D. Theis (bad pass; steal by D. Collison),,47,34
144,2,6:30.0,,D. Collison makes 2-pt layup from 2 ft,47,36
145,2,6:13.0,K. Irving makes 3-pt jump shot from 26 ft,,50,36
146,2,6:04.0,,Personal foul by M. Smart (drawn by D. Sabonis),50,36
147,2,6:04.0,,D. Sabonis makes free throw 1 of 2,50,37
148,2,6:04.0,,D. Sabonis makes free throw 2 of 2,50,38
149,2,5:55.0,Personal foul by L. Stephenson (drawn by M. Smart),,50,38
150,2,5:55.0,,V. Oladipo enters the game for L. Stephenson,50,38
151,2,5:40.0,Defensive rebound by Team,,50,38
152,2,5:40.0,K. Irving misses 2-pt jump shot from 17 ft (block by C. Joseph),,50,38
153,2,5:40.0,Turnover by Team (shot clock),,50,38
154,2,5:27.0,,D. Sabonis misses 2-pt jump shot from 19 ft,50,38
155,2,5:27.0,Defensive rebound by D. Theis,,50,38
156,2,5:15.0,T. Rozier misses 2-pt jump shot from 7 ft,,50,38
157,2,5:12.0,,Defensive rebound by D. Sabonis,50,38
158,2,5:09.0,,Turnover by D. Sabonis (bad pass; steal by M. Smart),50,38
159,2,4:54.0,D. Theis misses 3-pt jump shot from 25 ft,,50,38
160,2,4:50.0,,Defensive rebound by D. Collison,50,38
161,2,4:47.0,,Shooting foul by T. Rozier (drawn by T. Young),50,38
162,2,4:47.0,,T. Young misses free throw 1 of 2,50,38
163,2,4:47.0,,Offensive rebound by Team,50,38
164,2,4:47.0,,M. Turner enters the game for D. Sabonis,50,38
165,2,4:47.0,J. Brown enters the game for T. Rozier,,50,38
166,2,4:47.0,A. Baynes enters the game for D. Theis,,50,38
167,2,4:47.0,,T. Young makes free throw 2 of 2,50,39
168,2,4:31.0,Turnover by M. Smart (bad pass; steal by T. Young),,50,39
169,2,4:23.0,,T. Young makes 2-pt hook shot from 10 ft,50,41
170,2,4:22.0,Boston full timeout,,50,41
171,2,4:22.0,A. Horford enters the game for S. Ojeleye,,50,41
172,2,4:01.0,M. Smart makes 3-pt jump shot from 28 ft (assist by K. Irving),,53,41
173,2,3:43.0,,T. Young misses 2-pt hook shot from 6 ft,53,41
174,2,3:40.0,,Offensive rebound by T. Young,53,41
175,2,3:38.0,,C. Joseph misses 2-pt jump shot from 18 ft,53,41
176,2,3:35.0,Defensive rebound by A. Horford,,53,41
177,2,3:19.0,A. Horford misses 3-pt jump shot from 26 ft,,53,41
178,2,3:14.0,,Defensive rebound by C. Joseph,53,41
179,2,3:01.0,,Turnover by D. Collison (bad pass; steal by J. Brown),53,41
180,2,2:57.0,Turnover by J. Brown (bad pass; steal by V. Oladipo),,53,41
181,2,2:54.0,,Personal take foul by K. Irving (drawn by V. Oladipo),53,41
182,2,2:54.0,,V. Oladipo makes free throw 1 of 2,53,42
183,2,2:54.0,,B. Bogdanović enters the game for C. Joseph,53,42
184,2,2:54.0,J. Tatum enters the game for A. Baynes,,53,42
185,2,2:54.0,,V. Oladipo misses free throw 2 of 2,53,42
186,2,2:52.0,Defensive rebound by A. Horford,,53,42
187,2,2:41.0,K. Irving makes 2-pt layup from 1 ft,,55,42
188,2,2:26.0,,V. Oladipo misses 2-pt jump shot from 18 ft,55,42
189,2,2:24.0,Defensive rebound by J. Tatum,,55,42
190,2,2:14.0,,Offensive charge foul by K. Irving (drawn by D. Collison),55,42
191,2,2:14.0,Turnover by K. Irving (offensive foul),,55,42
192,2,2:04.0,,D. Collison misses 2-pt jump shot from 21 ft,55,42
193,2,2:01.0,Defensive rebound by A. Horford,,55,42
194,2,1:51.0,Turnover by M. Smart (bad pass; steal by V. Oladipo),,55,42
195,2,1:46.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by T. Young),55,45
196,2,1:46.0,,Shooting foul by M. Smart (drawn by B. Bogdanović),55,45
197,2,1:46.0,T. Rozier enters the game for K. Irving,,55,45
198,2,1:46.0,,B. Bogdanović makes free throw 1 of 1,55,46
199,2,1:27.0,M. Smart makes 3-pt jump shot from 25 ft (assist by A. Horford),,58,46
200,2,1:05.0,,M. Turner misses 2-pt jump shot from 10 ft (block by A. Horford),58,46
201,2,1:01.0,Defensive rebound by J. Tatum,,58,46
202,2,0:57.0,A. Horford makes 2-pt dunk at rim (assist by M. Smart),,60,46
203,2,0:47.0,,Offensive foul by M. Turner (drawn by J. Brown),60,46
204,2,0:47.0,,Turnover by M. Turner (offensive foul),60,46
205,2,0:30.0,J. Brown makes 2-pt layup at rim,,62,46
206,2,0:11.0,,Shooting foul by J. Brown (drawn by V. Oladipo),62,46
207,2,0:11.0,,V. Oladipo misses free throw 1 of 2,62,46
208,2,0:11.0,,Offensive rebound by Team,62,46
209,2,0:11.0,,V. Oladipo makes free throw 2 of 2,62,47
210,2,0:01.0,T. Rozier misses 3-pt jump shot from 25 ft,,62,47
211,2,0:01.0,,Defensive rebound by B. Bogdanović,62,47
212,3,11:41.0,,V. Oladipo makes 2-pt jump shot from 17 ft,62,49
213,3,11:20.0,K. Irving makes 2-pt jump shot from 19 ft (assist by J. Brown),,64,49
214,3,11:03.0,,T. Young makes 2-pt jump shot from 18 ft (assist by B. Bogdanović),64,51
215,3,10:50.0,Turnover by A. Horford (bad pass; steal by M. Turner),,64,51
216,3,10:49.0,,Shooting block foul by A. Baynes (drawn by M. Turner),64,51
217,3,10:49.0,,M. Turner misses free throw 1 of 2,64,51
218,3,10:49.0,,Offensive rebound by Team,64,51
219,3,10:49.0,,M. Turner misses free throw 2 of 2,64,51
220,3,10:47.0,Defensive rebound by J. Tatum,,64,51
221,3,10:37.0,Turnover by K. Irving (bad pass),,64,51
222,3,10:31.0,,V. Oladipo makes 2-pt jump shot from 19 ft (assist by D. Collison),64,53
223,3,10:11.0,Shooting foul by T. Young (drawn by J. Brown),,64,53
224,3,10:11.0,J. Brown makes free throw 1 of 3,,65,53
225,3,10:11.0,J. Brown misses free throw 2 of 3,,65,53
226,3,10:11.0,Offensive rebound by Team,,65,53
227,3,10:11.0,J. Brown misses free throw 3 of 3,,65,53
228,3,10:11.0,Offensive rebound by J. Brown,,65,53
229,3,10:09.0,Shooting foul by T. Young (drawn by J. Brown),,65,53
230,3,10:09.0,J. Brown misses free throw 1 of 2,,65,53
231,3,10:09.0,Offensive rebound by Team,,65,53
232,3,10:09.0,J. Brown misses free throw 2 of 2,,65,53
233,3,10:07.0,,Defensive rebound by T. Young,65,53
234,3,9:57.0,,V. Oladipo misses 3-pt jump shot from 26 ft,65,53
235,3,9:54.0,Defensive rebound by K. Irving,,65,53
236,3,9:34.0,A. Horford misses 2-pt jump shot from 11 ft,,65,53
237,3,9:33.0,,Defensive rebound by Team,65,53
238,3,9:33.0,Loose ball foul by J. Brown (drawn by M. Turner),,65,53
239,3,9:20.0,,V. Oladipo misses 2-pt layup from 1 ft,65,53
240,3,9:17.0,Defensive rebound by J. Tatum,,65,53
241,3,9:12.0,J. Tatum makes 2-pt dunk from 1 ft,,67,53
242,3,8:48.0,,Shooting foul by A. Baynes (drawn by T. Young),67,53
243,3,8:48.0,,T. Young makes free throw 1 of 2,67,54
244,3,8:48.0,,T. Young makes free throw 2 of 2,67,55
245,3,8:30.0,K. Irving makes 3-pt jump shot from 28 ft,,70,55
246,3,8:14.0,,V. Oladipo misses 2-pt layup from 3 ft,70,55
247,3,8:13.0,Defensive rebound by A. Horford,,70,55
248,3,8:07.0,A. Baynes misses 2-pt hook shot from 1 ft,,70,55
249,3,8:05.0,,Defensive rebound by M. Turner,70,55
250,3,8:01.0,,D. Collison makes 3-pt jump shot from 27 ft,70,58
251,3,7:39.0,K. Irving misses 2-pt jump shot from 22 ft,,70,58
252,3,7:36.0,,Defensive rebound by D. Collison,70,58
253,3,7:31.0,,Offensive rebound by Team,70,58
254,3,7:31.0,,D. Collison misses 2-pt layup from 1 ft (block by J. Tatum),70,58
255,3,7:31.0,M. Smart enters the game for J. Tatum,,70,58
256,3,7:31.0,D. Theis enters the game for A. Baynes,,70,58
257,3,7:17.0,,Personal block foul by J. Brown (drawn by T. Young),70,58
258,3,7:06.0,,D. Collison misses 2-pt jump shot from 8 ft,70,58
259,3,7:04.0,Defensive rebound by D. Theis,,70,58
260,3,6:59.0,,Indiana full timeout,70,58
261,3,6:42.0,K. Irving makes 2-pt jump shot from 14 ft (assist by A. Horford),,72,58
262,3,6:42.0,Shooting foul by D. Collison (drawn by K. Irving),,72,58
263,3,6:42.0,K. Irving makes free throw 1 of 1,,73,58
264,3,6:28.0,,Personal foul by M. Smart (drawn by V. Oladipo),73,58
265,3,6:28.0,,V. Oladipo makes free throw 1 of 2,73,59
266,3,6:28.0,,D. Sabonis enters the game for T. Young,73,59
267,3,6:28.0,,V. Oladipo makes free throw 2 of 2,73,60
268,3,6:15.0,K. Irving misses 2-pt layup from 1 ft,,73,60
269,3,6:11.0,,Defensive rebound by B. Bogdanović,73,60
270,3,5:54.0,,Turnover by D. Sabonis (traveling),73,60
271,3,5:43.0,Turnover by M. Smart (lost ball; steal by B. Bogdanović),,73,60
272,3,5:39.0,,Shooting foul by K. Irving (drawn by D. Collison),73,60
273,3,5:39.0,,D. Collison makes free throw 1 of 2,73,61
274,3,5:39.0,S. Ojeleye enters the game for D. Theis,,73,61
275,3,5:39.0,A. Baynes enters the game for A. Horford,,73,61
276,3,5:39.0,,D. Collison makes free throw 2 of 2,73,62
277,3,5:20.0,K. Irving misses 2-pt jump shot from 7 ft,,73,62
278,3,5:14.0,Offensive rebound by M. Smart,,73,62
279,3,5:12.0,Personal foul by V. Oladipo (drawn by M. Smart),,73,62
280,3,5:09.0,Personal foul by B. Bogdanović (drawn by M. Smart),,73,62
281,3,5:09.0,M. Smart makes free throw 1 of 2,,74,62
282,3,5:09.0,M. Smart misses free throw 2 of 2,,74,62
283,3,5:06.0,,Defensive rebound by M. Turner,74,62
284,3,4:51.0,,V. Oladipo misses 3-pt jump shot from 25 ft,74,62
285,3,4:47.0,Defensive rebound by J. Brown,,74,62
286,3,4:37.0,Turnover by K. Irving (bad pass; steal by M. Turner),,74,62
287,3,4:36.0,,V. Oladipo makes 2-pt dunk from 10 ft,74,64
288,3,4:36.0,,Shooting foul by J. Brown (drawn by V. Oladipo),74,64
289,3,4:36.0,J. Tatum enters the game for J. Brown,,74,64
290,3,4:36.0,,V. Oladipo makes free throw 1 of 1,74,65
291,3,4:22.0,K. Irving misses 2-pt jump shot from 18 ft,,74,65
292,3,4:19.0,,Defensive rebound by V. Oladipo,74,65
293,3,4:14.0,,Shooting foul by A. Baynes (drawn by M. Turner),74,65
294,3,4:14.0,,M. Turner misses free throw 1 of 2,74,65
295,3,4:14.0,,Offensive rebound by Team,74,65
296,3,4:14.0,,L. Stephenson enters the game for B. Bogdanović,74,65
297,3,4:14.0,T. Rozier enters the game for K. Irving,,74,65
298,3,4:14.0,,M. Turner makes free throw 2 of 2,74,66
299,3,3:57.0,Turnover by M. Smart (bad pass; steal by D. Collison),,74,66
300,3,3:53.0,,V. Oladipo makes 2-pt layup at rim (assist by D. Collison),74,68
301,3,3:45.0,Boston full timeout,,74,68
302,3,3:45.0,A. Horford enters the game for S. Ojeleye,,74,68
303,3,3:39.0,Turnover by J. Tatum (bad pass; steal by D. Sabonis),,74,68
304,3,3:21.0,,D. Collison misses 2-pt jump shot from 18 ft,74,68
305,3,3:17.0,Defensive rebound by A. Baynes,,74,68
306,3,3:04.0,A. Baynes misses 2-pt jump shot from 18 ft,,74,68
307,3,3:01.0,,Defensive rebound by L. Stephenson,74,68
308,3,2:56.0,,Turnover by L. Stephenson (bad pass; steal by J. Tatum),74,68
309,3,2:51.0,T. Rozier makes 3-pt jump shot from 24 ft (assist by J. Tatum),,77,68
310,3,2:31.0,,V. Oladipo misses 3-pt jump shot from 27 ft,77,68
311,3,2:29.0,Defensive rebound by A. Horford,,77,68
312,3,2:16.0,A. Horford makes 2-pt layup from 3 ft (assist by M. Smart),,79,68
313,3,1:59.0,,V. Oladipo misses 2-pt jump shot from 16 ft,79,68
314,3,1:58.0,,Offensive rebound by D. Sabonis,79,68
315,3,1:56.0,,D. Collison makes 3-pt jump shot from 27 ft (assist by D. Sabonis),79,71
316,3,1:36.0,J. Tatum makes 3-pt jump shot from 23 ft (assist by A. Horford),,82,71
317,3,1:26.0,,V. Oladipo makes 2-pt layup at rim,82,73
318,3,1:26.0,,Shooting foul by A. Baynes (drawn by V. Oladipo),82,73
319,3,1:26.0,,C. Joseph enters the game for D. Collison,82,73
320,3,1:26.0,,V. Oladipo makes free throw 1 of 1,82,74
321,3,1:13.0,Turnover by M. Smart (bad pass),,82,74
322,3,1:01.0,,D. Sabonis makes 2-pt jump shot from 16 ft (assist by V. Oladipo),82,76
323,3,0:44.0,A. Horford makes 3-pt jump shot from 26 ft (assist by J. Tatum),,85,76
324,3,0:36.0,,V. Oladipo makes 2-pt jump shot from 20 ft,85,78
325,3,0:29.0,Turnover by M. Smart (traveling),,85,78
326,3,0:29.0,D. Theis enters the game for A. Baynes,,85,78
327,3,0:10.0,,Offensive foul by D. Sabonis (drawn by M. Smart),85,78
328,3,0:10.0,,Turnover by D. Sabonis (offensive foul),85,78
329,3,0:10.0,K. Irving enters the game for D. Theis,,85,78
330,3,0:10.0,,B. Bogdanović enters the game for D. Sabonis,85,78
331,3,0:02.0,A. Horford misses 2-pt jump shot from 6 ft,,85,78
332,3,0:00.0,,Defensive rebound by M. Turner,85,78
333,3,0:00.0,,M. Turner misses 3-pt jump shot from 79 ft,85,78
334,3,0:00.0,,Offensive rebound by Team,85,78
335,4,11:46.0,J. Tatum misses 2-pt jump shot from 13 ft,,85,78
336,4,11:42.0,,Defensive rebound by L. Stephenson,85,78
337,4,11:37.0,,L. Stephenson misses 2-pt layup from 1 ft,85,78
338,4,11:35.0,Defensive rebound by D. Theis,,85,78
339,4,11:16.0,D. Theis misses 3-pt jump shot from 27 ft,,85,78
340,4,11:12.0,,Defensive rebound by B. Bogdanović,85,78
341,4,11:03.0,,Shooting foul by D. Theis (drawn by M. Turner),85,78
342,4,11:03.0,,M. Turner makes free throw 1 of 2,85,79
343,4,11:03.0,,M. Turner misses free throw 2 of 2,85,79
344,4,11:00.0,Defensive rebound by A. Horford,,85,79
345,4,10:49.0,D. Theis makes 2-pt jump shot from 16 ft (assist by S. Larkin),,87,79
346,4,10:27.0,,L. Stephenson makes 3-pt jump shot from 27 ft (assist by B. Bogdanović),87,82
347,4,10:17.0,Personal foul by L. Stephenson (drawn by S. Larkin),,87,82
348,4,10:17.0,,D. Sabonis enters the game for M. Turner,87,82
349,4,10:02.0,A. Horford makes 3-pt jump shot from 24 ft (assist by J. Tatum),,90,82
350,4,9:44.0,,D. Sabonis makes 2-pt jump shot from 18 ft (assist by L. Stephenson),90,84
351,4,9:22.0,Personal foul by T. Young (drawn by A. Horford),,90,84
352,4,9:11.0,T. Rozier makes 2-pt layup at rim,,92,84
353,4,8:54.0,,D. Sabonis misses 2-pt jump shot from 7 ft,92,84
354,4,8:51.0,Defensive rebound by T. Rozier,,92,84
355,4,8:43.0,T. Rozier misses 2-pt jump shot from 11 ft,,92,84
356,4,8:42.0,Offensive rebound by T. Rozier,,92,84
357,4,8:42.0,Boston full timeout,,92,84
358,4,8:36.0,Turnover by D. Theis (bad pass),,92,84
359,4,8:22.0,,B. Bogdanović makes 3-pt jump shot from 27 ft (assist by C. Joseph),92,87
360,4,8:04.0,S. Larkin makes 2-pt layup from 1 ft (assist by A. Horford),,94,87
361,4,7:49.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,94,87
362,4,7:46.0,Defensive rebound by D. Theis,,94,87
363,4,7:33.0,S. Larkin makes 2-pt jump shot from 19 ft (assist by A. Horford),,96,87
364,4,7:20.0,,Personal foul by J. Tatum (drawn by B. Bogdanović),96,87
365,4,7:20.0,,V. Oladipo enters the game for B. Bogdanović,96,87
366,4,7:20.0,K. Irving enters the game for J. Tatum,,96,87
367,4,7:20.0,S. Ojeleye enters the game for A. Horford,,96,87
368,4,7:11.0,,D. Sabonis makes 2-pt jump shot from 8 ft (assist by C. Joseph),96,89
369,4,6:45.0,T. Rozier misses 2-pt jump shot from 11 ft,,96,89
370,4,6:43.0,,Defensive rebound by V. Oladipo,96,89
371,4,6:26.0,,C. Joseph misses 3-pt jump shot from 25 ft,96,89
372,4,6:23.0,Defensive rebound by S. Ojeleye,,96,89
373,4,6:09.0,K. Irving misses 2-pt jump shot from 16 ft,,96,89
374,4,6:05.0,,Defensive rebound by T. Young,96,89
375,4,5:58.0,,Personal foul by D. Theis (drawn by D. Sabonis),96,89
376,4,5:49.0,,V. Oladipo misses 2-pt jump shot from 16 ft,96,89
377,4,5:47.0,Defensive rebound by S. Larkin,,96,89
378,4,5:37.0,Turnover by S. Larkin (bad pass; steal by L. Stephenson),,96,89
379,4,5:33.0,,V. Oladipo makes 2-pt layup at rim (assist by L. Stephenson),96,91
380,4,5:23.0,Boston full timeout,,96,91
381,4,5:23.0,J. Brown enters the game for S. Larkin,,96,91
382,4,5:23.0,M. Smart enters the game for T. Rozier,,96,91
383,4,5:08.0,D. Theis makes 2-pt jump shot from 17 ft (assist by S. Ojeleye),,98,91
384,4,4:51.0,,V. Oladipo misses 3-pt jump shot from 26 ft,98,91
385,4,4:48.0,,Offensive rebound by T. Young,98,91
386,4,4:47.0,,T. Young makes 2-pt hook shot from 6 ft,98,93
