,QUARTER,TIME_REMAINING,TORONTO_ACTION,BOSTON_ACTION,TORONTO_SCORE,BOSTON_SCORE
57,1,3:19.0,,M. Morris makes free throw 1 of 2,24,22
58,1,3:19.0,J. Poeltl enters the game for O. Anunoby,,24,22
59,1,3:19.0,C. Miles enters the game for J. Valančiūnas,,24,22
60,1,3:19.0,,M. Morris misses free throw 2 of 2,24,22
61,1,3:19.0,,S. Ojeleye enters the game for J. Tatum,24,22
62,1,3:18.0,Defensive rebound by C. Miles,,24,22
63,1,3:14.0,Toronto full timeout,,24,22
64,1,3:02.0,K. Lowry misses 3-pt jump shot from 26 ft,,24,22
65,1,3:00.0,,Defensive rebound by M. Morris,24,22
66,1,2:48.0,,T. Rozier makes 2-pt layup from 1 ft,24,24
67,1,2:35.0,D. DeRozan makes 2-pt jump shot from 15 ft,,26,24
68,1,2:16.0,,A. Baynes misses 2-pt jump shot from 16 ft,26,24
69,1,2:13.0,Defensive rebound by D. DeRozan,,26,24
70,1,2:04.0,D. DeRozan misses 3-pt jump shot from 26 ft,,26,24
71,1,2:01.0,,Defensive rebound by S. Ojeleye,26,24
72,1,1:43.0,,T. Rozier makes 3-pt jump shot from 24 ft,26,27
73,1,1:29.0,S. Ibaka makes 2-pt jump shot from 3 ft (assist by K. Lowry),,28,27
74,1,1:12.0,,T. Rozier makes 2-pt layup from 1 ft (assist by A. Baynes),28,29
75,1,1:00.0,D. DeRozan makes 2-pt jump shot from 18 ft,,30,29
76,1,0:41.0,,M. Morris misses 2-pt layup from 1 ft,30,29
77,1,0:38.0,Defensive rebound by D. DeRozan,,30,29
78,1,0:34.0,C. Miles misses 3-pt jump shot from 27 ft,,30,29
79,1,0:31.0,,Defensive rebound by J. Brown,30,29
80,1,0:25.0,,J. Brown misses 2-pt layup from 2 ft,30,29
81,1,0:25.0,,Offensive rebound by Team,30,29
82,1,0:25.0,,Personal foul by D. DeRozan (drawn by M. Morris),30,29
83,1,0:25.0,,K. Allen enters the game for J. Brown,30,29
84,1,0:25.0,,G. Monroe enters the game for A. Baynes,30,29
85,1,0:25.0,,A. Horford enters the game for S. Ojeleye,30,29
86,1,0:25.0,D. Wright enters the game for K. Lowry,,30,29
87,1,0:25.0,P. Siakam enters the game for S. Ibaka,,30,29
88,1,0:25.0,F. VanVleet enters the game for D. DeRozan,,30,29
89,1,0:13.0,,T. Rozier misses 2-pt layup at rim,30,29
90,1,0:12.0,,Offensive rebound by G. Monroe,30,29
91,1,0:12.0,,G. Monroe makes 2-pt layup at rim,30,31
92,1,0:01.0,F. VanVleet makes 3-pt jump shot from 26 ft (assist by C. Miles),,33,31
93,2,11:48.0,C. Miles misses 3-pt jump shot from 26 ft,,33,31
94,2,11:45.0,,Defensive rebound by G. Monroe,33,31
95,2,11:29.0,,M. Morris makes 2-pt dunk at rim (assist by S. Ojeleye),33,33
96,2,11:04.0,F. VanVleet makes 3-pt jump shot from 27 ft (assist by D. Wright),,36,33
97,2,10:44.0,,G. Monroe misses 2-pt hook shot from 4 ft,36,33
98,2,10:43.0,,Offensive rebound by A. Horford,36,33
99,2,10:42.0,,Personal foul by C. Miles (drawn by A. Horford),36,33
100,2,10:32.0,,A. Horford misses 2-pt hook shot from 5 ft (block by P. Siakam),36,33
101,2,10:32.0,Defensive rebound by J. Poeltl,,36,33
102,2,10:32.0,Personal foul by A. Horford (drawn by J. Poeltl),,36,33
103,2,10:08.0,P. Siakam misses 3-pt jump shot from 25 ft,,36,33
104,2,10:05.0,,Defensive rebound by M. Morris,36,33
105,2,10:00.0,,M. Morris misses 2-pt jump shot from 17 ft,36,33
106,2,9:57.0,Defensive rebound by F. VanVleet,,36,33
107,2,9:51.0,Turnover by F. VanVleet (bad pass),,36,33
108,2,9:39.0,,A. Horford makes 2-pt layup from 2 ft,36,35
109,2,9:16.0,F. VanVleet misses 3-pt jump shot from 25 ft,,36,35
110,2,9:13.0,,Defensive rebound by G. Monroe,36,35
111,2,9:04.0,,G. Monroe misses 2-pt hook shot from 4 ft,36,35
112,2,9:00.0,Defensive rebound by D. Wright,,36,35
113,2,8:52.0,D. Wright makes 2-pt layup from 2 ft,,38,35
114,2,8:30.0,,A. Horford makes 2-pt jump shot from 15 ft (assist by K. Allen),38,37
115,2,8:14.0,Turnover by D. Wright (bad pass; steal by G. Monroe),,38,37
116,2,8:00.0,,Shooting foul by C. Miles (drawn by M. Morris),38,37
117,2,8:00.0,,M. Morris makes free throw 1 of 2,38,38
118,2,8:00.0,,M. Morris makes free throw 2 of 2,38,39
119,2,7:51.0,Personal foul by M. Morris (drawn by C. Miles),,38,39
120,2,7:44.0,F. VanVleet misses 3-pt jump shot from 25 ft,,38,39
121,2,7:41.0,,Defensive rebound by G. Monroe,38,39
122,2,7:21.0,,G. Monroe makes 2-pt jump shot from 4 ft,38,41
123,2,7:11.0,F. VanVleet makes 2-pt layup from 2 ft,,40,41
124,2,7:11.0,Shooting foul by K. Allen (drawn by F. VanVleet),,40,41
125,2,7:11.0,F. VanVleet makes free throw 1 of 1,,41,41
126,2,6:52.0,,M. Morris misses 2-pt jump shot from 17 ft,41,41
127,2,6:48.0,Defensive rebound by J. Poeltl,,41,41
128,2,6:40.0,Turnover by C. Miles (bad pass; steal by G. Monroe),,41,41
129,2,6:34.0,,S. Ojeleye misses 2-pt layup from 3 ft,41,41
130,2,6:32.0,,Offensive rebound by S. Ojeleye,41,41
131,2,6:31.0,,Turnover by S. Ojeleye (lost ball; steal by D. Wright),41,41
132,2,6:31.0,D. Wright misses 2-pt layup from 1 ft,,41,41
133,2,6:31.0,,Defensive rebound by M. Morris,41,41
134,2,6:14.0,,Boston full timeout,41,41
135,2,6:14.0,,J. Tatum enters the game for S. Ojeleye,41,41
136,2,6:14.0,D. DeRozan enters the game for C. Miles,,41,41
137,2,6:14.0,K. Lowry enters the game for J. Poeltl,,41,41
138,2,6:14.0,S. Ibaka enters the game for P. Siakam,,41,41
139,2,6:14.0,J. Valančiūnas enters the game for D. Wright,,41,41
140,2,6:12.0,,Offensive foul by K. Allen (drawn by J. Valančiūnas),41,41
141,2,6:12.0,,Turnover by K. Allen (offensive foul),41,41
142,2,5:58.0,J. Valančiūnas makes 2-pt hook shot from 3 ft (assist by K. Lowry),,43,41
143,2,5:31.0,,G. Monroe misses 2-pt jump shot from 5 ft,43,41
144,2,5:31.0,,Offensive rebound by Team,43,41
145,2,5:31.0,,Turnover by Team (shot clock),43,41
146,2,5:19.0,D. DeRozan misses 2-pt jump shot from 8 ft,,43,41
147,2,5:19.0,,Defensive rebound by M. Morris,43,41
148,2,5:09.0,,J. Tatum makes 2-pt jump shot from 10 ft (assist by M. Morris),43,43
149,2,4:56.0,F. VanVleet misses 2-pt layup from 3 ft,,43,43
150,2,4:56.0,Offensive rebound by J. Valančiūnas,,43,43
151,2,4:55.0,Personal foul by K. Allen (drawn by J. Valančiūnas),,43,43
152,2,4:55.0,,A. Baynes enters the game for M. Morris,43,43
153,2,4:55.0,,J. Brown enters the game for A. Horford,43,43
154,2,4:55.0,,T. Rozier enters the game for K. Allen,43,43
155,2,4:55.0,,S. Ojeleye enters the game for G. Monroe,43,43
156,2,4:45.0,J. Valančiūnas misses 2-pt jump shot from 16 ft,,43,43
157,2,4:43.0,,Defensive rebound by J. Brown,43,43
158,2,4:30.0,,J. Tatum misses 2-pt jump shot from 7 ft,43,43
159,2,4:27.0,,Offensive rebound by A. Baynes,43,43
160,2,4:14.0,,T. Rozier misses 2-pt jump shot from 10 ft,43,43
161,2,4:10.0,Defensive rebound by S. Ibaka,,43,43
162,2,4:03.0,J. Valančiūnas misses 2-pt jump shot from 4 ft,,43,43
163,2,4:01.0,,Defensive rebound by A. Baynes,43,43
164,2,3:55.0,,Personal foul by D. DeRozan (drawn by A. Baynes),43,43
165,2,3:47.0,,T. Rozier misses 3-pt jump shot from 24 ft,43,43
166,2,3:47.0,,Offensive rebound by Team,43,43
167,2,3:47.0,,Personal foul by F. VanVleet (drawn by S. Ojeleye),43,43
168,2,3:37.0,,S. Ojeleye makes 2-pt layup from 4 ft,43,45
169,2,3:21.0,D. DeRozan makes 2-pt jump shot from 5 ft,,45,45
170,2,3:03.0,,S. Ojeleye misses 3-pt jump shot from 24 ft,45,45
171,2,3:00.0,Defensive rebound by D. DeRozan,,45,45
172,2,2:57.0,Shooting foul by A. Baynes (drawn by D. DeRozan),,45,45
173,2,2:57.0,Toronto full timeout,,45,45
174,2,2:57.0,N. Powell enters the game for F. VanVleet,,45,45
175,2,2:57.0,D. DeRozan misses free throw 1 of 2,,45,45
176,2,2:57.0,Offensive rebound by Team,,45,45
177,2,2:57.0,D. DeRozan makes free throw 2 of 2,,46,45
178,2,2:38.0,,A. Baynes misses 2-pt jump shot from 14 ft,46,45
179,2,2:36.0,Defensive rebound by S. Ibaka,,46,45
180,2,2:32.0,Personal foul by J. Brown (drawn by S. Ibaka),,46,45
181,2,2:32.0,S. Ibaka makes free throw 1 of 2,,47,45
182,2,2:32.0,,A. Horford enters the game for S. Ojeleye,47,45
183,2,2:32.0,,M. Morris enters the game for A. Baynes,47,45
184,2,2:32.0,S. Ibaka makes free throw 2 of 2,,48,45
185,2,2:10.0,,J. Tatum misses 2-pt jump shot from 5 ft,48,45
186,2,2:08.0,Defensive rebound by J. Valančiūnas,,48,45
187,2,2:01.0,J. Valančiūnas makes 2-pt dunk from 2 ft (assist by K. Lowry),,50,45
188,2,1:37.0,,M. Morris makes 2-pt layup from 2 ft,50,47
189,2,1:28.0,Shooting foul by A. Horford (drawn by D. DeRozan),,50,47
190,2,1:28.0,D. DeRozan makes free throw 1 of 2,,51,47
191,2,1:28.0,D. DeRozan makes free throw 2 of 2,,52,47
192,2,1:11.0,,M. Morris makes 2-pt jump shot from 5 ft,52,49
193,2,1:03.0,Shooting foul by J. Tatum (drawn by K. Lowry),,52,49
194,2,1:03.0,K. Lowry makes free throw 1 of 2,,53,49
195,2,1:03.0,K. Lowry misses free throw 2 of 2,,53,49
196,2,1:00.0,,Defensive rebound by A. Horford,53,49
197,2,0:50.0,,T. Rozier makes 2-pt layup from 1 ft,53,51
198,2,0:32.0,D. DeRozan makes 2-pt layup from 2 ft (assist by K. Lowry),,55,51
199,2,0:18.0,,J. Tatum makes 2-pt jump shot from 7 ft,55,53
200,2,0:01.0,K. Lowry misses 3-pt jump shot from 22 ft,,55,53
201,2,0:00.0,,Defensive rebound by J. Tatum,55,53
202,3,11:41.0,,Offensive charge foul by S. Ibaka (drawn by A. Baynes),55,53
203,3,11:41.0,Turnover by S. Ibaka (offensive foul),,55,53
204,3,11:24.0,,A. Horford misses 3-pt jump shot from 23 ft,55,53
205,3,11:24.0,Defensive rebound by K. Lowry,,55,53
206,3,11:19.0,K. Lowry makes 2-pt layup from 1 ft,,57,53
207,3,11:19.0,,Violation by A. Horford (def goaltending),57,53
208,3,11:06.0,,Shooting foul by O. Anunoby (drawn by J. Tatum),57,53
209,3,11:06.0,,J. Tatum makes free throw 1 of 2,57,54
210,3,11:06.0,,J. Tatum makes free throw 2 of 2,57,55
211,3,10:46.0,Shooting foul by A. Baynes (drawn by O. Anunoby),,57,55
212,3,10:46.0,O. Anunoby misses free throw 1 of 2,,57,55
213,3,10:46.0,Offensive rebound by Team,,57,55
214,3,10:46.0,O. Anunoby makes free throw 2 of 2,,58,55
215,3,10:35.0,,Shooting foul by S. Ibaka (drawn by A. Horford),58,55
216,3,10:35.0,,A. Horford makes free throw 1 of 2,58,56
217,3,10:35.0,,A. Horford makes free throw 2 of 2,58,57
218,3,10:24.0,D. DeRozan makes 2-pt jump shot from 11 ft (assist by K. Lowry),,60,57
219,3,10:12.0,,J. Brown misses 2-pt jump shot from 10 ft,60,57
220,3,10:10.0,Defensive rebound by S. Ibaka,,60,57
221,3,10:01.0,K. Lowry misses 3-pt jump shot from 24 ft,,60,57
222,3,10:01.0,Offensive rebound by J. Valančiūnas,,60,57
223,3,10:01.0,Personal foul by J. Brown (drawn by J. Valančiūnas),,60,57
224,3,9:56.0,D. DeRozan makes 2-pt jump shot from 10 ft (assist by K. Lowry),,62,57
225,3,9:40.0,,T. Rozier misses 2-pt jump shot from 11 ft,62,57
226,3,9:40.0,Defensive rebound by Team,,62,57
227,3,9:40.0,Personal foul by A. Horford (drawn by S. Ibaka),,62,57
228,3,9:22.0,J. Valančiūnas misses 2-pt hook shot from 2 ft,,62,57
229,3,9:19.0,,Defensive rebound by J. Tatum,62,57
230,3,9:17.0,,J. Tatum makes 2-pt layup from 2 ft,62,59
231,3,9:17.0,Violation by S. Ibaka (def goaltending),,62,59
232,3,8:57.0,J. Valančiūnas makes 2-pt dunk from 2 ft (assist by O. Anunoby),,64,59
233,3,8:41.0,,A. Horford misses 2-pt layup from 4 ft (block by J. Valančiūnas),64,59
234,3,8:38.0,Defensive rebound by J. Valančiūnas,,64,59
235,3,8:32.0,D. DeRozan misses 3-pt jump shot from 24 ft,,64,59
236,3,8:29.0,,Defensive rebound by J. Tatum,64,59
237,3,8:29.0,,T. Rozier misses 3-pt jump shot from 25 ft,64,59
238,3,8:28.0,,Offensive rebound by A. Baynes,64,59
239,3,8:28.0,,A. Baynes misses 2-pt layup from 2 ft,64,59
240,3,8:28.0,Defensive rebound by K. Lowry,,64,59
241,3,8:17.0,O. Anunoby misses 3-pt jump shot from 24 ft,,64,59
242,3,8:17.0,Offensive rebound by S. Ibaka,,64,59
243,3,8:17.0,S. Ibaka misses 2-pt jump shot from 8 ft,,64,59
244,3,8:17.0,Offensive rebound by J. Valančiūnas,,64,59
245,3,8:13.0,Shooting foul by A. Baynes (drawn by J. Valančiūnas),,64,59
246,3,8:13.0,J. Valančiūnas makes free throw 1 of 2,,65,59
247,3,8:13.0,J. Valančiūnas misses free throw 2 of 2,,65,59
248,3,8:10.0,,Defensive rebound by A. Baynes,65,59
249,3,7:49.0,,J. Brown misses 3-pt jump shot from 26 ft,65,59
250,3,7:45.0,Defensive rebound by S. Ibaka,,65,59
251,3,7:41.0,Turnover by D. DeRozan (traveling),,65,59
252,3,7:26.0,,J. Tatum makes 2-pt jump shot from 17 ft (assist by A. Baynes),65,61
253,3,7:09.0,O. Anunoby makes 2-pt layup from 1 ft (assist by K. Lowry),,67,61
254,3,6:52.0,,Boston full timeout,67,61
255,3,6:52.0,,M. Morris enters the game for J. Brown,67,61
256,3,6:52.0,,A. Nader enters the game for A. Horford,67,61
257,3,6:37.0,,M. Morris misses 3-pt jump shot from 26 ft,67,61
258,3,6:34.0,,Offensive rebound by T. Rozier,67,61
259,3,6:32.0,,J. Tatum makes 3-pt jump shot from 26 ft (assist by T. Rozier),67,64
260,3,6:13.0,D. DeRozan makes 2-pt jump shot from 20 ft,,69,64
261,3,5:53.0,,A. Nader misses 2-pt jump shot from 8 ft (block by S. Ibaka),69,64
262,3,5:53.0,,Offensive rebound by Team,69,64
263,3,5:48.0,,M. Morris makes 2-pt layup from 3 ft (assist by J. Tatum),69,66
264,3,5:48.0,,Shooting foul by J. Valančiūnas (drawn by M. Morris),69,66
265,3,5:48.0,,M. Morris makes free throw 1 of 1,69,67
266,3,5:30.0,S. Ibaka makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,72,67
267,3,5:21.0,,J. Tatum makes 3-pt jump shot from 26 ft (assist by M. Morris),72,70
268,3,5:08.0,Personal foul by J. Tatum (drawn by D. DeRozan),,72,70
269,3,5:08.0,D. DeRozan makes free throw 1 of 2,,73,70
270,3,5:08.0,D. DeRozan makes free throw 2 of 2,,74,70
271,3,5:00.0,,Shooting foul by K. Lowry (drawn by T. Rozier),74,70
272,3,5:00.0,,T. Rozier makes free throw 1 of 2,74,71
273,3,5:00.0,,T. Rozier misses free throw 2 of 2,74,71
274,3,4:57.0,Defensive rebound by S. Ibaka,,74,71
275,3,4:34.0,K. Lowry misses 3-pt jump shot from 32 ft,,74,71
276,3,4:30.0,,Defensive rebound by M. Morris,74,71
277,3,4:21.0,,M. Morris makes 2-pt jump shot from 13 ft,74,73
278,3,4:21.0,,Shooting foul by S. Ibaka (drawn by M. Morris),74,73
279,3,4:21.0,,M. Morris makes free throw 1 of 1,74,74
280,3,4:21.0,Toronto full timeout,,74,74
281,3,4:21.0,P. Siakam enters the game for O. Anunoby,,74,74
282,3,4:21.0,J. Poeltl enters the game for S. Ibaka,,74,74
283,3,4:21.0,C. Miles enters the game for J. Valančiūnas,,74,74
284,3,3:57.0,D. DeRozan misses 3-pt jump shot from 25 ft,,74,74
285,3,3:57.0,,Defensive rebound by Team,74,74
286,3,3:57.0,,Personal foul by P. Siakam (drawn by A. Nader),74,74
287,3,3:57.0,,A. Nader makes free throw 1 of 2,74,75
288,3,3:57.0,,A. Nader makes free throw 2 of 2,74,76
289,3,3:43.0,C. Miles misses 3-pt jump shot from 24 ft,,74,76
290,3,3:41.0,,Defensive rebound by J. Tatum,74,76
291,3,3:30.0,,T. Rozier misses 2-pt layup from 4 ft (block by J. Poeltl),74,76
292,3,3:26.0,Defensive rebound by C. Miles,,74,76
293,3,3:16.0,K. Lowry misses 3-pt jump shot from 24 ft,,74,76
294,3,3:13.0,,Defensive rebound by M. Morris,74,76
295,3,2:58.0,,M. Morris misses 3-pt jump shot from 27 ft,74,76
296,3,2:55.0,Defensive rebound by C. Miles,,74,76
297,3,2:49.0,C. Miles misses 2-pt layup from 2 ft,,74,76
298,3,2:47.0,,Defensive rebound by J. Tatum,74,76
299,3,2:40.0,,A. Nader misses 3-pt jump shot from 25 ft,74,76
300,3,2:37.0,Defensive rebound by P. Siakam,,74,76
301,3,2:26.0,Shooting foul by A. Baynes (drawn by D. DeRozan),,74,76
302,3,2:26.0,D. DeRozan makes free throw 1 of 2,,75,76
303,3,2:26.0,,G. Monroe enters the game for T. Rozier,75,76
304,3,2:26.0,,A. Horford enters the game for A. Baynes,75,76
305,3,2:26.0,F. VanVleet enters the game for K. Lowry,,75,76
306,3,2:26.0,D. DeRozan makes free throw 2 of 2,,76,76
307,3,2:09.0,,Shooting foul by C. Miles (drawn by M. Morris),76,76
308,3,2:09.0,,M. Morris makes free throw 1 of 2,76,77
309,3,2:09.0,,M. Morris makes free throw 2 of 2,76,78
310,3,1:59.0,Turnover by C. Miles (turnover),,76,78
311,3,1:48.0,,J. Tatum misses 2-pt dunk from 2 ft,76,78
312,3,1:47.0,Defensive rebound by D. DeRozan,,76,78
313,3,1:34.0,Shooting foul by A. Nader (drawn by D. DeRozan),,76,78
314,3,1:34.0,D. DeRozan makes free throw 1 of 2,,77,78
315,3,1:34.0,D. DeRozan misses free throw 2 of 2,,77,78
316,3,1:31.0,,Defensive rebound by G. Monroe,77,78
317,3,1:16.0,,G. Monroe makes 2-pt layup from 2 ft,77,80
318,3,1:04.0,Shooting foul by A. Nader (drawn by C. Miles),,77,80
319,3,1:04.0,C. Miles makes free throw 1 of 3,,78,80
320,3,1:04.0,C. Miles makes free throw 2 of 3,,79,80
321,3,1:04.0,C. Miles makes free throw 3 of 3,,80,80
322,3,0:51.0,,J. Tatum makes 2-pt layup from 2 ft,80,82
323,3,0:29.0,D. DeRozan makes 2-pt jump shot from 9 ft (assist by F. VanVleet),,82,82
324,3,0:14.0,,G. Monroe misses 2-pt layup from 2 ft,82,82
325,3,0:12.0,Defensive rebound by J. Poeltl,,82,82
326,3,0:00.0,D. DeRozan makes 2-pt layup from 2 ft,,84,82
327,4,11:40.0,,Turnover by G. Monroe (traveling),84,82
328,4,11:22.0,Turnover by C. Miles (lost ball; steal by A. Horford),,84,82
329,4,11:18.0,,T. Rozier makes 2-pt layup from 1 ft,84,84
330,4,11:11.0,P. Siakam makes 2-pt dunk at rim (assist by F. VanVleet),,86,84
331,4,10:49.0,,Shooting foul by C. Miles (drawn by M. Morris),86,84
332,4,10:49.0,,M. Morris makes free throw 1 of 2,86,85
333,4,10:49.0,,M. Morris makes free throw 2 of 2,86,86
334,4,10:34.0,C. Miles misses 3-pt jump shot from 24 ft,,86,86
335,4,10:30.0,,Defensive rebound by T. Rozier,86,86
336,4,10:23.0,,A. Horford makes 2-pt hook shot from 5 ft (assist by T. Rozier),86,88
337,4,9:59.0,D. Wright misses 3-pt jump shot from 24 ft,,86,88
338,4,9:56.0,,Defensive rebound by G. Monroe,86,88
339,4,9:35.0,,A. Horford misses 2-pt jump shot from 8 ft,86,88
340,4,9:32.0,Defensive rebound by C. Miles,,86,88
341,4,9:29.0,F. VanVleet makes 2-pt layup from 3 ft,,88,88
342,4,9:29.0,,Violation by A. Horford (def goaltending),88,88
343,4,9:12.0,,M. Morris makes 2-pt jump shot from 7 ft,88,90
344,4,9:01.0,Personal foul by G. Monroe (drawn by C. Miles),,88,90
345,4,8:57.0,D. Wright misses 2-pt layup from 3 ft,,88,90
346,4,8:56.0,,Defensive rebound by A. Horford,88,90
347,4,8:48.0,,T. Rozier makes 2-pt jump shot from 7 ft,88,92
348,4,8:43.0,Toronto full timeout,,88,92
349,4,8:43.0,,J. Brown enters the game for A. Horford,88,92
350,4,8:43.0,N. Powell enters the game for C. Miles,,88,92
351,4,8:43.0,S. Ibaka enters the game for P. Siakam,,88,92
352,4,8:28.0,N. Powell makes 2-pt jump shot from 8 ft (assist by F. VanVleet),,90,92
353,4,8:11.0,,T. Rozier misses 3-pt jump shot from 27 ft,90,92
354,4,8:09.0,Defensive rebound by S. Ibaka,,90,92
355,4,7:46.0,S. Ibaka makes 2-pt jump shot from 12 ft,,92,92
356,4,7:26.0,,J. Brown misses 2-pt layup from 2 ft,92,92
357,4,7:26.0,Defensive rebound by Team,,92,92
358,4,7:26.0,,Loose ball foul by G. Monroe (drawn by S. Ibaka),92,92
359,4,7:16.0,Personal foul by J. Brown (drawn by J. Poeltl),,92,92
360,4,7:02.0,N. Powell misses 3-pt jump shot from 25 ft,,92,92
361,4,7:00.0,Offensive rebound by S. Ibaka,,92,92
362,4,6:55.0,J. Poeltl misses 2-pt layup from 5 ft (block by J. Brown),,92,92
363,4,6:49.0,Offensive rebound by N. Powell,,92,92
364,4,6:45.0,F. VanVleet misses 3-pt jump shot from 22 ft,,92,92
365,4,6:39.0,,Defensive rebound by M. Morris,92,92
366,4,6:35.0,,T. Rozier misses 2-pt jump shot from 12 ft,92,92
367,4,6:32.0,Defensive rebound by D. Wright,,92,92
368,4,6:32.0,,Offensive charge foul by D. Wright (drawn by T. Rozier),92,92
369,4,6:32.0,Turnover by D. Wright (offensive foul),,92,92
370,4,6:32.0,,J. Tatum enters the game for T. Rozier,92,92
371,4,6:32.0,D. DeRozan enters the game for D. Wright,,92,92
372,4,6:32.0,K. Lowry enters the game for F. VanVleet,,92,92
373,4,6:21.0,,J. Brown makes 2-pt layup from 2 ft,92,94
374,4,5:59.0,D. DeRozan misses 2-pt jump shot from 14 ft,,92,94
375,4,5:58.0,,Defensive rebound by Team,92,94
376,4,5:58.0,Loose ball foul by S. Ibaka (drawn by S. Ojeleye),,92,94
377,4,5:58.0,J. Valančiūnas enters the game for S. Ibaka,,92,94
378,4,5:44.0,,M. Morris misses 3-pt jump shot from 26 ft,92,94
379,4,5:43.0,,Offensive rebound by G. Monroe,92,94
380,4,5:42.0,,Boston full timeout,92,94
381,4,5:42.0,P. Siakam enters the game for J. Poeltl,,92,94
