,QUARTER,TIME_REMAINING,PHOENIX_ACTION,GOLDEN STATE_ACTION,PHOENIX_SCORE,GOLDEN STATE_SCORE
0,1,11:46.0,,Z. Pachulia misses 2-pt layup from 1 ft,0,0
1,1,11:42.0,Defensive rebound by T. Chandler,,0,0
2,1,11:38.0,E. Payton makes 2-pt layup from 4 ft (assist by T. Warren),,2,0
3,1,11:26.0,,S. Curry misses 3-pt jump shot from 25 ft,2,0
4,1,11:19.0,Defensive rebound by J. Jackson,,2,0
5,1,11:18.0,J. Jackson misses 2-pt jump shot from 6 ft,,2,0
6,1,11:16.0,Offensive rebound by T. Chandler,,2,0
7,1,11:14.0,T. Chandler misses 2-pt layup at rim,,2,0
8,1,11:13.0,,Defensive rebound by O. Casspi,2,0
9,1,11:08.0,,O. Casspi makes 2-pt layup from 1 ft (assist by S. Curry),2,2
10,1,10:50.0,E. Payton makes 2-pt jump shot from 8 ft,,4,2
11,1,10:37.0,,Z. Pachulia misses 2-pt jump shot from 17 ft,4,2
12,1,10:33.0,Defensive rebound by E. Payton,,4,2
13,1,10:30.0,T. Warren misses 2-pt jump shot from 8 ft,,4,2
14,1,10:20.0,,Defensive rebound by Z. Pachulia,4,2
15,1,10:19.0,,K. Durant misses 2-pt jump shot from 17 ft,4,2
16,1,10:12.0,Defensive rebound by T. Chandler,,4,2
17,1,9:52.0,J. Jackson misses 3-pt jump shot from 24 ft,,4,2
18,1,9:52.0,Offensive rebound by Team,,4,2
19,1,9:52.0,Turnover by Team (shot clock),,4,2
20,1,9:41.0,,K. Thompson makes 2-pt jump shot from 19 ft (assist by S. Curry),4,4
21,1,9:24.0,D. Bender makes 2-pt layup from 2 ft (assist by E. Payton),,6,4
22,1,9:24.0,Shooting foul by Z. Pachulia (drawn by D. Bender),,6,4
23,1,9:24.0,D. Bender misses free throw 1 of 1,,6,4
24,1,9:22.0,,Defensive rebound by Z. Pachulia,6,4
25,1,9:08.0,,K. Thompson makes 2-pt jump shot from 13 ft,6,6
26,1,8:45.0,D. Bender misses 2-pt jump shot from 14 ft (block by K. Durant),,6,6
27,1,8:42.0,,Defensive rebound by O. Casspi,6,6
28,1,8:39.0,,S. Curry misses 3-pt jump shot from 28 ft,6,6
29,1,8:35.0,Defensive rebound by E. Payton,,6,6
30,1,8:35.0,Turnover by E. Payton (out of bounds lost ball),,6,6
31,1,8:34.0,,K. Thompson misses 3-pt jump shot from 25 ft,6,6
32,1,8:28.0,Defensive rebound by E. Payton,,6,6
33,1,8:22.0,E. Payton makes 3-pt jump shot from 25 ft (assist by T. Warren),,9,6
34,1,8:04.0,,Turnover by K. Durant (step out of bounds),9,6
35,1,7:50.0,E. Payton makes 2-pt layup from 1 ft,,11,6
36,1,7:33.0,,K. Durant makes 2-pt jump shot from 16 ft (assist by Z. Pachulia),11,8
37,1,7:18.0,T. Warren misses 2-pt jump shot from 17 ft,,11,8
38,1,7:15.0,,Defensive rebound by S. Curry,11,8
39,1,7:10.0,,O. Casspi misses 2-pt jump shot from 7 ft,11,8
40,1,7:05.0,Defensive rebound by T. Chandler,,11,8
41,1,7:05.0,J. Jackson misses 2-pt layup from 9 ft (block by K. Thompson),,11,8
42,1,7:05.0,Offensive rebound by Team,,11,8
43,1,6:58.0,,Golden State full timeout,11,8
44,1,6:51.0,E. Payton makes 2-pt jump shot from 18 ft,,13,8
45,1,6:33.0,,Z. Pachulia makes 2-pt dunk from 1 ft (assist by S. Curry),13,10
46,1,6:13.0,T. Warren misses 2-pt jump shot from 6 ft,,13,10
47,1,6:10.0,Offensive rebound by E. Payton,,13,10
48,1,6:08.0,D. Bender misses 3-pt jump shot from 27 ft,,13,10
49,1,6:05.0,,Defensive rebound by Z. Pachulia,13,10
50,1,5:58.0,,K. Durant makes 3-pt jump shot from 22 ft (assist by Z. Pachulia),13,13
51,1,5:46.0,Turnover by D. Bender (traveling),,13,13
52,1,5:46.0,A. Len enters the game for T. Chandler,,13,13
53,1,5:46.0,,J. McGee enters the game for Z. Pachulia,13,13
54,1,5:36.0,,S. Curry misses 3-pt jump shot from 25 ft,13,13
55,1,5:33.0,Defensive rebound by E. Payton,,13,13
56,1,5:28.0,Offensive foul by A. Len (drawn by S. Curry),,13,13
57,1,5:28.0,Turnover by A. Len (offensive foul),,13,13
58,1,5:28.0,,A. Iguodala enters the game for O. Casspi,13,13
59,1,5:28.0,M. Chriss enters the game for J. Jackson,,13,13
60,1,5:28.0,T. Daniels enters the game for D. Bender,,13,13
61,1,5:18.0,,S. Curry misses 3-pt jump shot from 25 ft,13,13
62,1,5:13.0,Defensive rebound by M. Chriss,,13,13
63,1,5:05.0,E. Payton makes 3-pt jump shot from 25 ft (assist by M. Chriss),,16,13
64,1,4:48.0,,Shooting foul by E. Payton (drawn by J. McGee),16,13
65,1,4:48.0,,J. McGee misses free throw 1 of 2,16,13
66,1,4:48.0,,Offensive rebound by Team,16,13
67,1,4:48.0,,J. McGee misses free throw 2 of 2,16,13
68,1,4:46.0,Defensive rebound by A. Len,,16,13
69,1,4:29.0,T. Daniels misses 3-pt jump shot from 25 ft (block by S. Curry),,16,13
70,1,4:25.0,Offensive rebound by M. Chriss,,16,13
71,1,4:24.0,T. Daniels misses 3-pt jump shot from 27 ft,,16,13
72,1,4:21.0,,Defensive rebound by A. Iguodala,16,13
73,1,4:16.0,,K. Durant makes 2-pt jump shot from 8 ft,16,15
74,1,4:14.0,Phoenix full timeout,,16,15
75,1,4:14.0,,N. Young enters the game for K. Thompson,16,15
76,1,4:01.0,E. Payton makes 2-pt layup from 1 ft (assist by A. Len),,18,15
77,1,3:42.0,,A. Iguodala misses 3-pt jump shot from 22 ft,18,15
78,1,3:38.0,Defensive rebound by E. Payton,,18,15
79,1,3:22.0,Shooting foul by K. Durant (drawn by A. Len),,18,15
80,1,3:22.0,A. Len makes free throw 1 of 2,,19,15
81,1,3:22.0,A. Len makes free throw 2 of 2,,20,15
82,1,3:05.0,,Turnover by K. Durant (bad pass; steal by M. Chriss),20,15
83,1,3:00.0,T. Warren misses 2-pt layup from 4 ft (block by A. Iguodala),,20,15
84,1,2:56.0,,Defensive rebound by K. Durant,20,15
85,1,2:41.0,,Personal foul by M. Chriss (drawn by A. Iguodala),20,15
86,1,2:41.0,J. Gray enters the game for E. Payton,,20,15
87,1,2:41.0,J. Jackson enters the game for T. Warren,,20,15
88,1,2:33.0,,J. McGee makes 2-pt layup from 2 ft (assist by S. Curry),20,17
89,1,2:11.0,Turnover by J. Gray (lost ball; steal by N. Young),,20,17
90,1,2:08.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by A. Iguodala),20,20
91,1,1:44.0,M. Chriss misses 2-pt jump shot from 15 ft,,20,20
92,1,1:40.0,,Defensive rebound by K. Durant,20,20
93,1,1:35.0,,Shooting foul by J. Jackson (drawn by J. McGee),20,20
94,1,1:35.0,,J. McGee misses free throw 1 of 2,20,20
95,1,1:35.0,,Offensive rebound by Team,20,20
96,1,1:35.0,,J. McGee makes free throw 2 of 2,20,21
97,1,1:16.0,Shooting foul by J. McGee (drawn by A. Len),,20,21
98,1,1:16.0,A. Len misses free throw 1 of 2,,20,21
99,1,1:16.0,Offensive rebound by Team,,20,21
100,1,1:16.0,A. Len misses free throw 2 of 2,,20,21
101,1,1:14.0,,Defensive rebound by K. Durant,20,21
102,1,1:02.0,,S. Curry makes 2-pt jump shot from 17 ft (assist by K. Durant),20,23
103,1,0:53.0,J. Gray misses 2-pt layup at rim (block by J. McGee),,20,23
104,1,0:49.0,Offensive rebound by A. Len,,20,23
105,1,0:49.0,A. Len makes 2-pt dunk at rim,,22,23
106,1,0:41.0,,S. Curry misses 2-pt layup from 1 ft,22,23
107,1,0:37.0,Defensive rebound by A. Len,,22,23
108,1,0:35.0,J. Jackson makes 2-pt layup from 2 ft,,24,23
109,1,0:35.0,,Violation by K. Durant (def goaltending),24,23
110,1,0:27.0,,J. McGee makes 2-pt dunk from 1 ft (assist by K. Durant),24,25
111,1,0:02.0,J. Jackson misses 2-pt jump shot from 17 ft (block by K. Durant),,24,25
112,1,0:00.0,,Defensive rebound by S. Curry,24,25
113,1,0:00.0,,S. Curry misses 3-pt jump shot from 67 ft,24,25
114,1,0:00.0,,Offensive rebound by Team,24,25
115,2,11:47.0,J. Gray makes 2-pt jump shot from 10 ft,,26,25
116,2,11:24.0,,K. Thompson misses 2-pt layup from 1 ft,26,25
117,2,11:19.0,Defensive rebound by M. Chriss,,26,25
118,2,11:16.0,,Violation by A. Iguodala (kicked ball),26,25
119,2,11:01.0,J. Jackson misses 3-pt jump shot from 22 ft,,26,25
120,2,10:56.0,,Defensive rebound by N. Young,26,25
121,2,10:44.0,,N. Young makes 3-pt jump shot from 25 ft (assist by D. West),26,28
122,2,10:24.0,Shooting foul by D. West (drawn by J. Gray),,26,28
123,2,10:24.0,J. Gray misses free throw 1 of 2,,26,28
124,2,10:24.0,Offensive rebound by Team,,26,28
125,2,10:24.0,D. Bender enters the game for M. Chriss,,26,28
126,2,10:24.0,J. Gray makes free throw 2 of 2,,27,28
127,2,10:10.0,,Shooting foul by J. Jackson (drawn by N. Young),27,28
128,2,10:10.0,,N. Young makes free throw 1 of 3,27,29
129,2,10:10.0,,N. Young makes free throw 2 of 3,27,30
130,2,10:10.0,T. Warren enters the game for J. Jackson,,27,30
131,2,10:10.0,,N. Young makes free throw 3 of 3,27,31
132,2,9:47.0,Turnover by T. Daniels (traveling),,27,31
133,2,9:43.0,,Turnover by K. Thompson (out of bounds lost ball),27,31
134,2,9:32.0,J. Gray makes 2-pt layup from 2 ft,,29,31
135,2,9:15.0,,D. West makes 2-pt jump shot from 12 ft (assist by K. Thompson),29,33
136,2,8:59.0,T. Warren misses 2-pt jump shot from 9 ft,,29,33
137,2,8:55.0,,Defensive rebound by D. West,29,33
138,2,8:50.0,,Personal foul by A. Len (drawn by D. West),29,33
139,2,8:50.0,,P. McCaw enters the game for N. Young,29,33
140,2,8:50.0,,O. Casspi enters the game for A. Iguodala,29,33
141,2,8:43.0,,K. Thompson misses 2-pt jump shot from 19 ft,29,33
142,2,8:40.0,Defensive rebound by D. Bender,,29,33
143,2,8:32.0,Turnover by D. Bender (bad pass; steal by D. West),,29,33
144,2,8:28.0,,O. Casspi makes 2-pt dunk at rim (assist by P. McCaw),29,35
145,2,8:27.0,Phoenix full timeout,,29,35
146,2,8:27.0,E. Payton enters the game for J. Gray,,29,35
147,2,8:27.0,T. Chandler enters the game for A. Len,,29,35
148,2,8:13.0,T. Daniels makes 3-pt jump shot from 25 ft (assist by E. Payton),,32,35
149,2,7:51.0,,P. McCaw makes 2-pt layup at rim (assist by O. Casspi),32,37
150,2,7:40.0,E. Payton makes 2-pt layup from 1 ft,,34,37
151,2,7:21.0,,K. Thompson makes 2-pt jump shot from 19 ft (assist by O. Casspi),34,39
152,2,7:06.0,T. Daniels misses 2-pt jump shot from 19 ft,,34,39
153,2,6:59.0,,Defensive rebound by O. Casspi,34,39
154,2,6:58.0,,S. Livingston misses 2-pt jump shot from 13 ft,34,39
155,2,6:53.0,Defensive rebound by T. Chandler,,34,39
156,2,6:49.0,Turnover by E. Payton (bad pass; steal by S. Livingston),,34,39
157,2,6:43.0,,K. Thompson makes 3-pt jump shot from 24 ft (assist by S. Livingston),34,42
158,2,6:28.0,T. Chandler misses 2-pt layup from 2 ft (block by D. West),,34,42
159,2,6:21.0,Offensive rebound by T. Chandler,,34,42
160,2,6:20.0,T. Chandler makes 2-pt layup from 1 ft,,36,42
161,2,6:04.0,,P. McCaw makes 2-pt layup from 1 ft (assist by S. Livingston),36,44
162,2,5:53.0,Turnover by T. Chandler (traveling),,36,44
163,2,5:53.0,,K. Durant enters the game for K. Thompson,36,44
164,2,5:53.0,,S. Curry enters the game for O. Casspi,36,44
