,QUARTER,TIME_REMAINING,PORTLAND_ACTION,UTAH_ACTION,PORTLAND_SCORE,UTAH_SCORE
0,1,11:37.0,,Turnover by R. Rubio (bad pass; steal by J. Nurkić),0,0
1,1,11:28.0,M. Harkless misses 2-pt dunk from 3 ft,,0,0
2,1,11:26.0,,Defensive rebound by R. Hood,0,0
3,1,11:18.0,,R. Gobert misses 2-pt layup from 1 ft (block by J. Nurkić),0,0
4,1,11:15.0,Defensive rebound by J. Nurkić,,0,0
5,1,11:08.0,C. McCollum misses 2-pt jump shot from 9 ft,,0,0
6,1,11:04.0,,Defensive rebound by R. Rubio,0,0
7,1,10:57.0,,Turnover by R. Gobert (bad pass),0,0
8,1,10:41.0,J. Nurkić makes 2-pt hook shot from 6 ft,,2,0
9,1,10:22.0,,R. Hood misses 2-pt jump shot from 17 ft,2,0
10,1,10:18.0,Defensive rebound by C. McCollum,,2,0
11,1,10:05.0,J. Nurkić makes 2-pt layup from 3 ft (assist by C. McCollum),,4,0
12,1,9:49.0,,R. Rubio misses 3-pt jump shot from 24 ft,4,0
13,1,9:47.0,Defensive rebound by J. Nurkić,,4,0
14,1,9:38.0,C. McCollum misses 3-pt jump shot from 24 ft (block by J. Ingles),,4,0
15,1,9:34.0,,Defensive rebound by D. Favors,4,0
16,1,9:22.0,,Turnover by J. Ingles (bad pass; steal by M. Harkless),4,0
17,1,9:02.0,J. Nurkić misses 2-pt jump shot at rim,,4,0
18,1,9:02.0,Offensive rebound by J. Nurkić,,4,0
19,1,9:02.0,J. Nurkić makes 2-pt layup at rim,,6,0
20,1,9:02.0,,Utah full timeout,6,0
21,1,8:52.0,,J. Ingles makes 3-pt jump shot from 22 ft (assist by R. Hood),6,3
22,1,8:33.0,Shooting foul by R. Gobert (drawn by J. Nurkić),,6,3
23,1,8:33.0,J. Nurkić makes free throw 1 of 2,,7,3
24,1,8:33.0,J. Nurkić misses free throw 2 of 2,,7,3
25,1,8:31.0,,Defensive rebound by R. Gobert,7,3
26,1,8:19.0,,R. Hood misses 2-pt jump shot from 18 ft,7,3
27,1,8:14.0,Defensive rebound by M. Harkless,,7,3
28,1,8:10.0,Turnover by D. Lillard (bad pass; steal by R. Hood),,7,3
29,1,8:01.0,,R. Gobert makes 2-pt layup from 1 ft (assist by J. Ingles),7,5
30,1,8:01.0,,Shooting foul by J. Nurkić (drawn by R. Gobert),7,5
31,1,8:01.0,,R. Gobert makes free throw 1 of 1,7,6
32,1,7:51.0,D. Lillard makes 2-pt jump shot from 16 ft,,9,6
33,1,7:38.0,,R. Rubio misses 2-pt jump shot from 9 ft (block by D. Lillard),9,6
34,1,7:30.0,Defensive rebound by D. Lillard,,9,6
35,1,7:29.0,M. Harkless makes 3-pt jump shot from 24 ft (assist by D. Lillard),,12,6
36,1,7:03.0,,R. Gobert misses 2-pt jump shot from 13 ft,12,6
37,1,7:00.0,,Offensive rebound by D. Favors,12,6
38,1,6:56.0,,D. Favors misses 2-pt layup from 1 ft,12,6
39,1,6:54.0,Defensive rebound by C. McCollum,,12,6
40,1,6:49.0,Turnover by C. McCollum (traveling),,12,6
41,1,6:30.0,,D. Favors misses 2-pt jump shot from 17 ft,12,6
42,1,6:23.0,Defensive rebound by J. Nurkić,,12,6
43,1,6:18.0,Turnover by D. Lillard (lost ball; steal by R. Rubio),,12,6
44,1,6:13.0,,D. Mitchell enters the game for R. Hood,12,6
45,1,6:13.0,E. Davis enters the game for J. Nurkić,,12,6
46,1,6:06.0,,J. Ingles misses 3-pt jump shot from 23 ft,12,6
47,1,6:00.0,Defensive rebound by D. Lillard,,12,6
48,1,5:58.0,Shooting foul by R. Rubio (drawn by D. Lillard),,12,6
49,1,5:58.0,D. Lillard makes free throw 1 of 2,,13,6
50,1,5:58.0,,J. Jerebko enters the game for R. Rubio,13,6
51,1,5:58.0,,A. Burks enters the game for D. Favors,13,6
52,1,5:58.0,P. Connaughton enters the game for C. McCollum,,13,6
53,1,5:58.0,E. Turner enters the game for M. Harkless,,13,6
54,1,5:58.0,D. Lillard makes free throw 2 of 2,,14,6
55,1,5:48.0,,D. Mitchell makes 3-pt jump shot from 24 ft (assist by J. Ingles),14,9
56,1,5:31.0,,Violation by J. Ingles (kicked ball),14,9
57,1,5:22.0,D. Lillard misses 2-pt layup from 2 ft,,14,9
58,1,5:19.0,,Defensive rebound by R. Gobert,14,9
59,1,5:10.0,,A. Burks makes 3-pt jump shot from 26 ft (assist by R. Gobert),14,12
