,QUARTER,TIME_REMAINING,DENVER_ACTION,LA LAKERS_ACTION,DENVER_SCORE,LA LAKERS_SCORE
0,1,11:45.0,,K. Kuzma makes 3-pt jump shot from 27 ft (assist by L. Ball),0,3
1,1,11:34.0,Turnover by W. Chandler (traveling),,0,3
2,1,11:20.0,,L. Ball misses 3-pt jump shot from 25 ft,0,3
3,1,11:16.0,Defensive rebound by P. Millsap,,0,3
4,1,11:07.0,J. Murray misses 3-pt jump shot from 26 ft,,0,3
5,1,11:02.0,,Defensive rebound by B. Ingram,0,3
6,1,11:00.0,,Personal foul by N. Jokić (drawn by B. Lopez),0,3
7,1,10:52.0,,K. Kuzma misses 2-pt jump shot from 21 ft,0,3
8,1,10:49.0,Defensive rebound by W. Chandler,,0,3
9,1,10:40.0,N. Jokić misses 2-pt jump shot from 9 ft,,0,3
10,1,10:31.0,Offensive rebound by P. Millsap,,0,3
11,1,10:31.0,P. Millsap makes 2-pt layup at rim,,2,3
12,1,10:19.0,,B. Lopez misses 2-pt hook shot from 2 ft,2,3
13,1,10:17.0,Defensive rebound by N. Jokić,,2,3
14,1,10:07.0,Shooting foul by L. Ball (drawn by W. Chandler),,2,3
15,1,10:07.0,W. Chandler makes free throw 1 of 2,,3,3
16,1,10:07.0,W. Chandler makes free throw 2 of 2,,4,3
17,1,10:01.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,4,3
18,1,9:56.0,,Offensive rebound by K. Kuzma,4,3
19,1,9:54.0,,K. Kuzma makes 2-pt jump shot from 17 ft,4,5
20,1,9:40.0,G. Harris misses 2-pt layup from 2 ft,,4,5
21,1,9:37.0,Offensive rebound by G. Harris,,4,5
22,1,9:35.0,Shooting foul by B. Lopez (drawn by J. Murray),,4,5
23,1,9:35.0,J. Murray makes free throw 1 of 2,,5,5
24,1,9:35.0,J. Murray makes free throw 2 of 2,,6,5
25,1,9:11.0,,B. Lopez makes 3-pt jump shot from 24 ft (assist by L. Ball),6,8
26,1,9:00.0,W. Chandler misses 3-pt jump shot from 25 ft,,6,8
27,1,8:58.0,,Defensive rebound by K. Kuzma,6,8
28,1,8:53.0,,K. Kuzma misses 2-pt layup from 1 ft,6,8
29,1,8:50.0,Defensive rebound by J. Murray,,6,8
30,1,8:46.0,Turnover by J. Murray (bad pass; steal by K. Caldwell-Pope),,6,8
31,1,8:38.0,,Turnover by B. Ingram (bad pass; steal by J. Murray),6,8
32,1,8:23.0,W. Chandler makes 3-pt jump shot from 26 ft (assist by N. Jokić),,9,8
33,1,8:16.0,,K. Kuzma misses 3-pt jump shot from 23 ft,9,8
34,1,8:11.0,Defensive rebound by J. Murray,,9,8
35,1,8:01.0,G. Harris makes 2-pt dunk from 2 ft (assist by P. Millsap),,11,8
36,1,8:00.0,,LA Lakers full timeout,11,8
37,1,8:00.0,,J. Randle enters the game for K. Kuzma,11,8
38,1,7:50.0,,B. Lopez makes 3-pt jump shot from 26 ft (assist by L. Ball),11,11
39,1,7:27.0,W. Chandler misses 3-pt jump shot from 27 ft,,11,11
40,1,7:24.0,,Defensive rebound by L. Ball,11,11
41,1,7:19.0,,L. Ball misses 2-pt layup from 7 ft,11,11
42,1,7:14.0,Defensive rebound by P. Millsap,,11,11
43,1,7:04.0,P. Millsap misses 2-pt jump shot from 5 ft (block by B. Lopez),,11,11
44,1,6:58.0,Offensive rebound by N. Jokić,,11,11
45,1,6:56.0,N. Jokić makes 2-pt layup from 1 ft,,13,11
46,1,6:45.0,,B. Ingram makes 3-pt jump shot from 25 ft (assist by B. Lopez),13,14
47,1,6:20.0,Shooting foul by B. Ingram (drawn by N. Jokić),,13,14
48,1,6:20.0,N. Jokić makes free throw 1 of 2,,14,14
49,1,6:20.0,N. Jokić makes free throw 2 of 2,,15,14
50,1,6:19.0,N. Jokić misses 2-pt layup from 5 ft (block by K. Caldwell-Pope),,15,14
51,1,6:19.0,Offensive rebound by N. Jokić,,15,14
52,1,6:05.0,,J. Randle makes 2-pt jump shot from 3 ft (assist by B. Lopez),15,16
53,1,6:05.0,,Shooting foul by N. Jokić (drawn by J. Randle),15,16
54,1,6:05.0,M. Plumlee enters the game for N. Jokić,,15,16
55,1,6:05.0,W. Barton enters the game for W. Chandler,,15,16
56,1,6:05.0,,J. Randle makes free throw 1 of 1,15,17
57,1,5:48.0,Personal foul by J. Randle (drawn by P. Millsap),,15,17
58,1,5:43.0,G. Harris makes 2-pt jump shot from 13 ft (assist by W. Barton),,17,17
59,1,5:27.0,,B. Lopez makes 2-pt jump shot from 4 ft (assist by B. Ingram),17,19
60,1,5:11.0,W. Barton misses 3-pt jump shot from 25 ft,,17,19
61,1,5:11.0,Offensive rebound by P. Millsap,,17,19
62,1,5:04.0,P. Millsap makes 3-pt jump shot from 25 ft,,20,19
63,1,4:51.0,,J. Randle makes 2-pt layup from 1 ft (assist by B. Ingram),20,21
64,1,4:33.0,P. Millsap misses 2-pt layup from 2 ft,,20,21
65,1,4:31.0,Offensive rebound by J. Murray,,20,21
66,1,4:25.0,Turnover by M. Plumlee (bad pass; steal by K. Caldwell-Pope),,20,21
67,1,4:21.0,,Turnover by K. Caldwell-Pope (bad pass),20,21
68,1,4:21.0,,J. Clarkson enters the game for L. Ball,20,21
69,1,4:21.0,E. Mudiay enters the game for J. Murray,,20,21
70,1,4:09.0,Turnover by G. Harris (lost ball; steal by K. Caldwell-Pope),,20,21
71,1,4:05.0,,B. Ingram misses 2-pt layup from 2 ft,20,21
72,1,4:05.0,,Offensive rebound by J. Clarkson,20,21
73,1,4:01.0,,J. Clarkson misses 2-pt layup at rim,20,21
74,1,4:01.0,,Offensive rebound by J. Clarkson,20,21
75,1,4:01.0,,J. Clarkson makes 2-pt layup at rim,20,23
76,1,4:01.0,Denver full timeout,,20,23
77,1,4:01.0,W. Chandler enters the game for P. Millsap,,20,23
78,1,3:48.0,M. Plumlee misses 2-pt layup from 3 ft,,20,23
79,1,3:45.0,,Defensive rebound by J. Randle,20,23
80,1,3:34.0,,K. Caldwell-Pope makes 3-pt jump shot from 22 ft (assist by B. Ingram),20,26
81,1,3:28.0,Personal foul by B. Ingram (drawn by G. Harris),,20,26
82,1,3:28.0,G. Harris makes free throw 1 of 2,,21,26
83,1,3:28.0,,L. Ball enters the game for B. Ingram,21,26
84,1,3:28.0,G. Harris makes free throw 2 of 2,,22,26
85,1,3:11.0,,J. Randle misses 3-pt jump shot from 24 ft,22,26
86,1,3:08.0,,Offensive rebound by B. Lopez,22,26
87,1,3:06.0,,B. Lopez makes 2-pt layup from 1 ft,22,28
88,1,2:49.0,W. Barton misses 2-pt jump shot from 7 ft,,22,28
89,1,2:49.0,,Defensive rebound by B. Lopez,22,28
90,1,2:37.0,,B. Lopez misses 3-pt jump shot from 26 ft,22,28
91,1,2:34.0,Defensive rebound by W. Barton,,22,28
92,1,2:15.0,E. Mudiay misses 3-pt jump shot from 24 ft,,22,28
93,1,2:13.0,,Defensive rebound by K. Caldwell-Pope,22,28
94,1,2:01.0,,J. Randle makes 2-pt layup from 2 ft (assist by B. Lopez),22,30
95,1,2:01.0,,Shooting foul by W. Chandler (drawn by J. Randle),22,30
96,1,2:01.0,,J. Randle misses free throw 1 of 1,22,30
97,1,1:58.0,Defensive rebound by W. Barton,,22,30
98,1,1:36.0,E. Mudiay misses 3-pt jump shot from 25 ft,,22,30
99,1,1:31.0,,Defensive rebound by L. Ball,22,30
100,1,1:26.0,,J. Clarkson makes 2-pt jump shot from 5 ft,22,32
101,1,1:26.0,,Shooting foul by E. Mudiay (drawn by J. Clarkson),22,32
102,1,1:26.0,,C. Brewer enters the game for B. Lopez,22,32
103,1,1:26.0,,J. Clarkson misses free throw 1 of 1,22,32
104,1,1:23.0,Defensive rebound by W. Chandler,,22,32
105,1,1:17.0,W. Barton makes 2-pt jump shot from 4 ft,,24,32
106,1,0:47.0,,J. Randle misses 2-pt jump shot from 15 ft,24,32
107,1,0:47.0,,Offensive rebound by C. Brewer,24,32
108,1,0:46.0,,C. Brewer misses 2-pt layup from 1 ft,24,32
109,1,0:46.0,Defensive rebound by W. Barton,,24,32
110,1,0:42.0,W. Barton misses 2-pt layup from 2 ft,,24,32
111,1,0:42.0,Offensive rebound by M. Plumlee,,24,32
112,1,0:42.0,,Loose ball foul by K. Caldwell-Pope (drawn by M. Plumlee),24,32
113,1,0:42.0,M. Plumlee misses free throw 1 of 2,,24,32
114,1,0:42.0,Offensive rebound by Team,,24,32
115,1,0:42.0,M. Plumlee misses free throw 2 of 2,,24,32
116,1,0:40.0,,Defensive rebound by J. Randle,24,32
117,1,0:33.0,,J. Clarkson misses 3-pt jump shot from 25 ft,24,32
118,1,0:29.0,Defensive rebound by W. Barton,,24,32
119,1,0:13.0,W. Barton makes 2-pt layup from 1 ft,,26,32
120,1,0:01.0,,C. Brewer misses 3-pt jump shot from 22 ft,26,32
121,1,0:01.0,,Offensive rebound by Team,26,32
122,2,11:36.0,K. Faried makes 2-pt hook shot from 12 ft,,28,32
123,2,11:22.0,,J. Clarkson makes 2-pt layup from 1 ft (assist by L. Ball),28,34
124,2,11:11.0,Personal foul by J. Clarkson (drawn by W. Barton),,28,34
125,2,11:02.0,Turnover by E. Mudiay (bad pass),,28,34
126,2,10:48.0,,J. Randle makes 2-pt layup from 1 ft (assist by K. Kuzma),28,36
127,2,10:31.0,Turnover by E. Mudiay (bad pass),,28,36
128,2,10:20.0,,K. Kuzma makes 2-pt layup from 2 ft (assist by J. Randle),28,38
129,2,10:20.0,,Shooting foul by J. Hernangómez (drawn by K. Kuzma),28,38
130,2,10:20.0,Denver full timeout,,28,38
131,2,10:20.0,,K. Kuzma misses free throw 1 of 1,28,38
132,2,10:17.0,Defensive rebound by K. Faried,,28,38
133,2,10:03.0,Turnover by W. Barton (bad pass; steal by C. Brewer),,28,38
134,2,9:58.0,,J. Randle misses 2-pt layup from 2 ft,28,38
135,2,9:58.0,,Offensive rebound by Team,28,38
136,2,9:46.0,,J. Randle makes 2-pt layup from 2 ft (assist by J. Clarkson),28,40
137,2,9:39.0,Turnover by N. Jokić (lost ball; steal by J. Clarkson),,28,40
138,2,9:35.0,,Turnover by C. Brewer (bad pass; steal by E. Mudiay),28,40
139,2,9:30.0,W. Barton makes 2-pt dunk from 2 ft (assist by E. Mudiay),,30,40
140,2,9:09.0,,J. Clarkson misses 2-pt layup from 2 ft,30,40
141,2,9:05.0,Defensive rebound by N. Jokić,,30,40
142,2,9:02.0,K. Faried misses 2-pt dunk from 2 ft,,30,40
143,2,8:59.0,,Defensive rebound by J. Clarkson,30,40
144,2,8:58.0,,J. Randle makes 2-pt dunk from 1 ft (assist by C. Brewer),30,42
145,2,8:40.0,Turnover by W. Barton (bad pass; steal by C. Brewer),,30,42
146,2,8:37.0,,J. Randle makes 2-pt layup from 1 ft (assist by C. Brewer),30,44
147,2,8:37.0,Denver full timeout,,30,44
148,2,8:37.0,W. Chandler enters the game for E. Mudiay,,30,44
149,2,8:37.0,P. Millsap enters the game for W. Barton,,30,44
150,2,8:37.0,J. Murray enters the game for J. Hernangómez,,30,44
151,2,8:37.0,G. Harris enters the game for K. Faried,,30,44
152,2,8:21.0,Turnover by N. Jokić (lost ball; steal by C. Brewer),,30,44
153,2,8:17.0,,L. Ball makes 2-pt layup from 2 ft,30,46
154,2,8:02.0,Turnover by W. Chandler (bad pass; steal by C. Brewer),,30,46
155,2,8:02.0,,Personal foul by P. Millsap (drawn by C. Brewer),30,46
156,2,7:54.0,,Turnover by L. Ball (bad pass; steal by N. Jokić),30,46
157,2,7:49.0,P. Millsap misses 3-pt jump shot from 26 ft,,30,46
158,2,7:43.0,,Defensive rebound by L. Ball,30,46
159,2,7:31.0,,Shooting foul by P. Millsap (drawn by J. Clarkson),30,46
160,2,7:31.0,,J. Clarkson makes free throw 1 of 2,30,47
161,2,7:31.0,,J. Clarkson makes free throw 2 of 2,30,48
162,2,7:17.0,J. Murray misses 3-pt jump shot from 25 ft,,30,48
163,2,7:14.0,,Defensive rebound by L. Ball,30,48
164,2,7:08.0,,J. Randle makes 2-pt layup from 2 ft (assist by L. Ball),30,50
165,2,6:56.0,Shooting foul by L. Ball (drawn by N. Jokić),,30,50
166,2,6:56.0,N. Jokić makes free throw 1 of 2,,31,50
167,2,6:56.0,N. Jokić makes free throw 2 of 2,,32,50
168,2,6:49.0,,Turnover by J. Randle (bad pass),32,50
169,2,6:25.0,J. Murray misses 2-pt layup from 1 ft,,32,50
170,2,6:21.0,Offensive rebound by N. Jokić,,32,50
171,2,6:20.0,N. Jokić misses 2-pt layup from 1 ft,,32,50
172,2,6:20.0,Offensive rebound by N. Jokić,,32,50
173,2,6:20.0,N. Jokić misses 2-pt layup from 1 ft,,32,50
174,2,6:20.0,,Defensive rebound by J. Randle,32,50
175,2,6:20.0,,Technical foul by Team,32,50
176,2,6:20.0,Technical foul by N. Jokić,,32,50
177,2,6:20.0,,J. Clarkson makes technical free throw,32,51
178,2,6:20.0,,J. Clarkson makes technical free throw,32,52
179,2,6:20.0,,LA Lakers full timeout,32,52
180,2,6:20.0,,K. Caldwell-Pope enters the game for C. Brewer,32,52
181,2,6:20.0,,B. Lopez enters the game for J. Clarkson,32,52
182,2,6:20.0,,B. Ingram enters the game for J. Randle,32,52
183,2,6:20.0,M. Plumlee enters the game for N. Jokić,,32,52
184,2,6:15.0,,Personal foul by J. Murray,32,52
185,2,6:15.0,Technical foul by J. Murray,,32,52
186,2,6:15.0,,K. Kuzma misses technical free throw,32,52
187,2,6:15.0,,Offensive rebound by Team,32,52
188,2,6:02.0,,L. Ball misses 2-pt jump shot from 8 ft,32,52
189,2,6:02.0,,Offensive rebound by L. Ball,32,52
