,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,LA LAKERS_ACTION,OKLAHOMA CITY_SCORE,LA LAKERS_SCORE
0,1,11:49.0,,K. Kuzma misses 3-pt jump shot from 27 ft,0,0
1,1,11:44.0,Defensive rebound by S. Adams,,0,0
2,1,11:32.0,Turnover by P. George (bad pass; steal by J. Randle),,0,0
3,1,11:28.0,,Turnover by J. Randle (out of bounds lost ball),0,0
4,1,11:12.0,Turnover by P. George (turnover),,0,0
5,1,11:02.0,,K. Kuzma makes 2-pt hook shot from 3 ft (assist by T. Ennis),0,2
6,1,10:47.0,T. Ferguson misses 3-pt jump shot from 22 ft,,0,2
7,1,10:44.0,,Defensive rebound by K. Caldwell-Pope,0,2
8,1,10:41.0,,J. Randle makes 2-pt dunk from 1 ft (assist by K. Caldwell-Pope),0,4
9,1,10:19.0,R. Westbrook misses 2-pt jump shot from 17 ft,,0,4
10,1,10:16.0,,Defensive rebound by K. Kuzma,0,4
11,1,10:01.0,,J. Randle makes 2-pt jump shot from 20 ft (assist by T. Ennis),0,6
12,1,9:39.0,C. Anthony misses 2-pt jump shot from 16 ft (block by B. Ingram),,0,6
13,1,9:36.0,,Defensive rebound by K. Kuzma,0,6
14,1,9:32.0,,K. Kuzma makes 2-pt layup from 2 ft,0,8
15,1,9:24.0,R. Westbrook misses 2-pt jump shot from 13 ft,,0,8
16,1,9:20.0,,Defensive rebound by J. Randle,0,8
17,1,9:19.0,,Shooting foul by T. Ferguson (drawn by J. Randle),0,8
18,1,9:19.0,,J. Randle makes free throw 1 of 2,0,9
19,1,9:19.0,,J. Randle makes free throw 2 of 2,0,10
20,1,9:04.0,R. Westbrook makes 2-pt layup at rim,,2,10
21,1,8:49.0,,J. Randle misses 2-pt hook shot from 6 ft,2,10
22,1,8:47.0,Defensive rebound by R. Westbrook,,2,10
23,1,8:42.0,C. Anthony makes 3-pt jump shot from 26 ft (assist by R. Westbrook),,5,10
24,1,8:25.0,,T. Ennis makes 2-pt layup from 1 ft (assist by J. Randle),5,12
25,1,8:20.0,Oklahoma City full timeout,,5,12
26,1,8:07.0,P. George makes 2-pt jump shot from 14 ft,,7,12
27,1,7:51.0,,Turnover by T. Ennis (turnover; steal by R. Westbrook),7,12
28,1,7:44.0,S. Adams misses 2-pt layup from 4 ft (block by K. Kuzma),,7,12
29,1,7:40.0,,Defensive rebound by K. Caldwell-Pope,7,12
