,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,CHARLOTTE_ACTION,PHILADELPHIA_SCORE,CHARLOTTE_SCORE
212,3,11:17.0,,Shooting foul by D. Šarić (drawn by D. Howard),71,61
213,3,11:17.0,,D. Howard misses free throw 1 of 2,71,61
214,3,11:17.0,,Offensive rebound by Team,71,61
215,3,11:17.0,,D. Howard makes free throw 2 of 2,71,62
216,3,10:59.0,J. Embiid misses 2-pt layup from 7 ft (block by D. Howard),,71,62
217,3,10:56.0,,Defensive rebound by K. Walker,71,62
218,3,10:53.0,,D. Howard makes 2-pt dunk at rim (assist by K. Walker),71,64
219,3,10:52.0,Philadelphia full timeout,,71,64
220,3,10:38.0,R. Covington makes 2-pt jump shot from 18 ft (assist by J. Embiid),,73,64
221,3,10:38.0,Shooting foul by K. Walker (drawn by R. Covington),,73,64
222,3,10:38.0,R. Covington makes free throw 1 of 1,,74,64
223,3,10:19.0,,N. Batum misses 2-pt jump shot from 8 ft,74,64
224,3,10:16.0,Defensive rebound by B. Simmons,,74,64
225,3,10:05.0,R. Covington makes 3-pt jump shot from 23 ft (assist by B. Simmons),,77,64
226,3,9:46.0,,Shooting foul by J. Embiid (drawn by T. Graham),77,64
227,3,9:46.0,,T. Graham misses free throw 1 of 2,77,64
228,3,9:46.0,,Offensive rebound by Team,77,64
229,3,9:46.0,,T. Graham makes free throw 2 of 2,77,65
230,3,9:31.0,Turnover by J. Redick (lost ball; steal by N. Batum),,77,65
231,3,9:25.0,,D. Howard makes 2-pt layup from 1 ft,77,67
232,3,9:10.0,J. Embiid misses 3-pt jump shot from 25 ft,,77,67
233,3,9:07.0,,Defensive rebound by M. Williams,77,67
234,3,9:02.0,,D. Howard makes 2-pt layup from 1 ft (assist by N. Batum),77,69
235,3,9:02.0,,Shooting foul by J. Embiid (drawn by D. Howard),77,69
236,3,9:02.0,,D. Howard makes free throw 1 of 1,77,70
237,3,8:51.0,R. Covington misses 3-pt jump shot from 25 ft,,77,70
238,3,8:46.0,,Defensive rebound by M. Williams,77,70
239,3,8:38.0,,M. Williams misses 3-pt jump shot from 25 ft,77,70
240,3,8:34.0,Defensive rebound by B. Simmons,,77,70
241,3,8:26.0,J. Embiid misses 2-pt layup from 4 ft,,77,70
242,3,8:24.0,Offensive rebound by J. Embiid,,77,70
243,3,8:24.0,J. Embiid makes 2-pt layup at rim,,79,70
244,3,8:24.0,Technical foul by J. Embiid,,79,70
245,3,8:24.0,,N. Batum makes technical free throw,79,71
246,3,8:24.0,A. Johnson enters the game for J. Embiid,,79,71
247,3,8:13.0,,M. Williams makes 3-pt jump shot from 25 ft (assist by K. Walker),79,74
248,3,8:00.0,Personal foul by T. Graham (drawn by J. Redick),,79,74
249,3,8:00.0,M. Belinelli enters the game for J. Redick,,79,74
250,3,7:51.0,R. Covington makes 3-pt jump shot from 23 ft (assist by B. Simmons),,82,74
251,3,7:31.0,,D. Howard misses 2-pt jump shot from 19 ft,82,74
252,3,7:28.0,Defensive rebound by A. Johnson,,82,74
253,3,7:18.0,D. Šarić makes 3-pt jump shot from 25 ft (assist by B. Simmons),,85,74
254,3,7:17.0,,Charlotte full timeout,85,74
255,3,6:55.0,,D. Howard misses 2-pt hook shot from 10 ft,85,74
256,3,6:50.0,,Offensive rebound by T. Graham,85,74
257,3,6:50.0,,T. Graham makes 2-pt layup at rim,85,76
258,3,6:39.0,A. Johnson misses 2-pt jump shot from 5 ft,,85,76
259,3,6:35.0,Offensive rebound by A. Johnson,,85,76
260,3,6:34.0,B. Simmons makes 2-pt dunk from 1 ft (assist by A. Johnson),,87,76
261,3,6:07.0,,Turnover by D. Howard (bad pass; steal by R. Covington),87,76
262,3,6:00.0,Turnover by B. Simmons (out of bounds lost ball),,87,76
263,3,5:49.0,,K. Walker misses 3-pt jump shot from 27 ft,87,76
264,3,5:43.0,Defensive rebound by B. Simmons,,87,76
265,3,5:40.0,D. Šarić makes 3-pt jump shot from 26 ft (assist by B. Simmons),,90,76
266,3,5:25.0,,Personal foul by R. Covington (drawn by N. Batum),90,76
267,3,5:25.0,,N. Batum makes free throw 1 of 2,90,77
268,3,5:25.0,T. McConnell enters the game for R. Covington,,90,77
269,3,5:25.0,,N. Batum makes free throw 2 of 2,90,78
270,3,5:15.0,B. Simmons misses 2-pt dunk from 1 ft,,90,78
271,3,5:12.0,,Defensive rebound by K. Walker,90,78
272,3,5:09.0,,K. Walker misses 3-pt jump shot from 26 ft,90,78
273,3,5:05.0,Defensive rebound by D. Šarić,,90,78
274,3,4:47.0,A. Johnson makes 2-pt layup from 2 ft (assist by B. Simmons),,92,78
275,3,4:34.0,,Def 3 sec tech foul by B. Simmons,92,78
276,3,4:34.0,,N. Batum makes technical free throw,92,79
277,3,4:34.0,E. İlyasova enters the game for D. Šarić,,92,79
278,3,4:21.0,,T. Graham makes 2-pt jump shot from 10 ft (assist by K. Walker),92,81
279,3,4:03.0,A. Johnson makes 2-pt jump shot from 7 ft (assist by B. Simmons),,94,81
280,3,3:45.0,,T. Graham makes 2-pt jump shot from 9 ft (assist by N. Batum),94,83
281,3,3:23.0,M. Belinelli makes 3-pt jump shot from 30 ft (assist by A. Johnson),,97,83
282,3,2:58.0,,T. Graham misses 2-pt jump shot from 20 ft,97,83
283,3,2:55.0,,Offensive rebound by N. Batum,97,83
284,3,2:51.0,,K. Walker misses 3-pt jump shot from 24 ft,97,83
285,3,2:49.0,Defensive rebound by A. Johnson,,97,83
286,3,2:36.0,T. McConnell misses 2-pt jump shot from 9 ft,,97,83
287,3,2:33.0,,Defensive rebound by M. Williams,97,83
288,3,2:29.0,,D. Howard makes 2-pt layup from 1 ft (assist by N. Batum),97,85
289,3,2:29.0,,Shooting foul by B. Simmons (drawn by D. Howard),97,85
290,3,2:29.0,,F. Kaminsky enters the game for M. Williams,97,85
291,3,2:29.0,,M. Monk enters the game for K. Walker,97,85
292,3,2:29.0,,J. Lamb enters the game for T. Graham,97,85
293,3,2:29.0,J. Embiid enters the game for A. Johnson,,97,85
294,3,2:29.0,J. Redick enters the game for B. Simmons,,97,85
295,3,2:29.0,,D. Howard makes free throw 1 of 1,97,86
296,3,2:08.0,J. Redick misses 2-pt layup from 2 ft,,97,86
297,3,2:06.0,Offensive rebound by J. Embiid,,97,86
298,3,2:05.0,J. Embiid makes 2-pt layup from 1 ft,,99,86
299,3,1:43.0,,J. Lamb makes 2-pt jump shot from 10 ft (assist by N. Batum),99,88
300,3,1:23.0,J. Embiid makes 2-pt dunk from 2 ft (assist by J. Redick),,101,88
301,3,1:07.0,,M. Monk misses 3-pt jump shot from 28 ft,101,88
302,3,1:04.0,Defensive rebound by M. Belinelli,,101,88
303,3,0:50.0,M. Belinelli misses 3-pt jump shot from 22 ft,,101,88
304,3,0:47.0,,Defensive rebound by D. Howard,101,88
305,3,0:41.0,,N. Batum makes 3-pt jump shot from 25 ft,101,91
306,3,0:25.0,J. Redick misses 3-pt jump shot from 26 ft,,101,91
307,3,0:22.0,,Defensive rebound by N. Batum,101,91
308,3,0:01.0,,J. Lamb misses 2-pt jump shot from 9 ft,101,91
309,3,0:01.0,Defensive rebound by M. Belinelli,,101,91
310,4,11:44.0,J. Embiid makes 2-pt dunk from 1 ft (assist by M. Belinelli),,103,91
311,4,11:29.0,,K. Walker misses 2-pt jump shot from 18 ft,103,91
312,4,11:29.0,Defensive rebound by E. İlyasova,,103,91
313,4,11:18.0,Shooting foul by M. Monk (drawn by R. Covington),,103,91
314,4,11:18.0,R. Covington makes free throw 1 of 2,,104,91
315,4,11:18.0,R. Covington makes free throw 2 of 2,,105,91
316,4,10:52.0,,F. Kaminsky makes 2-pt jump shot from 13 ft (assist by J. Lamb),105,93
317,4,10:42.0,M. Belinelli misses 3-pt jump shot from 31 ft,,105,93
318,4,10:38.0,,Defensive rebound by F. Kaminsky,105,93
319,4,10:36.0,,Shooting foul by R. Covington (drawn by K. Walker),105,93
320,4,10:36.0,,K. Walker misses free throw 1 of 2,105,93
321,4,10:36.0,,Offensive rebound by Team,105,93
322,4,10:36.0,,K. Walker makes free throw 2 of 2,105,94
323,4,10:28.0,E. İlyasova misses 2-pt jump shot from 15 ft,,105,94
324,4,10:19.0,Offensive rebound by R. Covington,,105,94
325,4,10:14.0,Turnover by E. İlyasova (bad pass; steal by M. Monk),,105,94
326,4,10:06.0,,M. Monk misses 3-pt jump shot from 25 ft,105,94
327,4,10:03.0,Defensive rebound by R. Covington,,105,94
328,4,9:48.0,E. İlyasova misses 2-pt layup from 2 ft,,105,94
329,4,9:46.0,,Defensive rebound by J. Lamb,105,94
330,4,9:39.0,,C. Zeller makes 2-pt jump shot from 18 ft (assist by J. Lamb),105,96
331,4,9:38.0,Philadelphia full timeout,,105,96
332,4,9:38.0,,T. Graham enters the game for M. Monk,105,96
333,4,9:38.0,B. Simmons enters the game for T. McConnell,,105,96
334,4,9:18.0,J. Embiid makes 2-pt layup from 1 ft (assist by R. Covington),,107,96
335,4,8:54.0,,Shooting foul by E. İlyasova (drawn by F. Kaminsky),107,96
336,4,8:54.0,,F. Kaminsky makes free throw 1 of 2,107,97
337,4,8:54.0,,F. Kaminsky makes free throw 2 of 2,107,98
338,4,8:37.0,J. Embiid misses 2-pt jump shot from 19 ft,,107,98
339,4,8:35.0,Offensive rebound by E. İlyasova,,107,98
340,4,8:35.0,Personal foul by T. Graham (drawn by E. İlyasova),,107,98
341,4,8:24.0,E. İlyasova makes 3-pt jump shot from 23 ft (assist by J. Embiid),,110,98
342,4,8:02.0,,K. Walker makes 2-pt jump shot from 20 ft,110,100
343,4,7:52.0,J. Embiid makes 2-pt jump shot from 12 ft,,112,100
344,4,7:29.0,,Offensive foul by F. Kaminsky (drawn by E. İlyasova),112,100
345,4,7:29.0,,Turnover by F. Kaminsky (offensive foul),112,100
346,4,7:29.0,D. Šarić enters the game for J. Embiid,,112,100
347,4,7:24.0,R. Covington makes 3-pt jump shot from 23 ft (assist by B. Simmons),,115,100
348,4,7:24.0,,Charlotte full timeout,115,100
349,4,7:24.0,,D. Howard enters the game for C. Zeller,115,100
350,4,7:10.0,,Shooting foul by M. Belinelli (drawn by J. Lamb),115,100
351,4,7:10.0,,J. Lamb makes free throw 1 of 2,115,101
352,4,7:10.0,,J. Lamb makes free throw 2 of 2,115,102
353,4,6:59.0,Shooting foul by D. Howard (drawn by E. İlyasova),,115,102
354,4,6:59.0,E. İlyasova misses free throw 1 of 2,,115,102
355,4,6:59.0,Offensive rebound by Team,,115,102
356,4,6:59.0,E. İlyasova makes free throw 2 of 2,,116,102
357,4,6:37.0,,D. Howard makes 2-pt hook shot from 8 ft,116,104
358,4,6:28.0,R. Covington misses 3-pt jump shot from 25 ft (block by K. Walker),,116,104
359,4,6:27.0,Offensive rebound by R. Covington,,116,104
360,4,6:24.0,E. İlyasova misses 3-pt jump shot from 26 ft,,116,104
361,4,6:23.0,,Defensive rebound by K. Walker,116,104
362,4,6:10.0,,Turnover by D. Howard (bad pass; steal by M. Belinelli),116,104
363,4,6:02.0,D. Šarić misses 3-pt jump shot from 22 ft,,116,104
364,4,5:56.0,Offensive rebound by B. Simmons,,116,104
365,4,5:53.0,M. Belinelli misses 3-pt jump shot from 24 ft,,116,104
366,4,5:53.0,Offensive rebound by E. İlyasova,,116,104
367,4,5:46.0,E. İlyasova makes 2-pt layup at rim,,118,104
368,4,5:33.0,,F. Kaminsky misses 2-pt jump shot from 7 ft (block by E. İlyasova),118,104
369,4,5:33.0,Defensive rebound by R. Covington,,118,104
370,4,5:24.0,D. Šarić makes 2-pt layup from 1 ft (assist by B. Simmons),,120,104
371,4,5:23.0,,Charlotte full timeout,120,104
372,4,5:23.0,,M. Williams enters the game for J. Lamb,120,104
373,4,5:23.0,,N. Batum enters the game for F. Kaminsky,120,104
374,4,5:23.0,J. Embiid enters the game for M. Belinelli,,120,104
375,4,5:23.0,J. Redick enters the game for E. İlyasova,,120,104
376,4,5:13.0,,Shooting foul by J. Embiid (drawn by D. Howard),120,104
377,4,5:13.0,,D. Howard makes free throw 1 of 2,120,105
378,4,5:13.0,,D. Howard makes free throw 2 of 2,120,106
