,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,WASHINGTON_ACTION,CLEVELAND_SCORE,WASHINGTON_SCORE
183,2,3:22.0,,M. Gortat misses free throw 1 of 2,52,49
184,2,3:22.0,,Offensive rebound by Team,52,49
185,2,3:22.0,J. Green enters the game for J. Crowder,,52,49
186,2,3:22.0,,M. Gortat makes free throw 2 of 2,52,50
187,2,3:03.0,J. Green makes 2-pt jump shot from 13 ft,,54,50
188,2,2:45.0,,K. Oubre misses 3-pt jump shot from 25 ft,54,50
189,2,2:41.0,Defensive rebound by J. Smith,,54,50
190,2,2:30.0,L. James misses 3-pt jump shot from 28 ft,,54,50
191,2,2:25.0,,Defensive rebound by J. Wall,54,50
192,2,2:18.0,,Turnover by J. Wall (lost ball; steal by J. Calderón),54,50
193,2,2:11.0,J. Green misses 3-pt jump shot from 25 ft,,54,50
194,2,2:07.0,,Defensive rebound by M. Gortat,54,50
195,2,1:58.0,,M. Scott makes 2-pt jump shot from 13 ft (assist by J. Wall),54,52
196,2,1:41.0,L. James misses 2-pt jump shot from 8 ft,,54,52
197,2,1:41.0,,Defensive rebound by M. Gortat,54,52
198,2,1:36.0,,Shooting foul by J. Smith (drawn by J. Wall),54,52
199,2,1:36.0,,J. Wall misses free throw 1 of 2,54,52
200,2,1:36.0,,Offensive rebound by Team,54,52
201,2,1:36.0,K. Korver enters the game for J. Smith,,54,52
202,2,1:36.0,,B. Beal enters the game for T. Satoranský,54,52
203,2,1:36.0,,J. Wall makes free throw 2 of 2,54,53
204,2,1:26.0,K. Love misses 3-pt jump shot from 26 ft,,54,53
205,2,1:22.0,,Defensive rebound by J. Wall,54,53
206,2,1:17.0,,B. Beal misses 2-pt jump shot from 10 ft,54,53
207,2,1:15.0,,Offensive rebound by M. Scott,54,53
208,2,1:11.0,,K. Oubre makes 2-pt layup at rim,54,55
209,2,0:57.0,K. Love makes 3-pt jump shot from 26 ft (assist by L. James),,57,55
210,2,0:53.0,,J. Wall makes 2-pt layup from 1 ft,57,57
211,2,0:43.0,L. James misses 2-pt layup from 2 ft (block by B. Beal),,57,57
212,2,0:40.0,,Defensive rebound by J. Wall,57,57
213,2,0:36.0,,B. Beal misses 2-pt jump shot from 9 ft,57,57
214,2,0:36.0,,Offensive rebound by M. Gortat,57,57
215,2,0:26.0,,M. Scott misses 3-pt jump shot from 25 ft,57,57
216,2,0:26.0,,Offensive rebound by J. Wall,57,57
217,2,0:22.0,,J. Wall makes 3-pt jump shot from 26 ft,57,60
218,2,0:02.0,L. James makes 3-pt jump shot from 29 ft,,60,60
219,3,11:46.0,L. James makes 2-pt jump shot from 13 ft,,62,60
220,3,11:26.0,,K. Oubre makes 3-pt jump shot from 25 ft (assist by M. Gortat),62,63
221,3,11:02.0,J. Crowder misses 2-pt jump shot from 11 ft,,62,63
222,3,11:00.0,,Defensive rebound by M. Gortat,62,63
223,3,10:38.0,,B. Beal misses 2-pt jump shot from 16 ft,62,63
224,3,10:34.0,Defensive rebound by K. Love,,62,63
225,3,10:20.0,L. James makes 2-pt jump shot from 16 ft,,64,63
226,3,10:16.0,,Personal take foul by J. Smith (drawn by B. Beal),64,63
227,3,10:14.0,,B. Beal misses 2-pt jump shot from 19 ft,64,63
228,3,10:10.0,Defensive rebound by L. James,,64,63
229,3,10:09.0,K. Love misses 3-pt jump shot from 26 ft,,64,63
230,3,10:09.0,,Defensive rebound by B. Beal,64,63
231,3,9:55.0,,Turnover by M. Gortat (turnover),64,63
232,3,9:46.0,Personal foul by M. Gortat (drawn by K. Love),,64,63
233,3,9:37.0,Turnover by J. Calderón (lost ball; steal by J. Wall),,64,63
234,3,9:31.0,,M. Scott makes 2-pt layup from 4 ft (assist by J. Wall),64,65
235,3,9:12.0,K. Love misses 2-pt jump shot from 18 ft,,64,65
236,3,9:09.0,,Defensive rebound by K. Oubre,64,65
237,3,9:06.0,,J. Wall misses 3-pt jump shot from 25 ft,64,65
238,3,9:01.0,Defensive rebound by J. Calderón,,64,65
239,3,8:52.0,K. Love misses 2-pt layup from 1 ft (block by M. Scott),,64,65
240,3,8:50.0,,Defensive rebound by M. Scott,64,65
241,3,8:45.0,,M. Scott misses 3-pt jump shot from 27 ft,64,65
242,3,8:41.0,Defensive rebound by J. Calderón,,64,65
243,3,8:28.0,L. James misses 2-pt jump shot from 17 ft,,64,65
244,3,8:25.0,,Defensive rebound by K. Oubre,64,65
245,3,8:21.0,,B. Beal makes 2-pt layup from 1 ft (assist by K. Oubre),64,67
246,3,8:21.0,Cleveland full timeout,,64,67
247,3,8:09.0,J. Calderón makes 2-pt layup from 1 ft,,66,67
248,3,7:42.0,,J. Wall misses 3-pt jump shot from 24 ft,66,67
249,3,7:40.0,Defensive rebound by J. Smith,,66,67
250,3,7:31.0,K. Love makes 3-pt jump shot from 25 ft (assist by L. James),,69,67
251,3,7:14.0,,M. Scott makes 2-pt jump shot from 15 ft,69,69
252,3,6:58.0,J. Smith misses 3-pt jump shot from 25 ft,,69,69
253,3,6:54.0,,Defensive rebound by K. Oubre,69,69
254,3,6:49.0,,J. Wall makes 2-pt layup from 1 ft,69,71
255,3,6:41.0,J. Crowder misses 3-pt jump shot from 24 ft,,69,71
256,3,6:38.0,,Defensive rebound by B. Beal,69,71
257,3,6:28.0,,K. Oubre misses 2-pt jump shot from 6 ft,69,71
258,3,6:26.0,Defensive rebound by J. Smith,,69,71
259,3,6:22.0,J. Crowder makes 2-pt layup from 1 ft (assist by L. James),,71,71
260,3,6:08.0,,Offensive foul by K. Oubre (drawn by K. Love),71,71
261,3,6:08.0,,Turnover by K. Oubre (offensive foul),71,71
262,3,6:08.0,T. Thompson enters the game for J. Calderón,,71,71
263,3,5:58.0,L. James misses 2-pt jump shot from 19 ft,,71,71
264,3,5:56.0,,Defensive rebound by K. Oubre,71,71
265,3,5:40.0,,M. Gortat makes 2-pt jump shot from 6 ft (assist by J. Wall),71,73
266,3,5:24.0,K. Love misses 2-pt jump shot from 17 ft,,71,73
267,3,5:21.0,,Defensive rebound by M. Gortat,71,73
268,3,5:13.0,,J. Wall misses 2-pt jump shot from 15 ft (block by J. Smith),71,73
269,3,5:09.0,Defensive rebound by L. James,,71,73
270,3,5:08.0,Turnover by L. James (traveling),,71,73
271,3,4:56.0,,B. Beal makes 2-pt layup from 2 ft (assist by J. Wall),71,75
272,3,4:56.0,,Shooting block foul by K. Love (drawn by B. Beal),71,75
273,3,4:56.0,,B. Beal makes free throw 1 of 1,71,76
274,3,4:39.0,K. Love makes 3-pt jump shot from 26 ft (assist by L. James),,74,76
275,3,4:13.0,,J. Wall makes 2-pt jump shot from 7 ft,74,78
276,3,3:57.0,J. Smith misses 3-pt jump shot from 24 ft,,74,78
277,3,3:54.0,,Defensive rebound by K. Oubre,74,78
278,3,3:43.0,,M. Scott misses 3-pt jump shot from 25 ft,74,78
279,3,3:40.0,Defensive rebound by J. Smith,,74,78
280,3,3:37.0,Turnover by K. Love (step out of bounds),,74,78
281,3,3:29.0,,B. Beal misses 3-pt jump shot from 27 ft,74,78
282,3,3:26.0,Defensive rebound by K. Love,,74,78
283,3,3:15.0,K. Love makes 3-pt jump shot from 26 ft (assist by J. Smith),,77,78
284,3,3:11.0,,Washington full timeout,77,78
285,3,3:11.0,,T. Satoranský enters the game for J. Wall,77,78
286,3,3:11.0,,M. Morris enters the game for M. Gortat,77,78
287,3,3:11.0,J. Green enters the game for L. James,,77,78
288,3,2:54.0,,M. Morris misses 2-pt jump shot from 15 ft,77,78
289,3,2:50.0,Defensive rebound by J. Smith,,77,78
290,3,2:38.0,J. Smith misses 3-pt jump shot from 25 ft,,77,78
291,3,2:36.0,,Defensive rebound by K. Oubre,77,78
292,3,2:20.0,,B. Beal makes 3-pt jump shot from 23 ft (assist by M. Scott),77,81
293,3,1:55.0,J. Green makes 2-pt hook shot from 5 ft,,79,81
294,3,1:39.0,,B. Beal makes 2-pt layup from 3 ft,79,83
295,3,1:21.0,J. Smith makes 2-pt jump shot from 4 ft,,81,83
296,3,0:59.0,,K. Oubre misses 3-pt jump shot from 23 ft,81,83
297,3,0:56.0,Defensive rebound by J. Smith,,81,83
298,3,0:41.0,K. Love makes 2-pt layup at rim,,83,83
299,3,0:33.0,,Personal foul by K. Love (drawn by B. Beal),83,83
300,3,0:33.0,,J. Meeks enters the game for K. Oubre,83,83
301,3,0:33.0,K. Korver enters the game for J. Smith,,83,83
302,3,0:33.0,C. Osman enters the game for K. Love,,83,83
303,3,0:23.0,,B. Beal misses 3-pt jump shot from 25 ft,83,83
304,3,0:19.0,Defensive rebound by J. Green,,83,83
305,3,0:04.0,Personal foul by B. Beal (drawn by J. Green),,83,83
306,3,0:00.0,J. Green misses 3-pt jump shot from 23 ft,,83,83
307,3,0:00.0,Offensive rebound by Team,,83,83
308,4,11:44.0,,M. Morris makes 2-pt layup from 1 ft,83,85
309,4,11:30.0,K. Korver misses 3-pt jump shot from 25 ft,,83,85
310,4,11:26.0,,Defensive rebound by I. Mahinmi,83,85
311,4,11:06.0,,M. Morris misses 2-pt hook shot from 13 ft,83,85
312,4,11:04.0,Defensive rebound by L. James,,83,85
313,4,10:51.0,J. Green misses 2-pt hook shot from 2 ft,,83,85
314,4,10:48.0,,Defensive rebound by J. Meeks,83,85
315,4,10:39.0,,T. Satoranský makes 2-pt hook shot from 5 ft,83,87
316,4,10:27.0,T. Thompson makes 2-pt dunk at rim (assist by K. Korver),,85,87
317,4,10:01.0,,T. Satoranský misses 2-pt jump shot from 14 ft,85,87
318,4,9:59.0,Defensive rebound by L. James,,85,87
319,4,9:55.0,K. Korver makes 2-pt layup from 1 ft (assist by L. James),,87,87
320,4,9:36.0,,B. Beal makes 2-pt layup from 3 ft,87,89
321,4,9:15.0,L. James makes 3-pt jump shot from 26 ft,,90,89
322,4,8:56.0,,M. Morris misses 2-pt jump shot from 16 ft,90,89
323,4,8:53.0,Defensive rebound by L. James,,90,89
324,4,8:38.0,L. James misses 3-pt jump shot from 26 ft,,90,89
325,4,8:33.0,,Defensive rebound by M. Morris,90,89
326,4,8:24.0,C. Frye enters the game for T. Thompson,,90,89
327,4,8:24.0,,J. Wall enters the game for B. Beal,90,89
328,4,8:22.0,,J. Meeks misses 2-pt jump shot from 17 ft,90,89
329,4,8:19.0,Defensive rebound by L. James,,90,89
330,4,8:12.0,K. Korver makes 2-pt jump shot from 10 ft (assist by L. James),,92,89
331,4,7:54.0,,T. Satoranský misses 3-pt jump shot from 26 ft,92,89
332,4,7:52.0,,Offensive rebound by J. Wall,92,89
333,4,7:51.0,,J. Wall misses 3-pt jump shot from 26 ft,92,89
334,4,7:47.0,,Offensive rebound by T. Satoranský,92,89
335,4,7:45.0,,J. Meeks misses 3-pt jump shot from 25 ft,92,89
336,4,7:42.0,Defensive rebound by L. James,,92,89
337,4,7:36.0,Personal foul by I. Mahinmi (drawn by C. Frye),,92,89
338,4,7:22.0,L. James misses 2-pt jump shot from 21 ft,,92,89
339,4,7:19.0,,Defensive rebound by J. Wall,92,89
340,4,7:18.0,,Personal take foul by L. James (drawn by J. Wall),92,89
341,4,7:11.0,,Personal foul by C. Osman (drawn by J. Wall),92,89
342,4,7:11.0,,K. Oubre enters the game for J. Meeks,92,89
343,4,7:00.0,,J. Wall misses 2-pt jump shot from 19 ft,92,89
344,4,6:57.0,Defensive rebound by L. James,,92,89
345,4,6:55.0,J. Green makes 2-pt dunk at rim (assist by L. James),,94,89
346,4,6:55.0,Shooting foul by K. Oubre (drawn by J. Green),,94,89
347,4,6:55.0,,Washington full timeout,94,89
348,4,6:55.0,J. Green makes free throw 1 of 1,,95,89
349,4,6:44.0,,Turnover by J. Wall (lost ball; steal by C. Osman),95,89
350,4,6:30.0,Personal foul by T. Satoranský (drawn by C. Frye),,95,89
351,4,6:30.0,,M. Scott enters the game for I. Mahinmi,95,89
352,4,6:30.0,,B. Beal enters the game for T. Satoranský,95,89
353,4,6:23.0,C. Frye misses 3-pt jump shot from 23 ft,,95,89
354,4,6:18.0,,Defensive rebound by M. Morris,95,89
355,4,6:07.0,,M. Scott misses 3-pt jump shot from 25 ft,95,89
356,4,6:02.0,,Offensive rebound by K. Oubre,95,89
357,4,6:02.0,,K. Oubre makes 2-pt dunk at rim,95,91
358,4,5:46.0,J. Green makes 2-pt hook shot from 3 ft (assist by L. James),,97,91
359,4,5:30.0,,M. Scott makes 2-pt jump shot from 20 ft (assist by B. Beal),97,93
360,4,5:11.0,Turnover by L. James (lost ball; steal by M. Morris),,97,93
361,4,4:54.0,,B. Beal misses 2-pt jump shot from 15 ft,97,93
362,4,4:52.0,,Offensive rebound by Team,97,93
363,4,4:52.0,Loose ball foul by L. James (drawn by M. Morris),,97,93
364,4,4:45.0,,Personal foul by C. Osman (drawn by J. Wall),97,93
365,4,4:45.0,J. Smith enters the game for C. Osman,,97,93
366,4,4:29.0,,J. Wall misses 2-pt layup from 1 ft (block by L. James),97,93
367,4,4:25.0,Defensive rebound by J. Green,,97,93
368,4,4:23.0,J. Smith misses 3-pt jump shot from 24 ft,,97,93
369,4,4:17.0,Offensive rebound by J. Green,,97,93
370,4,4:17.0,J. Green misses 2-pt layup at rim,,97,93
371,4,4:17.0,,Defensive rebound by B. Beal,97,93
372,4,4:13.0,,B. Beal misses 2-pt jump shot from 9 ft,97,93
373,4,4:11.0,Defensive rebound by L. James,,97,93
374,4,4:08.0,,Offensive charge foul by L. James (drawn by B. Beal),97,93
375,4,4:08.0,Turnover by L. James (offensive foul),,97,93
376,4,4:08.0,Cleveland full timeout,,97,93
377,4,4:08.0,Cleveland full timeout,,97,93
378,4,4:08.0,K. Love enters the game for C. Frye,,97,93
379,4,4:02.0,,B. Beal misses 3-pt jump shot from 26 ft,97,93
380,4,3:58.0,Defensive rebound by K. Love,,97,93
381,4,3:44.0,Turnover by L. James (bad pass; steal by M. Scott),,97,93
382,4,3:39.0,,Shooting foul by L. James (drawn by M. Morris),97,93
383,4,3:39.0,,M. Morris misses free throw 1 of 2,97,93
384,4,3:39.0,,Offensive rebound by Team,97,93
385,4,3:39.0,,M. Morris makes free throw 2 of 2,97,94
386,4,3:24.0,K. Love makes 3-pt jump shot from 26 ft (assist by J. Green),,100,94
387,4,3:05.0,,Turnover by J. Wall (lost ball; steal by K. Love),100,94
388,4,3:02.0,L. James makes 2-pt layup at rim,,102,94
389,4,3:02.0,Shooting foul by M. Scott (drawn by L. James),,102,94
390,4,3:02.0,L. James makes free throw 1 of 1,,103,94
391,4,3:00.0,,Turnover by M. Morris (bad pass; steal by J. Smith),103,94
392,4,3:00.0,Cleveland full timeout,,103,94
393,4,2:40.0,L. James misses 2-pt jump shot from 17 ft,,103,94
394,4,2:37.0,,Defensive rebound by J. Wall,103,94
395,4,2:32.0,,M. Scott makes 2-pt jump shot from 17 ft (assist by J. Wall),103,96
396,4,1:57.0,L. James misses 3-pt jump shot from 25 ft,,103,96
397,4,1:57.0,Offensive rebound by Team,,103,96
