,QUARTER,TIME_REMAINING,BOSTON_ACTION,PORTLAND_ACTION,BOSTON_SCORE,PORTLAND_SCORE
385,4,3:48.0,A. Horford misses free throw 1 of 2,,90,91
386,4,3:48.0,Offensive rebound by Team,,90,91
387,4,3:48.0,,E. Turner enters the game for J. Nurkić,90,91
388,4,3:48.0,A. Horford makes free throw 2 of 2,,91,91
389,4,3:28.0,,E. Turner misses 3-pt jump shot from 23 ft,91,91
390,4,3:25.0,,Offensive rebound by A. Aminu,91,91
391,4,3:20.0,,D. Lillard makes 3-pt jump shot from 23 ft (assist by A. Aminu),91,94
392,4,3:12.0,Boston full timeout,,91,94
393,4,3:03.0,T. Rozier makes 3-pt jump shot from 22 ft (assist by J. Tatum),,94,94
394,4,2:42.0,,A. Aminu misses 3-pt jump shot from 24 ft,94,94
395,4,2:40.0,Defensive rebound by T. Rozier,,94,94
396,4,2:28.0,,Violation by A. Aminu (kicked ball),94,94
397,4,2:18.0,J. Tatum misses 2-pt jump shot from 21 ft,,94,94
398,4,2:15.0,,Defensive rebound by D. Lillard,94,94
399,4,2:08.0,,Turnover by D. Lillard (bad pass; steal by T. Rozier),94,94
400,4,2:07.0,Personal take foul by D. Lillard (drawn by T. Rozier),,94,94
401,4,2:07.0,T. Rozier makes free throw 1 of 2,,95,94
402,4,2:07.0,T. Rozier makes free throw 2 of 2,,96,94
403,4,1:52.0,,D. Lillard misses 2-pt layup from 2 ft (block by A. Horford),96,94
404,4,1:52.0,,Offensive rebound by Team,96,94
405,4,1:45.0,,D. Lillard makes 2-pt layup from 1 ft,96,96
406,4,1:29.0,J. Tatum makes 2-pt layup from 1 ft (assist by S. Larkin),,98,96
407,4,1:23.0,,Personal foul by S. Larkin (drawn by D. Lillard),98,96
408,4,1:17.0,,D. Lillard misses 3-pt jump shot from 28 ft,98,96
409,4,1:16.0,Defensive rebound by Team,,98,96
410,4,0:54.0,M. Morris makes 3-pt jump shot from 24 ft,,101,96
411,4,0:54.0,,Portland full timeout,101,96
412,4,0:54.0,,J. Nurkić enters the game for E. Turner,101,96
413,4,0:47.0,,Shooting foul by M. Morris (drawn by D. Lillard),101,96
414,4,0:47.0,,D. Lillard makes free throw 1 of 2,101,97
415,4,0:47.0,,E. Turner enters the game for J. Nurkić,101,97
416,4,0:47.0,,D. Lillard makes free throw 2 of 2,101,98
417,4,0:32.0,J. Tatum makes 2-pt dunk from 1 ft (assist by A. Horford),,103,98
418,4,0:28.0,,C. McCollum makes 2-pt layup from 1 ft,103,100
419,4,0:10.0,Boston full timeout,,103,100
420,4,0:10.0,,E. Davis enters the game for E. Turner,103,100
421,4,0:06.0,J. Tatum misses 2-pt jump shot from 14 ft,,103,100
422,4,0:03.0,Offensive rebound by A. Horford,,103,100
423,4,0:03.0,Personal take foul by C. McCollum (drawn by T. Rozier),,103,100
424,4,0:03.0,T. Rozier makes free throw 1 of 2,,104,100
425,4,0:03.0,T. Rozier makes free throw 2 of 2,,105,100
426,4,0:03.0,,Portland full timeout,105,100
427,4,0:03.0,,E. Turner enters the game for E. Davis,105,100
428,4,0:01.0,,D. Lillard misses 3-pt jump shot from 32 ft,105,100
429,4,0:01.0,Defensive rebound by T. Rozier,,105,100
