,QUARTER,TIME_REMAINING,MIAMI_ACTION,ORLANDO_ACTION,MIAMI_SCORE,ORLANDO_SCORE
0,1,11:40.0,J. Richardson misses 2-pt jump shot from 7 ft (block by J. Simmons),,0,0
1,1,11:33.0,Offensive rebound by H. Whiteside,,0,0
2,1,11:33.0,H. Whiteside misses 2-pt layup from 2 ft,,0,0
3,1,11:31.0,,Defensive rebound by E. Fournier,0,0
4,1,11:16.0,,Turnover by E. Fournier (lost ball; steal by T. Johnson),0,0
5,1,10:59.0,J. Richardson misses 2-pt jump shot from 23 ft,,0,0
6,1,10:57.0,Offensive rebound by Team,,0,0
7,1,10:57.0,Personal foul by A. Gordon (drawn by K. Olynyk),,0,0
8,1,10:45.0,H. Whiteside makes 2-pt hook shot from 1 ft (assist by K. Olynyk),,2,0
9,1,10:26.0,,A. Gordon misses 3-pt jump shot from 22 ft,2,0
10,1,10:23.0,Defensive rebound by H. Whiteside,,2,0
11,1,10:16.0,G. Dragić makes 2-pt layup from 1 ft,,4,0
12,1,10:09.0,,Shooting foul by J. Richardson (drawn by A. Gordon),4,0
13,1,10:09.0,,A. Gordon makes free throw 1 of 2,4,1
14,1,10:09.0,,A. Gordon makes free throw 2 of 2,4,2
15,1,10:01.0,K. Olynyk misses 2-pt jump shot from 10 ft,,4,2
16,1,9:58.0,,Defensive rebound by A. Gordon,4,2
17,1,9:49.0,,J. Simmons misses 2-pt hook shot from 7 ft,4,2
18,1,9:45.0,Defensive rebound by H. Whiteside,,4,2
19,1,9:41.0,G. Dragić makes 3-pt jump shot from 24 ft (assist by J. Richardson),,7,2
20,1,9:30.0,,E. Fournier makes 3-pt jump shot from 26 ft (assist by E. Payton),7,5
21,1,9:16.0,G. Dragić misses 2-pt layup from 1 ft,,7,5
22,1,9:13.0,Offensive rebound by H. Whiteside,,7,5
23,1,9:12.0,H. Whiteside makes 2-pt dunk at rim,,9,5
24,1,8:57.0,,E. Fournier makes 2-pt jump shot from 17 ft (assist by J. Simmons),9,7
25,1,8:42.0,T. Johnson misses 2-pt jump shot from 14 ft,,9,7
26,1,8:41.0,Offensive rebound by H. Whiteside,,9,7
27,1,8:40.0,H. Whiteside misses 2-pt hook shot from 3 ft,,9,7
28,1,8:40.0,,Defensive rebound by J. Simmons,9,7
29,1,8:29.0,,J. Simmons misses 2-pt layup from 2 ft,9,7
30,1,8:26.0,Defensive rebound by K. Olynyk,,9,7
31,1,8:11.0,H. Whiteside misses 2-pt hook shot from 7 ft,,9,7
32,1,8:09.0,,Defensive rebound by E. Payton,9,7
33,1,8:05.0,,A. Gordon makes 2-pt dunk from 1 ft (assist by E. Payton),9,9
34,1,7:45.0,J. Richardson misses 3-pt jump shot from 24 ft,,9,9
35,1,7:40.0,,Defensive rebound by J. Simmons,9,9
36,1,7:37.0,,E. Payton makes 2-pt layup from 1 ft (assist by J. Simmons),9,11
37,1,7:14.0,T. Johnson misses 3-pt jump shot from 25 ft,,9,11
38,1,7:09.0,,Defensive rebound by B. Biyombo,9,11
39,1,7:05.0,,A. Gordon makes 2-pt dunk from 1 ft (assist by E. Payton),9,13
40,1,6:54.0,Miami full timeout,,9,13
41,1,6:41.0,J. Richardson makes 2-pt layup from 1 ft,,11,13
42,1,6:26.0,,B. Biyombo makes 2-pt dunk from 1 ft (assist by J. Simmons),11,15
43,1,6:02.0,K. Olynyk makes 2-pt hook shot from 2 ft (assist by J. Richardson),,13,15
44,1,5:54.0,,J. Simmons makes 3-pt jump shot from 22 ft (assist by E. Payton),13,18
45,1,5:43.0,G. Dragić misses 2-pt layup from 1 ft,,13,18
46,1,5:43.0,Offensive rebound by H. Whiteside,,13,18
47,1,5:43.0,Personal foul by B. Biyombo (drawn by H. Whiteside),,13,18
48,1,5:43.0,W. Ellington enters the game for K. Olynyk,,13,18
49,1,5:43.0,B. Adebayo enters the game for G. Dragić,,13,18
50,1,5:31.0,Personal foul by J. Simmons (drawn by J. Richardson),,13,18
51,1,5:20.0,H. Whiteside makes 2-pt hook shot from 5 ft,,15,18
52,1,5:10.0,,A. Gordon makes 2-pt jump shot from 7 ft (assist by E. Payton),15,20
53,1,4:50.0,W. Ellington misses 3-pt jump shot from 26 ft,,15,20
54,1,4:47.0,Offensive rebound by H. Whiteside,,15,20
55,1,4:41.0,H. Whiteside misses 2-pt hook shot from 10 ft (block by B. Biyombo),,15,20
56,1,4:36.0,,Defensive rebound by A. Gordon,15,20
57,1,4:36.0,,Shooting foul by B. Adebayo (drawn by A. Gordon),15,20
58,1,4:36.0,,A. Gordon makes free throw 1 of 2,15,21
59,1,4:36.0,K. Olynyk enters the game for H. Whiteside,,15,21
60,1,4:36.0,,A. Gordon misses free throw 2 of 2,15,21
61,1,4:34.0,Defensive rebound by B. Adebayo,,15,21
62,1,4:24.0,J. Richardson makes 2-pt jump shot from 14 ft,,17,21
63,1,4:09.0,,E. Payton misses 2-pt jump shot from 14 ft,17,21
64,1,4:07.0,,Offensive rebound by B. Biyombo,17,21
65,1,4:05.0,,Turnover by E. Payton (traveling),17,21
66,1,3:48.0,T. Johnson misses 2-pt layup from 1 ft (block by B. Biyombo),,17,21
67,1,3:45.0,Offensive rebound by T. Johnson,,17,21
68,1,3:42.0,W. Ellington misses 3-pt jump shot from 24 ft,,17,21
69,1,3:39.0,,Defensive rebound by E. Payton,17,21
70,1,3:35.0,,J. Simmons makes 3-pt jump shot from 22 ft (assist by E. Fournier),17,24
71,1,3:17.0,,Personal foul by B. Adebayo (drawn by E. Fournier),17,24
72,1,3:17.0,Turnover by B. Adebayo (turnover),,17,24
73,1,3:06.0,,E. Fournier makes 2-pt layup from 1 ft,17,26
74,1,2:47.0,B. Adebayo misses 2-pt dunk from 2 ft (block by A. Gordon),,17,26
75,1,2:44.0,,Defensive rebound by B. Biyombo,17,26
76,1,2:38.0,,E. Payton makes 2-pt layup from 2 ft,17,28
77,1,2:31.0,Miami full timeout,,17,28
78,1,2:31.0,,M. Speights enters the game for B. Biyombo,17,28
79,1,2:31.0,,A. Afflalo enters the game for J. Simmons,17,28
80,1,2:31.0,G. Dragić enters the game for T. Johnson,,17,28
81,1,2:14.0,G. Dragić makes 2-pt jump shot from 14 ft,,19,28
82,1,1:51.0,,M. Speights misses 3-pt jump shot from 25 ft,19,28
83,1,1:47.0,Defensive rebound by J. Richardson,,19,28
84,1,1:37.0,Shooting foul by A. Gordon (drawn by K. Olynyk),,19,28
85,1,1:37.0,K. Olynyk makes free throw 1 of 2,,20,28
86,1,1:37.0,,D. Augustin enters the game for A. Gordon,20,28
87,1,1:37.0,,M. Hezonja enters the game for E. Payton,20,28
88,1,1:37.0,T. Johnson enters the game for J. Richardson,,20,28
89,1,1:37.0,K. Olynyk makes free throw 2 of 2,,21,28
90,1,1:24.0,,E. Fournier makes 2-pt jump shot from 16 ft,21,30
91,1,1:10.0,G. Dragić misses 2-pt jump shot from 12 ft,,21,30
92,1,1:08.0,,Defensive rebound by M. Speights,21,30
93,1,1:08.0,,Personal foul by G. Dragić (drawn by M. Speights),21,30
94,1,0:53.0,,Turnover by A. Afflalo (step out of bounds),21,30
95,1,0:40.0,K. Olynyk misses 3-pt jump shot from 23 ft,,21,30
96,1,0:37.0,,Defensive rebound by E. Fournier,21,30
97,1,0:31.0,,E. Fournier makes 2-pt layup at rim (assist by M. Speights),21,32
98,1,0:15.0,G. Dragić misses 2-pt jump shot from 6 ft,,21,32
99,1,0:12.0,,Defensive rebound by M. Speights,21,32
100,1,0:01.0,,M. Hezonja misses 3-pt jump shot from 28 ft,21,32
101,1,0:01.0,,Offensive rebound by Team,21,32
