,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,CLEVELAND_ACTION,LA CLIPPERS_SCORE,CLEVELAND_SCORE
18,1,9:59.0,Turnover by B. Griffin (bad pass),,3,0
19,1,9:49.0,,J. Crowder misses 2-pt jump shot from 18 ft,3,0
20,1,9:49.0,,Offensive rebound by K. Love,3,0
21,1,9:49.0,,K. Love misses 2-pt layup at rim,3,0
22,1,9:48.0,Defensive rebound by D. Jordan,,3,0
23,1,9:38.0,Personal foul by K. Love (drawn by D. Jordan),,3,0
24,1,9:29.0,D. Jordan makes 2-pt hook shot from 5 ft (assist by B. Griffin),,5,0
25,1,9:10.0,,I. Shumpert misses 2-pt jump shot from 22 ft,5,0
26,1,9:06.0,Defensive rebound by W. Johnson,,5,0
27,1,8:59.0,W. Johnson makes 3-pt jump shot from 28 ft (assist by S. Thornwell),,8,0
28,1,8:59.0,,Cleveland full timeout,8,0
29,1,8:48.0,,J. Smith misses 3-pt jump shot from 26 ft,8,0
30,1,8:44.0,Defensive rebound by D. Jordan,,8,0
31,1,8:35.0,B. Griffin misses 2-pt jump shot from 9 ft,,8,0
32,1,8:35.0,,Defensive rebound by L. James,8,0
33,1,8:23.0,,J. Smith misses 3-pt jump shot from 23 ft,8,0
34,1,8:23.0,,Offensive rebound by K. Love,8,0
35,1,8:18.0,,J. Crowder misses 2-pt layup from 1 ft (block by D. Jordan),8,0
36,1,8:15.0,Defensive rebound by B. Griffin,,8,0
37,1,8:06.0,W. Johnson misses 3-pt jump shot from 24 ft,,8,0
38,1,8:03.0,Offensive rebound by D. Jordan,,8,0
39,1,8:00.0,D. Jordan makes 2-pt hook shot from 7 ft,,10,0
40,1,7:42.0,,J. Crowder misses 2-pt layup from 5 ft (block by D. Jordan),10,0
41,1,7:37.0,Defensive rebound by B. Griffin,,10,0
42,1,7:34.0,S. Thornwell makes 2-pt jump shot from 20 ft (assist by B. Griffin),,12,0
43,1,7:15.0,,K. Love makes 2-pt jump shot from 11 ft (assist by J. Smith),12,2
44,1,6:57.0,A. Rivers misses 2-pt layup from 7 ft (block by I. Shumpert),,12,2
45,1,6:57.0,Offensive rebound by Team,,12,2
46,1,6:51.0,B. Griffin makes 2-pt jump shot from 15 ft (assist by A. Rivers),,14,2
47,1,6:30.0,,K. Love makes 2-pt layup at rim (assist by J. Smith),14,4
48,1,6:12.0,Personal foul by I. Shumpert (drawn by D. Jordan),,14,4
49,1,6:12.0,,J. Calderón enters the game for I. Shumpert,14,4
50,1,6:08.0,D. Jordan makes 2-pt dunk from 1 ft (assist by A. Rivers),,16,4
51,1,5:48.0,,L. James makes 3-pt jump shot from 26 ft,16,7
52,1,5:38.0,A. Rivers misses 3-pt jump shot from 25 ft,,16,7
53,1,5:36.0,,Defensive rebound by L. James,16,7
54,1,5:29.0,,Personal foul by W. Johnson (drawn by L. James),16,7
55,1,5:28.0,,Offensive foul by J. Calderón (drawn by S. Thornwell),16,7
56,1,5:28.0,,Turnover by J. Calderón (offensive foul),16,7
57,1,5:18.0,D. Jordan makes 2-pt dunk from 1 ft (assist by A. Rivers),,18,7
58,1,4:54.0,,J. Crowder makes 3-pt jump shot from 23 ft (assist by L. James),18,10
59,1,4:38.0,A. Rivers misses 3-pt jump shot from 25 ft,,18,10
60,1,4:38.0,,Defensive rebound by L. James,18,10
61,1,4:28.0,,K. Love makes 2-pt dunk from 1 ft (assist by J. Calderón),18,12
62,1,4:10.0,W. Johnson makes 2-pt dunk from 1 ft (assist by S. Thornwell),,20,12
63,1,4:00.0,,Personal foul by A. Rivers (drawn by J. Smith),20,12
64,1,3:44.0,,L. James makes 2-pt jump shot from 19 ft,20,14
65,1,3:36.0,LA Clippers full timeout,,20,14
66,1,3:36.0,J. Evans enters the game for W. Johnson,,20,14
67,1,3:19.0,A. Rivers misses 2-pt layup from 1 ft,,20,14
68,1,3:09.0,Offensive rebound by D. Jordan,,20,14
69,1,3:09.0,D. Jordan makes 2-pt dunk at rim,,22,14
70,1,3:00.0,,K. Love misses 3-pt jump shot from 27 ft,22,14
71,1,2:58.0,Defensive rebound by B. Griffin,,22,14
72,1,2:43.0,Turnover by S. Thornwell (lost ball; steal by J. Calderón),,22,14
73,1,2:41.0,,Shooting foul by J. Evans (drawn by J. Crowder),22,14
74,1,2:41.0,,J. Crowder makes free throw 1 of 2,22,15
75,1,2:41.0,,C. Frye enters the game for K. Love,22,15
76,1,2:41.0,,K. Korver enters the game for J. Smith,22,15
77,1,2:41.0,,D. Wade enters the game for J. Calderón,22,15
78,1,2:41.0,L. Williams enters the game for A. Rivers,,22,15
79,1,2:41.0,,J. Crowder makes free throw 2 of 2,22,16
80,1,2:19.0,J. Evans misses 2-pt jump shot from 20 ft,,22,16
81,1,2:17.0,,Defensive rebound by C. Frye,22,16
82,1,2:08.0,,J. Crowder makes 2-pt layup at rim (assist by D. Wade),22,18
83,1,2:00.0,D. Jordan makes 2-pt dunk at rim (assist by L. Williams),,24,18
84,1,1:41.0,,Shooting foul by J. Evans (drawn by D. Wade),24,18
85,1,1:41.0,,D. Wade makes free throw 1 of 2,24,19
86,1,1:41.0,,J. Green enters the game for J. Crowder,24,19
87,1,1:41.0,M. Harrell enters the game for D. Jordan,,24,19
88,1,1:41.0,,D. Wade makes free throw 2 of 2,24,20
89,1,1:23.0,S. Thornwell misses 2-pt layup from 7 ft,,24,20
90,1,1:20.0,,Defensive rebound by D. Wade,24,20
91,1,1:14.0,,J. Green misses 2-pt hook shot from 10 ft,24,20
92,1,1:11.0,Defensive rebound by M. Harrell,,24,20
93,1,1:08.0,J. Evans misses 2-pt layup from 2 ft,,24,20
94,1,1:06.0,,Defensive rebound by L. James,24,20
95,1,1:01.0,,L. James makes 2-pt layup from 1 ft (assist by J. Green),24,22
96,1,0:42.0,B. Griffin makes 3-pt jump shot from 25 ft (assist by L. Williams),,27,22
97,1,0:25.0,,L. James makes 2-pt jump shot from 13 ft (assist by J. Green),27,24
98,1,0:05.0,B. Griffin misses 3-pt jump shot from 24 ft,,27,24
99,1,0:01.0,,Defensive rebound by K. Korver,27,24
100,2,11:48.0,,Personal foul by J. Evans (drawn by I. Shumpert),27,24
101,2,11:48.0,W. Johnson enters the game for J. Evans,,27,24
102,2,11:31.0,,D. Wade misses 3-pt jump shot from 23 ft,27,24
103,2,11:28.0,Defensive rebound by L. Williams,,27,24
104,2,11:26.0,Shooting foul by J. Green (drawn by L. Williams),,27,24
105,2,11:26.0,L. Williams makes free throw 1 of 2,,28,24
