,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,SAN ANTONIO_ACTION,OKLAHOMA CITY_SCORE,SAN ANTONIO_SCORE
94,1,1:06.0,Á. Abrines misses 3-pt jump shot from 23 ft,,32,13
95,1,1:03.0,,Defensive rebound by B. Paul,32,13
96,1,0:50.0,,R. Gay makes 2-pt layup from 1 ft (assist by J. Lauvergne),32,15
97,1,0:36.0,R. Felton enters the game for R. Westbrook,,32,15
98,1,0:36.0,P. Patterson enters the game for D. Johnson,,32,15
99,1,0:29.0,P. George misses 2-pt layup from 1 ft,,32,15
100,1,0:26.0,,Defensive rebound by M. Ginóbili,32,15
101,1,0:22.0,,B. Forbes misses 3-pt jump shot from 22 ft,32,15
102,1,0:19.0,,Offensive rebound by R. Gay,32,15
103,1,0:08.0,,Turnover by R. Gay (bad pass; steal by P. Patterson),32,15
104,1,0:01.0,,Offensive charge foul by P. George,32,15
105,1,0:01.0,Turnover by P. George (offensive foul),,32,15
106,1,0:01.0,Technical foul by P. George,,32,15
107,1,0:01.0,,R. Gay misses technical free throw,32,15
108,1,0:01.0,,Offensive rebound by Team,32,15
109,1,0:00.0,,J. Lauvergne misses 3-pt jump shot from 40 ft,32,15
110,1,0:00.0,,Offensive rebound by Team,32,15
111,2,11:44.0,Á. Abrines makes 2-pt hook shot from 2 ft (assist by R. Felton),,34,15
112,2,11:27.0,,R. Gay makes 2-pt hook shot from 1 ft (assist by J. Lauvergne),34,17
113,2,11:08.0,J. Grant makes 2-pt dunk at rim (assist by R. Felton),,36,17
114,2,11:07.0,,San Antonio full timeout,36,17
115,2,10:56.0,,Turnover by D. Green (bad pass; steal by Á. Abrines),36,17
116,2,10:47.0,Turnover by Á. Abrines (bad pass; steal by D. Green),,36,17
117,2,10:39.0,,Offensive foul by B. Forbes (drawn by Á. Abrines),36,17
118,2,10:39.0,,Turnover by B. Forbes (offensive foul),36,17
119,2,10:28.0,P. Patterson makes 3-pt jump shot from 24 ft (assist by R. Felton),,39,17
120,2,10:16.0,,P. Mills misses 2-pt jump shot from 18 ft,39,17
121,2,10:16.0,,Offensive rebound by J. Lauvergne,39,17
122,2,10:11.0,,D. Green misses 3-pt jump shot from 23 ft,39,17
123,2,10:11.0,,Offensive rebound by J. Lauvergne,39,17
124,2,10:09.0,,Shooting foul by P. George (drawn by J. Lauvergne),39,17
125,2,10:09.0,,J. Lauvergne misses free throw 1 of 2,39,17
126,2,10:09.0,,Offensive rebound by Team,39,17
127,2,10:09.0,,K. Anderson enters the game for B. Forbes,39,17
128,2,10:09.0,,J. Lauvergne makes free throw 2 of 2,39,18
129,2,9:59.0,J. Grant makes 2-pt layup from 1 ft (assist by R. Felton),,41,18
130,2,9:40.0,,Shooting foul by Á. Abrines (drawn by K. Anderson),41,18
131,2,9:40.0,,K. Anderson makes free throw 1 of 2,41,19
132,2,9:40.0,,P. Gasol enters the game for R. Gay,41,19
133,2,9:40.0,,D. Bertāns enters the game for J. Lauvergne,41,19
134,2,9:40.0,,K. Anderson makes free throw 2 of 2,41,20
135,2,9:28.0,R. Felton makes 2-pt jump shot from 5 ft,,43,20
136,2,9:11.0,,P. Gasol misses 2-pt jump shot from 6 ft,43,20
137,2,9:07.0,Defensive rebound by J. Grant,,43,20
138,2,8:56.0,Á. Abrines misses 3-pt jump shot from 24 ft,,43,20
139,2,8:54.0,,Defensive rebound by K. Anderson,43,20
140,2,8:44.0,,P. Gasol makes 2-pt layup from 1 ft,43,22
141,2,8:23.0,P. George misses 2-pt layup from 2 ft (block by K. Anderson),,43,22
142,2,8:23.0,,Defensive rebound by D. Green,43,22
143,2,8:16.0,,D. Green misses 3-pt jump shot from 24 ft,43,22
144,2,8:16.0,Defensive rebound by Team,,43,22
145,2,8:14.0,R. Westbrook enters the game for Á. Abrines,,43,22
146,2,8:14.0,S. Adams enters the game for J. Grant,,43,22
147,2,8:01.0,R. Felton misses 2-pt layup from 2 ft (block by P. Gasol),,43,22
148,2,7:57.0,,Defensive rebound by Team,43,22
149,2,7:53.0,,P. Gasol makes 3-pt jump shot from 25 ft (assist by D. Green),43,25
150,2,7:34.0,P. George misses 3-pt jump shot from 24 ft,,43,25
151,2,7:34.0,,Defensive rebound by P. Mills,43,25
152,2,7:16.0,,P. Mills misses 3-pt jump shot from 25 ft,43,25
153,2,7:13.0,Defensive rebound by P. George,,43,25
154,2,7:09.0,Personal foul by P. Gasol (drawn by S. Adams),,43,25
155,2,7:09.0,J. Huestis enters the game for R. Felton,,43,25
156,2,7:09.0,A. Roberson enters the game for P. George,,43,25
157,2,7:09.0,C. Anthony enters the game for P. Patterson,,43,25
158,2,6:58.0,,L. Aldridge enters the game for D. Bertāns,43,25
159,2,6:52.0,R. Westbrook misses 3-pt jump shot from 24 ft,,43,25
160,2,6:52.0,Offensive rebound by Team,,43,25
161,2,6:51.0,Turnover by Team (shot clock),,43,25
162,2,6:35.0,,D. Green misses 3-pt jump shot from 25 ft,43,25
163,2,6:33.0,,Offensive rebound by P. Gasol,43,25
164,2,6:30.0,,L. Aldridge makes 2-pt dunk from 1 ft (assist by P. Gasol),43,27
165,2,6:30.0,Oklahoma City full timeout,,43,27
166,2,6:19.0,R. Westbrook misses 2-pt jump shot from 13 ft,,43,27
167,2,6:16.0,,Defensive rebound by D. Green,43,27
168,2,6:13.0,,Personal foul by J. Huestis (drawn by L. Aldridge),43,27
169,2,6:09.0,,D. Green makes 3-pt jump shot from 22 ft (assist by P. Mills),43,30
170,2,5:53.0,R. Westbrook makes 2-pt layup from 1 ft (assist by C. Anthony),,45,30
171,2,5:31.0,,L. Aldridge misses 2-pt hook shot from 3 ft,45,30
172,2,5:31.0,,Offensive rebound by P. Gasol,45,30
173,2,5:31.0,,Shooting foul by J. Huestis (drawn by P. Gasol),45,30
174,2,5:31.0,,P. Gasol makes free throw 1 of 2,45,31
175,2,5:31.0,P. George enters the game for A. Roberson,,45,31
176,2,5:31.0,Á. Abrines enters the game for J. Huestis,,45,31
177,2,5:31.0,,P. Gasol makes free throw 2 of 2,45,32
178,2,5:20.0,Á. Abrines makes 3-pt jump shot from 23 ft (assist by R. Westbrook),,48,32
179,2,4:57.0,,P. Mills misses 2-pt jump shot from 17 ft,48,32
180,2,4:56.0,Defensive rebound by Team,,48,32
181,2,4:45.0,C. Anthony makes 3-pt jump shot from 23 ft (assist by P. George),,51,32
182,2,4:27.0,,K. Anderson makes 2-pt layup from 1 ft (assist by P. Gasol),51,34
183,2,4:17.0,R. Westbrook misses 3-pt jump shot from 24 ft,,51,34
184,2,4:17.0,,Defensive rebound by K. Anderson,51,34
185,2,4:09.0,,L. Aldridge makes 2-pt layup from 2 ft (assist by K. Anderson),51,36
186,2,3:50.0,Offensive foul by S. Adams (drawn by K. Anderson),,51,36
187,2,3:50.0,Turnover by S. Adams (offensive foul),,51,36
188,2,3:50.0,,D. Murray enters the game for P. Mills,51,36
189,2,3:27.0,,D. Murray misses 2-pt jump shot from 4 ft (block by C. Anthony),51,36
190,2,3:25.0,Defensive rebound by C. Anthony,,51,36
191,2,3:20.0,P. George misses 2-pt layup from 3 ft (block by D. Green),,51,36
192,2,3:20.0,,Defensive rebound by P. Gasol,51,36
193,2,3:12.0,,D. Green makes 3-pt jump shot from 25 ft (assist by K. Anderson),51,39
194,2,2:49.0,R. Westbrook misses 2-pt layup from 1 ft,,51,39
195,2,2:49.0,,Defensive rebound by K. Anderson,51,39
196,2,2:41.0,,Turnover by P. Gasol (bad pass),51,39
197,2,2:41.0,Personal foul by P. Gasol (drawn by P. George),,51,39
198,2,2:20.0,R. Westbrook misses 2-pt layup from 5 ft (block by D. Green),,51,39
199,2,2:20.0,,Defensive rebound by Team,51,39
200,2,2:07.0,,K. Anderson makes 2-pt layup from 1 ft (assist by D. Green),51,41
201,2,1:49.0,C. Anthony makes 2-pt jump shot from 19 ft,,53,41
202,2,1:41.0,,Personal foul by C. Anthony (drawn by L. Aldridge),53,41
203,2,1:41.0,,L. Aldridge makes free throw 1 of 2,53,42
204,2,1:41.0,,L. Aldridge makes free throw 2 of 2,53,43
205,2,1:24.0,R. Westbrook misses 2-pt jump shot from 14 ft,,53,43
206,2,1:20.0,,Defensive rebound by D. Green,53,43
207,2,1:06.0,,Personal foul by P. George (drawn by P. Gasol),53,43
208,2,1:06.0,,P. Gasol makes free throw 1 of 2,53,44
209,2,1:06.0,,P. Gasol makes free throw 2 of 2,53,45
210,2,1:06.0,,P. Mills enters the game for D. Murray,53,45
211,2,0:52.0,Á. Abrines makes 2-pt layup from 1 ft,,55,45
212,2,0:44.0,,D. Green makes 3-pt jump shot from 25 ft (assist by K. Anderson),55,48
213,2,0:28.0,R. Westbrook misses 2-pt layup from 1 ft,,55,48
214,2,0:28.0,Offensive rebound by Team,,55,48
215,2,0:07.0,C. Anthony misses 2-pt jump shot from 17 ft,,55,48
216,2,0:04.0,,Defensive rebound by P. Gasol,55,48
217,3,11:48.0,P. George misses 2-pt jump shot from 18 ft,,55,48
218,3,11:45.0,,Defensive rebound by L. Aldridge,55,48
219,3,11:24.0,,K. Anderson makes 2-pt layup at rim (assist by D. Green),55,50
220,3,11:04.0,A. Roberson misses 3-pt jump shot from 22 ft,,55,50
221,3,11:01.0,,Defensive rebound by L. Aldridge,55,50
222,3,10:45.0,,L. Aldridge misses 3-pt jump shot from 23 ft,55,50
223,3,10:41.0,Defensive rebound by C. Anthony,,55,50
224,3,10:30.0,R. Westbrook misses 2-pt jump shot from 18 ft,,55,50
225,3,10:27.0,,Defensive rebound by P. Mills,55,50
226,3,10:08.0,,K. Anderson misses 2-pt jump shot from 6 ft,55,50
227,3,10:03.0,Defensive rebound by A. Roberson,,55,50
228,3,9:54.0,C. Anthony misses 2-pt jump shot from 12 ft,,55,50
229,3,9:50.0,Offensive rebound by S. Adams,,55,50
230,3,9:36.0,P. George misses 2-pt jump shot from 19 ft,,55,50
231,3,9:31.0,Offensive rebound by R. Westbrook,,55,50
232,3,9:28.0,C. Anthony makes 3-pt jump shot from 26 ft (assist by R. Westbrook),,58,50
233,3,9:14.0,,Personal block foul by A. Roberson (drawn by P. Mills),58,50
234,3,9:04.0,,D. Green makes 3-pt jump shot from 23 ft (assist by P. Mills),58,53
235,3,9:02.0,Oklahoma City full timeout,,58,53
236,3,8:49.0,P. George makes 2-pt layup from 1 ft (assist by R. Westbrook),,60,53
237,3,8:34.0,,L. Aldridge misses 2-pt jump shot from 15 ft,60,53
238,3,8:30.0,Defensive rebound by P. George,,60,53
239,3,8:25.0,P. George makes 2-pt jump shot from 18 ft,,62,53
240,3,8:06.0,,K. Anderson misses 2-pt jump shot from 14 ft,62,53
241,3,8:03.0,,Offensive rebound by P. Gasol,62,53
242,3,7:45.0,,P. Mills misses 3-pt jump shot from 28 ft,62,53
243,3,7:42.0,Defensive rebound by P. George,,62,53
244,3,7:37.0,S. Adams makes 2-pt layup from 1 ft (assist by P. George),,64,53
245,3,7:37.0,Shooting foul by P. Gasol (drawn by S. Adams),,64,53
246,3,7:37.0,S. Adams makes free throw 1 of 1,,65,53
247,3,7:27.0,,P. Mills makes 3-pt jump shot from 24 ft,65,56
248,3,7:08.0,A. Roberson makes 2-pt dunk from 1 ft (assist by R. Westbrook),,67,56
249,3,6:45.0,,L. Aldridge makes 2-pt jump shot from 1 ft (assist by K. Anderson),67,58
250,3,6:26.0,Turnover by C. Anthony (bad pass; steal by D. Green),,67,58
251,3,6:19.0,,P. Gasol makes 3-pt jump shot from 24 ft (assist by K. Anderson),67,61
252,3,5:57.0,R. Westbrook misses 2-pt jump shot from 14 ft,,67,61
253,3,5:54.0,,Defensive rebound by L. Aldridge,67,61
254,3,5:54.0,,Personal foul by A. Roberson (drawn by P. Mills),67,61
255,3,5:44.0,,Personal foul by C. Anthony (drawn by P. Gasol),67,61
256,3,5:35.0,,D. Green misses 3-pt jump shot from 27 ft,67,61
257,3,5:33.0,,Offensive rebound by Team,67,61
258,3,5:31.0,,D. Green misses 2-pt jump shot from 16 ft,67,61
259,3,5:29.0,Defensive rebound by P. George,,67,61
260,3,5:19.0,R. Westbrook misses 2-pt layup from 3 ft,,67,61
261,3,5:17.0,,Defensive rebound by P. Gasol,67,61
262,3,5:05.0,,L. Aldridge misses 2-pt hook shot from 7 ft,67,61
263,3,5:02.0,Defensive rebound by S. Adams,,67,61
264,3,4:49.0,P. George misses 2-pt jump shot from 13 ft,,67,61
265,3,4:46.0,,Defensive rebound by D. Green,67,61
266,3,4:38.0,,P. Mills misses 2-pt layup from 1 ft,67,61
267,3,4:36.0,,Offensive rebound by L. Aldridge,67,61
268,3,4:36.0,,L. Aldridge makes 2-pt dunk at rim,67,63
269,3,4:36.0,Oklahoma City full timeout,,67,63
270,3,4:36.0,,D. Bertāns enters the game for K. Anderson,67,63
271,3,4:36.0,,R. Gay enters the game for D. Green,67,63
272,3,4:36.0,,M. Ginóbili enters the game for P. Gasol,67,63
273,3,4:20.0,P. George makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,70,63
274,3,4:04.0,,D. Bertāns makes 3-pt jump shot from 23 ft (assist by P. Mills),70,66
275,3,3:50.0,C. Anthony makes 2-pt jump shot from 20 ft,,72,66
276,3,3:39.0,,Turnover by R. Gay (bad pass),72,66
277,3,3:39.0,J. Huestis enters the game for P. George,,72,66
278,3,3:29.0,Shooting foul by R. Gay (drawn by S. Adams),,72,66
279,3,3:29.0,S. Adams misses free throw 1 of 2,,72,66
280,3,3:29.0,Offensive rebound by Team,,72,66
281,3,3:29.0,S. Adams makes free throw 2 of 2,,73,66
282,3,3:14.0,,L. Aldridge makes 2-pt jump shot from 10 ft,73,68
283,3,2:52.0,J. Huestis misses 3-pt jump shot from 26 ft,,73,68
284,3,2:48.0,,Defensive rebound by D. Bertāns,73,68
285,3,2:43.0,,Shooting foul by R. Westbrook (drawn by L. Aldridge),73,68
286,3,2:43.0,,L. Aldridge makes free throw 1 of 2,73,69
287,3,2:43.0,,D. Murray enters the game for P. Mills,73,69
288,3,2:43.0,J. Grant enters the game for R. Westbrook,,73,69
289,3,2:43.0,P. Patterson enters the game for C. Anthony,,73,69
290,3,2:43.0,R. Felton enters the game for A. Roberson,,73,69
291,3,2:43.0,,L. Aldridge makes free throw 2 of 2,73,70
292,3,2:19.0,R. Felton makes 3-pt jump shot from 27 ft (assist by J. Huestis),,76,70
293,3,2:06.0,,D. Bertāns makes 3-pt jump shot from 25 ft (assist by R. Gay),76,73
294,3,1:51.0,R. Felton misses 2-pt layup from 3 ft,,76,73
295,3,1:51.0,S. Adams misses 2-pt layup from 2 ft,,76,73
296,3,1:51.0,,Defensive rebound by D. Murray,76,73
297,3,1:51.0,Defensive rebound by S. Adams,,76,73
298,3,1:42.0,,D. Murray misses 2-pt layup from 2 ft,76,73
299,3,1:42.0,Defensive rebound by J. Grant,,76,73
300,3,1:20.0,R. Felton makes 2-pt jump shot from 10 ft,,78,73
301,3,1:07.0,,M. Ginóbili misses 2-pt layup from 2 ft (block by S. Adams),78,73
302,3,1:07.0,,Offensive rebound by L. Aldridge,78,73
303,3,1:07.0,,Shooting foul by J. Grant (drawn by L. Aldridge),78,73
304,3,1:07.0,,L. Aldridge makes free throw 1 of 2,78,74
305,3,1:07.0,P. George enters the game for S. Adams,,78,74
306,3,1:07.0,Á. Abrines enters the game for J. Huestis,,78,74
307,3,1:07.0,,L. Aldridge makes free throw 2 of 2,78,75
308,3,0:50.0,R. Felton misses 2-pt jump shot from 19 ft,,78,75
309,3,0:50.0,,Turnover by M. Ginóbili (lost ball; steal by P. George),78,75
310,3,0:50.0,,Defensive rebound by M. Ginóbili,78,75
311,3,0:41.0,Turnover by P. George (bad pass; steal by D. Murray),,78,75
312,3,0:38.0,,D. Bertāns makes 3-pt jump shot from 26 ft (assist by D. Murray),78,78
313,3,0:16.0,P. George misses 2-pt jump shot from 6 ft (block by R. Gay),,78,78
314,3,0:16.0,,Defensive rebound by R. Gay,78,78
315,3,0:02.0,,R. Gay misses 2-pt layup from 2 ft,78,78
316,3,0:02.0,,Offensive rebound by R. Gay,78,78
317,4,11:37.0,,M. Ginóbili makes 3-pt jump shot from 25 ft,78,81
318,4,11:15.0,P. Patterson misses 2-pt jump shot from 3 ft (block by P. Gasol),,78,81
319,4,11:11.0,,Defensive rebound by R. Gay,78,81
320,4,11:02.0,,R. Gay makes 2-pt layup from 3 ft,78,83
321,4,11:02.0,,Shooting foul by J. Grant (drawn by R. Gay),78,83
322,4,11:02.0,,R. Gay makes free throw 1 of 1,78,84
323,4,10:45.0,J. Grant misses 2-pt layup from 1 ft,,78,84
324,4,10:45.0,,Defensive rebound by D. Murray,78,84
325,4,10:31.0,,D. Bertāns misses 3-pt jump shot from 25 ft,78,84
326,4,10:28.0,Defensive rebound by J. Grant,,78,84
327,4,10:06.0,Shooting foul by R. Gay (drawn by P. George),,78,84
328,4,10:06.0,P. George makes free throw 1 of 3,,79,84
329,4,10:06.0,P. George makes free throw 2 of 3,,80,84
330,4,10:06.0,P. George makes free throw 3 of 3,,81,84
331,4,9:49.0,,M. Ginóbili makes 3-pt jump shot from 25 ft (assist by D. Murray),81,87
332,4,9:29.0,J. Grant misses 2-pt layup from 1 ft (block by D. Bertāns),,81,87
333,4,9:24.0,Offensive rebound by Á. Abrines,,81,87
334,4,9:23.0,Á. Abrines misses 3-pt jump shot from 28 ft,,81,87
335,4,9:23.0,,Defensive rebound by D. Murray,81,87
336,4,9:11.0,,D. Murray misses 2-pt jump shot from 15 ft,81,87
337,4,9:11.0,Defensive rebound by P. Patterson,,81,87
338,4,8:55.0,J. Grant makes 2-pt jump shot from 14 ft (assist by P. George),,83,87
339,4,8:55.0,,San Antonio full timeout,83,87
340,4,8:55.0,,P. Mills enters the game for D. Murray,83,87
341,4,8:55.0,,D. Green enters the game for D. Bertāns,83,87
342,4,8:55.0,R. Westbrook enters the game for Á. Abrines,,83,87
343,4,8:39.0,,R. Gay makes 2-pt dunk at rim (assist by P. Gasol),83,89
344,4,8:21.0,J. Grant makes 2-pt layup from 4 ft (assist by R. Westbrook),,85,89
345,4,7:59.0,,R. Gay misses 2-pt jump shot from 15 ft,85,89
346,4,7:59.0,Defensive rebound by R. Westbrook,,85,89
347,4,7:48.0,P. Patterson makes 3-pt jump shot from 25 ft (assist by P. George),,88,89
348,4,7:33.0,,P. Mills misses 3-pt jump shot from 24 ft,88,89
349,4,7:33.0,Defensive rebound by R. Westbrook,,88,89
350,4,7:24.0,R. Westbrook misses 3-pt jump shot from 25 ft,,88,89
351,4,7:24.0,,Defensive rebound by P. Gasol,88,89
352,4,7:02.0,,Shooting foul by P. George (drawn by M. Ginóbili),88,89
353,4,7:02.0,,M. Ginóbili makes free throw 1 of 2,88,90
354,4,7:02.0,,K. Anderson enters the game for P. Gasol,88,90
355,4,7:02.0,,L. Aldridge enters the game for R. Gay,88,90
356,4,7:02.0,,M. Ginóbili makes free throw 2 of 2,88,91
357,4,6:49.0,,B. Forbes enters the game for M. Ginóbili,88,91
358,4,6:49.0,S. Adams enters the game for J. Grant,,88,91
359,4,6:49.0,C. Anthony enters the game for P. Patterson,,88,91
360,4,6:48.0,Personal foul by P. Mills (drawn by R. Westbrook),,88,91
361,4,6:40.0,R. Westbrook misses 2-pt jump shot from 8 ft,,88,91
362,4,6:36.0,,Defensive rebound by D. Green,88,91
363,4,6:15.0,,D. Green misses 3-pt jump shot from 25 ft,88,91
364,4,6:12.0,Defensive rebound by C. Anthony,,88,91
365,4,6:00.0,R. Westbrook makes 2-pt layup from 1 ft,,90,91
366,4,6:00.0,Shooting foul by L. Aldridge (drawn by R. Westbrook),,90,91
367,4,6:00.0,A. Roberson enters the game for R. Felton,,90,91
368,4,6:00.0,R. Westbrook makes free throw 1 of 1,,91,91
369,4,5:41.0,,L. Aldridge makes 2-pt jump shot from 8 ft,91,93
370,4,5:24.0,Turnover by R. Westbrook (bad pass; steal by K. Anderson),,91,93
371,4,5:05.0,,K. Anderson makes 2-pt layup from 1 ft,91,95
372,4,4:48.0,C. Anthony misses 3-pt jump shot from 25 ft,,91,95
373,4,4:45.0,,Defensive rebound by D. Green,91,95
374,4,4:37.0,,B. Forbes misses 2-pt jump shot from 19 ft,91,95
375,4,4:35.0,Defensive rebound by R. Westbrook,,91,95
376,4,4:21.0,S. Adams makes 2-pt dunk from 1 ft (assist by C. Anthony),,93,95
377,4,3:57.0,,B. Forbes makes 2-pt layup from 2 ft (assist by D. Green),93,97
378,4,3:36.0,C. Anthony misses 2-pt jump shot from 9 ft,,93,97
379,4,3:36.0,,Defensive rebound by Team,93,97
380,4,3:36.0,,D. Bertāns enters the game for B. Forbes,93,97
381,4,3:17.0,,Shooting foul by P. George (drawn by L. Aldridge),93,97
382,4,3:17.0,,L. Aldridge makes free throw 1 of 2,93,98
383,4,3:17.0,,L. Aldridge makes free throw 2 of 2,93,99
384,4,3:09.0,Shooting foul by L. Aldridge (drawn by S. Adams),,93,99
