,QUARTER,TIME_REMAINING,PHOENIX_ACTION,CLEVELAND_ACTION,PHOENIX_SCORE,CLEVELAND_SCORE
28,1,8:05.0,,Turnover by K. Love (bad pass; steal by M. Chriss),3,6
29,1,7:57.0,M. Chriss makes 2-pt hook shot from 1 ft (assist by J. Jackson),,5,6
30,1,7:38.0,,K. Love makes 2-pt hook shot from 11 ft,5,8
31,1,7:21.0,Turnover by E. Payton (lost ball; steal by J. Calderón),,5,8
32,1,7:18.0,,J. Calderón makes 2-pt layup from 2 ft,5,10
33,1,7:00.0,M. Chriss makes 2-pt hook shot from 11 ft,,7,10
34,1,6:48.0,,L. James makes 2-pt dunk at rim (assist by J. Calderón),7,12
35,1,6:29.0,T. Daniels misses 3-pt jump shot from 25 ft,,7,12
36,1,6:26.0,,Defensive rebound by L. James,7,12
37,1,6:24.0,,J. Calderón makes 2-pt layup from 2 ft (assist by L. James),7,14
38,1,6:24.0,Phoenix full timeout,,7,14
39,1,6:24.0,,R. Hood enters the game for G. Hill,7,14
40,1,6:07.0,T. Daniels misses 3-pt jump shot from 26 ft,,7,14
41,1,6:04.0,,Defensive rebound by J. Green,7,14
42,1,6:01.0,,Personal foul by T. Daniels (drawn by L. James),7,14
43,1,5:57.0,,Shooting foul by J. Jackson (drawn by L. James),7,14
44,1,5:57.0,,L. James misses free throw 1 of 2,7,14
45,1,5:57.0,,Offensive rebound by Team,7,14
46,1,5:57.0,,L. James makes free throw 2 of 2,7,15
47,1,5:41.0,Personal foul by L. James (drawn by M. Chriss),,7,15
48,1,5:33.0,M. Chriss makes 2-pt layup from 1 ft (assist by E. Payton),,9,15
49,1,5:15.0,,J. Green misses 2-pt hook shot from 8 ft,9,15
50,1,5:12.0,Defensive rebound by M. Chriss,,9,15
51,1,5:08.0,M. Chriss makes 3-pt jump shot from 25 ft (assist by J. Jackson),,12,15
52,1,5:06.0,,Cleveland full timeout,12,15
53,1,5:06.0,,L. Nance enters the game for J. Green,12,15
54,1,5:06.0,T. Ulis enters the game for J. Jackson,,12,15
55,1,4:58.0,,L. James makes 2-pt layup from 2 ft,12,17
56,1,4:44.0,T. Daniels misses 2-pt jump shot from 21 ft,,12,17
57,1,4:41.0,,Defensive rebound by K. Love,12,17
58,1,4:33.0,,R. Hood makes 2-pt jump shot from 8 ft (assist by L. James),12,19
59,1,4:11.0,T. Daniels makes 2-pt layup at rim (assist by M. Chriss),,14,19
60,1,3:46.0,,L. James makes 2-pt layup at rim (assist by L. Nance),14,21
61,1,3:35.0,T. Daniels makes 3-pt jump shot from 25 ft (assist by T. Ulis),,17,21
62,1,3:12.0,,J. Calderón misses 3-pt jump shot from 26 ft,17,21
63,1,3:12.0,Defensive rebound by Team,,17,21
64,1,3:12.0,,J. Smith enters the game for K. Love,17,21
65,1,3:12.0,,J. Clarkson enters the game for J. Calderón,17,21
66,1,3:12.0,A. Len enters the game for E. Payton,,17,21
67,1,3:12.0,J. Jackson enters the game for D. Bender,,17,21
68,1,2:55.0,J. Jackson makes 2-pt layup at rim (assist by M. Chriss),,19,21
69,1,2:45.0,,J. Clarkson misses 2-pt jump shot from 16 ft,19,21
70,1,2:43.0,Defensive rebound by J. Jackson,,19,21
71,1,2:36.0,J. Jackson makes 2-pt jump shot from 18 ft,,21,21
72,1,2:14.0,,Personal foul by T. Ulis (drawn by J. Clarkson),21,21
73,1,2:09.0,,Turnover by J. Smith (bad pass),21,21
74,1,1:58.0,J. Jackson makes 2-pt jump shot from 20 ft,,23,21
75,1,1:40.0,,L. James misses 3-pt jump shot from 23 ft,23,21
76,1,1:34.0,,Offensive rebound by J. Clarkson,23,21
77,1,1:34.0,,J. Clarkson misses 2-pt layup at rim,23,21
78,1,1:33.0,Defensive rebound by A. Len,,23,21
79,1,1:28.0,Turnover by T. Daniels (bad pass),,23,21
80,1,1:24.0,,R. Hood makes 2-pt jump shot from 17 ft (assist by L. James),23,23
81,1,1:14.0,Personal foul by J. Smith (drawn by J. Jackson),,23,23
82,1,1:14.0,S. Harrison enters the game for T. Daniels,,23,23
83,1,1:13.0,Personal foul by L. James (drawn by M. Chriss),,23,23
84,1,1:13.0,M. Chriss makes free throw 1 of 2,,24,23
85,1,1:13.0,M. Chriss makes free throw 2 of 2,,25,23
86,1,1:02.0,,L. Nance misses 3-pt jump shot from 23 ft,25,23
87,1,1:02.0,Defensive rebound by Team,,25,23
88,1,0:46.0,A. Len makes 2-pt dunk at rim (assist by J. Jackson),,27,23
89,1,0:25.0,,J. Clarkson misses 3-pt jump shot from 25 ft,27,23
90,1,0:25.0,Defensive rebound by M. Chriss,,27,23
91,1,0:06.0,J. Jackson misses 3-pt jump shot from 27 ft,,27,23
92,1,0:03.0,,Defensive rebound by L. James,27,23
93,1,0:00.0,,L. Nance misses 3-pt jump shot from 41 ft,27,23
94,1,0:00.0,,Offensive rebound by Team,27,23
95,2,11:50.0,,Turnover by G. Hill (out of bounds lost ball),27,23
96,2,11:47.0,,Technical foul by G. Hill,27,23
97,2,11:47.0,T. Ulis makes technical free throw,,28,23
98,2,11:38.0,T. Ulis makes 2-pt jump shot from 13 ft,,30,23
99,2,11:12.0,,G. Hill makes 2-pt jump shot from 2 ft,30,25
100,2,11:04.0,Shooting foul by T. Thompson (drawn by A. Len),,30,25
101,2,11:04.0,A. Len makes free throw 1 of 2,,31,25
102,2,11:04.0,A. Len misses free throw 2 of 2,,31,25
103,2,11:00.0,,Defensive rebound by J. Clarkson,31,25
104,2,10:51.0,,J. Clarkson makes 2-pt hook shot from 9 ft,31,27
105,2,10:38.0,Offensive foul by A. Len (drawn by G. Hill),,31,27
106,2,10:38.0,Turnover by A. Len (offensive foul),,31,27
107,2,10:25.0,,G. Hill misses 2-pt jump shot from 17 ft,31,27
108,2,10:22.0,Defensive rebound by D. Reed,,31,27
109,2,10:14.0,A. Len misses 2-pt jump shot from 4 ft,,31,27
110,2,10:10.0,,Defensive rebound by G. Hill,31,27
111,2,10:07.0,,J. Clarkson makes 2-pt layup from 2 ft,31,29
112,2,9:49.0,S. Harrison makes 2-pt layup at rim,,33,29
113,2,9:38.0,,Personal foul by J. Dudley (drawn by J. Green),33,29
114,2,9:29.0,,J. Clarkson misses 2-pt jump shot from 13 ft,33,29
115,2,9:26.0,,Offensive rebound by J. Clarkson,33,29
116,2,9:24.0,,J. Green misses 3-pt jump shot from 25 ft,33,29
117,2,9:22.0,Defensive rebound by J. Dudley,,33,29
118,2,9:15.0,T. Ulis misses 2-pt jump shot from 13 ft,,33,29
119,2,9:15.0,,Defensive rebound by Team,33,29
120,2,9:15.0,Loose ball foul by A. Len (drawn by T. Thompson),,33,29
121,2,9:15.0,D. Bender enters the game for A. Len,,33,29
122,2,9:03.0,,Personal foul by D. Reed (drawn by J. Smith),33,29
123,2,8:57.0,,Shooting foul by S. Harrison (drawn by J. Clarkson),33,29
124,2,8:57.0,,J. Clarkson makes free throw 1 of 2,33,30
125,2,8:57.0,,J. Clarkson makes free throw 2 of 2,33,31
126,2,8:42.0,Turnover by D. Bender (lost ball; steal by J. Clarkson),,33,31
127,2,8:35.0,,Shooting foul by S. Harrison (drawn by J. Smith),33,31
128,2,8:35.0,,J. Smith makes free throw 1 of 2,33,32
129,2,8:35.0,M. Chriss enters the game for S. Harrison,,33,32
130,2,8:35.0,E. Payton enters the game for D. Bender,,33,32
131,2,8:35.0,,J. Smith makes free throw 2 of 2,33,33
132,2,8:19.0,Turnover by T. Ulis (traveling),,33,33
133,2,8:03.0,,J. Green makes 3-pt jump shot from 25 ft (assist by J. Smith),33,36
134,2,7:44.0,J. Dudley misses 3-pt jump shot from 25 ft,,33,36
135,2,7:42.0,,Defensive rebound by J. Green,33,36
136,2,7:37.0,,Turnover by J. Green (bad pass; steal by J. Dudley),33,36
137,2,7:30.0,D. Reed misses 3-pt jump shot from 24 ft,,33,36
138,2,7:27.0,,Defensive rebound by T. Thompson,33,36
139,2,7:18.0,,J. Clarkson makes 2-pt jump shot from 10 ft,33,38
140,2,7:17.0,Phoenix full timeout,,33,38
141,2,7:17.0,,K. Love enters the game for T. Thompson,33,38
142,2,7:17.0,,L. James enters the game for J. Green,33,38
143,2,7:17.0,J. Jackson enters the game for D. Reed,,33,38
144,2,7:05.0,T. Ulis misses 2-pt jump shot from 17 ft,,33,38
145,2,7:02.0,,Defensive rebound by G. Hill,33,38
146,2,6:50.0,,K. Love makes 3-pt jump shot from 27 ft (assist by G. Hill),33,41
147,2,6:26.0,T. Ulis makes 2-pt layup from 1 ft (assist by J. Dudley),,35,41
148,2,6:19.0,,J. Smith makes 3-pt jump shot from 25 ft (assist by L. James),35,44
149,2,6:09.0,Turnover by M. Chriss (traveling),,35,44
150,2,6:09.0,,J. Calderón enters the game for G. Hill,35,44
151,2,6:09.0,T. Daniels enters the game for T. Ulis,,35,44
152,2,5:57.0,,J. Smith makes 3-pt jump shot from 24 ft (assist by L. James),35,47
153,2,5:44.0,J. Jackson misses 2-pt jump shot from 20 ft,,35,47
154,2,5:42.0,,Defensive rebound by K. Love,35,47
155,2,5:36.0,,J. Clarkson misses 3-pt jump shot from 23 ft,35,47
156,2,5:32.0,Defensive rebound by T. Daniels,,35,47
157,2,5:26.0,J. Jackson misses 3-pt jump shot from 25 ft,,35,47
158,2,5:23.0,,Defensive rebound by J. Smith,35,47
159,2,5:09.0,,K. Love makes 2-pt layup from 1 ft (assist by L. James),35,49
160,2,4:56.0,E. Payton misses 2-pt jump shot from 5 ft (block by J. Clarkson),,35,49
161,2,4:48.0,Offensive rebound by E. Payton,,35,49
162,2,4:48.0,E. Payton makes 2-pt layup at rim,,37,49
163,2,4:41.0,,Personal foul by E. Payton (drawn by J. Clarkson),37,49
164,2,4:41.0,,J. Clarkson misses free throw 1 of 2,37,49
165,2,4:41.0,,Offensive rebound by Team,37,49
166,2,4:41.0,,L. Nance enters the game for J. Smith,37,49
167,2,4:41.0,A. Len enters the game for M. Chriss,,37,49
168,2,4:41.0,D. Bender enters the game for J. Dudley,,37,49
169,2,4:41.0,,J. Clarkson makes free throw 2 of 2,37,50
170,2,4:24.0,Turnover by E. Payton (bad pass; steal by K. Love),,37,50
171,2,4:12.0,,J. Clarkson makes 2-pt jump shot from 10 ft (assist by L. Nance),37,52
172,2,4:00.0,E. Payton misses 2-pt jump shot from 15 ft,,37,52
173,2,3:58.0,,Defensive rebound by L. Nance,37,52
174,2,3:54.0,,K. Love makes 3-pt jump shot from 27 ft (assist by L. James),37,55
175,2,3:54.0,Phoenix full timeout,,37,55
176,2,3:54.0,,R. Hood enters the game for J. Clarkson,37,55
177,2,3:54.0,T. Ulis enters the game for E. Payton,,37,55
178,2,3:39.0,Shooting foul by L. James (drawn by A. Len),,37,55
179,2,3:39.0,A. Len makes free throw 1 of 2,,38,55
180,2,3:39.0,A. Len misses free throw 2 of 2,,38,55
181,2,3:37.0,,Defensive rebound by K. Love,38,55
182,2,3:29.0,,Shooting foul by A. Len (drawn by R. Hood),38,55
183,2,3:29.0,,R. Hood misses free throw 1 of 2,38,55
184,2,3:29.0,,Offensive rebound by Team,38,55
185,2,3:29.0,M. Chriss enters the game for A. Len,,38,55
186,2,3:29.0,,R. Hood makes free throw 2 of 2,38,56
187,2,3:18.0,T. Daniels makes 3-pt jump shot from 25 ft (assist by T. Ulis),,41,56
188,2,3:03.0,,L. James makes 2-pt layup from 2 ft,41,58
189,2,2:48.0,J. Jackson misses 3-pt jump shot from 22 ft,,41,58
190,2,2:45.0,,Defensive rebound by L. Nance,41,58
191,2,2:39.0,,K. Love misses 3-pt jump shot from 27 ft,41,58
192,2,2:37.0,Defensive rebound by D. Bender,,41,58
193,2,2:32.0,J. Jackson misses 2-pt layup at rim,,41,58
194,2,2:23.0,Offensive rebound by M. Chriss,,41,58
195,2,2:23.0,M. Chriss makes 2-pt dunk at rim,,43,58
196,2,2:21.0,,L. Nance misses 2-pt jump shot from 20 ft,43,58
197,2,2:21.0,Defensive rebound by T. Daniels,,43,58
198,2,2:02.0,M. Chriss misses 2-pt jump shot from 10 ft,,43,58
199,2,2:01.0,,Defensive rebound by Team,43,58
200,2,2:01.0,,G. Hill enters the game for J. Calderón,43,58
201,2,2:01.0,,Cleveland full timeout,43,58
202,2,2:01.0,,J. Smith enters the game for L. James,43,58
203,2,1:45.0,,R. Hood misses 2-pt jump shot from 15 ft,43,58
204,2,1:43.0,,Offensive rebound by L. Nance,43,58
205,2,1:39.0,,R. Hood misses 3-pt jump shot from 26 ft,43,58
206,2,1:36.0,Defensive rebound by J. Jackson,,43,58
207,2,1:28.0,J. Jackson makes 2-pt hook shot from 9 ft,,45,58
208,2,1:15.0,,K. Love misses 2-pt hook shot from 10 ft,45,58
209,2,1:13.0,Defensive rebound by M. Chriss,,45,58
210,2,1:07.0,T. Daniels misses 3-pt jump shot from 26 ft,,45,58
211,2,1:05.0,,Defensive rebound by L. Nance,45,58
212,2,0:54.0,,Personal foul by J. Jackson (drawn by K. Love),45,58
213,2,0:54.0,,K. Love makes free throw 1 of 2,45,59
214,2,0:54.0,D. Reed enters the game for J. Jackson,,45,59
215,2,0:54.0,,K. Love makes free throw 2 of 2,45,60
216,2,0:35.0,Shooting foul by K. Love (drawn by M. Chriss),,45,60
217,2,0:35.0,M. Chriss misses free throw 1 of 2,,45,60
218,2,0:35.0,Offensive rebound by Team,,45,60
219,2,0:35.0,M. Chriss misses free throw 2 of 2,,45,60
220,2,0:32.0,,Defensive rebound by K. Love,45,60
221,2,0:20.0,,J. Smith misses 2-pt jump shot from 3 ft,45,60
222,2,0:14.0,,Offensive rebound by L. Nance,45,60
223,2,0:14.0,,L. Nance makes 2-pt dunk at rim,45,62
224,2,0:03.0,T. Ulis misses 2-pt jump shot from 18 ft,,45,62
225,2,0:03.0,,Defensive rebound by L. Nance,45,62
226,2,0:00.0,,L. Nance misses 3-pt jump shot from 58 ft,45,62
227,2,0:00.0,,Offensive rebound by Team,45,62
228,3,11:50.0,,Turnover by J. Calderón (bad pass; steal by J. Jackson),45,62
229,3,11:46.0,J. Jackson makes 2-pt dunk from 2 ft,,47,62
230,3,11:26.0,,Shooting foul by J. Jackson (drawn by L. Nance),47,62
231,3,11:26.0,,L. Nance makes free throw 1 of 2,47,63
232,3,11:26.0,,L. Nance makes free throw 2 of 2,47,64
233,3,11:03.0,M. Chriss makes 2-pt layup from 1 ft,,49,64
234,3,10:51.0,,Turnover by J. Calderón (bad pass; steal by J. Jackson),49,64
235,3,10:45.0,J. Jackson makes 2-pt jump shot from 7 ft,,51,64
236,3,10:31.0,,L. James misses 2-pt layup at rim,51,64
237,3,10:24.0,,Offensive rebound by L. Nance,51,64
238,3,10:24.0,,L. Nance makes 2-pt dunk at rim,51,66
239,3,10:12.0,T. Daniels misses 3-pt jump shot from 26 ft,,51,66
240,3,10:09.0,,Defensive rebound by J. Calderón,51,66
241,3,9:54.0,,K. Love misses 3-pt jump shot from 29 ft,51,66
242,3,9:51.0,Defensive rebound by T. Daniels,,51,66
243,3,9:47.0,E. Payton misses 2-pt layup from 6 ft (block by L. James),,51,66
244,3,9:47.0,Offensive rebound by Team,,51,66
245,3,9:40.0,E. Payton misses 2-pt jump shot from 10 ft (block by G. Hill),,51,66
246,3,9:37.0,,Defensive rebound by G. Hill,51,66
247,3,9:35.0,,Personal foul by J. Jackson (drawn by L. James),51,66
248,3,9:35.0,D. Reed enters the game for J. Jackson,,51,66
249,3,9:26.0,,L. Nance makes 2-pt dunk at rim (assist by L. James),51,68
250,3,9:12.0,D. Reed misses 3-pt jump shot from 25 ft,,51,68
251,3,9:10.0,,Defensive rebound by L. James,51,68
252,3,9:00.0,,L. James makes 2-pt layup at rim,51,70
253,3,8:52.0,E. Payton misses 2-pt layup from 1 ft,,51,70
254,3,8:52.0,,Defensive rebound by Team,51,70
255,3,8:52.0,Loose ball foul by M. Chriss (drawn by K. Love),,51,70
256,3,8:37.0,,L. James makes 2-pt layup from 1 ft,51,72
257,3,8:37.0,,Shooting foul by D. Reed (drawn by L. James),51,72
258,3,8:37.0,,L. James misses free throw 1 of 1,51,72
259,3,8:37.0,Defensive rebound by M. Chriss,,51,72
260,3,8:24.0,Offensive foul by D. Bender (drawn by J. Calderón),,51,72
261,3,8:24.0,Turnover by D. Bender (offensive foul),,51,72
262,3,8:01.0,,K. Love misses 2-pt jump shot from 6 ft,51,72
263,3,8:01.0,,Offensive rebound by L. Nance,51,72
264,3,8:01.0,,L. Nance makes 2-pt layup at rim,51,74
265,3,8:01.0,Phoenix full timeout,,51,74
266,3,8:01.0,J. Dudley enters the game for E. Payton,,51,74
267,3,8:01.0,T. Ulis enters the game for D. Reed,,51,74
268,3,7:39.0,D. Bender misses 3-pt jump shot from 22 ft,,51,74
269,3,7:39.0,,Defensive rebound by Team,51,74
270,3,7:18.0,,L. James makes 2-pt jump shot from 13 ft,51,76
271,3,7:06.0,T. Daniels makes 3-pt jump shot from 25 ft (assist by J. Dudley),,54,76
272,3,6:43.0,,G. Hill makes 3-pt jump shot from 24 ft (assist by L. James),54,79
273,3,6:35.0,T. Daniels misses 3-pt jump shot from 26 ft,,54,79
274,3,6:31.0,,Defensive rebound by L. Nance,54,79
275,3,6:11.0,,K. Love misses 2-pt jump shot from 16 ft (block by J. Dudley),54,79
276,3,6:07.0,Defensive rebound by J. Dudley,,54,79
277,3,6:02.0,T. Ulis makes 2-pt layup from 1 ft (assist by T. Daniels),,56,79
278,3,5:57.0,,Personal foul by J. Dudley (drawn by L. James),56,79
279,3,5:57.0,,L. James makes free throw 1 of 2,56,80
280,3,5:57.0,,T. Thompson enters the game for L. Nance,56,80
281,3,5:57.0,,J. Smith enters the game for J. Calderón,56,80
282,3,5:57.0,A. Len enters the game for D. Bender,,56,80
283,3,5:57.0,,L. James makes free throw 2 of 2,56,81
284,3,5:48.0,J. Dudley misses 3-pt jump shot from 23 ft,,56,81
285,3,5:44.0,,Defensive rebound by G. Hill,56,81
286,3,5:37.0,,G. Hill makes 2-pt layup at rim,56,83
287,3,5:19.0,T. Daniels misses 2-pt jump shot from 15 ft,,56,83
288,3,5:17.0,Offensive rebound by A. Len,,56,83
289,3,5:14.0,T. Ulis misses 2-pt jump shot from 15 ft,,56,83
290,3,5:11.0,,Defensive rebound by L. James,56,83
291,3,5:03.0,,J. Smith misses 3-pt jump shot from 28 ft,56,83
292,3,4:59.0,,Offensive rebound by T. Thompson,56,83
293,3,4:49.0,,T. Thompson misses 2-pt hook shot from 5 ft (block by M. Chriss),56,83
294,3,4:46.0,Defensive rebound by T. Daniels,,56,83
295,3,4:43.0,T. Ulis makes 2-pt layup from 1 ft,,58,83
296,3,4:42.0,,Cleveland full timeout,58,83
297,3,4:42.0,,R. Hood enters the game for K. Love,58,83
298,3,4:24.0,,T. Thompson misses 2-pt layup from 4 ft (block by M. Chriss),58,83
299,3,4:24.0,,Offensive rebound by T. Thompson,58,83
300,3,4:17.0,,T. Thompson misses 2-pt layup from 3 ft,58,83
301,3,4:12.0,Defensive rebound by T. Daniels,,58,83
302,3,4:09.0,T. Ulis misses 2-pt jump shot from 17 ft,,58,83
303,3,4:06.0,,Defensive rebound by L. James,58,83
304,3,4:00.0,,L. James makes 2-pt layup from 2 ft,58,85
305,3,3:47.0,M. Chriss makes 2-pt dunk at rim (assist by T. Ulis),,60,85
306,3,3:30.0,,T. Thompson makes 2-pt layup at rim (assist by R. Hood),60,87
307,3,3:03.0,J. Dudley misses 3-pt jump shot from 23 ft,,60,87
308,3,3:00.0,Offensive rebound by A. Len,,60,87
309,3,2:56.0,T. Daniels makes 3-pt jump shot from 22 ft (assist by A. Len),,63,87
310,3,2:42.0,,Turnover by L. James (bad pass; steal by J. Dudley),63,87
311,3,2:36.0,Turnover by T. Ulis (bad pass; steal by L. James),,63,87
312,3,2:35.0,,L. James makes 2-pt layup at rim,63,89
313,3,2:35.0,,Shooting foul by J. Dudley (drawn by L. James),63,89
314,3,2:35.0,,J. Clarkson enters the game for G. Hill,63,89
315,3,2:35.0,D. Bender enters the game for M. Chriss,,63,89
316,3,2:35.0,,L. James makes free throw 1 of 1,63,90
317,3,2:23.0,Turnover by T. Ulis (turnover),,63,90
318,3,2:19.0,,Turnover by L. James (out of bounds lost ball),63,90
319,3,2:01.0,D. Bender misses 3-pt jump shot from 25 ft,,63,90
320,3,1:57.0,,Defensive rebound by T. Thompson,63,90
321,3,1:45.0,,L. James makes 3-pt jump shot from 25 ft,63,93
322,3,1:32.0,Personal foul by R. Hood (drawn by A. Len),,63,93
323,3,1:27.0,T. Ulis makes 2-pt jump shot from 15 ft (assist by D. Bender),,65,93
324,3,1:15.0,,L. James misses 3-pt jump shot from 25 ft,65,93
325,3,1:12.0,Defensive rebound by D. Bender,,65,93
326,3,1:07.0,T. Ulis misses 2-pt layup from 2 ft,,65,93
327,3,1:07.0,Offensive rebound by Team,,65,93
328,3,1:07.0,,Loose ball foul by T. Thompson (drawn by A. Len),65,93
329,3,1:07.0,A. Len makes free throw 1 of 2,,66,93
330,3,1:07.0,A. Len makes free throw 2 of 2,,67,93
331,3,0:57.0,,Turnover by L. James (bad pass; steal by T. Ulis),67,93
332,3,0:55.0,J. Dudley makes 2-pt layup from 1 ft (assist by T. Ulis),,69,93
333,3,0:39.0,,Turnover by L. James (bad pass; steal by D. Bender),69,93
334,3,0:29.0,D. Bender makes 2-pt layup from 1 ft (assist by T. Ulis),,71,93
335,3,0:07.0,,L. James misses 3-pt jump shot from 28 ft,71,93
336,3,0:03.0,,Offensive rebound by R. Hood,71,93
337,3,0:03.0,,R. Hood misses 2-pt layup at rim,71,93
338,3,0:03.0,Defensive rebound by Team,,71,93
339,3,0:00.0,T. Daniels misses 3-pt jump shot from 31 ft,,71,93
340,3,0:00.0,Offensive rebound by Team,,71,93
341,4,11:46.0,Shooting foul by J. Smith (drawn by A. Len),,71,93
342,4,11:46.0,A. Len makes free throw 1 of 2,,72,93
343,4,11:46.0,A. Len misses free throw 2 of 2,,72,93
344,4,11:44.0,,Defensive rebound by K. Love,72,93
345,4,11:32.0,,R. Hood misses 3-pt jump shot from 24 ft,72,93
346,4,11:27.0,Defensive rebound by J. Jackson,,72,93
347,4,11:20.0,J. Jackson misses 2-pt jump shot from 12 ft,,72,93
348,4,11:17.0,,Defensive rebound by J. Smith,72,93
349,4,11:07.0,,L. Nance misses 2-pt hook shot from 5 ft,72,93
350,4,11:04.0,Defensive rebound by T. Ulis,,72,93
351,4,11:01.0,J. Jackson makes 2-pt layup from 1 ft (assist by T. Ulis),,74,93
352,4,10:49.0,,K. Love makes 2-pt jump shot from 13 ft,74,95
353,4,10:33.0,J. Jackson misses 2-pt jump shot from 21 ft,,74,95
354,4,10:27.0,Offensive rebound by T. Ulis,,74,95
355,4,10:24.0,Turnover by T. Ulis (bad pass; steal by J. Clarkson),,74,95
356,4,10:18.0,,K. Love misses 3-pt jump shot from 27 ft,74,95
357,4,10:17.0,Defensive rebound by Team,,74,95
358,4,10:01.0,Shooting foul by J. Clarkson (drawn by J. Jackson),,74,95
359,4,10:01.0,J. Jackson misses free throw 1 of 2,,74,95
360,4,10:01.0,Offensive rebound by Team,,74,95
361,4,10:01.0,J. Jackson makes free throw 2 of 2,,75,95
362,4,9:40.0,,R. Hood makes 2-pt jump shot from 15 ft (assist by J. Clarkson),75,97
363,4,9:20.0,A. Len makes 2-pt dunk from 1 ft (assist by T. Ulis),,77,97
364,4,9:02.0,,J. Clarkson misses 2-pt jump shot from 1 ft,77,97
365,4,8:59.0,Defensive rebound by J. Dudley,,77,97
366,4,8:57.0,Turnover by J. Dudley (bad pass; steal by K. Love),,77,97
367,4,8:56.0,,Shooting foul by A. Len (drawn by K. Love),77,97
368,4,8:56.0,,K. Love makes free throw 1 of 2,77,98
369,4,8:56.0,,K. Love makes free throw 2 of 2,77,99
370,4,8:49.0,J. Jackson misses 2-pt jump shot from 20 ft,,77,99
371,4,8:47.0,,Defensive rebound by R. Hood,77,99
372,4,8:42.0,,K. Love misses 3-pt jump shot from 22 ft,77,99
373,4,8:38.0,Defensive rebound by D. Bender,,77,99
374,4,8:35.0,Turnover by D. Bender (bad pass; steal by J. Smith),,77,99
375,4,8:33.0,,Turnover by L. Nance (bad pass),77,99
376,4,8:17.0,J. Jackson misses 2-pt jump shot from 5 ft,,77,99
377,4,8:15.0,Offensive rebound by J. Jackson,,77,99
378,4,8:13.0,J. Jackson misses 2-pt layup at rim,,77,99
379,4,8:12.0,,Defensive rebound by L. Nance,77,99
380,4,8:06.0,,R. Hood makes 2-pt jump shot from 7 ft,77,101
381,4,7:43.0,Shooting foul by J. Clarkson (drawn by A. Len),,77,101
382,4,7:43.0,A. Len misses free throw 1 of 2,,77,101
383,4,7:43.0,Offensive rebound by Team,,77,101
384,4,7:43.0,E. Payton enters the game for J. Dudley,,77,101
385,4,7:43.0,T. Daniels enters the game for T. Ulis,,77,101
386,4,7:43.0,A. Len makes free throw 2 of 2,,78,101
387,4,7:27.0,,K. Love makes 2-pt jump shot from 9 ft (assist by J. Smith),78,103
388,4,7:19.0,A. Len makes 2-pt dunk from 1 ft (assist by J. Jackson),,80,103
389,4,7:06.0,,J. Clarkson misses 2-pt jump shot from 10 ft,80,103
390,4,7:06.0,,Offensive rebound by R. Hood,80,103
391,4,6:52.0,,J. Smith misses 2-pt jump shot from 15 ft,80,103
392,4,6:49.0,Defensive rebound by A. Len,,80,103
393,4,6:40.0,D. Bender misses 3-pt jump shot from 25 ft,,80,103
394,4,6:40.0,,Defensive rebound by J. Smith,80,103
395,4,6:31.0,,L. Nance makes 2-pt layup from 1 ft (assist by K. Love),80,105
396,4,6:31.0,,Shooting foul by E. Payton (drawn by L. Nance),80,105
