,QUARTER,TIME_REMAINING,DETROIT_ACTION,CHICAGO_ACTION,DETROIT_SCORE,CHICAGO_SCORE
101,2,8:55.0,Defensive rebound by E. Moreland,,34,42
102,2,8:45.0,R. Bullock misses 2-pt layup from 5 ft,,34,42
103,2,8:41.0,,Defensive rebound by B. Portis,34,42
104,2,8:41.0,,B. Portis misses 2-pt layup from 3 ft (block by L. Kennard),34,42
105,2,8:41.0,,Offensive rebound by Team,34,42
106,2,8:29.0,,Z. LaVine misses 3-pt jump shot from 26 ft,34,42
107,2,8:29.0,Defensive rebound by E. Moreland,,34,42
108,2,8:21.0,L. Kennard misses 3-pt jump shot from 24 ft,,34,42
109,2,8:21.0,Offensive rebound by D. Buycks,,34,42
110,2,8:14.0,L. Kennard makes 3-pt jump shot from 25 ft (assist by D. Buycks),,37,42
111,2,8:04.0,,N. Mirotić makes 3-pt jump shot from 25 ft (assist by J. Grant),37,45
112,2,7:42.0,Turnover by E. Moreland (bad pass; steal by N. Mirotić),,37,45
113,2,7:39.0,,Turnover by N. Mirotić (turnover),37,45
114,2,7:27.0,A. Tolliver makes 3-pt jump shot from 27 ft (assist by E. Moreland),,40,45
115,2,7:15.0,,Shooting foul by E. Moreland (drawn by B. Portis),40,45
116,2,7:15.0,,B. Portis misses free throw 1 of 2,40,45
117,2,7:15.0,,Offensive rebound by Team,40,45
118,2,7:15.0,,B. Portis makes free throw 2 of 2,40,46
119,2,6:59.0,D. Buycks makes 2-pt layup from 3 ft (assist by E. Moreland),,42,46
120,2,6:48.0,,N. Mirotić makes 3-pt jump shot from 24 ft (assist by J. Grant),42,49
121,2,6:22.0,L. Kennard misses 2-pt jump shot from 5 ft,,42,49
122,2,6:16.0,Offensive rebound by L. Kennard,,42,49
123,2,6:16.0,L. Kennard makes 2-pt layup at rim,,44,49
124,2,6:06.0,,Z. LaVine makes 2-pt layup from 3 ft,44,51
125,2,5:49.0,R. Bullock makes 2-pt layup at rim (assist by E. Moreland),,46,51
126,2,5:39.0,,N. Mirotić misses 3-pt jump shot from 24 ft,46,51
127,2,5:33.0,,Offensive rebound by B. Portis,46,51
128,2,5:32.0,,B. Portis makes 2-pt dunk at rim,46,53
129,2,5:08.0,E. Moreland misses 2-pt hook shot from 3 ft,,46,53
130,2,5:06.0,,Defensive rebound by N. Mirotić,46,53
131,2,5:02.0,,Chicago full timeout,46,53
132,2,5:02.0,,J. Holiday enters the game for J. Grant,46,53
133,2,5:02.0,,K. Dunn enters the game for N. Mirotić,46,53
134,2,5:02.0,,L. Markkanen enters the game for D. Nwaba,46,53
135,2,5:02.0,,D. Valentine enters the game for Z. LaVine,46,53
136,2,5:02.0,A. Drummond enters the game for L. Kennard,,46,53
137,2,5:02.0,I. Smith enters the game for D. Buycks,,46,53
138,2,5:02.0,A. Bradley enters the game for E. Moreland,,46,53
139,2,5:02.0,T. Harris enters the game for A. Tolliver,,46,53
140,2,4:46.0,,J. Holiday misses 2-pt jump shot from 21 ft,46,53
141,2,4:43.0,Defensive rebound by A. Bradley,,46,53
142,2,4:32.0,R. Bullock makes 3-pt jump shot from 25 ft (assist by I. Smith),,49,53
143,2,4:16.0,,Turnover by L. Markkanen (lost ball; steal by A. Drummond),49,53
144,2,4:12.0,A. Drummond makes 2-pt layup from 1 ft (assist by T. Harris),,51,53
145,2,4:03.0,,B. Portis misses 2-pt jump shot from 15 ft,51,53
146,2,4:00.0,Defensive rebound by A. Bradley,,51,53
147,2,3:53.0,Turnover by A. Bradley (bad pass; steal by B. Portis),,51,53
148,2,3:48.0,,D. Valentine makes 2-pt layup from 1 ft,51,55
149,2,3:21.0,Turnover by Team (shot clock),,51,55
150,2,3:02.0,,B. Portis misses 3-pt jump shot from 25 ft,51,55
151,2,2:59.0,Defensive rebound by A. Bradley,,51,55
152,2,2:53.0,A. Drummond misses 2-pt layup from 3 ft,,51,55
153,2,2:51.0,Offensive rebound by A. Drummond,,51,55
154,2,2:48.0,A. Drummond makes 2-pt layup at rim,,53,55
155,2,2:31.0,,B. Portis misses 2-pt layup from 1 ft (block by I. Smith),53,55
156,2,2:31.0,Defensive rebound by I. Smith,,53,55
157,2,2:27.0,A. Bradley makes 3-pt jump shot from 22 ft (assist by I. Smith),,56,55
158,2,2:27.0,,Chicago full timeout,56,55
159,2,2:27.0,,R. Lopez enters the game for B. Portis,56,55
160,2,2:16.0,,K. Dunn misses 3-pt jump shot from 22 ft,56,55
161,2,2:12.0,Defensive rebound by R. Bullock,,56,55
162,2,2:11.0,Personal foul by D. Valentine (drawn by A. Bradley),,56,55
163,2,1:59.0,Shooting foul by K. Dunn (drawn by I. Smith),,56,55
164,2,1:59.0,I. Smith makes free throw 1 of 2,,57,55
165,2,1:59.0,I. Smith makes free throw 2 of 2,,58,55
166,2,1:46.0,,K. Dunn misses 3-pt jump shot from 24 ft,58,55
167,2,1:43.0,Defensive rebound by R. Bullock,,58,55
168,2,1:28.0,R. Bullock misses 2-pt layup from 1 ft,,58,55
169,2,1:25.0,,Defensive rebound by R. Lopez,58,55
170,2,1:22.0,,K. Dunn misses 3-pt jump shot from 25 ft,58,55
171,2,1:17.0,Defensive rebound by A. Drummond,,58,55
172,2,1:09.0,I. Smith misses 2-pt jump shot from 16 ft,,58,55
173,2,1:05.0,,Defensive rebound by L. Markkanen,58,55
174,2,0:57.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by K. Dunn),58,58
175,2,0:39.0,I. Smith misses 2-pt jump shot from 4 ft (block by K. Dunn),,58,58
176,2,0:39.0,,Defensive rebound by D. Valentine,58,58
177,2,0:36.0,,L. Markkanen makes 2-pt dunk at rim (assist by D. Valentine),58,60
178,2,0:28.0,Shooting foul by D. Valentine (drawn by T. Harris),,58,60
179,2,0:28.0,T. Harris misses free throw 1 of 2,,58,60
180,2,0:28.0,Offensive rebound by Team,,58,60
181,2,0:28.0,,D. Nwaba enters the game for D. Valentine,58,60
182,2,0:28.0,,N. Mirotić enters the game for R. Lopez,58,60
183,2,0:28.0,A. Tolliver enters the game for A. Drummond,,58,60
184,2,0:28.0,T. Harris makes free throw 2 of 2,,59,60
185,2,0:07.0,,L. Markkanen misses 2-pt layup from 5 ft,59,60
186,2,0:07.0,Defensive rebound by A. Tolliver,,59,60
187,2,0:01.0,A. Bradley makes 2-pt jump shot from 23 ft,,61,60
188,2,0:00.0,,K. Dunn misses 3-pt jump shot from 64 ft,61,60
189,2,0:00.0,,Offensive rebound by Team,61,60
190,3,11:47.0,,Turnover by J. Holiday (bad pass; steal by T. Harris),61,60
191,3,11:43.0,I. Smith makes 2-pt layup from 2 ft (assist by T. Harris),,63,60
192,3,11:21.0,,Z. LaVine makes 3-pt jump shot from 25 ft,63,63
193,3,10:57.0,T. Harris misses 2-pt jump shot from 2 ft,,63,63
194,3,10:55.0,,Defensive rebound by R. Lopez,63,63
195,3,10:49.0,,Z. LaVine misses 2-pt layup from 3 ft (block by A. Drummond),63,63
196,3,10:46.0,Defensive rebound by T. Harris,,63,63
197,3,10:37.0,I. Smith makes 2-pt jump shot from 6 ft (assist by T. Harris),,65,63
198,3,10:16.0,,Z. LaVine misses 2-pt jump shot from 21 ft,65,63
199,3,10:14.0,Defensive rebound by T. Harris,,65,63
200,3,10:07.0,T. Harris makes 2-pt jump shot from 4 ft,,67,63
201,3,9:50.0,,L. Markkanen misses 3-pt jump shot from 25 ft,67,63
202,3,9:47.0,Defensive rebound by R. Bullock,,67,63
203,3,9:26.0,Turnover by A. Bradley (bad pass; steal by L. Markkanen),,67,63
204,3,9:19.0,,K. Dunn makes 3-pt jump shot from 26 ft (assist by L. Markkanen),67,66
205,3,8:52.0,R. Bullock misses 2-pt jump shot from 16 ft,,67,66
206,3,8:48.0,,Defensive rebound by K. Dunn,67,66
207,3,8:35.0,,J. Holiday misses 2-pt jump shot from 16 ft,67,66
208,3,8:35.0,Defensive rebound by A. Drummond,,67,66
209,3,8:27.0,I. Smith makes 2-pt layup from 1 ft,,69,66
210,3,8:18.0,,Turnover by Z. LaVine (step out of bounds),69,66
211,3,8:04.0,I. Smith misses 3-pt jump shot from 24 ft,,69,66
212,3,8:00.0,,Defensive rebound by J. Holiday,69,66
213,3,7:50.0,,L. Markkanen makes 3-pt jump shot from 23 ft (assist by R. Lopez),69,69
214,3,7:33.0,T. Harris misses 2-pt layup from 1 ft (block by R. Lopez),,69,69
215,3,7:29.0,,Defensive rebound by K. Dunn,69,69
216,3,7:28.0,,Shooting foul by A. Bradley (drawn by Z. LaVine),69,69
217,3,7:28.0,,Z. LaVine misses free throw 1 of 2,69,69
218,3,7:28.0,,Offensive rebound by Team,69,69
219,3,7:28.0,,Z. LaVine makes free throw 2 of 2,69,70
220,3,7:09.0,A. Drummond misses 2-pt layup from 1 ft,,69,70
221,3,7:07.0,,Defensive rebound by L. Markkanen,69,70
222,3,6:55.0,,K. Dunn makes 2-pt dunk from 1 ft,69,72
223,3,6:54.0,Detroit full timeout,,69,72
224,3,6:54.0,,D. Nwaba enters the game for Z. LaVine,69,72
225,3,6:30.0,T. Harris misses 2-pt jump shot from 14 ft,,69,72
226,3,6:27.0,,Defensive rebound by D. Nwaba,69,72
227,3,6:23.0,,Turnover by K. Dunn (bad pass),69,72
228,3,6:06.0,R. Bullock misses 2-pt layup from 7 ft (block by L. Markkanen),,69,72
229,3,6:03.0,Offensive rebound by R. Bullock,,69,72
230,3,6:02.0,T. Harris misses 3-pt jump shot from 25 ft,,69,72
231,3,6:00.0,Offensive rebound by A. Drummond,,69,72
232,3,5:58.0,Turnover by A. Drummond (bad pass; steal by L. Markkanen),,69,72
233,3,5:54.0,,L. Markkanen makes 2-pt dunk from 1 ft (assist by J. Holiday),69,74
234,3,5:54.0,,Shooting foul by A. Bradley (drawn by L. Markkanen),69,74
235,3,5:54.0,,L. Markkanen makes free throw 1 of 1,69,75
236,3,5:38.0,T. Harris misses 3-pt jump shot from 24 ft,,69,75
237,3,5:38.0,,Defensive rebound by K. Dunn,69,75
238,3,5:27.0,,Turnover by K. Dunn (lost ball; steal by I. Smith),69,75
239,3,5:19.0,I. Smith misses 2-pt jump shot from 2 ft,,69,75
240,3,5:16.0,,Defensive rebound by J. Holiday,69,75
241,3,5:11.0,,D. Nwaba makes 2-pt layup from 4 ft (assist by J. Holiday),69,77
242,3,4:52.0,Turnover by R. Bullock (bad pass; steal by J. Holiday),,69,77
243,3,4:47.0,,D. Nwaba misses 2-pt layup from 2 ft (block by T. Harris),69,77
244,3,4:44.0,,Offensive rebound by D. Nwaba,69,77
245,3,4:43.0,,D. Nwaba misses 2-pt layup from 2 ft (block by A. Bradley),69,77
246,3,4:43.0,Defensive rebound by A. Drummond,,69,77
247,3,4:36.0,T. Harris misses 3-pt jump shot from 22 ft,,69,77
248,3,4:36.0,Offensive rebound by Team,,69,77
249,3,4:35.0,A. Tolliver enters the game for T. Harris,,69,77
250,3,4:21.0,A. Bradley makes 3-pt jump shot from 24 ft (assist by I. Smith),,72,77
251,3,3:56.0,,L. Markkanen misses 3-pt jump shot from 24 ft,72,77
252,3,3:56.0,,Offensive rebound by D. Nwaba,72,77
253,3,3:53.0,,J. Holiday misses 3-pt jump shot from 25 ft,72,77
254,3,3:49.0,Defensive rebound by I. Smith,,72,77
255,3,3:44.0,I. Smith misses 2-pt jump shot from 9 ft,,72,77
256,3,3:40.0,,Defensive rebound by K. Dunn,72,77
257,3,3:32.0,,K. Dunn makes 2-pt layup from 2 ft,72,79
258,3,3:11.0,A. Bradley makes 2-pt jump shot from 12 ft (assist by A. Drummond),,74,79
259,3,3:03.0,,Shooting foul by A. Drummond (drawn by K. Dunn),74,79
260,3,3:03.0,,K. Dunn makes free throw 1 of 2,74,80
261,3,3:03.0,,N. Mirotić enters the game for J. Holiday,74,80
262,3,3:03.0,,Z. LaVine enters the game for L. Markkanen,74,80
263,3,3:03.0,L. Kennard enters the game for I. Smith,,74,80
264,3,3:03.0,D. Buycks enters the game for A. Bradley,,74,80
265,3,3:03.0,,K. Dunn makes free throw 2 of 2,74,81
266,3,2:47.0,L. Kennard makes 2-pt jump shot from 7 ft,,76,81
267,3,2:25.0,,N. Mirotić makes 3-pt jump shot from 23 ft,76,84
268,3,2:12.0,D. Buycks makes 2-pt jump shot from 4 ft,,78,84
269,3,2:12.0,Shooting foul by K. Dunn (drawn by D. Buycks),,78,84
270,3,2:12.0,,Chicago full timeout,78,84
271,3,2:12.0,,D. Valentine enters the game for K. Dunn,78,84
272,3,2:12.0,E. Moreland enters the game for A. Drummond,,78,84
273,3,2:12.0,D. Buycks makes free throw 1 of 1,,79,84
274,3,1:57.0,,N. Mirotić misses 2-pt jump shot from 21 ft,79,84
275,3,1:57.0,Defensive rebound by Team,,79,84
276,3,1:30.0,Turnover by Team (shot clock),,79,84
277,3,1:13.0,,R. Lopez misses 2-pt jump shot from 20 ft,79,84
278,3,1:10.0,Defensive rebound by A. Tolliver,,79,84
279,3,1:05.0,D. Buycks misses 3-pt jump shot from 25 ft,,79,84
280,3,1:02.0,,Defensive rebound by N. Mirotić,79,84
281,3,0:55.0,,D. Nwaba misses 3-pt jump shot from 22 ft,79,84
282,3,0:51.0,Defensive rebound by E. Moreland,,79,84
283,3,0:36.0,L. Kennard misses 3-pt jump shot from 26 ft,,79,84
284,3,0:34.0,Offensive rebound by A. Tolliver,,79,84
285,3,0:34.0,Personal foul by Z. LaVine (drawn by A. Tolliver),,79,84
286,3,0:34.0,,B. Portis enters the game for R. Lopez,79,84
287,3,0:29.0,A. Tolliver makes 3-pt jump shot from 24 ft (assist by L. Kennard),,82,84
288,3,0:10.0,,Z. LaVine makes 3-pt jump shot from 25 ft,82,87
289,3,0:02.0,D. Buycks misses 2-pt jump shot from 13 ft (block by D. Nwaba),,82,87
290,3,0:01.0,Offensive rebound by Team,,82,87
291,3,0:00.0,R. Bullock makes 2-pt layup from 1 ft (assist by L. Kennard),,84,87
292,4,11:46.0,Shooting foul by B. Portis (drawn by A. Tolliver),,84,87
293,4,11:46.0,A. Tolliver misses free throw 1 of 2,,84,87
294,4,11:46.0,Offensive rebound by Team,,84,87
295,4,11:46.0,A. Tolliver makes free throw 2 of 2,,85,87
296,4,11:25.0,,D. Valentine misses 2-pt jump shot from 18 ft,85,87
297,4,11:24.0,,Offensive rebound by Team,85,87
298,4,11:24.0,Loose ball foul by E. Moreland (drawn by B. Portis),,85,87
299,4,11:17.0,,J. Grant misses 3-pt jump shot from 26 ft,85,87
300,4,11:13.0,Defensive rebound by E. Moreland,,85,87
301,4,11:00.0,D. Buycks makes 2-pt layup at rim (assist by L. Kennard),,87,87
302,4,10:40.0,,Turnover by B. Portis (bad pass; steal by L. Kennard),87,87
303,4,10:29.0,A. Tolliver misses 2-pt layup from 3 ft,,87,87
304,4,10:27.0,,Defensive rebound by D. Valentine,87,87
305,4,10:19.0,,N. Mirotić misses 3-pt jump shot from 25 ft,87,87
306,4,10:19.0,Defensive rebound by L. Kennard,,87,87
307,4,9:56.0,D. Buycks misses 2-pt layup from 2 ft,,87,87
308,4,9:54.0,Offensive rebound by E. Moreland,,87,87
309,4,9:50.0,A. Tolliver makes 3-pt jump shot from 22 ft (assist by E. Moreland),,90,87
310,4,9:39.0,,Turnover by N. Mirotić (out of bounds lost ball),90,87
311,4,9:31.0,Offensive foul by E. Moreland (drawn by D. Nwaba),,90,87
312,4,9:31.0,Turnover by E. Moreland (offensive foul),,90,87
313,4,9:17.0,,B. Portis makes 3-pt jump shot from 26 ft (assist by J. Grant),90,90
314,4,9:08.0,A. Bradley misses 3-pt jump shot from 24 ft,,90,90
315,4,9:08.0,,Defensive rebound by N. Mirotić,90,90
316,4,8:58.0,,N. Mirotić makes 2-pt dunk from 1 ft (assist by J. Grant),90,92
317,4,8:33.0,A. Bradley misses 3-pt jump shot from 22 ft,,90,92
318,4,8:30.0,,Defensive rebound by N. Mirotić,90,92
319,4,8:30.0,,Personal foul by D. Buycks (drawn by N. Mirotić),90,92
320,4,8:24.0,,Personal foul by E. Moreland (drawn by J. Grant),90,92
321,4,8:14.0,,N. Mirotić makes 2-pt jump shot from 10 ft,90,94
322,4,7:50.0,D. Buycks makes 3-pt jump shot from 23 ft (assist by E. Moreland),,93,94
323,4,7:25.0,,N. Mirotić misses 2-pt jump shot from 15 ft,93,94
324,4,7:22.0,Defensive rebound by D. Buycks,,93,94
325,4,7:16.0,D. Buycks misses 2-pt layup from 1 ft (block by N. Mirotić),,93,94
326,4,7:13.0,,Defensive rebound by D. Valentine,93,94
327,4,7:11.0,,D. Valentine misses 3-pt jump shot from 25 ft,93,94
328,4,7:09.0,,Offensive rebound by B. Portis,93,94
329,4,7:09.0,Offensive charge foul by B. Portis (drawn by E. Moreland),,93,94
330,4,7:09.0,,Turnover by B. Portis (offensive foul),93,94
331,4,7:09.0,A. Drummond enters the game for E. Moreland,,93,94
332,4,6:58.0,D. Buycks misses 3-pt jump shot from 23 ft,,93,94
333,4,6:53.0,,Defensive rebound by N. Mirotić,93,94
334,4,6:38.0,,N. Mirotić makes 3-pt jump shot from 25 ft (assist by J. Grant),93,97
335,4,6:12.0,A. Drummond misses 2-pt dunk at rim,,93,97
336,4,6:11.0,Offensive rebound by A. Drummond,,93,97
337,4,6:10.0,A. Drummond makes 2-pt dunk at rim,,95,97
338,4,5:56.0,,B. Portis makes 3-pt jump shot from 25 ft (assist by J. Grant),95,100
339,4,5:42.0,,Chicago full timeout,95,100
340,4,5:42.0,,J. Holiday enters the game for J. Grant,95,100
341,4,5:42.0,,K. Dunn enters the game for D. Valentine,95,100
342,4,5:42.0,T. Harris enters the game for A. Tolliver,,95,100
343,4,5:31.0,T. Harris misses 2-pt layup from 3 ft,,95,100
344,4,5:31.0,Offensive rebound by A. Drummond,,95,100
345,4,5:31.0,Shooting foul by B. Portis (drawn by A. Drummond),,95,100
346,4,5:31.0,A. Drummond makes free throw 1 of 2,,96,100
347,4,5:31.0,A. Drummond makes free throw 2 of 2,,97,100
348,4,5:20.0,,N. Mirotić misses 3-pt jump shot from 24 ft,97,100
349,4,5:16.0,Defensive rebound by A. Drummond,,97,100
350,4,5:08.0,D. Buycks misses 2-pt jump shot from 7 ft,,97,100
351,4,5:08.0,,Defensive rebound by N. Mirotić,97,100
352,4,5:00.0,,J. Holiday misses 3-pt jump shot from 22 ft,97,100
353,4,5:00.0,Defensive rebound by L. Kennard,,97,100
354,4,4:45.0,A. Drummond misses 2-pt layup from 3 ft,,97,100
355,4,4:39.0,Offensive rebound by A. Drummond,,97,100
356,4,4:39.0,A. Drummond makes 2-pt layup at rim,,99,100
357,4,4:31.0,,N. Mirotić misses 3-pt jump shot from 24 ft,99,100
358,4,4:28.0,Defensive rebound by D. Buycks,,99,100
359,4,4:17.0,A. Bradley misses 2-pt layup from 2 ft,,99,100
360,4,4:12.0,Offensive rebound by A. Drummond,,99,100
361,4,4:12.0,A. Drummond makes 2-pt layup at rim,,101,100
362,4,4:04.0,,Personal foul by D. Buycks (drawn by K. Dunn),101,100
363,4,4:04.0,,R. Lopez enters the game for B. Portis,101,100
364,4,4:04.0,,L. Markkanen enters the game for N. Mirotić,101,100
365,4,4:04.0,I. Smith enters the game for L. Kennard,,101,100
366,4,4:04.0,R. Bullock enters the game for D. Buycks,,101,100
367,4,3:51.0,,L. Markkanen misses 2-pt jump shot from 19 ft,101,100
368,4,3:50.0,,Offensive rebound by Team,101,100
369,4,3:50.0,,Turnover by Team (shot clock),101,100
370,4,3:28.0,A. Bradley misses 2-pt jump shot from 1 ft,,101,100
371,4,3:26.0,,Defensive rebound by J. Holiday,101,100
372,4,3:11.0,,K. Dunn makes 2-pt jump shot from 16 ft,101,102
373,4,2:48.0,T. Harris makes 2-pt layup at rim (assist by I. Smith),,103,102
374,4,2:28.0,,L. Markkanen misses 2-pt jump shot from 12 ft,103,102
375,4,2:26.0,,Offensive rebound by Team,103,102
376,4,2:25.0,Detroit full timeout,,103,102
377,4,2:23.0,,R. Lopez misses 2-pt jump shot from 21 ft,103,102
