,QUARTER,TIME_REMAINING,CHICAGO_ACTION,PORTLAND_ACTION,CHICAGO_SCORE,PORTLAND_SCORE
0,1,11:42.0,J. Holiday misses 3-pt jump shot from 23 ft,,0,0
1,1,11:39.0,,Defensive rebound by A. Aminu,0,0
2,1,11:22.0,,E. Turner makes 2-pt jump shot from 11 ft,0,2
3,1,11:07.0,Personal foul by J. Nurkić (drawn by J. Grant),,0,2
4,1,11:01.0,Z. LaVine makes 2-pt jump shot from 16 ft,,2,2
5,1,10:45.0,,C. McCollum makes 2-pt jump shot from 16 ft (assist by D. Lillard),2,4
6,1,10:29.0,P. Zipser misses 2-pt jump shot from 3 ft,,2,4
7,1,10:28.0,,Defensive rebound by E. Turner,2,4
8,1,10:20.0,,A. Aminu makes 2-pt layup from 1 ft (assist by E. Turner),2,6
9,1,10:10.0,Z. LaVine misses 3-pt jump shot from 25 ft,,2,6
10,1,10:07.0,,Defensive rebound by A. Aminu,2,6
11,1,10:01.0,,C. McCollum misses 2-pt layup from 1 ft (block by Z. LaVine),2,6
12,1,9:59.0,,Offensive rebound by Team,2,6
13,1,9:52.0,,C. McCollum makes 3-pt jump shot from 22 ft (assist by E. Turner),2,9
14,1,9:35.0,J. Holiday misses 3-pt jump shot from 26 ft,,2,9
15,1,9:33.0,,Defensive rebound by D. Lillard,2,9
16,1,9:25.0,,E. Turner makes 2-pt jump shot from 16 ft,2,11
17,1,9:06.0,R. Lopez misses 2-pt jump shot from 19 ft,,2,11
18,1,9:03.0,,Defensive rebound by C. McCollum,2,11
19,1,8:57.0,,C. McCollum makes 2-pt layup from 1 ft (assist by E. Turner),2,13
20,1,8:57.0,Chicago full timeout,,2,13
21,1,8:39.0,J. Grant misses 2-pt jump shot from 20 ft,,2,13
22,1,8:35.0,,Defensive rebound by A. Aminu,2,13
23,1,8:17.0,,D. Lillard misses 3-pt jump shot from 26 ft,2,13
24,1,8:16.0,,Offensive rebound by C. McCollum,2,13
25,1,8:14.0,,C. McCollum makes 2-pt jump shot from 15 ft,2,15
26,1,8:01.0,J. Grant misses 3-pt jump shot from 24 ft,,2,15
27,1,7:59.0,,Defensive rebound by J. Nurkić,2,15
28,1,7:59.0,,Personal foul by R. Lopez (drawn by J. Nurkić),2,15
29,1,7:47.0,,Shooting foul by J. Grant (drawn by D. Lillard),2,15
30,1,7:47.0,,D. Lillard makes free throw 1 of 2,2,16
31,1,7:47.0,,D. Lillard makes free throw 2 of 2,2,17
32,1,7:32.0,Turnover by P. Zipser (lost ball; steal by E. Turner),,2,17
33,1,7:27.0,,D. Lillard makes 3-pt jump shot from 26 ft (assist by C. McCollum),2,20
34,1,7:25.0,Chicago full timeout,,2,20
35,1,7:25.0,D. Valentine enters the game for P. Zipser,,2,20
36,1,7:25.0,B. Portis enters the game for J. Grant,,2,20
37,1,7:13.0,Z. LaVine misses 2-pt hook shot from 3 ft (block by J. Nurkić),,2,20
38,1,7:13.0,Offensive rebound by Team,,2,20
39,1,7:09.0,Z. LaVine misses 2-pt jump shot from 4 ft,,2,20
40,1,7:08.0,,Defensive rebound by A. Aminu,2,20
41,1,7:03.0,,Personal foul by Z. LaVine (drawn by J. Nurkić),2,20
42,1,6:55.0,,Turnover by D. Lillard (bad pass; steal by Z. LaVine),2,20
43,1,6:51.0,J. Holiday misses 3-pt jump shot from 24 ft,,2,20
44,1,6:50.0,,Defensive rebound by J. Nurkić,2,20
45,1,6:40.0,,C. McCollum makes 3-pt jump shot from 24 ft,2,23
46,1,6:26.0,D. Valentine makes 3-pt jump shot from 22 ft (assist by Z. LaVine),,5,23
47,1,6:06.0,,E. Turner misses 2-pt jump shot from 14 ft,5,23
48,1,6:06.0,,Offensive rebound by Team,5,23
49,1,6:06.0,Loose ball foul by D. Valentine (drawn by J. Nurkić),,5,23
50,1,5:57.0,,C. McCollum makes 3-pt jump shot from 24 ft,5,26
51,1,5:24.0,R. Lopez misses 2-pt jump shot from 17 ft,,5,26
52,1,5:23.0,Offensive rebound by B. Portis,,5,26
53,1,5:20.0,B. Portis misses 2-pt layup from 1 ft,,5,26
54,1,5:19.0,,Defensive rebound by Team,5,26
55,1,5:09.0,,J. Nurkić makes 2-pt jump shot from 22 ft (assist by D. Lillard),5,28
56,1,4:48.0,R. Lopez makes 2-pt layup from 1 ft (assist by B. Portis),,7,28
57,1,4:38.0,,C. McCollum makes 2-pt jump shot from 7 ft,7,30
58,1,4:27.0,Shooting foul by J. Nurkić (drawn by Z. LaVine),,7,30
59,1,4:27.0,Z. LaVine misses free throw 1 of 2,,7,30
60,1,4:27.0,Offensive rebound by Team,,7,30
61,1,4:27.0,,Z. Collins enters the game for A. Aminu,7,30
62,1,4:27.0,,E. Davis enters the game for J. Nurkić,7,30
63,1,4:27.0,Z. LaVine makes free throw 2 of 2,,8,30
64,1,4:14.0,,C. McCollum makes 2-pt jump shot from 12 ft (assist by D. Lillard),8,32
65,1,4:04.0,B. Portis misses 3-pt jump shot from 26 ft,,8,32
66,1,4:02.0,,Defensive rebound by C. McCollum,8,32
67,1,3:54.0,,C. McCollum makes 3-pt jump shot from 24 ft,8,35
68,1,3:37.0,J. Holiday makes 2-pt jump shot from 5 ft,,10,35
69,1,3:37.0,Shooting foul by E. Turner (drawn by J. Holiday),,10,35
70,1,3:37.0,D. Nwaba enters the game for Z. LaVine,,10,35
71,1,3:37.0,J. Holiday makes free throw 1 of 1,,11,35
72,1,3:19.0,,E. Turner makes 2-pt dunk at rim,11,37
73,1,3:05.0,J. Holiday makes 3-pt jump shot from 25 ft (assist by B. Portis),,14,37
74,1,2:44.0,,C. McCollum makes 2-pt jump shot from 12 ft,14,39
75,1,2:30.0,R. Lopez makes 2-pt hook shot from 3 ft,,16,39
76,1,2:23.0,,Turnover by C. McCollum (traveling),16,39
77,1,2:23.0,,S. Napier enters the game for D. Lillard,16,39
78,1,2:23.0,,P. Connaughton enters the game for E. Turner,16,39
79,1,2:13.0,B. Portis misses 3-pt jump shot from 24 ft,,16,39
80,1,2:12.0,Offensive rebound by Team,,16,39
81,1,2:12.0,,Loose ball foul by E. Davis (drawn by R. Lopez),16,39
82,1,2:08.0,D. Valentine misses 2-pt jump shot from 15 ft,,16,39
83,1,2:05.0,,Defensive rebound by C. McCollum,16,39
84,1,2:00.0,,C. McCollum makes 2-pt jump shot from 20 ft,16,41
85,1,1:49.0,B. Portis makes 2-pt layup from 1 ft,,18,41
86,1,1:34.0,,C. McCollum misses 3-pt jump shot from 24 ft,18,41
87,1,1:31.0,Defensive rebound by D. Nwaba,,18,41
88,1,1:24.0,J. Holiday misses 2-pt jump shot from 14 ft,,18,41
89,1,1:22.0,,Defensive rebound by Z. Collins,18,41
90,1,1:11.0,,Z. Collins misses 3-pt jump shot from 24 ft,18,41
91,1,1:09.0,Defensive rebound by D. Valentine,,18,41
92,1,1:04.0,D. Valentine misses 2-pt jump shot from 3 ft,,18,41
93,1,1:00.0,Offensive rebound by B. Portis,,18,41
94,1,1:00.0,B. Portis misses 2-pt layup at rim,,18,41
95,1,0:59.0,,Defensive rebound by E. Davis,18,41
96,1,0:47.0,,Turnover by E. Davis (bad pass; steal by D. Nwaba),18,41
97,1,0:41.0,D. Nwaba misses 2-pt layup from 1 ft,,18,41
98,1,0:38.0,,Defensive rebound by P. Connaughton,18,41
99,1,0:35.0,,Shooting foul by D. Nwaba (drawn by C. McCollum),18,41
100,1,0:35.0,,C. McCollum makes free throw 1 of 2,18,42
101,1,0:35.0,,C. McCollum makes free throw 2 of 2,18,43
102,1,0:25.0,B. Portis misses 2-pt hook shot from 4 ft,,18,43
103,1,0:23.0,Offensive rebound by R. Lopez,,18,43
104,1,0:21.0,Shooting foul by Z. Collins (drawn by D. Nwaba),,18,43
105,1,0:21.0,D. Nwaba misses free throw 1 of 2,,18,43
106,1,0:21.0,Offensive rebound by Team,,18,43
107,1,0:21.0,D. Nwaba makes free throw 2 of 2,,19,43
