,QUARTER,TIME_REMAINING,PORTLAND_ACTION,CHARLOTTE_ACTION,PORTLAND_SCORE,CHARLOTTE_SCORE
64,1,4:31.0,,Shooting foul by E. Davis (drawn by D. Howard),15,15
65,1,4:31.0,,D. Howard makes free throw 1 of 2,15,16
66,1,4:31.0,P. Connaughton enters the game for A. Aminu,,15,16
67,1,4:31.0,,D. Howard misses free throw 2 of 2,15,16
68,1,4:29.0,Defensive rebound by Z. Collins,,15,16
69,1,4:20.0,D. Lillard misses 3-pt jump shot from 26 ft,,15,16
70,1,4:17.0,,Defensive rebound by M. Kidd-Gilchrist,15,16
71,1,4:09.0,,K. Walker misses 2-pt jump shot from 16 ft,15,16
72,1,4:07.0,Defensive rebound by Z. Collins,,15,16
73,1,3:58.0,C. McCollum makes 2-pt jump shot from 10 ft,,17,16
74,1,3:41.0,,D. Howard makes 2-pt dunk at rim (assist by F. Kaminsky),17,18
75,1,3:17.0,D. Lillard makes 2-pt jump shot from 9 ft (assist by P. Connaughton),,19,18
76,1,3:17.0,,Violation by D. Howard (def goaltending),19,18
77,1,3:09.0,,F. Kaminsky misses 2-pt jump shot from 6 ft,19,18
78,1,3:06.0,Defensive rebound by Z. Collins,,19,18
79,1,3:02.0,D. Lillard misses 3-pt jump shot from 27 ft,,19,18
80,1,3:00.0,Offensive rebound by Z. Collins,,19,18
81,1,3:00.0,Portland full timeout,,19,18
82,1,3:00.0,S. Napier enters the game for C. McCollum,,19,18
83,1,3:00.0,,N. Batum enters the game for D. Howard,19,18
84,1,3:00.0,,J. O'Bryant enters the game for M. Kidd-Gilchrist,19,18
85,1,3:00.0,,M. Carter-Williams enters the game for K. Walker,19,18
86,1,2:48.0,P. Connaughton misses 3-pt jump shot from 27 ft,,19,18
87,1,2:48.0,Offensive rebound by Team,,19,18
88,1,2:48.0,,Loose ball foul by J. O'Bryant (drawn by E. Davis),19,18
89,1,2:33.0,S. Napier misses 2-pt jump shot from 7 ft,,19,18
90,1,2:33.0,Offensive rebound by Team,,19,18
91,1,2:29.0,Turnover by Z. Collins (bad pass; steal by J. O'Bryant),,19,18
92,1,2:05.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,19,18
93,1,2:03.0,Defensive rebound by D. Lillard,,19,18
94,1,1:58.0,Shooting foul by F. Kaminsky (drawn by D. Lillard),,19,18
95,1,1:58.0,D. Lillard misses free throw 1 of 2,,19,18
96,1,1:58.0,Offensive rebound by Team,,19,18
97,1,1:58.0,D. Lillard makes free throw 2 of 2,,20,18
98,1,1:44.0,,M. Carter-Williams misses 3-pt jump shot from 22 ft,20,18
99,1,1:41.0,Defensive rebound by E. Davis,,20,18
100,1,1:34.0,Turnover by D. Lillard (lost ball; steal by M. Carter-Williams),,20,18
101,1,1:28.0,,J. Lamb makes 2-pt layup from 1 ft (assist by N. Batum),20,20
102,1,1:09.0,S. Napier makes 2-pt jump shot from 17 ft,,22,20
103,1,0:55.0,,J. O'Bryant misses 3-pt jump shot from 24 ft,22,20
104,1,0:55.0,Defensive rebound by Z. Collins,,22,20
105,1,0:34.0,D. Lillard makes 2-pt jump shot from 17 ft,,24,20
106,1,0:22.0,,Offensive foul by M. Carter-Williams (drawn by D. Lillard),24,20
107,1,0:22.0,,Turnover by M. Carter-Williams (offensive foul),24,20
108,1,0:22.0,C. McCollum enters the game for E. Davis,,24,20
109,1,0:02.0,Z. Collins misses 2-pt dunk from 6 ft,,24,20
110,1,0:00.0,,Defensive rebound by J. O'Bryant,24,20
111,2,11:41.0,E. Davis misses 2-pt hook shot from 9 ft,,24,20
112,2,11:39.0,,Defensive rebound by J. O'Bryant,24,20
113,2,11:24.0,,N. Batum misses 2-pt jump shot from 10 ft,24,20
114,2,11:22.0,Defensive rebound by Z. Collins,,24,20
115,2,11:17.0,Turnover by C. McCollum (turnover),,24,20
116,2,11:05.0,,F. Kaminsky makes 2-pt jump shot from 12 ft (assist by N. Batum),24,22
117,2,10:47.0,S. Napier misses 3-pt jump shot from 26 ft,,24,22
118,2,10:40.0,,Defensive rebound by J. O'Bryant,24,22
119,2,10:37.0,,N. Batum makes 2-pt layup at rim,24,24
120,2,10:15.0,Z. Collins misses 2-pt layup from 3 ft,,24,24
121,2,10:15.0,Offensive rebound by E. Davis,,24,24
122,2,10:14.0,E. Davis makes 2-pt layup at rim,,26,24
123,2,10:14.0,Shooting foul by J. O'Bryant (drawn by E. Davis),,26,24
124,2,10:14.0,N. Vonleh enters the game for Z. Collins,,26,24
125,2,10:14.0,E. Davis makes free throw 1 of 1,,27,24
126,2,9:58.0,,J. Lamb misses 2-pt jump shot from 3 ft,27,24
127,2,9:57.0,Defensive rebound by Team,,27,24
128,2,9:43.0,S. Napier makes 2-pt jump shot from 14 ft,,29,24
129,2,9:29.0,,J. Lamb misses 2-pt jump shot from 13 ft,29,24
130,2,9:27.0,,Offensive rebound by J. O'Bryant,29,24
131,2,9:22.0,,J. O'Bryant makes 2-pt jump shot from 14 ft (assist by F. Kaminsky),29,26
132,2,9:15.0,Offensive foul by N. Vonleh (drawn by M. Carter-Williams),,29,26
133,2,9:15.0,Turnover by N. Vonleh (offensive foul),,29,26
134,2,9:04.0,,M. Carter-Williams misses 3-pt jump shot from 25 ft,29,26
135,2,9:02.0,Defensive rebound by N. Vonleh,,29,26
136,2,8:51.0,S. Napier makes 2-pt jump shot from 8 ft,,31,26
137,2,8:36.0,,J. Lamb misses 2-pt layup from 5 ft,31,26
138,2,8:34.0,,Offensive rebound by J. Lamb,31,26
139,2,8:31.0,,F. Kaminsky misses 3-pt jump shot from 26 ft,31,26
140,2,8:29.0,Defensive rebound by C. McCollum,,31,26
141,2,8:12.0,N. Vonleh makes 2-pt hook shot from 5 ft,,33,26
142,2,7:51.0,,J. O'Bryant makes 3-pt jump shot from 26 ft,33,29
143,2,7:39.0,Offensive foul by N. Vonleh (drawn by M. Carter-Williams),,33,29
144,2,7:39.0,Turnover by N. Vonleh (offensive foul),,33,29
145,2,7:39.0,,K. Walker enters the game for N. Batum,33,29
146,2,7:39.0,,M. Kidd-Gilchrist enters the game for M. Carter-Williams,33,29
147,2,7:39.0,E. Turner enters the game for P. Connaughton,,33,29
148,2,7:24.0,,J. Lamb misses 2-pt jump shot from 2 ft,33,29
149,2,7:22.0,Defensive rebound by N. Vonleh,,33,29
150,2,7:13.0,N. Vonleh makes 2-pt jump shot from 20 ft (assist by C. McCollum),,35,29
151,2,6:57.0,,K. Walker misses 2-pt jump shot from 15 ft,35,29
152,2,6:55.0,Defensive rebound by E. Davis,,35,29
153,2,6:53.0,Personal foul by K. Walker (drawn by N. Vonleh),,35,29
154,2,6:53.0,,Charlotte full timeout,35,29
155,2,6:53.0,,D. Howard enters the game for J. Lamb,35,29
156,2,6:53.0,,N. Batum enters the game for J. O'Bryant,35,29
157,2,6:53.0,J. Nurkić enters the game for E. Davis,,35,29
158,2,6:38.0,S. Napier misses 2-pt layup from 3 ft,,35,29
159,2,6:36.0,,Defensive rebound by D. Howard,35,29
160,2,6:24.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 10 ft (assist by K. Walker),35,31
161,2,6:08.0,C. McCollum misses 2-pt jump shot from 17 ft,,35,31
162,2,6:06.0,,Defensive rebound by D. Howard,35,31
163,2,5:54.0,,Shooting foul by C. McCollum (drawn by M. Kidd-Gilchrist),35,31
164,2,5:54.0,,M. Kidd-Gilchrist misses free throw 1 of 2,35,31
165,2,5:54.0,,Offensive rebound by Team,35,31
166,2,5:54.0,D. Lillard enters the game for C. McCollum,,35,31
167,2,5:54.0,A. Aminu enters the game for N. Vonleh,,35,31
168,2,5:54.0,,M. Kidd-Gilchrist misses free throw 2 of 2,35,31
169,2,5:50.0,Defensive rebound by A. Aminu,,35,31
170,2,5:33.0,Turnover by J. Nurkić (bad pass),,35,31
171,2,5:33.0,,M. Williams enters the game for F. Kaminsky,35,31
172,2,5:13.0,,M. Williams misses 2-pt layup from 2 ft,35,31
173,2,5:13.0,,Offensive rebound by M. Kidd-Gilchrist,35,31
174,2,5:13.0,,Shooting foul by J. Nurkić (drawn by M. Kidd-Gilchrist),35,31
175,2,5:13.0,,M. Kidd-Gilchrist misses free throw 1 of 2,35,31
176,2,5:13.0,,Offensive rebound by Team,35,31
177,2,5:13.0,,M. Kidd-Gilchrist makes free throw 2 of 2,35,32
178,2,4:58.0,D. Lillard misses 2-pt jump shot from 11 ft,,35,32
179,2,4:56.0,,Defensive rebound by M. Kidd-Gilchrist,35,32
180,2,4:46.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 3 ft,35,32
181,2,4:44.0,Defensive rebound by D. Lillard,,35,32
182,2,4:35.0,S. Napier misses 3-pt jump shot from 27 ft,,35,32
183,2,4:33.0,,Defensive rebound by D. Howard,35,32
184,2,4:26.0,,Personal foul by A. Aminu (drawn by K. Walker),35,32
185,2,4:21.0,,N. Batum misses 3-pt jump shot from 25 ft,35,32
186,2,4:19.0,Defensive rebound by S. Napier,,35,32
187,2,3:59.0,A. Aminu misses 2-pt layup from 2 ft,,35,32
188,2,3:59.0,,Defensive rebound by M. Kidd-Gilchrist,35,32
189,2,3:59.0,,Personal foul by J. Nurkić (drawn by D. Howard),35,32
190,2,3:45.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 18 ft,35,32
191,2,3:43.0,Defensive rebound by S. Napier,,35,32
192,2,3:35.0,Personal foul by M. Kidd-Gilchrist (drawn by D. Lillard),,35,32
193,2,3:24.0,Turnover by D. Lillard (bad pass; steal by M. Kidd-Gilchrist),,35,32
194,2,3:12.0,,K. Walker makes 2-pt layup from 1 ft (assist by N. Batum),35,34
195,2,3:11.0,Portland full timeout,,35,34
196,2,3:11.0,C. McCollum enters the game for S. Napier,,35,34
197,2,2:54.0,C. McCollum misses 2-pt jump shot from 18 ft,,35,34
198,2,2:52.0,,Defensive rebound by K. Walker,35,34
199,2,2:45.0,,D. Howard misses 2-pt hook shot from 7 ft,35,34
200,2,2:45.0,Defensive rebound by J. Nurkić,,35,34
201,2,2:36.0,D. Lillard makes 3-pt jump shot from 27 ft,,38,34
202,2,2:21.0,,K. Walker makes 2-pt jump shot from 17 ft,38,36
203,2,2:08.0,A. Aminu makes 2-pt jump shot from 19 ft (assist by D. Lillard),,40,36
204,2,1:51.0,,D. Howard misses 2-pt jump shot from 11 ft,40,36
205,2,1:48.0,Defensive rebound by J. Nurkić,,40,36
206,2,1:41.0,D. Lillard makes 3-pt jump shot from 26 ft,,43,36
207,2,1:27.0,,K. Walker misses 3-pt jump shot from 24 ft,43,36
208,2,1:24.0,Defensive rebound by D. Lillard,,43,36
209,2,1:16.0,Turnover by D. Lillard (bad pass; steal by D. Howard),,43,36
210,2,1:13.0,,Turnover by D. Howard (lost ball; steal by D. Lillard),43,36
211,2,1:04.0,A. Aminu misses 2-pt jump shot from 12 ft,,43,36
212,2,1:02.0,,Defensive rebound by N. Batum,43,36
213,2,1:00.0,,F. Kaminsky enters the game for D. Howard,43,36
214,2,1:00.0,,M. Carter-Williams enters the game for M. Kidd-Gilchrist,43,36
215,2,1:00.0,E. Davis enters the game for J. Nurkić,,43,36
216,2,0:49.0,,F. Kaminsky misses 2-pt hook shot from 6 ft,43,36
217,2,0:48.0,,Offensive rebound by Team,43,36
218,2,0:45.0,,N. Batum misses 3-pt jump shot from 24 ft,43,36
219,2,0:43.0,,Offensive rebound by M. Carter-Williams,43,36
220,2,0:36.0,,F. Kaminsky misses 2-pt jump shot from 3 ft,43,36
221,2,0:36.0,Defensive rebound by Team,,43,36
222,2,0:36.0,,Loose ball foul by N. Batum (drawn by E. Davis),43,36
223,2,0:36.0,S. Napier enters the game for E. Turner,,43,36
224,2,0:31.0,S. Napier makes 3-pt jump shot from 28 ft (assist by D. Lillard),,46,36
225,2,0:18.0,,Shooting foul by A. Aminu (drawn by M. Carter-Williams),46,36
226,2,0:18.0,,M. Carter-Williams misses free throw 1 of 2,46,36
227,2,0:18.0,,Offensive rebound by Team,46,36
228,2,0:18.0,,M. Carter-Williams makes free throw 2 of 2,46,37
229,2,0:04.0,D. Lillard makes 3-pt jump shot from 27 ft,,49,37
230,2,0:00.0,,K. Walker misses 3-pt jump shot from 26 ft,49,37
231,2,0:00.0,,Offensive rebound by Team,49,37
232,3,11:34.0,C. McCollum misses 3-pt jump shot from 25 ft,,49,37
233,3,11:33.0,Offensive rebound by Team,,49,37
234,3,11:23.0,A. Aminu misses 3-pt jump shot from 25 ft,,49,37
235,3,11:20.0,,Defensive rebound by D. Howard,49,37
236,3,11:08.0,,K. Walker misses 2-pt layup from 3 ft,49,37
237,3,11:03.0,,Offensive rebound by D. Howard,49,37
238,3,11:03.0,,D. Howard makes 2-pt dunk at rim,49,39
239,3,10:54.0,J. Nurkić misses 2-pt layup from 9 ft,,49,39
240,3,10:52.0,,Defensive rebound by M. Kidd-Gilchrist,49,39
241,3,10:44.0,,D. Howard misses 2-pt jump shot from 21 ft,49,39
242,3,10:43.0,Defensive rebound by A. Aminu,,49,39
243,3,10:33.0,C. McCollum makes 2-pt jump shot from 5 ft,,51,39
244,3,10:13.0,,D. Howard misses 2-pt layup from 3 ft (block by J. Nurkić),51,39
245,3,10:13.0,,Offensive rebound by Team,51,39
246,3,10:10.0,,N. Batum makes 2-pt layup from 4 ft (assist by K. Walker),51,41
247,3,9:55.0,J. Nurkić misses 2-pt hook shot from 3 ft,,51,41
248,3,9:53.0,,Defensive rebound by M. Williams,51,41
249,3,9:44.0,,K. Walker misses 3-pt jump shot from 26 ft,51,41
250,3,9:41.0,,Offensive rebound by M. Kidd-Gilchrist,51,41
251,3,9:39.0,,D. Howard makes 2-pt dunk from 3 ft (assist by K. Walker),51,43
252,3,9:39.0,,Shooting foul by J. Nurkić (drawn by D. Howard),51,43
253,3,9:39.0,,D. Howard makes free throw 1 of 1,51,44
254,3,9:20.0,C. McCollum makes 3-pt jump shot from 25 ft (assist by E. Turner),,54,44
255,3,9:10.0,,N. Batum makes 3-pt jump shot from 27 ft (assist by K. Walker),54,47
256,3,8:55.0,J. Nurkić makes 2-pt layup from 1 ft (assist by D. Lillard),,56,47
257,3,8:34.0,,Shooting foul by A. Aminu (drawn by D. Howard),56,47
258,3,8:34.0,,D. Howard makes free throw 1 of 2,56,48
259,3,8:34.0,,D. Howard misses free throw 2 of 2,56,48
260,3,8:31.0,Defensive rebound by E. Turner,,56,48
261,3,8:23.0,D. Lillard misses 3-pt jump shot from 25 ft,,56,48
262,3,8:19.0,,Defensive rebound by K. Walker,56,48
263,3,8:15.0,,K. Walker misses 3-pt jump shot from 26 ft,56,48
264,3,8:12.0,Defensive rebound by E. Turner,,56,48
265,3,8:00.0,J. Nurkić misses 2-pt layup from 3 ft,,56,48
266,3,7:58.0,,Defensive rebound by D. Howard,56,48
267,3,7:45.0,,N. Batum makes 3-pt jump shot from 27 ft,56,51
268,3,7:28.0,C. McCollum makes 2-pt layup at rim (assist by D. Lillard),,58,51
269,3,7:18.0,,Personal foul by A. Aminu (drawn by K. Walker),58,51
270,3,7:18.0,Z. Collins enters the game for A. Aminu,,58,51
271,3,7:07.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 16 ft,58,51
272,3,7:05.0,Defensive rebound by J. Nurkić,,58,51
273,3,6:43.0,E. Turner makes 2-pt jump shot from 18 ft,,60,51
274,3,6:22.0,,N. Batum makes 2-pt jump shot from 12 ft,60,53
275,3,6:00.0,Z. Collins misses 2-pt jump shot from 11 ft,,60,53
276,3,5:57.0,,Defensive rebound by D. Howard,60,53
277,3,5:52.0,,M. Williams makes 3-pt jump shot from 25 ft (assist by D. Howard),60,56
278,3,5:52.0,Portland full timeout,,60,56
279,3,5:52.0,E. Davis enters the game for J. Nurkić,,60,56
280,3,5:33.0,C. McCollum makes 2-pt layup from 3 ft,,62,56
281,3,5:19.0,,K. Walker misses 3-pt jump shot from 27 ft,62,56
282,3,5:16.0,Defensive rebound by Z. Collins,,62,56
283,3,5:07.0,E. Turner makes 2-pt jump shot from 13 ft,,64,56
284,3,4:55.0,,N. Batum makes 3-pt jump shot from 26 ft (assist by D. Howard),64,59
285,3,4:38.0,Turnover by C. McCollum (out of bounds lost ball),,64,59
286,3,4:24.0,,N. Batum makes 2-pt jump shot from 12 ft,64,61
287,3,4:08.0,Shooting foul by M. Kidd-Gilchrist (drawn by E. Davis),,64,61
288,3,4:08.0,E. Davis misses free throw 1 of 2,,64,61
289,3,4:08.0,Offensive rebound by Team,,64,61
290,3,4:08.0,,F. Kaminsky enters the game for M. Williams,64,61
291,3,4:08.0,P. Connaughton enters the game for C. McCollum,,64,61
292,3,4:08.0,E. Davis makes free throw 2 of 2,,65,61
293,3,3:56.0,,N. Batum misses 2-pt jump shot from 11 ft,65,61
294,3,3:54.0,Defensive rebound by Z. Collins,,65,61
295,3,3:46.0,D. Lillard misses 2-pt layup from 2 ft,,65,61
296,3,3:44.0,,Defensive rebound by D. Howard,65,61
297,3,3:35.0,,M. Kidd-Gilchrist makes 2-pt layup from 7 ft (assist by N. Batum),65,63
298,3,3:16.0,E. Davis makes 2-pt layup from 1 ft (assist by D. Lillard),,67,63
299,3,2:54.0,,Shooting foul by P. Connaughton (drawn by M. Kidd-Gilchrist),67,63
300,3,2:54.0,,Charlotte full timeout,67,63
301,3,2:54.0,,M. Carter-Williams enters the game for K. Walker,67,63
302,3,2:54.0,,M. Kidd-Gilchrist misses free throw 1 of 2,67,63
303,3,2:54.0,,Offensive rebound by Team,67,63
304,3,2:54.0,,M. Kidd-Gilchrist makes free throw 2 of 2,67,64
305,3,2:40.0,Personal foul by N. Batum (drawn by E. Turner),,67,64
306,3,2:40.0,,J. Lamb enters the game for M. Kidd-Gilchrist,67,64
307,3,2:31.0,Z. Collins misses 2-pt layup from 3 ft (block by D. Howard),,67,64
308,3,2:26.0,,Defensive rebound by J. Lamb,67,64
309,3,2:19.0,,N. Batum misses 2-pt jump shot from 13 ft,67,64
310,3,2:14.0,,Offensive rebound by D. Howard,67,64
311,3,2:14.0,,D. Howard misses 2-pt layup at rim,67,64
312,3,2:13.0,Defensive rebound by E. Davis,,67,64
313,3,2:09.0,E. Turner makes 2-pt jump shot from 6 ft,,69,64
314,3,1:47.0,,D. Howard misses 2-pt hook shot from 6 ft,69,64
315,3,1:45.0,Defensive rebound by E. Davis,,69,64
316,3,1:34.0,Z. Collins makes 3-pt jump shot from 24 ft (assist by D. Lillard),,72,64
317,3,1:13.0,,M. Carter-Williams misses 3-pt jump shot from 24 ft,72,64
318,3,1:11.0,Defensive rebound by Z. Collins,,72,64
319,3,1:02.0,E. Turner makes 2-pt jump shot from 14 ft,,74,64
320,3,0:50.0,,N. Batum makes 3-pt jump shot from 27 ft (assist by M. Carter-Williams),74,67
321,3,0:32.0,D. Lillard misses 3-pt jump shot from 26 ft,,74,67
322,3,0:30.0,,Defensive rebound by N. Batum,74,67
323,3,0:23.0,,N. Batum misses 3-pt jump shot from 27 ft,74,67
324,3,0:21.0,Defensive rebound by E. Davis,,74,67
325,3,0:06.0,Personal foul by M. Carter-Williams (drawn by D. Lillard),,74,67
326,3,0:06.0,,M. Kidd-Gilchrist enters the game for F. Kaminsky,74,67
327,3,0:06.0,C. McCollum enters the game for E. Turner,,74,67
328,3,0:06.0,S. Napier enters the game for Z. Collins,,74,67
329,3,0:02.0,Turnover by D. Lillard (lost ball; steal by M. Carter-Williams),,74,67
330,3,0:00.0,,M. Carter-Williams misses 2-pt layup from 4 ft,74,67
331,3,0:00.0,Defensive rebound by E. Davis,,74,67
332,4,11:44.0,,J. Lamb misses 2-pt jump shot from 4 ft,74,67
333,4,11:43.0,Defensive rebound by E. Davis,,74,67
334,4,11:34.0,P. Connaughton makes 3-pt jump shot from 26 ft,,77,67
335,4,11:23.0,,Turnover by K. Walker (bad pass; steal by S. Napier),77,67
336,4,11:23.0,Personal foul by F. Kaminsky (drawn by S. Napier),,77,67
337,4,11:07.0,C. McCollum makes 3-pt jump shot from 26 ft (assist by P. Connaughton),,80,67
338,4,10:53.0,,K. Walker misses 2-pt layup from 8 ft,80,67
339,4,10:53.0,Defensive rebound by Team,,80,67
340,4,10:33.0,C. McCollum makes 3-pt jump shot from 25 ft (assist by P. Connaughton),,83,67
341,4,10:26.0,,Charlotte full timeout,83,67
342,4,10:19.0,,Shooting foul by P. Connaughton (drawn by J. Lamb),83,67
343,4,10:19.0,,J. Lamb makes free throw 1 of 2,83,68
344,4,10:19.0,,J. Lamb makes free throw 2 of 2,83,69
345,4,10:03.0,Offensive foul by E. Davis (drawn by J. Lamb),,83,69
346,4,10:03.0,Turnover by E. Davis (offensive foul),,83,69
347,4,9:55.0,,Shooting foul by A. Aminu (drawn by T. Graham),83,69
348,4,9:55.0,,T. Graham makes free throw 1 of 2,83,70
349,4,9:55.0,,T. Graham makes free throw 2 of 2,83,71
350,4,9:36.0,C. McCollum misses 2-pt jump shot from 21 ft,,83,71
351,4,9:33.0,,Defensive rebound by K. Walker,83,71
352,4,9:30.0,,K. Walker misses 2-pt layup from 3 ft (block by A. Aminu),83,71
353,4,9:27.0,,Offensive rebound by M. Carter-Williams,83,71
354,4,9:26.0,,M. Carter-Williams misses 2-pt layup from 2 ft,83,71
355,4,9:24.0,,Offensive rebound by K. Walker,83,71
356,4,9:19.0,,K. Walker misses 2-pt jump shot from 20 ft,83,71
357,4,9:17.0,Defensive rebound by E. Davis,,83,71
358,4,8:58.0,Turnover by S. Napier (bad pass),,83,71
359,4,8:58.0,E. Turner enters the game for A. Aminu,,83,71
360,4,8:50.0,,Shooting foul by E. Davis (drawn by J. Lamb),83,71
361,4,8:50.0,,J. Lamb makes free throw 1 of 2,83,72
362,4,8:50.0,,J. Lamb makes free throw 2 of 2,83,73
363,4,8:33.0,Turnover by E. Turner (bad pass),,83,73
364,4,8:20.0,,J. Lamb makes 2-pt layup from 4 ft,83,75
365,4,8:20.0,Portland full timeout,,83,75
366,4,8:08.0,C. McCollum misses 2-pt layup from 1 ft,,83,75
367,4,8:06.0,,Defensive rebound by K. Walker,83,75
368,4,8:04.0,,Shooting foul by E. Turner (drawn by T. Graham),83,75
369,4,8:04.0,,T. Graham misses free throw 1 of 2,83,75
370,4,8:04.0,,Offensive rebound by Team,83,75
371,4,8:04.0,D. Lillard enters the game for P. Connaughton,,83,75
372,4,8:04.0,,T. Graham makes free throw 2 of 2,83,76
373,4,7:47.0,C. McCollum misses 2-pt jump shot from 10 ft (block by M. Carter-Williams),,83,76
374,4,7:44.0,,Defensive rebound by M. Carter-Williams,83,76
375,4,7:36.0,,T. Graham misses 3-pt jump shot from 24 ft,83,76
376,4,7:31.0,Defensive rebound by E. Turner,,83,76
377,4,7:25.0,D. Lillard misses 2-pt layup from 2 ft (block by F. Kaminsky),,83,76
378,4,7:22.0,,Defensive rebound by F. Kaminsky,83,76
379,4,7:15.0,,J. Lamb makes 2-pt layup from 4 ft,83,78
380,4,7:04.0,Offensive foul by S. Napier (drawn by M. Carter-Williams),,83,78
