,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,SACRAMENTO_ACTION,PHILADELPHIA_SCORE,SACRAMENTO_SCORE
378,4,9:48.0,,Personal foul by T. Luwawu-Cabarrot (drawn by B. Hield),88,86
379,4,9:48.0,A. Johnson enters the game for J. Embiid,,88,86
380,4,9:38.0,,J. Jackson makes 2-pt jump shot from 10 ft,88,88
381,4,9:29.0,Personal foul by K. Koufos (drawn by B. Simmons),,88,88
382,4,9:21.0,Personal foul by S. Labissière (drawn by B. Simmons),,88,88
383,4,9:13.0,J. Anderson misses 3-pt jump shot from 22 ft,,88,88
384,4,9:09.0,,Defensive rebound by B. Hield,88,88
385,4,9:05.0,,Personal foul by T. Luwawu-Cabarrot (drawn by D. Fox),88,88
386,4,8:59.0,,B. Hield misses 3-pt jump shot from 24 ft,88,88
387,4,8:59.0,Defensive rebound by J. Anderson,,88,88
388,4,8:37.0,A. Johnson makes 2-pt jump shot from 7 ft (assist by B. Simmons),,90,88
389,4,8:29.0,,D. Fox misses 2-pt jump shot from 21 ft,90,88
390,4,8:29.0,Defensive rebound by R. Covington,,90,88
391,4,8:24.0,T. Luwawu-Cabarrot misses 2-pt layup from 3 ft,,90,88
392,4,8:24.0,,Defensive rebound by S. Labissière,90,88
393,4,8:18.0,,M. Richardson enters the game for S. Labissière,90,88
394,4,8:10.0,,D. Fox misses 2-pt layup from 5 ft,90,88
395,4,8:10.0,Defensive rebound by B. Simmons,,90,88
396,4,8:04.0,Personal foul by M. Richardson (drawn by A. Johnson),,90,88
397,4,8:04.0,A. Johnson misses free throw 1 of 2,,90,88
398,4,8:04.0,Offensive rebound by Team,,90,88
399,4,8:04.0,D. Šarić enters the game for R. Covington,,90,88
400,4,8:04.0,A. Johnson makes free throw 2 of 2,,91,88
401,4,7:52.0,,J. Jackson makes 2-pt jump shot from 10 ft (assist by D. Fox),91,90
402,4,7:52.0,,Shooting foul by A. Johnson (drawn by J. Jackson),91,90
403,4,7:52.0,,J. Jackson makes free throw 1 of 1,91,91
404,4,7:40.0,Turnover by B. Simmons (bad pass),,91,91
405,4,7:40.0,J. Redick enters the game for J. Anderson,,91,91
406,4,7:30.0,,Sacramento full timeout,91,91
407,4,7:29.0,,Personal foul by J. Redick (drawn by J. Jackson),91,91
408,4,7:29.0,,J. Jackson makes free throw 1 of 2,91,92
409,4,7:29.0,,J. Jackson makes free throw 2 of 2,91,93
410,4,7:16.0,B. Simmons misses 2-pt jump shot from 3 ft,,91,93
411,4,7:14.0,,Defensive rebound by J. Jackson,91,93
412,4,7:14.0,,Shooting foul by T. Luwawu-Cabarrot (drawn by D. Fox),91,93
413,4,7:14.0,,D. Fox misses free throw 1 of 2,91,93
414,4,7:14.0,,Offensive rebound by Team,91,93
415,4,7:14.0,,D. Fox makes free throw 2 of 2,91,94
416,4,7:14.0,,Z. Randolph enters the game for B. Hield,91,94
417,4,7:14.0,,W. Cauley-Stein enters the game for K. Koufos,91,94
418,4,7:14.0,R. Covington enters the game for T. Luwawu-Cabarrot,,91,94
419,4,7:06.0,D. Šarić misses 3-pt jump shot from 23 ft,,91,94
420,4,6:59.0,Offensive rebound by A. Johnson,,91,94
421,4,6:52.0,Turnover by B. Simmons (lost ball; steal by M. Richardson),,91,94
422,4,6:48.0,,Turnover by M. Richardson (lost ball; steal by B. Simmons),91,94
423,4,6:45.0,B. Simmons makes 2-pt layup from 2 ft,,93,94
424,4,6:28.0,,D. Fox misses 2-pt jump shot from 11 ft,93,94
425,4,6:25.0,Defensive rebound by A. Johnson,,93,94
426,4,6:07.0,D. Šarić misses 3-pt jump shot from 24 ft,,93,94
427,4,6:04.0,,Defensive rebound by D. Fox,93,94
428,4,6:02.0,,Shooting foul by J. Redick (drawn by D. Fox),93,94
429,4,6:02.0,,D. Fox misses free throw 1 of 2,93,94
430,4,6:02.0,,Offensive rebound by Team,93,94
431,4,6:02.0,J. Embiid enters the game for A. Johnson,,93,94
432,4,6:02.0,,D. Fox makes free throw 2 of 2,93,95
433,4,5:52.0,B. Simmons makes 2-pt dunk from 2 ft,,95,95
434,4,5:35.0,,Shooting foul by R. Covington (drawn by W. Cauley-Stein),95,95
435,4,5:35.0,,W. Cauley-Stein misses free throw 1 of 2,95,95
436,4,5:35.0,,Offensive rebound by Team,95,95
437,4,5:35.0,,G. Temple enters the game for M. Richardson,95,95
438,4,5:35.0,,W. Cauley-Stein makes free throw 2 of 2,95,96
439,4,5:23.0,B. Simmons makes 2-pt layup from 5 ft,,97,96
440,4,5:00.0,,J. Jackson makes 2-pt jump shot from 22 ft,97,98
441,4,4:44.0,J. Embiid makes 2-pt jump shot from 2 ft (assist by B. Simmons),,99,98
442,4,4:26.0,,Z. Randolph misses 2-pt layup from 1 ft (block by J. Embiid),99,98
443,4,4:21.0,Defensive rebound by J. Embiid,,99,98
444,4,4:10.0,D. Šarić makes 3-pt jump shot from 22 ft (assist by J. Redick),,102,98
445,4,3:42.0,,Z. Randolph misses 2-pt layup from 6 ft (block by J. Embiid),102,98
446,4,3:42.0,,Offensive rebound by Team,102,98
447,4,3:39.0,,D. Fox misses 3-pt jump shot from 38 ft,102,98
448,4,3:36.0,Defensive rebound by R. Covington,,102,98
449,4,3:34.0,Philadelphia full timeout,,102,98
450,4,3:27.0,Turnover by B. Simmons (bad pass; steal by Z. Randolph),,102,98
451,4,3:12.0,,J. Jackson misses 3-pt jump shot from 25 ft,102,98
452,4,3:08.0,Defensive rebound by J. Embiid,,102,98
453,4,2:54.0,Offensive foul by J. Embiid (drawn by J. Jackson),,102,98
454,4,2:54.0,Turnover by J. Embiid (offensive foul),,102,98
455,4,2:40.0,,W. Cauley-Stein misses 2-pt layup from 2 ft,102,98
456,4,2:38.0,Defensive rebound by J. Embiid,,102,98
457,4,2:22.0,J. Embiid misses 3-pt jump shot from 24 ft,,102,98
458,4,2:22.0,,Defensive rebound by Team,102,98
459,4,2:22.0,Loose ball foul by D. Šarić (drawn by Z. Randolph),,102,98
460,4,2:22.0,,Z. Randolph makes free throw 1 of 2,102,99
461,4,2:22.0,,Z. Randolph makes free throw 2 of 2,102,100
462,4,2:11.0,R. Covington makes 3-pt jump shot from 25 ft (assist by B. Simmons),,105,100
463,4,1:55.0,,D. Fox misses 2-pt jump shot from 17 ft,105,100
464,4,1:55.0,,Offensive rebound by Z. Randolph,105,100
465,4,1:55.0,,Shooting foul by B. Simmons (drawn by Z. Randolph),105,100
466,4,1:55.0,,Z. Randolph makes free throw 1 of 2,105,101
467,4,1:55.0,,Z. Randolph makes free throw 2 of 2,105,102
468,4,1:38.0,J. Embiid makes 2-pt hook shot from 9 ft (assist by J. Redick),,107,102
469,4,1:38.0,Shooting foul by W. Cauley-Stein (drawn by J. Embiid),,107,102
470,4,1:38.0,J. Embiid makes free throw 1 of 1,,108,102
471,4,1:30.0,,G. Temple misses 3-pt jump shot from 25 ft,108,102
472,4,1:26.0,Defensive rebound by D. Šarić,,108,102
473,4,1:13.0,J. Embiid misses 2-pt layup from 3 ft (block by W. Cauley-Stein),,108,102
474,4,1:10.0,,Defensive rebound by D. Fox,108,102
475,4,1:10.0,,D. Fox makes 2-pt layup at rim,108,104
476,4,1:08.0,,Shooting foul by J. Redick (drawn by D. Fox),108,104
477,4,1:08.0,,D. Fox misses free throw 1 of 1,108,104
478,4,1:08.0,,Offensive rebound by Team,108,104
479,4,0:50.0,,G. Temple makes 3-pt jump shot from 25 ft (assist by D. Fox),108,107
480,4,0:30.0,R. Covington misses 3-pt jump shot from 24 ft,,108,107
481,4,0:25.0,Offensive rebound by J. Embiid,,108,107
482,4,0:25.0,J. Embiid misses 2-pt hook shot from 3 ft (block by W. Cauley-Stein),,108,107
483,4,0:25.0,,Defensive rebound by Team,108,107
484,4,0:18.0,,Sacramento full timeout,108,107
485,4,0:14.0,,D. Fox makes 2-pt jump shot from 18 ft,108,109
486,4,0:01.0,J. Embiid misses 2-pt jump shot from 18 ft,,108,109
487,4,0:00.0,Offensive rebound by Team,,108,109
