,QUARTER,TIME_REMAINING,NEW YORK_ACTION,INDIANA_ACTION,NEW YORK_SCORE,INDIANA_SCORE
123,1,0:00.0,,T. Young makes 2-pt layup at rim,37,36
124,2,11:47.0,,D. Sabonis misses 2-pt layup from 5 ft,37,36
125,2,11:45.0,Defensive rebound by K. O'Quinn,,37,36
126,2,11:35.0,K. O'Quinn makes 2-pt jump shot from 8 ft (assist by F. Ntilikina),,39,36
127,2,11:24.0,,Personal foul by L. Thomas (drawn by B. Bogdanović),39,36
128,2,11:17.0,,J. Young misses 2-pt jump shot from 20 ft,39,36
129,2,11:14.0,Defensive rebound by K. O'Quinn,,39,36
130,2,11:07.0,F. Ntilikina misses 2-pt jump shot from 15 ft,,39,36
131,2,11:05.0,,Defensive rebound by J. Young,39,36
132,2,10:58.0,,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by L. Stephenson),39,39
133,2,10:36.0,L. Thomas misses 3-pt jump shot from 25 ft,,39,39
134,2,10:34.0,,Defensive rebound by L. Stephenson,39,39
135,2,10:23.0,,Turnover by B. Bogdanović (bad pass; steal by L. Kornet),39,39
136,2,10:19.0,E. Mudiay makes 2-pt layup at rim (assist by L. Kornet),,41,39
137,2,9:53.0,,C. Joseph enters the game for L. Stephenson,41,39
138,2,9:51.0,,Turnover by C. Joseph (bad pass; steal by L. Thomas),41,39
139,2,9:47.0,K. O'Quinn makes 2-pt layup from 1 ft (assist by E. Mudiay),,43,39
140,2,9:41.0,,Indiana full timeout,43,39
141,2,9:29.0,,A. Jefferson makes 2-pt layup from 1 ft,43,41
142,2,9:06.0,L. Kornet misses 3-pt jump shot from 27 ft,,43,41
143,2,9:03.0,,Defensive rebound by A. Jefferson,43,41
144,2,8:53.0,,J. Young makes 2-pt jump shot from 16 ft (assist by A. Jefferson),43,43
145,2,8:36.0,E. Mudiay misses 2-pt jump shot from 5 ft (block by A. Jefferson),,43,43
146,2,8:33.0,,Defensive rebound by D. Sabonis,43,43
147,2,8:24.0,,A. Jefferson misses 2-pt jump shot from 6 ft (block by K. O'Quinn),43,43
148,2,8:21.0,,Offensive rebound by A. Jefferson,43,43
149,2,8:21.0,,A. Jefferson makes 2-pt jump shot from 4 ft,43,45
150,2,8:04.0,E. Mudiay misses 2-pt jump shot from 12 ft,,43,45
151,2,8:02.0,,Defensive rebound by C. Joseph,43,45
152,2,7:51.0,,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by C. Joseph),43,48
153,2,7:50.0,New York full timeout,,43,48
154,2,7:50.0,T. Hardaway enters the game for E. Mudiay,,43,48
155,2,7:50.0,M. Beasley enters the game for L. Kornet,,43,48
156,2,7:50.0,C. Lee enters the game for F. Ntilikina,,43,48
157,2,7:50.0,T. Burke enters the game for L. Thomas,,43,48
158,2,7:32.0,M. Beasley makes 2-pt layup from 1 ft (assist by T. Hardaway),,45,48
159,2,7:16.0,,Turnover by B. Bogdanović (traveling),45,48
160,2,6:56.0,Turnover by C. Lee (step out of bounds),,45,48
161,2,6:43.0,,C. Joseph misses 2-pt jump shot from 17 ft,45,48
162,2,6:41.0,Defensive rebound by T. Burke,,45,48
163,2,6:32.0,M. Beasley misses 2-pt dunk from 3 ft,,45,48
164,2,6:30.0,,Defensive rebound by D. Sabonis,45,48
165,2,6:24.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by C. Joseph),45,51
166,2,6:08.0,,V. Oladipo enters the game for J. Young,45,51
167,2,6:08.0,,T. Young enters the game for A. Jefferson,45,51
168,2,5:56.0,M. Beasley misses 2-pt jump shot from 11 ft (block by T. Young),,45,51
169,2,5:56.0,Offensive rebound by Team,,45,51
170,2,5:55.0,Turnover by Team (shot clock),,45,51
171,2,5:45.0,,T. Young makes 2-pt layup from 1 ft (assist by D. Sabonis),45,53
172,2,5:45.0,Violation by K. O'Quinn (def goaltending),,45,53
173,2,5:35.0,C. Lee misses 3-pt jump shot from 26 ft,,45,53
174,2,5:31.0,,Defensive rebound by D. Sabonis,45,53
175,2,5:27.0,,V. Oladipo misses 3-pt jump shot from 27 ft,45,53
176,2,5:24.0,Defensive rebound by T. Burke,,45,53
177,2,5:19.0,,Violation by C. Joseph (kicked ball),45,53
178,2,5:19.0,E. Freedom enters the game for K. O'Quinn,,45,53
179,2,5:13.0,E. Freedom makes 2-pt layup at rim (assist by M. Beasley),,47,53
180,2,4:56.0,,Turnover by B. Bogdanović (bad pass; steal by T. Burke),47,53
181,2,4:51.0,Shooting foul by C. Joseph (drawn by C. Lee),,47,53
182,2,4:51.0,C. Lee makes free throw 1 of 3,,48,53
183,2,4:51.0,C. Lee makes free throw 2 of 3,,49,53
184,2,4:51.0,,J. Young enters the game for C. Joseph,49,53
185,2,4:51.0,,L. Stephenson enters the game for B. Bogdanović,49,53
186,2,4:51.0,C. Lee makes free throw 3 of 3,,50,53
187,2,4:38.0,,D. Sabonis misses 2-pt layup at rim,50,53
188,2,4:35.0,Defensive rebound by M. Beasley,,50,53
189,2,4:32.0,T. Hardaway makes 3-pt jump shot from 27 ft (assist by C. Lee),,53,53
190,2,4:12.0,,Shooting foul by M. Beasley (drawn by D. Sabonis),53,53
191,2,4:12.0,,D. Sabonis makes free throw 1 of 2,53,54
192,2,4:12.0,L. Kornet enters the game for M. Beasley,,53,54
193,2,4:12.0,,D. Sabonis makes free throw 2 of 2,53,55
194,2,3:58.0,C. Lee makes 2-pt jump shot from 9 ft (assist by T. Burke),,55,55
195,2,3:44.0,,L. Stephenson makes 3-pt jump shot from 23 ft (assist by V. Oladipo),55,58
196,2,3:25.0,Turnover by T. Burke (bad pass; steal by V. Oladipo),,55,58
197,2,3:19.0,,T. Young makes 2-pt layup from 2 ft (assist by V. Oladipo),55,60
198,2,3:05.0,T. Hardaway misses 3-pt jump shot from 25 ft,,55,60
199,2,2:56.0,,Defensive rebound by J. Young,55,60
200,2,2:47.0,,D. Sabonis misses 2-pt jump shot from 11 ft,55,60
201,2,2:43.0,Defensive rebound by E. Freedom,,55,60
202,2,2:24.0,E. Freedom misses 2-pt hook shot from 5 ft,,55,60
203,2,2:21.0,,Defensive rebound by L. Stephenson,55,60
204,2,2:09.0,,D. Sabonis misses 2-pt layup from 1 ft,55,60
205,2,2:07.0,Defensive rebound by E. Freedom,,55,60
206,2,2:00.0,C. Lee makes 3-pt jump shot from 25 ft (assist by T. Hardaway),,58,60
207,2,1:42.0,,V. Oladipo makes 2-pt jump shot from 18 ft,58,62
208,2,1:33.0,Turnover by T. Hardaway (lost ball; steal by V. Oladipo),,58,62
209,2,1:28.0,,J. Young misses 2-pt jump shot from 17 ft,58,62
210,2,1:26.0,Defensive rebound by Team,,58,62
211,2,1:26.0,,M. Turner enters the game for D. Sabonis,58,62
212,2,1:13.0,C. Lee makes 2-pt jump shot from 13 ft (assist by E. Freedom),,60,62
213,2,0:57.0,,L. Stephenson makes 2-pt jump shot from 19 ft,60,64
214,2,0:44.0,Turnover by T. Hardaway (bad pass; steal by V. Oladipo),,60,64
215,2,0:41.0,,V. Oladipo makes 2-pt dunk at rim (assist by T. Young),60,66
216,2,0:31.0,T. Burke makes 2-pt jump shot from 15 ft,,62,66
217,2,0:11.0,,L. Stephenson misses 3-pt jump shot from 27 ft,62,66
218,2,0:08.0,,Offensive rebound by M. Turner,62,66
219,2,0:08.0,,Shooting foul by E. Freedom (drawn by M. Turner),62,66
220,2,0:08.0,,M. Turner makes free throw 1 of 2,62,67
221,2,0:08.0,,B. Bogdanović enters the game for L. Stephenson,62,67
222,2,0:08.0,,M. Turner makes free throw 2 of 2,62,68
223,2,0:02.0,T. Burke misses 3-pt jump shot from 29 ft,,62,68
224,2,0:02.0,,Defensive rebound by B. Bogdanović,62,68
225,3,11:50.0,,M. Turner makes 2-pt layup from 1 ft (assist by B. Bogdanović),62,70
226,3,11:50.0,,Shooting foul by E. Freedom (drawn by M. Turner),62,70
227,3,11:50.0,,M. Turner makes free throw 1 of 1,62,71
228,3,11:33.0,J. Jack misses 3-pt jump shot from 28 ft,,62,71
229,3,11:29.0,Offensive rebound by E. Freedom,,62,71
230,3,11:29.0,E. Freedom makes 2-pt layup at rim,,64,71
231,3,11:07.0,,V. Oladipo misses 2-pt jump shot from 17 ft,64,71
232,3,11:05.0,,Offensive rebound by T. Young,64,71
233,3,10:56.0,,V. Oladipo misses 2-pt jump shot from 16 ft,64,71
234,3,10:53.0,Defensive rebound by E. Freedom,,64,71
235,3,10:35.0,M. Beasley misses 2-pt layup at rim,,64,71
236,3,10:32.0,,Defensive rebound by C. Joseph,64,71
237,3,10:28.0,,Turnover by C. Joseph (lost ball; steal by C. Lee),64,71
238,3,10:24.0,T. Hardaway misses 2-pt layup from 1 ft,,64,71
239,3,10:22.0,,Defensive rebound by V. Oladipo,64,71
240,3,10:20.0,,Turnover by V. Oladipo (lost ball; steal by T. Hardaway),64,71
241,3,10:02.0,T. Hardaway misses 3-pt jump shot from 27 ft,,64,71
242,3,10:00.0,,Defensive rebound by C. Joseph,64,71
243,3,9:47.0,,T. Young makes 2-pt jump shot from 4 ft (assist by C. Joseph),64,73
244,3,9:30.0,T. Hardaway misses 3-pt jump shot from 23 ft,,64,73
245,3,9:27.0,Offensive rebound by E. Freedom,,64,73
246,3,9:27.0,Shooting foul by M. Turner (drawn by E. Freedom),,64,73
247,3,9:27.0,E. Freedom makes free throw 1 of 2,,65,73
248,3,9:27.0,E. Freedom makes free throw 2 of 2,,66,73
249,3,9:19.0,,V. Oladipo makes 2-pt jump shot from 18 ft (assist by T. Young),66,75
250,3,9:10.0,Turnover by E. Freedom (bad pass; steal by V. Oladipo),,66,75
251,3,9:06.0,,V. Oladipo makes 2-pt dunk from 1 ft,66,77
252,3,9:06.0,New York full timeout,,66,77
253,3,8:52.0,Turnover by C. Lee (lost ball; steal by V. Oladipo),,66,77
254,3,8:44.0,,T. Young makes 3-pt jump shot from 26 ft (assist by V. Oladipo),66,80
255,3,8:21.0,T. Hardaway misses 2-pt jump shot from 21 ft,,66,80
256,3,8:19.0,,Defensive rebound by V. Oladipo,66,80
257,3,8:11.0,,M. Turner makes 2-pt layup from 1 ft (assist by V. Oladipo),66,82
258,3,8:01.0,Turnover by E. Freedom (bad pass; steal by V. Oladipo),,66,82
259,3,7:56.0,,Shooting foul by C. Lee (drawn by V. Oladipo),66,82
260,3,7:56.0,,V. Oladipo makes free throw 1 of 2,66,83
261,3,7:56.0,E. Mudiay enters the game for E. Freedom,,66,83
262,3,7:56.0,F. Ntilikina enters the game for T. Hardaway,,66,83
263,3,7:56.0,L. Thomas enters the game for C. Lee,,66,83
264,3,7:56.0,K. O'Quinn enters the game for J. Jack,,66,83
265,3,7:56.0,,V. Oladipo misses free throw 2 of 2,66,83
266,3,7:53.0,Defensive rebound by E. Mudiay,,66,83
267,3,7:41.0,L. Thomas misses 3-pt jump shot from 23 ft,,66,83
268,3,7:38.0,,Defensive rebound by C. Joseph,66,83
269,3,7:33.0,,Personal foul by E. Mudiay (drawn by B. Bogdanović),66,83
270,3,7:28.0,,Shooting foul by E. Mudiay (drawn by C. Joseph),66,83
271,3,7:28.0,,C. Joseph misses free throw 1 of 2,66,83
272,3,7:28.0,,Offensive rebound by Team,66,83
273,3,7:28.0,,C. Joseph misses free throw 2 of 2,66,83
274,3,7:25.0,Defensive rebound by M. Beasley,,66,83
275,3,7:18.0,Shooting foul by C. Joseph (drawn by F. Ntilikina),,66,83
276,3,7:18.0,F. Ntilikina makes free throw 1 of 2,,67,83
277,3,7:18.0,,J. Young enters the game for C. Joseph,67,83
278,3,7:18.0,F. Ntilikina makes free throw 2 of 2,,68,83
279,3,7:01.0,,V. Oladipo misses 3-pt jump shot from 26 ft,68,83
280,3,6:59.0,Defensive rebound by M. Beasley,,68,83
281,3,6:45.0,L. Thomas misses 3-pt jump shot from 25 ft,,68,83
282,3,6:40.0,,Defensive rebound by V. Oladipo,68,83
283,3,6:24.0,,B. Bogdanović makes 3-pt jump shot from 22 ft (assist by J. Young),68,86
284,3,6:06.0,Shooting foul by M. Turner (drawn by K. O'Quinn),,68,86
285,3,6:06.0,K. O'Quinn makes free throw 1 of 2,,69,86
286,3,6:06.0,K. O'Quinn makes free throw 2 of 2,,70,86
287,3,5:57.0,,Turnover by T. Young (traveling),70,86
288,3,5:50.0,,Loose ball foul by V. Oladipo (drawn by F. Ntilikina),70,86
289,3,5:31.0,K. O'Quinn misses 3-pt jump shot from 29 ft,,70,86
290,3,5:30.0,,Defensive rebound by V. Oladipo,70,86
291,3,5:22.0,,B. Bogdanović misses 2-pt layup from 1 ft,70,86
292,3,5:19.0,Defensive rebound by K. O'Quinn,,70,86
293,3,5:16.0,M. Beasley misses 3-pt jump shot from 23 ft,,70,86
294,3,5:13.0,,Defensive rebound by V. Oladipo,70,86
295,3,4:52.0,,V. Oladipo makes 2-pt dunk from 1 ft (assist by T. Young),70,88
296,3,4:38.0,Turnover by E. Mudiay (bad pass),,70,88
297,3,4:38.0,,L. Stephenson enters the game for T. Young,70,88
298,3,4:38.0,,D. Sabonis enters the game for B. Bogdanović,70,88
299,3,4:31.0,,J. Young misses 3-pt jump shot from 23 ft,70,88
300,3,4:28.0,Defensive rebound by M. Beasley,,70,88
301,3,4:18.0,F. Ntilikina misses 2-pt jump shot from 19 ft,,70,88
302,3,4:14.0,,Defensive rebound by V. Oladipo,70,88
303,3,4:10.0,,D. Sabonis makes 2-pt layup from 1 ft (assist by V. Oladipo),70,90
304,3,3:58.0,E. Mudiay makes 2-pt layup from 1 ft (assist by K. O'Quinn),,72,90
305,3,3:58.0,Shooting foul by D. Sabonis (drawn by E. Mudiay),,72,90
306,3,3:58.0,D. Dotson enters the game for L. Thomas,,72,90
307,3,3:58.0,E. Mudiay makes free throw 1 of 1,,73,90
308,3,3:43.0,,M. Turner misses 2-pt layup from 1 ft,73,90
309,3,3:42.0,Defensive rebound by M. Beasley,,73,90
310,3,3:34.0,M. Beasley makes 2-pt jump shot from 17 ft (assist by E. Mudiay),,75,90
311,3,3:33.0,,Indiana full timeout,75,90
312,3,3:33.0,,A. Jefferson enters the game for M. Turner,75,90
313,3,3:17.0,,D. Sabonis misses 2-pt layup from 1 ft,75,90
314,3,3:14.0,,Offensive rebound by A. Jefferson,75,90
315,3,3:14.0,,A. Jefferson makes 2-pt layup at rim,75,92
316,3,2:56.0,M. Beasley makes 2-pt layup from 1 ft (assist by E. Mudiay),,77,92
317,3,2:31.0,,D. Sabonis misses 2-pt layup from 2 ft (block by K. O'Quinn),77,92
318,3,2:28.0,Defensive rebound by K. O'Quinn,,77,92
319,3,2:24.0,E. Mudiay misses 3-pt jump shot from 26 ft,,77,92
320,3,2:21.0,Offensive rebound by K. O'Quinn,,77,92
321,3,2:14.0,E. Mudiay misses 2-pt jump shot from 4 ft (block by A. Jefferson),,77,92
322,3,2:12.0,,Defensive rebound by J. Young,77,92
323,3,1:59.0,,J. Young makes 2-pt jump shot from 13 ft,77,94
324,3,1:43.0,F. Ntilikina misses 2-pt jump shot from 12 ft,,77,94
325,3,1:40.0,Offensive rebound by M. Beasley,,77,94
326,3,1:40.0,M. Beasley makes 2-pt layup at rim,,79,94
327,3,1:23.0,,Turnover by L. Stephenson (bad pass),79,94
328,3,1:08.0,M. Beasley misses 2-pt jump shot from 7 ft (block by V. Oladipo),,79,94
329,3,1:08.0,Offensive rebound by Team,,79,94
330,3,1:06.0,D. Dotson makes 2-pt jump shot from 18 ft (assist by E. Mudiay),,81,94
331,3,0:48.0,,L. Stephenson misses 3-pt jump shot from 23 ft,81,94
332,3,0:46.0,Defensive rebound by K. O'Quinn,,81,94
333,3,0:36.0,F. Ntilikina makes 3-pt jump shot from 23 ft (assist by M. Beasley),,84,94
334,3,0:26.0,,V. Oladipo misses 2-pt jump shot from 20 ft,84,94
335,3,0:23.0,Defensive rebound by M. Beasley,,84,94
336,3,0:04.0,F. Ntilikina misses 2-pt jump shot from 21 ft,,84,94
337,3,0:01.0,,Defensive rebound by L. Stephenson,84,94
338,3,0:00.0,,L. Stephenson misses 3-pt jump shot from 75 ft,84,94
339,3,0:00.0,,Offensive rebound by Team,84,94
340,4,11:42.0,E. Mudiay misses 3-pt jump shot from 25 ft,,84,94
341,4,11:38.0,Offensive rebound by K. O'Quinn,,84,94
342,4,11:33.0,Shooting foul by J. Young (drawn by F. Ntilikina),,84,94
343,4,11:33.0,F. Ntilikina makes free throw 1 of 2,,85,94
344,4,11:33.0,F. Ntilikina makes free throw 2 of 2,,86,94
345,4,11:25.0,,Personal foul by K. O'Quinn (drawn by A. Jefferson),86,94
346,4,11:18.0,,B. Bogdanović makes 2-pt jump shot from 16 ft,86,96
347,4,10:56.0,D. Dotson misses 2-pt jump shot from 18 ft,,86,96
348,4,10:54.0,,Defensive rebound by D. Sabonis,86,96
349,4,10:47.0,,L. Stephenson makes 2-pt jump shot from 15 ft,86,98
350,4,10:26.0,K. O'Quinn makes 2-pt jump shot from 8 ft,,88,98
351,4,10:26.0,,Violation by L. Stephenson (def goaltending),88,98
352,4,10:12.0,,J. Young makes 3-pt jump shot from 27 ft (assist by D. Sabonis),88,101
353,4,9:53.0,D. Dotson misses 3-pt jump shot from 23 ft,,88,101
354,4,9:49.0,Offensive rebound by D. Dotson,,88,101
355,4,9:44.0,Shooting foul by A. Jefferson (drawn by K. O'Quinn),,88,101
356,4,9:44.0,K. O'Quinn misses free throw 1 of 2,,88,101
357,4,9:44.0,Offensive rebound by Team,,88,101
358,4,9:44.0,,T. Young enters the game for A. Jefferson,88,101
359,4,9:44.0,K. O'Quinn misses free throw 2 of 2,,88,101
360,4,9:42.0,,Defensive rebound by D. Sabonis,88,101
361,4,9:21.0,,D. Sabonis misses 2-pt layup at rim (block by K. O'Quinn),88,101
362,4,9:19.0,Defensive rebound by F. Ntilikina,,88,101
363,4,9:17.0,Turnover by F. Ntilikina (lost ball; steal by L. Stephenson),,88,101
364,4,9:13.0,,Turnover by B. Bogdanović (bad pass; steal by L. Kornet),88,101
365,4,9:07.0,L. Kornet misses 3-pt jump shot from 29 ft,,88,101
366,4,9:04.0,Offensive rebound by K. O'Quinn,,88,101
367,4,9:04.0,K. O'Quinn makes 2-pt layup from 2 ft,,90,101
368,4,9:04.0,Shooting foul by J. Young (drawn by K. O'Quinn),,90,101
369,4,9:04.0,K. O'Quinn makes free throw 1 of 1,,91,101
370,4,8:48.0,,D. Sabonis misses 2-pt layup from 3 ft,91,101
371,4,8:46.0,Defensive rebound by L. Kornet,,91,101
372,4,8:37.0,K. O'Quinn makes 3-pt jump shot from 22 ft (assist by E. Mudiay),,94,101
373,4,8:36.0,,Indiana full timeout,94,101
374,4,8:36.0,,V. Oladipo enters the game for J. Young,94,101
375,4,8:36.0,,C. Joseph enters the game for B. Bogdanović,94,101
376,4,8:36.0,T. Hardaway enters the game for F. Ntilikina,,94,101
377,4,8:24.0,,L. Stephenson makes 2-pt layup from 4 ft (assist by V. Oladipo),94,103
