,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,TORONTO_ACTION,LA LAKERS_SCORE,TORONTO_SCORE
0,1,11:40.0,,D. DeRozan misses 2-pt jump shot from 11 ft,0,0
1,1,11:37.0,Defensive rebound by B. Lopez,,0,0
2,1,11:25.0,B. Ingram misses 2-pt jump shot from 21 ft,,0,0
3,1,11:22.0,,Defensive rebound by J. Valančiūnas,0,0
4,1,11:14.0,,J. Valančiūnas misses 2-pt jump shot from 15 ft,0,0
5,1,11:12.0,Defensive rebound by B. Ingram,,0,0
6,1,11:04.0,J. Randle misses 2-pt jump shot from 19 ft,,0,0
7,1,11:01.0,Offensive rebound by K. Caldwell-Pope,,0,0
8,1,10:56.0,B. Lopez misses 2-pt jump shot from 10 ft,,0,0
9,1,10:55.0,,Defensive rebound by J. Valančiūnas,0,0
10,1,10:49.0,,O. Anunoby misses 3-pt jump shot from 22 ft,0,0
11,1,10:44.0,Defensive rebound by J. Randle,,0,0
12,1,10:36.0,B. Ingram makes 3-pt jump shot from 26 ft (assist by J. Randle),,3,0
13,1,10:14.0,,J. Valančiūnas makes 3-pt jump shot from 22 ft (assist by O. Anunoby),3,3
14,1,9:58.0,B. Lopez makes 2-pt hook shot from 7 ft,,5,3
15,1,9:45.0,,Turnover by D. DeRozan (bad pass; steal by T. Ennis),5,3
16,1,9:41.0,Offensive foul by T. Ennis (drawn by K. Lowry),,5,3
17,1,9:41.0,Turnover by T. Ennis (offensive foul),,5,3
18,1,9:29.0,,J. Valančiūnas misses 2-pt jump shot from 4 ft,5,3
19,1,9:29.0,Defensive rebound by Team,,5,3
20,1,9:18.0,B. Ingram misses 2-pt jump shot from 15 ft,,5,3
21,1,9:14.0,,Defensive rebound by J. Valančiūnas,5,3
22,1,9:05.0,,D. DeRozan misses 2-pt jump shot from 5 ft (block by B. Lopez),5,3
23,1,9:03.0,,Offensive rebound by S. Ibaka,5,3
24,1,8:59.0,,Shooting foul by J. Randle (drawn by S. Ibaka),5,3
25,1,8:59.0,,S. Ibaka makes free throw 1 of 2,5,4
26,1,8:59.0,,S. Ibaka makes free throw 2 of 2,5,5
27,1,8:51.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,5,5
28,1,8:49.0,,Defensive rebound by S. Ibaka,5,5
29,1,8:43.0,,K. Lowry makes 2-pt layup from 1 ft,5,7
30,1,8:43.0,,Shooting foul by T. Ennis (drawn by K. Lowry),5,7
31,1,8:43.0,,K. Lowry makes free throw 1 of 1,5,8
32,1,8:28.0,B. Lopez misses 3-pt jump shot from 25 ft,,5,8
33,1,8:25.0,,Defensive rebound by K. Lowry,5,8
34,1,8:18.0,,O. Anunoby misses 3-pt jump shot from 23 ft,5,8
35,1,8:15.0,Defensive rebound by B. Ingram,,5,8
36,1,8:09.0,B. Ingram misses 2-pt jump shot from 12 ft,,5,8
37,1,8:06.0,,Defensive rebound by S. Ibaka,5,8
38,1,7:59.0,,D. DeRozan makes 3-pt jump shot from 22 ft,5,11
39,1,7:35.0,J. Randle misses 2-pt jump shot from 19 ft (block by S. Ibaka),,5,11
40,1,7:32.0,Offensive rebound by J. Randle,,5,11
41,1,7:30.0,J. Randle makes 2-pt jump shot from 3 ft,,7,11
42,1,7:19.0,,J. Valančiūnas makes 2-pt dunk at rim (assist by D. DeRozan),7,13
43,1,7:19.0,LA Lakers full timeout,,7,13
44,1,7:03.0,B. Ingram misses 2-pt layup from 2 ft (block by O. Anunoby),,7,13
45,1,7:01.0,Offensive rebound by B. Ingram,,7,13
46,1,6:56.0,B. Ingram misses 2-pt hook shot from 5 ft,,7,13
47,1,6:54.0,,Defensive rebound by S. Ibaka,7,13
48,1,6:47.0,,S. Ibaka makes 3-pt jump shot from 25 ft (assist by K. Lowry),7,16
49,1,6:32.0,T. Ennis makes 3-pt jump shot from 25 ft (assist by J. Randle),,10,16
50,1,6:09.0,,O. Anunoby makes 2-pt layup from 1 ft (assist by D. DeRozan),10,18
51,1,5:59.0,B. Lopez misses 2-pt jump shot from 19 ft,,10,18
52,1,5:56.0,,Defensive rebound by S. Ibaka,10,18
53,1,5:53.0,,K. Lowry misses 3-pt jump shot from 27 ft,10,18
54,1,5:51.0,Defensive rebound by T. Ennis,,10,18
55,1,5:50.0,Personal foul by D. DeRozan (drawn by T. Ennis),,10,18
56,1,5:41.0,Turnover by T. Ennis (bad pass; steal by O. Anunoby),,10,18
57,1,5:38.0,,Shooting foul by B. Ingram (drawn by O. Anunoby),10,18
