,QUARTER,TIME_REMAINING,UTAH_ACTION,NEW ORLEANS_ACTION,UTAH_SCORE,NEW ORLEANS_SCORE
0,1,11:52.0,D. Mitchell misses 2-pt layup from 1 ft,,0,0
1,1,11:48.0,Offensive rebound by R. Gobert,,0,0
2,1,11:48.0,R. Gobert misses 2-pt layup at rim,,0,0
3,1,11:47.0,,Defensive rebound by J. Holiday,0,0
4,1,11:38.0,,R. Rondo makes 2-pt layup from 1 ft,0,2
5,1,11:24.0,D. Favors makes 2-pt jump shot from 16 ft (assist by J. Ingles),,2,2
6,1,11:05.0,,A. Davis makes 2-pt jump shot from 15 ft (assist by J. Holiday),2,4
7,1,10:41.0,Turnover by J. Ingles (out of bounds lost ball),,2,4
8,1,10:24.0,,A. Davis misses 2-pt jump shot from 16 ft,2,4
9,1,10:21.0,Defensive rebound by R. Gobert,,2,4
10,1,10:18.0,Turnover by R. Rubio (lost ball; steal by A. Davis),,2,4
11,1,10:07.0,,J. Holiday misses 2-pt jump shot from 5 ft,2,4
12,1,10:04.0,,Offensive rebound by E. Okafor,2,4
13,1,9:57.0,,E. Moore makes 2-pt layup from 3 ft,2,6
14,1,9:40.0,R. Rubio misses 2-pt jump shot from 20 ft,,2,6
15,1,9:37.0,,Defensive rebound by E. Okafor,2,6
16,1,9:25.0,,Turnover by A. Davis (traveling),2,6
17,1,9:11.0,J. Ingles makes 2-pt layup from 2 ft (assist by D. Favors),,4,6
18,1,9:06.0,,J. Holiday misses 3-pt jump shot from 26 ft,4,6
19,1,9:02.0,Defensive rebound by R. Gobert,,4,6
20,1,8:52.0,R. Gobert makes 2-pt dunk at rim (assist by R. Rubio),,6,6
21,1,8:49.0,,Turnover by R. Rondo (bad pass),6,6
22,1,8:37.0,J. Ingles makes 2-pt jump shot from 6 ft,,8,6
23,1,8:37.0,Shooting foul by E. Moore (drawn by J. Ingles),,8,6
24,1,8:37.0,J. Ingles makes free throw 1 of 1,,9,6
25,1,8:27.0,,J. Holiday makes 2-pt jump shot from 9 ft,9,8
26,1,8:11.0,R. Rubio makes 3-pt jump shot from 25 ft (assist by R. Gobert),,12,8
27,1,8:04.0,,Personal foul by D. Favors (drawn by J. Holiday),12,8
28,1,8:02.0,,Turnover by E. Okafor (traveling),12,8
29,1,7:50.0,Turnover by R. Rubio (bad pass; steal by A. Davis),,12,8
30,1,7:45.0,,E. Okafor makes 2-pt layup from 3 ft (assist by R. Rondo),12,10
31,1,7:45.0,,Shooting foul by D. Favors (drawn by E. Okafor),12,10
32,1,7:45.0,,E. Okafor makes free throw 1 of 1,12,11
33,1,7:33.0,D. Mitchell misses 2-pt jump shot from 14 ft,,12,11
34,1,7:30.0,Offensive rebound by D. Favors,,12,11
35,1,7:27.0,R. Gobert misses 2-pt jump shot from 8 ft (block by A. Davis),,12,11
36,1,7:24.0,Offensive rebound by R. Gobert,,12,11
37,1,7:19.0,R. Rubio misses 2-pt jump shot from 14 ft,,12,11
38,1,7:16.0,,Defensive rebound by E. Okafor,12,11
39,1,7:10.0,,A. Davis misses 3-pt jump shot from 26 ft,12,11
40,1,7:07.0,Defensive rebound by R. Rubio,,12,11
41,1,6:59.0,R. Gobert misses 2-pt layup from 1 ft,,12,11
42,1,6:50.0,Offensive rebound by D. Favors,,12,11
43,1,6:50.0,D. Favors misses 2-pt layup at rim,,12,11
44,1,6:50.0,Offensive rebound by D. Favors,,12,11
45,1,6:48.0,D. Favors makes 2-pt layup at rim,,14,11
46,1,6:46.0,,E. Okafor makes 2-pt jump shot from 12 ft (assist by R. Rondo),14,13
47,1,6:29.0,J. Ingles makes 3-pt jump shot from 22 ft (assist by R. Rubio),,17,13
48,1,6:19.0,,E. Okafor misses 2-pt jump shot from 10 ft,17,13
49,1,6:19.0,,Offensive rebound by Team,17,13
50,1,6:19.0,Loose ball foul by D. Favors (drawn by A. Davis),,17,13
51,1,6:19.0,,New Orleans full timeout,17,13
52,1,6:19.0,J. Crowder enters the game for D. Favors,,17,13
53,1,6:07.0,,A. Davis misses 2-pt layup from 2 ft,17,13
54,1,6:05.0,Defensive rebound by R. Rubio,,17,13
55,1,6:02.0,J. Ingles makes 3-pt jump shot from 24 ft (assist by R. Rubio),,20,13
56,1,5:50.0,,J. Holiday misses 2-pt jump shot from 13 ft,20,13
57,1,5:46.0,Defensive rebound by D. Mitchell,,20,13
58,1,5:36.0,J. Crowder misses 3-pt jump shot from 25 ft,,20,13
59,1,5:33.0,Offensive rebound by Team,,20,13
60,1,5:33.0,,N. Mirotić enters the game for E. Okafor,20,13
61,1,5:25.0,D. Mitchell misses 3-pt jump shot from 25 ft,,20,13
62,1,5:20.0,,Defensive rebound by N. Mirotić,20,13
63,1,5:14.0,,R. Rondo misses 2-pt layup from 1 ft (block by J. Crowder),20,13
64,1,5:11.0,Defensive rebound by R. Rubio,,20,13
65,1,5:05.0,R. Rubio makes 3-pt jump shot from 25 ft (assist by J. Ingles),,23,13
66,1,4:47.0,,N. Mirotić misses 3-pt jump shot from 26 ft,23,13
67,1,4:43.0,Defensive rebound by R. Gobert,,23,13
68,1,4:34.0,R. Rubio misses 2-pt jump shot from 7 ft,,23,13
69,1,4:30.0,,Defensive rebound by A. Davis,23,13
70,1,4:22.0,,R. Rondo misses 3-pt jump shot from 24 ft,23,13
71,1,4:20.0,Defensive rebound by Team,,23,13
72,1,4:20.0,,I. Clark enters the game for E. Moore,23,13
73,1,4:06.0,R. Rubio misses 2-pt layup from 2 ft (block by A. Davis),,23,13
74,1,4:05.0,Offensive rebound by R. Gobert,,23,13
75,1,4:02.0,R. Gobert misses 2-pt layup from 2 ft (block by A. Davis),,23,13
76,1,4:02.0,Offensive rebound by Team,,23,13
77,1,4:01.0,,D. Miller enters the game for R. Rondo,23,13
78,1,4:01.0,Utah full timeout,,23,13
79,1,3:59.0,R. Gobert misses 2-pt jump shot from 18 ft,,23,13
80,1,3:56.0,,Defensive rebound by A. Davis,23,13
81,1,3:44.0,,N. Mirotić misses 2-pt layup from 1 ft,23,13
82,1,3:42.0,Defensive rebound by R. Gobert,,23,13
83,1,3:32.0,Shooting foul by A. Davis (drawn by R. Gobert),,23,13
84,1,3:32.0,R. Gobert makes free throw 1 of 2,,24,13
85,1,3:32.0,J. Jerebko enters the game for J. Ingles,,24,13
86,1,3:32.0,R. O'Neale enters the game for R. Rubio,,24,13
87,1,3:32.0,R. Gobert makes free throw 2 of 2,,25,13
88,1,3:24.0,,A. Davis makes 2-pt dunk at rim (assist by J. Holiday),25,15
89,1,3:03.0,J. Crowder misses 3-pt jump shot from 25 ft,,25,15
90,1,3:01.0,,Defensive rebound by I. Clark,25,15
91,1,2:55.0,,I. Clark misses 2-pt jump shot from 14 ft,25,15
92,1,2:52.0,,Offensive rebound by A. Davis,25,15
93,1,2:49.0,,N. Mirotić misses 2-pt jump shot from 18 ft,25,15
94,1,2:45.0,Defensive rebound by R. O'Neale,,25,15
95,1,2:42.0,D. Mitchell misses 3-pt jump shot from 23 ft,,25,15
96,1,2:38.0,Offensive rebound by J. Jerebko,,25,15
97,1,2:29.0,J. Crowder misses 2-pt jump shot from 16 ft,,25,15
98,1,2:25.0,,Defensive rebound by N. Mirotić,25,15
