,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,DETROIT_ACTION,MILWAUKEE_SCORE,DETROIT_SCORE
0,1,11:45.0,,J. Ennis makes 2-pt layup from 1 ft (assist by B. Griffin),0,2
1,1,11:22.0,G. Antetokounmpo misses 3-pt jump shot from 25 ft,,0,2
2,1,11:19.0,,Defensive rebound by B. Griffin,0,2
3,1,11:13.0,,A. Drummond misses 2-pt hook shot from 8 ft,0,2
4,1,11:10.0,Defensive rebound by E. Bledsoe,,0,2
5,1,11:03.0,K. Middleton misses 2-pt jump shot from 20 ft,,0,2
6,1,11:00.0,,Defensive rebound by A. Drummond,0,2
7,1,10:52.0,,J. Ennis misses 3-pt jump shot from 26 ft,0,2
8,1,10:47.0,,Offensive rebound by A. Drummond,0,2
9,1,10:45.0,,I. Smith misses 2-pt jump shot from 7 ft,0,2
10,1,10:42.0,Defensive rebound by J. Henson,,0,2
11,1,10:35.0,J. Henson misses 2-pt jump shot from 18 ft,,0,2
12,1,10:31.0,,Defensive rebound by A. Drummond,0,2
13,1,10:22.0,,R. Bullock misses 2-pt layup from 5 ft,0,2
14,1,10:18.0,Defensive rebound by S. Brown,,0,2
15,1,10:07.0,Shooting foul by J. Ennis (drawn by K. Middleton),,0,2
16,1,10:07.0,K. Middleton makes free throw 1 of 2,,1,2
17,1,10:07.0,K. Middleton makes free throw 2 of 2,,2,2
18,1,9:57.0,,R. Bullock makes 2-pt layup from 1 ft (assist by A. Drummond),2,4
19,1,9:41.0,G. Antetokounmpo makes 2-pt layup from 3 ft,,4,4
20,1,9:28.0,,Personal foul by K. Middleton (drawn by J. Ennis),4,4
21,1,9:21.0,,Personal foul by S. Brown (drawn by B. Griffin),4,4
22,1,9:14.0,,I. Smith misses 2-pt jump shot from 17 ft,4,4
23,1,9:12.0,,Offensive rebound by Team,4,4
24,1,9:10.0,,J. Ennis misses 2-pt layup from 1 ft,4,4
25,1,9:07.0,Defensive rebound by J. Henson,,4,4
26,1,8:49.0,E. Bledsoe makes 3-pt jump shot from 25 ft,,7,4
27,1,8:30.0,,R. Bullock misses 2-pt layup from 5 ft,7,4
28,1,8:29.0,,Offensive rebound by A. Drummond,7,4
29,1,8:28.0,,A. Drummond makes 2-pt layup from 1 ft,7,6
30,1,8:11.0,E. Bledsoe misses 2-pt jump shot from 7 ft,,7,6
31,1,8:09.0,,Defensive rebound by I. Smith,7,6
32,1,7:54.0,,I. Smith makes 2-pt layup from 4 ft (assist by B. Griffin),7,8
33,1,7:34.0,S. Brown misses 3-pt jump shot from 23 ft,,7,8
34,1,7:30.0,,Defensive rebound by J. Ennis,7,8
35,1,7:28.0,,R. Bullock makes 3-pt jump shot from 27 ft,7,11
36,1,7:12.0,J. Henson misses 2-pt layup from 7 ft,,7,11
37,1,7:10.0,Offensive rebound by E. Bledsoe,,7,11
38,1,7:04.0,G. Antetokounmpo makes 2-pt dunk from 1 ft,,9,11
39,1,6:51.0,,B. Griffin misses 3-pt jump shot from 25 ft,9,11
40,1,6:47.0,Defensive rebound by J. Henson,,9,11
41,1,6:38.0,G. Antetokounmpo makes 2-pt dunk at rim (assist by E. Bledsoe),,11,11
42,1,6:11.0,,R. Bullock misses 3-pt jump shot from 25 ft,11,11
43,1,6:09.0,Defensive rebound by S. Brown,,11,11
44,1,6:02.0,,Violation by B. Griffin (kicked ball),11,11
45,1,6:02.0,,Detroit full timeout,11,11
46,1,5:50.0,J. Henson makes 2-pt hook shot from 7 ft (assist by E. Bledsoe),,13,11
47,1,5:24.0,,J. Ennis misses 2-pt layup from 9 ft,13,11
48,1,5:22.0,Defensive rebound by E. Bledsoe,,13,11
49,1,5:18.0,J. Henson makes 2-pt dunk from 1 ft (assist by E. Bledsoe),,15,11
50,1,5:01.0,,R. Bullock makes 2-pt layup from 3 ft (assist by B. Griffin),15,13
51,1,4:53.0,K. Middleton makes 3-pt jump shot from 22 ft (assist by G. Antetokounmpo),,18,13
52,1,4:37.0,,J. Ennis makes 2-pt jump shot from 14 ft (assist by B. Griffin),18,15
53,1,4:15.0,G. Antetokounmpo misses 2-pt layup from 2 ft,,18,15
54,1,4:10.0,Offensive rebound by J. Henson,,18,15
55,1,4:10.0,J. Henson makes 2-pt layup at rim,,20,15
56,1,4:04.0,,R. Bullock makes 3-pt jump shot from 25 ft (assist by B. Griffin),20,18
57,1,3:43.0,E. Bledsoe makes 3-pt jump shot from 25 ft (assist by J. Henson),,23,18
58,1,3:27.0,,Personal foul by E. Bledsoe (drawn by A. Drummond),23,18
59,1,3:27.0,,S. Johnson enters the game for J. Ennis,23,18
60,1,3:27.0,J. Parker enters the game for S. Brown,,23,18
61,1,3:27.0,S. Kilpatrick enters the game for G. Antetokounmpo,,23,18
62,1,3:15.0,,S. Johnson misses 3-pt jump shot from 22 ft,23,18
63,1,3:13.0,Defensive rebound by S. Kilpatrick,,23,18
64,1,3:06.0,E. Bledsoe makes 2-pt jump shot from 6 ft,,25,18
65,1,2:43.0,,A. Drummond misses 2-pt layup at rim (block by J. Henson),25,18
66,1,2:43.0,,Offensive rebound by Team,25,18
67,1,2:43.0,Milwaukee full timeout,,25,18
68,1,2:43.0,,D. Buycks enters the game for I. Smith,25,18
69,1,2:43.0,,A. Tolliver enters the game for B. Griffin,25,18
70,1,2:35.0,,D. Buycks misses 2-pt jump shot from 16 ft,25,18
71,1,2:34.0,,Offensive rebound by A. Drummond,25,18
