,QUARTER,TIME_REMAINING,PORTLAND_ACTION,PHILADELPHIA_ACTION,PORTLAND_SCORE,PHILADELPHIA_SCORE
77,1,3:58.0,,Turnover by A. Johnson (traveling),5,19
78,1,3:42.0,M. Leonard misses 3-pt jump shot from 27 ft,,5,19
79,1,3:35.0,,Defensive rebound by A. Johnson,5,19
80,1,3:35.0,,Turnover by A. Johnson (lost ball; steal by S. Napier),5,19
81,1,3:35.0,,T. Luwawu-Cabarrot enters the game for J. Bayless,5,19
82,1,3:35.0,,J. Embiid enters the game for A. Johnson,5,19
83,1,3:29.0,Turnover by S. Napier (turnover; steal by R. Covington),,5,19
84,1,3:21.0,,Shooting foul by M. Leonard (drawn by J. Embiid),5,19
85,1,3:21.0,,J. Embiid makes free throw 1 of 2,5,20
86,1,3:21.0,,J. Embiid makes free throw 2 of 2,5,21
87,1,2:59.0,P. Connaughton misses 2-pt jump shot from 15 ft,,5,21
88,1,2:59.0,Offensive rebound by Team,,5,21
89,1,2:59.0,Personal foul by J. Redick (drawn by P. Connaughton),,5,21
90,1,2:59.0,,B. Simmons enters the game for R. Covington,5,21
91,1,2:59.0,E. Davis enters the game for M. Leonard,,5,21
92,1,2:47.0,Shooting foul by T. McConnell (drawn by S. Napier),,5,21
93,1,2:47.0,S. Napier makes free throw 1 of 2,,6,21
94,1,2:47.0,S. Napier makes free throw 2 of 2,,7,21
95,1,2:38.0,,J. Embiid misses 2-pt layup from 2 ft (block by E. Davis),7,21
96,1,2:34.0,Defensive rebound by E. Turner,,7,21
97,1,2:31.0,D. Lillard makes 3-pt jump shot from 23 ft (assist by S. Napier),,10,21
98,1,2:15.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 27 ft,10,21
99,1,2:14.0,,Offensive rebound by Team,10,21
100,1,2:14.0,,Personal foul by E. Davis (drawn by J. Embiid),10,21
101,1,2:14.0,,J. Embiid makes free throw 1 of 2,10,22
102,1,2:14.0,,J. Embiid makes free throw 2 of 2,10,23
103,1,2:04.0,E. Davis misses 2-pt layup from 4 ft,,10,23
104,1,2:02.0,,Defensive rebound by J. Embiid,10,23
105,1,1:55.0,,Turnover by T. McConnell (traveling),10,23
106,1,1:55.0,C. McCollum enters the game for P. Connaughton,,10,23
107,1,1:46.0,Personal foul by T. Luwawu-Cabarrot (drawn by D. Lillard),,10,23
108,1,1:40.0,D. Lillard makes 2-pt layup from 1 ft,,12,23
109,1,1:31.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 27 ft,12,23
110,1,1:28.0,Defensive rebound by S. Napier,,12,23
111,1,1:25.0,D. Lillard misses 3-pt jump shot from 28 ft,,12,23
112,1,1:21.0,Offensive rebound by E. Davis,,12,23
113,1,1:02.0,E. Turner makes 2-pt jump shot from 14 ft,,14,23
114,1,0:47.0,,J. Embiid makes 2-pt layup from 1 ft (assist by T. McConnell),14,25
115,1,0:47.0,,Shooting foul by E. Turner (drawn by J. Embiid),14,25
116,1,0:47.0,,J. Embiid makes free throw 1 of 1,14,26
117,1,0:24.0,D. Lillard misses 2-pt jump shot from 12 ft,,14,26
118,1,0:19.0,Offensive rebound by E. Davis,,14,26
119,1,0:19.0,E. Davis misses 2-pt layup at rim,,14,26
120,1,0:18.0,,Defensive rebound by J. Redick,14,26
121,1,0:04.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 27 ft,14,26
122,1,0:01.0,Defensive rebound by C. McCollum,,14,26
123,1,0:00.0,C. McCollum misses 3-pt jump shot from 29 ft,,14,26
124,1,0:00.0,Offensive rebound by Team,,14,26
125,2,11:51.0,Turnover by C. McCollum (turnover),,14,26
126,2,11:34.0,,J. Embiid makes 2-pt jump shot from 16 ft,14,28
127,2,11:13.0,E. Davis makes 2-pt layup from 3 ft (assist by E. Turner),,16,28
128,2,10:42.0,,J. Embiid misses 2-pt jump shot from 16 ft,16,28
129,2,10:39.0,Defensive rebound by E. Davis,,16,28
130,2,10:27.0,C. McCollum misses 2-pt jump shot from 10 ft,,16,28
131,2,10:24.0,,Defensive rebound by T. Luwawu-Cabarrot,16,28
132,2,10:17.0,,J. Embiid misses 3-pt jump shot from 26 ft,16,28
133,2,10:14.0,Defensive rebound by E. Davis,,16,28
134,2,10:06.0,S. Napier makes 2-pt jump shot from 12 ft,,18,28
135,2,9:53.0,,D. Šarić misses 3-pt jump shot from 25 ft,18,28
136,2,9:50.0,,Offensive rebound by J. Embiid,18,28
137,2,9:50.0,,Shooting foul by E. Turner (drawn by B. Simmons),18,28
138,2,9:50.0,,B. Simmons misses free throw 1 of 2,18,28
139,2,9:50.0,,Offensive rebound by Team,18,28
140,2,9:50.0,,A. Johnson enters the game for T. Luwawu-Cabarrot,18,28
141,2,9:50.0,,R. Covington enters the game for J. Embiid,18,28
142,2,9:50.0,J. Nurkić enters the game for E. Davis,,18,28
143,2,9:50.0,,B. Simmons misses free throw 2 of 2,18,28
144,2,9:47.0,Defensive rebound by J. Nurkić,,18,28
145,2,9:33.0,Turnover by J. Nurkić (lost ball; steal by B. Simmons),,18,28
146,2,9:29.0,,R. Covington makes 2-pt dunk from 1 ft (assist by B. Simmons),18,30
147,2,9:10.0,,Personal foul by C. McCollum (drawn by J. Bayless),18,30
148,2,9:10.0,Turnover by C. McCollum (turnover),,18,30
149,2,8:54.0,,B. Simmons makes 2-pt jump shot from 11 ft (assist by A. Johnson),18,32
150,2,8:42.0,Turnover by E. Turner (lost ball; steal by R. Covington),,18,32
151,2,8:36.0,,D. Šarić misses 2-pt layup from 1 ft,18,32
152,2,8:31.0,,Offensive rebound by A. Johnson,18,32
153,2,8:31.0,,A. Johnson misses 2-pt layup at rim,18,32
154,2,8:30.0,,Offensive rebound by A. Johnson,18,32
155,2,8:29.0,,D. Šarić makes 3-pt jump shot from 25 ft (assist by R. Covington),18,35
156,2,8:29.0,Portland full timeout,,18,35
157,2,8:16.0,S. Napier misses 2-pt jump shot from 20 ft,,18,35
158,2,8:12.0,,Defensive rebound by A. Johnson,18,35
159,2,8:08.0,,B. Simmons misses 2-pt jump shot from 4 ft,18,35
160,2,8:05.0,Defensive rebound by E. Turner,,18,35
161,2,7:53.0,Turnover by J. Nurkić (lost ball; steal by B. Simmons),,18,35
162,2,7:53.0,,Personal foul by J. Nurkić (drawn by B. Simmons),18,35
163,2,7:41.0,,B. Simmons misses 2-pt hook shot from 2 ft,18,35
164,2,7:41.0,Defensive rebound by Team,,18,35
165,2,7:24.0,D. Lillard enters the game for S. Napier,,18,35
166,2,7:20.0,Shooting foul by R. Covington (drawn by C. McCollum),,18,35
167,2,7:20.0,C. McCollum makes free throw 1 of 3,,19,35
168,2,7:20.0,C. McCollum makes free throw 2 of 3,,20,35
169,2,7:20.0,C. McCollum makes free throw 3 of 3,,21,35
170,2,7:14.0,,Turnover by J. Bayless (turnover),21,35
171,2,7:01.0,J. Nurkić misses 2-pt jump shot from 4 ft (block by D. Šarić),,21,35
172,2,7:01.0,,Defensive rebound by Team,21,35
173,2,6:52.0,,Turnover by R. Covington (bad pass),21,35
174,2,6:52.0,,T. McConnell enters the game for D. Šarić,21,35
175,2,6:36.0,J. Nurkić makes 2-pt dunk at rim (assist by D. Lillard),,23,35
176,2,6:36.0,Shooting foul by A. Johnson (drawn by J. Nurkić),,23,35
177,2,6:36.0,J. Nurkić misses free throw 1 of 1,,23,35
178,2,6:32.0,,Defensive rebound by B. Simmons,23,35
179,2,6:28.0,,B. Simmons misses 2-pt layup from 1 ft,23,35
180,2,6:28.0,Defensive rebound by J. Nurkić,,23,35
181,2,6:16.0,J. Nurkić makes 2-pt hook shot from 4 ft (assist by E. Turner),,25,35
182,2,6:03.0,,T. McConnell makes 2-pt jump shot from 9 ft,25,37
183,2,5:48.0,J. Nurkić misses 2-pt layup from 3 ft,,25,37
184,2,5:48.0,Offensive rebound by J. Nurkić,,25,37
185,2,5:48.0,,J. Redick enters the game for J. Bayless,25,37
186,2,5:43.0,Turnover by J. Nurkić (turnover; steal by A. Johnson),,25,37
187,2,5:37.0,,R. Covington misses 3-pt jump shot from 26 ft,25,37
188,2,5:33.0,Defensive rebound by J. Nurkić,,25,37
189,2,5:25.0,Turnover by D. Lillard (lost ball; steal by J. Redick),,25,37
190,2,5:21.0,,B. Simmons makes 2-pt dunk from 1 ft (assist by T. McConnell),25,39
191,2,5:21.0,Portland full timeout,,25,39
192,2,5:21.0,,J. Embiid enters the game for A. Johnson,25,39
193,2,5:21.0,E. Davis enters the game for J. Nurkić,,25,39
194,2,5:02.0,C. McCollum misses 2-pt jump shot from 15 ft,,25,39
195,2,4:58.0,Offensive rebound by E. Davis,,25,39
196,2,4:58.0,E. Davis misses 2-pt layup at rim,,25,39
197,2,4:57.0,,Defensive rebound by T. McConnell,25,39
198,2,4:53.0,,J. Redick misses 2-pt layup from 6 ft (block by C. McCollum),25,39
199,2,4:50.0,Defensive rebound by C. McCollum,,25,39
200,2,4:43.0,E. Turner misses 2-pt jump shot from 20 ft,,25,39
201,2,4:43.0,Offensive rebound by E. Davis,,25,39
202,2,4:43.0,Shooting foul by J. Embiid (drawn by E. Davis),,25,39
203,2,4:43.0,E. Davis misses free throw 1 of 2,,25,39
204,2,4:43.0,Offensive rebound by Team,,25,39
205,2,4:43.0,,D. Šarić enters the game for B. Simmons,25,39
206,2,4:43.0,N. Vonleh enters the game for M. Harkless,,25,39
207,2,4:43.0,P. Connaughton enters the game for E. Turner,,25,39
208,2,4:43.0,E. Davis misses free throw 2 of 2,,25,39
209,2,4:41.0,,Defensive rebound by J. Embiid,25,39
210,2,4:19.0,,D. Šarić misses 3-pt jump shot from 26 ft,25,39
211,2,4:19.0,Defensive rebound by C. McCollum,,25,39
212,2,4:07.0,D. Lillard makes 3-pt jump shot from 27 ft,,28,39
213,2,3:49.0,,Turnover by D. Šarić (lost ball; steal by E. Davis),28,39
214,2,3:42.0,D. Lillard makes 3-pt jump shot from 26 ft,,31,39
215,2,3:41.0,,Philadelphia full timeout,31,39
216,2,3:31.0,,Turnover by T. McConnell (traveling),31,39
217,2,3:18.0,C. McCollum misses 2-pt jump shot from 21 ft,,31,39
218,2,3:15.0,,Defensive rebound by R. Covington,31,39
219,2,3:11.0,,R. Covington misses 3-pt jump shot from 26 ft,31,39
220,2,3:11.0,,Offensive rebound by J. Embiid,31,39
221,2,3:05.0,,J. Redick makes 3-pt jump shot from 25 ft,31,42
222,2,2:57.0,Personal foul by T. McConnell (drawn by D. Lillard),,31,42
223,2,2:57.0,,B. Simmons enters the game for T. McConnell,31,42
224,2,2:57.0,E. Turner enters the game for P. Connaughton,,31,42
225,2,2:52.0,C. McCollum misses 2-pt jump shot from 16 ft,,31,42
226,2,2:52.0,,Defensive rebound by J. Redick,31,42
227,2,2:40.0,,Turnover by R. Covington (bad pass; steal by E. Davis),31,42
228,2,2:32.0,D. Lillard makes 3-pt jump shot from 26 ft,,34,42
229,2,2:20.0,,J. Embiid makes 3-pt jump shot from 26 ft (assist by B. Simmons),34,45
230,2,2:03.0,D. Lillard misses 3-pt jump shot from 27 ft,,34,45
231,2,1:58.0,,Defensive rebound by R. Covington,34,45
232,2,1:50.0,,J. Embiid makes 2-pt dunk at rim (assist by R. Covington),34,47
233,2,1:24.0,C. McCollum misses 2-pt layup from 3 ft,,34,47
234,2,1:20.0,,Defensive rebound by R. Covington,34,47
235,2,1:16.0,,R. Covington misses 3-pt jump shot from 25 ft,34,47
236,2,1:12.0,,Offensive rebound by D. Šarić,34,47
237,2,1:05.0,,Personal foul by C. McCollum (drawn by J. Embiid),34,47
238,2,1:05.0,S. Napier enters the game for C. McCollum,,34,47
239,2,0:51.0,,J. Embiid misses 2-pt layup from 3 ft (block by E. Davis),34,47
240,2,0:47.0,Defensive rebound by E. Davis,,34,47
241,2,0:31.0,D. Lillard makes 3-pt jump shot from 26 ft,,37,47
242,2,0:17.0,,D. Šarić makes 3-pt jump shot from 25 ft (assist by B. Simmons),37,50
243,3,11:42.0,C. McCollum makes 2-pt jump shot from 16 ft,,39,50
244,3,11:20.0,,J. Embiid makes 2-pt jump shot from 10 ft,39,52
245,3,11:09.0,Personal foul by J. Embiid (drawn by J. Nurkić),,39,52
246,3,11:05.0,E. Turner misses 3-pt jump shot from 25 ft,,39,52
247,3,11:01.0,,Defensive rebound by R. Covington,39,52
248,3,10:47.0,,B. Simmons misses 2-pt hook shot from 8 ft,39,52
249,3,10:45.0,Defensive rebound by J. Nurkić,,39,52
250,3,10:40.0,D. Lillard misses 2-pt jump shot from 18 ft,,39,52
251,3,10:36.0,,Defensive rebound by B. Simmons,39,52
252,3,10:27.0,,B. Simmons makes 2-pt dunk at rim,39,54
253,3,10:08.0,Shooting foul by D. Šarić (drawn by M. Harkless),,39,54
254,3,10:08.0,M. Harkless misses free throw 1 of 2,,39,54
255,3,10:08.0,Offensive rebound by Team,,39,54
256,3,10:08.0,M. Harkless makes free throw 2 of 2,,40,54
257,3,9:56.0,,Turnover by B. Simmons (lost ball; steal by E. Turner),40,54
258,3,9:45.0,E. Turner misses 2-pt jump shot from 18 ft,,40,54
259,3,9:42.0,,Defensive rebound by D. Šarić,40,54
260,3,9:27.0,,Turnover by J. Embiid (lost ball; steal by E. Turner),40,54
261,3,9:21.0,M. Harkless misses 3-pt jump shot from 24 ft,,40,54
262,3,9:17.0,,Defensive rebound by R. Covington,40,54
263,3,8:54.0,,B. Simmons makes 2-pt hook shot from 9 ft,40,56
264,3,8:36.0,E. Turner misses 3-pt jump shot from 24 ft,,40,56
265,3,8:33.0,,Defensive rebound by D. Šarić,40,56
266,3,8:17.0,,D. Šarić misses 3-pt jump shot from 24 ft,40,56
267,3,8:15.0,Defensive rebound by D. Lillard,,40,56
268,3,8:01.0,J. Nurkić makes 2-pt layup from 1 ft (assist by E. Turner),,42,56
269,3,7:44.0,,J. Redick misses 2-pt jump shot from 21 ft,42,56
270,3,7:41.0,Defensive rebound by D. Lillard,,42,56
271,3,7:35.0,C. McCollum misses 3-pt jump shot from 25 ft,,42,56
272,3,7:33.0,,Defensive rebound by J. Embiid,42,56
273,3,7:23.0,,Turnover by J. Embiid (out of bounds lost ball),42,56
274,3,7:23.0,,A. Johnson enters the game for D. Šarić,42,56
275,3,7:23.0,,T. McConnell enters the game for J. Embiid,42,56
276,3,7:10.0,D. Lillard misses 2-pt jump shot from 20 ft,,42,56
277,3,7:08.0,,Defensive rebound by R. Covington,42,56
278,3,7:00.0,,A. Johnson misses 2-pt hook shot from 7 ft (block by J. Nurkić),42,56
279,3,6:56.0,Defensive rebound by J. Nurkić,,42,56
280,3,6:51.0,,Philadelphia full timeout,42,56
281,3,6:51.0,,J. Bayless enters the game for J. Redick,42,56
282,3,6:48.0,Turnover by C. McCollum (lost ball; steal by A. Johnson),,42,56
283,3,6:45.0,,Turnover by B. Simmons (bad pass),42,56
284,3,6:31.0,J. Nurkić makes 2-pt layup from 4 ft (assist by D. Lillard),,44,56
285,3,6:13.0,,T. McConnell misses 2-pt jump shot from 15 ft,44,56
286,3,6:13.0,Defensive rebound by Team,,44,56
287,3,6:13.0,S. Napier enters the game for M. Harkless,,44,56
288,3,5:57.0,Turnover by D. Lillard (bad pass),,44,56
289,3,5:52.0,Personal foul by A. Johnson (drawn by E. Turner),,44,56
290,3,5:52.0,,Turnover by A. Johnson (turnover),44,56
291,3,5:42.0,D. Lillard makes 2-pt layup from 1 ft,,46,56
292,3,5:21.0,,R. Covington misses 2-pt jump shot from 22 ft (block by D. Lillard),46,56
293,3,5:21.0,Defensive rebound by Team,,46,56
294,3,5:06.0,D. Lillard misses 3-pt jump shot from 25 ft,,46,56
295,3,5:02.0,,Defensive rebound by R. Covington,46,56
296,3,4:56.0,,B. Simmons makes 2-pt hook shot from 7 ft,46,58
297,3,4:36.0,Shooting foul by T. McConnell (drawn by S. Napier),,46,58
298,3,4:36.0,S. Napier makes free throw 1 of 2,,47,58
299,3,4:36.0,,J. Redick enters the game for B. Simmons,47,58
300,3,4:36.0,E. Davis enters the game for J. Nurkić,,47,58
301,3,4:36.0,P. Connaughton enters the game for E. Turner,,47,58
302,3,4:36.0,S. Napier makes free throw 2 of 2,,48,58
303,3,4:22.0,,T. McConnell misses 2-pt layup from 2 ft,48,58
304,3,4:20.0,,Offensive rebound by A. Johnson,48,58
305,3,4:17.0,,R. Covington misses 3-pt jump shot from 26 ft,48,58
306,3,4:17.0,Defensive rebound by C. McCollum,,48,58
307,3,4:07.0,E. Davis misses 2-pt layup from 4 ft (block by A. Johnson),,48,58
308,3,4:03.0,,Defensive rebound by R. Covington,48,58
309,3,4:03.0,,Shooting foul by C. McCollum (drawn by R. Covington),48,58
310,3,4:03.0,,R. Covington makes free throw 1 of 2,48,59
311,3,4:03.0,J. Layman enters the game for C. McCollum,,48,59
312,3,4:03.0,,R. Covington misses free throw 2 of 2,48,59
313,3,3:59.0,,Offensive rebound by A. Johnson,48,59
314,3,3:54.0,,J. Redick makes 2-pt jump shot from 20 ft (assist by R. Covington),48,61
315,3,3:44.0,D. Lillard misses 2-pt jump shot from 13 ft,,48,61
316,3,3:41.0,,Defensive rebound by A. Johnson,48,61
317,3,3:36.0,,J. Redick misses 2-pt layup from 5 ft,48,61
318,3,3:36.0,Defensive rebound by J. Layman,,48,61
319,3,3:30.0,P. Connaughton misses 2-pt layup from 3 ft (block by J. Bayless),,48,61
320,3,3:30.0,Offensive rebound by Team,,48,61
321,3,3:30.0,,J. Embiid enters the game for A. Johnson,48,61
322,3,3:30.0,,D. Šarić enters the game for R. Covington,48,61
323,3,3:30.0,N. Vonleh enters the game for P. Connaughton,,48,61
324,3,3:24.0,S. Napier makes 2-pt jump shot from 19 ft,,50,61
325,3,3:09.0,,J. Redick makes 3-pt jump shot from 27 ft (assist by J. Embiid),50,64
326,3,2:48.0,D. Lillard makes 2-pt jump shot from 20 ft,,52,64
327,3,2:34.0,,D. Šarić misses 2-pt jump shot from 20 ft,52,64
328,3,2:32.0,Defensive rebound by E. Davis,,52,64
329,3,2:26.0,D. Lillard makes 2-pt jump shot from 21 ft,,54,64
330,3,2:26.0,Shooting foul by J. Embiid (drawn by D. Lillard),,54,64
331,3,2:26.0,Portland full timeout,,54,64
332,3,2:26.0,D. Lillard makes free throw 1 of 1,,55,64
333,3,2:08.0,,J. Embiid makes 2-pt hook shot from 9 ft,55,66
334,3,1:45.0,J. Layman misses 2-pt jump shot from 5 ft,,55,66
335,3,1:42.0,,Defensive rebound by J. Embiid,55,66
336,3,1:40.0,,Turnover by J. Embiid (lost ball; steal by N. Vonleh),55,66
337,3,1:30.0,E. Davis misses 2-pt layup from 2 ft (block by J. Embiid),,55,66
338,3,1:27.0,,Defensive rebound by T. McConnell,55,66
339,3,1:22.0,,J. Bayless misses 3-pt jump shot from 27 ft,55,66
340,3,1:19.0,Defensive rebound by D. Lillard,,55,66
341,3,1:14.0,D. Lillard misses 3-pt jump shot from 24 ft,,55,66
342,3,1:11.0,,Defensive rebound by J. Embiid,55,66
343,3,1:00.0,,J. Embiid makes 2-pt dunk from 1 ft (assist by D. Šarić),55,68
344,3,0:50.0,Turnover by D. Lillard (bad pass),,55,68
345,3,0:50.0,E. Turner enters the game for J. Layman,,55,68
346,3,0:50.0,,B. Simmons enters the game for T. McConnell,55,68
347,3,0:39.0,,J. Embiid makes 2-pt jump shot from 16 ft (assist by D. Šarić),55,70
348,3,0:34.0,D. Lillard makes 2-pt layup at rim,,57,70
349,3,0:19.0,,J. Redick misses 3-pt jump shot from 27 ft,57,70
350,3,0:16.0,Defensive rebound by N. Vonleh,,57,70
351,3,0:02.0,D. Lillard misses 2-pt layup from 3 ft (block by J. Embiid),,57,70
352,3,0:02.0,Offensive rebound by Team,,57,70
353,3,0:01.0,Turnover by E. Turner (bad pass; steal by D. Šarić),,57,70
354,4,11:42.0,,J. Embiid misses 2-pt layup from 2 ft (block by J. Nurkić),57,70
355,4,11:42.0,,Offensive rebound by Team,57,70
356,4,11:37.0,,B. Simmons misses 2-pt layup at rim,57,70
357,4,11:34.0,Defensive rebound by N. Vonleh,,57,70
358,4,11:29.0,C. McCollum misses 2-pt jump shot from 6 ft,,57,70
359,4,11:27.0,Offensive rebound by J. Nurkić,,57,70
360,4,11:27.0,Turnover by J. Nurkić (bad pass; steal by J. Bayless),,57,70
361,4,11:17.0,,B. Simmons misses 2-pt jump shot from 13 ft,57,70
362,4,11:17.0,,Offensive rebound by D. Šarić,57,70
363,4,10:58.0,,J. Bayless misses 3-pt jump shot from 23 ft,57,70
364,4,10:52.0,Defensive rebound by S. Napier,,57,70
365,4,10:47.0,N. Vonleh makes 2-pt jump shot from 18 ft (assist by S. Napier),,59,70
366,4,10:33.0,,J. Embiid misses 3-pt jump shot from 25 ft,59,70
367,4,10:33.0,Defensive rebound by N. Vonleh,,59,70
368,4,10:18.0,J. Nurkić misses 2-pt jump shot from 6 ft,,59,70
369,4,10:18.0,Offensive rebound by N. Vonleh,,59,70
370,4,10:04.0,Turnover by S. Napier (bad pass; steal by T. Luwawu-Cabarrot),,59,70
371,4,10:04.0,,Personal foul by N. Vonleh (drawn by T. Luwawu-Cabarrot),59,70
372,4,9:49.0,,Turnover by D. Šarić (bad pass; steal by S. Napier),59,70
373,4,9:49.0,Personal foul by D. Šarić (drawn by S. Napier),,59,70
374,4,9:40.0,J. Nurkić makes 2-pt jump shot from 20 ft,,61,70
375,4,9:38.0,,Philadelphia full timeout,61,70
376,4,9:38.0,,T. McConnell enters the game for D. Šarić,61,70
377,4,9:20.0,,J. Embiid makes 2-pt jump shot from 11 ft,61,72
378,4,9:01.0,C. McCollum misses 3-pt jump shot from 25 ft,,61,72
379,4,8:58.0,,Offensive rebound by Team,61,72
380,4,8:49.0,,T. Luwawu-Cabarrot makes 3-pt jump shot from 25 ft (assist by T. McConnell),61,75
381,4,8:31.0,Shooting foul by J. Embiid (drawn by J. Nurkić),,61,75
382,4,8:31.0,,A. Johnson enters the game for J. Embiid,61,75
383,4,8:31.0,J. Nurkić misses free throw 1 of 2,,61,75
384,4,8:31.0,Offensive rebound by Team,,61,75
385,4,8:31.0,D. Lillard enters the game for N. Vonleh,,61,75
386,4,8:31.0,J. Nurkić makes free throw 2 of 2,,62,75
387,4,8:17.0,,B. Simmons misses 2-pt jump shot from 11 ft,62,75
