,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,LA CLIPPERS_ACTION,NEW ORLEANS_SCORE,LA CLIPPERS_SCORE
0,1,11:42.0,,Turnover by T. Wallace (bad pass; steal by N. Mirotić),0,0
1,1,11:37.0,A. Davis misses 2-pt jump shot from 16 ft,,0,0
2,1,11:33.0,,Defensive rebound by D. Jordan,0,0
3,1,11:26.0,,T. Harris misses 2-pt layup from 1 ft (block by A. Davis),0,0
4,1,11:23.0,Defensive rebound by R. Rondo,,0,0
5,1,11:19.0,E. Moore misses 3-pt jump shot from 22 ft,,0,0
6,1,11:14.0,,Defensive rebound by D. Jordan,0,0
7,1,11:09.0,,W. Johnson misses 2-pt jump shot from 21 ft,0,0
8,1,11:09.0,Defensive rebound by E. Moore,,0,0
9,1,10:56.0,R. Rondo misses 2-pt jump shot from 15 ft,,0,0
10,1,10:56.0,,Defensive rebound by Team,0,0
11,1,10:42.0,,Turnover by T. Harris (traveling),0,0
12,1,10:24.0,N. Mirotić misses 3-pt jump shot from 23 ft,,0,0
13,1,10:20.0,,Defensive rebound by W. Johnson,0,0
14,1,10:12.0,,T. Harris makes 2-pt jump shot from 12 ft,0,2
15,1,9:58.0,Turnover by J. Holiday (bad pass; steal by D. Jordan),,0,2
16,1,9:56.0,,Personal take foul by E. Moore (drawn by T. Wallace),0,2
17,1,9:51.0,,T. Wallace misses 2-pt jump shot from 18 ft,0,2
18,1,9:44.0,,Offensive rebound by T. Wallace,0,2
19,1,9:31.0,,C. Williams makes 2-pt jump shot from 22 ft (assist by T. Harris),0,4
20,1,9:21.0,E. Moore makes 3-pt jump shot from 23 ft (assist by J. Holiday),,3,4
21,1,9:07.0,,T. Harris misses 3-pt jump shot from 24 ft,3,4
22,1,9:03.0,Defensive rebound by N. Mirotić,,3,4
23,1,8:57.0,Shooting foul by T. Wallace (drawn by A. Davis),,3,4
24,1,8:57.0,A. Davis makes free throw 1 of 2,,4,4
25,1,8:57.0,A. Davis makes free throw 2 of 2,,5,4
26,1,8:41.0,,D. Jordan makes 2-pt dunk from 2 ft (assist by C. Williams),5,6
