,QUARTER,TIME_REMAINING,DALLAS_ACTION,UTAH_ACTION,DALLAS_SCORE,UTAH_SCORE
47,1,6:02.0,J. Barea makes 2-pt jump shot from 14 ft,,14,18
48,1,5:50.0,,R. Rubio misses 2-pt jump shot from 20 ft,14,18
49,1,5:49.0,Defensive rebound by D. Nowitzki,,14,18
50,1,5:43.0,Turnover by H. Barnes (lost ball; steal by R. Rubio),,14,18
51,1,5:30.0,,D. Mitchell misses 3-pt jump shot from 26 ft,14,18
52,1,5:26.0,,Offensive rebound by R. Rubio,14,18
53,1,5:24.0,,R. Rubio makes 2-pt jump shot from 16 ft,14,20
54,1,5:14.0,Dallas full timeout,,14,20
55,1,5:14.0,S. Mejri enters the game for D. Nowitzki,,14,20
56,1,5:14.0,Y. Ferrell enters the game for J. Barea,,14,20
57,1,5:14.0,,J. Crowder enters the game for J. Ingles,14,20
58,1,5:14.0,,J. Jerebko enters the game for R. Rubio,14,20
59,1,5:14.0,,R. O'Neale enters the game for D. Favors,14,20
60,1,5:02.0,H. Barnes misses 2-pt jump shot from 15 ft,,14,20
61,1,4:58.0,Offensive rebound by S. Mejri,,14,20
62,1,4:56.0,Y. Ferrell misses 3-pt jump shot from 25 ft,,14,20
63,1,4:56.0,,Defensive rebound by J. Jerebko,14,20
64,1,4:42.0,,J. Crowder makes 2-pt layup from 2 ft (assist by R. O'Neale),14,22
65,1,4:28.0,D. Smith makes 2-pt layup from 7 ft,,16,22
66,1,4:10.0,,R. Gobert makes 2-pt dunk from 1 ft (assist by J. Crowder),16,24
67,1,4:10.0,,Shooting foul by H. Barnes (drawn by R. Gobert),16,24
68,1,4:10.0,,R. Gobert makes free throw 1 of 1,16,25
69,1,4:00.0,W. Matthews misses 3-pt jump shot from 25 ft,,16,25
70,1,3:56.0,,Defensive rebound by J. Jerebko,16,25
71,1,3:40.0,,J. Crowder makes 2-pt dunk from 2 ft (assist by D. Mitchell),16,27
72,1,3:13.0,D. Smith misses 3-pt jump shot from 26 ft,,16,27
73,1,3:10.0,,Defensive rebound by J. Crowder,16,27
74,1,3:05.0,,R. O'Neale makes 3-pt jump shot from 26 ft (assist by J. Jerebko),16,30
75,1,2:47.0,Personal foul by R. Gobert (drawn by W. Matthews),,16,30
76,1,2:47.0,,D. Favors enters the game for R. Gobert,16,30
77,1,2:47.0,K. Collinsworth enters the game for D. Smith,,16,30
78,1,2:35.0,W. Matthews misses 3-pt jump shot from 26 ft,,16,30
79,1,2:35.0,,Defensive rebound by J. Jerebko,16,30
80,1,2:13.0,,Turnover by J. Jerebko (bad pass; steal by S. Mejri),16,30
81,1,2:02.0,Y. Ferrell makes 2-pt jump shot from 17 ft,,18,30
82,1,1:48.0,,Personal foul by K. Collinsworth (drawn by D. Mitchell),18,30
83,1,1:48.0,,J. Ingles enters the game for D. Mitchell,18,30
84,1,1:38.0,,J. Crowder makes 3-pt jump shot from 25 ft,18,33
85,1,1:30.0,Shooting foul by J. Crowder (drawn by W. Matthews),,18,33
86,1,1:30.0,W. Matthews makes free throw 1 of 2,,19,33
87,1,1:30.0,W. Matthews makes free throw 2 of 2,,20,33
88,1,1:19.0,,J. Ingles misses 2-pt layup from 1 ft,20,33
89,1,1:18.0,Defensive rebound by S. Mejri,,20,33
90,1,1:11.0,Turnover by K. Collinsworth (bad pass; steal by J. Crowder),,20,33
91,1,1:06.0,,J. Jerebko misses 2-pt layup from 2 ft,20,33
92,1,1:05.0,,Offensive rebound by D. Favors,20,33
93,1,1:05.0,,D. Favors misses 2-pt layup at rim,20,33
94,1,1:05.0,,Offensive rebound by Team,20,33
95,1,1:05.0,,A. Burks enters the game for J. Jerebko,20,33
96,1,1:03.0,,J. Crowder misses 3-pt jump shot from 22 ft,20,33
97,1,0:59.0,Defensive rebound by K. Collinsworth,,20,33
98,1,0:50.0,Turnover by S. Mejri (lost ball; steal by J. Ingles),,20,33
99,1,0:50.0,,Personal foul by S. Mejri (drawn by J. Ingles),20,33
100,1,0:50.0,,J. Ingles makes free throw 1 of 2,20,34
101,1,0:50.0,D. Nowitzki enters the game for K. Collinsworth,,20,34
102,1,0:50.0,D. McDermott enters the game for W. Matthews,,20,34
103,1,0:50.0,J. Barea enters the game for S. Mejri,,20,34
104,1,0:50.0,D. Powell enters the game for H. Barnes,,20,34
105,1,0:50.0,,J. Ingles makes free throw 2 of 2,20,35
106,1,0:36.0,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by J. Barea),,23,35
107,1,0:29.0,,J. Ingles misses 3-pt jump shot from 26 ft,23,35
108,1,0:25.0,Defensive rebound by J. Barea,,23,35
109,1,0:06.0,J. Barea misses 3-pt jump shot from 25 ft,,23,35
110,1,0:04.0,,Defensive rebound by A. Burks,23,35
111,1,0:00.0,,A. Burks misses 3-pt jump shot from 25 ft,23,35
112,1,0:00.0,,Offensive rebound by R. O'Neale,23,35
113,2,11:46.0,D. Powell makes 2-pt dunk from 2 ft (assist by J. Barea),,25,35
114,2,11:27.0,,J. Crowder misses 3-pt jump shot from 25 ft,25,35
115,2,11:24.0,Defensive rebound by Y. Ferrell,,25,35
116,2,11:16.0,D. Nowitzki makes 2-pt jump shot from 18 ft (assist by Y. Ferrell),,27,35
117,2,10:49.0,,A. Burks makes 2-pt jump shot from 5 ft,27,37
118,2,10:39.0,D. Nowitzki makes 2-pt jump shot from 20 ft (assist by J. Barea),,29,37
119,2,10:17.0,,R. Rubio misses 2-pt jump shot from 17 ft,29,37
120,2,10:13.0,Defensive rebound by D. Nowitzki,,29,37
121,2,10:01.0,D. Nowitzki misses 2-pt jump shot from 15 ft,,29,37
122,2,9:58.0,,Defensive rebound by R. Rubio,29,37
123,2,9:45.0,,A. Burks misses 2-pt layup from 1 ft,29,37
124,2,9:43.0,Defensive rebound by J. Barea,,29,37
125,2,9:42.0,Personal foul by R. Rubio (drawn by J. Barea),,29,37
126,2,9:28.0,Y. Ferrell misses 3-pt jump shot from 24 ft,,29,37
127,2,9:24.0,Offensive rebound by D. Powell,,29,37
128,2,9:14.0,J. Barea misses 2-pt jump shot from 19 ft,,29,37
129,2,9:12.0,Offensive rebound by Team,,29,37
130,2,9:12.0,,Loose ball foul by D. Favors (drawn by D. Powell),29,37
131,2,9:12.0,,R. Gobert enters the game for A. Burks,29,37
132,2,9:12.0,,R. O'Neale enters the game for J. Jerebko,29,37
133,2,9:04.0,Turnover by Y. Ferrell (bad pass),,29,37
134,2,8:50.0,,Shooting foul by D. Nowitzki (drawn by D. Favors),29,37
135,2,8:50.0,,D. Favors makes free throw 1 of 2,29,38
136,2,8:50.0,,D. Favors misses free throw 2 of 2,29,38
137,2,8:48.0,Defensive rebound by D. Powell,,29,38
138,2,8:34.0,Personal foul by R. O'Neale (drawn by D. Powell),,29,38
139,2,8:29.0,D. McDermott makes 3-pt jump shot from 25 ft (assist by J. Barea),,32,38
140,2,8:10.0,,J. Crowder misses 2-pt jump shot from 19 ft,32,38
141,2,8:06.0,,Offensive rebound by R. Gobert,32,38
142,2,8:06.0,,R. Gobert misses 2-pt layup at rim,32,38
143,2,8:04.0,Defensive rebound by D. McDermott,,32,38
144,2,8:01.0,J. Barea misses 3-pt jump shot from 25 ft,,32,38
145,2,7:59.0,,Defensive rebound by J. Crowder,32,38
146,2,7:53.0,,Personal foul by D. McDermott (drawn by J. Crowder),32,38
147,2,7:53.0,,J. Ingles enters the game for J. Crowder,32,38
148,2,7:42.0,,Turnover by R. Gobert (lost ball; steal by D. McDermott),32,38
149,2,7:39.0,Y. Ferrell makes 2-pt layup from 4 ft,,34,38
150,2,7:39.0,,Utah full timeout,34,38
151,2,7:39.0,,D. Mitchell enters the game for R. Rubio,34,38
152,2,7:17.0,,J. Ingles makes 2-pt jump shot from 19 ft,34,40
153,2,7:03.0,D. McDermott misses 2-pt layup from 2 ft,,34,40
154,2,7:00.0,,Defensive rebound by D. Favors,34,40
155,2,6:56.0,,Shooting foul by D. McDermott (drawn by R. O'Neale),34,40
156,2,6:56.0,,R. O'Neale makes free throw 1 of 2,34,41
157,2,6:56.0,,R. O'Neale makes free throw 2 of 2,34,42
158,2,6:41.0,D. McDermott makes 3-pt jump shot from 26 ft (assist by J. Barea),,37,42
159,2,6:25.0,,R. O'Neale misses 2-pt jump shot from 7 ft,37,42
160,2,6:24.0,,Offensive rebound by R. O'Neale,37,42
161,2,6:22.0,,D. Favors misses 2-pt layup from 7 ft,37,42
162,2,6:22.0,Defensive rebound by Team,,37,42
163,2,6:22.0,,Loose ball foul by D. Favors (drawn by D. Nowitzki),37,42
164,2,6:22.0,,J. Crowder enters the game for D. Favors,37,42
165,2,6:09.0,D. McDermott makes 2-pt layup from 6 ft (assist by J. Barea),,39,42
166,2,5:46.0,,D. Mitchell misses 2-pt jump shot from 9 ft,39,42
167,2,5:44.0,Defensive rebound by D. Nowitzki,,39,42
168,2,5:41.0,J. Barea makes 2-pt layup from 2 ft (assist by D. Nowitzki),,41,42
169,2,5:41.0,,Utah full timeout,41,42
170,2,5:41.0,,A. Burks enters the game for R. O'Neale,41,42
171,2,5:30.0,,Turnover by D. Mitchell (bad pass; steal by Y. Ferrell),41,42
172,2,5:20.0,D. Nowitzki misses 3-pt jump shot from 26 ft,,41,42
173,2,5:20.0,Offensive rebound by D. Powell,,41,42
174,2,5:20.0,Personal foul by J. Crowder (drawn by D. Powell),,41,42
175,2,5:20.0,D. Powell makes free throw 1 of 2,,42,42
176,2,5:20.0,D. Powell makes free throw 2 of 2,,43,42
177,2,5:06.0,,Turnover by J. Ingles (bad pass),43,42
178,2,4:54.0,Personal foul by J. Ingles (drawn by D. Powell),,43,42
179,2,4:54.0,D. Powell makes free throw 1 of 2,,44,42
180,2,4:54.0,D. Powell makes free throw 2 of 2,,45,42
181,2,4:29.0,,J. Crowder misses 3-pt jump shot from 24 ft,45,42
182,2,4:29.0,,Offensive rebound by Team,45,42
183,2,4:29.0,,Turnover by Team (shot clock),45,42
184,2,4:16.0,J. Barea makes 2-pt layup from 3 ft,,47,42
185,2,3:58.0,,A. Burks misses 2-pt jump shot from 19 ft,47,42
186,2,3:54.0,Defensive rebound by Y. Ferrell,,47,42
187,2,3:45.0,D. McDermott misses 3-pt jump shot from 22 ft (block by J. Ingles),,47,42
188,2,3:45.0,Offensive rebound by Team,,47,42
189,2,3:35.0,D. Powell makes 2-pt hook shot from 3 ft (assist by J. Barea),,49,42
190,2,3:20.0,,J. Crowder misses 3-pt jump shot from 25 ft,49,42
191,2,3:17.0,Defensive rebound by D. Nowitzki,,49,42
192,2,3:07.0,J. Barea misses 2-pt jump shot from 14 ft,,49,42
193,2,3:05.0,,Defensive rebound by D. Mitchell,49,42
194,2,3:02.0,,J. Ingles makes 3-pt jump shot from 26 ft (assist by D. Mitchell),49,45
195,2,3:01.0,Away from play foul by R. Gobert (drawn by D. McDermott),,49,45
196,2,3:01.0,D. McDermott misses free throw 1 of 2,,49,45
197,2,3:01.0,Offensive rebound by Team,,49,45
198,2,3:01.0,,R. Rubio enters the game for A. Burks,49,45
199,2,3:01.0,H. Barnes enters the game for J. Barea,,49,45
200,2,3:01.0,D. Smith enters the game for D. Nowitzki,,49,45
201,2,3:01.0,D. McDermott makes free throw 2 of 2,,50,45
202,2,2:44.0,,Personal foul by Y. Ferrell (drawn by R. Rubio),50,45
203,2,2:44.0,W. Matthews enters the game for Y. Ferrell,,50,45
204,2,2:32.0,,R. Gobert makes 2-pt dunk from 3 ft (assist by J. Ingles),50,47
205,2,2:13.0,W. Matthews misses 2-pt jump shot from 7 ft,,50,47
206,2,2:13.0,,Defensive rebound by Team,50,47
207,2,1:56.0,,R. Rubio misses 3-pt jump shot from 25 ft,50,47
208,2,1:54.0,,Offensive rebound by Team,50,47
209,2,1:54.0,Loose ball foul by W. Matthews (drawn by R. Gobert),,50,47
210,2,1:54.0,,R. Gobert misses free throw 1 of 2,50,47
211,2,1:54.0,,Offensive rebound by Team,50,47
212,2,1:54.0,,R. Gobert makes free throw 2 of 2,50,48
213,2,1:40.0,H. Barnes misses 3-pt jump shot from 26 ft,,50,48
214,2,1:37.0,,Defensive rebound by R. Gobert,50,48
215,2,1:31.0,,J. Ingles misses 3-pt jump shot from 25 ft,50,48
216,2,1:29.0,Defensive rebound by D. Smith,,50,48
217,2,1:20.0,D. Smith misses 2-pt layup from 2 ft,,50,48
218,2,1:18.0,,Defensive rebound by R. Rubio,50,48
219,2,1:10.0,,J. Ingles makes 2-pt layup from 3 ft (assist by R. Rubio),50,50
220,2,0:44.0,D. Powell misses 2-pt jump shot from 16 ft,,50,50
221,2,0:43.0,,Defensive rebound by D. Mitchell,50,50
222,2,0:38.0,,D. Mitchell makes 3-pt jump shot from 24 ft,50,53
223,2,0:31.0,D. Powell misses 3-pt jump shot from 26 ft,,50,53
224,2,0:28.0,,Defensive rebound by R. Gobert,50,53
225,2,0:07.0,,D. Mitchell misses 3-pt jump shot from 25 ft,50,53
226,2,0:04.0,Defensive rebound by D. Smith,,50,53
227,2,0:00.0,D. Smith misses 3-pt jump shot from 32 ft,,50,53
228,2,0:00.0,Offensive rebound by Team,,50,53
229,3,11:45.0,H. Barnes misses 3-pt jump shot from 25 ft,,50,53
230,3,11:43.0,,Defensive rebound by Team,50,53
231,3,11:33.0,,Turnover by R. Gobert (lost ball; steal by J. Barea),50,53
232,3,11:27.0,J. Barea makes 2-pt layup from 2 ft,,52,53
233,3,11:17.0,,Shooting foul by D. Nowitzki (drawn by D. Mitchell),52,53
234,3,11:17.0,,D. Mitchell misses free throw 1 of 2,52,53
235,3,11:17.0,,Offensive rebound by Team,52,53
236,3,11:17.0,,D. Mitchell makes free throw 2 of 2,52,54
237,3,11:02.0,W. Matthews makes 3-pt jump shot from 22 ft (assist by J. Barea),,55,54
238,3,10:48.0,,D. Mitchell makes 3-pt jump shot from 22 ft (assist by R. Rubio),55,57
239,3,10:20.0,H. Barnes makes 2-pt layup from 3 ft,,57,57
240,3,10:08.0,,R. Rubio misses 2-pt layup from 6 ft (block by D. Nowitzki),57,57
241,3,10:07.0,Defensive rebound by H. Barnes,,57,57
242,3,10:07.0,Personal foul by J. Ingles (drawn by J. Barea),,57,57
243,3,9:56.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,57,57
244,3,9:52.0,,Defensive rebound by D. Mitchell,57,57
245,3,9:46.0,,D. Favors makes 2-pt jump shot from 13 ft (assist by D. Mitchell),57,59
246,3,9:16.0,D. Nowitzki misses 3-pt jump shot from 32 ft,,57,59
247,3,9:15.0,Offensive rebound by Team,,57,59
248,3,9:15.0,Turnover by Team (shot clock),,57,59
249,3,9:00.0,,D. Mitchell makes 2-pt jump shot from 7 ft,57,61
250,3,8:54.0,Offensive foul by D. Smith (drawn by R. Rubio),,57,61
251,3,8:54.0,Turnover by D. Smith (offensive foul),,57,61
252,3,8:54.0,Y. Ferrell enters the game for D. Smith,,57,61
253,3,8:39.0,,D. Mitchell misses 2-pt jump shot from 19 ft,57,61
254,3,8:36.0,Defensive rebound by D. Nowitzki,,57,61
255,3,8:18.0,W. Matthews misses 2-pt jump shot from 9 ft (block by J. Ingles),,57,61
256,3,8:15.0,,Defensive rebound by R. Gobert,57,61
257,3,8:12.0,,D. Favors makes 2-pt dunk from 2 ft (assist by R. Rubio),57,63
258,3,8:12.0,,Shooting foul by H. Barnes (drawn by D. Favors),57,63
259,3,8:12.0,Dallas full timeout,,57,63
260,3,8:12.0,,D. Favors makes free throw 1 of 1,57,64
261,3,7:59.0,H. Barnes misses 2-pt jump shot from 15 ft,,57,64
262,3,7:57.0,,Defensive rebound by D. Mitchell,57,64
263,3,7:39.0,,D. Mitchell misses 2-pt layup from 4 ft,57,64
264,3,7:38.0,Defensive rebound by D. Nowitzki,,57,64
265,3,7:33.0,W. Matthews makes 3-pt jump shot from 25 ft (assist by Y. Ferrell),,60,64
266,3,7:06.0,,J. Ingles misses 3-pt jump shot from 42 ft,60,64
267,3,7:03.0,,Offensive rebound by R. Rubio,60,64
268,3,6:46.0,,D. Favors misses 3-pt jump shot from 23 ft,60,64
269,3,6:42.0,Defensive rebound by W. Matthews,,60,64
270,3,6:37.0,Personal foul by D. Mitchell (drawn by J. Barea),,60,64
271,3,6:32.0,D. Nowitzki makes 2-pt jump shot from 21 ft (assist by J. Barea),,62,64
272,3,6:12.0,,D. Mitchell makes 3-pt jump shot from 22 ft (assist by R. Rubio),62,67
273,3,5:44.0,D. Nowitzki misses 3-pt jump shot from 26 ft,,62,67
274,3,5:41.0,,Defensive rebound by D. Mitchell,62,67
275,3,5:26.0,,J. Ingles misses 3-pt jump shot from 25 ft,62,67
276,3,5:24.0,Defensive rebound by D. Nowitzki,,62,67
277,3,5:11.0,,Personal foul by D. Nowitzki,62,67
278,3,5:11.0,Turnover by D. Nowitzki (turnover),,62,67
279,3,5:11.0,Technical foul by D. Nowitzki,,62,67
280,3,5:11.0,,D. Mitchell makes technical free throw,62,68
281,3,5:11.0,,J. Crowder enters the game for R. Rubio,62,68
282,3,5:11.0,,R. O'Neale enters the game for D. Favors,62,68
283,3,5:11.0,S. Mejri enters the game for J. Barea,,62,68
284,3,5:11.0,D. Smith enters the game for D. Nowitzki,,62,68
285,3,4:51.0,,Loose ball foul by R. O'Neale (drawn by Y. Ferrell),62,68
286,3,4:51.0,,Turnover by R. O'Neale (turnover),62,68
287,3,4:30.0,H. Barnes makes 2-pt jump shot from 11 ft,,64,68
288,3,4:14.0,,R. Gobert makes 2-pt layup from 6 ft (assist by D. Mitchell),64,70
289,3,4:06.0,Turnover by D. Smith (traveling),,64,70
290,3,3:43.0,,D. Mitchell misses 3-pt jump shot from 28 ft,64,70
291,3,3:39.0,Defensive rebound by Y. Ferrell,,64,70
292,3,3:33.0,Y. Ferrell misses 2-pt jump shot from 19 ft,,64,70
293,3,3:30.0,Offensive rebound by Team,,64,70
294,3,3:30.0,,Personal foul by S. Mejri (drawn by R. Gobert),64,70
295,3,3:30.0,Turnover by S. Mejri (turnover),,64,70
296,3,3:10.0,,D. Mitchell misses 2-pt layup from 7 ft,64,70
297,3,3:10.0,Defensive rebound by W. Matthews,,64,70
298,3,3:05.0,Shooting foul by J. Ingles (drawn by D. Smith),,64,70
299,3,3:05.0,D. Smith makes free throw 1 of 2,,65,70
300,3,3:05.0,,A. Burks enters the game for J. Ingles,65,70
301,3,3:05.0,D. Smith misses free throw 2 of 2,,65,70
302,3,2:50.0,,Defensive rebound by R. Gobert,65,70
303,3,2:47.0,,J. Crowder misses 2-pt jump shot from 15 ft,65,70
304,3,2:47.0,Defensive rebound by Y. Ferrell,,65,70
305,3,2:44.0,W. Matthews misses 3-pt jump shot from 25 ft,,65,70
306,3,2:44.0,,Defensive rebound by R. O'Neale,65,70
307,3,2:36.0,,Utah full timeout,65,70
308,3,2:36.0,,D. Favors enters the game for R. Gobert,65,70
309,3,2:28.0,,Turnover by D. Mitchell (bad pass; steal by W. Matthews),65,70
310,3,2:22.0,D. Smith misses 2-pt layup from 3 ft (block by D. Favors),,65,70
311,3,2:22.0,Offensive rebound by Team,,65,70
312,3,2:22.0,Turnover by Y. Ferrell (bad pass),,65,70
313,3,2:06.0,,A. Burks misses 2-pt jump shot from 15 ft,65,70
314,3,2:03.0,Defensive rebound by H. Barnes,,65,70
315,3,1:58.0,Personal foul by D. Mitchell (drawn by D. Smith),,65,70
316,3,1:58.0,D. Smith makes free throw 1 of 2,,66,70
317,3,1:58.0,D. Smith makes free throw 2 of 2,,67,70
318,3,1:39.0,,A. Burks misses 3-pt jump shot from 26 ft,67,70
319,3,1:35.0,Defensive rebound by S. Mejri,,67,70
320,3,1:29.0,D. Smith makes 2-pt jump shot from 14 ft,,69,70
321,3,1:14.0,,J. Jerebko enters the game for J. Crowder,69,70
322,3,1:06.0,,R. O'Neale misses 3-pt jump shot from 23 ft,69,70
323,3,1:02.0,Defensive rebound by S. Mejri,,69,70
324,3,0:56.0,D. Smith misses 2-pt jump shot from 14 ft,,69,70
325,3,0:53.0,,Defensive rebound by A. Burks,69,70
326,3,0:44.0,,R. O'Neale misses 3-pt jump shot from 22 ft,69,70
327,3,0:40.0,Defensive rebound by D. Smith,,69,70
328,3,0:31.0,Turnover by D. Smith (bad pass; steal by D. Mitchell),,69,70
329,3,0:27.0,,A. Burks makes 2-pt dunk from 3 ft (assist by R. O'Neale),69,72
330,3,0:05.0,H. Barnes makes 2-pt jump shot from 16 ft,,71,72
331,3,0:00.0,,D. Mitchell makes 2-pt layup from 2 ft (assist by R. O'Neale),71,74
332,4,11:44.0,,A. Burks makes 2-pt dunk from 2 ft (assist by J. Ingles),71,76
333,4,11:20.0,J. Barea misses 2-pt jump shot from 7 ft,,71,76
334,4,11:17.0,,Defensive rebound by J. Ingles,71,76
335,4,11:10.0,,D. Favors misses 2-pt dunk from 1 ft,71,76
336,4,11:08.0,Defensive rebound by D. Nowitzki,,71,76
337,4,11:02.0,J. Barea misses 2-pt layup from 2 ft,,71,76
338,4,10:59.0,,Defensive rebound by J. Jerebko,71,76
339,4,10:52.0,,Offensive foul by A. Burks (drawn by J. Barea),71,76
340,4,10:52.0,,Turnover by A. Burks (offensive foul),71,76
341,4,10:33.0,Y. Ferrell misses 3-pt jump shot from 26 ft,,71,76
342,4,10:31.0,,Defensive rebound by D. Favors,71,76
343,4,10:23.0,,J. Ingles misses 2-pt layup from 1 ft (block by D. Nowitzki),71,76
344,4,10:23.0,Defensive rebound by Team,,71,76
345,4,10:04.0,J. Barea makes 3-pt jump shot from 23 ft (assist by Y. Ferrell),,74,76
346,4,9:41.0,,Shooting foul by D. Nowitzki (drawn by J. Jerebko),74,76
347,4,9:41.0,,J. Jerebko makes free throw 1 of 2,74,77
348,4,9:41.0,,J. Jerebko makes free throw 2 of 2,74,78
349,4,9:30.0,D. McDermott makes 3-pt jump shot from 23 ft (assist by Y. Ferrell),,77,78
350,4,9:12.0,,Personal foul by D. McDermott (drawn by J. Ingles),77,78
351,4,9:02.0,,R. O'Neale makes 2-pt layup from 3 ft (assist by J. Ingles),77,80
352,4,8:49.0,Y. Ferrell makes 3-pt jump shot from 25 ft (assist by J. Barea),,80,80
353,4,8:28.0,,D. Favors makes 2-pt dunk from 3 ft (assist by J. Ingles),80,82
354,4,8:28.0,,Shooting foul by D. McDermott (drawn by D. Favors),80,82
355,4,8:28.0,,J. Crowder enters the game for A. Burks,80,82
356,4,8:28.0,,R. Rubio enters the game for J. Ingles,80,82
357,4,8:28.0,,D. Favors misses free throw 1 of 1,80,82
358,4,8:26.0,Defensive rebound by D. Powell,,80,82
359,4,8:09.0,D. Powell makes 2-pt dunk from 5 ft (assist by J. Barea),,82,82
360,4,7:50.0,,D. Favors makes 2-pt dunk from 4 ft (assist by R. Rubio),82,84
361,4,7:23.0,D. Nowitzki misses 2-pt jump shot from 14 ft,,82,84
362,4,7:21.0,,Defensive rebound by R. Rubio,82,84
363,4,7:08.0,,R. O'Neale misses 2-pt layup from 2 ft,82,84
364,4,7:02.0,,Offensive rebound by D. Favors,82,84
365,4,7:00.0,,J. Crowder misses 3-pt jump shot from 24 ft,82,84
366,4,6:57.0,,Offensive rebound by R. O'Neale,82,84
367,4,6:50.0,,Utah full timeout,82,84
368,4,6:50.0,,R. Gobert enters the game for J. Jerebko,82,84
369,4,6:50.0,,D. Mitchell enters the game for R. O'Neale,82,84
370,4,6:44.0,,Shooting foul by D. Nowitzki (drawn by R. Gobert),82,84
371,4,6:44.0,,R. Gobert misses free throw 1 of 2,82,84
372,4,6:44.0,,Offensive rebound by Team,82,84
373,4,6:44.0,,R. Gobert makes free throw 2 of 2,82,85
374,4,6:30.0,J. Barea misses 3-pt jump shot from 26 ft,,82,85
375,4,6:27.0,Offensive rebound by Team,,82,85
376,4,6:27.0,,Loose ball foul by R. Rubio (drawn by D. Powell),82,85
377,4,6:20.0,Personal foul by R. Gobert (drawn by D. Powell),,82,85
378,4,6:03.0,Y. Ferrell makes 3-pt jump shot from 25 ft (assist by D. Powell),,85,85
379,4,5:42.0,,D. Mitchell misses 3-pt jump shot from 24 ft,85,85
380,4,5:39.0,Defensive rebound by J. Barea,,85,85
381,4,5:34.0,Dallas full timeout,,85,85
382,4,5:34.0,,J. Ingles enters the game for D. Favors,85,85
