,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,MILWAUKEE_ACTION,CLEVELAND_SCORE,MILWAUKEE_SCORE
0,1,11:39.0,L. James misses 2-pt jump shot from 2 ft,,0,0
1,1,11:38.0,,Defensive rebound by Team,0,0
2,1,11:17.0,,T. Maker makes 2-pt dunk from 1 ft (assist by G. Antetokounmpo),0,2
3,1,10:57.0,Turnover by D. Wade (bad pass; steal by M. Brogdon),,0,2
4,1,10:56.0,,Shooting foul by J. Crowder (drawn by G. Antetokounmpo),0,2
5,1,10:56.0,,G. Antetokounmpo makes free throw 1 of 2,0,3
6,1,10:56.0,,G. Antetokounmpo misses free throw 2 of 2,0,3
7,1,10:52.0,Defensive rebound by K. Love,,0,3
8,1,10:36.0,K. Love makes 2-pt layup from 1 ft (assist by D. Wade),,2,3
9,1,10:20.0,,G. Antetokounmpo makes 2-pt layup at rim,2,5
10,1,10:07.0,K. Love misses 3-pt jump shot from 28 ft,,2,5
11,1,10:07.0,,Defensive rebound by G. Antetokounmpo,2,5
12,1,9:59.0,,Personal foul by D. Wade (drawn by T. Maker),2,5
13,1,9:45.0,,G. Antetokounmpo makes 2-pt jump shot from 7 ft,2,7
14,1,9:35.0,D. Wade misses 2-pt jump shot from 15 ft,,2,7
15,1,9:33.0,,Defensive rebound by G. Antetokounmpo,2,7
16,1,9:30.0,,Turnover by G. Antetokounmpo (out of bounds lost ball),2,7
17,1,9:21.0,J. Crowder makes 2-pt layup at rim (assist by K. Love),,4,7
18,1,9:09.0,,Turnover by K. Middleton (bad pass),4,7
19,1,9:01.0,D. Wade makes 2-pt layup from 1 ft (assist by D. Rose),,6,7
20,1,8:43.0,,K. Middleton misses 3-pt jump shot from 25 ft,6,7
21,1,8:40.0,Defensive rebound by J. Crowder,,6,7
22,1,8:37.0,Turnover by L. James (bad pass),,6,7
23,1,8:27.0,,G. Antetokounmpo misses 2-pt jump shot from 20 ft,6,7
24,1,8:21.0,Defensive rebound by K. Love,,6,7
25,1,8:18.0,Turnover by K. Love (bad pass; steal by T. Snell),,6,7
26,1,8:17.0,,M. Brogdon makes 3-pt jump shot from 26 ft (assist by T. Snell),6,10
27,1,8:10.0,Shooting foul by T. Maker (drawn by D. Rose),,6,10
28,1,8:10.0,D. Rose makes free throw 1 of 2,,7,10
29,1,8:10.0,Turnover by K. Love (turnover; steal by G. Antetokounmpo),,7,10
30,1,8:10.0,D. Rose makes free throw 2 of 2,,8,10
31,1,8:01.0,,M. Brogdon misses 3-pt jump shot from 26 ft,8,10
32,1,7:58.0,Defensive rebound by K. Love,,8,10
33,1,7:50.0,D. Rose makes 2-pt layup at rim (assist by L. James),,10,10
34,1,7:30.0,,T. Snell makes 3-pt jump shot from 25 ft (assist by K. Middleton),10,13
35,1,7:11.0,K. Love makes 2-pt layup at rim (assist by D. Wade),,12,13
36,1,6:56.0,,T. Snell makes 3-pt jump shot from 22 ft (assist by K. Middleton),12,16
37,1,6:37.0,J. Crowder misses 2-pt jump shot from 19 ft,,12,16
38,1,6:37.0,Offensive rebound by Team,,12,16
39,1,6:37.0,,Technical foul by T. Maker,12,16
40,1,6:37.0,,Milwaukee full timeout,12,16
41,1,6:37.0,J. Smith enters the game for D. Wade,,12,16
42,1,6:37.0,K. Love makes free throw 1 of 2,,14,16
43,1,6:37.0,K. Love makes free throw 2 of 2,,14,16
44,1,6:27.0,Def 3 sec tech foul by T. Snell,,14,16
45,1,6:27.0,K. Love makes technical free throw,,15,16
46,1,6:21.0,Shooting foul by K. Middleton (drawn by K. Love),,15,16
47,1,6:21.0,K. Love makes free throw 1 of 2,,16,16
48,1,6:21.0,K. Love makes free throw 2 of 2,,17,16
49,1,6:02.0,,M. Brogdon makes 3-pt jump shot from 22 ft (assist by G. Antetokounmpo),17,19
50,1,5:39.0,K. Love makes 2-pt hook shot from 1 ft,,19,19
51,1,5:21.0,,K. Middleton makes 2-pt jump shot from 1 ft,19,21
52,1,4:59.0,L. James misses 2-pt layup from 1 ft,,19,21
53,1,4:59.0,,Defensive rebound by Team,19,21
54,1,4:59.0,Loose ball foul by K. Love (drawn by T. Snell),,19,21
55,1,4:59.0,,G. Monroe enters the game for T. Maker,19,21
56,1,4:59.0,,M. Dellavedova enters the game for M. Brogdon,19,21
57,1,4:59.0,T. Thompson enters the game for K. Love,,19,21
58,1,4:59.0,I. Shumpert enters the game for D. Rose,,19,21
59,1,4:47.0,,T. Snell misses 3-pt jump shot from 23 ft,19,21
60,1,4:44.0,Defensive rebound by J. Smith,,19,21
61,1,4:29.0,J. Smith misses 3-pt jump shot from 23 ft,,19,21
62,1,4:23.0,Offensive rebound by I. Shumpert,,19,21
63,1,4:19.0,J. Smith makes 2-pt layup from 3 ft,,21,21
64,1,4:06.0,,K. Middleton misses 3-pt jump shot from 26 ft,21,21
65,1,4:02.0,Defensive rebound by T. Thompson,,21,21
66,1,3:53.0,L. James makes 2-pt layup from 1 ft,,23,21
67,1,3:45.0,Offensive charge foul by M. Dellavedova (drawn by J. Smith),,23,21
68,1,3:45.0,,Turnover by M. Dellavedova (offensive foul),23,21
69,1,3:45.0,,M. Teletović enters the game for G. Antetokounmpo,23,21
70,1,3:45.0,J. Green enters the game for J. Crowder,,23,21
71,1,3:21.0,Turnover by Team (shot clock),,23,21
72,1,3:21.0,Cleveland full timeout,,23,21
73,1,3:21.0,D. Wade enters the game for L. James,,23,21
74,1,3:20.0,J. Smith misses 3-pt jump shot from 22 ft,,23,21
75,1,3:19.0,Offensive rebound by Team,,23,21
76,1,2:59.0,,G. Monroe misses 2-pt jump shot from 9 ft,23,21
77,1,2:56.0,Defensive rebound by J. Smith,,23,21
78,1,2:47.0,Turnover by J. Green (step out of bounds),,23,21
79,1,2:33.0,,G. Monroe makes 2-pt layup from 1 ft (assist by M. Dellavedova),23,23
80,1,2:17.0,I. Shumpert misses 3-pt jump shot from 23 ft,,23,23
81,1,2:14.0,,Defensive rebound by K. Middleton,23,23
82,1,2:07.0,,G. Monroe makes 2-pt hook shot from 1 ft (assist by K. Middleton),23,25
83,1,1:52.0,J. Smith misses 3-pt jump shot from 27 ft,,23,25
84,1,1:47.0,,Defensive rebound by G. Monroe,23,25
85,1,1:38.0,,T. Snell misses 3-pt jump shot from 27 ft,23,25
86,1,1:34.0,Defensive rebound by T. Thompson,,23,25
87,1,1:19.0,J. Smith misses 2-pt layup from 2 ft,,23,25
88,1,1:17.0,,Defensive rebound by G. Monroe,23,25
89,1,1:14.0,Offensive charge foul by K. Middleton (drawn by D. Wade),,23,25
90,1,1:14.0,,Turnover by K. Middleton (offensive foul),23,25
91,1,1:14.0,,J. Terry enters the game for K. Middleton,23,25
92,1,0:56.0,Turnover by I. Shumpert (turnover),,23,25
93,1,0:49.0,,T. Snell misses 3-pt jump shot from 26 ft,23,25
94,1,0:45.0,,Offensive rebound by G. Monroe,23,25
95,1,0:43.0,,Turnover by G. Monroe (lost ball; steal by J. Green),23,25
96,1,0:37.0,J. Green misses 2-pt jump shot from 14 ft,,23,25
97,1,0:34.0,,Defensive rebound by J. Terry,23,25
98,1,0:14.0,,M. Teletović misses 3-pt jump shot from 27 ft,23,25
99,1,0:11.0,Defensive rebound by D. Wade,,23,25
100,1,0:02.0,D. Wade makes 2-pt jump shot from 10 ft,,25,25
101,1,0:00.0,,J. Terry misses 3-pt jump shot from 58 ft,25,25
102,1,0:00.0,,Offensive rebound by Team,25,25
103,2,11:33.0,,M. Teletović misses 3-pt jump shot from 25 ft,25,25
104,2,11:30.0,Defensive rebound by I. Shumpert,,25,25
105,2,11:20.0,L. James misses 2-pt layup at rim,,25,25
106,2,11:20.0,Offensive rebound by Team,,25,25
107,2,11:09.0,,Violation by G. Antetokounmpo (kicked ball),25,25
108,2,11:07.0,Personal foul by G. Antetokounmpo (drawn by L. James),,25,25
109,2,10:57.0,J. Green misses 3-pt jump shot from 26 ft,,25,25
110,2,10:53.0,,Defensive rebound by J. Terry,25,25
111,2,10:33.0,,Turnover by G. Monroe (bad pass),25,25
112,2,10:12.0,J. Green misses 3-pt jump shot from 25 ft,,25,25
113,2,10:09.0,,Defensive rebound by M. Dellavedova,25,25
114,2,10:04.0,,M. Teletović makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),25,28
115,2,9:39.0,T. Thompson misses 2-pt hook shot from 13 ft,,25,28
116,2,9:37.0,,Defensive rebound by G. Antetokounmpo,25,28
117,2,9:33.0,,G. Antetokounmpo makes 2-pt layup at rim,25,30
118,2,9:10.0,J. Green makes 2-pt jump shot from 8 ft,,27,30
119,2,8:56.0,,J. Terry misses 3-pt jump shot from 26 ft,27,30
120,2,8:52.0,Defensive rebound by T. Thompson,,27,30
121,2,8:44.0,Personal foul by M. Dellavedova (drawn by T. Thompson),,27,30
122,2,8:44.0,,M. Brogdon enters the game for M. Dellavedova,27,30
123,2,8:44.0,D. Rose enters the game for I. Shumpert,,27,30
124,2,8:29.0,D. Rose makes 2-pt layup from 1 ft,,29,30
125,2,8:18.0,,Turnover by G. Monroe (lost ball; steal by K. Korver),29,30
126,2,8:15.0,Shooting foul by G. Antetokounmpo (drawn by J. Green),,29,30
127,2,8:15.0,J. Green makes free throw 1 of 2,,30,30
128,2,8:15.0,,J. Henson enters the game for G. Monroe,30,30
129,2,8:15.0,J. Green makes free throw 2 of 2,,31,30
130,2,8:00.0,,G. Antetokounmpo misses 2-pt layup from 1 ft,31,30
131,2,7:59.0,,Offensive rebound by Team,31,30
132,2,7:57.0,,Shooting foul by J. Green (drawn by J. Henson),31,30
133,2,7:57.0,,J. Henson makes free throw 1 of 2,31,31
134,2,7:57.0,,J. Henson makes free throw 2 of 2,31,32
135,2,7:43.0,J. Green makes 2-pt layup from 1 ft (assist by L. James),,33,32
136,2,7:23.0,,M. Teletović misses 3-pt jump shot from 25 ft,33,32
137,2,7:17.0,,Offensive rebound by J. Henson,33,32
138,2,7:16.0,,Turnover by J. Henson (lost ball; steal by D. Rose),33,32
139,2,7:12.0,D. Rose makes 2-pt layup at rim,,35,32
140,2,7:00.0,,K. Middleton enters the game for M. Teletović,35,32
141,2,7:00.0,K. Love enters the game for T. Thompson,,35,32
142,2,7:00.0,J. Crowder enters the game for J. Green,,35,32
143,2,6:48.0,,M. Brogdon misses 3-pt jump shot from 26 ft,35,32
144,2,6:45.0,Defensive rebound by D. Rose,,35,32
145,2,6:38.0,Turnover by L. James (bad pass; steal by J. Terry),,35,32
146,2,6:33.0,,K. Middleton makes 2-pt dunk at rim (assist by G. Antetokounmpo),35,34
147,2,6:16.0,K. Love misses 2-pt jump shot from 18 ft,,35,34
148,2,6:14.0,,Defensive rebound by G. Antetokounmpo,35,34
149,2,5:59.0,,M. Brogdon makes 2-pt jump shot from 14 ft (assist by G. Antetokounmpo),35,36
150,2,5:59.0,Cleveland full timeout,,35,36
151,2,5:38.0,K. Love makes 2-pt layup at rim,,37,36
152,2,5:15.0,,M. Brogdon makes 3-pt jump shot from 26 ft (assist by K. Middleton),37,39
153,2,5:01.0,K. Love misses 3-pt jump shot from 25 ft,,37,39
154,2,5:01.0,,Defensive rebound by G. Antetokounmpo,37,39
155,2,4:55.0,,J. Terry misses 3-pt jump shot from 22 ft,37,39
156,2,4:55.0,,Offensive rebound by G. Antetokounmpo,37,39
157,2,4:50.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,37,41
158,2,4:32.0,L. James makes 2-pt layup at rim,,39,41
159,2,4:11.0,,G. Antetokounmpo misses 2-pt jump shot from 9 ft,39,41
160,2,4:09.0,,Offensive rebound by J. Henson,39,41
161,2,4:06.0,,M. Brogdon misses 3-pt jump shot from 27 ft,39,41
162,2,4:06.0,Defensive rebound by K. Love,,39,41
163,2,3:54.0,K. Korver makes 3-pt jump shot from 28 ft (assist by L. James),,42,41
164,2,3:36.0,,G. Antetokounmpo misses 3-pt jump shot from 25 ft,42,41
165,2,3:36.0,Defensive rebound by L. James,,42,41
166,2,3:27.0,L. James makes 2-pt layup from 2 ft,,44,41
167,2,3:15.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft,44,43
168,2,3:01.0,K. Korver makes 3-pt jump shot from 26 ft (assist by J. Crowder),,47,43
169,2,2:59.0,,Milwaukee full timeout,47,43
170,2,2:59.0,,T. Snell enters the game for J. Terry,47,43
171,2,2:33.0,,G. Antetokounmpo misses 2-pt jump shot from 17 ft,47,43
172,2,2:30.0,Defensive rebound by K. Love,,47,43
173,2,2:28.0,Turnover by K. Love (bad pass; steal by G. Antetokounmpo),,47,43
174,2,2:23.0,,G. Antetokounmpo makes 2-pt layup from 2 ft,47,45
175,2,2:09.0,L. James makes 2-pt dunk from 1 ft (assist by K. Love),,49,45
176,2,1:51.0,,J. Henson makes 2-pt hook shot from 3 ft,49,47
177,2,1:29.0,J. Crowder makes 2-pt layup from 1 ft (assist by L. James),,51,47
178,2,1:17.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by T. Snell),51,49
179,2,1:08.0,Personal foul by M. Brogdon (drawn by J. Crowder),,51,49
180,2,1:08.0,D. Wade enters the game for L. James,,51,49
181,2,1:08.0,J. Smith enters the game for K. Korver,,51,49
182,2,1:03.0,Shooting foul by J. Henson (drawn by D. Rose),,51,49
183,2,1:03.0,D. Rose makes free throw 1 of 2,,52,49
184,2,1:03.0,T. Thompson enters the game for K. Love,,52,49
185,2,1:03.0,D. Rose makes free throw 2 of 2,,53,49
186,2,0:46.0,,Turnover by K. Middleton (lost ball; steal by J. Crowder),53,49
187,2,0:42.0,J. Crowder makes 2-pt layup from 1 ft,,55,49
188,2,0:30.0,,Turnover by M. Brogdon (bad pass; steal by D. Wade),55,49
189,2,0:07.0,J. Smith misses 2-pt layup from 5 ft,,55,49
190,2,0:03.0,Offensive rebound by D. Rose,,55,49
191,2,0:00.0,D. Wade misses 3-pt jump shot from 23 ft,,55,49
192,2,0:00.0,Offensive rebound by Team,,55,49
193,3,11:46.0,,T. Snell misses 3-pt jump shot from 23 ft,55,49
194,3,11:41.0,Defensive rebound by J. Crowder,,55,49
195,3,11:25.0,L. James misses 2-pt jump shot from 19 ft,,55,49
196,3,11:22.0,,Defensive rebound by K. Middleton,55,49
197,3,11:09.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,55,51
198,3,10:56.0,Turnover by L. James (bad pass),,55,51
199,3,10:49.0,,Turnover by G. Antetokounmpo (bad pass; steal by D. Rose),55,51
200,3,10:39.0,L. James misses 3-pt jump shot from 26 ft,,55,51
201,3,10:32.0,,Defensive rebound by M. Brogdon,55,51
