,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,LA LAKERS_ACTION,NEW ORLEANS_SCORE,LA LAKERS_SCORE
0,1,11:47.0,,L. Nance misses 2-pt hook shot from 9 ft,0,0
1,1,11:44.0,Defensive rebound by D. Cousins,,0,0
2,1,11:30.0,J. Holiday misses 2-pt hook shot from 8 ft,,0,0
3,1,11:27.0,,Defensive rebound by B. Ingram,0,0
4,1,11:16.0,,Turnover by L. Ball (bad pass; steal by D. Cunningham),0,0
5,1,11:15.0,Personal foul by B. Ingram (drawn by J. Holiday),,0,0
6,1,11:03.0,E. Moore makes 2-pt jump shot from 9 ft,,2,0
7,1,10:37.0,,B. Lopez misses 2-pt jump shot from 17 ft,2,0
8,1,10:34.0,Defensive rebound by E. Moore,,2,0
9,1,10:17.0,J. Holiday makes 2-pt layup from 2 ft (assist by D. Cousins),,4,0
10,1,10:05.0,,L. Nance misses 2-pt jump shot from 5 ft (block by A. Davis),4,0
11,1,10:05.0,Defensive rebound by A. Davis,,4,0
12,1,9:51.0,D. Cousins misses 3-pt jump shot from 26 ft,,4,0
13,1,9:49.0,Offensive rebound by A. Davis,,4,0
14,1,9:49.0,,Loose ball foul by L. Nance (drawn by A. Davis),4,0
15,1,9:42.0,A. Davis misses 2-pt jump shot from 16 ft,,4,0
16,1,9:39.0,,Defensive rebound by B. Lopez,4,0
17,1,9:32.0,,L. Nance misses 2-pt jump shot from 21 ft,4,0
18,1,9:29.0,,Personal foul by E. Moore (drawn by B. Lopez),4,0
19,1,9:28.0,,Defensive rebound by B. Lopez,4,0
20,1,9:16.0,,B. Ingram misses 2-pt layup from 1 ft,4,0
21,1,9:14.0,Defensive rebound by D. Cunningham,,4,0
22,1,9:09.0,D. Cousins makes 2-pt jump shot from 7 ft,,6,0
23,1,8:58.0,,LA Lakers full timeout,6,0
24,1,8:45.0,,L. Ball misses 2-pt jump shot from 19 ft,6,0
25,1,8:43.0,Defensive rebound by D. Cousins,,6,0
26,1,8:36.0,D. Cunningham misses 2-pt layup from 1 ft,,6,0
27,1,8:36.0,,Defensive rebound by B. Lopez,6,0
28,1,8:26.0,,B. Lopez misses 2-pt jump shot from 8 ft,6,0
29,1,8:26.0,,Offensive rebound by K. Caldwell-Pope,6,0
30,1,8:19.0,,L. Ball misses 3-pt jump shot from 25 ft,6,0
31,1,8:19.0,Defensive rebound by D. Cousins,,6,0
32,1,8:01.0,Turnover by D. Cousins (bad pass; steal by L. Nance),,6,0
33,1,7:58.0,,L. Ball makes 2-pt layup from 1 ft (assist by B. Ingram),6,2
34,1,7:58.0,Violation by D. Cunningham (def goaltending),,6,2
35,1,7:49.0,Offensive foul by D. Cousins (drawn by L. Ball),,6,2
36,1,7:49.0,Turnover by D. Cousins (offensive foul),,6,2
37,1,7:38.0,,Shooting foul by D. Cunningham (drawn by B. Ingram),6,2
38,1,7:38.0,,B. Ingram makes free throw 1 of 2,6,3
39,1,7:38.0,,B. Ingram misses free throw 2 of 2,6,3
40,1,7:36.0,Defensive rebound by A. Davis,,6,3
41,1,7:28.0,J. Holiday makes 2-pt layup at rim,,8,3
42,1,7:20.0,,B. Ingram misses 2-pt jump shot from 10 ft,8,3
43,1,7:17.0,,Offensive rebound by L. Nance,8,3
44,1,7:13.0,,B. Ingram misses 3-pt jump shot from 25 ft,8,3
45,1,7:13.0,Defensive rebound by D. Cousins,,8,3
46,1,7:10.0,Personal foul by B. Lopez (drawn by A. Davis),,8,3
47,1,7:03.0,D. Cunningham misses 3-pt jump shot from 23 ft,,8,3
48,1,7:00.0,,Defensive rebound by L. Ball,8,3
49,1,6:47.0,,B. Ingram misses 2-pt jump shot from 14 ft,8,3
50,1,6:44.0,Defensive rebound by Team,,8,3
51,1,6:28.0,D. Cunningham makes 2-pt layup from 1 ft (assist by J. Holiday),,10,3
52,1,6:18.0,,L. Ball makes 2-pt jump shot from 15 ft,10,5
53,1,6:01.0,Shooting foul by L. Ball (drawn by A. Davis),,10,5
54,1,6:01.0,A. Davis makes free throw 1 of 2,,11,5
55,1,6:01.0,A. Davis makes free throw 2 of 2,,12,5
56,1,5:52.0,,Personal foul by E. Moore (drawn by L. Ball),12,5
57,1,5:40.0,,K. Caldwell-Pope misses 2-pt layup at rim,12,5
58,1,5:38.0,Defensive rebound by A. Davis,,12,5
59,1,5:35.0,Personal foul by L. Nance (drawn by D. Cousins),,12,5
60,1,5:35.0,D. Cousins makes free throw 1 of 2,,13,5
61,1,5:35.0,,J. Randle enters the game for L. Nance,13,5
62,1,5:35.0,J. Nelson enters the game for E. Moore,,13,5
63,1,5:35.0,D. Cousins makes free throw 2 of 2,,14,5
64,1,5:14.0,,B. Ingram makes 2-pt layup from 1 ft,14,7
65,1,5:08.0,A. Davis makes 2-pt jump shot from 18 ft,,16,7
66,1,4:49.0,,B. Ingram misses 2-pt jump shot from 11 ft,16,7
67,1,4:47.0,Defensive rebound by D. Cousins,,16,7
68,1,4:41.0,D. Cousins makes 2-pt layup from 3 ft,,18,7
69,1,4:32.0,,Shooting foul by A. Davis (drawn by B. Lopez),18,7
70,1,4:32.0,,B. Lopez makes free throw 1 of 2,18,8
71,1,4:32.0,I. Clark enters the game for D. Cousins,,18,8
72,1,4:32.0,,B. Lopez makes free throw 2 of 2,18,9
73,1,4:22.0,Turnover by A. Davis (bad pass; steal by L. Ball),,18,9
74,1,4:17.0,,Turnover by B. Ingram (bad pass; steal by J. Holiday),18,9
75,1,4:11.0,J. Holiday makes 2-pt layup from 1 ft,,20,9
76,1,3:59.0,,B. Lopez makes 3-pt jump shot from 25 ft (assist by L. Ball),20,12
77,1,3:43.0,A. Davis misses 3-pt jump shot from 24 ft,,20,12
78,1,3:39.0,,Defensive rebound by B. Lopez,20,12
79,1,3:34.0,,L. Ball misses 3-pt jump shot from 25 ft,20,12
80,1,3:31.0,Defensive rebound by I. Clark,,20,12
81,1,3:21.0,A. Davis makes 2-pt dunk at rim (assist by J. Holiday),,22,12
82,1,3:10.0,,B. Lopez misses 3-pt jump shot from 25 ft,22,12
83,1,3:07.0,Defensive rebound by J. Holiday,,22,12
84,1,3:04.0,J. Holiday misses 3-pt jump shot from 25 ft,,22,12
85,1,3:00.0,,Defensive rebound by K. Caldwell-Pope,22,12
86,1,3:00.0,,Personal foul by J. Nelson (drawn by L. Ball),22,12
87,1,3:00.0,,L. Ball makes free throw 1 of 2,22,13
88,1,3:00.0,,K. Kuzma enters the game for B. Lopez,22,13
89,1,3:00.0,,C. Brewer enters the game for B. Ingram,22,13
90,1,3:00.0,D. Miller enters the game for D. Cunningham,,22,13
91,1,3:00.0,,L. Ball makes free throw 2 of 2,22,14
92,1,2:48.0,Turnover by D. Miller (bad pass; steal by K. Caldwell-Pope),,22,14
93,1,2:43.0,,K. Caldwell-Pope makes 2-pt dunk at rim,22,16
94,1,2:32.0,A. Davis makes 2-pt layup from 3 ft,,24,16
95,1,2:32.0,Shooting foul by J. Randle (drawn by A. Davis),,24,16
96,1,2:32.0,,LA Lakers full timeout,24,16
97,1,2:32.0,,J. Clarkson enters the game for K. Caldwell-Pope,24,16
98,1,2:32.0,A. Davis makes free throw 1 of 1,,25,16
99,1,2:19.0,D. Cousins enters the game for A. Davis,,25,16
100,1,2:14.0,,J. Clarkson makes 2-pt jump shot from 4 ft,25,18
101,1,1:54.0,J. Holiday makes 2-pt jump shot from 12 ft,,27,18
102,1,1:40.0,,C. Brewer makes 2-pt layup from 1 ft (assist by L. Ball),27,20
103,1,1:22.0,J. Holiday makes 2-pt layup from 1 ft,,29,20
104,1,1:10.0,,J. Clarkson misses 3-pt jump shot from 24 ft,29,20
105,1,1:08.0,Defensive rebound by D. Cousins,,29,20
106,1,1:01.0,Turnover by I. Clark (bad pass),,29,20
107,1,1:01.0,T. Allen enters the game for J. Holiday,,29,20
108,1,0:52.0,,J. Randle makes 2-pt layup from 1 ft (assist by L. Ball),29,22
109,1,0:44.0,D. Miller makes 3-pt jump shot from 25 ft (assist by D. Cousins),,32,22
110,1,0:34.0,,J. Randle misses 2-pt layup from 1 ft,32,22
111,1,0:31.0,Defensive rebound by D. Cousins,,32,22
112,1,0:29.0,T. Allen makes 2-pt layup from 1 ft (assist by D. Cousins),,34,22
113,1,0:09.0,,Turnover by L. Ball (bad pass; steal by T. Allen),34,22
114,1,0:04.0,I. Clark misses 3-pt jump shot from 24 ft,,34,22
115,1,0:00.0,,K. Kuzma misses 3-pt jump shot from 62 ft,34,22
116,1,0:00.0,,Offensive rebound by K. Kuzma,34,22
117,1,0:00.0,,Offensive rebound by Team,34,22
118,2,11:48.0,T. Allen makes 2-pt layup from 1 ft (assist by D. Cousins),,36,22
119,2,11:29.0,,J. Clarkson makes 2-pt jump shot from 10 ft,36,24
120,2,11:20.0,Personal foul by T. Ennis (drawn by J. Nelson),,36,24
121,2,11:14.0,Turnover by J. Nelson (out of bounds lost ball),,36,24
122,2,10:58.0,,Turnover by J. Randle (lost ball; steal by J. Nelson),36,24
123,2,10:53.0,Personal foul by J. Randle (drawn by D. Cousins),,36,24
124,2,10:46.0,D. Cousins makes 3-pt jump shot from 25 ft (assist by J. Nelson),,39,24
125,2,10:21.0,,J. Clarkson makes 2-pt jump shot from 10 ft,39,26
126,2,10:01.0,I. Clark makes 2-pt layup from 1 ft (assist by J. Nelson),,41,26
127,2,9:52.0,,J. Clarkson misses 2-pt jump shot from 19 ft,41,26
128,2,9:52.0,Defensive rebound by D. Cousins,,41,26
129,2,9:42.0,D. Cousins makes 2-pt jump shot from 2 ft,,43,26
130,2,9:41.0,,LA Lakers full timeout,43,26
131,2,9:41.0,,A. Bogut enters the game for J. Randle,43,26
132,2,9:31.0,,T. Ennis misses 2-pt layup from 2 ft (block by D. Cousins),43,26
133,2,9:27.0,Defensive rebound by I. Clark,,43,26
134,2,9:25.0,D. Miller makes 3-pt jump shot from 22 ft (assist by T. Allen),,46,26
135,2,9:17.0,,Turnover by J. Clarkson (lost ball; steal by I. Clark),46,26
136,2,9:12.0,I. Clark makes 2-pt layup at rim (assist by J. Nelson),,48,26
137,2,8:54.0,,A. Bogut makes 2-pt dunk at rim (assist by K. Kuzma),48,28
138,2,8:39.0,D. Miller misses 3-pt jump shot from 25 ft,,48,28
139,2,8:37.0,,Defensive rebound by A. Bogut,48,28
140,2,8:31.0,,Personal foul by T. Allen (drawn by J. Clarkson),48,28
141,2,8:31.0,,K. Caldwell-Pope enters the game for T. Ennis,48,28
142,2,8:22.0,,J. Clarkson makes 2-pt layup from 1 ft (assist by K. Caldwell-Pope),48,30
143,2,8:05.0,T. Allen makes 2-pt jump shot from 8 ft,,50,30
144,2,7:56.0,,Shooting foul by T. Allen (drawn by K. Kuzma),50,30
145,2,7:56.0,,K. Kuzma makes free throw 1 of 2,50,31
146,2,7:56.0,,L. Ball enters the game for C. Brewer,50,31
147,2,7:56.0,E. Moore enters the game for I. Clark,,50,31
148,2,7:56.0,A. Davis enters the game for T. Allen,,50,31
149,2,7:56.0,,K. Kuzma makes free throw 2 of 2,50,32
150,2,7:42.0,J. Nelson misses 3-pt jump shot from 25 ft,,50,32
151,2,7:35.0,,Defensive rebound by A. Bogut,50,32
152,2,7:26.0,,Turnover by L. Ball (bad pass; steal by D. Miller),50,32
153,2,7:22.0,Turnover by A. Davis (bad pass),,50,32
154,2,7:22.0,J. Holiday enters the game for J. Nelson,,50,32
155,2,7:09.0,,Turnover by K. Kuzma (bad pass; steal by J. Holiday),50,32
156,2,7:05.0,E. Moore makes 2-pt layup from 1 ft (assist by A. Davis),,52,32
157,2,6:52.0,,J. Clarkson makes 2-pt layup from 1 ft (assist by K. Kuzma),52,34
158,2,6:44.0,Turnover by E. Moore (out of bounds lost ball),,52,34
159,2,6:44.0,D. Cunningham enters the game for D. Miller,,52,34
160,2,6:27.0,,K. Kuzma makes 3-pt jump shot from 23 ft (assist by L. Ball),52,37
161,2,6:12.0,A. Davis makes 2-pt layup from 1 ft (assist by J. Holiday),,54,37
162,2,6:06.0,,J. Clarkson makes 3-pt jump shot from 25 ft (assist by L. Ball),54,40
163,2,6:00.0,New Orleans full timeout,,54,40
164,2,6:00.0,D. Miller enters the game for D. Cousins,,54,40
165,2,5:48.0,D. Miller misses 3-pt jump shot from 25 ft,,54,40
166,2,5:44.0,,Defensive rebound by K. Kuzma,54,40
167,2,5:30.0,,L. Ball misses 3-pt jump shot from 26 ft,54,40
168,2,5:27.0,Defensive rebound by A. Davis,,54,40
169,2,5:22.0,A. Davis misses 2-pt jump shot from 13 ft,,54,40
170,2,5:18.0,,Defensive rebound by K. Kuzma,54,40
171,2,5:04.0,,J. Clarkson misses 2-pt jump shot from 11 ft,54,40
172,2,5:00.0,Defensive rebound by A. Davis,,54,40
173,2,4:56.0,A. Davis makes 2-pt jump shot at rim,,56,40
174,2,4:47.0,,Turnover by K. Kuzma (lost ball; steal by A. Davis),56,40
175,2,4:39.0,A. Davis misses 3-pt jump shot from 25 ft,,56,40
176,2,4:39.0,,Defensive rebound by L. Ball,56,40
177,2,4:28.0,,L. Ball makes 2-pt jump shot from 16 ft,56,42
178,2,4:04.0,E. Moore makes 3-pt jump shot from 22 ft (assist by D. Cunningham),,59,42
179,2,3:52.0,,L. Ball misses 2-pt jump shot from 11 ft,59,42
180,2,3:50.0,Defensive rebound by Team,,59,42
181,2,3:50.0,,L. Nance enters the game for K. Kuzma,59,42
182,2,3:50.0,,B. Lopez enters the game for A. Bogut,59,42
183,2,3:50.0,I. Clark enters the game for D. Miller,,59,42
184,2,3:37.0,Shooting foul by B. Lopez (drawn by A. Davis),,59,42
185,2,3:37.0,A. Davis makes free throw 1 of 2,,60,42
186,2,3:37.0,,B. Ingram enters the game for J. Clarkson,60,42
187,2,3:37.0,D. Cousins enters the game for D. Cunningham,,60,42
188,2,3:37.0,A. Davis makes free throw 2 of 2,,61,42
189,2,3:17.0,,B. Ingram misses 2-pt layup from 1 ft,61,42
190,2,3:14.0,Defensive rebound by A. Davis,,61,42
191,2,3:14.0,,Loose ball foul by B. Ingram (drawn by E. Moore),61,42
192,2,3:05.0,D. Cousins misses 3-pt jump shot from 25 ft,,61,42
193,2,3:01.0,,Defensive rebound by L. Ball,61,42
194,2,2:59.0,,Personal foul by D. Cousins (drawn by B. Lopez),61,42
195,2,2:46.0,,B. Lopez misses 2-pt hook shot from 3 ft,61,42
196,2,2:44.0,Defensive rebound by A. Davis,,61,42
197,2,2:33.0,I. Clark makes 3-pt jump shot from 22 ft (assist by D. Cousins),,64,42
198,2,2:14.0,,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by B. Ingram),64,44
199,2,2:05.0,Turnover by J. Holiday (out of bounds lost ball),,64,44
200,2,1:54.0,,L. Nance makes 2-pt dunk from 1 ft (assist by L. Ball),64,46
201,2,1:33.0,A. Davis misses 2-pt jump shot from 13 ft,,64,46
202,2,1:31.0,,Defensive rebound by B. Lopez,64,46
203,2,1:27.0,,Shooting foul by J. Holiday (drawn by K. Caldwell-Pope),64,46
204,2,1:27.0,,K. Caldwell-Pope makes free throw 1 of 1,64,50
205,2,1:26.0,,K. Caldwell-Pope makes 3-pt jump shot from 23 ft (assist by B. Ingram),64,49
206,2,1:15.0,Turnover by D. Cousins (bad pass; steal by K. Caldwell-Pope),,64,49
207,2,1:11.0,,K. Caldwell-Pope makes 3-pt jump shot from 25 ft,64,53
208,2,0:55.0,Turnover by D. Cousins (bad pass; steal by B. Lopez),,64,53
209,2,0:42.0,,Turnover by K. Caldwell-Pope (lost ball; steal by A. Davis),64,53
210,2,0:24.0,I. Clark makes 2-pt layup at rim,,66,53
211,2,0:21.0,,Turnover by B. Lopez (bad pass; steal by I. Clark),66,53
212,2,0:19.0,D. Cousins makes 2-pt layup from 1 ft (assist by I. Clark),,68,53
213,2,0:00.0,,L. Nance makes 2-pt layup from 1 ft (assist by L. Ball),68,55
214,3,11:45.0,A. Davis makes 3-pt jump shot from 25 ft (assist by D. Cousins),,71,55
215,3,11:25.0,,Turnover by K. Caldwell-Pope (bad pass; steal by J. Holiday),71,55
216,3,11:22.0,A. Davis makes 2-pt layup at rim (assist by D. Cousins),,73,55
217,3,11:22.0,Shooting foul by B. Ingram (drawn by A. Davis),,73,55
218,3,11:22.0,A. Davis makes free throw 1 of 1,,74,55
219,3,11:10.0,,L. Ball misses 2-pt layup from 1 ft (block by A. Davis),74,55
220,3,11:05.0,,Offensive rebound by L. Nance,74,55
