,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,DETROIT_ACTION,BROOKLYN_SCORE,DETROIT_SCORE
0,1,11:46.0,,A. Drummond misses 2-pt hook shot from 1 ft,0,0
1,1,11:43.0,Defensive rebound by J. Harris,,0,0
2,1,11:28.0,J. Allen misses 2-pt layup from 1 ft,,0,0
3,1,11:26.0,,Defensive rebound by A. Drummond,0,0
4,1,11:22.0,,R. Bullock makes 3-pt jump shot from 24 ft (assist by I. Smith),0,3
5,1,11:05.0,A. Crabbe makes 3-pt jump shot from 27 ft (assist by S. Dinwiddie),,3,3
6,1,10:43.0,,I. Smith misses 3-pt jump shot from 23 ft,3,3
7,1,10:39.0,Defensive rebound by A. Crabbe,,3,3
8,1,10:35.0,A. Crabbe misses 3-pt jump shot from 26 ft,,3,3
9,1,10:31.0,,Defensive rebound by S. Johnson,3,3
10,1,10:25.0,,S. Johnson misses 2-pt jump shot from 9 ft,3,3
11,1,10:21.0,Defensive rebound by J. Allen,,3,3
12,1,10:00.0,S. Dinwiddie misses 3-pt jump shot from 23 ft,,3,3
13,1,9:57.0,,Defensive rebound by R. Bullock,3,3
14,1,9:54.0,,B. Griffin misses 3-pt jump shot from 25 ft,3,3
15,1,9:49.0,Defensive rebound by J. Allen,,3,3
16,1,9:40.0,J. Allen makes 2-pt layup from 1 ft (assist by J. Harris),,5,3
17,1,9:26.0,,S. Johnson misses 3-pt jump shot from 26 ft,5,3
18,1,9:24.0,Defensive rebound by D. Carroll,,5,3
19,1,9:17.0,D. Carroll makes 3-pt jump shot from 26 ft (assist by S. Dinwiddie),,8,3
20,1,9:16.0,,Detroit full timeout,8,3
21,1,8:49.0,,B. Griffin makes 2-pt layup from 1 ft (assist by I. Smith),8,5
22,1,8:31.0,J. Harris makes 3-pt jump shot from 24 ft (assist by J. Allen),,11,5
23,1,8:13.0,,B. Griffin misses 2-pt jump shot from 22 ft,11,5
24,1,8:11.0,Defensive rebound by S. Dinwiddie,,11,5
25,1,8:08.0,J. Harris misses 3-pt jump shot from 24 ft,,11,5
26,1,8:08.0,,Defensive rebound by I. Smith,11,5
27,1,8:02.0,,I. Smith makes 2-pt layup at rim,11,7
28,1,7:53.0,Turnover by A. Crabbe (traveling),,11,7
29,1,7:44.0,,Shooting foul by S. Dinwiddie (drawn by I. Smith),11,7
30,1,7:44.0,,I. Smith misses free throw 1 of 2,11,7
31,1,7:44.0,,Offensive rebound by Team,11,7
32,1,7:44.0,,I. Smith misses free throw 2 of 2,11,7
33,1,7:41.0,,Offensive rebound by B. Griffin,11,7
34,1,7:38.0,,A. Drummond misses 2-pt layup from 4 ft (block by J. Allen),11,7
35,1,7:33.0,,Offensive rebound by A. Drummond,11,7
36,1,7:32.0,,A. Drummond makes 2-pt layup at rim,11,9
37,1,7:20.0,D. Carroll misses 2-pt layup from 1 ft,,11,9
38,1,7:17.0,,Defensive rebound by A. Drummond,11,9
39,1,7:14.0,,I. Smith misses 2-pt layup from 2 ft (block by A. Crabbe),11,9
40,1,7:11.0,Defensive rebound by J. Allen,,11,9
41,1,7:04.0,D. Carroll misses 3-pt jump shot from 25 ft,,11,9
42,1,6:59.0,,Defensive rebound by A. Drummond,11,9
43,1,6:46.0,,S. Johnson makes 2-pt jump shot from 7 ft,11,11
44,1,6:34.0,Turnover by J. Harris (bad pass),,11,11
45,1,6:16.0,,A. Drummond misses 2-pt layup at rim,11,11
46,1,6:12.0,Defensive rebound by J. Allen,,11,11
47,1,6:07.0,S. Dinwiddie makes 3-pt jump shot from 28 ft (assist by D. Carroll),,14,11
48,1,5:51.0,,R. Bullock misses 3-pt jump shot from 25 ft,14,11
49,1,5:48.0,Defensive rebound by J. Harris,,14,11
50,1,5:40.0,A. Crabbe misses 3-pt jump shot from 23 ft,,14,11
51,1,5:38.0,,Defensive rebound by A. Drummond,14,11
52,1,5:33.0,,S. Johnson makes 2-pt layup at rim,14,13
53,1,5:33.0,Brooklyn full timeout,,14,13
54,1,5:33.0,,L. Kennard enters the game for A. Drummond,14,13
55,1,5:33.0,,A. Tolliver enters the game for R. Bullock,14,13
56,1,5:33.0,D. Russell enters the game for J. Harris,,14,13
57,1,5:15.0,Shooting foul by B. Griffin (drawn by S. Dinwiddie),,14,13
58,1,5:15.0,S. Dinwiddie makes free throw 1 of 3,,15,13
59,1,5:15.0,S. Dinwiddie makes free throw 2 of 3,,16,13
60,1,5:15.0,S. Dinwiddie makes free throw 3 of 3,,17,13
61,1,4:59.0,,I. Smith misses 2-pt layup from 2 ft,17,13
62,1,4:55.0,Defensive rebound by S. Dinwiddie,,17,13
63,1,4:46.0,I. Whitehead enters the game for J. Allen,,17,13
64,1,4:46.0,J. Okafor enters the game for A. Crabbe,,17,13
65,1,4:33.0,D. Carroll misses 2-pt jump shot from 19 ft,,17,13
66,1,4:33.0,Offensive rebound by Team,,17,13
67,1,4:33.0,Turnover by Team (shot clock),,17,13
68,1,4:11.0,,S. Johnson makes 2-pt jump shot from 9 ft,17,15
69,1,3:48.0,Turnover by D. Russell (bad pass; steal by B. Griffin),,17,15
70,1,3:38.0,,Shooting foul by J. Okafor (drawn by B. Griffin),17,15
71,1,3:38.0,,B. Griffin makes free throw 1 of 2,17,16
72,1,3:38.0,,L. Galloway enters the game for I. Smith,17,16
73,1,3:38.0,N. Stauskas enters the game for S. Dinwiddie,,17,16
74,1,3:38.0,J. Webb enters the game for D. Carroll,,17,16
75,1,3:38.0,,B. Griffin makes free throw 2 of 2,17,17
76,1,3:27.0,D. Russell makes 2-pt layup from 3 ft (assist by J. Okafor),,19,17
77,1,3:13.0,,L. Galloway makes 2-pt jump shot from 14 ft,19,19
78,1,2:48.0,N. Stauskas misses 3-pt jump shot from 24 ft,,19,19
79,1,2:46.0,,Defensive rebound by A. Tolliver,19,19
80,1,2:46.0,Loose ball foul by J. Okafor (drawn by A. Tolliver),,19,19
81,1,2:46.0,,A. Drummond enters the game for S. Johnson,19,19
82,1,2:46.0,,R. Bullock enters the game for B. Griffin,19,19
83,1,2:35.0,,A. Tolliver misses 3-pt jump shot from 25 ft,19,19
84,1,2:32.0,Defensive rebound by I. Whitehead,,19,19
85,1,2:24.0,Turnover by D. Russell (bad pass; steal by L. Kennard),,19,19
86,1,2:12.0,,Turnover by A. Drummond (lost ball; steal by I. Whitehead),19,19
87,1,2:06.0,Turnover by D. Russell (lost ball; steal by A. Drummond),,19,19
88,1,1:59.0,,L. Galloway makes 3-pt jump shot from 26 ft (assist by L. Kennard),19,22
89,1,1:39.0,I. Whitehead misses 2-pt jump shot from 12 ft,,19,22
90,1,1:37.0,,Defensive rebound by A. Drummond,19,22
91,1,1:27.0,,R. Bullock misses 2-pt layup from 2 ft,19,22
92,1,1:25.0,Defensive rebound by J. Webb,,19,22
