,QUARTER,TIME_REMAINING,ORLANDO_ACTION,NEW YORK_ACTION,ORLANDO_SCORE,NEW YORK_SCORE
0,1,11:45.0,A. Gordon misses 2-pt jump shot from 17 ft,,0,0
1,1,11:43.0,,Defensive rebound by E. Freedom,0,0
2,1,11:32.0,,M. Beasley misses 2-pt jump shot from 7 ft,0,0
3,1,11:30.0,Defensive rebound by N. Vučević,,0,0
4,1,11:24.0,A. Gordon makes 2-pt jump shot from 15 ft,,2,0
5,1,11:03.0,,M. Beasley misses 2-pt layup from 1 ft,2,0
6,1,11:01.0,Defensive rebound by N. Vučević,,2,0
7,1,10:50.0,E. Payton makes 2-pt layup from 1 ft,,4,0
8,1,10:38.0,,C. Lee makes 2-pt jump shot from 16 ft,4,2
9,1,10:31.0,E. Fournier makes 2-pt layup from 1 ft (assist by E. Payton),,6,2
10,1,10:09.0,,M. Beasley makes 3-pt jump shot from 25 ft (assist by C. Lee),6,5
11,1,9:54.0,N. Vučević makes 2-pt jump shot from 21 ft (assist by E. Payton),,8,5
12,1,9:39.0,,M. Beasley makes 2-pt layup from 1 ft (assist by J. Jack),8,7
13,1,9:25.0,E. Fournier misses 2-pt layup from 1 ft,,8,7
14,1,9:23.0,,Defensive rebound by D. Dotson,8,7
15,1,9:16.0,,C. Lee misses 2-pt layup from 1 ft,8,7
16,1,9:15.0,,Offensive rebound by E. Freedom,8,7
17,1,9:15.0,,E. Freedom makes 2-pt dunk at rim,8,9
18,1,9:15.0,Orlando full timeout,,8,9
19,1,8:55.0,N. Vučević makes 2-pt hook shot from 6 ft,,10,9
20,1,8:35.0,,M. Beasley misses 2-pt layup from 2 ft,10,9
21,1,8:33.0,Defensive rebound by N. Vučević,,10,9
22,1,8:30.0,J. Simmons misses 2-pt jump shot from 2 ft (block by M. Beasley),,10,9
23,1,8:29.0,Offensive rebound by Team,,10,9
24,1,8:22.0,Shooting foul by C. Lee (drawn by E. Fournier),,10,9
25,1,8:22.0,E. Fournier makes free throw 1 of 2,,11,9
26,1,8:22.0,E. Fournier makes free throw 2 of 2,,12,9
27,1,8:07.0,,J. Jack makes 2-pt layup at rim,12,11
28,1,7:48.0,Turnover by E. Fournier (lost ball; steal by E. Freedom),,12,11
29,1,7:41.0,,Turnover by E. Freedom (lost ball; steal by J. Simmons),12,11
30,1,7:34.0,N. Vučević makes 2-pt hook shot from 6 ft (assist by A. Gordon),,14,11
31,1,7:14.0,,M. Beasley makes 2-pt jump shot from 6 ft,14,13
32,1,7:01.0,A. Gordon misses 3-pt jump shot from 25 ft,,14,13
33,1,7:00.0,,Defensive rebound by E. Freedom,14,13
34,1,6:39.0,,E. Freedom misses 2-pt layup from 3 ft,14,13
35,1,6:37.0,Defensive rebound by N. Vučević,,14,13
36,1,6:34.0,A. Gordon makes 3-pt jump shot from 25 ft,,17,13
37,1,6:20.0,,J. Jack misses 2-pt jump shot from 12 ft,17,13
38,1,6:18.0,Defensive rebound by N. Vučević,,17,13
39,1,6:10.0,E. Fournier makes 2-pt layup from 1 ft (assist by E. Payton),,19,13
40,1,5:55.0,,New York full timeout,19,13
41,1,5:55.0,,D. McDermott enters the game for C. Lee,19,13
