,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,LA CLIPPERS_ACTION,SACRAMENTO_SCORE,LA CLIPPERS_SCORE
0,1,11:45.0,G. Hill misses 3-pt jump shot from 22 ft,,0,0
1,1,11:41.0,,Defensive rebound by B. Griffin,0,0
2,1,11:36.0,,Turnover by B. Griffin (bad pass; steal by D. Fox),0,0
3,1,11:32.0,W. Cauley-Stein makes 2-pt dunk at rim (assist by G. Hill),,2,0
4,1,11:05.0,,L. Williams misses 2-pt jump shot from 7 ft,2,0
5,1,11:01.0,Defensive rebound by W. Cauley-Stein,,2,0
6,1,10:47.0,Z. Randolph misses 2-pt jump shot from 15 ft,,2,0
7,1,10:39.0,Offensive rebound by G. Hill,,2,0
8,1,10:39.0,G. Hill makes 2-pt layup at rim,,4,0
9,1,10:26.0,,L. Williams misses 3-pt jump shot from 24 ft,4,0
10,1,10:23.0,Defensive rebound by G. Temple,,4,0
11,1,10:20.0,Turnover by G. Temple (bad pass; steal by W. Reed),,4,0
12,1,10:05.0,,W. Reed makes 2-pt jump shot from 5 ft,4,2
13,1,10:05.0,,Shooting foul by G. Hill (drawn by W. Reed),4,2
14,1,10:05.0,,W. Reed misses free throw 1 of 1,4,2
15,1,10:02.0,Defensive rebound by G. Temple,,4,2
16,1,10:00.0,Personal block foul by T. Wallace (drawn by D. Fox),,4,2
17,1,9:51.0,Turnover by D. Fox (bad pass; steal by W. Reed),,4,2
18,1,9:39.0,,M. Teodosić makes 3-pt jump shot from 24 ft (assist by B. Griffin),4,5
19,1,9:23.0,G. Temple misses 3-pt jump shot from 25 ft,,4,5
20,1,9:20.0,,Defensive rebound by W. Reed,4,5
21,1,9:15.0,,B. Griffin makes 3-pt jump shot from 25 ft,4,8
22,1,8:57.0,Turnover by Z. Randolph (lost ball; steal by L. Williams),,4,8
23,1,8:53.0,,B. Griffin misses 3-pt jump shot from 24 ft,4,8
24,1,8:51.0,Defensive rebound by Team,,4,8
25,1,8:38.0,D. Fox misses 3-pt jump shot from 25 ft,,4,8
26,1,8:35.0,,Defensive rebound by W. Reed,4,8
27,1,8:33.0,,Personal foul by D. Fox (drawn by L. Williams),4,8
28,1,8:25.0,,Shooting foul by W. Cauley-Stein (drawn by B. Griffin),4,8
29,1,8:25.0,,B. Griffin makes free throw 1 of 2,4,9
30,1,8:25.0,,B. Griffin makes free throw 2 of 2,4,10
31,1,8:03.0,G. Temple misses 3-pt jump shot from 22 ft,,4,10
32,1,7:58.0,Offensive rebound by W. Cauley-Stein,,4,10
33,1,7:51.0,Z. Randolph misses 2-pt hook shot from 8 ft,,4,10
34,1,7:48.0,,Defensive rebound by W. Reed,4,10
35,1,7:45.0,,Personal foul by D. Fox (drawn by L. Williams),4,10
36,1,7:35.0,,T. Wallace makes 2-pt layup from 1 ft (assist by B. Griffin),4,12
37,1,7:30.0,Sacramento full timeout,,4,12
38,1,7:30.0,B. Bogdanović enters the game for D. Fox,,4,12
39,1,7:14.0,G. Temple makes 2-pt jump shot from 8 ft (assist by W. Cauley-Stein),,6,12
40,1,6:59.0,,T. Wallace misses 2-pt jump shot from 12 ft,6,12
41,1,6:57.0,,Offensive rebound by B. Griffin,6,12
42,1,6:53.0,,M. Teodosić makes 2-pt jump shot from 20 ft (assist by B. Griffin),6,14
43,1,6:38.0,Personal foul by W. Reed (drawn by W. Cauley-Stein),,6,14
44,1,6:38.0,,J. Evans enters the game for M. Teodosić,6,14
45,1,6:25.0,G. Temple makes 2-pt layup from 1 ft (assist by W. Cauley-Stein),,8,14
46,1,6:08.0,,Shooting foul by B. Bogdanović (drawn by L. Williams),8,14
47,1,6:08.0,,L. Williams makes free throw 1 of 3,8,15
48,1,6:08.0,,L. Williams makes free throw 2 of 3,8,16
49,1,6:08.0,,L. Williams makes free throw 3 of 3,8,17
50,1,5:46.0,W. Cauley-Stein misses 2-pt dunk from 2 ft (block by W. Reed),,8,17
51,1,5:42.0,,Defensive rebound by J. Evans,8,17
52,1,5:37.0,B. Hield enters the game for G. Temple,,8,17
53,1,5:26.0,,B. Griffin misses 3-pt jump shot from 25 ft,8,17
54,1,5:22.0,Defensive rebound by B. Hield,,8,17
55,1,5:07.0,B. Hield makes 2-pt jump shot from 18 ft (assist by W. Cauley-Stein),,10,17
56,1,4:44.0,,Personal foul by B. Hield (drawn by T. Wallace),10,17
57,1,4:44.0,,T. Wallace makes free throw 1 of 2,10,18
58,1,4:44.0,,W. Johnson enters the game for L. Williams,10,18
59,1,4:44.0,K. Koufos enters the game for Z. Randolph,,10,18
60,1,4:44.0,,T. Wallace makes free throw 2 of 2,10,19
61,1,4:25.0,Turnover by B. Bogdanović (bad pass),,10,19
62,1,4:07.0,,W. Reed makes 2-pt hook shot from 2 ft (assist by B. Griffin),10,21
63,1,3:57.0,Personal foul by B. Griffin (drawn by K. Koufos),,10,21
64,1,3:47.0,B. Bogdanović misses 2-pt jump shot from 16 ft,,10,21
65,1,3:43.0,,Defensive rebound by W. Reed,10,21
66,1,3:34.0,,W. Johnson misses 3-pt jump shot from 25 ft,10,21
67,1,3:32.0,Defensive rebound by W. Cauley-Stein,,10,21
68,1,3:24.0,W. Cauley-Stein makes 2-pt jump shot from 19 ft (assist by G. Hill),,12,21
69,1,2:57.0,,T. Wallace makes 2-pt layup from 1 ft (assist by W. Reed),12,23
70,1,2:47.0,G. Hill misses 2-pt jump shot from 16 ft,,12,23
71,1,2:44.0,,Defensive rebound by W. Reed,12,23
72,1,2:39.0,,J. Evans misses 3-pt jump shot from 24 ft,12,23
73,1,2:35.0,Defensive rebound by B. Hield,,12,23
74,1,2:28.0,K. Koufos misses 2-pt jump shot from 7 ft,,12,23
75,1,2:27.0,Offensive rebound by Team,,12,23
76,1,2:27.0,,LA Clippers full timeout,12,23
77,1,2:27.0,,M. Harrell enters the game for W. Reed,12,23
78,1,2:27.0,S. Labissière enters the game for W. Cauley-Stein,,12,23
79,1,2:27.0,V. Carter enters the game for B. Hield,,12,23
80,1,2:19.0,Turnover by K. Koufos (traveling),,12,23
81,1,2:00.0,,M. Harrell makes 2-pt hook shot from 2 ft,12,25
82,1,1:49.0,V. Carter misses 2-pt jump shot from 16 ft,,12,25
83,1,1:42.0,Offensive rebound by S. Labissière,,12,25
84,1,1:42.0,S. Labissière misses 2-pt layup at rim,,12,25
85,1,1:41.0,,Defensive rebound by B. Griffin,12,25
86,1,1:34.0,,W. Johnson makes 3-pt jump shot from 25 ft (assist by J. Evans),12,28
87,1,1:12.0,,S. Dekker enters the game for B. Griffin,12,28
88,1,1:09.0,S. Labissière makes 3-pt jump shot from 25 ft (assist by V. Carter),,15,28
89,1,0:54.0,,S. Dekker makes 2-pt layup from 2 ft (assist by T. Wallace),15,30
90,1,0:49.0,Personal foul by J. Evans (drawn by G. Hill),,15,30
91,1,0:37.0,S. Labissière misses 2-pt jump shot from 8 ft,,15,30
92,1,0:35.0,Offensive rebound by S. Labissière,,15,30
93,1,0:27.0,B. Bogdanović makes 2-pt jump shot from 21 ft (assist by G. Hill),,17,30
94,1,0:12.0,,Turnover by M. Harrell (lost ball; steal by B. Bogdanović),17,30
95,1,0:00.0,G. Hill misses 3-pt jump shot from 25 ft,,17,30
96,1,0:00.0,Offensive rebound by Team,,17,30
97,2,11:45.0,,Turnover by J. Evans (bad pass; steal by V. Carter),17,30
98,2,11:26.0,D. Fox misses 2-pt jump shot from 12 ft (block by W. Johnson),,17,30
99,2,11:21.0,,Defensive rebound by W. Johnson,17,30
100,2,11:12.0,,M. Harrell makes 2-pt layup at rim,17,32
101,2,10:56.0,B. Bogdanović makes 2-pt jump shot from 20 ft,,19,32
102,2,10:51.0,,Personal foul by K. Koufos (drawn by M. Harrell),19,32
103,2,10:51.0,,M. Harrell makes clear path free throw 1 of 2,19,33
104,2,10:51.0,,M. Harrell misses clear path free throw 2 of 2,19,33
105,2,10:51.0,,Offensive rebound by Team,19,33
106,2,10:44.0,,L. Williams misses 3-pt jump shot from 24 ft,19,33
107,2,10:39.0,,Offensive rebound by M. Harrell,19,33
108,2,10:37.0,,S. Dekker misses 2-pt layup from 1 ft,19,33
109,2,10:34.0,Defensive rebound by S. Labissière,,19,33
110,2,10:22.0,Shooting foul by W. Johnson (drawn by K. Koufos),,19,33
111,2,10:22.0,K. Koufos misses free throw 1 of 2,,19,33
112,2,10:22.0,Offensive rebound by Team,,19,33
113,2,10:22.0,K. Koufos misses free throw 2 of 2,,19,33
114,2,10:18.0,,Defensive rebound by J. Evans,19,33
115,2,10:05.0,,W. Johnson makes 3-pt jump shot from 22 ft (assist by J. Evans),19,36
116,2,9:56.0,Turnover by D. Fox (lost ball; steal by S. Dekker),,19,36
117,2,9:52.0,,S. Dekker makes 2-pt dunk from 1 ft,19,38
118,2,9:47.0,Sacramento full timeout,,19,38
119,2,9:47.0,W. Cauley-Stein enters the game for K. Koufos,,19,38
120,2,9:38.0,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by D. Fox),,22,38
121,2,9:17.0,,M. Harrell misses 2-pt hook shot from 5 ft,22,38
122,2,9:14.0,Defensive rebound by S. Labissière,,22,38
123,2,9:10.0,D. Fox misses 2-pt jump shot from 17 ft,,22,38
124,2,9:05.0,,Defensive rebound by J. Evans,22,38
125,2,9:03.0,,Turnover by S. Dekker (out of bounds lost ball),22,38
126,2,8:55.0,Turnover by W. Cauley-Stein (bad pass; steal by M. Harrell),,22,38
127,2,8:54.0,,Personal foul by B. Bogdanović (drawn by L. Williams),22,38
128,2,8:47.0,,J. Evans makes 2-pt layup from 1 ft,22,40
129,2,8:27.0,Turnover by W. Cauley-Stein (bad pass; steal by L. Williams),,22,40
130,2,8:21.0,,W. Johnson misses 3-pt jump shot from 24 ft,22,40
131,2,8:16.0,Defensive rebound by S. Labissière,,22,40
132,2,8:13.0,Turnover by D. Fox (bad pass; steal by L. Williams),,22,40
133,2,8:09.0,,W. Johnson makes 2-pt dunk from 1 ft (assist by L. Williams),22,42
134,2,8:08.0,Sacramento full timeout,,22,42
135,2,7:53.0,W. Cauley-Stein misses 2-pt layup from 2 ft,,22,42
136,2,7:48.0,Offensive rebound by W. Cauley-Stein,,22,42
137,2,7:48.0,W. Cauley-Stein misses 2-pt layup at rim,,22,42
138,2,7:47.0,,Defensive rebound by S. Dekker,22,42
139,2,7:44.0,,Personal foul by V. Carter (drawn by M. Harrell),22,42
140,2,7:37.0,,Turnover by J. Evans (bad pass; steal by V. Carter),22,42
141,2,7:37.0,Personal take foul by S. Dekker (drawn by V. Carter),,22,42
142,2,7:23.0,W. Cauley-Stein makes 2-pt dunk from 1 ft,,24,42
143,2,7:13.0,,S. Dekker misses 3-pt jump shot from 25 ft,24,42
144,2,7:11.0,Defensive rebound by W. Cauley-Stein,,24,42
145,2,7:03.0,D. Fox misses 2-pt jump shot from 17 ft,,24,42
146,2,6:59.0,,Defensive rebound by W. Johnson,24,42
147,2,6:51.0,,M. Harrell misses 2-pt jump shot from 5 ft (block by W. Cauley-Stein),24,42
148,2,6:48.0,,Offensive rebound by M. Harrell,24,42
149,2,6:48.0,,M. Harrell misses 2-pt layup at rim,24,42
150,2,6:45.0,Defensive rebound by W. Cauley-Stein,,24,42
151,2,6:41.0,V. Carter makes 3-pt jump shot from 26 ft (assist by B. Bogdanović),,27,42
152,2,6:40.0,,LA Clippers full timeout,27,42
153,2,6:40.0,,M. Teodosić enters the game for J. Evans,27,42
154,2,6:40.0,,W. Reed enters the game for M. Harrell,27,42
155,2,6:40.0,,B. Griffin enters the game for S. Dekker,27,42
156,2,6:16.0,,B. Griffin misses 2-pt jump shot from 9 ft,27,42
157,2,6:16.0,Defensive rebound by Team,,27,42
158,2,6:16.0,,T. Wallace enters the game for W. Johnson,27,42
159,2,6:07.0,W. Cauley-Stein makes 2-pt jump shot from 16 ft (assist by D. Fox),,29,42
160,2,5:56.0,,L. Williams makes 2-pt hook shot from 2 ft,29,44
161,2,5:40.0,S. Labissière misses 2-pt jump shot from 22 ft,,29,44
162,2,5:36.0,,Defensive rebound by B. Griffin,29,44
163,2,5:30.0,,B. Griffin makes 2-pt jump shot from 19 ft,29,46
164,2,5:17.0,W. Cauley-Stein misses 2-pt layup from 2 ft,,29,46
165,2,5:13.0,Offensive rebound by S. Labissière,,29,46
166,2,5:13.0,S. Labissière makes 2-pt layup at rim,,31,46
167,2,5:06.0,,L. Williams makes 3-pt jump shot from 23 ft (assist by B. Griffin),31,49
168,2,4:55.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by D. Fox),,33,49
169,2,4:47.0,,Personal foul by B. Bogdanović (drawn by L. Williams),33,49
170,2,4:47.0,G. Temple enters the game for S. Labissière,,33,49
171,2,4:37.0,,B. Griffin makes 2-pt dunk from 2 ft,33,51
172,2,4:33.0,Shooting foul by T. Wallace (drawn by D. Fox),,33,51
173,2,4:33.0,D. Fox makes free throw 1 of 2,,34,51
174,2,4:33.0,B. Hield enters the game for B. Bogdanović,,34,51
175,2,4:33.0,D. Fox makes free throw 2 of 2,,35,51
176,2,4:18.0,,Turnover by T. Wallace (bad pass; steal by G. Temple),35,51
177,2,4:18.0,Personal take foul by M. Teodosić (drawn by G. Temple),,35,51
178,2,4:07.0,B. Hield misses 3-pt jump shot from 24 ft,,35,51
179,2,4:01.0,Offensive rebound by W. Cauley-Stein,,35,51
180,2,3:51.0,B. Hield misses 3-pt jump shot from 24 ft,,35,51
