,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,BOSTON_ACTION,OKLAHOMA CITY_SCORE,BOSTON_SCORE
0,1,11:43.0,P. George misses 2-pt jump shot from 4 ft,,0,0
1,1,11:40.0,,Defensive rebound by M. Morris,0,0
2,1,11:20.0,,M. Morris makes 2-pt dunk at rim (assist by A. Horford),0,2
3,1,10:59.0,P. George misses 2-pt layup from 2 ft (block by A. Horford),,0,2
4,1,10:57.0,,Defensive rebound by A. Horford,0,2
5,1,10:51.0,,M. Morris makes 2-pt jump shot from 5 ft (assist by A. Horford),0,4
6,1,10:36.0,R. Westbrook makes 2-pt layup from 2 ft,,2,4
7,1,10:22.0,,A. Baynes misses 2-pt jump shot from 12 ft,2,4
8,1,10:19.0,Defensive rebound by C. Anthony,,2,4
9,1,10:15.0,C. Anthony misses 3-pt jump shot from 26 ft,,2,4
10,1,10:13.0,,Defensive rebound by J. Tatum,2,4
11,1,10:01.0,,A. Horford misses 2-pt jump shot from 14 ft,2,4
12,1,9:58.0,Defensive rebound by C. Anthony,,2,4
13,1,9:44.0,S. Adams makes 2-pt layup from 2 ft,,4,4
14,1,9:17.0,,A. Baynes misses 2-pt jump shot from 12 ft,4,4
15,1,9:15.0,Defensive rebound by R. Westbrook,,4,4
16,1,9:09.0,S. Adams makes 2-pt hook shot from 14 ft (assist by R. Westbrook),,6,4
17,1,8:55.0,,Turnover by A. Horford (bad pass),6,4
18,1,8:37.0,P. George makes 2-pt jump shot from 7 ft,,8,4
19,1,8:24.0,,T. Rozier misses 2-pt layup from 1 ft,8,4
20,1,8:22.0,Defensive rebound by S. Adams,,8,4
21,1,8:18.0,C. Anthony misses 3-pt jump shot from 25 ft,,8,4
22,1,8:14.0,,Defensive rebound by A. Baynes,8,4
23,1,8:09.0,,Offensive foul by A. Horford (drawn by C. Brewer),8,4
24,1,8:09.0,,Turnover by A. Horford (offensive foul),8,4
25,1,7:57.0,Turnover by R. Westbrook (bad pass),,8,4
26,1,7:38.0,,J. Tatum makes 2-pt dunk at rim (assist by T. Rozier),8,6
27,1,7:18.0,R. Westbrook misses 2-pt jump shot from 11 ft,,8,6
28,1,7:14.0,Offensive rebound by C. Brewer,,8,6
29,1,7:12.0,C. Anthony misses 3-pt jump shot from 26 ft,,8,6
30,1,7:09.0,,Defensive rebound by J. Tatum,8,6
31,1,7:05.0,,Personal foul by P. George (drawn by J. Tatum),8,6
32,1,7:05.0,,Boston full timeout,8,6
33,1,6:54.0,,T. Rozier misses 3-pt jump shot from 25 ft,8,6
34,1,6:53.0,Defensive rebound by S. Adams,,8,6
35,1,6:39.0,R. Westbrook misses 2-pt layup from 4 ft,,8,6
36,1,6:38.0,,Defensive rebound by J. Tatum,8,6
37,1,6:34.0,,Personal foul by R. Westbrook (drawn by J. Tatum),8,6
38,1,6:21.0,,A. Baynes makes 2-pt dunk at rim (assist by T. Rozier),8,8
39,1,5:58.0,C. Anthony misses 2-pt layup from 3 ft (block by A. Baynes),,8,8
40,1,5:58.0,Offensive rebound by Team,,8,8
41,1,5:58.0,Personal foul by A. Horford (drawn by S. Adams),,8,8
42,1,5:52.0,R. Westbrook misses 2-pt layup from 6 ft,,8,8
43,1,5:50.0,Offensive rebound by S. Adams,,8,8
44,1,5:48.0,S. Adams makes 2-pt dunk at rim,,10,8
45,1,5:39.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by T. Rozier),10,11
46,1,5:34.0,Shooting foul by J. Tatum (drawn by R. Westbrook),,10,11
47,1,5:34.0,R. Westbrook misses free throw 1 of 2,,10,11
48,1,5:34.0,Offensive rebound by Team,,10,11
49,1,5:34.0,,A. Nader enters the game for J. Tatum,10,11
50,1,5:34.0,,S. Ojeleye enters the game for A. Horford,10,11
51,1,5:34.0,R. Westbrook makes free throw 2 of 2,,11,11
52,1,5:10.0,,A. Nader misses 2-pt layup from 7 ft,11,11
53,1,5:05.0,Defensive rebound by P. George,,11,11
54,1,5:03.0,C. Brewer misses 3-pt jump shot from 22 ft,,11,11
55,1,5:00.0,,Defensive rebound by A. Nader,11,11
56,1,4:47.0,,S. Ojeleye misses 2-pt layup from 3 ft (block by C. Anthony),11,11
57,1,4:43.0,Defensive rebound by C. Anthony,,11,11
58,1,4:32.0,C. Anthony makes 2-pt jump shot from 13 ft,,13,11
59,1,4:32.0,Shooting foul by S. Ojeleye (drawn by C. Anthony),,13,11
60,1,4:32.0,,G. Monroe enters the game for A. Baynes,13,11
61,1,4:32.0,C. Anthony makes free throw 1 of 1,,14,11
62,1,4:19.0,,M. Morris misses 2-pt jump shot from 11 ft,14,11
63,1,4:16.0,Defensive rebound by R. Westbrook,,14,11
64,1,4:11.0,R. Westbrook misses 2-pt jump shot from 18 ft,,14,11
65,1,4:09.0,,Defensive rebound by S. Ojeleye,14,11
66,1,4:07.0,,Shooting foul by C. Brewer (drawn by S. Ojeleye),14,11
67,1,4:07.0,,S. Ojeleye makes free throw 1 of 2,14,12
68,1,4:07.0,T. Ferguson enters the game for C. Brewer,,14,12
69,1,4:07.0,,S. Ojeleye makes free throw 2 of 2,14,13
70,1,3:58.0,Shooting foul by M. Morris (drawn by S. Adams),,14,13
71,1,3:58.0,S. Adams makes free throw 1 of 2,,15,13
72,1,3:58.0,S. Adams makes free throw 2 of 2,,16,13
73,1,3:43.0,,Turnover by G. Monroe (bad pass; steal by P. George),16,13
74,1,3:33.0,P. George misses 2-pt jump shot from 20 ft,,16,13
75,1,3:30.0,,Defensive rebound by A. Nader,16,13
76,1,3:21.0,,Turnover by A. Nader (bad pass),16,13
77,1,3:17.0,T. Ferguson misses 2-pt layup from 1 ft (block by G. Monroe),,16,13
78,1,3:12.0,,Defensive rebound by T. Rozier,16,13
79,1,3:11.0,,T. Rozier misses 3-pt jump shot from 24 ft,16,13
80,1,3:10.0,Defensive rebound by R. Westbrook,,16,13
81,1,3:01.0,R. Westbrook makes 2-pt layup from 2 ft,,18,13
82,1,2:35.0,,A. Nader misses 3-pt jump shot from 24 ft,18,13
83,1,2:34.0,,Offensive rebound by Team,18,13
84,1,2:34.0,,Turnover by Team (shot clock),18,13
85,1,2:34.0,P. Patterson enters the game for S. Adams,,18,13
86,1,2:34.0,Oklahoma City full timeout,,18,13
87,1,2:24.0,P. George misses 2-pt layup from 3 ft,,18,13
88,1,2:24.0,Offensive rebound by Team,,18,13
89,1,2:24.0,,Loose ball foul by T. Rozier (drawn by P. Patterson),18,13
90,1,2:24.0,P. Patterson makes free throw 1 of 2,,19,13
91,1,2:24.0,R. Felton enters the game for R. Westbrook,,19,13
92,1,2:24.0,P. Patterson makes free throw 2 of 2,,20,13
93,1,2:07.0,,G. Monroe misses 2-pt hook shot from 6 ft,20,13
94,1,2:05.0,Defensive rebound by C. Anthony,,20,13
95,1,2:02.0,P. George makes 2-pt layup from 2 ft (assist by C. Anthony),,22,13
96,1,2:02.0,Shooting foul by A. Nader (drawn by P. George),,22,13
97,1,2:02.0,,J. Tatum enters the game for T. Rozier,22,13
98,1,2:02.0,,S. Larkin enters the game for M. Morris,22,13
99,1,2:02.0,J. Grant enters the game for C. Anthony,,22,13
100,1,2:02.0,P. George makes free throw 1 of 1,,23,13
101,1,1:44.0,,J. Tatum misses 3-pt jump shot from 23 ft,23,13
102,1,1:41.0,Defensive rebound by P. George,,23,13
103,1,1:32.0,P. George misses 2-pt layup from 2 ft,,23,13
104,1,1:31.0,,Defensive rebound by J. Tatum,23,13
105,1,1:17.0,,J. Tatum makes 3-pt jump shot from 22 ft (assist by A. Nader),23,16
106,1,1:00.0,P. George makes 3-pt jump shot from 26 ft (assist by J. Grant),,26,16
107,1,0:45.0,,A. Nader misses 3-pt jump shot from 26 ft,26,16
108,1,0:43.0,Defensive rebound by P. George,,26,16
109,1,0:35.0,P. George misses 3-pt jump shot from 25 ft,,26,16
110,1,0:34.0,,Defensive rebound by S. Larkin,26,16
111,1,0:28.0,,S. Larkin makes 2-pt jump shot from 14 ft,26,18
112,1,0:05.0,R. Felton misses 2-pt jump shot from 12 ft,,26,18
113,1,0:02.0,,Defensive rebound by S. Ojeleye,26,18
114,2,11:41.0,,S. Larkin misses 3-pt jump shot from 23 ft,26,18
115,2,11:38.0,,Offensive rebound by S. Ojeleye,26,18
116,2,11:37.0,,J. Tatum misses 3-pt jump shot from 24 ft,26,18
117,2,11:34.0,,Offensive rebound by S. Larkin,26,18
118,2,11:24.0,,A. Nader misses 2-pt jump shot from 6 ft,26,18
119,2,11:23.0,,Offensive rebound by G. Monroe,26,18
120,2,11:22.0,,G. Monroe makes 2-pt layup at rim,26,20
121,2,11:10.0,Personal foul by A. Nader (drawn by J. Grant),,26,20
122,2,11:00.0,J. Grant makes 2-pt layup from 3 ft (assist by P. George),,28,20
123,2,10:40.0,,A. Nader misses 2-pt jump shot from 3 ft,28,20
124,2,10:37.0,Defensive rebound by J. Grant,,28,20
125,2,10:26.0,T. Ferguson misses 3-pt jump shot from 22 ft (block by J. Tatum),,28,20
126,2,10:23.0,,Defensive rebound by A. Nader,28,20
127,2,10:13.0,,G. Monroe misses 2-pt hook shot from 7 ft,28,20
128,2,10:10.0,,Offensive rebound by A. Nader,28,20
129,2,10:02.0,,J. Tatum misses 2-pt jump shot from 12 ft,28,20
130,2,10:01.0,,G. Monroe misses 2-pt layup at rim,28,20
131,2,10:01.0,,Offensive rebound by G. Monroe,28,20
132,2,10:00.0,,Offensive rebound by G. Monroe,28,20
133,2,10:00.0,,G. Monroe makes 2-pt layup at rim,28,22
134,2,10:00.0,Oklahoma City full timeout,,28,22
135,2,10:00.0,,A. Horford enters the game for S. Ojeleye,28,22
136,2,9:50.0,Personal foul by J. Tatum (drawn by J. Grant),,28,22
137,2,9:42.0,P. George misses 2-pt jump shot from 17 ft,,28,22
138,2,9:40.0,Offensive rebound by J. Grant,,28,22
139,2,9:39.0,J. Grant makes 2-pt layup from 2 ft,,30,22
140,2,9:20.0,,A. Nader makes 3-pt jump shot from 22 ft (assist by J. Tatum),30,25
141,2,9:08.0,Turnover by P. George (bad pass; steal by J. Tatum),,30,25
142,2,9:01.0,,J. Tatum misses 3-pt jump shot from 25 ft,30,25
143,2,9:00.0,Defensive rebound by P. George,,30,25
144,2,8:59.0,Offensive foul by P. George (drawn by S. Larkin),,30,25
145,2,8:59.0,Turnover by P. George (offensive foul),,30,25
146,2,8:59.0,Á. Abrines enters the game for R. Felton,,30,25
147,2,8:59.0,R. Westbrook enters the game for P. George,,30,25
148,2,8:46.0,,G. Monroe misses 2-pt hook shot from 2 ft (block by J. Grant),30,25
149,2,8:45.0,,Offensive rebound by G. Monroe,30,25
150,2,8:43.0,,Shooting foul by P. Patterson (drawn by G. Monroe),30,25
151,2,8:43.0,,G. Monroe makes free throw 1 of 2,30,26
152,2,8:43.0,S. Adams enters the game for J. Grant,,30,26
153,2,8:43.0,C. Brewer enters the game for T. Ferguson,,30,26
154,2,8:43.0,,G. Monroe makes free throw 2 of 2,30,27
155,2,8:26.0,R. Westbrook misses 2-pt jump shot from 11 ft,,30,27
156,2,8:24.0,,Defensive rebound by A. Horford,30,27
157,2,8:16.0,,Turnover by A. Nader (step out of bounds),30,27
158,2,8:06.0,Á. Abrines misses 2-pt jump shot from 23 ft,,30,27
159,2,8:05.0,,Defensive rebound by S. Larkin,30,27
160,2,7:53.0,,A. Nader misses 3-pt jump shot from 23 ft,30,27
161,2,7:52.0,Defensive rebound by S. Adams,,30,27
162,2,7:49.0,,Violation by J. Tatum (kicked ball),30,27
163,2,7:49.0,,S. Ojeleye enters the game for G. Monroe,30,27
164,2,7:41.0,C. Brewer makes 2-pt layup from 2 ft (assist by R. Westbrook),,32,27
165,2,7:21.0,,J. Tatum makes 2-pt jump shot from 17 ft (assist by A. Horford),32,29
166,2,7:02.0,S. Adams misses 2-pt hook shot from 8 ft,,32,29
167,2,7:00.0,,Defensive rebound by Team,32,29
168,2,6:36.0,,Turnover by Team (shot clock),32,29
169,2,6:36.0,C. Anthony enters the game for P. Patterson,,32,29
170,2,6:28.0,Turnover by R. Westbrook (lost ball; steal by A. Nader),,32,29
171,2,6:22.0,,Shooting foul by Á. Abrines (drawn by J. Tatum),32,29
172,2,6:22.0,,J. Tatum makes free throw 1 of 2,32,30
173,2,6:22.0,,T. Rozier enters the game for A. Nader,32,30
174,2,6:22.0,,J. Tatum makes free throw 2 of 2,32,31
175,2,6:09.0,S. Adams makes 2-pt dunk from 1 ft (assist by R. Westbrook),,34,31
176,2,5:48.0,,J. Tatum makes 2-pt dunk at rim (assist by A. Horford),34,33
177,2,5:28.0,C. Anthony makes 2-pt jump shot from 11 ft,,36,33
178,2,5:09.0,,S. Ojeleye misses 3-pt jump shot from 22 ft,36,33
179,2,5:07.0,,Offensive rebound by J. Tatum,36,33
180,2,5:03.0,,S. Ojeleye misses 3-pt jump shot from 23 ft,36,33
181,2,4:59.0,,Offensive rebound by J. Tatum,36,33
182,2,4:56.0,,Shooting foul by Á. Abrines (drawn by T. Rozier),36,33
183,2,4:56.0,,T. Rozier misses free throw 1 of 2,36,33
184,2,4:56.0,,Offensive rebound by Team,36,33
185,2,4:56.0,,M. Morris enters the game for J. Tatum,36,33
186,2,4:56.0,P. George enters the game for Á. Abrines,,36,33
187,2,4:56.0,,T. Rozier makes free throw 2 of 2,36,34
188,2,4:36.0,C. Anthony misses 2-pt jump shot from 16 ft,,36,34
189,2,4:34.0,,Defensive rebound by T. Rozier,36,34
190,2,4:30.0,,T. Rozier makes 3-pt jump shot from 25 ft,36,37
191,2,4:20.0,P. George misses 3-pt jump shot from 22 ft,,36,37
192,2,4:17.0,,Defensive rebound by A. Horford,36,37
193,2,4:14.0,,Turnover by M. Morris (traveling),36,37
194,2,4:02.0,Turnover by R. Westbrook (bad pass; steal by T. Rozier),,36,37
195,2,3:58.0,,T. Rozier makes 2-pt dunk at rim,36,39
196,2,3:41.0,C. Brewer misses 3-pt jump shot from 22 ft,,36,39
197,2,3:38.0,,Defensive rebound by M. Morris,36,39
198,2,3:31.0,,T. Rozier makes 2-pt layup at rim,36,41
199,2,3:21.0,R. Westbrook makes 2-pt layup at rim,,38,41
200,2,3:08.0,,Turnover by A. Horford (bad pass; steal by C. Brewer),38,41
201,2,3:05.0,C. Brewer makes 2-pt dunk from 1 ft,,40,41
202,2,3:05.0,,Boston full timeout,40,41
203,2,2:52.0,,Turnover by S. Larkin (bad pass; steal by C. Brewer),40,41
204,2,2:41.0,P. George makes 3-pt jump shot from 25 ft (assist by C. Brewer),,43,41
205,2,2:16.0,,T. Rozier misses 2-pt jump shot from 20 ft,43,41
206,2,2:14.0,Defensive rebound by P. George,,43,41
207,2,2:01.0,P. George misses 2-pt jump shot from 20 ft,,43,41
208,2,1:58.0,,Defensive rebound by S. Ojeleye,43,41
209,2,1:49.0,,M. Morris makes 2-pt jump shot from 18 ft,43,43
210,2,1:19.0,R. Westbrook makes 3-pt jump shot from 26 ft (assist by C. Anthony),,46,43
211,2,0:53.0,,M. Morris makes 2-pt jump shot from 11 ft (assist by S. Larkin),46,45
212,2,0:47.0,Turnover by P. George (out of bounds lost ball),,46,45
213,2,0:47.0,,G. Monroe enters the game for S. Larkin,46,45
214,2,0:47.0,,J. Tatum enters the game for S. Ojeleye,46,45
215,2,0:33.0,,Turnover by T. Rozier (lost ball; steal by R. Westbrook),46,45
216,2,0:29.0,P. George makes 2-pt dunk from 1 ft (assist by R. Westbrook),,48,45
217,2,0:13.0,,M. Morris misses 3-pt jump shot from 25 ft,48,45
218,2,0:11.0,Defensive rebound by C. Anthony,,48,45
219,2,0:02.0,Turnover by R. Westbrook (bad pass; steal by M. Morris),,48,45
220,2,0:00.0,,M. Morris misses 3-pt jump shot from 26 ft,48,45
221,2,0:00.0,,Offensive rebound by Team,48,45
222,3,11:47.0,,M. Morris makes 2-pt jump shot from 22 ft,48,47
223,3,11:27.0,C. Anthony makes 2-pt jump shot from 19 ft (assist by R. Westbrook),,50,47
224,3,11:15.0,,A. Horford makes 3-pt jump shot from 26 ft (assist by J. Tatum),50,50
225,3,11:08.0,Turnover by C. Anthony (bad pass; steal by T. Rozier),,50,50
226,3,11:04.0,,T. Rozier misses 3-pt jump shot from 22 ft,50,50
227,3,11:02.0,,Offensive rebound by T. Rozier,50,50
228,3,11:00.0,,Turnover by T. Rozier (step out of bounds),50,50
229,3,10:47.0,R. Westbrook misses 2-pt jump shot from 12 ft,,50,50
230,3,10:46.0,Offensive rebound by S. Adams,,50,50
231,3,10:46.0,Shooting foul by A. Baynes (drawn by S. Adams),,50,50
232,3,10:46.0,S. Adams makes free throw 1 of 2,,51,50
233,3,10:46.0,S. Adams misses free throw 2 of 2,,51,50
234,3,10:43.0,,Defensive rebound by M. Morris,51,50
235,3,10:24.0,,J. Tatum makes 2-pt layup from 2 ft,51,52
236,3,10:13.0,Shooting foul by J. Tatum (drawn by S. Adams),,51,52
237,3,10:13.0,S. Adams misses free throw 1 of 2,,51,52
238,3,10:13.0,Offensive rebound by Team,,51,52
239,3,10:13.0,S. Adams misses free throw 2 of 2,,51,52
240,3,10:13.0,,Defensive rebound by A. Baynes,51,52
241,3,9:53.0,,A. Horford misses 2-pt layup from 2 ft,51,52
242,3,9:49.0,Defensive rebound by P. George,,51,52
243,3,9:39.0,C. Anthony misses 3-pt jump shot from 25 ft,,51,52
244,3,9:36.0,,Defensive rebound by A. Horford,51,52
245,3,9:27.0,,Turnover by A. Horford (bad pass; steal by C. Anthony),51,52
246,3,9:25.0,Shooting foul by T. Rozier (drawn by R. Westbrook),,51,52
247,3,9:25.0,R. Westbrook makes free throw 1 of 2,,52,52
248,3,9:25.0,R. Westbrook misses free throw 2 of 2,,52,52
249,3,9:24.0,,Defensive rebound by Team,52,52
250,3,9:24.0,Loose ball foul by P. George (drawn by A. Horford),,52,52
251,3,9:06.0,,A. Horford makes 2-pt jump shot from 22 ft (assist by T. Rozier),52,54
252,3,9:06.0,Oklahoma City full timeout,,52,54
253,3,8:46.0,C. Brewer misses 2-pt hook shot from 4 ft,,52,54
254,3,8:43.0,,Defensive rebound by T. Rozier,52,54
255,3,8:24.0,,J. Tatum makes 3-pt jump shot from 26 ft (assist by T. Rozier),52,57
256,3,8:03.0,C. Anthony misses 2-pt jump shot from 12 ft,,52,57
257,3,8:01.0,,Defensive rebound by M. Morris,52,57
258,3,7:55.0,,Offensive foul by A. Baynes (drawn by C. Anthony),52,57
259,3,7:55.0,,Turnover by A. Baynes (offensive foul),52,57
260,3,7:44.0,P. George misses 3-pt jump shot from 26 ft,,52,57
