,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,LA LAKERS_ACTION,MEMPHIS_SCORE,LA LAKERS_SCORE
58,1,3:38.0,Turnover by M. Gasol (bad pass; steal by J. Clarkson),,15,15
59,1,3:38.0,,Personal foul by T. Evans (drawn by J. Randle),15,15
60,1,3:32.0,,L. Ball misses 3-pt jump shot from 28 ft,15,15
61,1,3:28.0,Defensive rebound by M. Chalmers,,15,15
62,1,3:22.0,M. Gasol misses 2-pt jump shot from 9 ft,,15,15
63,1,3:18.0,,Defensive rebound by L. Ball,15,15
64,1,3:17.0,,L. Ball makes 2-pt layup from 1 ft,15,17
65,1,3:17.0,,Shooting foul by T. Evans (drawn by L. Ball),15,17
66,1,3:17.0,D. Brooks enters the game for M. Gasol,,15,17
67,1,3:17.0,,L. Ball makes free throw 1 of 1,15,18
68,1,3:12.0,D. Brooks makes 3-pt jump shot from 24 ft (assist by M. Chalmers),,18,18
69,1,2:57.0,,J. Clarkson misses 2-pt jump shot from 2 ft,18,18
70,1,2:54.0,Defensive rebound by B. Wright,,18,18
71,1,2:52.0,M. Chalmers misses 3-pt jump shot from 24 ft,,18,18
72,1,2:48.0,,Defensive rebound by K. Caldwell-Pope,18,18
73,1,2:46.0,,Turnover by K. Caldwell-Pope (bad pass; steal by J. Ennis),18,18
74,1,2:40.0,Turnover by D. Brooks (traveling),,18,18
75,1,2:40.0,Memphis full timeout,,18,18
76,1,2:28.0,,L. Ball misses 2-pt layup from 1 ft (block by B. Wright),18,18
77,1,2:21.0,,Offensive rebound by L. Ball,18,18
78,1,2:21.0,,L. Ball makes 2-pt layup at rim,18,20
79,1,2:06.0,M. Chalmers makes 2-pt jump shot from 7 ft,,20,20
80,1,1:49.0,,J. Randle makes 2-pt dunk from 1 ft (assist by L. Ball),20,22
81,1,1:36.0,B. Wright makes 2-pt dunk from 2 ft (assist by D. Brooks),,22,22
82,1,1:24.0,,Shooting foul by D. Brooks (drawn by L. Ball),22,22
83,1,1:24.0,,L. Ball misses free throw 1 of 2,22,22
84,1,1:24.0,,Offensive rebound by Team,22,22
85,1,1:24.0,,C. Brewer enters the game for K. Caldwell-Pope,22,22
86,1,1:24.0,,J. Hart enters the game for B. Ingram,22,22
87,1,1:24.0,,L. Ball makes free throw 2 of 2,22,23
88,1,1:08.0,B. Wright makes 2-pt hook shot from 5 ft,,24,23
89,1,0:55.0,,J. Randle misses 2-pt jump shot from 3 ft,24,23
90,1,0:52.0,Defensive rebound by M. Chalmers,,24,23
91,1,0:46.0,D. Brooks misses 3-pt jump shot from 24 ft,,24,23
92,1,0:42.0,,Defensive rebound by J. Randle,24,23
93,1,0:35.0,,J. Randle makes 2-pt layup at rim (assist by J. Clarkson),24,25
94,1,0:22.0,M. Chalmers misses 3-pt jump shot from 25 ft,,24,25
95,1,0:18.0,,Defensive rebound by J. Clarkson,24,25
96,1,0:02.0,,J. Clarkson makes 2-pt jump shot from 1 ft (assist by J. Randle),24,27
97,2,11:44.0,T. Evans makes 3-pt jump shot from 26 ft,,27,27
98,2,11:30.0,,J. Randle makes 2-pt layup from 1 ft (assist by J. Clarkson),27,29
99,2,11:30.0,,Shooting foul by B. Wright (drawn by J. Randle),27,29
100,2,11:30.0,,J. Randle misses free throw 1 of 1,27,29
101,2,11:26.0,Defensive rebound by D. Brooks,,27,29
102,2,11:18.0,Def 3 sec tech foul by K. Kuzma,,27,29
103,2,11:18.0,T. Evans makes technical free throw,,28,29
104,2,11:09.0,M. Chalmers misses 2-pt layup from 1 ft,,28,29
105,2,11:04.0,Offensive rebound by B. Wright,,28,29
106,2,11:04.0,B. Wright misses 2-pt layup at rim,,28,29
107,2,11:04.0,,Defensive rebound by C. Brewer,28,29
108,2,11:03.0,,Turnover by J. Clarkson (bad pass),28,29
109,2,10:54.0,M. Chalmers makes 2-pt layup from 1 ft (assist by B. Wright),,30,29
110,2,10:39.0,,Personal foul by M. Chalmers (drawn by J. Clarkson),30,29
111,2,10:27.0,,J. Clarkson misses 2-pt jump shot from 10 ft,30,29
112,2,10:22.0,Defensive rebound by M. Chalmers,,30,29
113,2,10:19.0,B. Wright misses 2-pt dunk at rim (block by J. Randle),,30,29
114,2,10:16.0,,Defensive rebound by J. Clarkson,30,29
115,2,10:10.0,,J. Randle makes 2-pt layup at rim (assist by J. Clarkson),30,31
116,2,10:00.0,Shooting foul by J. Hart (drawn by T. Evans),,30,31
117,2,10:00.0,T. Evans makes free throw 1 of 2,,31,31
118,2,10:00.0,T. Evans makes free throw 2 of 2,,32,31
119,2,9:45.0,,J. Clarkson makes 3-pt jump shot from 23 ft (assist by J. Randle),32,34
120,2,9:32.0,M. Chalmers misses 2-pt jump shot from 4 ft,,32,34
121,2,9:30.0,,Defensive rebound by J. Randle,32,34
122,2,9:28.0,,Turnover by J. Randle (lost ball; steal by M. Chalmers),32,34
123,2,9:25.0,Turnover by M. Chalmers (out of bounds lost ball),,32,34
124,2,9:12.0,,J. Randle misses 2-pt hook shot from 2 ft,32,34
125,2,9:06.0,Defensive rebound by D. Brooks,,32,34
126,2,9:04.0,T. Evans misses 2-pt layup from 1 ft,,32,34
127,2,8:55.0,Offensive rebound by B. Wright,,32,34
128,2,8:55.0,B. Wright makes 2-pt layup at rim,,34,34
129,2,8:41.0,,J. Randle makes 2-pt layup from 3 ft (assist by J. Clarkson),34,36
130,2,8:20.0,Shooting foul by J. Randle (drawn by M. Chalmers),,34,36
131,2,8:20.0,M. Chalmers misses free throw 1 of 2,,34,36
132,2,8:20.0,Offensive rebound by Team,,34,36
133,2,8:20.0,,B. Lopez enters the game for J. Randle,34,36
134,2,8:20.0,M. Gasol enters the game for T. Evans,,34,36
135,2,8:20.0,M. Conley enters the game for D. Brooks,,34,36
136,2,8:20.0,J. Ennis enters the game for B. Wright,,34,36
137,2,8:20.0,M. Chalmers makes free throw 2 of 2,,35,36
138,2,8:04.0,,J. Clarkson makes 2-pt layup from 3 ft,35,38
139,2,7:44.0,Personal foul by B. Lopez (drawn by M. Gasol),,35,38
140,2,7:44.0,,K. Caldwell-Pope enters the game for C. Brewer,35,38
141,2,7:33.0,M. Conley makes 2-pt layup from 2 ft,,37,38
142,2,7:15.0,,B. Lopez makes 3-pt jump shot from 27 ft (assist by J. Clarkson),37,41
143,2,6:56.0,M. Gasol misses 3-pt jump shot from 26 ft,,37,41
144,2,6:55.0,,Defensive rebound by Team,37,41
145,2,6:55.0,Loose ball foul by J. Martin (drawn by K. Caldwell-Pope),,37,41
146,2,6:55.0,,LA Lakers full timeout,37,41
147,2,6:55.0,,B. Ingram enters the game for J. Hart,37,41
148,2,6:55.0,T. Evans enters the game for M. Chalmers,,37,41
149,2,6:39.0,,B. Lopez makes 3-pt jump shot from 26 ft (assist by K. Caldwell-Pope),37,44
150,2,6:19.0,M. Conley makes 2-pt layup from 2 ft,,39,44
151,2,6:05.0,,B. Lopez misses 3-pt jump shot from 25 ft,39,44
152,2,6:02.0,Defensive rebound by J. Martin,,39,44
153,2,5:46.0,M. Gasol misses 2-pt hook shot from 3 ft,,39,44
154,2,5:44.0,,Defensive rebound by J. Clarkson,39,44
155,2,5:34.0,,J. Clarkson makes 2-pt jump shot from 16 ft (assist by B. Lopez),39,46
156,2,5:20.0,J. Ennis misses 2-pt jump shot from 11 ft,,39,46
157,2,5:17.0,,Defensive rebound by K. Kuzma,39,46
158,2,5:09.0,,K. Kuzma makes 2-pt jump shot from 10 ft,39,48
159,2,5:07.0,Memphis full timeout,,39,48
160,2,5:07.0,,L. Ball enters the game for K. Kuzma,39,48
161,2,5:07.0,D. Brooks enters the game for J. Martin,,39,48
162,2,4:52.0,M. Conley misses 3-pt jump shot from 26 ft,,39,48
163,2,4:47.0,,Defensive rebound by K. Caldwell-Pope,39,48
164,2,4:38.0,,J. Clarkson misses 2-pt jump shot from 17 ft,39,48
165,2,4:35.0,Defensive rebound by J. Ennis,,39,48
166,2,4:31.0,Personal foul by L. Ball (drawn by M. Gasol),,39,48
167,2,4:21.0,Turnover by M. Conley (bad pass; steal by J. Clarkson),,39,48
168,2,4:11.0,,Personal foul by D. Brooks (drawn by B. Ingram),39,48
169,2,3:58.0,,B. Lopez misses 2-pt layup from 1 ft,39,48
170,2,3:54.0,Defensive rebound by M. Gasol,,39,48
171,2,3:47.0,T. Evans makes 2-pt layup from 2 ft,,41,48
172,2,3:38.0,,Personal block foul by J. Ennis (drawn by B. Ingram),41,48
173,2,3:38.0,,B. Ingram makes free throw 1 of 2,41,49
174,2,3:38.0,,K. Kuzma enters the game for J. Clarkson,41,49
175,2,3:38.0,J. Martin enters the game for D. Brooks,,41,49
176,2,3:38.0,,B. Ingram makes free throw 2 of 2,41,50
177,2,3:28.0,Turnover by M. Gasol (bad pass),,41,50
178,2,3:13.0,,B. Ingram makes 2-pt layup from 2 ft,41,52
179,2,3:02.0,Turnover by M. Gasol (traveling),,41,52
180,2,2:48.0,,Turnover by K. Caldwell-Pope (lost ball; steal by J. Ennis),41,52
181,2,2:44.0,T. Evans makes 2-pt layup from 1 ft (assist by J. Ennis),,43,52
182,2,2:30.0,,B. Ingram misses 2-pt jump shot from 20 ft (block by M. Conley),43,52
183,2,2:26.0,Defensive rebound by M. Conley,,43,52
184,2,2:23.0,M. Conley makes 3-pt jump shot from 26 ft,,46,52
185,2,2:03.0,,L. Ball misses 3-pt jump shot from 25 ft,46,52
186,2,2:00.0,,Offensive rebound by B. Ingram,46,52
187,2,1:56.0,,B. Ingram makes 2-pt layup from 1 ft,46,54
188,2,1:46.0,M. Gasol makes 2-pt jump shot from 19 ft (assist by M. Conley),,48,54
189,2,1:25.0,Violation by M. Gasol (kicked ball),,48,54
190,2,1:14.0,,B. Ingram makes 2-pt layup from 3 ft (assist by B. Lopez),48,56
191,2,1:14.0,,Shooting foul by M. Gasol (drawn by B. Ingram),48,56
192,2,1:14.0,,B. Ingram makes free throw 1 of 1,48,57
193,2,1:03.0,M. Conley misses 3-pt jump shot from 24 ft,,48,57
194,2,0:59.0,,Defensive rebound by B. Ingram,48,57
195,2,0:55.0,,B. Ingram makes 2-pt layup from 1 ft,48,59
196,2,0:43.0,M. Conley misses 2-pt hook shot from 3 ft,,48,59
197,2,0:40.0,,Defensive rebound by K. Kuzma,48,59
198,2,0:36.0,,K. Kuzma misses 2-pt jump shot from 1 ft,48,59
199,2,0:32.0,Defensive rebound by M. Gasol,,48,59
200,2,0:26.0,M. Gasol makes 3-pt jump shot from 25 ft (assist by M. Conley),,51,59
201,2,0:05.0,,B. Ingram makes 2-pt layup from 1 ft (assist by L. Ball),51,61
202,2,0:05.0,,Shooting foul by J. Ennis (drawn by B. Ingram),51,61
203,2,0:05.0,,J. Randle enters the game for B. Lopez,51,61
204,2,0:05.0,,J. Hart enters the game for K. Caldwell-Pope,51,61
205,2,0:05.0,,C. Brewer enters the game for L. Ball,51,61
206,2,0:05.0,,B. Ingram makes free throw 1 of 1,51,62
207,2,0:01.0,T. Evans makes 3-pt jump shot from 26 ft,,54,62
208,2,0:00.0,,J. Randle misses 3-pt jump shot from 53 ft,54,62
209,2,0:00.0,,Offensive rebound by Team,54,62
210,3,11:49.0,Personal foul by K. Caldwell-Pope (drawn by D. Brooks),,54,62
211,3,11:35.0,M. Conley misses 3-pt jump shot from 26 ft,,54,62
212,3,11:30.0,,Defensive rebound by B. Ingram,54,62
213,3,11:20.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,54,62
214,3,11:17.0,,Offensive rebound by L. Ball,54,62
215,3,11:12.0,,Personal foul by D. Brooks (drawn by B. Lopez),54,62
216,3,11:12.0,A. Harrison enters the game for D. Brooks,,54,62
217,3,11:00.0,,Turnover by B. Lopez (bad pass),54,62
218,3,11:00.0,,Loose ball foul by B. Lopez (drawn by M. Gasol),54,62
219,3,10:49.0,M. Gasol misses 3-pt jump shot from 26 ft,,54,62
220,3,10:43.0,,Defensive rebound by K. Kuzma,54,62
221,3,10:27.0,,B. Ingram misses 2-pt layup from 3 ft,54,62
222,3,10:23.0,Defensive rebound by J. Martin,,54,62
223,3,10:18.0,M. Gasol misses 2-pt layup from 2 ft,,54,62
224,3,10:14.0,,Defensive rebound by K. Kuzma,54,62
225,3,10:12.0,,L. Ball misses 2-pt layup from 2 ft (block by J. Martin),54,62
226,3,10:12.0,,Offensive rebound by Team,54,62
227,3,10:04.0,,B. Lopez misses 2-pt jump shot from 13 ft,54,62
228,3,10:02.0,Defensive rebound by M. Gasol,,54,62
229,3,9:52.0,M. Conley misses 2-pt layup from 7 ft (block by B. Lopez),,54,62
230,3,9:49.0,Offensive rebound by J. Ennis,,54,62
231,3,9:40.0,A. Harrison misses 2-pt jump shot from 20 ft,,54,62
232,3,9:36.0,,Defensive rebound by K. Kuzma,54,62
233,3,9:29.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,54,62
234,3,9:28.0,,Offensive rebound by Team,54,62
235,3,9:19.0,,K. Kuzma makes 2-pt layup from 1 ft,54,64
236,3,9:02.0,J. Ennis makes 2-pt layup from 1 ft (assist by A. Harrison),,56,64
237,3,8:53.0,,B. Lopez makes 3-pt jump shot from 26 ft (assist by B. Ingram),56,67
238,3,8:33.0,Shooting foul by B. Lopez (drawn by M. Gasol),,56,67
239,3,8:33.0,M. Gasol misses free throw 1 of 2,,56,67
240,3,8:33.0,Offensive rebound by Team,,56,67
241,3,8:33.0,M. Gasol makes free throw 2 of 2,,57,67
242,3,8:23.0,,L. Ball makes 3-pt jump shot from 25 ft,57,70
243,3,8:07.0,A. Harrison makes 3-pt jump shot from 25 ft (assist by M. Gasol),,60,70
244,3,7:57.0,,L. Ball misses 3-pt jump shot from 25 ft,60,70
245,3,7:55.0,Defensive rebound by A. Harrison,,60,70
246,3,7:44.0,M. Gasol misses 2-pt jump shot from 12 ft,,60,70
247,3,7:41.0,,Defensive rebound by K. Kuzma,60,70
248,3,7:25.0,,Shooting foul by M. Gasol (drawn by K. Caldwell-Pope),60,70
249,3,7:25.0,,K. Caldwell-Pope makes free throw 1 of 3,60,71
250,3,7:25.0,,K. Caldwell-Pope makes free throw 2 of 3,60,72
251,3,7:25.0,,K. Caldwell-Pope makes free throw 3 of 3,60,73
252,3,7:22.0,Memphis full timeout,,60,73
253,3,7:09.0,J. Martin misses 2-pt jump shot from 17 ft,,60,73
254,3,7:05.0,,Defensive rebound by B. Ingram,60,73
255,3,6:48.0,,Turnover by B. Ingram (bad pass),60,73
256,3,6:48.0,T. Evans enters the game for J. Martin,,60,73
257,3,6:27.0,A. Harrison misses 2-pt jump shot from 2 ft,,60,73
258,3,6:24.0,,Defensive rebound by K. Kuzma,60,73
259,3,6:09.0,,K. Kuzma makes 3-pt jump shot from 26 ft (assist by L. Ball),60,76
260,3,5:57.0,M. Conley misses 3-pt jump shot from 25 ft,,60,76
261,3,5:53.0,,Defensive rebound by L. Ball,60,76
262,3,5:50.0,,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by L. Ball),60,79
263,3,5:35.0,M. Gasol misses 3-pt jump shot from 25 ft,,60,79
264,3,5:32.0,,Defensive rebound by K. Kuzma,60,79
265,3,5:27.0,,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by L. Ball),60,82
266,3,5:24.0,Memphis full timeout,,60,82
267,3,5:24.0,M. Chalmers enters the game for M. Conley,,60,82
268,3,5:24.0,B. Wright enters the game for M. Gasol,,60,82
269,3,5:12.0,T. Evans makes 2-pt layup from 1 ft (assist by B. Wright),,62,82
270,3,5:00.0,,Turnover by L. Ball (bad pass),62,82
271,3,4:48.0,T. Evans misses 2-pt layup from 1 ft,,62,82
272,3,4:45.0,,Defensive rebound by K. Kuzma,62,82
273,3,4:38.0,,LA Lakers full timeout,62,82
274,3,4:38.0,,J. Randle enters the game for K. Caldwell-Pope,62,82
275,3,4:38.0,,J. Clarkson enters the game for B. Lopez,62,82
276,3,4:25.0,,C. Brewer enters the game for K. Kuzma,62,82
277,3,4:24.0,,Turnover by Team (shot clock),62,82
278,3,4:11.0,B. Wright makes 2-pt dunk from 2 ft (assist by T. Evans),,64,82
279,3,3:59.0,,J. Randle makes 2-pt dunk at rim (assist by L. Ball),64,84
280,3,3:41.0,Turnover by B. Wright (bad pass),,64,84
281,3,3:34.0,,L. Ball misses 3-pt jump shot from 25 ft,64,84
282,3,3:31.0,Defensive rebound by B. Wright,,64,84
283,3,3:25.0,A. Harrison misses 3-pt jump shot from 26 ft,,64,84
284,3,3:22.0,,Defensive rebound by J. Randle,64,84
285,3,3:09.0,,C. Brewer makes 2-pt dunk from 2 ft (assist by J. Randle),64,86
286,3,2:48.0,B. Wright misses 2-pt hook shot from 6 ft,,64,86
287,3,2:45.0,,Defensive rebound by J. Clarkson,64,86
288,3,2:39.0,,J. Hart enters the game for L. Ball,64,86
289,3,2:35.0,,Offensive foul by J. Randle (drawn by J. Ennis),64,86
290,3,2:35.0,,Turnover by J. Randle (offensive foul),64,86
291,3,2:17.0,J. Ennis makes 3-pt jump shot from 26 ft (assist by T. Evans),,67,86
292,3,2:00.0,,Personal foul by T. Evans (drawn by B. Ingram),67,86
293,3,2:00.0,M. Conley enters the game for A. Harrison,,67,86
294,3,1:53.0,,J. Clarkson misses 2-pt hook shot from 13 ft,67,86
295,3,1:49.0,,Offensive rebound by J. Randle,67,86
296,3,1:43.0,,Shooting foul by B. Wright (drawn by J. Clarkson),67,86
297,3,1:43.0,,J. Clarkson makes free throw 1 of 2,67,87
298,3,1:43.0,,J. Clarkson makes free throw 2 of 2,67,88
299,3,1:30.0,Turnover by T. Evans (traveling),,67,88
300,3,1:18.0,,B. Ingram misses 2-pt jump shot from 18 ft,67,88
301,3,1:14.0,Defensive rebound by M. Conley,,67,88
302,3,1:06.0,Turnover by M. Conley (lost ball; steal by J. Randle),,67,88
303,3,0:55.0,,J. Hart misses 2-pt jump shot from 22 ft,67,88
304,3,0:51.0,Defensive rebound by M. Chalmers,,67,88
305,3,0:47.0,T. Evans makes 3-pt jump shot from 24 ft (assist by M. Chalmers),,70,88
306,3,0:32.0,,Turnover by J. Clarkson (bad pass),70,88
307,3,0:05.0,M. Conley misses 3-pt jump shot from 25 ft,,70,88
308,3,0:03.0,,Defensive rebound by J. Randle,70,88
309,3,0:02.0,Offensive charge foul by J. Randle (drawn by M. Chalmers),,70,88
310,3,0:02.0,,Turnover by J. Randle (offensive foul),70,88
311,3,0:00.0,M. Chalmers misses 3-pt jump shot from 50 ft,,70,88
312,3,0:00.0,Offensive rebound by Team,,70,88
313,4,11:44.0,,J. Clarkson makes 2-pt jump shot from 17 ft,70,90
314,4,11:24.0,Personal foul by C. Brewer (drawn by M. Gasol),,70,90
315,4,11:07.0,T. Evans makes 2-pt jump shot from 13 ft (assist by M. Gasol),,72,90
316,4,10:47.0,,Turnover by J. Clarkson (bad pass; steal by T. Evans),72,90
317,4,10:38.0,T. Evans misses 3-pt jump shot from 25 ft,,72,90
318,4,10:35.0,,Defensive rebound by C. Brewer,72,90
319,4,10:29.0,,J. Hart misses 2-pt layup from 1 ft (block by B. Wright),72,90
320,4,10:27.0,,Offensive rebound by J. Randle,72,90
321,4,10:27.0,,Personal foul by M. Chalmers (drawn by J. Randle),72,90
322,4,10:15.0,D. Brooks enters the game for T. Evans,,72,90
323,4,10:13.0,,J. Randle misses 3-pt jump shot from 26 ft,72,90
324,4,10:13.0,,Turnover by Team (shot clock),72,90
325,4,10:12.0,,Offensive rebound by Team,72,90
326,4,10:06.0,M. Conley makes 2-pt layup from 2 ft,,74,90
327,4,10:06.0,Shooting foul by J. Hart (drawn by M. Conley),,74,90
328,4,10:06.0,M. Conley misses free throw 1 of 1,,74,90
329,4,10:02.0,,Defensive rebound by J. Randle,74,90
330,4,9:51.0,,J. Clarkson makes 2-pt jump shot from 16 ft,74,92
331,4,9:35.0,M. Conley makes 2-pt layup from 2 ft,,76,92
332,4,9:22.0,,C. Brewer misses 3-pt jump shot from 24 ft,76,92
333,4,9:22.0,Defensive rebound by M. Gasol,,76,92
334,4,9:10.0,M. Chalmers misses 3-pt jump shot from 27 ft,,76,92
335,4,9:07.0,,Defensive rebound by Team,76,92
336,4,9:07.0,,K. Caldwell-Pope enters the game for J. Hart,76,92
337,4,8:50.0,,Turnover by J. Clarkson (bad pass; steal by B. Wright),76,92
338,4,8:46.0,D. Brooks makes 2-pt layup from 2 ft (assist by M. Chalmers),,78,92
339,4,8:46.0,,LA Lakers full timeout,78,92
340,4,8:46.0,,B. Lopez enters the game for C. Brewer,78,92
341,4,8:46.0,,L. Ball enters the game for J. Clarkson,78,92
342,4,8:46.0,,B. Ingram enters the game for J. Randle,78,92
343,4,8:46.0,J. Ennis enters the game for B. Wright,,78,92
344,4,8:25.0,,L. Ball misses 2-pt jump shot from 5 ft,78,92
345,4,8:21.0,Defensive rebound by M. Conley,,78,92
346,4,8:06.0,M. Gasol misses 3-pt jump shot from 25 ft,,78,92
347,4,8:01.0,,Defensive rebound by B. Ingram,78,92
348,4,7:51.0,,Shooting foul by M. Chalmers (drawn by B. Lopez),78,92
349,4,7:51.0,,B. Lopez makes free throw 1 of 2,78,93
350,4,7:51.0,T. Evans enters the game for M. Conley,,78,93
351,4,7:51.0,,B. Lopez misses free throw 2 of 2,78,93
352,4,7:46.0,Defensive rebound by M. Chalmers,,78,93
353,4,7:39.0,M. Chalmers makes 2-pt jump shot from 19 ft,,80,93
354,4,7:16.0,,Shooting foul by M. Chalmers (drawn by B. Ingram),80,93
355,4,7:16.0,,B. Ingram makes free throw 1 of 2,80,94
356,4,7:16.0,,B. Ingram makes free throw 2 of 2,80,95
357,4,6:59.0,Shooting foul by B. Ingram (drawn by D. Brooks),,80,95
358,4,6:59.0,D. Brooks makes free throw 1 of 2,,81,95
359,4,6:59.0,D. Brooks makes free throw 2 of 2,,82,95
360,4,6:42.0,,B. Ingram misses 2-pt layup from 3 ft,82,95
361,4,6:42.0,,Offensive rebound by Team,82,95
362,4,6:35.0,,Turnover by B. Lopez (traveling),82,95
363,4,6:13.0,D. Brooks misses 3-pt jump shot from 26 ft,,82,95
364,4,6:11.0,Offensive rebound by M. Gasol,,82,95
365,4,6:00.0,T. Evans misses 3-pt jump shot from 28 ft,,82,95
366,4,5:56.0,,Defensive rebound by K. Kuzma,82,95
367,4,5:47.0,,B. Lopez misses 3-pt jump shot from 26 ft,82,95
368,4,5:40.0,,Offensive rebound by K. Caldwell-Pope,82,95
369,4,5:40.0,,K. Caldwell-Pope makes 2-pt layup at rim,82,97
370,4,5:29.0,M. Chalmers makes 2-pt layup from 1 ft,,84,97
371,4,5:17.0,,B. Lopez makes 2-pt dunk from 1 ft (assist by L. Ball),84,99
372,4,5:04.0,M. Gasol makes 3-pt jump shot from 26 ft (assist by M. Chalmers),,87,99
373,4,4:53.0,,Turnover by K. Kuzma (traveling),87,99
374,4,4:45.0,Turnover by M. Chalmers (lost ball; steal by K. Caldwell-Pope),,87,99
375,4,4:40.0,,L. Ball misses 3-pt jump shot from 26 ft,87,99
376,4,4:38.0,Defensive rebound by Team,,87,99
377,4,4:24.0,T. Evans makes 2-pt layup from 3 ft (assist by M. Gasol),,89,99
378,4,4:01.0,,B. Ingram misses 2-pt jump shot from 19 ft,89,99
379,4,3:57.0,,Offensive rebound by B. Lopez,89,99
380,4,3:56.0,,B. Lopez misses 2-pt jump shot from 5 ft (block by J. Ennis),89,99
