,QUARTER,TIME_REMAINING,CHICAGO_ACTION,MIAMI_ACTION,CHICAGO_SCORE,MIAMI_SCORE
384,4,8:43.0,Technical foul by R. Lopez,,72,87
385,4,8:43.0,Technical foul by R. Lopez,,72,87
386,4,8:43.0,,W. Ellington makes technical free throw,72,88
387,4,8:43.0,N. Vonleh enters the game for R. Lopez,,72,88
388,4,8:43.0,,W. Ellington makes technical free throw,72,91
389,4,8:27.0,,J. Winslow makes 2-pt jump shot from 7 ft,72,90
390,4,8:27.0,,Shooting foul by S. Kilpatrick (drawn by J. Winslow),72,90
391,4,8:27.0,,J. Winslow misses free throw 1 of 1,72,90
392,4,8:27.0,Defensive rebound by B. Portis,,72,90
393,4,8:13.0,B. Portis misses 3-pt jump shot from 24 ft,,72,90
394,4,8:09.0,,Defensive rebound by D. Wade,72,90
395,4,7:59.0,,Turnover by J. Richardson (bad pass; steal by S. Kilpatrick),72,90
396,4,7:56.0,S. Kilpatrick misses 2-pt layup from 1 ft,,72,90
397,4,7:55.0,,Defensive rebound by J. Winslow,72,90
398,4,7:53.0,,Offensive foul by J. Winslow (drawn by R. Arcidiacono),72,90
399,4,7:53.0,,Turnover by J. Winslow (offensive foul),72,90
400,4,7:37.0,N. Vonleh misses 2-pt jump shot from 2 ft,,72,90
401,4,7:37.0,Offensive rebound by Team,,72,90
402,4,7:36.0,S. Kilpatrick makes 2-pt layup from 4 ft (assist by R. Arcidiacono),,74,91
403,4,7:36.0,Shooting foul by D. Wade (drawn by S. Kilpatrick),,74,91
404,4,7:36.0,S. Kilpatrick makes free throw 1 of 1,,75,91
405,4,7:36.0,,Miami full timeout,75,91
406,4,7:36.0,,G. Dragić enters the game for D. Wade,75,91
407,4,7:36.0,,K. Olynyk enters the game for B. Adebayo,75,91
408,4,7:36.0,C. Payne enters the game for S. Kilpatrick,,75,91
409,4,7:36.0,D. Nwaba enters the game for R. Arcidiacono,,75,91
410,4,7:24.0,,W. Ellington misses 3-pt jump shot from 24 ft,75,91
411,4,7:22.0,Defensive rebound by D. Valentine,,75,91
412,4,7:16.0,B. Portis makes 2-pt jump shot from 3 ft (assist by D. Valentine),,77,91
413,4,6:56.0,,Turnover by K. Olynyk (lost ball; steal by B. Portis),77,91
414,4,6:47.0,D. Valentine misses 2-pt jump shot from 21 ft,,77,91
415,4,6:42.0,,Defensive rebound by J. Winslow,77,91
416,4,6:29.0,,Turnover by K. Olynyk (bad pass; steal by D. Valentine),77,91
417,4,6:13.0,D. Nwaba misses 2-pt layup from 1 ft,,77,91
418,4,6:12.0,Offensive rebound by N. Vonleh,,77,91
419,4,6:12.0,N. Vonleh makes 2-pt dunk from 1 ft,,79,91
420,4,5:48.0,,Turnover by W. Ellington (traveling),79,91
421,4,5:48.0,,J. Johnson enters the game for W. Ellington,79,91
422,4,5:23.0,D. Valentine misses 3-pt jump shot from 25 ft,,79,91
423,4,5:21.0,,Defensive rebound by J. Winslow,79,91
424,4,5:07.0,,K. Olynyk makes 3-pt jump shot from 23 ft (assist by J. Winslow),79,94
425,4,4:44.0,D. Nwaba misses 2-pt layup from 1 ft (block by J. Winslow),,79,94
426,4,4:41.0,,Defensive rebound by J. Winslow,79,94
427,4,4:35.0,,K. Olynyk misses 3-pt jump shot from 23 ft,79,94
428,4,4:35.0,Defensive rebound by Team,,79,94
429,4,4:35.0,J. Holiday enters the game for D. Valentine,,79,94
430,4,4:16.0,C. Payne misses 3-pt jump shot from 24 ft,,79,94
431,4,4:14.0,,Defensive rebound by J. Richardson,79,94
432,4,4:06.0,,K. Olynyk makes 2-pt layup from 1 ft (assist by J. Richardson),79,96
433,4,4:06.0,,Shooting foul by C. Payne (drawn by K. Olynyk),79,96
434,4,4:06.0,,K. Olynyk makes free throw 1 of 1,79,97
435,4,3:53.0,Personal foul by G. Dragić (drawn by C. Payne),,79,97
436,4,3:43.0,N. Vonleh makes 2-pt jump shot from 9 ft,,81,97
437,4,3:35.0,,Turnover by G. Dragić (out of bounds lost ball),81,97
438,4,3:26.0,D. Nwaba makes 2-pt layup from 1 ft,,83,97
439,4,3:26.0,,Miami full timeout,83,97
440,4,3:06.0,,J. Richardson misses 2-pt layup from 1 ft,83,97
441,4,3:03.0,Defensive rebound by N. Vonleh,,83,97
442,4,2:53.0,Shooting foul by J. Richardson (drawn by D. Nwaba),,83,97
443,4,2:53.0,D. Nwaba makes free throw 1 of 2,,84,97
444,4,2:53.0,D. Nwaba makes free throw 2 of 2,,85,97
445,4,2:37.0,,G. Dragić misses 3-pt jump shot from 25 ft,85,97
446,4,2:33.0,Defensive rebound by D. Nwaba,,85,97
447,4,2:30.0,Offensive foul by D. Nwaba (drawn by J. Richardson),,85,97
448,4,2:30.0,Turnover by D. Nwaba (offensive foul),,85,97
449,4,2:19.0,,Offensive foul by K. Olynyk (drawn by C. Payne),85,97
450,4,2:19.0,,Turnover by K. Olynyk (offensive foul),85,97
451,4,2:10.0,J. Holiday makes 3-pt jump shot from 24 ft (assist by C. Payne),,88,97
452,4,1:45.0,,J. Winslow makes 3-pt jump shot from 23 ft (assist by G. Dragić),88,100
453,4,1:36.0,J. Holiday misses 2-pt jump shot from 12 ft,,88,100
454,4,1:36.0,Offensive rebound by Team,,88,100
455,4,1:36.0,Personal foul by J. Johnson (drawn by N. Vonleh),,88,100
456,4,1:27.0,B. Portis makes 2-pt jump shot from 18 ft,,90,100
457,4,1:05.0,,K. Olynyk makes 3-pt jump shot from 24 ft (assist by J. Johnson),90,103
458,4,1:05.0,Chicago full timeout,,90,103
459,4,1:05.0,,R. McGruder enters the game for G. Dragić,90,103
460,4,0:57.0,J. Holiday misses 3-pt jump shot from 28 ft,,90,103
461,4,0:55.0,,Defensive rebound by J. Winslow,90,103
462,4,0:36.0,,Turnover by J. Johnson (bad pass; steal by C. Payne),90,103
463,4,0:32.0,Turnover by B. Portis (bad pass; steal by K. Olynyk),,90,103
464,4,0:09.0,,J. Winslow misses 3-pt jump shot from 23 ft,90,103
465,4,0:09.0,Defensive rebound by Team,,90,103
466,4,0:04.0,B. Portis makes 2-pt layup from 1 ft (assist by C. Payne),,92,103
