,QUARTER,TIME_REMAINING,TORONTO_ACTION,PORTLAND_ACTION,TORONTO_SCORE,PORTLAND_SCORE
35,1,7:16.0,Defensive rebound by K. Lowry,,13,16
36,1,7:11.0,N. Powell misses 3-pt jump shot from 24 ft,,13,16
37,1,7:09.0,,Defensive rebound by A. Aminu,13,16
38,1,7:01.0,,Turnover by C. McCollum (out of bounds lost ball),13,16
39,1,6:51.0,D. DeRozan makes 2-pt jump shot from 8 ft (assist by K. Lowry),,15,16
40,1,6:22.0,,Turnover by A. Aminu (lost ball; steal by P. Siakam),15,16
41,1,6:17.0,K. Lowry misses 2-pt layup from 1 ft (block by D. Lillard),,15,16
42,1,6:13.0,,Defensive rebound by E. Turner,15,16
43,1,5:57.0,,C. McCollum makes 3-pt jump shot from 25 ft (assist by A. Aminu),15,19
44,1,5:48.0,Toronto full timeout,,15,19
45,1,5:48.0,,P. Connaughton enters the game for C. McCollum,15,19
46,1,5:43.0,Offensive foul by L. Nogueira (drawn by D. Lillard),,15,19
47,1,5:43.0,Turnover by L. Nogueira (offensive foul),,15,19
48,1,5:43.0,C. Miles enters the game for N. Powell,,15,19
49,1,5:43.0,J. Poeltl enters the game for L. Nogueira,,15,19
50,1,5:33.0,,D. Lillard misses 3-pt jump shot from 30 ft,15,19
51,1,5:30.0,Defensive rebound by P. Siakam,,15,19
52,1,5:15.0,K. Lowry makes 3-pt jump shot from 24 ft (assist by P. Siakam),,18,19
53,1,4:58.0,,D. Lillard misses 2-pt layup from 1 ft,18,19
54,1,4:54.0,Defensive rebound by P. Siakam,,18,19
55,1,4:50.0,D. DeRozan misses 2-pt jump shot from 5 ft,,18,19
56,1,4:47.0,,Defensive rebound by J. Nurkić,18,19
57,1,4:33.0,,P. Connaughton makes 3-pt jump shot from 27 ft (assist by J. Nurkić),18,22
58,1,4:20.0,J. Poeltl makes 2-pt layup from 1 ft (assist by K. Lowry),,20,22
59,1,3:59.0,,J. Nurkić makes 2-pt layup from 2 ft,20,24
60,1,3:43.0,J. Poeltl misses 2-pt jump shot from 7 ft,,20,24
61,1,3:36.0,Offensive rebound by K. Lowry,,20,24
62,1,3:36.0,Turnover by K. Lowry (bad pass; steal by D. Lillard),,20,24
63,1,3:29.0,,D. Lillard makes 2-pt jump shot from 15 ft,20,26
64,1,3:18.0,D. DeRozan misses 2-pt jump shot from 6 ft,,20,26
65,1,3:16.0,Offensive rebound by D. DeRozan,,20,26
66,1,3:10.0,K. Lowry makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,23,26
67,1,2:51.0,,P. Connaughton misses 3-pt jump shot from 24 ft,23,26
68,1,2:47.0,Defensive rebound by J. Poeltl,,23,26
69,1,2:36.0,D. DeRozan makes 2-pt jump shot from 9 ft,,25,26
70,1,2:36.0,,Portland full timeout,25,26
71,1,2:36.0,,E. Davis enters the game for D. Lillard,25,26
72,1,2:36.0,,C. McCollum enters the game for J. Nurkić,25,26
73,1,2:36.0,O. Anunoby enters the game for K. Lowry,,25,26
74,1,2:36.0,D. Wright enters the game for P. Siakam,,25,26
75,1,2:17.0,,C. McCollum misses 2-pt layup from 1 ft,25,26
76,1,2:14.0,,Offensive rebound by E. Davis,25,26
77,1,2:14.0,,E. Davis makes 2-pt layup at rim,25,28
78,1,1:52.0,O. Anunoby misses 3-pt jump shot from 22 ft,,25,28
79,1,1:49.0,,Defensive rebound by E. Turner,25,28
80,1,1:42.0,,Shooting foul by J. Poeltl (drawn by E. Davis),25,28
81,1,1:42.0,,E. Davis misses free throw 1 of 2,25,28
82,1,1:42.0,,Offensive rebound by Team,25,28
83,1,1:42.0,,C. Swanigan enters the game for A. Aminu,25,28
84,1,1:42.0,,E. Davis makes free throw 2 of 2,25,29
85,1,1:28.0,,Violation by E. Davis (kicked ball),25,29
86,1,1:20.0,Turnover by D. DeRozan (bad pass; steal by E. Davis),,25,29
87,1,1:15.0,,P. Connaughton misses 2-pt layup from 1 ft,25,29
88,1,1:14.0,,Offensive rebound by E. Davis,25,29
89,1,1:11.0,,P. Connaughton misses 3-pt jump shot from 22 ft,25,29
90,1,1:11.0,Defensive rebound by C. Miles,,25,29
91,1,1:00.0,J. Poeltl makes 2-pt dunk from 1 ft (assist by D. DeRozan),,27,29
92,1,0:48.0,,Turnover by E. Davis (lost ball; steal by C. Miles),27,29
93,1,0:40.0,C. Miles misses 2-pt jump shot from 7 ft,,27,29
94,1,0:37.0,,Defensive rebound by C. Swanigan,27,29
95,1,0:32.0,,E. Turner misses 2-pt hook shot from 5 ft,27,29
96,1,0:29.0,,Offensive rebound by Team,27,29
97,1,0:29.0,F. VanVleet enters the game for D. DeRozan,,27,29
98,1,0:14.0,,C. McCollum misses 2-pt layup from 2 ft,27,29
99,1,0:13.0,Defensive rebound by J. Poeltl,,27,29
100,1,0:03.0,Shooting foul by P. Connaughton (drawn by D. Wright),,27,29
101,1,0:03.0,D. Wright makes free throw 1 of 2,,28,29
102,1,0:03.0,D. Wright makes free throw 2 of 2,,29,29
103,2,11:50.0,Personal foul by P. Connaughton (drawn by F. VanVleet),,29,29
104,2,11:37.0,O. Anunoby misses 3-pt jump shot from 25 ft,,29,29
105,2,11:33.0,,Defensive rebound by C. McCollum,29,29
106,2,11:11.0,,C. Swanigan misses 2-pt jump shot from 9 ft,29,29
107,2,11:07.0,Defensive rebound by F. VanVleet,,29,29
108,2,11:05.0,F. VanVleet misses 2-pt layup from 1 ft,,29,29
109,2,11:05.0,Offensive rebound by Team,,29,29
110,2,11:05.0,,Loose ball foul by E. Davis (drawn by J. Poeltl),29,29
111,2,11:05.0,,M. Harkless enters the game for E. Turner,29,29
112,2,10:43.0,D. Wright misses 2-pt layup at rim,,29,29
113,2,10:40.0,,Defensive rebound by E. Davis,29,29
114,2,10:23.0,,Turnover by P. Connaughton (step out of bounds),29,29
115,2,10:11.0,O. Anunoby misses 3-pt jump shot from 25 ft,,29,29
116,2,10:05.0,Offensive rebound by D. Wright,,29,29
117,2,10:04.0,D. Wright misses 2-pt layup from 1 ft,,29,29
118,2,10:04.0,,Defensive rebound by C. Swanigan,29,29
119,2,9:53.0,,C. McCollum misses 2-pt jump shot from 19 ft,29,29
120,2,9:49.0,Defensive rebound by C. Miles,,29,29
121,2,9:46.0,Personal foul by E. Davis (drawn by F. VanVleet),,29,29
122,2,9:35.0,J. Poeltl makes 2-pt layup from 1 ft (assist by F. VanVleet),,31,29
123,2,9:14.0,,P. Connaughton misses 3-pt jump shot from 22 ft,31,29
124,2,9:11.0,Defensive rebound by J. Poeltl,,31,29
125,2,9:04.0,C. Miles misses 3-pt jump shot from 25 ft,,31,29
126,2,9:01.0,Offensive rebound by O. Anunoby,,31,29
127,2,8:58.0,D. Wright misses 3-pt jump shot from 25 ft,,31,29
128,2,8:57.0,,Defensive rebound by E. Davis,31,29
129,2,8:45.0,,C. Swanigan misses 2-pt jump shot from 19 ft,31,29
130,2,8:45.0,Defensive rebound by D. Wright,,31,29
131,2,8:30.0,C. Miles makes 2-pt layup at rim,,33,29
132,2,8:05.0,,C. Swanigan misses 3-pt jump shot from 25 ft,33,29
133,2,7:57.0,Defensive rebound by D. Wright,,33,29
134,2,7:46.0,,Portland full timeout,33,29
135,2,7:46.0,,J. Nurkić enters the game for C. McCollum,33,29
136,2,7:46.0,,S. Napier enters the game for P. Connaughton,33,29
137,2,7:46.0,,D. Lillard enters the game for E. Davis,33,29
138,2,7:45.0,F. VanVleet makes 2-pt layup from 1 ft,,35,29
139,2,7:32.0,,Shooting foul by D. Wright (drawn by M. Harkless),35,29
140,2,7:32.0,,M. Harkless misses free throw 1 of 2,35,29
141,2,7:32.0,,Offensive rebound by Team,35,29
142,2,7:32.0,L. Nogueira enters the game for J. Poeltl,,35,29
143,2,7:32.0,K. Lowry enters the game for C. Miles,,35,29
144,2,7:32.0,,M. Harkless misses free throw 2 of 2,35,29
145,2,7:28.0,,Offensive rebound by C. Swanigan,35,29
146,2,7:28.0,,C. Swanigan misses 2-pt layup at rim,35,29
147,2,7:28.0,,Offensive rebound by Team,35,29
148,2,7:21.0,,Shooting foul by K. Lowry (drawn by D. Lillard),35,29
149,2,7:21.0,,D. Lillard misses free throw 1 of 2,35,29
150,2,7:21.0,,Offensive rebound by Team,35,29
151,2,7:21.0,,D. Lillard makes free throw 2 of 2,35,30
152,2,6:57.0,L. Nogueira makes 3-pt jump shot from 25 ft (assist by D. Wright),,38,30
153,2,6:47.0,,Def 3 sec tech foul by O. Anunoby,38,30
154,2,6:47.0,,D. Lillard makes technical free throw,38,31
155,2,6:47.0,,A. Aminu enters the game for C. Swanigan,38,31
156,2,6:47.0,D. DeRozan enters the game for F. VanVleet,,38,31
157,2,6:47.0,N. Powell enters the game for D. Wright,,38,31
158,2,6:32.0,,A. Aminu misses 2-pt jump shot from 19 ft,38,31
159,2,6:29.0,Defensive rebound by N. Powell,,38,31
160,2,6:18.0,D. DeRozan makes 2-pt jump shot from 12 ft,,40,31
161,2,5:54.0,,S. Napier misses 3-pt jump shot from 22 ft (block by L. Nogueira),40,31
162,2,5:50.0,Defensive rebound by K. Lowry,,40,31
163,2,5:45.0,K. Lowry misses 3-pt jump shot from 25 ft,,40,31
164,2,5:43.0,,Defensive rebound by J. Nurkić,40,31
165,2,5:34.0,,D. Lillard misses 2-pt jump shot from 19 ft,40,31
166,2,5:30.0,Defensive rebound by O. Anunoby,,40,31
167,2,5:14.0,O. Anunoby makes 2-pt layup from 2 ft (assist by K. Lowry),,42,31
168,2,4:51.0,,Shooting foul by O. Anunoby (drawn by D. Lillard),42,31
169,2,4:51.0,,D. Lillard makes free throw 1 of 2,42,32
170,2,4:51.0,,C. McCollum enters the game for S. Napier,42,32
171,2,4:51.0,P. Siakam enters the game for O. Anunoby,,42,32
172,2,4:51.0,,D. Lillard makes free throw 2 of 2,42,33
173,2,4:42.0,D. DeRozan makes 2-pt jump shot from 17 ft,,44,33
174,2,4:27.0,,D. Lillard misses 3-pt jump shot from 29 ft,44,33
175,2,4:23.0,Defensive rebound by K. Lowry,,44,33
176,2,4:18.0,,Portland full timeout,44,33
177,2,4:17.0,K. Lowry makes 2-pt layup from 1 ft,,46,33
178,2,4:00.0,,J. Nurkić misses 2-pt layup from 4 ft (block by P. Siakam),46,33
179,2,3:56.0,Defensive rebound by K. Lowry,,46,33
180,2,3:46.0,Personal foul by J. Nurkić (drawn by L. Nogueira),,46,33
181,2,3:46.0,,E. Turner enters the game for M. Harkless,46,33
182,2,3:35.0,P. Siakam misses 3-pt jump shot from 22 ft,,46,33
183,2,3:32.0,,Defensive rebound by C. McCollum,46,33
184,2,3:27.0,,C. McCollum misses 2-pt jump shot from 6 ft,46,33
185,2,3:24.0,Defensive rebound by P. Siakam,,46,33
186,2,3:16.0,Toronto full timeout,,46,33
187,2,3:09.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,49,33
188,2,2:47.0,,C. McCollum misses 2-pt jump shot from 3 ft (block by L. Nogueira),49,33
189,2,2:44.0,Defensive rebound by L. Nogueira,,49,33
190,2,2:40.0,N. Powell misses 2-pt jump shot from 6 ft (block by E. Turner),,49,33
191,2,2:36.0,Defensive rebound by Team,,49,33
192,2,2:33.0,Shooting foul by E. Turner (drawn by L. Nogueira),,49,33
193,2,2:33.0,L. Nogueira misses free throw 1 of 2,,49,33
194,2,2:33.0,Offensive rebound by Team,,49,33
195,2,2:33.0,L. Nogueira makes free throw 2 of 2,,50,33
196,2,2:09.0,,J. Nurkić misses 2-pt hook shot from 3 ft,50,33
197,2,2:07.0,Defensive rebound by K. Lowry,,50,33
198,2,1:51.0,D. DeRozan makes 2-pt jump shot from 20 ft,,52,33
199,2,1:35.0,,Turnover by D. Lillard (lost ball; steal by N. Powell),52,33
200,2,1:35.0,,Loose ball foul by J. Nurkić (drawn by K. Lowry),52,33
201,2,1:35.0,K. Lowry makes free throw 1 of 1,,53,33
202,2,1:35.0,J. Poeltl enters the game for L. Nogueira,,53,33
203,2,1:35.0,K. Lowry makes free throw 2 of 2,,54,33
204,2,1:26.0,,Turnover by D. Lillard (bad pass),54,33
205,2,1:10.0,P. Siakam misses 2-pt jump shot from 7 ft,,54,33
206,2,1:08.0,,Defensive rebound by J. Nurkić,54,33
207,2,0:49.0,,A. Aminu misses 3-pt jump shot from 24 ft,54,33
208,2,0:47.0,Defensive rebound by J. Poeltl,,54,33
209,2,0:32.0,N. Powell misses 2-pt layup from 3 ft (block by C. McCollum),,54,33
210,2,0:32.0,,Defensive rebound by Team,54,33
211,2,0:07.0,,D. Lillard misses 2-pt layup at rim,54,33
212,2,0:05.0,,Offensive rebound by E. Turner,54,33
213,2,0:05.0,,E. Turner makes 2-pt layup from 1 ft,54,35
214,2,0:00.0,K. Lowry misses 2-pt layup at rim,,54,35
215,2,0:00.0,,Defensive rebound by J. Nurkić,54,35
216,3,11:52.0,Turnover by D. DeRozan (out of bounds lost ball),,54,35
217,3,11:32.0,,C. McCollum makes 2-pt jump shot from 15 ft,54,37
218,3,11:14.0,K. Lowry misses 2-pt layup from 1 ft,,54,37
219,3,11:11.0,,Defensive rebound by J. Nurkić,54,37
220,3,11:04.0,,D. Lillard misses 3-pt jump shot from 25 ft,54,37
221,3,11:01.0,Defensive rebound by L. Nogueira,,54,37
222,3,10:41.0,P. Siakam makes 2-pt layup at rim (assist by L. Nogueira),,56,37
223,3,10:26.0,,J. Nurkić makes 2-pt layup from 1 ft (assist by C. McCollum),56,39
224,3,10:05.0,P. Siakam makes 2-pt hook shot from 3 ft,,58,39
225,3,9:49.0,,A. Aminu misses 3-pt jump shot from 24 ft,58,39
226,3,9:46.0,Defensive rebound by N. Powell,,58,39
227,3,9:40.0,L. Nogueira misses 2-pt jump shot from 3 ft (block by A. Aminu),,58,39
228,3,9:40.0,Offensive rebound by Team,,58,39
229,3,9:32.0,K. Lowry makes 2-pt layup from 1 ft,,60,39
230,3,9:18.0,,C. McCollum misses 3-pt jump shot from 25 ft,60,39
231,3,9:15.0,Defensive rebound by L. Nogueira,,60,39
232,3,9:07.0,L. Nogueira makes 2-pt layup at rim (assist by K. Lowry),,62,39
233,3,8:42.0,,C. McCollum makes 3-pt jump shot from 24 ft (assist by A. Aminu),62,42
234,3,8:29.0,Turnover by N. Powell (traveling),,62,42
235,3,8:17.0,,C. McCollum makes 2-pt layup at rim,62,44
236,3,8:07.0,D. DeRozan misses 2-pt layup at rim (block by M. Harkless),,62,44
237,3,8:07.0,Offensive rebound by Team,,62,44
238,3,7:56.0,D. DeRozan misses 2-pt jump shot from 14 ft,,62,44
239,3,7:53.0,,Personal take foul by D. DeRozan (drawn by D. Lillard),62,44
240,3,7:52.0,,Defensive rebound by D. Lillard,62,44
241,3,7:43.0,,C. McCollum misses 3-pt jump shot from 24 ft,62,44
242,3,7:41.0,Defensive rebound by L. Nogueira,,62,44
243,3,7:21.0,N. Powell makes 3-pt jump shot from 24 ft (assist by K. Lowry),,65,44
244,3,7:00.0,,J. Nurkić misses 2-pt jump shot from 22 ft,65,44
245,3,6:58.0,Defensive rebound by N. Powell,,65,44
246,3,6:44.0,N. Powell misses 3-pt jump shot from 22 ft,,65,44
247,3,6:43.0,,Defensive rebound by M. Harkless,65,44
248,3,6:37.0,,Shooting foul by L. Nogueira (drawn by D. Lillard),65,44
249,3,6:37.0,,Portland full timeout,65,44
250,3,6:37.0,,D. Lillard makes free throw 1 of 2,65,45
251,3,6:37.0,,D. Lillard makes free throw 2 of 2,65,46
252,3,6:26.0,N. Powell makes 3-pt jump shot from 25 ft (assist by L. Nogueira),,68,46
253,3,6:03.0,,J. Nurkić misses 2-pt jump shot from 2 ft,68,46
254,3,5:58.0,Defensive rebound by K. Lowry,,68,46
255,3,5:58.0,Turnover by K. Lowry (bad pass),,68,46
256,3,5:45.0,,A. Aminu misses 3-pt jump shot from 25 ft,68,46
257,3,5:42.0,Defensive rebound by P. Siakam,,68,46
258,3,5:36.0,L. Nogueira makes 2-pt dunk at rim (assist by K. Lowry),,70,46
259,3,5:15.0,,M. Harkless misses 2-pt jump shot from 6 ft,70,46
260,3,5:13.0,Defensive rebound by L. Nogueira,,70,46
261,3,4:58.0,P. Siakam misses 3-pt jump shot from 23 ft,,70,46
262,3,4:56.0,,Defensive rebound by A. Aminu,70,46
263,3,4:46.0,,Turnover by D. Lillard (bad pass; steal by P. Siakam),70,46
264,3,4:30.0,L. Nogueira makes 2-pt layup at rim (assist by N. Powell),,72,46
265,3,4:11.0,,D. Lillard makes 3-pt jump shot from 30 ft (assist by M. Harkless),72,49
266,3,3:56.0,P. Siakam makes 2-pt jump shot from 5 ft,,74,49
267,3,3:38.0,,D. Lillard makes 3-pt jump shot from 27 ft,74,52
268,3,3:16.0,N. Powell makes 2-pt layup from 1 ft,,76,52
269,3,2:53.0,,D. Lillard makes 2-pt layup from 1 ft,76,54
270,3,2:48.0,Toronto full timeout,,76,54
271,3,2:48.0,,E. Davis enters the game for J. Nurkić,76,54
272,3,2:48.0,,E. Turner enters the game for M. Harkless,76,54
273,3,2:48.0,C. Miles enters the game for K. Lowry,,76,54
274,3,2:48.0,D. Wright enters the game for N. Powell,,76,54
275,3,2:48.0,J. Poeltl enters the game for L. Nogueira,,76,54
276,3,2:39.0,D. DeRozan misses 2-pt layup from 1 ft,,76,54
277,3,2:35.0,,Defensive rebound by C. McCollum,76,54
278,3,2:30.0,,A. Aminu misses 3-pt jump shot from 22 ft,76,54
279,3,2:27.0,Defensive rebound by D. Wright,,76,54
280,3,2:17.0,J. Poeltl misses 2-pt layup at rim,,76,54
281,3,2:16.0,Offensive rebound by Team,,76,54
282,3,2:16.0,,P. Connaughton enters the game for C. McCollum,76,54
283,3,2:08.0,D. DeRozan misses 2-pt jump shot from 10 ft,,76,54
284,3,2:06.0,Offensive rebound by D. Wright,,76,54
285,3,2:06.0,D. Wright misses 2-pt layup at rim,,76,54
286,3,2:06.0,,Defensive rebound by Team,76,54
287,3,1:54.0,,Shooting foul by D. Wright (drawn by D. Lillard),76,54
288,3,1:54.0,,D. Lillard makes free throw 1 of 2,76,55
289,3,1:54.0,O. Anunoby enters the game for P. Siakam,,76,55
290,3,1:54.0,,D. Lillard makes free throw 2 of 2,76,56
291,3,1:38.0,C. Miles makes 3-pt jump shot from 25 ft (assist by D. Wright),,79,56
292,3,1:20.0,,D. Lillard misses 3-pt jump shot from 30 ft,79,56
293,3,1:19.0,Defensive rebound by J. Poeltl,,79,56
294,3,1:12.0,Shooting foul by E. Turner (drawn by D. DeRozan),,79,56
295,3,1:12.0,D. DeRozan makes free throw 1 of 2,,80,56
296,3,1:12.0,D. DeRozan makes free throw 2 of 2,,81,56
297,3,1:02.0,,P. Connaughton makes 3-pt jump shot from 24 ft (assist by E. Turner),81,59
298,3,0:47.0,O. Anunoby misses 2-pt jump shot from 1 ft,,81,59
299,3,0:44.0,,Defensive rebound by A. Aminu,81,59
300,3,0:40.0,,E. Turner misses 2-pt jump shot from 13 ft,81,59
301,3,0:37.0,Defensive rebound by C. Miles,,81,59
302,3,0:31.0,D. DeRozan misses 2-pt jump shot from 14 ft (block by E. Turner),,81,59
303,3,0:31.0,,Defensive rebound by E. Turner,81,59
304,3,0:22.0,,D. Lillard makes 2-pt layup from 2 ft (assist by E. Turner),81,61
305,4,11:40.0,,Personal foul by F. VanVleet (drawn by A. Aminu),81,61
306,4,11:28.0,,D. Lillard misses 3-pt jump shot from 31 ft,81,61
307,4,11:27.0,Defensive rebound by Team,,81,61
308,4,11:17.0,C. Miles misses 3-pt jump shot from 25 ft,,81,61
309,4,11:14.0,,Defensive rebound by A. Aminu,81,61
310,4,11:08.0,,D. Lillard makes 2-pt layup at rim,81,63
311,4,10:54.0,D. Wright makes 3-pt jump shot from 24 ft,,84,63
312,4,10:39.0,,Personal foul by J. Poeltl (drawn by D. Lillard),84,63
313,4,10:39.0,,M. Harkless enters the game for A. Aminu,84,63
314,4,10:31.0,,D. Lillard misses 2-pt layup from 1 ft (block by J. Poeltl),84,63
315,4,10:31.0,,Offensive rebound by Team,84,63
316,4,10:29.0,,M. Harkless makes 2-pt dunk from 1 ft (assist by E. Turner),84,65
317,4,10:18.0,D. Wright makes 2-pt layup at rim,,86,65
318,4,10:06.0,,Shooting foul by J. Poeltl (drawn by E. Davis),86,65
319,4,10:06.0,,E. Davis makes free throw 1 of 2,86,66
320,4,10:06.0,,E. Davis makes free throw 2 of 2,86,67
321,4,9:45.0,D. Wright misses 2-pt layup from 1 ft,,86,67
322,4,9:43.0,,Defensive rebound by M. Harkless,86,67
323,4,9:34.0,,E. Turner misses 3-pt jump shot from 25 ft,86,67
324,4,9:32.0,,Offensive rebound by D. Lillard,86,67
325,4,9:24.0,,D. Lillard makes 2-pt layup at rim,86,69
326,4,9:05.0,D. Wright misses 3-pt jump shot from 22 ft,,86,69
327,4,9:02.0,,Defensive rebound by E. Turner,86,69
328,4,8:57.0,,M. Harkless misses 2-pt layup from 1 ft,86,69
329,4,8:56.0,,Offensive rebound by M. Harkless,86,69
330,4,8:55.0,,M. Harkless makes 2-pt layup at rim,86,71
331,4,8:55.0,Toronto full timeout,,86,71
332,4,8:55.0,K. Lowry enters the game for F. VanVleet,,86,71
333,4,8:55.0,L. Nogueira enters the game for J. Poeltl,,86,71
334,4,8:32.0,K. Lowry misses 3-pt jump shot from 24 ft,,86,71
335,4,8:29.0,,Defensive rebound by E. Davis,86,71
336,4,8:23.0,,D. Lillard makes 2-pt jump shot from 15 ft,86,73
337,4,7:55.0,K. Lowry misses 2-pt jump shot from 14 ft,,86,73
338,4,7:53.0,Offensive rebound by L. Nogueira,,86,73
339,4,7:52.0,L. Nogueira makes 2-pt layup from 1 ft,,88,73
340,4,7:39.0,,Turnover by D. Lillard (bad pass; steal by D. Wright),88,73
341,4,7:31.0,O. Anunoby misses 3-pt jump shot from 22 ft,,88,73
342,4,7:28.0,,Defensive rebound by M. Harkless,88,73
343,4,7:18.0,,D. Lillard makes 2-pt jump shot from 6 ft,88,75
344,4,7:03.0,Shooting foul by E. Davis (drawn by L. Nogueira),,88,75
345,4,7:03.0,L. Nogueira misses free throw 1 of 2,,88,75
346,4,7:03.0,Offensive rebound by Team,,88,75
347,4,7:03.0,D. DeRozan enters the game for C. Miles,,88,75
348,4,7:03.0,L. Nogueira makes free throw 2 of 2,,89,75
349,4,6:44.0,,Turnover by E. Davis (lost ball; steal by O. Anunoby),89,75
350,4,6:37.0,K. Lowry misses 2-pt layup from 1 ft,,89,75
351,4,6:35.0,,Defensive rebound by E. Davis,89,75
352,4,6:22.0,,M. Harkless misses 2-pt layup from 1 ft (block by L. Nogueira),89,75
353,4,6:19.0,Defensive rebound by L. Nogueira,,89,75
354,4,6:09.0,K. Lowry misses 3-pt jump shot from 24 ft,,89,75
355,4,6:09.0,Offensive rebound by O. Anunoby,,89,75
356,4,6:02.0,O. Anunoby makes 2-pt layup at rim,,91,75
357,4,5:40.0,,E. Turner makes 2-pt layup from 3 ft,91,77
358,4,5:21.0,D. Wright misses 2-pt jump shot from 3 ft,,91,77
359,4,5:18.0,,Defensive rebound by E. Davis,91,77
360,4,5:08.0,,D. Lillard misses 2-pt layup from 1 ft,91,77
361,4,5:07.0,Defensive rebound by D. DeRozan,,91,77
362,4,4:46.0,Shooting foul by E. Davis (drawn by K. Lowry),,91,77
363,4,4:46.0,,Portland full timeout,91,77
364,4,4:46.0,,C. McCollum enters the game for M. Harkless,91,77
365,4,4:46.0,,A. Aminu enters the game for P. Connaughton,91,77
366,4,4:46.0,K. Lowry makes free throw 1 of 2,,92,77
367,4,4:46.0,K. Lowry makes free throw 2 of 2,,93,77
368,4,4:30.0,,D. Lillard misses 2-pt layup from 1 ft (block by L. Nogueira),93,77
369,4,4:27.0,Defensive rebound by D. DeRozan,,93,77
370,4,4:21.0,Turnover by D. DeRozan (lost ball; steal by D. Lillard),,93,77
371,4,4:12.0,,E. Davis makes 2-pt layup from 1 ft (assist by A. Aminu),93,79
372,4,3:59.0,Personal foul by C. McCollum (drawn by K. Lowry),,93,79
373,4,3:45.0,Turnover by Team (shot clock),,93,79
374,4,3:44.0,D. DeRozan misses 2-pt jump shot from 14 ft (block by E. Turner),,93,79
375,4,3:44.0,Offensive rebound by Team,,93,79
376,4,3:25.0,,Turnover by D. Lillard (lost ball; steal by D. Wright),93,79
377,4,3:15.0,Turnover by L. Nogueira (lost ball; steal by E. Davis),,93,79
378,4,3:09.0,,C. McCollum misses 2-pt jump shot from 15 ft,93,79
379,4,3:05.0,Defensive rebound by K. Lowry,,93,79
380,4,3:01.0,Toronto full timeout,,93,79
381,4,2:56.0,D. DeRozan makes 2-pt jump shot from 15 ft,,95,79
382,4,2:42.0,,C. McCollum misses 2-pt layup from 2 ft (block by L. Nogueira),95,79
383,4,2:40.0,Defensive rebound by L. Nogueira,,95,79
384,4,2:30.0,O. Anunoby misses 3-pt jump shot from 22 ft,,95,79
385,4,2:26.0,,Defensive rebound by E. Davis,95,79
