,QUARTER,TIME_REMAINING,PORTLAND_ACTION,PHOENIX_ACTION,PORTLAND_SCORE,PHOENIX_SCORE
0,1,11:51.0,Offensive foul by M. Harkless (drawn by E. Bledsoe),,0,0
1,1,11:51.0,Turnover by M. Harkless (offensive foul),,0,0
2,1,11:42.0,,Offensive foul by E. Bledsoe (drawn by D. Lillard),0,0
3,1,11:42.0,,Turnover by E. Bledsoe (offensive foul),0,0
4,1,11:27.0,J. Nurkić misses 2-pt jump shot from 19 ft,,0,0
5,1,11:22.0,,Defensive rebound by D. Booker,0,0
6,1,11:19.0,,E. Bledsoe misses 2-pt jump shot from 8 ft,0,0
7,1,11:16.0,,Offensive rebound by T. Chandler,0,0
8,1,11:16.0,,T. Chandler misses 2-pt layup at rim,0,0
9,1,11:16.0,,Offensive rebound by Team,0,0
10,1,11:07.0,,J. Jackson makes 3-pt jump shot from 22 ft (assist by D. Booker),0,3
11,1,10:46.0,A. Aminu misses 2-pt jump shot from 9 ft,,0,3
12,1,10:45.0,Offensive rebound by Team,,0,3
13,1,10:42.0,D. Lillard misses 2-pt jump shot from 14 ft,,0,3
14,1,10:39.0,,Defensive rebound by T. Chandler,0,3
15,1,10:31.0,,D. Booker makes 2-pt jump shot from 12 ft,0,5
16,1,10:14.0,D. Lillard makes 2-pt layup at rim (assist by J. Nurkić),,2,5
17,1,9:54.0,,E. Bledsoe misses 3-pt jump shot from 24 ft,2,5
18,1,9:52.0,Defensive rebound by E. Turner,,2,5
19,1,9:38.0,A. Aminu misses 3-pt jump shot from 25 ft,,2,5
20,1,9:36.0,,Defensive rebound by T. Warren,2,5
21,1,9:26.0,,Shooting foul by M. Harkless (drawn by T. Chandler),2,5
22,1,9:26.0,,T. Chandler makes free throw 1 of 2,2,6
23,1,9:26.0,P. Connaughton enters the game for M. Harkless,,2,6
24,1,9:26.0,,T. Chandler makes free throw 2 of 2,2,7
25,1,9:09.0,Turnover by P. Connaughton (bad pass; steal by E. Bledsoe),,2,7
26,1,9:04.0,,J. Jackson makes 2-pt dunk from 1 ft (assist by E. Bledsoe),2,9
27,1,8:44.0,P. Connaughton makes 3-pt jump shot from 26 ft (assist by E. Turner),,5,9
28,1,8:32.0,,E. Bledsoe misses 2-pt jump shot from 7 ft,5,9
29,1,8:30.0,Defensive rebound by J. Nurkić,,5,9
30,1,8:22.0,E. Turner misses 2-pt jump shot from 6 ft,,5,9
31,1,8:22.0,Offensive rebound by Team,,5,9
32,1,8:15.0,D. Lillard misses 2-pt jump shot from 8 ft,,5,9
33,1,8:12.0,Offensive rebound by D. Lillard,,5,9
34,1,8:11.0,D. Lillard misses 2-pt layup at rim,,5,9
35,1,8:11.0,,Defensive rebound by T. Warren,5,9
36,1,8:00.0,,D. Booker misses 3-pt jump shot from 25 ft,5,9
37,1,7:59.0,Defensive rebound by Team,,5,9
38,1,7:52.0,P. Connaughton makes 2-pt layup at rim (assist by E. Turner),,7,9
39,1,7:40.0,,T. Warren makes 2-pt jump shot from 6 ft,7,11
40,1,7:31.0,P. Connaughton makes 2-pt layup from 1 ft (assist by D. Lillard),,9,11
41,1,7:04.0,,Personal foul by E. Turner (drawn by T. Chandler),9,11
42,1,7:04.0,,T. Ulis enters the game for E. Bledsoe,9,11
43,1,6:57.0,,D. Booker misses 2-pt jump shot from 11 ft,9,11
44,1,6:54.0,Defensive rebound by E. Turner,,9,11
45,1,6:38.0,Shooting foul by T. Ulis (drawn by J. Nurkić),,9,11
46,1,6:38.0,,Phoenix full timeout,9,11
47,1,6:38.0,J. Nurkić misses free throw 1 of 2,,9,11
48,1,6:38.0,Offensive rebound by Team,,9,11
49,1,6:38.0,J. Nurkić makes free throw 2 of 2,,10,11
50,1,6:25.0,,T. Chandler misses 2-pt layup from 2 ft,10,11
51,1,6:23.0,Defensive rebound by J. Nurkić,,10,11
52,1,6:12.0,J. Nurkić misses 2-pt jump shot from 12 ft,,10,11
53,1,6:11.0,,Defensive rebound by Team,10,11
54,1,6:11.0,Loose ball foul by E. Turner (drawn by T. Warren),,10,11
55,1,6:11.0,S. Napier enters the game for E. Turner,,10,11
56,1,5:58.0,,T. Warren misses 2-pt layup from 2 ft,10,11
57,1,5:56.0,Defensive rebound by P. Connaughton,,10,11
58,1,5:51.0,D. Lillard misses 2-pt jump shot from 13 ft,,10,11
59,1,5:46.0,Offensive rebound by D. Lillard,,10,11
60,1,5:46.0,D. Lillard makes 2-pt layup at rim,,12,11
61,1,5:37.0,,J. Jackson misses 2-pt jump shot from 9 ft,12,11
62,1,5:37.0,Defensive rebound by J. Nurkić,,12,11
63,1,5:28.0,J. Nurkić misses 3-pt jump shot from 26 ft,,12,11
64,1,5:28.0,,Defensive rebound by T. Chandler,12,11
65,1,5:17.0,,T. Chandler makes 2-pt layup at rim (assist by D. Booker),12,13
66,1,4:54.0,Turnover by J. Nurkić (lost ball; steal by T. Chandler),,12,13
67,1,4:48.0,,D. Booker misses 2-pt jump shot from 3 ft,12,13
68,1,4:45.0,Defensive rebound by D. Lillard,,12,13
