,QUARTER,TIME_REMAINING,PORTLAND_ACTION,LA CLIPPERS_ACTION,PORTLAND_SCORE,LA CLIPPERS_SCORE
0,1,11:33.0,J. Nurkić misses 2-pt jump shot from 5 ft,,0,0
1,1,11:31.0,Offensive rebound by J. Nurkić,,0,0
2,1,11:30.0,J. Nurkić misses 2-pt layup from 2 ft (block by D. Jordan),,0,0
3,1,11:30.0,Offensive rebound by A. Aminu,,0,0
4,1,11:27.0,A. Aminu misses 2-pt layup at rim,,0,0
5,1,11:27.0,,Defensive rebound by W. Johnson,0,0
6,1,11:15.0,,Personal foul by E. Turner (drawn by D. Jordan),0,0
7,1,11:05.0,,M. Teodosić misses 3-pt jump shot from 27 ft,0,0
8,1,11:05.0,Defensive rebound by E. Turner,,0,0
9,1,10:55.0,E. Turner misses 2-pt jump shot from 13 ft,,0,0
10,1,10:55.0,Offensive rebound by Team,,0,0
11,1,10:55.0,,Loose ball foul by D. Gallinari (drawn by J. Nurkić),0,0
12,1,10:49.0,C. McCollum misses 2-pt jump shot from 8 ft,,0,0
13,1,10:49.0,,Defensive rebound by D. Jordan,0,0
14,1,10:42.0,,T. Wallace misses 2-pt layup from 1 ft,0,0
15,1,10:41.0,Defensive rebound by A. Aminu,,0,0
16,1,10:36.0,D. Lillard makes 3-pt jump shot from 27 ft,,3,0
17,1,10:18.0,,D. Gallinari misses 3-pt jump shot from 26 ft,3,0
18,1,10:15.0,Defensive rebound by D. Lillard,,3,0
19,1,9:56.0,E. Turner makes 3-pt jump shot from 24 ft (assist by D. Lillard),,6,0
20,1,9:42.0,,Shooting foul by A. Aminu (drawn by D. Gallinari),6,0
21,1,9:42.0,,D. Gallinari makes free throw 1 of 2,6,1
22,1,9:42.0,,D. Gallinari makes free throw 2 of 2,6,2
23,1,9:25.0,,Offensive charge foul by J. Nurkić (drawn by D. Gallinari),6,2
24,1,9:25.0,Turnover by J. Nurkić (offensive foul),,6,2
25,1,9:12.0,,D. Jordan misses 2-pt layup from 2 ft,6,2
26,1,9:10.0,Defensive rebound by A. Aminu,,6,2
27,1,9:05.0,A. Aminu misses 2-pt layup from 2 ft,,6,2
28,1,9:04.0,,Defensive rebound by D. Jordan,6,2
29,1,9:00.0,,T. Wallace makes 2-pt layup at rim,6,4
30,1,8:41.0,J. Nurkić makes 2-pt dunk at rim (assist by A. Aminu),,8,4
31,1,8:28.0,,W. Johnson makes 2-pt dunk from 2 ft (assist by M. Teodosić),8,6
32,1,8:10.0,E. Turner makes 2-pt jump shot from 15 ft,,10,6
33,1,8:01.0,,Turnover by M. Teodosić (bad pass; steal by E. Turner),10,6
34,1,7:57.0,C. McCollum misses 3-pt jump shot from 24 ft,,10,6
35,1,7:54.0,,Defensive rebound by D. Gallinari,10,6
36,1,7:43.0,,D. Jordan makes 2-pt layup from 1 ft (assist by T. Wallace),10,8
37,1,7:30.0,E. Turner misses 2-pt layup from 2 ft (block by W. Johnson),,10,8
38,1,7:27.0,Offensive rebound by E. Turner,,10,8
39,1,7:25.0,J. Nurkić misses 2-pt jump shot from 14 ft,,10,8
40,1,7:25.0,,Defensive rebound by D. Jordan,10,8
41,1,7:10.0,,D. Gallinari makes 3-pt jump shot from 26 ft,10,11
42,1,6:51.0,J. Nurkić makes 2-pt layup at rim (assist by D. Lillard),,12,11
43,1,6:43.0,,Shooting foul by J. Nurkić (drawn by D. Jordan),12,11
44,1,6:43.0,,LA Clippers full timeout,12,11
45,1,6:43.0,,L. Williams enters the game for M. Teodosić,12,11
46,1,6:43.0,E. Davis enters the game for J. Nurkić,,12,11
47,1,6:43.0,,D. Jordan makes free throw 1 of 2,12,12
48,1,6:43.0,,D. Jordan makes free throw 2 of 2,12,13
49,1,6:29.0,E. Turner misses 2-pt jump shot from 13 ft,,12,13
50,1,6:27.0,,Defensive rebound by D. Jordan,12,13
51,1,6:13.0,,D. Jordan makes 2-pt layup from 1 ft (assist by T. Wallace),12,15
52,1,6:00.0,D. Lillard makes 3-pt jump shot from 26 ft (assist by E. Turner),,15,15
53,1,5:47.0,,Turnover by D. Jordan (bad pass; steal by C. McCollum),15,15
54,1,5:42.0,C. McCollum misses 2-pt jump shot from 15 ft,,15,15
55,1,5:39.0,Offensive rebound by E. Davis,,15,15
56,1,5:32.0,E. Davis makes 2-pt hook shot from 6 ft,,17,15
57,1,5:22.0,,D. Gallinari misses 3-pt jump shot from 26 ft,17,15
58,1,5:20.0,Defensive rebound by E. Davis,,17,15
59,1,5:12.0,D. Lillard makes 2-pt layup from 1 ft,,19,15
60,1,4:57.0,,Turnover by L. Williams (bad pass; steal by E. Davis),19,15
61,1,4:45.0,Turnover by C. McCollum (bad pass; steal by W. Johnson),,19,15
62,1,4:41.0,,T. Wallace makes 2-pt layup from 2 ft (assist by W. Johnson),19,17
63,1,4:21.0,D. Lillard misses 3-pt jump shot from 26 ft,,19,17
64,1,4:19.0,,Defensive rebound by W. Johnson,19,17
65,1,4:16.0,,T. Wallace misses 2-pt jump shot from 14 ft,19,17
66,1,4:12.0,Defensive rebound by A. Aminu,,19,17
67,1,4:03.0,,S. Dekker enters the game for D. Gallinari,19,17
68,1,4:03.0,Z. Collins enters the game for A. Aminu,,19,17
69,1,4:03.0,P. Connaughton enters the game for C. McCollum,,19,17
70,1,3:59.0,P. Connaughton misses 2-pt jump shot from 3 ft (block by W. Johnson),,19,17
71,1,3:55.0,,Defensive rebound by D. Jordan,19,17
72,1,3:52.0,,Shooting foul by E. Davis (drawn by L. Williams),19,17
73,1,3:52.0,,L. Williams makes free throw 1 of 2,19,18
74,1,3:52.0,,L. Williams makes free throw 2 of 2,19,19
75,1,3:36.0,Z. Collins misses 2-pt layup from 1 ft,,19,19
76,1,3:33.0,Offensive rebound by E. Davis,,19,19
77,1,3:30.0,Shooting foul by D. Jordan (drawn by E. Davis),,19,19
78,1,3:30.0,E. Davis makes free throw 1 of 2,,20,19
79,1,3:30.0,E. Davis makes free throw 2 of 2,,21,19
80,1,3:14.0,,S. Dekker misses 2-pt layup from 1 ft,21,19
81,1,3:08.0,,Offensive rebound by D. Jordan,21,19
82,1,3:08.0,,D. Jordan misses 2-pt layup at rim,21,19
83,1,3:07.0,Defensive rebound by Z. Collins,,21,19
84,1,2:59.0,D. Lillard makes 3-pt jump shot from 25 ft,,24,19
85,1,2:48.0,,Shooting foul by E. Turner (drawn by L. Williams),24,19
86,1,2:48.0,Portland full timeout,,24,19
87,1,2:48.0,,S. Thornwell enters the game for D. Jordan,24,19
88,1,2:48.0,,M. Harrell enters the game for W. Johnson,24,19
89,1,2:48.0,S. Napier enters the game for E. Turner,,24,19
90,1,2:48.0,,L. Williams makes free throw 1 of 2,24,20
91,1,2:48.0,,L. Williams makes free throw 2 of 2,24,21
92,1,2:29.0,S. Napier misses 2-pt jump shot from 19 ft,,24,21
93,1,2:25.0,,Defensive rebound by S. Thornwell,24,21
94,1,2:18.0,,Turnover by L. Williams (bad pass; steal by Z. Collins),24,21
95,1,2:04.0,E. Davis misses 2-pt jump shot from 2 ft,,24,21
96,1,2:01.0,Offensive rebound by S. Napier,,24,21
97,1,1:59.0,D. Lillard makes 3-pt jump shot from 26 ft (assist by S. Napier),,27,21
98,1,1:41.0,,T. Wallace makes 2-pt jump shot from 12 ft,27,23
99,1,1:14.0,E. Davis misses 2-pt layup from 1 ft (block by M. Harrell),,27,23
100,1,1:12.0,,Defensive rebound by M. Harrell,27,23
101,1,0:59.0,,S. Thornwell makes 2-pt jump shot from 13 ft (assist by M. Harrell),27,25
102,1,0:44.0,S. Napier makes 3-pt jump shot from 25 ft,,30,25
103,1,0:33.0,,L. Williams misses 2-pt layup from 1 ft,30,25
104,1,0:29.0,,Offensive rebound by M. Harrell,30,25
105,1,0:29.0,,M. Harrell makes 2-pt layup at rim,30,27
106,1,0:18.0,Personal block foul by M. Harrell (drawn by D. Lillard),,30,27
107,1,0:18.0,C. McCollum enters the game for Z. Collins,,30,27
108,1,0:02.0,S. Napier misses 2-pt jump shot from 5 ft,,30,27
109,1,0:01.0,,Defensive rebound by S. Thornwell,30,27
110,2,11:43.0,,L. Williams makes 3-pt jump shot from 23 ft (assist by M. Harrell),30,30
111,2,11:22.0,P. Connaughton misses 2-pt jump shot from 5 ft,,30,30
112,2,11:20.0,,Defensive rebound by M. Harrell,30,30
113,2,11:17.0,,Shooting foul by S. Napier (drawn by L. Williams),30,30
114,2,11:17.0,,L. Williams misses free throw 1 of 2,30,30
115,2,11:17.0,,Offensive rebound by Team,30,30
116,2,11:17.0,,L. Williams makes free throw 2 of 2,30,31
117,2,11:08.0,Personal foul by M. Harrell (drawn by C. McCollum),,30,31
118,2,10:56.0,P. Connaughton misses 2-pt jump shot from 7 ft,,30,31
119,2,10:54.0,,Defensive rebound by M. Teodosić,30,31
120,2,10:47.0,,L. Williams misses 2-pt jump shot from 16 ft,30,31
121,2,10:47.0,Defensive rebound by E. Davis,,30,31
122,2,10:36.0,Shooting foul by S. Thornwell (drawn by C. McCollum),,30,31
123,2,10:36.0,C. McCollum makes free throw 1 of 2,,31,31
124,2,10:36.0,C. McCollum makes free throw 2 of 2,,32,31
125,2,10:23.0,,Shooting foul by P. Connaughton (drawn by M. Teodosić),32,31
126,2,10:23.0,,M. Teodosić makes free throw 1 of 2,32,32
127,2,10:23.0,,M. Teodosić makes free throw 2 of 2,32,33
128,2,10:16.0,Turnover by C. McCollum (step out of bounds),,32,33
129,2,9:57.0,,Turnover by S. Dekker (bad pass; steal by C. McCollum),32,33
130,2,9:52.0,C. McCollum misses 2-pt layup from 2 ft,,32,33
131,2,9:50.0,Offensive rebound by E. Davis,,32,33
132,2,9:50.0,E. Davis misses 2-pt layup from 2 ft (block by L. Williams),,32,33
133,2,9:47.0,Offensive rebound by Z. Collins,,32,33
134,2,9:47.0,Z. Collins misses 2-pt hook shot from 2 ft,,32,33
135,2,9:47.0,Offensive rebound by E. Davis,,32,33
136,2,9:47.0,Shooting foul by S. Dekker (drawn by E. Davis),,32,33
137,2,9:47.0,E. Davis misses free throw 1 of 2,,32,33
138,2,9:47.0,Offensive rebound by Team,,32,33
139,2,9:47.0,E. Davis makes free throw 2 of 2,,33,33
140,2,9:32.0,,L. Williams misses 2-pt layup from 4 ft,33,33
141,2,9:30.0,Defensive rebound by Z. Collins,,33,33
142,2,9:20.0,E. Davis makes 2-pt dunk from 1 ft,,35,33
143,2,8:57.0,,S. Thornwell makes 2-pt jump shot from 8 ft,35,35
144,2,8:39.0,C. McCollum makes 3-pt jump shot from 25 ft,,38,35
145,2,8:32.0,,M. Harrell misses 2-pt dunk from 1 ft,38,35
146,2,8:32.0,Defensive rebound by Z. Collins,,38,35
147,2,8:28.0,S. Napier makes 2-pt layup from 1 ft,,40,35
148,2,8:28.0,,LA Clippers full timeout,40,35
149,2,8:28.0,,D. Jordan enters the game for S. Dekker,40,35
150,2,8:10.0,,M. Teodosić misses 2-pt jump shot from 7 ft,40,35
151,2,8:05.0,Defensive rebound by C. McCollum,,40,35
152,2,8:01.0,Z. Collins makes 2-pt jump shot from 17 ft (assist by C. McCollum),,42,35
153,2,7:44.0,,M. Teodosić makes 3-pt jump shot from 26 ft (assist by M. Harrell),42,38
154,2,7:17.0,Z. Collins makes 2-pt layup from 2 ft (assist by P. Connaughton),,44,38
155,2,7:01.0,,L. Williams makes 2-pt jump shot from 11 ft (assist by D. Jordan),44,40
156,2,6:53.0,S. Napier misses 2-pt jump shot from 19 ft,,44,40
157,2,6:51.0,,Defensive rebound by D. Jordan,44,40
158,2,6:44.0,,Shooting foul by E. Davis (drawn by D. Jordan),44,40
159,2,6:44.0,,D. Jordan misses free throw 1 of 2,44,40
160,2,6:44.0,,Offensive rebound by Team,44,40
161,2,6:44.0,,W. Johnson enters the game for M. Harrell,44,40
162,2,6:44.0,J. Nurkić enters the game for P. Connaughton,,44,40
163,2,6:44.0,E. Turner enters the game for E. Davis,,44,40
164,2,6:44.0,A. Aminu enters the game for Z. Collins,,44,40
165,2,6:44.0,,D. Jordan misses free throw 2 of 2,44,40
166,2,6:42.0,Defensive rebound by J. Nurkić,,44,40
167,2,6:27.0,A. Aminu misses 3-pt jump shot from 25 ft,,44,40
168,2,6:25.0,,Defensive rebound by M. Teodosić,44,40
169,2,6:18.0,,D. Jordan makes 2-pt dunk at rim (assist by L. Williams),44,42
170,2,5:59.0,J. Nurkić misses 2-pt jump shot from 3 ft,,44,42
171,2,5:57.0,,Defensive rebound by D. Jordan,44,42
172,2,5:51.0,,W. Johnson misses 2-pt jump shot from 19 ft,44,42
173,2,5:51.0,Defensive rebound by J. Nurkić,,44,42
174,2,5:38.0,C. McCollum makes 3-pt jump shot from 26 ft (assist by S. Napier),,47,42
175,2,5:28.0,,L. Williams misses 3-pt jump shot from 24 ft,47,42
176,2,5:24.0,Defensive rebound by A. Aminu,,47,42
177,2,5:11.0,Turnover by J. Nurkić (out of bounds lost ball),,47,42
178,2,5:11.0,,D. Gallinari enters the game for S. Thornwell,47,42
179,2,5:11.0,D. Lillard enters the game for C. McCollum,,47,42
180,2,4:50.0,,M. Teodosić misses 3-pt jump shot from 25 ft,47,42
181,2,4:47.0,Defensive rebound by A. Aminu,,47,42
182,2,4:39.0,J. Nurkić misses 2-pt hook shot from 6 ft,,47,42
183,2,4:37.0,,Defensive rebound by D. Jordan,47,42
