,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,BROOKLYN_ACTION,CLEVELAND_SCORE,BROOKLYN_SCORE
144,2,9:08.0,,Offensive rebound by Team,30,28
145,2,9:08.0,J. Smith enters the game for J. Calderón,,30,28
146,2,9:00.0,,R. Hollis-Jefferson makes 3-pt jump shot from 25 ft (assist by C. LeVert),30,31
147,2,8:38.0,K. Korver makes 2-pt layup from 6 ft (assist by L. James),,32,31
148,2,8:20.0,,R. Hollis-Jefferson misses 2-pt jump shot from 12 ft,32,31
149,2,8:19.0,,Offensive rebound by Team,32,31
150,2,8:19.0,,D. Carroll enters the game for T. Booker,32,31
151,2,8:09.0,,D. Carroll makes 2-pt jump shot from 10 ft,32,33
152,2,7:48.0,I. Shumpert makes 2-pt layup from 7 ft,,34,33
153,2,7:37.0,,C. LeVert misses 3-pt jump shot from 23 ft,34,33
154,2,7:37.0,,Offensive rebound by D. Carroll,34,33
155,2,7:30.0,,S. Kilpatrick makes 2-pt jump shot from 17 ft (assist by D. Carroll),34,35
156,2,7:17.0,J. Green makes 2-pt dunk from 2 ft (assist by L. James),,36,35
157,2,7:01.0,,J. Harris makes 2-pt layup from 3 ft (assist by R. Hollis-Jefferson),36,37
158,2,6:43.0,K. Korver makes 3-pt jump shot from 25 ft (assist by L. James),,39,37
159,2,6:26.0,,S. Kilpatrick misses 3-pt jump shot from 26 ft,39,37
160,2,6:24.0,Defensive rebound by K. Korver,,39,37
161,2,6:20.0,Shooting foul by R. Hollis-Jefferson (drawn by L. James),,39,37
162,2,6:20.0,,Brooklyn full timeout,39,37
163,2,6:20.0,,J. Allen enters the game for S. Kilpatrick,39,37
164,2,6:20.0,,S. Dinwiddie enters the game for J. Harris,39,37
165,2,6:20.0,K. Love enters the game for J. Green,,39,37
166,2,6:20.0,L. James misses free throw 1 of 2,,39,37
167,2,6:20.0,Offensive rebound by Team,,39,37
168,2,6:20.0,L. James makes free throw 2 of 2,,40,37
169,2,6:05.0,,R. Hollis-Jefferson misses 2-pt jump shot from 15 ft,40,37
170,2,6:03.0,Defensive rebound by J. Smith,,40,37
171,2,5:55.0,K. Love misses 2-pt jump shot from 19 ft,,40,37
172,2,5:51.0,,Defensive rebound by R. Hollis-Jefferson,40,37
173,2,5:47.0,,Turnover by R. Hollis-Jefferson (out of bounds lost ball),40,37
174,2,5:34.0,K. Korver misses 3-pt jump shot from 25 ft,,40,37
175,2,5:33.0,,Defensive rebound by Team,40,37
176,2,5:33.0,Loose ball foul by K. Love (drawn by S. Dinwiddie),,40,37
177,2,5:33.0,J. Crowder enters the game for I. Shumpert,,40,37
178,2,5:15.0,,Shooting foul by J. Smith (drawn by R. Hollis-Jefferson),40,37
179,2,5:15.0,,R. Hollis-Jefferson makes free throw 1 of 2,40,38
180,2,5:15.0,T. Thompson enters the game for K. Korver,,40,38
181,2,5:15.0,,R. Hollis-Jefferson makes free throw 2 of 2,40,39
182,2,5:06.0,Shooting foul by D. Carroll (drawn by L. James),,40,39
183,2,5:06.0,L. James makes free throw 1 of 2,,41,39
184,2,5:06.0,L. James misses free throw 2 of 2,,41,39
185,2,5:01.0,,Defensive rebound by J. Allen,41,39
186,2,4:40.0,,C. LeVert makes 2-pt layup from 3 ft (assist by J. Allen),41,41
187,2,4:25.0,J. Smith misses 2-pt jump shot from 7 ft,,41,41
188,2,4:24.0,,Defensive rebound by S. Dinwiddie,41,41
189,2,4:21.0,,D. Carroll makes 2-pt dunk at rim (assist by C. LeVert),41,43
190,2,4:07.0,Turnover by J. Smith (bad pass; steal by S. Dinwiddie),,41,43
191,2,4:02.0,,D. Carroll misses 3-pt jump shot from 24 ft,41,43
192,2,3:59.0,Defensive rebound by K. Love,,41,43
193,2,3:55.0,,A. Crabbe enters the game for C. LeVert,41,43
194,2,3:43.0,J. Smith misses 3-pt jump shot from 26 ft,,41,43
195,2,3:40.0,,Defensive rebound by S. Dinwiddie,41,43
196,2,3:34.0,,A. Crabbe misses 3-pt jump shot from 30 ft,41,43
197,2,3:30.0,Defensive rebound by J. Crowder,,41,43
198,2,3:25.0,L. James makes 2-pt dunk from 2 ft (assist by J. Crowder),,43,43
199,2,3:06.0,,D. Carroll misses 2-pt layup from 7 ft,43,43
200,2,3:00.0,Defensive rebound by K. Love,,43,43
201,2,2:53.0,Turnover by L. James (bad pass; steal by J. Allen),,43,43
202,2,2:52.0,,D. Carroll makes 2-pt layup from 2 ft (assist by A. Crabbe),43,45
203,2,2:52.0,Cleveland full timeout,,43,45
204,2,2:52.0,K. Korver enters the game for J. Smith,,43,45
205,2,2:41.0,K. Love makes 2-pt layup from 2 ft (assist by L. James),,45,45
206,2,2:27.0,,S. Dinwiddie makes 3-pt jump shot from 26 ft,45,48
207,2,2:11.0,Personal foul by A. Crabbe (drawn by K. Korver),,45,48
208,2,2:11.0,K. Korver misses free throw 1 of 2,,45,48
209,2,2:11.0,Offensive rebound by Team,,45,48
210,2,2:11.0,K. Korver makes free throw 2 of 2,,46,48
211,2,2:03.0,,R. Hollis-Jefferson misses 2-pt layup from 5 ft,46,48
212,2,2:01.0,Defensive rebound by K. Love,,46,48
213,2,1:52.0,L. James misses 2-pt layup from 3 ft,,46,48
214,2,1:49.0,Offensive rebound by T. Thompson,,46,48
215,2,1:48.0,T. Thompson makes 2-pt dunk from 1 ft,,48,48
216,2,1:35.0,,A. Crabbe makes 2-pt layup from 2 ft (assist by S. Dinwiddie),48,50
217,2,1:27.0,Shooting foul by D. Carroll (drawn by K. Love),,48,50
218,2,1:27.0,K. Love makes free throw 1 of 2,,49,50
219,2,1:27.0,K. Love makes free throw 2 of 2,,50,50
220,2,1:14.0,,Shooting foul by T. Thompson (drawn by R. Hollis-Jefferson),50,50
221,2,1:14.0,,R. Hollis-Jefferson makes free throw 1 of 2,50,51
222,2,1:14.0,J. Smith enters the game for T. Thompson,,50,51
223,2,1:14.0,,R. Hollis-Jefferson makes free throw 2 of 2,50,52
224,2,1:01.0,Turnover by K. Love (lost ball; steal by D. Carroll),,50,52
225,2,0:50.0,,D. Carroll misses 2-pt jump shot from 21 ft,50,52
226,2,0:48.0,Defensive rebound by Team,,50,52
227,2,0:35.0,L. James makes 2-pt layup from 3 ft,,52,52
228,2,0:29.0,,S. Dinwiddie makes 3-pt jump shot from 25 ft,52,55
229,2,0:11.0,Offensive foul by K. Korver (drawn by S. Dinwiddie),,52,55
230,2,0:11.0,Turnover by K. Korver (offensive foul),,52,55
231,2,0:11.0,I. Shumpert enters the game for K. Korver,,52,55
232,2,0:11.0,,Q. Acy enters the game for J. Allen,52,55
233,3,11:45.0,,R. Hollis-Jefferson makes 2-pt jump shot from 14 ft,52,57
234,3,11:28.0,Turnover by L. James (bad pass),,52,57
235,3,11:16.0,,Turnover by D. Carroll (bad pass; steal by J. Smith),52,57
236,3,11:11.0,J. Crowder makes 3-pt jump shot from 25 ft (assist by J. Smith),,55,57
237,3,10:49.0,,R. Hollis-Jefferson makes 2-pt jump shot from 9 ft,55,59
238,3,10:35.0,Turnover by K. Love (bad pass; steal by R. Hollis-Jefferson),,55,59
239,3,10:34.0,,Turnover by R. Hollis-Jefferson (bad pass; steal by T. Thompson),55,59
240,3,10:21.0,Personal foul by S. Dinwiddie (drawn by J. Smith),,55,59
241,3,10:13.0,J. Smith misses 2-pt layup from 5 ft,,55,59
242,3,10:12.0,Offensive rebound by Team,,55,59
243,3,9:56.0,J. Smith misses 3-pt jump shot from 24 ft,,55,59
244,3,9:53.0,Offensive rebound by L. James,,55,59
245,3,9:52.0,L. James misses 2-pt layup from 4 ft,,55,59
246,3,9:52.0,,Defensive rebound by D. Carroll,55,59
247,3,9:44.0,,S. Dinwiddie misses 3-pt jump shot from 24 ft,55,59
248,3,9:41.0,Defensive rebound by L. James,,55,59
249,3,9:35.0,J. Smith misses 3-pt jump shot from 23 ft,,55,59
250,3,9:31.0,,Defensive rebound by S. Dinwiddie,55,59
251,3,9:28.0,,D. Carroll misses 3-pt jump shot from 27 ft,55,59
252,3,9:26.0,,Offensive rebound by T. Mozgov,55,59
253,3,9:24.0,,C. LeVert misses 3-pt jump shot from 24 ft,55,59
254,3,9:22.0,Defensive rebound by T. Thompson,,55,59
255,3,9:12.0,Turnover by K. Love (bad pass; steal by D. Carroll),,55,59
256,3,9:06.0,,R. Hollis-Jefferson misses 2-pt jump shot from 9 ft,55,59
257,3,9:02.0,,Offensive rebound by R. Hollis-Jefferson,55,59
258,3,9:00.0,,Shooting foul by J. Smith (drawn by R. Hollis-Jefferson),55,59
259,3,9:00.0,,R. Hollis-Jefferson makes free throw 1 of 2,55,60
260,3,9:00.0,,R. Hollis-Jefferson makes free throw 2 of 2,55,61
261,3,8:46.0,Shooting foul by C. LeVert (drawn by J. Crowder),,55,61
262,3,8:46.0,J. Crowder misses free throw 1 of 2,,55,61
263,3,8:46.0,Offensive rebound by Team,,55,61
264,3,8:46.0,J. Crowder misses free throw 2 of 2,,55,61
265,3,8:44.0,,Defensive rebound by R. Hollis-Jefferson,55,61
266,3,8:29.0,,D. Carroll misses 2-pt layup from 6 ft,55,61
267,3,8:27.0,,Offensive rebound by R. Hollis-Jefferson,55,61
268,3,8:13.0,,D. Carroll misses 3-pt jump shot from 25 ft,55,61
269,3,8:11.0,Defensive rebound by T. Thompson,,55,61
270,3,8:09.0,L. James makes 2-pt layup from 4 ft,,57,61
271,3,8:09.0,,Violation by R. Hollis-Jefferson (def goaltending),57,61
272,3,7:52.0,,R. Hollis-Jefferson makes 3-pt jump shot from 23 ft (assist by S. Dinwiddie),57,64
273,3,7:33.0,K. Love misses 2-pt jump shot from 7 ft (block by R. Hollis-Jefferson),,57,64
274,3,7:31.0,Offensive rebound by K. Love,,57,64
275,3,7:28.0,K. Love misses 3-pt jump shot from 24 ft,,57,64
276,3,7:28.0,,Defensive rebound by R. Hollis-Jefferson,57,64
277,3,7:22.0,,D. Carroll misses 3-pt jump shot from 23 ft,57,64
278,3,7:22.0,Defensive rebound by T. Thompson,,57,64
279,3,7:13.0,,A. Crabbe enters the game for C. LeVert,57,64
280,3,7:03.0,Personal foul by D. Carroll (drawn by K. Love),,57,64
281,3,6:56.0,L. James makes 3-pt jump shot from 26 ft,,60,64
282,3,6:33.0,,A. Crabbe makes 3-pt jump shot from 28 ft (assist by S. Dinwiddie),60,67
283,3,6:10.0,J. Smith makes 2-pt jump shot from 20 ft,,62,67
284,3,6:10.0,,Brooklyn full timeout,62,67
285,3,6:10.0,,Q. Acy enters the game for R. Hollis-Jefferson,62,67
286,3,6:10.0,J. Calderón enters the game for J. Smith,,62,67
287,3,5:58.0,,A. Crabbe misses 3-pt jump shot from 23 ft,62,67
288,3,5:54.0,Defensive rebound by T. Thompson,,62,67
289,3,5:49.0,Turnover by K. Love (out of bounds lost ball),,62,67
290,3,5:49.0,J. Green enters the game for T. Thompson,,62,67
291,3,5:38.0,,Shooting foul by K. Love (drawn by S. Dinwiddie),62,67
292,3,5:38.0,,S. Dinwiddie makes free throw 1 of 2,62,68
293,3,5:38.0,,T. Booker enters the game for T. Mozgov,62,68
294,3,5:38.0,K. Korver enters the game for K. Love,,62,68
295,3,5:38.0,,S. Dinwiddie makes free throw 2 of 2,62,69
296,3,5:37.0,,S. Dinwiddie misses 2-pt layup from 11 ft,62,69
297,3,5:36.0,,Offensive rebound by S. Dinwiddie,62,69
298,3,5:21.0,J. Green makes 2-pt jump shot from 8 ft,,64,69
299,3,4:53.0,,T. Booker misses 2-pt hook shot from 10 ft,64,69
300,3,4:51.0,Defensive rebound by J. Calderón,,64,69
301,3,4:47.0,,J. Harris enters the game for D. Carroll,64,69
302,3,4:47.0,C. Frye enters the game for J. Crowder,,64,69
303,3,4:40.0,C. Frye misses 3-pt jump shot from 25 ft,,64,69
304,3,4:37.0,,Defensive rebound by Q. Acy,64,69
305,3,4:22.0,,A. Crabbe makes 3-pt jump shot from 24 ft (assist by T. Booker),64,72
306,3,3:57.0,J. Green misses 2-pt jump shot from 19 ft,,64,72
307,3,3:55.0,,Defensive rebound by Q. Acy,64,72
308,3,3:48.0,,A. Crabbe makes 3-pt jump shot from 27 ft,64,75
309,3,3:29.0,Away from play foul by S. Dinwiddie (drawn by J. Green),,64,75
310,3,3:29.0,,C. LeVert enters the game for S. Dinwiddie,64,75
311,3,3:20.0,K. Korver makes 2-pt layup from 5 ft (assist by L. James),,66,75
312,3,3:05.0,,A. Crabbe misses 3-pt jump shot from 26 ft,66,75
313,3,3:02.0,,Offensive rebound by Q. Acy,66,75
314,3,3:02.0,,Turnover by Q. Acy (bad pass),66,75
315,3,2:48.0,K. Korver makes 2-pt layup from 2 ft (assist by C. Frye),,68,75
316,3,2:30.0,,Turnover by C. LeVert (bad pass; steal by K. Korver),68,75
317,3,2:25.0,L. James misses 2-pt dunk from 6 ft,,68,75
318,3,2:24.0,Offensive rebound by Team,,68,75
319,3,2:24.0,Cleveland full timeout,,68,75
320,3,2:14.0,Turnover by L. James (bad pass),,68,75
321,3,1:55.0,,J. Harris makes 3-pt jump shot from 26 ft (assist by A. Crabbe),68,78
322,3,1:39.0,L. James misses 3-pt jump shot from 26 ft,,68,78
323,3,1:39.0,,Defensive rebound by Team,68,78
324,3,1:39.0,I. Shumpert enters the game for L. James,,68,78
325,3,1:29.0,,C. LeVert makes 2-pt jump shot from 20 ft,68,80
326,3,1:04.0,Shooting foul by T. Booker (drawn by J. Green),,68,80
327,3,1:04.0,J. Green makes free throw 1 of 3,,69,80
328,3,1:04.0,J. Green makes free throw 2 of 3,,70,80
329,3,1:04.0,J. Green makes free throw 3 of 3,,71,80
330,3,0:51.0,,T. Booker makes 2-pt layup from 3 ft (assist by A. Crabbe),71,82
331,3,0:40.0,Turnover by J. Calderón (lost ball; steal by C. LeVert),,71,82
332,3,0:38.0,,C. LeVert makes 2-pt dunk from 2 ft,71,84
333,3,0:20.0,C. Frye makes 2-pt jump shot from 9 ft,,73,84
334,3,0:01.0,,Turnover by C. LeVert (bad pass),73,84
335,3,0:00.0,J. Green misses 3-pt jump shot from 59 ft,,73,84
336,3,0:00.0,Offensive rebound by Team,,73,84
337,4,11:50.0,K. Korver misses 3-pt jump shot from 25 ft,,73,84
338,4,11:47.0,,Defensive rebound by S. Kilpatrick,73,84
339,4,11:39.0,,Q. Acy makes 3-pt jump shot from 27 ft (assist by S. Kilpatrick),73,87
340,4,11:10.0,J. Calderón makes 3-pt jump shot from 30 ft,,76,87
341,4,10:48.0,,Turnover by C. LeVert (traveling),76,87
342,4,10:48.0,L. James enters the game for J. Calderón,,76,87
343,4,10:40.0,K. Love misses 3-pt jump shot from 24 ft,,76,87
344,4,10:38.0,Offensive rebound by K. Love,,76,87
345,4,10:38.0,,Loose ball foul by J. Harris (drawn by K. Love),76,87
346,4,10:29.0,K. Korver makes 3-pt jump shot from 23 ft (assist by L. James),,79,87
347,4,10:14.0,,J. Allen misses 2-pt layup from 5 ft (block by L. James),79,87
348,4,10:11.0,Defensive rebound by K. Love,,79,87
349,4,10:06.0,Personal foul by C. LeVert (drawn by L. James),,79,87
350,4,10:06.0,,R. Hollis-Jefferson enters the game for Q. Acy,79,87
351,4,10:03.0,Away from play foul by J. Harris (drawn by K. Korver),,79,87
352,4,9:56.0,K. Korver misses 3-pt jump shot from 25 ft,,79,87
353,4,9:53.0,,Defensive rebound by R. Hollis-Jefferson,79,87
354,4,9:46.0,,R. Hollis-Jefferson misses 2-pt layup from 3 ft,79,87
355,4,9:44.0,Defensive rebound by L. James,,79,87
356,4,9:39.0,L. James makes 2-pt layup from 3 ft,,81,87
357,4,9:30.0,,J. Harris makes 3-pt jump shot from 24 ft (assist by C. LeVert),81,90
358,4,9:02.0,I. Shumpert misses 3-pt jump shot from 26 ft,,81,90
359,4,9:00.0,,Defensive rebound by J. Allen,81,90
360,4,8:49.0,,J. Allen makes 2-pt jump shot from 8 ft (assist by C. LeVert),81,92
361,4,8:26.0,J. Green makes 2-pt dunk from 2 ft (assist by L. James),,83,92
362,4,8:10.0,,C. LeVert misses 2-pt jump shot from 8 ft,83,92
363,4,8:07.0,Defensive rebound by K. Korver,,83,92
364,4,7:56.0,I. Shumpert makes 2-pt layup from 3 ft (assist by L. James),,85,92
365,4,7:41.0,,S. Kilpatrick misses 3-pt jump shot from 26 ft,85,92
366,4,7:40.0,Defensive rebound by Team,,85,92
367,4,7:40.0,,S. Dinwiddie enters the game for S. Kilpatrick,85,92
368,4,7:25.0,Turnover by L. James (bad pass; steal by J. Allen),,85,92
369,4,7:21.0,,J. Harris misses 3-pt jump shot from 22 ft,85,92
370,4,7:19.0,Defensive rebound by L. James,,85,92
371,4,7:13.0,L. James misses 2-pt layup from 7 ft (block by R. Hollis-Jefferson),,85,92
372,4,7:13.0,Offensive rebound by Team,,85,92
373,4,7:12.0,,D. Carroll enters the game for J. Harris,85,92
374,4,7:02.0,K. Korver misses 3-pt jump shot from 26 ft,,85,92
375,4,6:59.0,,Defensive rebound by D. Carroll,85,92
376,4,6:44.0,,J. Allen misses 2-pt layup from 5 ft (block by L. James),85,92
377,4,6:43.0,Defensive rebound by J. Green,,85,92
378,4,6:43.0,,Brooklyn full timeout,85,92
379,4,6:43.0,,A. Crabbe enters the game for C. LeVert,85,92
380,4,6:30.0,L. James makes 2-pt dunk from 1 ft (assist by J. Green),,87,92
381,4,6:19.0,,Away from play foul by K. Korver (drawn by A. Crabbe),87,92
382,4,6:19.0,J. Smith enters the game for I. Shumpert,,87,92
383,4,6:13.0,,S. Dinwiddie misses 3-pt jump shot from 26 ft,87,92
