,QUARTER,TIME_REMAINING,INDIANA_ACTION,TORONTO_ACTION,INDIANA_SCORE,TORONTO_SCORE
0,1,11:44.0,Turnover by D. Collison (bad pass; steal by D. DeRozan),,0,0
1,1,11:36.0,,Shooting foul by B. Bogdanović (drawn by D. DeRozan),0,0
2,1,11:36.0,,D. DeRozan makes free throw 1 of 2,0,1
3,1,11:36.0,,D. DeRozan makes free throw 2 of 2,0,2
4,1,11:22.0,M. Turner makes 2-pt jump shot from 19 ft (assist by V. Oladipo),,2,2
5,1,11:02.0,,D. DeRozan makes 2-pt jump shot from 12 ft,2,4
6,1,10:41.0,M. Turner makes 3-pt jump shot from 23 ft (assist by T. Young),,5,4
7,1,10:28.0,,S. Ibaka makes 3-pt jump shot from 25 ft (assist by O. Anunoby),5,7
8,1,10:17.0,V. Oladipo makes 3-pt jump shot from 26 ft (assist by D. Collison),,8,7
9,1,10:03.0,,J. Valančiūnas misses 2-pt dunk from 1 ft (block by V. Oladipo),8,7
10,1,9:59.0,Defensive rebound by M. Turner,,8,7
11,1,9:54.0,B. Bogdanović misses 2-pt layup from 1 ft,,8,7
12,1,9:52.0,,Defensive rebound by O. Anunoby,8,7
13,1,9:45.0,,O. Anunoby makes 2-pt dunk at rim (assist by K. Lowry),8,9
14,1,9:34.0,D. Collison misses 2-pt layup from 1 ft,,8,9
15,1,9:34.0,,Defensive rebound by S. Ibaka,8,9
16,1,9:24.0,,K. Lowry makes 3-pt jump shot from 22 ft (assist by D. DeRozan),8,12
17,1,9:01.0,B. Bogdanović misses 2-pt layup from 4 ft,,8,12
18,1,8:58.0,,Defensive rebound by K. Lowry,8,12
19,1,8:46.0,,D. DeRozan misses 3-pt jump shot from 23 ft,8,12
20,1,8:43.0,Defensive rebound by B. Bogdanović,,8,12
21,1,8:37.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,8,12
22,1,8:35.0,,Defensive rebound by S. Ibaka,8,12
23,1,8:20.0,,J. Valančiūnas makes 2-pt hook shot from 3 ft,8,14
24,1,8:16.0,Indiana full timeout,,8,14
25,1,8:08.0,T. Young makes 2-pt jump shot from 14 ft (assist by D. Collison),,10,14
26,1,7:56.0,,D. DeRozan misses 2-pt jump shot from 12 ft,10,14
27,1,7:54.0,,Offensive rebound by D. DeRozan,10,14
28,1,7:52.0,,D. DeRozan makes 2-pt jump shot from 2 ft,10,16
29,1,7:44.0,V. Oladipo makes 2-pt layup from 2 ft,,12,16
30,1,7:36.0,Offensive charge foul by J. Valančiūnas (drawn by T. Young),,12,16
31,1,7:36.0,,Turnover by J. Valančiūnas (offensive foul),12,16
32,1,7:27.0,D. Collison misses 2-pt jump shot from 19 ft,,12,16
33,1,7:25.0,,Defensive rebound by K. Lowry,12,16
34,1,7:16.0,,S. Ibaka makes 2-pt layup from 3 ft (assist by K. Lowry),12,18
35,1,6:53.0,M. Turner misses 2-pt layup from 1 ft,,12,18
36,1,6:49.0,Offensive rebound by T. Young,,12,18
37,1,6:49.0,T. Young misses 2-pt layup at rim,,12,18
38,1,6:49.0,,Defensive rebound by D. DeRozan,12,18
39,1,6:47.0,,O. Anunoby misses 3-pt jump shot from 23 ft,12,18
40,1,6:47.0,Defensive rebound by D. Collison,,12,18
41,1,6:40.0,Shooting foul by O. Anunoby (drawn by D. Collison),,12,18
42,1,6:40.0,D. Collison makes free throw 1 of 2,,13,18
43,1,6:40.0,D. Collison makes free throw 2 of 2,,14,18
44,1,6:28.0,,K. Lowry misses 3-pt jump shot from 26 ft,14,18
45,1,6:26.0,Defensive rebound by B. Bogdanović,,14,18
46,1,6:18.0,T. Young misses 2-pt layup from 2 ft,,14,18
47,1,6:16.0,,Defensive rebound by S. Ibaka,14,18
48,1,6:10.0,,S. Ibaka misses 3-pt jump shot from 26 ft,14,18
49,1,6:07.0,Defensive rebound by V. Oladipo,,14,18
50,1,5:45.0,B. Bogdanović makes 2-pt layup from 2 ft,,16,18
51,1,5:22.0,,Turnover by D. DeRozan (bad pass; steal by D. Collison),16,18
52,1,5:16.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,16,18
53,1,5:14.0,Offensive rebound by Team,,16,18
54,1,5:06.0,V. Oladipo makes 2-pt jump shot from 19 ft (assist by B. Bogdanović),,18,18
55,1,4:44.0,,Turnover by K. Lowry (lost ball; steal by D. Collison),18,18
56,1,4:34.0,B. Bogdanović misses 2-pt layup at rim (block by S. Ibaka),,18,18
57,1,4:34.0,Offensive rebound by Team,,18,18
58,1,4:34.0,,J. Poeltl enters the game for J. Valančiūnas,18,18
59,1,4:28.0,Shooting foul by J. Poeltl (drawn by D. Collison),,18,18
60,1,4:28.0,D. Collison makes free throw 1 of 2,,19,18
61,1,4:28.0,,C. Miles enters the game for O. Anunoby,19,18
62,1,4:28.0,D. Sabonis enters the game for T. Young,,19,18
63,1,4:28.0,D. Collison makes free throw 2 of 2,,20,18
64,1,4:15.0,,D. DeRozan misses 2-pt jump shot from 11 ft,20,18
65,1,4:13.0,Defensive rebound by M. Turner,,20,18
66,1,4:04.0,M. Turner makes 2-pt layup from 1 ft (assist by D. Collison),,22,18
67,1,3:57.0,,Toronto full timeout,22,18
68,1,3:57.0,,P. Siakam enters the game for S. Ibaka,22,18
69,1,3:57.0,C. Joseph enters the game for D. Collison,,22,18
70,1,3:47.0,,P. Siakam misses 2-pt jump shot from 8 ft,22,18
71,1,3:45.0,Defensive rebound by C. Joseph,,22,18
72,1,3:42.0,V. Oladipo makes 2-pt layup from 1 ft (assist by C. Joseph),,24,18
73,1,3:22.0,,D. DeRozan misses 2-pt jump shot from 13 ft,24,18
74,1,3:19.0,Defensive rebound by M. Turner,,24,18
75,1,3:15.0,V. Oladipo misses 3-pt jump shot from 25 ft,,24,18
76,1,3:10.0,,Defensive rebound by C. Miles,24,18
77,1,3:05.0,,P. Siakam misses 3-pt jump shot from 22 ft,24,18
78,1,3:02.0,Defensive rebound by B. Bogdanović,,24,18
79,1,2:53.0,Shooting foul by J. Poeltl (drawn by D. Sabonis),,24,18
80,1,2:53.0,D. Sabonis makes free throw 1 of 2,,25,18
81,1,2:53.0,,F. VanVleet enters the game for K. Lowry,25,18
82,1,2:53.0,D. Sabonis makes free throw 2 of 2,,26,18
83,1,2:35.0,,C. Miles makes 3-pt jump shot from 26 ft (assist by F. VanVleet),26,21
84,1,2:20.0,M. Turner makes 2-pt layup from 1 ft (assist by V. Oladipo),,28,21
85,1,2:06.0,,Turnover by P. Siakam (bad pass; steal by V. Oladipo),28,21
86,1,2:06.0,Personal block foul by C. Miles (drawn by V. Oladipo),,28,21
87,1,2:06.0,T. Leaf enters the game for V. Oladipo,,28,21
88,1,2:06.0,L. Stephenson enters the game for M. Turner,,28,21
89,1,1:51.0,C. Joseph misses 3-pt jump shot from 27 ft,,28,21
90,1,1:47.0,,Defensive rebound by P. Siakam,28,21
91,1,1:38.0,,J. Poeltl makes 2-pt layup from 1 ft (assist by P. Siakam),28,23
92,1,1:19.0,Turnover by L. Stephenson (bad pass; steal by J. Poeltl),,28,23
93,1,1:15.0,,F. VanVleet makes 2-pt layup at rim (assist by D. DeRozan),28,25
94,1,1:06.0,,N. Powell enters the game for D. DeRozan,28,25
95,1,0:52.0,L. Stephenson makes 2-pt jump shot from 13 ft,,30,25
96,1,0:36.0,,F. VanVleet misses 2-pt layup from 2 ft,30,25
97,1,0:33.0,,Offensive rebound by J. Poeltl,30,25
98,1,0:33.0,,J. Poeltl makes 2-pt layup at rim,30,27
