,QUARTER,TIME_REMAINING,ATLANTA_ACTION,PORTLAND_ACTION,ATLANTA_SCORE,PORTLAND_SCORE
32,1,7:26.0,,Defensive rebound by E. Turner,10,9
33,1,7:24.0,,Personal foul by T. Prince (drawn by J. Nurkić),10,9
34,1,7:24.0,M. Belinelli enters the game for T. Prince,,10,9
35,1,7:15.0,,E. Turner misses 2-pt jump shot from 15 ft,10,9
36,1,7:10.0,Defensive rebound by D. Schröder,,10,9
37,1,7:04.0,E. İlyasova misses 3-pt jump shot from 24 ft,,10,9
38,1,7:01.0,,Defensive rebound by A. Aminu,10,9
39,1,6:53.0,,Shooting foul by M. Plumlee (drawn by J. Nurkić),10,9
40,1,6:53.0,,Portland full timeout,10,9
41,1,6:53.0,,J. Nurkić makes free throw 1 of 2,10,10
42,1,6:53.0,,J. Nurkić makes free throw 2 of 2,10,11
43,1,6:43.0,M. Belinelli misses 2-pt jump shot from 16 ft,,10,11
44,1,6:40.0,,Defensive rebound by C. McCollum,10,11
45,1,6:28.0,,J. Nurkić makes 2-pt hook shot from 2 ft,10,13
46,1,6:10.0,K. Bazemore makes 2-pt jump shot from 17 ft (assist by D. Schröder),,12,13
47,1,5:59.0,,C. McCollum makes 2-pt jump shot from 19 ft (assist by D. Lillard),12,15
48,1,5:41.0,D. Schröder misses 3-pt jump shot from 24 ft,,12,15
49,1,5:38.0,Offensive rebound by E. İlyasova,,12,15
50,1,5:34.0,D. Schröder misses 3-pt jump shot from 24 ft,,12,15
51,1,5:31.0,,Defensive rebound by J. Nurkić,12,15
52,1,5:16.0,,A. Aminu makes 2-pt layup from 2 ft,12,17
53,1,5:04.0,K. Bazemore misses 2-pt layup from 1 ft,,12,17
54,1,5:04.0,,Defensive rebound by Team,12,17
55,1,5:04.0,,E. Davis enters the game for E. Turner,12,17
56,1,5:04.0,,Z. Collins enters the game for J. Nurkić,12,17
57,1,5:04.0,J. Collins enters the game for M. Plumlee,,12,17
58,1,4:48.0,,C. McCollum misses 3-pt jump shot from 25 ft (block by K. Bazemore),12,17
59,1,4:45.0,Defensive rebound by E. İlyasova,,12,17
60,1,4:37.0,J. Collins misses 3-pt jump shot from 22 ft,,12,17
61,1,4:35.0,,Defensive rebound by E. Davis,12,17
62,1,4:23.0,,D. Lillard misses 2-pt jump shot from 4 ft,12,17
63,1,4:21.0,Defensive rebound by E. İlyasova,,12,17
64,1,4:17.0,D. Schröder misses 2-pt layup at rim (block by Z. Collins),,12,17
65,1,4:15.0,,Defensive rebound by D. Lillard,12,17
66,1,4:11.0,,A. Aminu misses 3-pt jump shot from 23 ft,12,17
67,1,4:11.0,,Offensive rebound by Z. Collins,12,17
68,1,4:07.0,,C. McCollum makes 3-pt jump shot from 22 ft (assist by Z. Collins),12,20
69,1,4:05.0,Atlanta full timeout,,12,20
70,1,4:05.0,,P. Connaughton enters the game for C. McCollum,12,20
71,1,4:05.0,T. Cavanaugh enters the game for E. İlyasova,,12,20
72,1,4:05.0,M. Delaney enters the game for K. Bazemore,,12,20
73,1,3:52.0,D. Schröder misses 2-pt jump shot from 3 ft,,12,20
74,1,3:50.0,,Defensive rebound by E. Davis,12,20
75,1,3:38.0,,D. Lillard makes 2-pt jump shot from 22 ft (assist by P. Connaughton),12,22
76,1,3:30.0,Offensive foul by D. Schröder (drawn by A. Aminu),,12,22
77,1,3:30.0,Turnover by D. Schröder (offensive foul),,12,22
78,1,3:30.0,I. Taylor enters the game for D. Schröder,,12,22
79,1,3:17.0,,Personal foul by I. Taylor (drawn by D. Lillard),12,22
80,1,3:07.0,,Z. Collins misses 3-pt jump shot from 23 ft,12,22
81,1,3:00.0,,Offensive rebound by E. Davis,12,22
82,1,3:00.0,,E. Davis makes 2-pt layup at rim,12,24
83,1,2:54.0,Turnover by M. Belinelli (bad pass),,12,24
84,1,2:44.0,,D. Lillard misses 2-pt layup from 1 ft,12,24
85,1,2:41.0,Defensive rebound by T. Cavanaugh,,12,24
86,1,2:32.0,M. Belinelli makes 3-pt jump shot from 24 ft,,15,24
87,1,2:21.0,,Turnover by P. Connaughton (out of bounds lost ball),15,24
88,1,2:04.0,M. Delaney makes 3-pt jump shot from 26 ft (assist by I. Taylor),,18,24
89,1,1:45.0,,P. Connaughton makes 2-pt layup at rim (assist by D. Lillard),18,26
90,1,1:34.0,Shooting foul by E. Davis (drawn by I. Taylor),,18,26
91,1,1:34.0,I. Taylor makes free throw 1 of 2,,19,26
92,1,1:34.0,,S. Napier enters the game for D. Lillard,19,26
93,1,1:34.0,,C. McCollum enters the game for A. Aminu,19,26
94,1,1:34.0,I. Taylor makes free throw 2 of 2,,20,26
95,1,1:16.0,,P. Connaughton makes 2-pt layup from 1 ft (assist by S. Napier),20,28
96,1,1:00.0,I. Taylor misses 2-pt layup from 3 ft (block by E. Davis),,20,28
97,1,1:00.0,Offensive rebound by Team,,20,28
98,1,0:58.0,J. Collins misses 2-pt jump shot from 19 ft,,20,28
99,1,0:55.0,,Defensive rebound by Z. Collins,20,28
100,1,0:40.0,Offensive charge foul by E. Davis (drawn by J. Collins),,20,28
101,1,0:40.0,,Turnover by E. Davis (offensive foul),20,28
102,1,0:30.0,M. Delaney misses 2-pt jump shot from 3 ft,,20,28
103,1,0:29.0,,Defensive rebound by Z. Collins,20,28
104,1,0:21.0,,C. McCollum makes 2-pt jump shot from 3 ft,20,30
105,1,0:04.0,M. Belinelli misses 2-pt jump shot from 11 ft,,20,30
106,1,0:02.0,Offensive rebound by M. Belinelli,,20,30
107,1,0:02.0,M. Belinelli makes 2-pt layup from 3 ft,,22,30
108,2,11:44.0,Turnover by I. Taylor (traveling),,22,30
109,2,11:27.0,,E. Davis makes 2-pt hook shot from 2 ft (assist by Z. Collins),22,32
110,2,11:12.0,J. Collins misses 3-pt jump shot from 22 ft,,22,32
111,2,11:10.0,,Defensive rebound by Z. Collins,22,32
112,2,10:59.0,,Turnover by S. Napier (lost ball; steal by J. Collins),22,32
113,2,10:55.0,I. Taylor makes 2-pt layup at rim,,24,32
114,2,10:44.0,,C. McCollum makes 3-pt jump shot from 24 ft (assist by S. Napier),24,35
115,2,10:27.0,Turnover by M. Belinelli (bad pass),,24,35
116,2,10:27.0,M. Plumlee enters the game for J. Collins,,24,35
117,2,10:14.0,,E. Davis makes 2-pt layup from 2 ft (assist by S. Napier),24,37
118,2,10:01.0,M. Belinelli misses 2-pt layup from 1 ft,,24,37
119,2,9:59.0,,Defensive rebound by Z. Collins,24,37
120,2,9:58.0,,Personal block foul by M. Delaney (drawn by C. McCollum),24,37
121,2,9:58.0,E. İlyasova enters the game for M. Belinelli,,24,37
122,2,9:58.0,T. Prince enters the game for T. Cavanaugh,,24,37
123,2,9:52.0,,C. McCollum misses 3-pt jump shot from 25 ft,24,37
124,2,9:48.0,,Offensive rebound by E. Davis,24,37
125,2,9:43.0,,Shooting foul by M. Plumlee (drawn by Z. Collins),24,37
126,2,9:43.0,,Z. Collins makes free throw 1 of 2,24,38
127,2,9:43.0,,Z. Collins misses free throw 2 of 2,24,38
128,2,9:41.0,Defensive rebound by E. İlyasova,,24,38
129,2,9:25.0,T. Prince makes 2-pt jump shot from 7 ft,,26,38
130,2,9:12.0,,Turnover by P. Connaughton (out of bounds lost ball),26,38
131,2,8:59.0,I. Taylor misses 2-pt hook shot from 4 ft,,26,38
132,2,8:59.0,Offensive rebound by M. Plumlee,,26,38
133,2,8:52.0,E. İlyasova makes 3-pt jump shot from 26 ft (assist by T. Prince),,29,38
134,2,8:29.0,,E. Turner enters the game for P. Connaughton,29,38
135,2,8:24.0,,Turnover by S. Napier (bad pass; steal by E. İlyasova),29,38
136,2,8:22.0,T. Prince makes 2-pt dunk from 1 ft (assist by M. Delaney),,31,38
137,2,8:22.0,,Portland full timeout,31,38
138,2,8:07.0,,C. McCollum makes 3-pt jump shot from 24 ft (assist by E. Davis),31,41
139,2,7:50.0,Shooting foul by Z. Collins (drawn by T. Prince),,31,41
140,2,7:50.0,T. Prince makes free throw 1 of 2,,32,41
141,2,7:50.0,D. Schröder enters the game for M. Delaney,,32,41
142,2,7:50.0,K. Bazemore enters the game for I. Taylor,,32,41
143,2,7:50.0,T. Prince makes free throw 2 of 2,,33,41
144,2,7:50.0,,J. Nurkić enters the game for E. Davis,33,41
145,2,7:39.0,,S. Napier misses 3-pt jump shot from 25 ft,33,41
146,2,7:35.0,Defensive rebound by M. Plumlee,,33,41
147,2,7:29.0,T. Prince makes 3-pt jump shot from 25 ft (assist by D. Schröder),,36,41
148,2,7:11.0,,J. Nurkić misses 2-pt jump shot from 17 ft,36,41
149,2,7:08.0,Defensive rebound by E. İlyasova,,36,41
150,2,6:52.0,T. Prince misses 3-pt jump shot from 24 ft,,36,41
151,2,6:52.0,,Defensive rebound by C. McCollum,36,41
152,2,6:38.0,,J. Nurkić makes 2-pt hook shot from 2 ft,36,43
153,2,6:30.0,D. Schröder makes 2-pt jump shot from 8 ft,,38,43
154,2,6:30.0,Shooting foul by Z. Collins (drawn by D. Schröder),,38,43
155,2,6:30.0,,D. Lillard enters the game for C. McCollum,38,43
156,2,6:30.0,,A. Aminu enters the game for Z. Collins,38,43
157,2,6:30.0,D. Schröder makes free throw 1 of 1,,39,43
158,2,6:09.0,,E. Turner makes 2-pt jump shot from 16 ft,39,45
159,2,5:52.0,M. Plumlee makes 2-pt dunk from 1 ft (assist by E. İlyasova),,41,45
160,2,5:30.0,,Turnover by J. Nurkić (lost ball; steal by T. Prince),41,45
161,2,5:16.0,D. Schröder makes 2-pt layup from 1 ft,,43,45
162,2,4:50.0,,J. Nurkić misses 2-pt layup from 2 ft (block by E. İlyasova),43,45
163,2,4:50.0,,Offensive rebound by J. Nurkić,43,45
164,2,4:50.0,,J. Nurkić misses 2-pt layup from 2 ft (block by M. Plumlee),43,45
165,2,4:50.0,,Offensive rebound by Team,43,45
166,2,4:50.0,,Turnover by Team (shot clock),43,45
167,2,4:40.0,E. İlyasova misses 3-pt jump shot from 25 ft,,43,45
168,2,4:36.0,,Defensive rebound by E. Turner,43,45
169,2,4:20.0,,J. Nurkić makes 2-pt layup from 2 ft,43,47
170,2,3:53.0,K. Bazemore misses 3-pt jump shot from 25 ft,,43,47
171,2,3:49.0,,Defensive rebound by A. Aminu,43,47
172,2,3:32.0,,A. Aminu misses 3-pt jump shot from 27 ft,43,47
173,2,3:32.0,Defensive rebound by Team,,43,47
174,2,3:32.0,,Loose ball foul by J. Nurkić (drawn by M. Plumlee),43,47
175,2,3:32.0,,C. McCollum enters the game for S. Napier,43,47
176,2,3:32.0,M. Belinelli enters the game for T. Prince,,43,47
177,2,3:17.0,Shooting foul by D. Lillard (drawn by K. Bazemore),,43,47
178,2,3:17.0,K. Bazemore misses free throw 1 of 2,,43,47
179,2,3:17.0,Offensive rebound by Team,,43,47
180,2,3:17.0,K. Bazemore makes free throw 2 of 2,,44,47
181,2,2:55.0,,Turnover by D. Lillard (step out of bounds),44,47
182,2,2:55.0,Atlanta full timeout,,44,47
183,2,2:55.0,J. Collins enters the game for M. Plumlee,,44,47
184,2,2:33.0,D. Schröder misses 2-pt layup at rim (block by A. Aminu),,44,47
185,2,2:30.0,Offensive rebound by J. Collins,,44,47
186,2,2:27.0,J. Collins makes 2-pt jump shot from 12 ft,,46,47
187,2,2:15.0,,Turnover by D. Lillard (bad pass; steal by D. Schröder),46,47
188,2,2:07.0,K. Bazemore misses 2-pt jump shot from 4 ft,,46,47
189,2,2:04.0,Offensive rebound by J. Collins,,46,47
190,2,1:57.0,M. Belinelli misses 3-pt jump shot from 24 ft,,46,47
191,2,1:56.0,,Defensive rebound by Team,46,47
192,2,1:56.0,Loose ball foul by M. Belinelli (drawn by J. Nurkić),,46,47
193,2,1:56.0,T. Prince enters the game for K. Bazemore,,46,47
194,2,1:44.0,Offensive charge foul by C. McCollum (drawn by E. İlyasova),,46,47
195,2,1:44.0,,Turnover by C. McCollum (offensive foul),46,47
196,2,1:32.0,T. Prince misses 2-pt jump shot from 20 ft,,46,47
197,2,1:29.0,,Defensive rebound by E. Turner,46,47
198,2,1:21.0,,E. Turner makes 2-pt jump shot from 15 ft,46,49
199,2,1:08.0,Turnover by D. Schröder (bad pass; steal by D. Lillard),,46,49
200,2,1:02.0,,C. McCollum makes 3-pt jump shot from 27 ft (assist by A. Aminu),46,52
201,2,0:53.0,Personal foul by J. Nurkić (drawn by J. Collins),,46,52
202,2,0:53.0,J. Collins misses free throw 1 of 2,,46,52
203,2,0:53.0,Offensive rebound by Team,,46,52
204,2,0:53.0,T. Cavanaugh enters the game for E. İlyasova,,46,52
205,2,0:53.0,J. Collins misses free throw 2 of 2,,46,52
206,2,0:52.0,Offensive rebound by T. Prince,,46,52
207,2,0:45.0,T. Cavanaugh misses 3-pt jump shot from 25 ft,,46,52
208,2,0:42.0,,Defensive rebound by E. Turner,46,52
209,2,0:32.0,,A. Aminu misses 3-pt jump shot from 27 ft,46,52
210,2,0:30.0,Defensive rebound by T. Prince,,46,52
211,2,0:11.0,D. Schröder misses 2-pt jump shot from 20 ft,,46,52
212,2,0:08.0,,Defensive rebound by J. Nurkić,46,52
213,3,11:47.0,Turnover by D. Schröder (bad pass; steal by J. Nurkić),,46,52
214,3,11:41.0,,D. Lillard makes 2-pt layup from 1 ft (assist by C. McCollum),46,54
215,3,11:31.0,D. Schröder makes 3-pt jump shot from 25 ft (assist by T. Prince),,49,54
216,3,11:07.0,,C. McCollum misses 2-pt layup from 2 ft,49,54
217,3,11:07.0,,Offensive rebound by C. McCollum,49,54
218,3,11:03.0,,D. Lillard misses 3-pt jump shot from 26 ft (block by D. Schröder),49,54
219,3,11:03.0,,Offensive rebound by Team,49,54
220,3,11:03.0,,Turnover by Team (shot clock),49,54
221,3,10:47.0,D. Schröder misses 2-pt jump shot from 20 ft,,49,54
222,3,10:44.0,,Defensive rebound by D. Lillard,49,54
223,3,10:36.0,,Turnover by A. Aminu (lost ball; steal by E. İlyasova),49,54
224,3,10:28.0,E. İlyasova misses 2-pt layup from 1 ft,,49,54
225,3,10:24.0,Offensive rebound by D. Schröder,,49,54
226,3,10:24.0,E. İlyasova makes 2-pt jump shot from 2 ft (assist by D. Schröder),,51,54
227,3,10:04.0,,J. Nurkić makes 2-pt hook shot from 3 ft (assist by D. Lillard),51,56
228,3,9:45.0,D. Schröder misses 3-pt jump shot from 24 ft,,51,56
229,3,9:45.0,,Defensive rebound by J. Nurkić,51,56
230,3,9:34.0,,A. Aminu makes 3-pt jump shot from 25 ft (assist by D. Lillard),51,59
231,3,9:14.0,T. Prince makes 2-pt jump shot from 7 ft,,53,59
232,3,8:55.0,,E. Turner makes 3-pt jump shot from 23 ft (assist by J. Nurkić),53,62
233,3,8:44.0,D. Schröder makes 2-pt jump shot from 15 ft,,55,62
234,3,8:26.0,,A. Aminu makes 2-pt dunk at rim (assist by J. Nurkić),55,64
235,3,8:09.0,E. İlyasova makes 2-pt jump shot from 20 ft,,57,64
236,3,7:52.0,,D. Lillard makes 2-pt layup from 1 ft,57,66
237,3,7:48.0,Atlanta full timeout,,57,66
238,3,7:36.0,Turnover by K. Bazemore (bad pass; steal by C. McCollum),,57,66
239,3,7:31.0,,D. Lillard makes 3-pt jump shot from 29 ft (assist by C. McCollum),57,69
240,3,7:17.0,K. Bazemore misses 2-pt layup from 4 ft (block by D. Lillard),,57,69
241,3,7:17.0,,Defensive rebound by Team,57,69
242,3,6:56.0,,A. Aminu makes 2-pt jump shot from 21 ft (assist by E. Turner),57,71
243,3,6:44.0,Turnover by D. Schröder (bad pass; steal by C. McCollum),,57,71
244,3,6:40.0,,D. Lillard misses 3-pt jump shot from 24 ft,57,71
245,3,6:36.0,Defensive rebound by E. İlyasova,,57,71
246,3,6:27.0,T. Prince misses 2-pt layup from 1 ft,,57,71
247,3,6:25.0,,Defensive rebound by J. Nurkić,57,71
248,3,6:17.0,,D. Lillard misses 2-pt jump shot from 12 ft,57,71
249,3,6:14.0,Defensive rebound by E. İlyasova,,57,71
250,3,6:09.0,T. Prince misses 3-pt jump shot from 24 ft,,57,71
251,3,6:09.0,,Defensive rebound by J. Nurkić,57,71
252,3,5:53.0,,C. McCollum makes 2-pt jump shot from 6 ft (assist by A. Aminu),57,73
253,3,5:38.0,Personal foul by E. Turner (drawn by D. Schröder),,57,73
254,3,5:38.0,I. Taylor enters the game for D. Schröder,,57,73
255,3,5:38.0,J. Collins enters the game for M. Plumlee,,57,73
256,3,5:24.0,T. Prince misses 2-pt hook shot from 4 ft,,57,73
257,3,5:22.0,,Defensive rebound by J. Nurkić,57,73
258,3,5:14.0,,A. Aminu misses 3-pt jump shot from 23 ft,57,73
259,3,5:12.0,,Offensive rebound by J. Nurkić,57,73
260,3,5:12.0,,Shooting foul by J. Collins (drawn by J. Nurkić),57,73
261,3,5:12.0,,J. Nurkić makes free throw 1 of 2,57,74
262,3,5:12.0,M. Delaney enters the game for K. Bazemore,,57,74
263,3,5:12.0,,J. Nurkić misses free throw 2 of 2,57,74
264,3,5:10.0,Defensive rebound by E. İlyasova,,57,74
265,3,4:54.0,Turnover by T. Prince (bad pass; steal by C. McCollum),,57,74
266,3,4:50.0,,C. McCollum misses 2-pt layup from 1 ft (block by J. Collins),57,74
267,3,4:48.0,Defensive rebound by I. Taylor,,57,74
268,3,4:45.0,M. Delaney makes 3-pt jump shot from 25 ft (assist by I. Taylor),,60,74
269,3,4:21.0,,J. Nurkić misses 2-pt jump shot from 13 ft,60,74
270,3,4:20.0,Defensive rebound by Team,,60,74
271,3,4:12.0,Personal foul by D. Lillard (drawn by M. Delaney),,60,74
272,3,4:12.0,,Z. Collins enters the game for E. Turner,60,74
273,3,4:12.0,,E. Davis enters the game for J. Nurkić,60,74
274,3,4:12.0,T. Cavanaugh enters the game for E. İlyasova,,60,74
275,3,4:02.0,J. Collins misses 2-pt jump shot from 8 ft,,60,74
276,3,3:59.0,,Defensive rebound by A. Aminu,60,74
277,3,3:52.0,,Personal block foul by T. Prince (drawn by A. Aminu),60,74
278,3,3:52.0,,P. Connaughton enters the game for C. McCollum,60,74
279,3,3:52.0,M. Belinelli enters the game for T. Cavanaugh,,60,74
280,3,3:44.0,,D. Lillard misses 3-pt jump shot from 26 ft,60,74
281,3,3:42.0,Defensive rebound by T. Prince,,60,74
282,3,3:31.0,Turnover by T. Prince (bad pass; steal by E. Davis),,60,74
283,3,3:28.0,,Shooting foul by J. Collins (drawn by A. Aminu),60,74
284,3,3:28.0,,A. Aminu makes free throw 1 of 2,60,75
285,3,3:28.0,,A. Aminu makes free throw 2 of 2,60,76
286,3,3:15.0,M. Delaney misses 2-pt jump shot from 19 ft,,60,76
287,3,3:12.0,Offensive rebound by J. Collins,,60,76
288,3,3:06.0,I. Taylor makes 2-pt jump shot from 5 ft,,62,76
289,3,3:06.0,Away from play foul by E. Davis (drawn by J. Collins),,62,76
290,3,3:06.0,,Portland full timeout,62,76
291,3,3:06.0,J. Collins makes free throw 1 of 1,,63,76
292,3,2:52.0,,D. Lillard misses 2-pt jump shot from 22 ft,63,76
293,3,2:49.0,Defensive rebound by T. Prince,,63,76
294,3,2:36.0,T. Prince misses 3-pt jump shot from 26 ft,,63,76
295,3,2:36.0,,Defensive rebound by D. Lillard,63,76
296,3,2:27.0,,Turnover by D. Lillard (bad pass; steal by J. Collins),63,76
297,3,2:24.0,Turnover by J. Collins (bad pass; steal by D. Lillard),,63,76
298,3,2:21.0,,E. Davis makes 2-pt dunk at rim (assist by D. Lillard),63,78
299,3,2:03.0,M. Delaney misses 3-pt jump shot from 23 ft,,63,78
300,3,2:01.0,,Defensive rebound by P. Connaughton,63,78
301,3,1:39.0,,A. Aminu makes 2-pt layup from 1 ft,63,80
302,3,1:22.0,Shooting foul by E. Davis (drawn by M. Delaney),,63,80
303,3,1:22.0,M. Delaney makes free throw 1 of 2,,64,80
304,3,1:22.0,,S. Napier enters the game for A. Aminu,64,80
305,3,1:22.0,M. Delaney makes free throw 2 of 2,,65,80
306,3,1:01.0,,E. Davis makes 2-pt layup from 1 ft (assist by D. Lillard),65,82
307,3,0:39.0,M. Belinelli makes 3-pt jump shot from 26 ft (assist by M. Delaney),,68,82
308,3,0:32.0,,Personal foul by I. Taylor (drawn by S. Napier),68,82
309,3,0:19.0,,P. Connaughton misses 3-pt jump shot from 25 ft,68,82
310,3,0:18.0,Defensive rebound by T. Prince,,68,82
311,3,0:00.0,Turnover by J. Collins (turnover; steal by Z. Collins),,68,82
312,4,11:49.0,,S. Napier makes 3-pt jump shot from 25 ft (assist by C. McCollum),68,85
313,4,11:23.0,Turnover by J. Collins (turnover; steal by S. Napier),,68,85
314,4,11:21.0,,S. Napier makes 2-pt layup from 1 ft,68,87
315,4,11:07.0,Turnover by K. Bazemore (lost ball; steal by S. Napier),,68,87
316,4,11:02.0,,C. McCollum makes 2-pt jump shot from 2 ft,68,89
317,4,10:47.0,M. Belinelli misses 2-pt jump shot from 19 ft,,68,89
318,4,10:47.0,,Defensive rebound by Z. Collins,68,89
319,4,10:35.0,,P. Connaughton makes 2-pt layup at rim (assist by C. McCollum),68,91
320,4,10:34.0,Atlanta full timeout,,68,91
321,4,10:34.0,T. Dorsey enters the game for M. Belinelli,,68,91
322,4,10:34.0,E. İlyasova enters the game for J. Collins,,68,91
323,4,10:34.0,T. Cavanaugh enters the game for I. Taylor,,68,91
324,4,10:23.0,T. Dorsey makes 2-pt jump shot from 18 ft (assist by E. İlyasova),,70,91
325,4,10:03.0,,Turnover by Z. Collins (out of bounds lost ball),70,91
326,4,9:45.0,E. İlyasova misses 2-pt layup from 1 ft,,70,91
327,4,9:43.0,,Defensive rebound by P. Connaughton,70,91
328,4,9:33.0,,P. Connaughton makes 2-pt jump shot from 12 ft (assist by S. Napier),70,93
329,4,9:10.0,K. Bazemore makes 2-pt layup from 2 ft,,72,93
330,4,8:55.0,,Shooting foul by E. İlyasova (drawn by E. Davis),72,93
331,4,8:55.0,,E. Davis makes free throw 1 of 2,72,94
332,4,8:55.0,,E. Davis makes free throw 2 of 2,72,95
333,4,8:46.0,K. Bazemore misses 2-pt jump shot from 17 ft,,72,95
334,4,8:41.0,,Defensive rebound by C. McCollum,72,95
335,4,8:37.0,,E. Davis misses 2-pt hook shot from 3 ft,72,95
336,4,8:36.0,Defensive rebound by T. Dorsey,,72,95
337,4,8:30.0,E. İlyasova misses 3-pt jump shot from 24 ft,,72,95
338,4,8:27.0,,Defensive rebound by E. Davis,72,95
339,4,8:16.0,,Offensive foul by E. Davis (drawn by M. Delaney),72,95
340,4,8:16.0,,Turnover by E. Davis (offensive foul),72,95
341,4,8:16.0,M. Muscala enters the game for E. İlyasova,,72,95
342,4,8:16.0,L. Babbitt enters the game for T. Cavanaugh,,72,95
343,4,8:16.0,T. Cavanaugh enters the game for K. Bazemore,,72,95
344,4,8:05.0,T. Cavanaugh misses 3-pt jump shot from 24 ft,,72,95
345,4,8:01.0,,Defensive rebound by P. Connaughton,72,95
346,4,7:53.0,,S. Napier makes 2-pt layup from 1 ft (assist by P. Connaughton),72,97
347,4,7:42.0,T. Dorsey makes 3-pt jump shot from 26 ft (assist by L. Babbitt),,75,97
348,4,7:20.0,,Personal foul by L. Babbitt (drawn by E. Davis),75,97
349,4,7:20.0,I. Taylor enters the game for M. Delaney,,75,97
350,4,7:16.0,,Personal foul by I. Taylor (drawn by C. McCollum),75,97
351,4,7:16.0,,N. Vonleh enters the game for E. Davis,75,97
352,4,7:10.0,,Z. Collins makes 3-pt jump shot from 24 ft (assist by C. McCollum),75,100
353,4,6:49.0,Shooting foul by Z. Collins (drawn by T. Cavanaugh),,75,100
354,4,6:49.0,T. Cavanaugh makes free throw 1 of 2,,76,100
355,4,6:49.0,,J. Layman enters the game for C. McCollum,76,100
356,4,6:49.0,T. Cavanaugh makes free throw 2 of 2,,77,100
357,4,6:32.0,,N. Vonleh misses 2-pt jump shot from 11 ft,77,100
358,4,6:29.0,Defensive rebound by T. Cavanaugh,,77,100
359,4,6:18.0,I. Taylor misses 2-pt layup from 1 ft,,77,100
360,4,6:12.0,Offensive rebound by M. Muscala,,77,100
361,4,6:12.0,M. Muscala misses 2-pt layup at rim,,77,100
362,4,6:12.0,Offensive rebound by I. Taylor,,77,100
363,4,6:07.0,L. Babbitt makes 2-pt layup from 5 ft,,79,100
364,4,6:07.0,,Violation by N. Vonleh (def goaltending),79,100
365,4,6:07.0,Shooting foul by P. Connaughton (drawn by L. Babbitt),,79,100
366,4,6:07.0,L. Babbitt makes free throw 1 of 1,,80,100
367,4,5:48.0,,N. Vonleh misses 2-pt jump shot from 21 ft,80,100
368,4,5:47.0,,Offensive rebound by Team,80,100
369,4,5:47.0,J. Collins enters the game for T. Cavanaugh,,80,100
370,4,5:32.0,,N. Vonleh misses 2-pt hook shot from 3 ft,80,100
371,4,5:31.0,Defensive rebound by J. Collins,,80,100
372,4,5:16.0,Shooting foul by Z. Collins (drawn by J. Collins),,80,100
373,4,5:16.0,J. Collins makes free throw 1 of 2,,81,100
374,4,5:16.0,J. Collins makes free throw 2 of 2,,82,100
375,4,5:01.0,,J. Layman misses 3-pt jump shot from 24 ft,82,100
376,4,4:58.0,Defensive rebound by I. Taylor,,82,100
377,4,4:50.0,T. Dorsey misses 2-pt jump shot from 10 ft,,82,100
378,4,4:48.0,,Defensive rebound by N. Vonleh,82,100
