,QUARTER,TIME_REMAINING,UTAH_ACTION,PORTLAND_ACTION,UTAH_SCORE,PORTLAND_SCORE
0,1,11:41.0,D. Favors makes 2-pt jump shot from 18 ft,,2,0
1,1,11:20.0,,Turnover by M. Harkless (bad pass; steal by D. Favors),2,0
2,1,11:08.0,D. Mitchell misses 2-pt hook shot from 5 ft (block by M. Harkless),,2,0
3,1,11:05.0,,Defensive rebound by C. McCollum,2,0
4,1,10:51.0,,A. Aminu misses 3-pt jump shot from 24 ft,2,0
5,1,10:48.0,Defensive rebound by J. Ingles,,2,0
6,1,10:40.0,J. Ingles misses 2-pt jump shot from 5 ft,,2,0
7,1,10:38.0,,Defensive rebound by J. Nurkić,2,0
8,1,10:31.0,,Shooting foul by J. Ingles (drawn by D. Lillard),2,0
9,1,10:31.0,,D. Lillard makes free throw 1 of 2,2,1
10,1,10:31.0,,D. Lillard makes free throw 2 of 2,2,2
11,1,10:11.0,R. O'Neale makes 2-pt jump shot from 5 ft (assist by D. Mitchell),,4,2
12,1,10:00.0,,J. Nurkić misses 2-pt layup from 1 ft,4,2
13,1,10:00.0,Defensive rebound by R. Gobert,,4,2
14,1,10:00.0,Personal foul by J. Nurkić (drawn by R. Gobert),,4,2
15,1,9:40.0,J. Ingles misses 3-pt jump shot from 24 ft,,4,2
16,1,9:38.0,,Defensive rebound by J. Nurkić,4,2
17,1,9:31.0,,A. Aminu makes 3-pt jump shot from 25 ft (assist by D. Lillard),4,5
18,1,9:12.0,Turnover by R. Gobert (out of bounds lost ball),,4,5
19,1,9:03.0,,Shooting foul by D. Mitchell (drawn by D. Lillard),4,5
20,1,9:03.0,,D. Lillard makes free throw 1 of 3,4,6
21,1,9:03.0,,D. Lillard makes free throw 2 of 3,4,7
22,1,9:03.0,,D. Lillard makes free throw 3 of 3,4,8
23,1,8:51.0,D. Mitchell makes 2-pt jump shot from 15 ft,,6,8
24,1,8:39.0,,D. Lillard misses 3-pt jump shot from 28 ft,6,8
25,1,8:37.0,Defensive rebound by J. Ingles,,6,8
26,1,8:30.0,R. Gobert misses 2-pt hook shot from 2 ft,,6,8
27,1,8:28.0,,Defensive rebound by M. Harkless,6,8
28,1,8:21.0,,C. McCollum misses 2-pt jump shot from 11 ft,6,8
29,1,8:19.0,Defensive rebound by J. Ingles,,6,8
30,1,8:10.0,Turnover by J. Ingles (bad pass; steal by C. McCollum),,6,8
31,1,8:10.0,,Personal take foul by R. O'Neale (drawn by C. McCollum),6,8
32,1,7:59.0,,C. McCollum misses 2-pt jump shot from 16 ft,6,8
33,1,7:57.0,Defensive rebound by D. Favors,,6,8
34,1,7:42.0,Turnover by D. Favors (traveling),,6,8
35,1,7:22.0,,J. Nurkić misses 2-pt hook shot from 5 ft,6,8
36,1,7:21.0,Defensive rebound by R. Gobert,,6,8
37,1,7:14.0,Turnover by J. Ingles (bad pass; steal by C. McCollum),,6,8
38,1,7:06.0,,M. Harkless misses 3-pt jump shot from 24 ft,6,8
39,1,7:02.0,,Offensive rebound by J. Nurkić,6,8
40,1,6:58.0,,A. Aminu makes 2-pt hook shot from 3 ft (assist by M. Harkless),6,10
41,1,6:41.0,J. Ingles makes 2-pt layup from 1 ft,,8,10
42,1,6:32.0,,C. McCollum misses 2-pt layup from 1 ft (block by D. Favors),8,10
43,1,6:29.0,Defensive rebound by J. Ingles,,8,10
44,1,6:21.0,R. O'Neale misses 2-pt layup from 2 ft (block by J. Nurkić),,8,10
45,1,6:19.0,Offensive rebound by R. O'Neale,,8,10
46,1,6:17.0,D. Favors makes 2-pt jump shot from 14 ft (assist by R. O'Neale),,10,10
47,1,6:16.0,,Portland full timeout,10,10
48,1,6:16.0,J. Crowder enters the game for R. O'Neale,,10,10
49,1,6:03.0,,J. Nurkić misses 2-pt layup from 2 ft,10,10
50,1,6:01.0,Defensive rebound by R. Gobert,,10,10
51,1,5:49.0,D. Favors misses 2-pt jump shot from 18 ft,,10,10
52,1,5:46.0,,Defensive rebound by A. Aminu,10,10
53,1,5:37.0,,C. McCollum misses 3-pt jump shot from 23 ft,10,10
54,1,5:35.0,,Offensive rebound by Team,10,10
55,1,5:31.0,,J. Nurkić misses 2-pt jump shot from 21 ft,10,10
56,1,5:29.0,Defensive rebound by D. Favors,,10,10
57,1,5:13.0,J. Ingles makes 3-pt jump shot from 25 ft (assist by J. Crowder),,13,10
58,1,4:57.0,,C. McCollum misses 2-pt jump shot from 5 ft,13,10
59,1,4:55.0,Defensive rebound by D. Favors,,13,10
60,1,4:38.0,R. Gobert misses 2-pt hook shot from 6 ft,,13,10
61,1,4:35.0,,Defensive rebound by M. Harkless,13,10
62,1,4:28.0,,A. Aminu makes 3-pt jump shot from 23 ft (assist by C. McCollum),13,13
63,1,4:12.0,D. Mitchell misses 2-pt jump shot from 19 ft,,13,13
64,1,4:10.0,,Defensive rebound by A. Aminu,13,13
65,1,3:59.0,,C. McCollum makes 3-pt jump shot from 25 ft (assist by A. Aminu),13,16
66,1,3:38.0,R. Gobert makes 2-pt layup from 1 ft (assist by J. Ingles),,15,16
67,1,3:25.0,,Turnover by C. McCollum (bad pass; steal by J. Ingles),15,16
68,1,3:21.0,J. Crowder misses 3-pt jump shot from 24 ft,,15,16
69,1,3:17.0,,Defensive rebound by M. Harkless,15,16
70,1,3:05.0,,D. Lillard makes 2-pt jump shot from 14 ft (assist by J. Nurkić),15,18
71,1,3:03.0,Utah full timeout,,15,18
72,1,3:03.0,,E. Turner enters the game for C. McCollum,15,18
73,1,3:03.0,,E. Davis enters the game for M. Harkless,15,18
74,1,3:03.0,,Z. Collins enters the game for A. Aminu,15,18
