,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,LA CLIPPERS_ACTION,BROOKLYN_SCORE,LA CLIPPERS_SCORE
53,1,5:32.0,,Shooting foul by D. Carroll (drawn by D. Jordan),9,18
54,1,5:32.0,,D. Jordan makes free throw 1 of 2,9,19
55,1,5:32.0,,L. Williams enters the game for M. Teodosić,9,19
56,1,5:32.0,,D. Jordan makes free throw 2 of 2,9,20
57,1,5:11.0,A. Crabbe makes 3-pt jump shot from 26 ft (assist by S. Dinwiddie),,12,20
58,1,4:43.0,,T. Harris makes 2-pt jump shot from 4 ft,12,22
59,1,4:26.0,J. Harris misses 3-pt jump shot from 25 ft,,12,22
60,1,4:24.0,,Defensive rebound by Team,12,22
61,1,4:24.0,C. LeVert enters the game for D. Carroll,,12,22
62,1,4:24.0,R. Hollis-Jefferson enters the game for A. Crabbe,,12,22
63,1,4:08.0,,L. Williams misses 2-pt jump shot from 13 ft,12,22
64,1,4:05.0,Defensive rebound by R. Hollis-Jefferson,,12,22
65,1,3:59.0,D. Cunningham makes 2-pt dunk from 1 ft (assist by S. Dinwiddie),,14,22
66,1,3:41.0,,A. Rivers makes 2-pt jump shot from 11 ft,14,24
67,1,3:29.0,D. Cunningham misses 3-pt jump shot from 24 ft,,14,24
68,1,3:26.0,,Defensive rebound by L. Williams,14,24
69,1,3:20.0,,L. Williams misses 2-pt jump shot from 19 ft,14,24
70,1,3:16.0,Defensive rebound by D. Cunningham,,14,24
71,1,3:11.0,R. Hollis-Jefferson misses 2-pt layup from 6 ft (block by T. Harris),,14,24
72,1,3:11.0,Offensive rebound by Team,,14,24
73,1,3:09.0,C. LeVert misses 2-pt layup from 2 ft (block by L. Williams),,14,24
74,1,3:05.0,Offensive rebound by C. LeVert,,14,24
75,1,3:02.0,C. LeVert makes 2-pt layup from 2 ft,,16,24
76,1,2:45.0,,Turnover by A. Rivers (lost ball; steal by C. LeVert),16,24
77,1,2:42.0,Shooting foul by S. Thornwell (drawn by D. Cunningham),,16,24
78,1,2:42.0,,LA Clippers full timeout,16,24
79,1,2:42.0,D. Russell enters the game for S. Dinwiddie,,16,24
80,1,2:42.0,D. Cunningham makes free throw 1 of 2,,17,24
81,1,2:42.0,D. Cunningham makes free throw 2 of 2,,18,24
82,1,2:29.0,,T. Harris makes 2-pt layup from 2 ft,18,26
83,1,2:12.0,C. LeVert makes 3-pt jump shot from 25 ft (assist by D. Cunningham),,21,26
84,1,1:55.0,,L. Williams makes 2-pt layup from 1 ft,21,28
85,1,1:50.0,Shooting foul by D. Jordan (drawn by J. Harris),,21,28
86,1,1:50.0,J. Harris makes free throw 1 of 2,,22,28
87,1,1:50.0,,S. Kilpatrick enters the game for A. Rivers,22,28
88,1,1:50.0,J. Harris makes free throw 2 of 2,,23,28
89,1,1:39.0,,L. Williams misses 3-pt jump shot from 25 ft,23,28
90,1,1:36.0,Defensive rebound by D. Russell,,23,28
91,1,1:30.0,D. Russell misses 3-pt jump shot from 26 ft,,23,28
92,1,1:28.0,,Defensive rebound by D. Jordan,23,28
93,1,1:17.0,,T. Harris misses 2-pt layup from 2 ft,23,28
94,1,1:17.0,,Offensive rebound by D. Jordan,23,28
95,1,1:17.0,,Shooting foul by J. Harris (drawn by D. Jordan),23,28
96,1,1:17.0,,D. Jordan makes free throw 1 of 2,23,29
97,1,1:17.0,S. Dinwiddie enters the game for D. Russell,,23,29
98,1,1:17.0,,D. Jordan misses free throw 2 of 2,23,29
99,1,1:14.0,Defensive rebound by R. Hollis-Jefferson,,23,29
100,1,1:03.0,Turnover by C. LeVert (bad pass; steal by L. Williams),,23,29
101,1,1:00.0,,D. Jordan makes 2-pt dunk from 1 ft (assist by T. Harris),23,31
102,1,0:46.0,R. Hollis-Jefferson makes 2-pt jump shot from 13 ft (assist by S. Dinwiddie),,25,31
103,1,0:41.0,,Personal foul by C. LeVert (drawn by L. Williams),25,31
104,1,0:41.0,,L. Williams misses free throw 1 of 2,25,31
105,1,0:41.0,,Offensive rebound by Team,25,31
106,1,0:41.0,,M. Harrell enters the game for D. Jordan,25,31
107,1,0:41.0,,S. Dekker enters the game for T. Harris,25,31
108,1,0:41.0,,L. Williams makes free throw 2 of 2,25,32
109,1,0:34.0,Shooting foul by S. Thornwell (drawn by S. Dinwiddie),,25,32
110,1,0:34.0,S. Dinwiddie makes free throw 1 of 2,,26,32
111,1,0:34.0,S. Dinwiddie makes free throw 2 of 2,,27,32
112,1,0:27.0,,S. Dekker misses 2-pt layup at rim,27,32
113,1,0:24.0,Defensive rebound by D. Cunningham,,27,32
114,1,0:03.0,S. Dinwiddie misses 2-pt jump shot from 16 ft,,27,32
115,1,0:01.0,,Defensive rebound by Team,27,32
116,2,11:36.0,D. Cunningham misses 2-pt jump shot from 10 ft,,27,32
117,2,11:33.0,,Defensive rebound by S. Dekker,27,32
118,2,11:27.0,,Turnover by L. Williams (bad pass; steal by D. Cunningham),27,32
119,2,11:23.0,D. Russell misses 2-pt layup from 1 ft,,27,32
120,2,11:18.0,Offensive rebound by J. Harris,,27,32
121,2,11:18.0,J. Harris makes 2-pt layup at rim,,29,32
122,2,11:05.0,,L. Williams misses 3-pt jump shot from 26 ft,29,32
123,2,11:02.0,Defensive rebound by J. Harris,,29,32
124,2,10:55.0,J. Harris makes 2-pt layup from 2 ft (assist by D. Russell),,31,32
125,2,10:45.0,,S. Thornwell makes 3-pt jump shot from 22 ft (assist by S. Kilpatrick),31,35
126,2,10:35.0,Shooting foul by S. Dekker (drawn by D. Russell),,31,35
127,2,10:35.0,D. Russell makes free throw 1 of 2,,32,35
128,2,10:35.0,,M. Teodosić enters the game for S. Thornwell,32,35
129,2,10:35.0,D. Russell makes free throw 2 of 2,,33,35
130,2,10:25.0,,M. Teodosić makes 2-pt jump shot from 10 ft,33,37
131,2,10:07.0,D. Cunningham makes 2-pt layup from 2 ft (assist by C. LeVert),,35,37
132,2,9:57.0,,L. Williams makes 2-pt layup from 1 ft,35,39
133,2,9:46.0,R. Hollis-Jefferson misses 2-pt jump shot from 8 ft,,35,39
134,2,9:42.0,,Defensive rebound by M. Harrell,35,39
135,2,9:39.0,,L. Williams makes 3-pt jump shot from 26 ft (assist by M. Teodosić),35,42
136,2,9:23.0,Shooting foul by S. Kilpatrick (drawn by R. Hollis-Jefferson),,35,42
137,2,9:23.0,R. Hollis-Jefferson makes free throw 1 of 2,,36,42
138,2,9:23.0,R. Hollis-Jefferson misses free throw 2 of 2,,36,42
139,2,9:21.0,,Defensive rebound by M. Harrell,36,42
140,2,9:13.0,,L. Williams makes 2-pt jump shot from 15 ft,36,44
141,2,8:53.0,J. Harris makes 2-pt layup from 1 ft,,38,44
142,2,8:34.0,,M. Harrell makes 2-pt layup from 1 ft,38,46
143,2,8:18.0,C. LeVert makes 2-pt layup from 3 ft,,40,46
144,2,8:02.0,,L. Williams misses 2-pt jump shot from 20 ft,40,46
145,2,7:58.0,,Offensive rebound by S. Dekker,40,46
146,2,7:54.0,,L. Williams misses 3-pt jump shot from 23 ft,40,46
147,2,7:50.0,Defensive rebound by D. Russell,,40,46
148,2,7:46.0,R. Hollis-Jefferson makes 2-pt layup at rim (assist by D. Russell),,42,46
149,2,7:39.0,,Personal foul by D. Russell (drawn by S. Kilpatrick),42,46
150,2,7:39.0,,A. Rivers enters the game for S. Kilpatrick,42,46
151,2,7:31.0,,M. Harrell makes 2-pt dunk at rim (assist by M. Teodosić),42,48
152,2,7:30.0,Brooklyn full timeout,,42,48
153,2,7:30.0,,D. Jordan enters the game for S. Dekker,42,48
154,2,7:30.0,A. Crabbe enters the game for D. Russell,,42,48
155,2,7:13.0,C. LeVert makes 2-pt layup from 1 ft,,44,48
156,2,6:57.0,,L. Williams misses 2-pt jump shot from 9 ft,44,48
157,2,6:57.0,Defensive rebound by Team,,44,48
158,2,6:57.0,,Loose ball foul by D. Jordan (drawn by D. Cunningham),44,48
159,2,6:43.0,D. Cunningham makes 2-pt layup from 1 ft (assist by C. LeVert),,46,48
160,2,6:30.0,,M. Teodosić misses 3-pt jump shot from 26 ft,46,48
161,2,6:28.0,Defensive rebound by A. Crabbe,,46,48
162,2,6:14.0,Turnover by J. Harris (bad pass; steal by M. Harrell),,46,48
163,2,6:11.0,,Shooting block foul by J. Harris (drawn by M. Harrell),46,48
164,2,6:11.0,,M. Harrell makes free throw 1 of 2,46,49
165,2,6:11.0,,M. Harrell makes free throw 2 of 2,46,50
166,2,5:56.0,R. Hollis-Jefferson misses 3-pt jump shot from 24 ft,,46,50
167,2,5:53.0,,Defensive rebound by A. Rivers,46,50
168,2,5:37.0,,Shooting foul by R. Hollis-Jefferson (drawn by M. Teodosić),46,50
169,2,5:37.0,,M. Teodosić makes free throw 1 of 3,46,51
170,2,5:37.0,,M. Teodosić misses free throw 2 of 3,46,51
171,2,5:37.0,,Offensive rebound by Team,46,51
172,2,5:37.0,,T. Harris enters the game for M. Harrell,46,51
173,2,5:37.0,J. Allen enters the game for R. Hollis-Jefferson,,46,51
174,2,5:37.0,D. Carroll enters the game for D. Cunningham,,46,51
175,2,5:37.0,,M. Teodosić makes free throw 3 of 3,46,52
176,2,5:26.0,J. Harris misses 3-pt jump shot from 25 ft,,46,52
177,2,5:23.0,,Defensive rebound by D. Jordan,46,52
178,2,5:13.0,,T. Harris misses 2-pt layup from 1 ft (block by J. Allen),46,52
179,2,5:09.0,Defensive rebound by D. Carroll,,46,52
180,2,5:04.0,C. LeVert makes 2-pt jump shot from 4 ft,,48,52
181,2,4:56.0,,Personal foul by J. Harris (drawn by M. Teodosić),48,52
182,2,4:56.0,,S. Thornwell enters the game for L. Williams,48,52
183,2,4:56.0,S. Dinwiddie enters the game for J. Harris,,48,52
184,2,4:44.0,,T. Harris makes 2-pt jump shot from 16 ft,48,54
185,2,4:25.0,D. Carroll makes 3-pt jump shot from 23 ft (assist by J. Allen),,51,54
186,2,4:06.0,,Shooting foul by J. Allen (drawn by T. Harris),51,54
187,2,4:06.0,,T. Harris makes free throw 1 of 2,51,55
188,2,4:06.0,,T. Harris makes free throw 2 of 2,51,56
189,2,3:42.0,S. Dinwiddie misses 3-pt jump shot from 27 ft,,51,56
190,2,3:40.0,,Defensive rebound by A. Rivers,51,56
191,2,3:35.0,,Shooting foul by J. Allen (drawn by A. Rivers),51,56
192,2,3:35.0,,A. Rivers misses free throw 1 of 2,51,56
193,2,3:35.0,,Offensive rebound by Team,51,56
194,2,3:35.0,R. Hollis-Jefferson enters the game for C. LeVert,,51,56
195,2,3:35.0,,A. Rivers makes free throw 2 of 2,51,57
196,2,3:13.0,R. Hollis-Jefferson misses 2-pt jump shot from 14 ft,,51,57
197,2,3:10.0,,Defensive rebound by M. Teodosić,51,57
198,2,2:58.0,,T. Harris misses 3-pt jump shot from 23 ft,51,57
199,2,2:56.0,Defensive rebound by D. Carroll,,51,57
200,2,2:46.0,A. Crabbe misses 2-pt jump shot from 13 ft,,51,57
201,2,2:43.0,,Defensive rebound by A. Rivers,51,57
202,2,2:35.0,,T. Harris makes 2-pt layup from 1 ft (assist by D. Jordan),51,59
203,2,2:21.0,J. Allen misses 2-pt dunk from 2 ft,,51,59
204,2,2:17.0,,Defensive rebound by D. Jordan,51,59
205,2,2:10.0,,A. Rivers misses 2-pt layup from 3 ft,51,59
206,2,2:09.0,Defensive rebound by J. Allen,,51,59
207,2,2:09.0,Personal take foul by M. Teodosić (drawn by S. Dinwiddie),,51,59
208,2,2:09.0,,LA Clippers full timeout,51,59
209,2,2:09.0,,L. Williams enters the game for M. Teodosić,51,59
210,2,1:52.0,Turnover by D. Carroll (lost ball; steal by L. Williams),,51,59
211,2,1:49.0,,T. Harris makes 2-pt layup from 1 ft (assist by S. Thornwell),51,61
212,2,1:42.0,J. Allen makes 2-pt dunk from 2 ft (assist by S. Dinwiddie),,53,61
213,2,1:24.0,,T. Harris makes 2-pt jump shot from 14 ft (assist by A. Rivers),53,63
214,2,1:04.0,A. Crabbe misses 3-pt jump shot from 26 ft,,53,63
215,2,1:02.0,,Defensive rebound by D. Jordan,53,63
216,2,0:53.0,,L. Williams makes 2-pt jump shot from 15 ft,53,65
217,2,0:29.0,J. Allen misses 3-pt jump shot from 24 ft,,53,65
218,2,0:27.0,,Defensive rebound by D. Jordan,53,65
219,2,0:09.0,,L. Williams misses 2-pt jump shot from 14 ft,53,65
220,2,0:06.0,Defensive rebound by D. Carroll,,53,65
221,2,0:01.0,Turnover by D. Carroll (bad pass; steal by S. Thornwell),,53,65
222,3,11:45.0,Turnover by J. Allen (lost ball; steal by T. Harris),,53,65
223,3,11:41.0,,A. Rivers makes 2-pt layup from 1 ft (assist by T. Harris),53,67
224,3,11:32.0,Personal foul by M. Teodosić (drawn by A. Crabbe),,53,67
225,3,11:18.0,J. Allen makes 2-pt dunk from 2 ft (assist by D. Carroll),,55,67
226,3,11:07.0,,Personal foul by A. Crabbe (drawn by M. Teodosić),55,67
227,3,10:54.0,,Turnover by T. Harris (bad pass; steal by S. Dinwiddie),55,67
228,3,10:49.0,A. Crabbe misses 3-pt jump shot from 23 ft,,55,67
229,3,10:45.0,,Defensive rebound by D. Jordan,55,67
230,3,10:34.0,,T. Harris makes 3-pt jump shot from 25 ft,55,70
231,3,10:20.0,D. Carroll misses 3-pt jump shot from 25 ft,,55,70
232,3,10:20.0,Offensive rebound by J. Allen,,55,70
233,3,10:16.0,A. Crabbe makes 3-pt jump shot from 26 ft (assist by J. Allen),,58,70
234,3,9:50.0,,T. Harris misses 2-pt jump shot from 6 ft,58,70
235,3,9:46.0,,Offensive rebound by D. Jordan,58,70
236,3,9:46.0,,D. Jordan makes 2-pt layup at rim,58,72
237,3,9:37.0,D. Carroll makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),,61,72
238,3,9:19.0,,D. Jordan misses 2-pt layup from 2 ft,61,72
239,3,9:16.0,Defensive rebound by S. Dinwiddie,,61,72
240,3,9:12.0,D. Carroll makes 3-pt jump shot from 24 ft (assist by S. Dinwiddie),,64,72
241,3,8:47.0,,D. Jordan misses 2-pt layup from 6 ft,64,72
242,3,8:45.0,Defensive rebound by D. Russell,,64,72
243,3,8:42.0,D. Carroll misses 3-pt jump shot from 26 ft,,64,72
244,3,8:42.0,,Defensive rebound by T. Harris,64,72
245,3,8:32.0,,M. Teodosić misses 3-pt jump shot from 27 ft,64,72
246,3,8:32.0,Defensive rebound by D. Carroll,,64,72
247,3,8:11.0,D. Carroll misses 3-pt jump shot from 25 ft,,64,72
248,3,8:11.0,,Defensive rebound by W. Johnson,64,72
249,3,7:56.0,,T. Harris misses 3-pt jump shot from 26 ft,64,72
250,3,7:56.0,Defensive rebound by A. Crabbe,,64,72
251,3,7:40.0,Shooting foul by M. Teodosić (drawn by D. Russell),,64,72
252,3,7:40.0,D. Russell makes free throw 1 of 2,,65,72
253,3,7:40.0,R. Hollis-Jefferson enters the game for D. Carroll,,65,72
254,3,7:40.0,D. Russell misses free throw 2 of 2,,65,72
255,3,7:38.0,,Defensive rebound by T. Harris,65,72
256,3,7:22.0,,Turnover by T. Harris (bad pass; steal by R. Hollis-Jefferson),65,72
257,3,7:16.0,A. Crabbe misses 3-pt jump shot from 24 ft,,65,72
258,3,7:14.0,,Defensive rebound by D. Jordan,65,72
259,3,7:04.0,,A. Rivers makes 3-pt jump shot from 24 ft (assist by D. Jordan),65,75
260,3,6:47.0,Turnover by J. Allen (bad pass),,65,75
261,3,6:47.0,,LA Clippers full timeout,65,75
262,3,6:47.0,D. Carroll enters the game for S. Dinwiddie,,65,75
263,3,6:47.0,C. LeVert enters the game for J. Allen,,65,75
264,3,6:32.0,,A. Rivers misses 3-pt jump shot from 27 ft,65,75
265,3,6:32.0,,Offensive rebound by Team,65,75
266,3,6:30.0,,L. Williams enters the game for M. Teodosić,65,75
267,3,6:30.0,,S. Thornwell enters the game for W. Johnson,65,75
268,3,6:20.0,,Shooting foul by A. Crabbe (drawn by L. Williams),65,75
269,3,6:20.0,,L. Williams makes free throw 1 of 2,65,76
270,3,6:20.0,,L. Williams makes free throw 2 of 2,65,77
271,3,6:11.0,Turnover by D. Russell (bad pass; steal by L. Williams),,65,77
272,3,6:07.0,,Turnover by S. Thornwell (bad pass; steal by D. Carroll),65,77
273,3,5:58.0,R. Hollis-Jefferson makes 2-pt jump shot from 8 ft,,67,77
274,3,5:44.0,,T. Harris makes 2-pt dunk from 1 ft (assist by L. Williams),67,79
275,3,5:20.0,Turnover by D. Russell (lost ball; steal by T. Harris),,67,79
276,3,5:16.0,,S. Thornwell misses 2-pt layup from 2 ft (block by C. LeVert),67,79
277,3,5:13.0,Defensive rebound by R. Hollis-Jefferson,,67,79
278,3,5:08.0,D. Russell misses 2-pt jump shot from 12 ft,,67,79
279,3,5:08.0,Offensive rebound by R. Hollis-Jefferson,,67,79
280,3,5:02.0,D. Carroll makes 3-pt jump shot from 26 ft (assist by R. Hollis-Jefferson),,70,79
281,3,4:47.0,,A. Rivers makes 3-pt jump shot from 26 ft,70,82
282,3,4:23.0,C. LeVert makes 3-pt jump shot from 26 ft (assist by R. Hollis-Jefferson),,73,82
283,3,4:12.0,,L. Williams misses 2-pt jump shot from 5 ft,73,82
284,3,4:12.0,,Offensive rebound by D. Jordan,73,82
285,3,4:11.0,,Shooting foul by D. Carroll (drawn by D. Jordan),73,82
286,3,4:11.0,,D. Jordan makes free throw 1 of 2,73,83
287,3,4:11.0,J. Harris enters the game for D. Carroll,,73,83
288,3,4:11.0,D. Cunningham enters the game for A. Crabbe,,73,83
289,3,4:11.0,,D. Jordan makes free throw 2 of 2,73,84
290,3,3:58.0,C. LeVert misses 2-pt layup from 5 ft (block by D. Jordan),,73,84
291,3,3:58.0,Offensive rebound by Team,,73,84
292,3,3:58.0,S. Dinwiddie enters the game for D. Russell,,73,84
293,3,3:53.0,C. LeVert misses 3-pt jump shot from 25 ft,,73,84
294,3,3:48.0,,Defensive rebound by T. Harris,73,84
295,3,3:43.0,,Turnover by L. Williams (bad pass),73,84
296,3,3:24.0,Turnover by S. Dinwiddie (bad pass; steal by D. Jordan),,73,84
297,3,3:17.0,,D. Jordan misses 2-pt layup from 1 ft,73,84
298,3,3:14.0,Defensive rebound by C. LeVert,,73,84
299,3,3:09.0,Shooting foul by T. Harris (drawn by R. Hollis-Jefferson),,73,84
300,3,3:09.0,R. Hollis-Jefferson makes free throw 1 of 2,,74,84
301,3,3:09.0,R. Hollis-Jefferson makes free throw 2 of 2,,75,84
302,3,2:48.0,,A. Rivers misses 3-pt jump shot from 25 ft,75,84
303,3,2:44.0,Defensive rebound by J. Harris,,75,84
304,3,2:35.0,Personal foul by D. Jordan (drawn by S. Dinwiddie),,75,84
305,3,2:35.0,Brooklyn full timeout,,75,84
306,3,2:35.0,,M. Harrell enters the game for D. Jordan,75,84
307,3,2:27.0,C. LeVert misses 2-pt jump shot from 4 ft,,75,84
308,3,2:19.0,Offensive rebound by R. Hollis-Jefferson,,75,84
309,3,2:19.0,R. Hollis-Jefferson makes 2-pt layup at rim,,77,84
310,3,2:03.0,,Turnover by L. Williams (bad pass; steal by C. LeVert),77,84
311,3,1:44.0,Shooting foul by A. Rivers (drawn by S. Dinwiddie),,77,84
312,3,1:44.0,S. Dinwiddie makes free throw 1 of 2,,78,84
313,3,1:44.0,,S. Kilpatrick enters the game for A. Rivers,78,84
314,3,1:44.0,S. Dinwiddie makes free throw 2 of 2,,79,84
315,3,1:28.0,,Shooting foul by R. Hollis-Jefferson (drawn by M. Harrell),79,84
316,3,1:28.0,,M. Harrell makes free throw 1 of 2,79,85
317,3,1:28.0,,S. Dekker enters the game for T. Harris,79,85
318,3,1:28.0,,M. Harrell makes free throw 2 of 2,79,86
319,3,1:08.0,C. LeVert makes 3-pt jump shot from 25 ft (assist by J. Harris),,82,86
320,3,1:00.0,,L. Williams makes 2-pt layup from 2 ft,82,88
321,3,1:00.0,,Shooting foul by C. LeVert (drawn by L. Williams),82,88
322,3,1:00.0,,L. Williams makes free throw 1 of 1,82,89
323,3,0:46.0,R. Hollis-Jefferson makes 2-pt layup from 1 ft (assist by C. LeVert),,84,89
324,3,0:38.0,,S. Kilpatrick makes 2-pt layup from 2 ft,84,91
325,3,0:31.0,Shooting foul by M. Harrell (drawn by J. Harris),,84,91
326,3,0:31.0,J. Harris makes free throw 1 of 2,,85,91
327,3,0:31.0,J. Harris makes free throw 2 of 2,,86,91
328,3,0:09.0,,L. Williams misses 3-pt jump shot from 26 ft,86,91
329,3,0:06.0,,Offensive rebound by S. Thornwell,86,91
330,3,0:03.0,,L. Williams misses 2-pt jump shot from 2 ft,86,91
331,3,0:01.0,Defensive rebound by R. Hollis-Jefferson,,86,91
332,4,11:45.0,,M. Harrell makes 2-pt dunk from 3 ft (assist by S. Dekker),86,93
333,4,11:25.0,D. Cunningham makes 3-pt jump shot from 23 ft (assist by R. Hollis-Jefferson),,89,93
334,4,11:15.0,,Shooting foul by D. Cunningham (drawn by M. Harrell),89,93
335,4,11:15.0,,M. Harrell misses free throw 1 of 2,89,93
336,4,11:15.0,,Offensive rebound by Team,89,93
337,4,11:15.0,,M. Harrell makes free throw 2 of 2,89,94
338,4,11:01.0,C. LeVert misses 2-pt layup from 1 ft,,89,94
339,4,10:58.0,Offensive rebound by R. Hollis-Jefferson,,89,94
340,4,10:58.0,R. Hollis-Jefferson misses 2-pt layup at rim,,89,94
341,4,10:58.0,Offensive rebound by R. Hollis-Jefferson,,89,94
342,4,10:58.0,R. Hollis-Jefferson misses 2-pt layup at rim,,89,94
343,4,10:58.0,Offensive rebound by C. LeVert,,89,94
344,4,10:58.0,C. LeVert misses 2-pt layup at rim,,89,94
345,4,10:58.0,Offensive rebound by Team,,89,94
346,4,10:58.0,,Loose ball foul by S. Dekker (drawn by R. Hollis-Jefferson),89,94
347,4,10:51.0,Shooting foul by S. Dekker (drawn by S. Dinwiddie),,89,94
348,4,10:51.0,S. Dinwiddie makes free throw 1 of 2,,90,94
349,4,10:51.0,,T. Harris enters the game for S. Dekker,90,94
350,4,10:51.0,S. Dinwiddie makes free throw 2 of 2,,91,94
351,4,10:43.0,,S. Kilpatrick misses 2-pt jump shot from 18 ft (block by R. Hollis-Jefferson),91,94
352,4,10:43.0,Defensive rebound by C. LeVert,,91,94
353,4,10:37.0,J. Harris makes 3-pt jump shot from 26 ft (assist by C. LeVert),,94,94
354,4,10:18.0,,S. Thornwell makes 2-pt layup from 2 ft (assist by L. Williams),94,96
355,4,10:02.0,J. Harris misses 2-pt layup from 1 ft (block by T. Harris),,94,96
356,4,10:00.0,,Defensive rebound by T. Harris,94,96
357,4,9:54.0,,S. Kilpatrick misses 2-pt layup from 2 ft,94,96
358,4,9:52.0,Defensive rebound by D. Cunningham,,94,96
359,4,9:41.0,D. Cunningham makes 3-pt jump shot from 23 ft (assist by R. Hollis-Jefferson),,97,96
360,4,9:21.0,,T. Harris makes 3-pt jump shot from 27 ft (assist by L. Williams),97,99
361,4,9:04.0,R. Hollis-Jefferson misses 2-pt jump shot from 12 ft,,97,99
362,4,9:01.0,,Defensive rebound by T. Harris,97,99
363,4,8:57.0,,S. Kilpatrick misses 3-pt jump shot from 26 ft,97,99
364,4,8:52.0,,Offensive rebound by M. Harrell,97,99
365,4,8:43.0,,Turnover by M. Harrell (lost ball; steal by S. Dinwiddie),97,99
366,4,8:40.0,C. LeVert makes 2-pt dunk from 1 ft (assist by S. Dinwiddie),,99,99
367,4,8:30.0,,Personal foul by R. Hollis-Jefferson (drawn by M. Harrell),99,99
368,4,8:30.0,,M. Teodosić enters the game for S. Thornwell,99,99
369,4,8:30.0,,A. Rivers enters the game for S. Kilpatrick,99,99
370,4,8:30.0,Brooklyn full timeout,,99,99
371,4,8:30.0,D. Carroll enters the game for C. LeVert,,99,99
