,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,PHILADELPHIA_ACTION,MEMPHIS_SCORE,PHILADELPHIA_SCORE
104,1,0:31.0,J. Martin misses free throw 1 of 2,,18,26
105,1,0:31.0,Offensive rebound by Team,,18,26
106,1,0:31.0,J. Martin makes free throw 2 of 2,,19,26
107,1,0:10.0,,E. İlyasova misses 2-pt layup from 3 ft,19,26
108,1,0:08.0,Defensive rebound by J. Martin,,19,26
109,1,0:01.0,B. McLemore misses 2-pt jump shot from 15 ft,,19,26
110,1,0:01.0,Offensive rebound by D. Davis,,19,26
111,1,0:00.0,D. Davis misses 2-pt layup at rim (block by J. Embiid),,19,26
112,1,0:00.0,Offensive rebound by Team,,19,26
113,2,11:48.0,,J. Embiid makes 2-pt layup from 1 ft (assist by T. McConnell),19,28
114,2,11:37.0,Personal foul by J. Anderson (drawn by D. Davis),,19,28
115,2,11:33.0,B. McLemore misses 3-pt jump shot from 25 ft,,19,28
116,2,11:28.0,Offensive rebound by B. McLemore,,19,28
117,2,11:26.0,B. McLemore misses 3-pt jump shot from 24 ft,,19,28
118,2,11:25.0,,Defensive rebound by Team,19,28
119,2,11:18.0,,Personal foul by D. Davis (drawn by J. Embiid),19,28
120,2,11:01.0,,J. Embiid makes 2-pt jump shot from 7 ft,19,30
121,2,10:58.0,Turnover by M. Chalmers (turnover),,19,30
122,2,10:42.0,,Shooting foul by J. Martin (drawn by J. Embiid),19,30
123,2,10:42.0,,J. Embiid makes free throw 1 of 2,19,31
124,2,10:42.0,,J. Embiid makes free throw 2 of 2,19,32
125,2,10:30.0,Personal foul by J. Embiid (drawn by D. Davis),,19,32
126,2,10:21.0,D. Davis misses 2-pt jump shot from 15 ft,,19,32
127,2,10:17.0,,Defensive rebound by J. Anderson,19,32
128,2,10:06.0,,J. Redick misses 3-pt jump shot from 25 ft,19,32
129,2,10:04.0,Defensive rebound by M. Chalmers,,19,32
130,2,9:50.0,J. Martin misses 3-pt jump shot from 23 ft,,19,32
131,2,9:48.0,Offensive rebound by Team,,19,32
132,2,9:48.0,,M. Belinelli enters the game for J. Redick,19,32
133,2,9:48.0,,D. Šarić enters the game for E. İlyasova,19,32
134,2,9:48.0,W. Selden enters the game for J. Martin,,19,32
135,2,9:48.0,J. Green enters the game for B. McLemore,,19,32
136,2,9:39.0,M. Chalmers makes 2-pt layup from 1 ft (assist by D. Davis),,21,32
137,2,9:27.0,,J. Anderson misses 3-pt jump shot from 23 ft,21,32
138,2,9:27.0,,Offensive rebound by Team,21,32
139,2,9:27.0,Loose ball foul by M. Chalmers (drawn by D. Šarić),,21,32
140,2,9:12.0,,J. Embiid misses 2-pt jump shot from 9 ft,21,32
141,2,9:09.0,Defensive rebound by J. Green,,21,32
142,2,8:52.0,J. Green misses 2-pt jump shot from 12 ft,,21,32
143,2,8:49.0,,Defensive rebound by T. McConnell,21,32
144,2,8:39.0,,T. McConnell makes 2-pt jump shot from 9 ft,21,34
145,2,8:37.0,Personal foul by J. Embiid (drawn by M. Chalmers),,21,34
146,2,8:37.0,,R. Covington enters the game for J. Anderson,21,34
147,2,8:37.0,,B. Simmons enters the game for T. McConnell,21,34
148,2,8:37.0,,A. Johnson enters the game for J. Embiid,21,34
149,2,8:37.0,M. Gasol enters the game for M. Chalmers,,21,34
150,2,8:37.0,A. Harrison enters the game for D. Davis,,21,34
151,2,8:37.0,D. Brooks enters the game for C. Parsons,,21,34
152,2,8:18.0,A. Harrison misses 2-pt layup from 10 ft,,21,34
153,2,8:18.0,,Defensive rebound by Team,21,34
154,2,7:58.0,,D. Šarić misses 2-pt hook shot from 3 ft,21,34
155,2,7:56.0,Defensive rebound by M. Gasol,,21,34
156,2,7:52.0,D. Brooks makes 3-pt jump shot from 22 ft (assist by W. Selden),,24,34
157,2,7:52.0,,Philadelphia full timeout,24,34
158,2,7:36.0,,B. Simmons makes 2-pt dunk at rim (assist by M. Belinelli),24,36
159,2,7:11.0,D. Brooks makes 2-pt jump shot from 9 ft,,26,36
160,2,6:53.0,,D. Šarić makes 3-pt jump shot from 25 ft (assist by B. Simmons),26,39
161,2,6:33.0,Turnover by D. Brooks (bad pass; steal by A. Johnson),,26,39
162,2,6:28.0,,B. Simmons makes 2-pt layup from 2 ft (assist by A. Johnson),26,41
163,2,6:28.0,Memphis full timeout,,26,41
164,2,6:28.0,B. Weber enters the game for A. Harrison,,26,41
165,2,6:07.0,W. Selden misses 3-pt jump shot from 25 ft,,26,41
166,2,6:00.0,Offensive rebound by J. Green,,26,41
167,2,6:00.0,J. Green makes 2-pt layup at rim,,28,41
168,2,5:48.0,,M. Belinelli misses 3-pt jump shot from 27 ft,28,41
169,2,5:45.0,Defensive rebound by W. Selden,,28,41
170,2,5:36.0,D. Brooks makes 2-pt layup from 3 ft (assist by J. Green),,30,41
171,2,5:17.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by M. Belinelli),30,44
172,2,4:59.0,,E. İlyasova enters the game for A. Johnson,30,44
173,2,4:50.0,M. Gasol makes 2-pt hook shot from 10 ft,,32,44
174,2,4:40.0,,B. Simmons misses 2-pt layup from 2 ft,32,44
175,2,4:38.0,Defensive rebound by M. Gasol,,32,44
176,2,4:34.0,Turnover by D. Brooks (bad pass; steal by B. Simmons),,32,44
177,2,4:34.0,,Personal foul by M. Gasol (drawn by B. Simmons),32,44
178,2,4:34.0,J. Martin enters the game for B. Weber,,32,44
179,2,4:34.0,C. Parsons enters the game for W. Selden,,32,44
180,2,4:23.0,,M. Belinelli makes 2-pt layup from 5 ft (assist by D. Šarić),32,46
181,2,4:01.0,Shooting foul by R. Covington (drawn by D. Brooks),,32,46
182,2,4:01.0,D. Brooks misses free throw 1 of 2,,32,46
183,2,4:01.0,Offensive rebound by Team,,32,46
184,2,4:01.0,D. Brooks makes free throw 2 of 2,,33,46
185,2,3:51.0,,Turnover by B. Simmons (out of bounds lost ball),33,46
186,2,3:51.0,,J. Redick enters the game for M. Belinelli,33,46
187,2,3:39.0,Turnover by D. Brooks (bad pass; steal by E. İlyasova),,33,46
188,2,3:33.0,,R. Covington misses 3-pt jump shot from 23 ft,33,46
189,2,3:29.0,Defensive rebound by J. Martin,,33,46
190,2,3:22.0,J. Martin makes 2-pt jump shot from 4 ft,,35,46
191,2,3:14.0,,D. Šarić misses 3-pt jump shot from 25 ft,35,46
192,2,3:12.0,Defensive rebound by C. Parsons,,35,46
193,2,3:09.0,Shooting foul by D. Šarić (drawn by J. Martin),,35,46
194,2,3:09.0,J. Martin makes free throw 1 of 2,,36,46
195,2,3:09.0,,J. Embiid enters the game for D. Šarić,36,46
196,2,3:09.0,J. Martin misses free throw 2 of 2,,36,46
197,2,3:07.0,,Defensive rebound by J. Embiid,36,46
198,2,2:55.0,,Turnover by B. Simmons (bad pass),36,46
199,2,2:45.0,M. Gasol misses 3-pt jump shot from 26 ft,,36,46
200,2,2:42.0,,Defensive rebound by J. Redick,36,46
201,2,2:34.0,,R. Covington misses 2-pt jump shot from 19 ft,36,46
202,2,2:34.0,Defensive rebound by Team,,36,46
203,2,2:28.0,C. Parsons makes 2-pt layup from 2 ft (assist by M. Gasol),,38,46
204,2,2:11.0,,E. İlyasova misses 2-pt jump shot from 14 ft,38,46
205,2,2:06.0,,Offensive rebound by B. Simmons,38,46
206,2,2:06.0,,B. Simmons misses 2-pt layup at rim,38,46
207,2,2:05.0,Defensive rebound by J. Martin,,38,46
208,2,2:05.0,Shooting foul by R. Covington (drawn by J. Martin),,38,46
209,2,2:05.0,J. Martin makes free throw 1 of 2,,39,46
210,2,2:05.0,,M. Belinelli enters the game for R. Covington,39,46
211,2,2:05.0,J. Martin makes free throw 2 of 2,,40,46
212,2,1:50.0,,Personal foul by M. Gasol (drawn by J. Embiid),40,46
213,2,1:50.0,,J. Embiid makes free throw 1 of 2,40,47
214,2,1:50.0,,J. Embiid makes free throw 2 of 2,40,48
215,2,1:35.0,J. Green makes 2-pt layup from 2 ft,,42,48
216,2,1:26.0,,J. Redick misses 3-pt jump shot from 25 ft,42,48
217,2,1:24.0,Defensive rebound by J. Green,,42,48
218,2,1:17.0,J. Martin misses 2-pt jump shot from 19 ft,,42,48
219,2,1:14.0,,Defensive rebound by J. Redick,42,48
220,2,0:56.0,,J. Embiid makes 2-pt jump shot from 16 ft,42,50
221,2,0:42.0,C. Parsons misses 3-pt jump shot from 25 ft,,42,50
222,2,0:39.0,,Defensive rebound by E. İlyasova,42,50
223,2,0:35.0,,B. Simmons makes 2-pt layup from 3 ft,42,52
224,2,0:35.0,,Shooting foul by J. Green (drawn by B. Simmons),42,52
225,2,0:35.0,,B. Simmons makes free throw 1 of 1,42,53
226,2,0:24.0,Personal foul by M. Belinelli (drawn by J. Martin),,42,53
227,2,0:24.0,J. Martin makes free throw 1 of 2,,43,53
228,2,0:24.0,J. Martin makes free throw 2 of 2,,44,53
229,2,0:06.0,Technical foul by D. Brooks,,44,53
230,2,0:06.0,,T. McConnell enters the game for M. Belinelli,44,53
231,2,0:06.0,,J. Embiid makes flagrant free throw 1 of 2,44,54
232,2,0:06.0,,J. Embiid makes flagrant free throw 2 of 2,44,55
233,2,0:06.0,,M. Belinelli enters the game for T. McConnell,44,55
234,2,0:01.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by B. Simmons),44,58
235,3,11:51.0,,Offensive foul by J. Redick (drawn by A. Harrison),44,58
236,3,11:51.0,,Turnover by J. Redick (offensive foul),44,58
237,3,11:39.0,D. Brooks makes 2-pt jump shot from 22 ft (assist by M. Gasol),,46,58
238,3,11:19.0,,J. Redick misses 2-pt jump shot from 20 ft,46,58
239,3,11:14.0,,Offensive rebound by J. Embiid,46,58
240,3,11:05.0,,J. Redick makes 3-pt jump shot from 24 ft (assist by J. Embiid),46,61
241,3,10:42.0,Turnover by J. Green (bad pass; steal by B. Simmons),,46,61
242,3,10:37.0,,J. Redick misses 3-pt jump shot from 25 ft,46,61
243,3,10:35.0,Defensive rebound by J. Green,,46,61
244,3,10:29.0,D. Brooks makes 2-pt layup from 2 ft (assist by M. Gasol),,48,61
245,3,10:11.0,,R. Covington makes 2-pt layup from 1 ft,48,63
246,3,10:02.0,M. Gasol makes 3-pt jump shot from 25 ft (assist by J. Martin),,51,63
247,3,9:50.0,,J. Redick makes 2-pt layup from 1 ft (assist by B. Simmons),51,65
248,3,9:34.0,D. Brooks misses 2-pt jump shot from 19 ft,,51,65
249,3,9:31.0,,Defensive rebound by B. Simmons,51,65
250,3,9:27.0,,Shooting foul by J. Green (drawn by D. Šarić),51,65
251,3,9:27.0,,D. Šarić makes free throw 1 of 2,51,66
252,3,9:27.0,B. Weber enters the game for A. Harrison,,51,66
253,3,9:27.0,,D. Šarić makes free throw 2 of 2,51,67
254,3,9:13.0,J. Green misses 2-pt jump shot from 18 ft,,51,67
255,3,9:11.0,,Defensive rebound by J. Embiid,51,67
256,3,8:57.0,,B. Simmons makes 2-pt dunk at rim (assist by J. Embiid),51,69
257,3,8:43.0,J. Martin misses 2-pt layup from 12 ft,,51,69
258,3,8:39.0,,Defensive rebound by J. Embiid,51,69
259,3,8:30.0,,Turnover by J. Embiid (bad pass),51,69
260,3,8:12.0,Turnover by B. Weber (bad pass; steal by J. Embiid),,51,69
261,3,8:08.0,,R. Covington misses 2-pt layup from 3 ft (block by M. Gasol),51,69
262,3,8:04.0,Defensive rebound by M. Gasol,,51,69
263,3,8:04.0,Personal foul by B. Simmons (drawn by D. Brooks),,51,69
264,3,8:04.0,Memphis full timeout,,51,69
265,3,8:04.0,,M. Belinelli enters the game for J. Redick,51,69
266,3,8:04.0,,A. Johnson enters the game for J. Embiid,51,69
267,3,8:04.0,C. Parsons enters the game for D. Brooks,,51,69
268,3,7:54.0,C. Parsons misses 2-pt jump shot from 19 ft,,51,69
269,3,7:51.0,,Defensive rebound by B. Simmons,51,69
270,3,7:38.0,,R. Covington makes 3-pt jump shot from 26 ft (assist by A. Johnson),51,72
271,3,7:25.0,B. Weber makes 2-pt layup from 1 ft,,53,72
272,3,7:16.0,,D. Šarić misses 3-pt jump shot from 26 ft,53,72
273,3,7:12.0,Defensive rebound by J. Green,,53,72
274,3,7:02.0,Turnover by B. Weber (bad pass; steal by D. Šarić),,53,72
275,3,6:57.0,,M. Belinelli makes 3-pt jump shot from 27 ft (assist by D. Šarić),53,75
276,3,6:35.0,J. Martin misses 2-pt layup from 4 ft (block by A. Johnson),,53,75
277,3,6:31.0,,Defensive rebound by B. Simmons,53,75
278,3,6:29.0,,D. Šarić makes 2-pt layup from 2 ft (assist by B. Simmons),53,77
279,3,6:28.0,Memphis full timeout,,53,77
280,3,6:07.0,Shooting foul by D. Šarić (drawn by J. Green),,53,77
281,3,6:07.0,J. Green misses free throw 1 of 2,,53,77
282,3,6:07.0,Offensive rebound by Team,,53,77
283,3,6:07.0,J. Green makes free throw 2 of 2,,54,77
284,3,6:00.0,,B. Simmons makes 2-pt dunk from 1 ft,54,79
285,3,5:47.0,J. Green misses 3-pt jump shot from 27 ft,,54,79
286,3,5:43.0,Offensive rebound by J. Martin,,54,79
287,3,5:40.0,C. Parsons misses 2-pt jump shot from 19 ft,,54,79
288,3,5:37.0,,Defensive rebound by D. Šarić,54,79
289,3,5:33.0,,Philadelphia full timeout,54,79
290,3,5:33.0,,E. İlyasova enters the game for A. Johnson,54,79
291,3,5:26.0,,D. Šarić makes 3-pt jump shot from 22 ft (assist by B. Simmons),54,82
292,3,5:11.0,Turnover by B. Weber (bad pass; steal by R. Covington),,54,82
293,3,5:07.0,,R. Covington makes 2-pt dunk from 1 ft,54,84
294,3,4:42.0,M. Gasol misses 2-pt jump shot from 7 ft,,54,84
295,3,4:39.0,Offensive rebound by B. Weber,,54,84
296,3,4:29.0,J. Green misses 3-pt jump shot from 24 ft,,54,84
297,3,4:25.0,,Defensive rebound by R. Covington,54,84
298,3,4:20.0,,R. Covington makes 3-pt jump shot from 27 ft (assist by B. Simmons),54,87
299,3,3:57.0,J. Green makes 2-pt layup from 1 ft (assist by M. Gasol),,56,87
300,3,3:45.0,,M. Belinelli makes 2-pt jump shot from 18 ft (assist by B. Simmons),56,89
301,3,3:45.0,,Shooting foul by B. Weber (drawn by M. Belinelli),56,89
302,3,3:45.0,,T. McConnell enters the game for B. Simmons,56,89
303,3,3:45.0,,J. Anderson enters the game for R. Covington,56,89
304,3,3:45.0,A. Harrison enters the game for J. Martin,,56,89
305,3,3:45.0,D. Davis enters the game for B. Weber,,56,89
306,3,3:45.0,M. Chalmers enters the game for C. Parsons,,56,89
307,3,3:45.0,W. Selden enters the game for M. Gasol,,56,89
308,3,3:45.0,,M. Belinelli makes free throw 1 of 1,56,90
309,3,3:30.0,M. Chalmers misses 3-pt jump shot from 25 ft,,56,90
310,3,3:26.0,,Defensive rebound by T. McConnell,56,90
311,3,3:21.0,,E. İlyasova misses 3-pt jump shot from 26 ft,56,90
312,3,3:19.0,Defensive rebound by Team,,56,90
313,3,3:19.0,,R. Holmes enters the game for D. Šarić,56,90
314,3,3:08.0,Shooting foul by J. Anderson (drawn by W. Selden),,56,90
315,3,3:08.0,W. Selden makes free throw 1 of 2,,57,90
316,3,3:08.0,W. Selden makes free throw 2 of 2,,58,90
317,3,2:48.0,,E. İlyasova makes 2-pt jump shot from 11 ft (assist by T. McConnell),58,92
318,3,2:35.0,D. Davis makes 2-pt dunk at rim (assist by M. Chalmers),,60,92
319,3,2:17.0,,E. İlyasova misses 2-pt hook shot from 1 ft,60,92
320,3,2:15.0,Defensive rebound by D. Davis,,60,92
321,3,2:08.0,W. Selden misses 2-pt jump shot from 6 ft,,60,92
322,3,2:06.0,Offensive rebound by W. Selden,,60,92
323,3,2:06.0,Shooting foul by E. İlyasova (drawn by W. Selden),,60,92
324,3,2:06.0,W. Selden makes free throw 1 of 2,,61,92
325,3,2:06.0,B. McLemore enters the game for J. Green,,61,92
326,3,2:06.0,W. Selden makes free throw 2 of 2,,62,92
327,3,1:47.0,,E. İlyasova makes 2-pt layup from 2 ft (assist by T. McConnell),62,94
328,3,1:28.0,B. McLemore misses 3-pt jump shot from 23 ft,,62,94
329,3,1:25.0,Offensive rebound by D. Davis,,62,94
330,3,1:23.0,D. Davis makes 2-pt hook shot from 3 ft,,64,94
331,3,1:09.0,,M. Belinelli makes 3-pt jump shot from 27 ft (assist by R. Holmes),64,97
332,3,0:57.0,W. Selden misses 2-pt jump shot from 5 ft,,64,97
333,3,0:55.0,Offensive rebound by D. Davis,,64,97
334,3,0:54.0,D. Davis misses 2-pt jump shot from 1 ft,,64,97
335,3,0:51.0,,Defensive rebound by E. İlyasova,64,97
336,3,0:44.0,,T. McConnell makes 2-pt jump shot from 14 ft,64,99
337,3,0:36.0,D. Davis makes 2-pt jump shot from 19 ft (assist by A. Harrison),,66,99
338,3,0:19.0,,J. Anderson misses 3-pt jump shot from 27 ft,66,99
339,3,0:15.0,Defensive rebound by D. Davis,,66,99
340,3,0:03.0,W. Selden makes 3-pt jump shot from 26 ft,,69,99
341,3,0:02.0,,Turnover by R. Holmes (bad pass; steal by B. McLemore),69,99
342,3,0:01.0,B. McLemore misses 2-pt jump shot from 19 ft,,69,99
343,3,0:01.0,Offensive rebound by Team,,69,99
344,4,11:48.0,A. Harrison misses 3-pt jump shot from 24 ft,,69,99
345,4,11:45.0,,Defensive rebound by E. İlyasova,69,99
346,4,11:32.0,,Personal foul by W. Selden (drawn by E. İlyasova),69,99
347,4,11:20.0,,Shooting foul by D. Davis (drawn by R. Holmes),69,99
348,4,11:20.0,,R. Holmes makes free throw 1 of 2,69,100
349,4,11:20.0,,R. Holmes makes free throw 2 of 2,69,101
350,4,11:13.0,Personal foul by M. Belinelli (drawn by A. Harrison),,69,101
351,4,11:06.0,D. Davis misses 2-pt layup from 7 ft,,69,101
352,4,11:03.0,Offensive rebound by A. Harrison,,69,101
353,4,10:59.0,W. Selden misses 2-pt jump shot from 19 ft,,69,101
354,4,10:56.0,,Defensive rebound by R. Holmes,69,101
355,4,10:53.0,,R. Holmes makes 2-pt dunk from 1 ft (assist by T. McConnell),69,103
356,4,10:53.0,,Shooting foul by D. Davis (drawn by R. Holmes),69,103
357,4,10:53.0,B. Johnson enters the game for D. Davis,,69,103
358,4,10:53.0,,R. Holmes misses free throw 1 of 1,69,103
359,4,10:53.0,Defensive rebound by B. Johnson,,69,103
360,4,10:44.0,Offensive foul by B. McLemore (drawn by J. Anderson),,69,103
361,4,10:44.0,Turnover by B. McLemore (offensive foul),,69,103
362,4,10:27.0,,Turnover by M. Belinelli (bad pass),69,103
363,4,10:20.0,M. Chalmers misses 2-pt layup from 5 ft,,69,103
364,4,10:20.0,Offensive rebound by B. Johnson,,69,103
365,4,10:20.0,B. Johnson makes 2-pt layup from 2 ft,,71,103
366,4,10:20.0,Shooting foul by J. Anderson (drawn by B. Johnson),,71,103
367,4,10:20.0,B. Johnson makes free throw 1 of 1,,72,103
368,4,10:08.0,,Personal foul by M. Chalmers (drawn by R. Holmes),72,103
369,4,10:00.0,,J. Anderson makes 2-pt layup from 1 ft (assist by T. McConnell),72,105
370,4,9:46.0,B. Johnson misses 2-pt layup from 1 ft,,72,105
371,4,9:44.0,,Defensive rebound by R. Holmes,72,105
372,4,9:32.0,,J. Anderson misses 2-pt layup from 1 ft,72,105
373,4,9:30.0,Defensive rebound by B. Johnson,,72,105
374,4,9:27.0,W. Selden misses 2-pt layup from 3 ft (block by M. Belinelli),,72,105
375,4,9:27.0,Offensive rebound by Team,,72,105
376,4,9:27.0,B. Weber enters the game for A. Harrison,,72,105
377,4,9:17.0,B. Johnson makes 2-pt layup from 3 ft (assist by M. Chalmers),,74,105
378,4,9:02.0,,R. Holmes misses 3-pt jump shot from 27 ft,74,105
379,4,9:00.0,Defensive rebound by Team,,74,105
380,4,9:00.0,,J. Young enters the game for E. İlyasova,74,105
381,4,8:50.0,B. Weber misses 2-pt jump shot from 17 ft,,74,105
382,4,8:49.0,,Defensive rebound by Team,74,105
383,4,8:36.0,,R. Holmes makes 2-pt dunk at rim (assist by T. McConnell),74,107
384,4,8:24.0,Turnover by M. Chalmers (bad pass),,74,107
385,4,8:24.0,,Philadelphia full timeout,74,107
386,4,8:24.0,D. Davis enters the game for W. Selden,,74,107
387,4,8:15.0,,Turnover by R. Holmes (offensive goaltending),74,107
