,QUARTER,TIME_REMAINING,PHOENIX_ACTION,DALLAS_ACTION,PHOENIX_SCORE,DALLAS_SCORE
49,1,6:38.0,,Dallas full timeout,10,10
50,1,6:23.0,,H. Barnes misses 2-pt hook shot from 7 ft,10,10
51,1,6:21.0,Defensive rebound by J. Jackson,,10,10
52,1,6:16.0,T. Ulis misses 3-pt jump shot from 25 ft,,10,10
53,1,6:12.0,,Defensive rebound by W. Matthews,10,10
54,1,5:56.0,,H. Barnes makes 2-pt jump shot from 4 ft,10,12
55,1,5:36.0,J. Jackson misses 2-pt jump shot from 15 ft,,10,12
56,1,5:34.0,,Defensive rebound by Y. Ferrell,10,12
57,1,5:29.0,,S. Mejri misses 2-pt layup from 1 ft (block by J. Jackson),10,12
58,1,5:25.0,Defensive rebound by T. Chandler,,10,12
59,1,5:23.0,T. Ulis makes 2-pt jump shot from 19 ft,,12,12
60,1,5:04.0,,Y. Ferrell makes 2-pt jump shot from 19 ft,12,14
61,1,4:52.0,Turnover by T. Ulis (lost ball; steal by W. Matthews),,12,14
62,1,4:47.0,,M. Kleber misses 3-pt jump shot from 23 ft,12,14
63,1,4:44.0,Defensive rebound by Team,,12,14
64,1,4:44.0,,Loose ball foul by S. Mejri (drawn by J. Jackson),12,14
65,1,4:44.0,A. Len enters the game for M. Chriss,,12,14
66,1,4:44.0,D. Bender enters the game for T. Chandler,,12,14
67,1,4:44.0,T. Daniels enters the game for T. Ulis,,12,14
68,1,4:44.0,I. Canaan enters the game for J. Jackson,,12,14
69,1,4:26.0,T. Warren misses 3-pt jump shot from 26 ft,,12,14
70,1,4:22.0,,Defensive rebound by W. Matthews,12,14
71,1,4:09.0,,Def 3 sec tech foul by A. Len,12,14
72,1,4:09.0,,H. Barnes makes technical free throw,12,15
73,1,4:05.0,,Personal foul by T. Warren (drawn by H. Barnes),12,15
74,1,3:57.0,,Y. Ferrell misses 2-pt jump shot from 15 ft,12,15
75,1,3:55.0,,Offensive rebound by Team,12,15
76,1,3:55.0,,Personal foul by A. Len (drawn by S. Mejri),12,15
77,1,3:43.0,,Turnover by Y. Ferrell (lost ball; steal by I. Canaan),12,15
78,1,3:35.0,T. Daniels makes 3-pt jump shot from 25 ft (assist by A. Len),,15,15
79,1,3:18.0,,H. Barnes makes 2-pt jump shot from 2 ft,15,17
80,1,3:08.0,I. Canaan misses 2-pt layup from 1 ft (block by S. Mejri),,15,17
81,1,3:08.0,Offensive rebound by Team,,15,17
82,1,3:08.0,,D. Harris enters the game for Y. Ferrell,15,17
83,1,3:08.0,,J. Barea enters the game for W. Matthews,15,17
84,1,3:06.0,T. Daniels misses 3-pt jump shot from 25 ft,,15,17
85,1,3:03.0,,Defensive rebound by S. Mejri,15,17
86,1,3:03.0,,Turnover by S. Mejri (step out of bounds),15,17
87,1,2:56.0,T. Warren misses 2-pt jump shot from 19 ft,,15,17
88,1,2:53.0,,Defensive rebound by M. Kleber,15,17
89,1,2:40.0,,H. Barnes makes 2-pt hook shot from 3 ft,15,19
90,1,2:40.0,Phoenix full timeout,,15,19
91,1,2:40.0,,A. Cleveland enters the game for H. Barnes,15,19
92,1,2:40.0,,D. Powell enters the game for M. Kleber,15,19
93,1,2:40.0,,D. Nowitzki enters the game for S. Mejri,15,19
94,1,2:40.0,D. House enters the game for T. Warren,,15,19
95,1,2:29.0,I. Canaan makes 2-pt layup from 1 ft (assist by A. Len),,17,19
96,1,2:10.0,,D. Nowitzki misses 2-pt jump shot from 17 ft,17,19
97,1,2:07.0,Defensive rebound by A. Len,,17,19
98,1,1:47.0,Shooting foul by D. Powell (drawn by I. Canaan),,17,19
99,1,1:47.0,I. Canaan makes free throw 1 of 2,,18,19
100,1,1:47.0,I. Canaan misses free throw 2 of 2,,18,19
101,1,1:47.0,Offensive rebound by A. Len,,18,19
102,1,1:45.0,A. Len makes 2-pt layup at rim,,20,19
103,1,1:33.0,,Personal block foul by T. Daniels (drawn by D. Harris),20,19
104,1,1:33.0,,S. Mejri enters the game for D. Powell,20,19
105,1,1:26.0,,S. Mejri misses 2-pt layup from 2 ft,20,19
106,1,1:22.0,Defensive rebound by D. House,,20,19
107,1,1:19.0,D. House makes 2-pt jump shot from 5 ft,,22,19
108,1,1:19.0,Shooting foul by S. Mejri (drawn by D. House),,22,19
109,1,1:19.0,,Y. Ferrell enters the game for A. Cleveland,22,19
110,1,1:19.0,D. House makes free throw 1 of 1,,23,19
111,1,1:05.0,,J. Barea misses 2-pt jump shot from 12 ft,23,19
112,1,1:02.0,Defensive rebound by I. Canaan,,23,19
113,1,0:58.0,D. Bender misses 3-pt jump shot from 25 ft,,23,19
114,1,0:58.0,,Defensive rebound by D. Harris,23,19
115,1,0:47.0,,D. Nowitzki misses 2-pt jump shot from 20 ft,23,19
116,1,0:44.0,Defensive rebound by T. Daniels,,23,19
117,1,0:31.0,A. Len makes 2-pt dunk from 1 ft (assist by I. Canaan),,25,19
118,1,0:12.0,,J. Barea misses 3-pt jump shot from 26 ft,25,19
119,1,0:09.0,,Offensive rebound by S. Mejri,25,19
120,1,0:02.0,,J. Barea makes 3-pt jump shot from 24 ft,25,22
121,2,11:41.0,,D. Harris makes 2-pt jump shot from 3 ft (assist by J. Barea),25,24
122,2,11:23.0,T. Daniels misses 3-pt jump shot from 24 ft,,25,24
123,2,11:21.0,,Defensive rebound by J. Barea,25,24
124,2,11:16.0,,D. Harris misses 2-pt layup from 1 ft,25,24
125,2,11:14.0,Defensive rebound by A. Len,,25,24
126,2,11:05.0,T. Daniels misses 3-pt jump shot from 24 ft,,25,24
127,2,11:03.0,,Defensive rebound by J. Barea,25,24
128,2,10:55.0,,D. Powell makes 2-pt dunk from 1 ft (assist by J. Barea),25,26
129,2,10:39.0,A. Len makes 2-pt hook shot from 4 ft,,27,26
130,2,10:28.0,,Turnover by J. Barea (bad pass),27,26
131,2,10:12.0,A. Len misses 2-pt layup from 1 ft,,27,26
132,2,10:11.0,,Defensive rebound by D. Nowitzki,27,26
133,2,9:59.0,,D. Harris misses 3-pt jump shot from 22 ft,27,26
134,2,9:59.0,Defensive rebound by I. Canaan,,27,26
135,2,9:52.0,T. Daniels makes 3-pt jump shot from 25 ft (assist by I. Canaan),,30,26
136,2,9:31.0,,Turnover by D. Nowitzki (bad pass; steal by I. Canaan),30,26
137,2,9:27.0,I. Canaan makes 3-pt jump shot from 25 ft (assist by D. House),,33,26
138,2,9:24.0,,Dallas full timeout,33,26
139,2,9:13.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,33,26
140,2,9:09.0,,Offensive rebound by D. Powell,33,26
141,2,8:54.0,,J. Barea misses 2-pt jump shot from 6 ft,33,26
142,2,8:52.0,Defensive rebound by A. Len,,33,26
143,2,8:47.0,I. Canaan misses 2-pt jump shot from 11 ft,,33,26
144,2,8:44.0,,Defensive rebound by D. Harris,33,26
145,2,8:41.0,,Y. Ferrell makes 2-pt jump shot from 1 ft (assist by D. Harris),33,28
146,2,8:20.0,D. House misses 3-pt jump shot from 25 ft,,33,28
147,2,8:16.0,,Defensive rebound by D. Powell,33,28
148,2,8:12.0,,Shooting foul by T. Daniels (drawn by D. Harris),33,28
149,2,8:12.0,,D. Harris makes free throw 1 of 2,33,29
150,2,8:12.0,T. Warren enters the game for D. House,,33,29
151,2,8:12.0,J. Jackson enters the game for T. Daniels,,33,29
152,2,8:12.0,,D. Harris misses free throw 2 of 2,33,29
153,2,8:12.0,,W. Matthews enters the game for Y. Ferrell,33,29
154,2,8:05.0,Defensive rebound by A. Len,,33,29
155,2,7:53.0,J. Jackson misses 2-pt hook shot from 10 ft,,33,29
156,2,7:50.0,,Defensive rebound by D. Harris,33,29
157,2,7:44.0,,Personal foul by T. Warren (drawn by D. Harris),33,29
158,2,7:31.0,,Personal foul by I. Canaan (drawn by D. Nowitzki),33,29
159,2,7:21.0,,W. Matthews misses 2-pt hook shot from 2 ft,33,29
160,2,7:21.0,Defensive rebound by D. Bender,,33,29
161,2,7:13.0,Turnover by D. Bender (bad pass; steal by D. Nowitzki),,33,29
162,2,7:08.0,,J. Barea misses 2-pt layup from 4 ft (block by J. Jackson),33,29
163,2,7:05.0,Defensive rebound by A. Len,,33,29
164,2,7:02.0,Shooting foul by D. Powell (drawn by A. Len),,33,29
165,2,7:02.0,A. Len makes free throw 1 of 2,,34,29
166,2,7:02.0,,H. Barnes enters the game for D. Harris,34,29
167,2,7:02.0,,Y. Ferrell enters the game for D. Nowitzki,34,29
168,2,7:02.0,,S. Mejri enters the game for D. Powell,34,29
169,2,7:02.0,M. Chriss enters the game for I. Canaan,,34,29
170,2,7:02.0,T. Ulis enters the game for D. Bender,,34,29
171,2,7:02.0,A. Len makes free throw 2 of 2,,35,29
172,2,6:41.0,,Y. Ferrell makes 3-pt jump shot from 22 ft (assist by H. Barnes),35,32
173,2,6:25.0,T. Warren misses 2-pt jump shot from 4 ft,,35,32
174,2,6:22.0,Offensive rebound by T. Warren,,35,32
175,2,6:20.0,T. Warren misses 2-pt layup at rim,,35,32
176,2,6:17.0,,Defensive rebound by Y. Ferrell,35,32
177,2,6:10.0,,H. Barnes makes 2-pt jump shot from 15 ft (assist by J. Barea),35,34
178,2,5:59.0,,Offensive charge foul by A. Len (drawn by S. Mejri),35,34
179,2,5:59.0,Turnover by A. Len (offensive foul),,35,34
180,2,5:59.0,T. Chandler enters the game for A. Len,,35,34
181,2,5:42.0,,H. Barnes misses 2-pt hook shot from 3 ft,35,34
182,2,5:40.0,Defensive rebound by T. Chandler,,35,34
183,2,5:36.0,J. Jackson makes 2-pt layup from 2 ft,,37,34
184,2,5:24.0,,J. Barea makes 3-pt jump shot from 24 ft,37,37
185,2,5:12.0,M. Chriss misses 3-pt jump shot from 25 ft,,37,37
186,2,5:09.0,,Defensive rebound by Y. Ferrell,37,37
187,2,4:52.0,,J. Barea misses 3-pt jump shot from 25 ft,37,37
188,2,4:48.0,,Offensive rebound by S. Mejri,37,37
189,2,4:43.0,,Offensive foul by S. Mejri (drawn by T. Warren),37,37
190,2,4:43.0,,Turnover by S. Mejri (offensive foul),37,37
191,2,4:43.0,,M. Kleber enters the game for S. Mejri,37,37
192,2,4:25.0,Offensive foul by M. Chriss (drawn by J. Barea),,37,37
193,2,4:25.0,Turnover by M. Chriss (offensive foul),,37,37
194,2,4:06.0,,M. Kleber makes 2-pt dunk from 1 ft (assist by H. Barnes),37,39
195,2,4:06.0,Phoenix full timeout,,37,39
196,2,4:06.0,,D. Harris enters the game for J. Barea,37,39
197,2,3:50.0,T. Warren makes 2-pt jump shot from 11 ft (assist by T. Chandler),,39,39
198,2,3:22.0,,D. Harris misses 2-pt jump shot from 18 ft,39,39
199,2,3:19.0,Defensive rebound by T. Chandler,,39,39
200,2,3:13.0,Shooting block foul by W. Matthews (drawn by T. Warren),,39,39
201,2,3:13.0,T. Warren misses free throw 1 of 2,,39,39
202,2,3:13.0,Offensive rebound by Team,,39,39
203,2,3:13.0,T. Warren makes free throw 2 of 2,,40,39
204,2,2:57.0,,Y. Ferrell misses 3-pt jump shot from 25 ft,40,39
205,2,2:52.0,Defensive rebound by M. Chriss,,40,39
206,2,2:44.0,Shooting foul by Y. Ferrell (drawn by T. Ulis),,40,39
207,2,2:44.0,T. Ulis makes free throw 1 of 2,,41,39
208,2,2:44.0,T. Ulis makes free throw 2 of 2,,42,39
209,2,2:33.0,,H. Barnes makes 3-pt jump shot from 25 ft (assist by D. Harris),42,42
210,2,2:16.0,M. Chriss misses 3-pt jump shot from 22 ft,,42,42
211,2,2:13.0,Offensive rebound by T. Chandler,,42,42
212,2,2:09.0,T. Ulis misses 2-pt jump shot from 17 ft,,42,42
213,2,2:06.0,,Defensive rebound by D. Harris,42,42
214,2,2:06.0,,Personal block foul by M. Chriss (drawn by D. Harris),42,42
215,2,1:49.0,,H. Barnes makes 2-pt hook shot from 2 ft,42,44
216,2,1:34.0,J. Jackson misses 2-pt jump shot from 8 ft (block by H. Barnes),,42,44
217,2,1:32.0,Offensive rebound by Team,,42,44
218,2,1:25.0,T. Ulis misses 2-pt jump shot from 14 ft,,42,44
219,2,1:25.0,,Defensive rebound by Y. Ferrell,42,44
220,2,1:11.0,,Personal block foul by M. Chriss (drawn by Y. Ferrell),42,44
221,2,1:11.0,,Y. Ferrell makes free throw 1 of 2,42,45
222,2,1:11.0,,J. Barea enters the game for D. Harris,42,45
223,2,1:11.0,I. Canaan enters the game for M. Chriss,,42,45
224,2,1:11.0,,Y. Ferrell makes free throw 2 of 2,42,46
225,2,0:53.0,J. Jackson makes 2-pt dunk at rim (assist by I. Canaan),,44,46
226,2,0:37.0,,W. Matthews makes 2-pt jump shot from 12 ft,44,48
227,2,0:32.0,T. Ulis makes 3-pt jump shot from 29 ft,,47,48
228,2,0:09.0,,J. Barea makes 2-pt layup from 3 ft,47,50
229,2,0:06.0,Personal take foul by W. Matthews (drawn by T. Warren),,47,50
230,2,0:06.0,,D. Harris enters the game for J. Barea,47,50
231,2,0:01.0,T. Warren makes 2-pt jump shot from 3 ft,,49,50
232,3,11:51.0,,H. Barnes misses 3-pt jump shot from 24 ft,49,50
233,3,11:47.0,Defensive rebound by M. Chriss,,49,50
234,3,11:33.0,Turnover by Team (turnover),,49,50
235,3,11:15.0,,H. Barnes misses 2-pt layup from 1 ft (block by J. Jackson),49,50
236,3,11:12.0,Defensive rebound by T. Chandler,,49,50
237,3,11:10.0,T. Warren makes 2-pt jump shot from 19 ft (assist by T. Chandler),,51,50
238,3,10:43.0,,Y. Ferrell makes 2-pt jump shot from 16 ft (assist by H. Barnes),51,52
239,3,10:26.0,J. Jackson misses 2-pt jump shot from 16 ft,,51,52
240,3,10:23.0,,Defensive rebound by M. Kleber,51,52
241,3,10:15.0,,Y. Ferrell misses 3-pt jump shot from 25 ft,51,52
242,3,10:14.0,Defensive rebound by T. Chandler,,51,52
243,3,10:07.0,Offensive foul by T. Chandler (drawn by Y. Ferrell),,51,52
244,3,10:07.0,Turnover by T. Chandler (offensive foul),,51,52
245,3,9:52.0,,H. Barnes makes 2-pt jump shot from 2 ft (assist by Y. Ferrell),51,54
246,3,9:31.0,T. Warren misses 3-pt jump shot from 22 ft,,51,54
247,3,9:28.0,,Defensive rebound by W. Matthews,51,54
248,3,9:22.0,,Turnover by W. Matthews (bad pass; steal by T. Chandler),51,54
249,3,9:17.0,Turnover by T. Warren (bad pass; steal by M. Kleber),,51,54
250,3,9:09.0,,W. Matthews makes 3-pt jump shot from 23 ft (assist by Y. Ferrell),51,57
251,3,9:08.0,Phoenix full timeout,,51,57
252,3,8:48.0,T. Warren makes 2-pt jump shot from 17 ft (assist by T. Chandler),,53,57
253,3,8:31.0,,M. Kleber misses 3-pt jump shot from 23 ft,53,57
254,3,8:28.0,Defensive rebound by T. Ulis,,53,57
255,3,8:23.0,Turnover by J. Jackson (bad pass; steal by M. Kleber),,53,57
256,3,8:13.0,,M. Kleber makes 2-pt dunk from 1 ft (assist by Y. Ferrell),53,59
257,3,7:50.0,T. Ulis misses 2-pt jump shot from 16 ft,,53,59
258,3,7:48.0,,Defensive rebound by D. Nowitzki,53,59
259,3,7:40.0,,Y. Ferrell misses 2-pt jump shot from 6 ft,53,59
260,3,7:38.0,Defensive rebound by T. Chandler,,53,59
261,3,7:35.0,,Offensive charge foul by T. Warren (drawn by M. Kleber),53,59
262,3,7:35.0,Turnover by T. Warren (offensive foul),,53,59
263,3,7:35.0,,D. Harris enters the game for D. Nowitzki,53,59
264,3,7:35.0,T. Daniels enters the game for J. Jackson,,53,59
265,3,7:19.0,,D. Harris misses 3-pt jump shot from 26 ft,53,59
266,3,7:17.0,,Offensive rebound by M. Kleber,53,59
267,3,7:17.0,Loose ball foul by M. Chriss (drawn by M. Kleber),,53,59
268,3,7:17.0,D. Bender enters the game for M. Chriss,,53,59
269,3,7:10.0,,Personal foul by T. Warren (drawn by M. Kleber),53,59
270,3,7:10.0,J. Jackson enters the game for T. Warren,,53,59
271,3,6:54.0,,W. Matthews makes 3-pt jump shot from 24 ft (assist by M. Kleber),53,62
272,3,6:28.0,T. Daniels makes 2-pt jump shot from 4 ft,,55,62
273,3,6:11.0,,W. Matthews makes 2-pt layup at rim (assist by M. Kleber),55,64
274,3,5:52.0,Turnover by T. Chandler (lost ball; steal by W. Matthews),,55,64
275,3,5:46.0,,W. Matthews misses 3-pt jump shot from 25 ft,55,64
276,3,5:41.0,Defensive rebound by T. Daniels,,55,64
277,3,5:39.0,Shooting foul by D. Harris (drawn by J. Jackson),,55,64
278,3,5:39.0,J. Jackson misses free throw 1 of 2,,55,64
279,3,5:39.0,Offensive rebound by Team,,55,64
280,3,5:39.0,J. Jackson makes free throw 2 of 2,,56,64
281,3,5:20.0,,Shooting foul by T. Daniels (drawn by D. Harris),56,64
282,3,5:20.0,,D. Harris makes free throw 1 of 2,56,65
283,3,5:20.0,A. Len enters the game for T. Chandler,,56,65
284,3,5:20.0,,D. Harris makes free throw 2 of 2,56,66
285,3,5:08.0,T. Daniels misses 3-pt jump shot from 27 ft,,56,66
286,3,5:08.0,Offensive rebound by A. Len,,56,66
287,3,5:04.0,T. Ulis makes 3-pt jump shot from 26 ft,,59,66
288,3,4:38.0,,D. Harris misses 3-pt jump shot from 25 ft,59,66
289,3,4:35.0,Defensive rebound by A. Len,,59,66
290,3,4:20.0,Turnover by A. Len (bad pass; steal by H. Barnes),,59,66
291,3,4:13.0,,Shooting foul by J. Jackson (drawn by D. Harris),59,66
292,3,4:13.0,,D. Harris makes free throw 1 of 2,59,67
293,3,4:13.0,,J. Barea enters the game for W. Matthews,59,67
294,3,4:13.0,D. House enters the game for J. Jackson,,59,67
295,3,4:13.0,,D. Harris makes free throw 2 of 2,59,68
296,3,3:56.0,T. Daniels misses 3-pt jump shot from 26 ft,,59,68
297,3,3:54.0,,Defensive rebound by Team,59,68
298,3,3:42.0,,H. Barnes misses 2-pt layup from 1 ft (block by A. Len),59,68
299,3,3:42.0,,Offensive rebound by Team,59,68
300,3,3:42.0,I. Canaan enters the game for T. Ulis,,59,68
301,3,3:40.0,,H. Barnes makes 3-pt jump shot from 26 ft (assist by J. Barea),59,71
302,3,3:23.0,D. Bender misses 2-pt hook shot from 11 ft,,59,71
303,3,3:20.0,,Defensive rebound by H. Barnes,59,71
304,3,3:04.0,,M. Kleber misses 2-pt jump shot from 11 ft,59,71
305,3,3:01.0,Defensive rebound by D. House,,59,71
306,3,2:51.0,Def 3 sec tech foul by D. Harris,,59,71
307,3,2:51.0,,Dallas full timeout,59,71
308,3,2:51.0,,S. Mejri enters the game for M. Kleber,59,71
309,3,2:51.0,T. Daniels makes technical free throw,,60,71
310,3,2:47.0,T. Daniels makes 3-pt jump shot from 29 ft (assist by A. Len),,63,71
311,3,2:30.0,,Shooting block foul by D. House (drawn by D. Harris),63,71
312,3,2:30.0,,D. Harris makes free throw 1 of 2,63,72
313,3,2:30.0,,D. Harris makes free throw 2 of 2,63,73
314,3,2:15.0,Turnover by I. Canaan (bad pass; steal by S. Mejri),,63,73
315,3,2:05.0,,Y. Ferrell misses 3-pt jump shot from 25 ft,63,73
316,3,2:05.0,Defensive rebound by Team,,63,73
317,3,2:05.0,,Loose ball foul by S. Mejri (drawn by A. Len),63,73
318,3,1:45.0,I. Canaan misses 2-pt layup from 1 ft,,63,73
319,3,1:42.0,Offensive rebound by A. Len,,63,73
320,3,1:42.0,A. Len makes 2-pt dunk at rim,,65,73
321,3,1:30.0,,D. Harris misses 3-pt jump shot from 27 ft,65,73
322,3,1:26.0,Defensive rebound by A. Len,,65,73
323,3,1:21.0,Turnover by D. House (bad pass; steal by J. Barea),,65,73
324,3,1:18.0,Offensive charge foul by S. Mejri (drawn by I. Canaan),,65,73
325,3,1:18.0,,Turnover by S. Mejri (offensive foul),65,73
326,3,1:18.0,,D. Powell enters the game for S. Mejri,65,73
327,3,1:04.0,D. Bender makes 3-pt jump shot from 23 ft (assist by T. Daniels),,68,73
328,3,0:46.0,,H. Barnes misses 3-pt jump shot from 25 ft,68,73
329,3,0:43.0,Defensive rebound by I. Canaan,,68,73
330,3,0:40.0,D. Bender misses 2-pt layup from 3 ft,,68,73
331,3,0:38.0,,Defensive rebound by J. Barea,68,73
332,3,0:33.0,,Shooting foul by D. House (drawn by J. Barea),68,73
333,3,0:33.0,,J. Barea makes free throw 1 of 2,68,74
334,3,0:33.0,,W. Matthews enters the game for Y. Ferrell,68,74
335,3,0:33.0,,J. Barea makes free throw 2 of 2,68,75
336,3,0:11.0,A. Len misses 2-pt layup from 2 ft (block by D. Powell),,68,75
337,3,0:09.0,,Defensive rebound by D. Harris,68,75
338,3,0:00.0,,J. Barea misses 3-pt jump shot from 29 ft,68,75
339,3,0:00.0,,Offensive rebound by Team,68,75
340,4,11:52.0,Offensive foul by A. Len (drawn by Y. Ferrell),,68,75
341,4,11:52.0,Turnover by A. Len (offensive foul),,68,75
342,4,11:35.0,,Personal foul by D. House (drawn by W. Matthews),68,75
343,4,11:24.0,,Y. Ferrell misses 2-pt jump shot from 5 ft,68,75
344,4,11:18.0,Defensive rebound by D. House,,68,75
345,4,11:12.0,I. Canaan makes 2-pt jump shot from 8 ft,,70,75
346,4,10:52.0,,Personal foul by T. Daniels (drawn by D. Nowitzki),70,75
347,4,10:43.0,,W. Matthews misses 2-pt hook shot from 5 ft,70,75
348,4,10:41.0,Defensive rebound by A. Len,,70,75
349,4,10:34.0,I. Canaan misses 3-pt jump shot from 27 ft,,70,75
350,4,10:29.0,,Defensive rebound by Team,70,75
351,4,10:19.0,,D. Powell makes 2-pt jump shot from 13 ft (assist by J. Barea),70,77
352,4,10:03.0,Turnover by I. Canaan (bad pass),,70,77
353,4,10:03.0,T. Warren enters the game for D. House,,70,77
354,4,9:48.0,,Personal block foul by I. Canaan (drawn by J. Barea),70,77
355,4,9:36.0,,Turnover by J. Barea (bad pass; steal by I. Canaan),70,77
356,4,9:33.0,I. Canaan makes 2-pt layup at rim,,72,77
357,4,9:25.0,,Personal foul by I. Canaan (drawn by J. Barea),72,77
358,4,9:25.0,,D. Harris enters the game for Y. Ferrell,72,77
359,4,9:18.0,,Personal foul by T. Daniels (drawn by D. Harris),72,77
360,4,9:18.0,,D. Harris makes free throw 1 of 2,72,78
361,4,9:18.0,M. James enters the game for T. Daniels,,72,78
362,4,9:18.0,,D. Harris makes free throw 2 of 2,72,79
363,4,9:03.0,Shooting foul by D. Powell (drawn by I. Canaan),,72,79
364,4,9:03.0,I. Canaan makes free throw 1 of 2,,73,79
365,4,9:03.0,I. Canaan makes free throw 2 of 2,,74,79
366,4,8:44.0,,W. Matthews misses 3-pt jump shot from 22 ft,74,79
367,4,8:39.0,Defensive rebound by A. Len,,74,79
368,4,8:28.0,T. Warren makes 2-pt jump shot from 7 ft,,76,79
369,4,8:06.0,,J. Barea misses 3-pt jump shot from 26 ft,76,79
370,4,8:03.0,Defensive rebound by M. James,,76,79
371,4,7:52.0,D. Bender misses 3-pt jump shot from 23 ft,,76,79
372,4,7:49.0,,Defensive rebound by W. Matthews,76,79
373,4,7:45.0,,Turnover by J. Barea (bad pass),76,79
374,4,7:31.0,I. Canaan makes 3-pt jump shot from 24 ft,,79,79
375,4,7:29.0,,Dallas full timeout,79,79
376,4,7:29.0,,Y. Ferrell enters the game for W. Matthews,79,79
377,4,7:18.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,79,79
378,4,7:13.0,Defensive rebound by A. Len,,79,79
379,4,6:52.0,Shooting foul by D. Nowitzki (drawn by A. Len),,79,79
380,4,6:52.0,A. Len makes free throw 1 of 2,,80,79
381,4,6:52.0,,M. Kleber enters the game for D. Powell,80,79
382,4,6:52.0,,H. Barnes enters the game for D. Harris,80,79
383,4,6:52.0,,W. Matthews enters the game for D. Nowitzki,80,79
384,4,6:52.0,A. Len makes free throw 2 of 2,,81,79
385,4,6:25.0,,M. Kleber misses 2-pt layup from 1 ft,81,79
386,4,6:23.0,Defensive rebound by A. Len,,81,79
387,4,6:12.0,Turnover by T. Warren (out of bounds lost ball),,81,79
388,4,5:53.0,,W. Matthews misses 3-pt jump shot from 26 ft,81,79
