,QUARTER,TIME_REMAINING,HOUSTON_ACTION,CHARLOTTE_ACTION,HOUSTON_SCORE,CHARLOTTE_SCORE
119,1,0:31.0,,Turnover by J. Lamb (lost ball; steal by B. Brown),27,30
120,1,0:12.0,Offensive foul by T. Black (drawn by J. Lamb),,27,30
121,1,0:12.0,Turnover by T. Black (offensive foul),,27,30
122,1,0:00.0,,F. Kaminsky misses 3-pt jump shot from 23 ft,27,30
123,1,0:00.0,,Offensive rebound by Team,27,30
124,2,11:46.0,B. Brown misses 3-pt jump shot from 26 ft,,27,30
125,2,11:41.0,,Defensive rebound by J. O'Bryant,27,30
126,2,11:36.0,,Personal foul by T. Black (drawn by D. Bacon),27,30
127,2,11:30.0,,J. O'Bryant misses 2-pt jump shot from 12 ft,27,30
128,2,11:27.0,Defensive rebound by T. Black,,27,30
129,2,11:22.0,R. Anderson misses 3-pt jump shot from 28 ft,,27,30
130,2,11:18.0,,Defensive rebound by F. Kaminsky,27,30
131,2,11:06.0,,D. Bacon misses 3-pt jump shot from 24 ft,27,30
132,2,11:06.0,,Offensive rebound by Team,27,30
133,2,11:06.0,Loose ball foul by T. Black (drawn by M. Williams),,27,30
134,2,11:06.0,L. Mbah a Moute enters the game for T. Black,,27,30
135,2,10:52.0,,Def 3 sec tech foul by L. Mbah a Moute,27,30
136,2,10:52.0,,F. Kaminsky makes technical free throw,27,31
137,2,10:47.0,,Turnover by D. Bacon (bad pass),27,31
138,2,10:39.0,E. Gordon makes 3-pt jump shot from 28 ft,,30,31
139,2,10:23.0,,M. Monk misses 3-pt jump shot from 26 ft,30,31
140,2,10:20.0,Defensive rebound by P. Tucker,,30,31
141,2,10:09.0,E. Gordon misses 2-pt jump shot from 2 ft,,30,31
142,2,10:09.0,Offensive rebound by Team,,30,31
143,2,10:09.0,Turnover by E. Gordon (traveling),,30,31
144,2,9:57.0,,M. Monk misses 2-pt jump shot from 15 ft,30,31
145,2,9:54.0,Defensive rebound by P. Tucker,,30,31
146,2,9:49.0,E. Gordon misses 3-pt jump shot from 27 ft,,30,31
147,2,9:46.0,,Defensive rebound by J. O'Bryant,30,31
148,2,9:33.0,,M. Monk misses 3-pt jump shot from 23 ft,30,31
149,2,9:30.0,Defensive rebound by P. Tucker,,30,31
150,2,9:24.0,Turnover by E. Gordon (lost ball; steal by J. O'Bryant),,30,31
151,2,9:24.0,,Personal foul by B. Brown (drawn by M. Monk),30,31
152,2,9:08.0,,J. O'Bryant makes 2-pt jump shot from 20 ft,30,33
153,2,8:55.0,R. Anderson makes 3-pt jump shot from 23 ft (assist by P. Tucker),,33,33
154,2,8:41.0,,F. Kaminsky misses 3-pt jump shot from 26 ft,33,33
155,2,8:37.0,Defensive rebound by L. Mbah a Moute,,33,33
156,2,8:33.0,P. Tucker makes 3-pt jump shot from 22 ft (assist by B. Brown),,36,33
157,2,8:25.0,,Charlotte full timeout,36,33
158,2,8:18.0,,Personal foul by P. Tucker (drawn by J. O'Bryant),36,33
159,2,8:06.0,,J. O'Bryant misses 2-pt jump shot from 10 ft,36,33
160,2,8:03.0,Defensive rebound by P. Tucker,,36,33
161,2,7:47.0,E. Gordon makes 3-pt jump shot from 24 ft,,39,33
162,2,7:29.0,,F. Kaminsky makes 2-pt layup from 3 ft (assist by D. Bacon),39,35
163,2,7:18.0,Shooting foul by D. Bacon (drawn by E. Gordon),,39,35
164,2,7:18.0,E. Gordon makes free throw 1 of 2,,40,35
165,2,7:18.0,,K. Walker enters the game for M. Williams,40,35
166,2,7:18.0,E. Gordon makes free throw 2 of 2,,41,35
167,2,7:01.0,,Turnover by F. Kaminsky (lost ball; steal by L. Mbah a Moute),41,35
168,2,6:49.0,B. Brown makes 2-pt jump shot from 19 ft,,43,35
169,2,6:30.0,,F. Kaminsky misses 2-pt layup from 2 ft,43,35
170,2,6:28.0,Defensive rebound by R. Anderson,,43,35
171,2,6:20.0,E. Gordon misses 3-pt jump shot from 22 ft,,43,35
172,2,6:17.0,,Defensive rebound by M. Monk,43,35
173,2,6:11.0,,D. Bacon misses 3-pt jump shot from 22 ft,43,35
174,2,6:08.0,Defensive rebound by R. Anderson,,43,35
175,2,5:59.0,Turnover by B. Brown (out of bounds lost ball),,43,35
176,2,5:59.0,Houston full timeout,,43,35
177,2,5:59.0,,D. Howard enters the game for J. O'Bryant,43,35
178,2,5:59.0,J. Harden enters the game for B. Brown,,43,35
179,2,5:45.0,,F. Kaminsky misses 2-pt layup from 1 ft,43,35
180,2,5:42.0,Defensive rebound by P. Tucker,,43,35
181,2,5:36.0,R. Anderson misses 3-pt jump shot from 24 ft,,43,35
182,2,5:32.0,Offensive rebound by P. Tucker,,43,35
183,2,5:23.0,R. Anderson misses 3-pt jump shot from 28 ft,,43,35
184,2,5:20.0,,Defensive rebound by F. Kaminsky,43,35
185,2,5:14.0,,K. Walker makes 2-pt layup at rim,43,37
186,2,4:54.0,L. Mbah a Moute makes 2-pt layup from 2 ft (assist by E. Gordon),,45,37
187,2,4:40.0,,K. Walker misses 2-pt layup from 1 ft,45,37
188,2,4:38.0,,Offensive rebound by K. Walker,45,37
189,2,4:37.0,,K. Walker misses 2-pt layup from 1 ft,45,37
190,2,4:37.0,Defensive rebound by L. Mbah a Moute,,45,37
191,2,4:32.0,P. Tucker misses 3-pt jump shot from 22 ft,,45,37
192,2,4:27.0,,Defensive rebound by D. Howard,45,37
193,2,4:22.0,,K. Walker misses 2-pt layup from 2 ft,45,37
194,2,4:19.0,Defensive rebound by L. Mbah a Moute,,45,37
195,2,4:15.0,E. Gordon makes 2-pt layup at rim (assist by J. Harden),,47,37
196,2,3:56.0,,K. Walker misses 2-pt layup from 1 ft,47,37
197,2,3:53.0,,Offensive rebound by Team,47,37
198,2,3:52.0,B. Brown enters the game for E. Gordon,,47,37
199,2,3:51.0,,M. Kidd-Gilchrist enters the game for D. Bacon,47,37
200,2,3:50.0,,Turnover by K. Walker (out of bounds lost ball),47,37
201,2,3:35.0,Offensive foul by P. Tucker (drawn by M. Kidd-Gilchrist),,47,37
202,2,3:35.0,Turnover by P. Tucker (offensive foul),,47,37
203,2,3:34.0,,J. Lamb enters the game for M. Monk,47,37
204,2,3:34.0,C. Capela enters the game for P. Tucker,,47,37
205,2,3:24.0,,Turnover by D. Howard (traveling),47,37
206,2,3:01.0,J. Harden makes 3-pt jump shot from 25 ft,,50,37
207,2,2:47.0,,J. Lamb misses 3-pt jump shot from 28 ft,50,37
208,2,2:47.0,,Offensive rebound by Team,50,37
209,2,2:47.0,Loose ball foul by C. Capela (drawn by D. Howard),,50,37
210,2,2:47.0,,D. Howard makes free throw 1 of 2,50,38
211,2,2:47.0,,M. Williams enters the game for F. Kaminsky,50,38
212,2,2:47.0,E. Gordon enters the game for C. Capela,,50,38
213,2,2:47.0,,D. Howard makes free throw 2 of 2,50,39
214,2,2:30.0,B. Brown misses 3-pt jump shot from 30 ft,,50,39
215,2,2:25.0,,Defensive rebound by M. Kidd-Gilchrist,50,39
216,2,2:18.0,,D. Howard misses 2-pt layup from 2 ft,50,39
217,2,2:15.0,Defensive rebound by J. Harden,,50,39
218,2,2:06.0,L. Mbah a Moute misses 3-pt jump shot from 22 ft,,50,39
219,2,2:06.0,,Defensive rebound by Team,50,39
220,2,1:51.0,,Shooting foul by E. Gordon (drawn by K. Walker),50,39
221,2,1:51.0,,K. Walker makes free throw 1 of 2,50,40
222,2,1:51.0,,K. Walker makes free throw 2 of 2,50,41
223,2,1:36.0,J. Harden makes 3-pt jump shot from 26 ft,,53,41
224,2,1:16.0,,J. Lamb misses 2-pt layup from 2 ft,53,41
225,2,1:16.0,,Offensive rebound by D. Howard,53,41
226,2,1:16.0,,Shooting foul by J. Harden (drawn by D. Howard),53,41
227,2,1:16.0,,D. Howard misses free throw 1 of 2,53,41
228,2,1:16.0,,Offensive rebound by Team,53,41
229,2,1:16.0,,D. Howard misses free throw 2 of 2,53,41
230,2,1:12.0,Defensive rebound by J. Harden,,53,41
231,2,1:03.0,R. Anderson misses 3-pt jump shot from 25 ft,,53,41
232,2,0:59.0,,Defensive rebound by K. Walker,53,41
233,2,0:53.0,,Loose ball foul by D. Howard (drawn by R. Anderson),53,41
234,2,0:52.0,,M. Kidd-Gilchrist misses 2-pt layup from 4 ft,53,41
235,2,0:52.0,Defensive rebound by Team,,53,41
236,2,0:36.0,Shooting foul by M. Kidd-Gilchrist (drawn by J. Harden),,53,41
237,2,0:36.0,J. Harden makes free throw 1 of 3,,54,41
238,2,0:36.0,J. Harden makes free throw 2 of 3,,55,41
239,2,0:36.0,,D. Bacon enters the game for M. Kidd-Gilchrist,55,41
240,2,0:36.0,J. Harden makes free throw 3 of 3,,56,41
241,2,0:26.0,,K. Walker makes 3-pt jump shot from 25 ft,56,44
242,2,0:08.0,E. Gordon misses 3-pt jump shot from 25 ft,,56,44
243,2,0:04.0,,Defensive rebound by D. Bacon,56,44
244,2,0:02.0,,Shooting foul by B. Brown (drawn by K. Walker),56,44
245,2,0:02.0,,K. Walker makes free throw 1 of 2,56,45
246,2,0:02.0,,K. Walker makes free throw 2 of 2,56,46
247,2,0:00.0,E. Gordon misses 3-pt jump shot from 41 ft,,56,46
248,2,0:00.0,Offensive rebound by Team,,56,46
249,3,11:43.0,Turnover by J. Harden (out of bounds lost ball),,56,46
250,3,11:23.0,,D. Howard makes 2-pt hook shot from 3 ft,56,48
251,3,11:05.0,E. Gordon misses 3-pt jump shot from 27 ft,,56,48
252,3,11:00.0,,Defensive rebound by M. Kidd-Gilchrist,56,48
253,3,10:57.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft,56,50
254,3,10:47.0,Turnover by E. Gordon (bad pass),,56,50
255,3,10:32.0,,D. Howard makes 2-pt layup from 1 ft (assist by K. Walker),56,52
256,3,10:17.0,Personal foul by M. Kidd-Gilchrist (drawn by C. Capela),,56,52
257,3,10:04.0,Loose ball foul by C. Capela (drawn by D. Howard),,56,52
258,3,10:04.0,P. Tucker enters the game for C. Capela,,56,52
259,3,10:03.0,J. Harden misses 2-pt layup from 2 ft,,56,52
260,3,10:03.0,,Defensive rebound by Team,56,52
261,3,9:52.0,,K. Walker misses 2-pt layup from 12 ft,56,52
262,3,9:47.0,Defensive rebound by L. Mbah a Moute,,56,52
263,3,9:41.0,R. Anderson misses 3-pt jump shot from 27 ft,,56,52
264,3,9:41.0,,Defensive rebound by M. Williams,56,52
265,3,9:26.0,,D. Howard misses 2-pt layup from 1 ft,56,52
266,3,9:24.0,Defensive rebound by P. Tucker,,56,52
267,3,9:06.0,P. Tucker misses 3-pt jump shot from 26 ft (block by J. Lamb),,56,52
268,3,9:02.0,,Defensive rebound by D. Howard,56,52
269,3,8:59.0,,J. Lamb makes 2-pt dunk from 1 ft (assist by D. Howard),56,54
270,3,8:53.0,Personal foul by J. Lamb (drawn by E. Gordon),,56,54
271,3,8:39.0,Personal foul by M. Kidd-Gilchrist (drawn by R. Anderson),,56,54
272,3,8:39.0,,D. Bacon enters the game for M. Kidd-Gilchrist,56,54
273,3,8:29.0,L. Mbah a Moute makes 3-pt jump shot from 26 ft (assist by P. Tucker),,59,54
274,3,8:20.0,,K. Walker misses 2-pt jump shot from 18 ft (block by L. Mbah a Moute),59,54
275,3,8:16.0,Defensive rebound by P. Tucker,,59,54
276,3,8:13.0,Turnover by L. Mbah a Moute (out of bounds lost ball),,59,54
277,3,7:54.0,,J. Lamb misses 2-pt jump shot from 20 ft,59,54
278,3,7:50.0,Defensive rebound by R. Anderson,,59,54
279,3,7:45.0,R. Anderson makes 3-pt jump shot from 30 ft (assist by J. Harden),,62,54
280,3,7:27.0,,K. Walker misses 3-pt jump shot from 25 ft,62,54
281,3,7:25.0,,Offensive rebound by D. Howard,62,54
282,3,7:25.0,,D. Howard makes 2-pt layup at rim,62,56
283,3,7:25.0,,Shooting foul by L. Mbah a Moute (drawn by D. Howard),62,56
284,3,7:25.0,T. Black enters the game for R. Anderson,,62,56
285,3,7:25.0,,D. Howard makes free throw 1 of 1,62,57
286,3,7:10.0,P. Tucker misses 2-pt jump shot from 22 ft,,62,57
287,3,7:08.0,,Defensive rebound by J. Lamb,62,57
288,3,6:59.0,,J. Lamb makes 2-pt jump shot from 17 ft,62,59
289,3,6:47.0,J. Harden makes 2-pt layup from 1 ft,,64,59
290,3,6:24.0,,D. Bacon misses 2-pt jump shot from 16 ft,64,59
291,3,6:18.0,Defensive rebound by P. Tucker,,64,59
292,3,6:09.0,P. Tucker makes 3-pt jump shot from 22 ft (assist by L. Mbah a Moute),,67,59
293,3,5:42.0,,J. Lamb misses 3-pt jump shot from 25 ft,67,59
294,3,5:40.0,Defensive rebound by L. Mbah a Moute,,67,59
295,3,5:33.0,J. Harden makes 2-pt layup from 2 ft,,69,59
296,3,5:11.0,,K. Walker makes 3-pt jump shot from 26 ft (assist by M. Williams),69,62
297,3,4:41.0,E. Gordon makes 3-pt jump shot from 28 ft,,72,62
298,3,4:33.0,,Charlotte full timeout,72,62
299,3,4:33.0,,M. Monk enters the game for J. Lamb,72,62
300,3,4:33.0,,F. Kaminsky enters the game for M. Williams,72,62
301,3,4:33.0,B. Brown enters the game for E. Gordon,,72,62
302,3,4:26.0,,Offensive foul by D. Howard (drawn by L. Mbah a Moute),72,62
303,3,4:26.0,,Turnover by D. Howard (offensive foul),72,62
304,3,4:16.0,Personal foul by M. Monk (drawn by J. Harden),,72,62
305,3,4:03.0,B. Brown misses 3-pt jump shot from 30 ft,,72,62
306,3,3:59.0,,Defensive rebound by M. Monk,72,62
307,3,3:47.0,,Personal foul by T. Black (drawn by K. Walker),72,62
308,3,3:47.0,R. Anderson enters the game for L. Mbah a Moute,,72,62
309,3,3:39.0,,M. Monk makes 3-pt jump shot from 24 ft (assist by K. Walker),72,65
310,3,3:15.0,B. Brown misses 3-pt jump shot from 22 ft,,72,65
311,3,3:08.0,,Defensive rebound by D. Howard,72,65
312,3,3:08.0,,Shooting foul by T. Black (drawn by D. Bacon),72,65
313,3,3:08.0,E. Gordon enters the game for T. Black,,72,65
314,3,3:08.0,,D. Bacon misses free throw 1 of 2,72,65
315,3,3:08.0,,Offensive rebound by Team,72,65
316,3,3:08.0,,D. Bacon makes free throw 2 of 2,72,66
317,3,2:57.0,J. Harden misses 3-pt jump shot from 26 ft,,72,66
318,3,2:53.0,,Defensive rebound by D. Howard,72,66
319,3,2:41.0,Houston full timeout,,72,66
320,3,2:32.0,,M. Monk misses 3-pt jump shot from 28 ft,72,66
321,3,2:29.0,,Offensive rebound by D. Howard,72,66
322,3,2:13.0,,D. Howard misses 2-pt layup from 2 ft,72,66
323,3,2:10.0,Defensive rebound by J. Harden,,72,66
324,3,2:08.0,E. Gordon makes 3-pt jump shot from 25 ft (assist by J. Harden),,75,66
325,3,1:51.0,,K. Walker makes 2-pt layup from 12 ft,75,68
326,3,1:39.0,E. Gordon misses 2-pt layup from 1 ft,,75,68
327,3,1:39.0,,Defensive rebound by D. Howard,75,68
328,3,1:27.0,,K. Walker makes 2-pt layup from 1 ft,75,70
329,3,1:13.0,Turnover by J. Harden (out of bounds lost ball),,75,70
330,3,1:13.0,,J. O'Bryant enters the game for D. Howard,75,70
331,3,1:00.0,,K. Walker misses 2-pt jump shot from 21 ft,75,70
332,3,0:56.0,Defensive rebound by J. Harden,,75,70
333,3,0:48.0,Personal foul by J. O'Bryant (drawn by J. Harden),,75,70
334,3,0:48.0,Houston full timeout,,75,70
335,3,0:48.0,J. Harden misses free throw 1 of 2,,75,70
336,3,0:48.0,Offensive rebound by Team,,75,70
337,3,0:48.0,J. Harden makes free throw 2 of 2,,76,70
338,3,0:35.0,,K. Walker makes 2-pt layup from 2 ft,76,72
339,3,0:29.0,J. Harden misses 3-pt jump shot from 31 ft,,76,72
340,3,0:26.0,Offensive rebound by R. Anderson,,76,72
341,3,0:24.0,E. Gordon makes 2-pt dunk at rim (assist by R. Anderson),,78,72
342,3,0:02.0,,Shooting foul by J. Harden (drawn by K. Walker),78,72
343,3,0:02.0,,K. Walker makes free throw 1 of 2,78,73
344,3,0:02.0,,K. Walker makes free throw 2 of 2,78,74
345,3,0:00.0,J. Harden misses 3-pt jump shot from 38 ft,,78,74
346,3,0:00.0,Offensive rebound by Team,,78,74
347,4,11:35.0,,F. Kaminsky misses 2-pt jump shot from 13 ft (block by P. Tucker),78,74
348,4,11:31.0,Defensive rebound by B. Brown,,78,74
349,4,11:29.0,E. Gordon misses 3-pt jump shot from 25 ft,,78,74
350,4,11:29.0,,Defensive rebound by F. Kaminsky,78,74
351,4,11:18.0,,M. Monk makes 2-pt jump shot from 10 ft,78,76
352,4,10:55.0,B. Brown makes 2-pt layup from 1 ft,,80,76
353,4,10:40.0,,D. Bacon misses 3-pt jump shot from 22 ft,80,76
354,4,10:37.0,Defensive rebound by B. Brown,,80,76
355,4,10:25.0,E. Gordon makes 2-pt layup from 1 ft,,82,76
356,4,10:25.0,Shooting foul by F. Kaminsky (drawn by E. Gordon),,82,76
357,4,10:25.0,E. Gordon misses free throw 1 of 1,,82,76
358,4,10:21.0,,Defensive rebound by D. Bacon,82,76
359,4,10:10.0,,K. Walker misses 2-pt jump shot from 17 ft,82,76
360,4,10:05.0,Defensive rebound by L. Mbah a Moute,,82,76
361,4,9:47.0,P. Tucker misses 2-pt layup from 2 ft (block by F. Kaminsky),,82,76
362,4,9:41.0,Offensive rebound by C. Capela,,82,76
363,4,9:41.0,C. Capela makes 2-pt layup at rim,,84,76
364,4,9:22.0,,J. O'Bryant misses 2-pt jump shot from 11 ft,84,76
365,4,9:19.0,Defensive rebound by B. Brown,,84,76
366,4,9:10.0,E. Gordon makes 3-pt jump shot from 28 ft (assist by B. Brown),,87,76
367,4,9:09.0,,Charlotte full timeout,87,76
368,4,8:52.0,,M. Monk makes 3-pt jump shot from 24 ft (assist by K. Walker),87,79
369,4,8:26.0,C. Capela makes 2-pt dunk at rim (assist by L. Mbah a Moute),,89,79
370,4,8:09.0,,Personal foul by E. Gordon (drawn by D. Bacon),89,79
371,4,8:09.0,,D. Howard enters the game for J. O'Bryant,89,79
372,4,7:59.0,,F. Kaminsky misses 2-pt jump shot from 13 ft,89,79
373,4,7:55.0,Defensive rebound by E. Gordon,,89,79
374,4,7:49.0,E. Gordon misses 3-pt jump shot from 27 ft,,89,79
375,4,7:46.0,,Defensive rebound by D. Howard,89,79
376,4,7:42.0,,K. Walker makes 3-pt jump shot from 26 ft (assist by D. Howard),89,82
377,4,7:16.0,E. Gordon makes 3-pt jump shot from 28 ft (assist by B. Brown),,92,82
378,4,6:57.0,,Personal foul by E. Gordon (drawn by D. Bacon),92,82
379,4,6:57.0,,J. Lamb enters the game for D. Bacon,92,82
380,4,6:57.0,,M. Kidd-Gilchrist enters the game for K. Walker,92,82
381,4,6:57.0,J. Harden enters the game for B. Brown,,92,82
382,4,6:52.0,,Shooting foul by L. Mbah a Moute (drawn by D. Howard),92,82
383,4,6:52.0,,D. Howard makes free throw 1 of 2,92,83
