,QUARTER,TIME_REMAINING,INDIANA_ACTION,CHICAGO_ACTION,INDIANA_SCORE,CHICAGO_SCORE
0,1,11:35.0,B. Bogdanović misses 2-pt layup from 4 ft (block by J. Holiday),,0,0
1,1,11:32.0,,Defensive rebound by L. Markkanen,0,0
2,1,11:17.0,,R. Lopez makes 2-pt layup at rim (assist by D. Valentine),0,2
3,1,11:06.0,T. Young makes 2-pt hook shot from 7 ft,,2,2
4,1,10:50.0,,R. Lopez misses 2-pt hook shot from 3 ft,2,2
5,1,10:48.0,Defensive rebound by T. Young,,2,2
6,1,10:41.0,D. Collison makes 2-pt jump shot from 15 ft,,4,2
7,1,10:27.0,,L. Markkanen misses 3-pt jump shot from 24 ft,4,2
8,1,10:24.0,Defensive rebound by B. Bogdanović,,4,2
9,1,10:14.0,T. Young misses 2-pt jump shot from 5 ft,,4,2
10,1,10:12.0,,Defensive rebound by D. Valentine,4,2
11,1,10:07.0,,Turnover by D. Valentine (bad pass; steal by T. Young),4,2
12,1,10:02.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by T. Young),,6,2
13,1,9:45.0,,J. Holiday misses 2-pt layup from 1 ft (block by M. Turner),6,2
14,1,9:42.0,Defensive rebound by D. Collison,,6,2
15,1,9:34.0,D. Collison misses 2-pt jump shot from 5 ft,,6,2
16,1,9:31.0,,Defensive rebound by R. Lopez,6,2
17,1,9:24.0,,Shooting foul by L. Stephenson (drawn by J. Holiday),6,2
18,1,9:24.0,,J. Holiday makes free throw 1 of 3,6,3
19,1,9:24.0,,J. Holiday makes free throw 2 of 3,6,4
20,1,9:24.0,,J. Holiday makes free throw 3 of 3,6,5
21,1,9:10.0,L. Stephenson misses 3-pt jump shot from 25 ft,,6,5
22,1,9:08.0,,Defensive rebound by J. Holiday,6,5
23,1,9:01.0,,D. Valentine misses 2-pt jump shot from 20 ft,6,5
24,1,8:57.0,Defensive rebound by T. Young,,6,5
25,1,8:46.0,B. Bogdanović misses 2-pt jump shot from 12 ft,,6,5
26,1,8:42.0,,Defensive rebound by J. Grant,6,5
