,QUARTER,TIME_REMAINING,ATLANTA_ACTION,SACRAMENTO_ACTION,ATLANTA_SCORE,SACRAMENTO_SCORE
380,4,4:54.0,D. Dedmon makes free throw 1 of 1,,87,95
381,4,4:39.0,,V. Carter misses 2-pt jump shot from 22 ft,87,95
382,4,4:36.0,Defensive rebound by D. Dedmon,,87,95
383,4,4:26.0,Turnover by D. Lee (lost ball; steal by B. Hield),,87,95
384,4,4:23.0,,B. Hield makes 2-pt dunk at rim (assist by F. Mason),87,97
385,4,4:23.0,Atlanta full timeout,,87,97
386,4,4:23.0,M. Plumlee enters the game for D. Dedmon,,87,97
387,4,4:23.0,A. White enters the game for D. Lee,,87,97
388,4,4:12.0,T. Dorsey misses 2-pt jump shot from 20 ft,,87,97
389,4,4:09.0,,Defensive rebound by K. Koufos,87,97
390,4,3:52.0,,B. Caboclo misses 3-pt jump shot from 24 ft,87,97
391,4,3:47.0,Defensive rebound by J. Magette,,87,97
392,4,3:42.0,A. White makes 3-pt jump shot from 22 ft (assist by T. Dorsey),,90,97
393,4,3:21.0,,V. Carter makes 2-pt jump shot from 5 ft,90,99
394,4,3:09.0,T. Cavanaugh misses 2-pt jump shot from 10 ft,,90,99
395,4,3:06.0,,Defensive rebound by K. Koufos,90,99
396,4,2:48.0,,B. Hield makes 2-pt jump shot from 12 ft (assist by K. Koufos),90,101
397,4,2:40.0,Shooting foul by K. Koufos (drawn by M. Plumlee),,90,101
398,4,2:40.0,,J. Jackson enters the game for V. Carter,90,101
399,4,2:40.0,M. Plumlee misses free throw 1 of 2,,90,101
400,4,2:40.0,Offensive rebound by Team,,90,101
401,4,2:40.0,M. Plumlee misses free throw 2 of 2,,90,101
402,4,2:40.0,,Defensive rebound by B. Caboclo,90,101
403,4,2:30.0,,Personal foul by M. Plumlee (drawn by K. Koufos),90,101
404,4,2:15.0,,K. Koufos misses 2-pt jump shot from 7 ft,90,101
405,4,2:12.0,,Offensive rebound by K. Koufos,90,101
406,4,2:11.0,,K. Koufos makes 2-pt layup from 3 ft,90,103
407,4,1:55.0,T. Dorsey misses 2-pt layup from 2 ft,,90,103
408,4,1:53.0,Offensive rebound by T. Dorsey,,90,103
409,4,1:44.0,T. Cavanaugh misses 3-pt jump shot from 23 ft,,90,103
410,4,1:40.0,,Defensive rebound by F. Mason,90,103
411,4,1:24.0,,K. Koufos misses 2-pt jump shot from 11 ft,90,103
412,4,1:21.0,,Offensive rebound by B. Caboclo,90,103
413,4,1:09.0,,F. Mason misses 2-pt layup from 1 ft,90,103
414,4,1:06.0,Defensive rebound by M. Plumlee,,90,103
415,4,1:03.0,T. Dorsey misses 3-pt jump shot from 24 ft,,90,103
416,4,0:58.0,,Defensive rebound by B. Caboclo,90,103
417,4,0:39.0,,F. Mason makes 2-pt layup from 2 ft,90,105
418,4,0:29.0,J. Magette misses 2-pt jump shot from 21 ft,,90,105
419,4,0:25.0,,Defensive rebound by B. Hield,90,105
420,4,0:03.0,,Turnover by Team (shot clock),90,105
