,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,CHARLOTTE_ACTION,CLEVELAND_SCORE,CHARLOTTE_SCORE
182,2,4:34.0,Defensive rebound by T. Thompson,,47,47
183,2,4:31.0,Shooting foul by D. Howard (drawn by L. James),,47,47
184,2,4:31.0,L. James makes free throw 1 of 2,,48,47
185,2,4:31.0,,W. Hernangómez enters the game for D. Bacon,48,47
186,2,4:31.0,,M. Kidd-Gilchrist enters the game for D. Howard,48,47
187,2,4:31.0,L. James makes free throw 2 of 2,,49,47
188,2,4:19.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 13 ft,49,49
189,2,4:06.0,Turnover by L. James (bad pass),,49,49
190,2,4:00.0,,N. Batum misses 3-pt jump shot from 26 ft,49,49
191,2,3:57.0,Defensive rebound by T. Thompson,,49,49
192,2,3:47.0,L. James makes 3-pt jump shot from 23 ft (assist by R. Hood),,52,49
193,2,3:31.0,,K. Walker misses 2-pt layup from 2 ft,52,49
194,2,3:29.0,Defensive rebound by L. James,,52,49
195,2,3:24.0,G. Hill makes 2-pt layup at rim (assist by L. James),,54,49
196,2,3:10.0,,Turnover by W. Hernangómez (out of bounds lost ball),54,49
197,2,3:03.0,Shooting foul by W. Hernangómez (drawn by L. James),,54,49
198,2,3:03.0,L. James misses free throw 1 of 2,,54,49
199,2,3:03.0,Offensive rebound by Team,,54,49
200,2,3:03.0,,F. Kaminsky enters the game for W. Hernangómez,54,49
201,2,3:03.0,L. James misses free throw 2 of 2,,54,49
202,2,3:00.0,,Defensive rebound by F. Kaminsky,54,49
203,2,2:51.0,,Shooting foul by G. Hill (drawn by F. Kaminsky),54,49
204,2,2:51.0,Cleveland full timeout,,54,49
205,2,2:51.0,J. Smith enters the game for T. Thompson,,54,49
206,2,2:51.0,,F. Kaminsky makes free throw 1 of 2,54,50
207,2,2:51.0,,J. Lamb enters the game for M. Kidd-Gilchrist,54,50
208,2,2:51.0,,F. Kaminsky misses free throw 2 of 2,54,50
209,2,2:46.0,Defensive rebound by J. Smith,,54,50
210,2,2:32.0,L. James misses 2-pt jump shot from 8 ft,,54,50
211,2,2:29.0,,Defensive rebound by M. Williams,54,50
212,2,2:23.0,,K. Walker misses 2-pt jump shot from 18 ft,54,50
213,2,2:20.0,Defensive rebound by J. Smith,,54,50
214,2,2:14.0,G. Hill misses 3-pt jump shot from 22 ft,,54,50
215,2,2:08.0,Offensive rebound by L. James,,54,50
216,2,2:08.0,L. James makes 2-pt layup at rim,,56,50
217,2,1:44.0,,M. Williams misses 2-pt layup from 1 ft,56,50
218,2,1:42.0,Defensive rebound by R. Hood,,56,50
219,2,1:27.0,Shooting foul by F. Kaminsky (drawn by J. Green),,56,50
220,2,1:27.0,J. Green makes free throw 1 of 2,,57,50
221,2,1:27.0,J. Green makes free throw 2 of 2,,58,50
222,2,1:12.0,,Shooting foul by J. Smith (drawn by M. Williams),58,50
223,2,1:12.0,,M. Williams makes free throw 1 of 2,58,51
224,2,1:12.0,,M. Williams makes free throw 2 of 2,58,52
225,2,0:58.0,L. James makes 3-pt jump shot from 25 ft,,61,52
226,2,0:42.0,,J. Lamb misses 3-pt jump shot from 25 ft,61,52
227,2,0:39.0,Defensive rebound by R. Hood,,61,52
228,2,0:36.0,R. Hood makes 3-pt jump shot from 25 ft,,64,52
229,2,0:12.0,,J. Lamb misses 3-pt jump shot from 25 ft,64,52
230,2,0:11.0,,Offensive rebound by Team,64,52
231,2,0:11.0,Loose ball foul by G. Hill (drawn by M. Williams),,64,52
232,2,0:11.0,,M. Williams makes free throw 1 of 2,64,53
233,2,0:11.0,,M. Williams makes free throw 2 of 2,64,54
234,2,0:01.0,L. James misses 3-pt jump shot from 26 ft,,64,54
235,2,0:01.0,,Defensive rebound by M. Williams,64,54
236,3,11:43.0,L. James makes 2-pt jump shot from 18 ft,,66,54
237,3,11:24.0,,Personal foul by G. Hill (drawn by M. Williams),66,54
238,3,11:12.0,,D. Howard makes 2-pt jump shot from 17 ft (assist by M. Kidd-Gilchrist),66,56
239,3,10:55.0,J. Green makes 2-pt layup from 1 ft (assist by L. James),,68,56
240,3,10:41.0,,Turnover by M. Williams (traveling),68,56
241,3,10:23.0,J. Green misses 3-pt jump shot from 22 ft,,68,56
242,3,10:20.0,,Defensive rebound by K. Walker,68,56
243,3,10:16.0,,K. Walker makes 2-pt layup from 1 ft,68,58
244,3,10:01.0,J. Green makes 2-pt jump shot from 17 ft,,70,58
245,3,9:46.0,,Personal foul by J. Green (drawn by D. Howard),70,58
246,3,9:34.0,,K. Walker misses 2-pt jump shot from 20 ft,70,58
247,3,9:29.0,Defensive rebound by L. James,,70,58
248,3,9:21.0,L. James makes 2-pt layup at rim (assist by J. Green),,72,58
249,3,9:01.0,,D. Howard misses 2-pt layup from 2 ft,72,58
250,3,8:57.0,Defensive rebound by L. James,,72,58
251,3,8:57.0,G. Hill makes 2-pt dunk at rim (assist by L. James),,74,58
252,3,8:57.0,,Charlotte full timeout,74,58
253,3,8:46.0,,N. Batum makes 2-pt jump shot from 16 ft (assist by M. Williams),74,60
254,3,8:28.0,R. Hood makes 2-pt jump shot from 11 ft (assist by T. Thompson),,76,60
255,3,8:13.0,,D. Howard makes 2-pt layup from 1 ft (assist by N. Batum),76,62
256,3,7:54.0,G. Hill misses 2-pt jump shot from 19 ft,,76,62
257,3,7:51.0,,Defensive rebound by D. Howard,76,62
258,3,7:45.0,,M. Kidd-Gilchrist makes 2-pt layup at rim (assist by N. Batum),76,64
259,3,7:27.0,L. James misses 2-pt jump shot from 18 ft,,76,64
260,3,7:25.0,Offensive rebound by G. Hill,,76,64
261,3,7:11.0,R. Hood misses 2-pt layup from 3 ft,,76,64
262,3,7:07.0,Offensive rebound by T. Thompson,,76,64
263,3,7:07.0,T. Thompson misses 2-pt layup at rim,,76,64
264,3,7:06.0,,Defensive rebound by D. Howard,76,64
265,3,6:52.0,,D. Howard misses 2-pt layup from 7 ft,76,64
266,3,6:51.0,Defensive rebound by R. Hood,,76,64
267,3,6:45.0,T. Thompson makes 2-pt jump shot from 7 ft (assist by L. James),,78,64
268,3,6:36.0,,K. Walker makes 2-pt jump shot from 9 ft,78,66
269,3,6:36.0,,Shooting foul by T. Thompson (drawn by K. Walker),78,66
270,3,6:36.0,J. Smith enters the game for R. Hood,,78,66
271,3,6:36.0,,K. Walker makes free throw 1 of 1,78,67
272,3,6:20.0,J. Green misses 3-pt jump shot from 26 ft,,78,67
273,3,6:20.0,Offensive rebound by Team,,78,67
274,3,6:10.0,Turnover by J. Smith (bad pass),,78,67
275,3,5:46.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 10 ft,78,67
276,3,5:44.0,Defensive rebound by L. James,,78,67
277,3,5:30.0,J. Green makes 2-pt layup at rim (assist by L. James),,80,67
278,3,5:11.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 17 ft (assist by M. Williams),80,69
279,3,4:53.0,Shooting foul by M. Kidd-Gilchrist (drawn by L. James),,80,69
280,3,4:53.0,L. James makes free throw 1 of 3,,81,69
281,3,4:53.0,L. James makes free throw 2 of 3,,82,69
282,3,4:53.0,L. Nance enters the game for T. Thompson,,82,69
283,3,4:53.0,J. Clarkson enters the game for J. Green,,82,69
284,3,4:53.0,L. James makes free throw 3 of 3,,83,69
285,3,4:40.0,,Turnover by N. Batum (bad pass; steal by L. Nance),83,69
286,3,4:32.0,J. Smith makes 2-pt jump shot from 18 ft,,85,69
287,3,4:02.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 14 ft,85,69
288,3,4:00.0,Defensive rebound by J. Smith,,85,69
289,3,3:47.0,G. Hill misses 3-pt jump shot from 23 ft,,85,69
290,3,3:44.0,Offensive rebound by J. Clarkson,,85,69
291,3,3:41.0,L. James makes 3-pt jump shot from 26 ft (assist by J. Clarkson),,88,69
292,3,3:41.0,,Charlotte full timeout,88,69
293,3,3:41.0,,D. Bacon enters the game for N. Batum,88,69
294,3,3:41.0,,J. Lamb enters the game for M. Kidd-Gilchrist,88,69
295,3,3:41.0,J. Calderón enters the game for G. Hill,,88,69
296,3,3:26.0,,D. Howard makes 2-pt hook shot from 6 ft (assist by K. Walker),88,71
297,3,3:10.0,Turnover by L. James (turnover),,88,71
298,3,2:48.0,,J. Lamb makes 2-pt jump shot from 14 ft (assist by D. Howard),88,73
299,3,2:23.0,J. Smith makes 2-pt jump shot from 17 ft,,90,73
300,3,2:05.0,,K. Walker makes 2-pt layup from 1 ft,90,75
301,3,1:45.0,L. James makes 3-pt jump shot from 29 ft,,93,75
302,3,1:27.0,,K. Walker misses 3-pt jump shot from 25 ft,93,75
303,3,1:22.0,Defensive rebound by L. Nance,,93,75
304,3,1:15.0,J. Smith makes 2-pt jump shot from 20 ft,,95,75
305,3,0:54.0,,Turnover by J. Lamb (bad pass; steal by L. Nance),95,75
306,3,0:46.0,L. James misses 3-pt jump shot from 29 ft,,95,75
307,3,0:43.0,,Defensive rebound by M. Williams,95,75
308,3,0:43.0,,D. Howard makes 2-pt layup from 1 ft (assist by K. Walker),95,77
309,3,0:43.0,,Shooting foul by L. Nance (drawn by D. Howard),95,77
310,3,0:43.0,,M. Monk enters the game for K. Walker,95,77
311,3,0:43.0,,D. Howard makes free throw 1 of 1,95,78
312,3,0:26.0,J. Clarkson misses 3-pt jump shot from 25 ft,,95,78
313,3,0:24.0,Offensive rebound by J. Smith,,95,78
314,3,0:08.0,Personal foul by M. Williams (drawn by L. James),,95,78
315,3,0:01.0,L. James misses 2-pt jump shot from 18 ft,,95,78
316,3,0:01.0,,Defensive rebound by D. Howard,95,78
317,4,11:40.0,,Shooting foul by L. Nance (drawn by J. Lamb),95,78
318,4,11:40.0,,J. Lamb makes free throw 1 of 2,95,79
319,4,11:40.0,,J. Lamb makes free throw 2 of 2,95,80
320,4,11:20.0,J. Green misses 2-pt jump shot from 12 ft,,95,80
321,4,11:17.0,,Defensive rebound by D. Bacon,95,80
322,4,11:06.0,,F. Kaminsky misses 2-pt layup from 6 ft,95,80
323,4,11:03.0,,Offensive rebound by T. Graham,95,80
324,4,11:00.0,,M. Monk makes 2-pt jump shot from 18 ft (assist by J. Lamb),95,82
325,4,11:00.0,Cleveland full timeout,,95,82
326,4,11:00.0,G. Hill enters the game for J. Calderón,,95,82
327,4,10:44.0,L. Nance misses 2-pt layup from 2 ft,,95,82
328,4,10:44.0,Offensive rebound by L. Nance,,95,82
329,4,10:44.0,L. Nance misses 2-pt layup from 2 ft,,95,82
330,4,10:44.0,Offensive rebound by L. Nance,,95,82
331,4,10:44.0,Personal foul by M. Monk (drawn by L. Nance),,95,82
332,4,10:38.0,J. Green makes 3-pt jump shot from 26 ft (assist by J. Smith),,98,82
333,4,10:10.0,,J. Lamb makes 2-pt layup from 1 ft (assist by T. Graham),98,84
334,4,9:50.0,J. Clarkson misses 2-pt jump shot from 15 ft,,98,84
335,4,9:46.0,,Defensive rebound by D. Bacon,98,84
336,4,9:39.0,,Personal foul by J. Clarkson (drawn by F. Kaminsky),98,84
337,4,9:33.0,,Turnover by D. Bacon (bad pass; steal by L. Nance),98,84
338,4,9:09.0,J. Green misses 3-pt jump shot from 23 ft,,98,84
339,4,9:07.0,,Defensive rebound by J. Lamb,98,84
340,4,8:55.0,,M. Monk misses 3-pt jump shot from 25 ft,98,84
341,4,8:53.0,Defensive rebound by Team,,98,84
342,4,8:25.0,G. Hill misses 2-pt jump shot from 20 ft,,98,84
343,4,8:22.0,,Defensive rebound by D. Bacon,98,84
344,4,8:17.0,,D. Bacon makes 2-pt layup from 1 ft,98,86
345,4,7:59.0,J. Smith makes 3-pt jump shot from 25 ft (assist by G. Hill),,101,86
346,4,7:32.0,,F. Kaminsky makes 2-pt layup from 2 ft,101,88
347,4,7:15.0,J. Green misses 2-pt jump shot from 3 ft,,101,88
348,4,7:13.0,,Defensive rebound by F. Kaminsky,101,88
349,4,7:02.0,,F. Kaminsky makes 2-pt hook shot from 7 ft,101,90
350,4,6:52.0,Cleveland full timeout,,101,90
351,4,6:52.0,,M. Williams enters the game for T. Graham,101,90
352,4,6:52.0,L. James enters the game for J. Clarkson,,101,90
353,4,6:52.0,R. Hood enters the game for L. Nance,,101,90
354,4,6:41.0,G. Hill misses 2-pt layup from 2 ft (block by M. Williams),,101,90
355,4,6:38.0,,Defensive rebound by F. Kaminsky,101,90
356,4,6:23.0,,Turnover by F. Kaminsky (bad pass; steal by L. James),101,90
357,4,6:17.0,L. James makes 2-pt dunk from 1 ft,,103,90
358,4,5:58.0,,D. Bacon misses 3-pt jump shot from 25 ft,103,90
359,4,5:53.0,,Offensive rebound by F. Kaminsky,103,90
360,4,5:53.0,,F. Kaminsky makes 2-pt layup at rim,103,92
361,4,5:39.0,J. Green misses 2-pt layup from 2 ft,,103,92
362,4,5:36.0,,Defensive rebound by J. Lamb,103,92
363,4,5:22.0,,Turnover by D. Bacon (bad pass; steal by J. Smith),103,92
364,4,4:59.0,R. Hood misses 2-pt jump shot from 10 ft,,103,92
365,4,4:56.0,,Defensive rebound by M. Monk,103,92
366,4,4:43.0,,F. Kaminsky makes 2-pt jump shot from 7 ft,103,94
367,4,4:23.0,G. Hill makes 3-pt jump shot from 22 ft,,106,94
368,4,4:23.0,,Charlotte full timeout,106,94
369,4,4:23.0,,N. Batum enters the game for M. Monk,106,94
370,4,4:23.0,,K. Walker enters the game for J. Lamb,106,94
371,4,4:23.0,,D. Howard enters the game for D. Bacon,106,94
372,4,4:23.0,,M. Kidd-Gilchrist enters the game for F. Kaminsky,106,94
373,4,4:23.0,T. Thompson enters the game for J. Green,,106,94
374,4,4:10.0,,D. Howard misses 2-pt layup from 2 ft,106,94
375,4,4:08.0,Defensive rebound by G. Hill,,106,94
376,4,3:55.0,R. Hood makes 3-pt jump shot from 23 ft (assist by L. James),,109,94
377,4,3:43.0,,Personal foul by L. James (drawn by D. Howard),109,94
378,4,3:36.0,,K. Walker misses 3-pt jump shot from 26 ft,109,94
379,4,3:33.0,Defensive rebound by J. Smith,,109,94
380,4,3:30.0,L. James misses 2-pt layup from 2 ft,,109,94
381,4,3:30.0,Offensive rebound by Team,,109,94
382,4,3:30.0,,Loose ball foul by M. Kidd-Gilchrist (drawn by T. Thompson),109,94
383,4,3:11.0,R. Hood misses 2-pt jump shot from 12 ft,,109,94
384,4,3:09.0,Offensive rebound by L. James,,109,94
385,4,3:09.0,L. James makes 2-pt dunk at rim,,111,94
386,4,3:02.0,,Shooting foul by T. Thompson (drawn by K. Walker),111,94
387,4,3:02.0,,K. Walker makes free throw 1 of 2,111,95
388,4,3:02.0,,K. Walker makes free throw 2 of 2,111,96
389,4,2:42.0,R. Hood makes 2-pt jump shot from 19 ft,,113,96
390,4,2:23.0,,K. Walker makes 2-pt layup from 1 ft,113,98
391,4,2:06.0,L. James makes 2-pt layup from 2 ft,,115,98
