,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,MILWAUKEE_ACTION,MINNESOTA_SCORE,MILWAUKEE_SCORE
130,2,8:24.0,,Offensive charge foul by N. Bjelica (drawn by K. Middleton),35,30
131,2,8:24.0,Turnover by N. Bjelica (offensive foul),,35,30
132,2,8:07.0,,T. Snell misses 2-pt jump shot from 3 ft,35,30
133,2,8:04.0,Defensive rebound by G. Dieng,,35,30
134,2,8:02.0,Shooting foul by J. Terry (drawn by J. Crawford),,35,30
135,2,8:02.0,J. Crawford makes free throw 1 of 3,,36,30
136,2,8:02.0,J. Crawford makes free throw 2 of 3,,37,30
137,2,8:02.0,T. Gibson enters the game for G. Dieng,,37,30
138,2,8:02.0,J. Crawford makes free throw 3 of 3,,38,30
139,2,7:47.0,,E. Bledsoe makes 2-pt jump shot from 8 ft,38,32
140,2,7:34.0,Shooting foul by J. Terry (drawn by T. Gibson),,38,32
141,2,7:34.0,T. Gibson makes free throw 1 of 2,,39,32
142,2,7:34.0,,G. Antetokounmpo enters the game for J. Terry,39,32
143,2,7:34.0,T. Jones enters the game for N. Bjelica,,39,32
144,2,7:34.0,J. Butler enters the game for A. Brooks,,39,32
145,2,7:34.0,T. Gibson misses free throw 2 of 2,,39,32
146,2,7:31.0,,Defensive rebound by J. Henson,39,32
147,2,7:13.0,,E. Bledsoe misses 2-pt hook shot from 3 ft,39,32
148,2,7:11.0,Defensive rebound by K. Towns,,39,32
149,2,7:00.0,J. Crawford misses 2-pt layup from 3 ft,,39,32
150,2,6:57.0,,Defensive rebound by G. Antetokounmpo,39,32
151,2,6:51.0,,Turnover by E. Bledsoe (bad pass; steal by T. Jones),39,32
152,2,6:45.0,K. Towns makes 2-pt jump shot from 18 ft (assist by T. Jones),,41,32
153,2,6:44.0,,Milwaukee full timeout,41,32
154,2,6:44.0,,T. Maker enters the game for J. Henson,41,32
155,2,6:23.0,,E. Bledsoe makes 2-pt layup from 1 ft (assist by T. Maker),41,34
156,2,6:05.0,K. Towns makes 3-pt jump shot from 24 ft (assist by J. Butler),,44,34
157,2,5:45.0,,T. Snell misses 2-pt jump shot from 17 ft,44,34
158,2,5:43.0,Defensive rebound by J. Butler,,44,34
159,2,5:38.0,T. Gibson makes 2-pt layup at rim (assist by J. Crawford),,46,34
160,2,5:25.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by K. Middleton),46,36
161,2,5:04.0,J. Crawford makes 2-pt jump shot from 17 ft (assist by J. Butler),,48,36
162,2,4:35.0,,E. Bledsoe makes 2-pt jump shot from 9 ft,48,38
163,2,4:09.0,Turnover by J. Crawford (lost ball; steal by T. Snell),,48,38
164,2,4:04.0,,K. Middleton misses 2-pt dunk from 1 ft,48,38
165,2,4:01.0,Defensive rebound by J. Butler,,48,38
166,2,3:48.0,T. Jones misses 3-pt jump shot from 26 ft,,48,38
167,2,3:45.0,,Defensive rebound by K. Middleton,48,38
168,2,3:39.0,,T. Maker misses 2-pt dunk from 1 ft,48,38
169,2,3:36.0,Defensive rebound by T. Gibson,,48,38
170,2,3:24.0,J. Butler misses 3-pt jump shot from 28 ft,,48,38
171,2,3:19.0,,Defensive rebound by E. Bledsoe,48,38
172,2,3:19.0,,Turnover by E. Bledsoe (bad pass),48,38
173,2,3:19.0,,M. Brogdon enters the game for E. Bledsoe,48,38
174,2,3:19.0,A. Wiggins enters the game for J. Crawford,,48,38
175,2,2:58.0,A. Wiggins makes 2-pt jump shot from 19 ft,,50,38
176,2,2:35.0,,K. Middleton makes 2-pt jump shot from 10 ft,50,40
177,2,2:17.0,Shooting foul by M. Brogdon (drawn by T. Gibson),,50,40
178,2,2:17.0,T. Gibson makes free throw 1 of 2,,51,40
179,2,2:17.0,T. Gibson misses free throw 2 of 2,,51,40
180,2,2:14.0,,Defensive rebound by G. Antetokounmpo,51,40
181,2,2:06.0,,T. Snell misses 3-pt jump shot from 26 ft,51,40
182,2,2:03.0,Defensive rebound by K. Towns,,51,40
183,2,1:48.0,A. Wiggins misses 2-pt jump shot from 18 ft,,51,40
184,2,1:45.0,,Defensive rebound by K. Middleton,51,40
185,2,1:36.0,,Shooting foul by A. Wiggins (drawn by T. Snell),51,40
186,2,1:36.0,,T. Snell makes free throw 1 of 2,51,41
187,2,1:36.0,,T. Snell makes free throw 2 of 2,51,42
188,2,1:18.0,J. Butler misses 2-pt jump shot from 6 ft,,51,42
189,2,1:15.0,,Defensive rebound by G. Antetokounmpo,51,42
190,2,1:09.0,,G. Antetokounmpo misses 2-pt layup from 1 ft,51,42
191,2,1:07.0,Defensive rebound by K. Towns,,51,42
192,2,1:03.0,T. Gibson makes 2-pt dunk from 1 ft (assist by J. Butler),,53,42
193,2,0:44.0,,Personal foul by T. Jones (drawn by M. Brogdon),53,42
194,2,0:44.0,,M. Brogdon makes free throw 1 of 2,53,43
195,2,0:44.0,,M. Brogdon makes free throw 2 of 2,53,44
196,2,0:34.0,K. Towns misses 3-pt jump shot from 27 ft,,53,44
197,2,0:32.0,,Defensive rebound by T. Snell,53,44
198,2,0:32.0,,Turnover by T. Snell (traveling),53,44
199,2,0:25.0,A. Wiggins makes 3-pt jump shot from 27 ft (assist by J. Butler),,56,44
200,2,0:02.0,,M. Brogdon makes 2-pt jump shot from 6 ft,56,46
201,2,0:00.0,T. Jones misses 3-pt jump shot from 56 ft,,56,46
202,2,0:00.0,Offensive rebound by Team,,56,46
203,3,11:39.0,T. Gibson makes 2-pt hook shot from 5 ft,,58,46
204,3,11:26.0,,G. Antetokounmpo misses 2-pt jump shot from 21 ft,58,46
205,3,11:23.0,Defensive rebound by T. Jones,,58,46
206,3,11:06.0,T. Gibson makes 2-pt dunk at rim (assist by K. Towns),,60,46
207,3,10:40.0,,J. Henson makes 2-pt hook shot from 5 ft (assist by T. Snell),60,48
208,3,10:23.0,Shooting foul by K. Middleton (drawn by K. Towns),,60,48
209,3,10:23.0,K. Towns makes free throw 1 of 2,,61,48
210,3,10:23.0,,M. Brogdon enters the game for G. Antetokounmpo,61,48
211,3,10:23.0,K. Towns makes free throw 2 of 2,,62,48
212,3,10:07.0,,M. Brogdon misses 3-pt jump shot from 23 ft,62,48
213,3,10:05.0,Defensive rebound by T. Jones,,62,48
214,3,9:49.0,Shooting foul by M. Brogdon (drawn by A. Wiggins),,62,48
215,3,9:49.0,A. Wiggins makes free throw 1 of 2,,63,48
216,3,9:49.0,A. Wiggins misses free throw 2 of 2,,63,48
217,3,9:45.0,,Defensive rebound by K. Middleton,63,48
218,3,9:27.0,,Turnover by E. Bledsoe (bad pass; steal by T. Jones),63,48
219,3,9:25.0,Shooting foul by J. Henson (drawn by T. Jones),,63,48
220,3,9:25.0,T. Jones makes free throw 1 of 2,,64,48
221,3,9:25.0,T. Jones makes free throw 2 of 2,,65,48
222,3,9:11.0,,J. Henson makes 2-pt hook shot from 4 ft (assist by E. Bledsoe),65,50
223,3,8:48.0,K. Towns misses 3-pt jump shot from 27 ft,,65,50
224,3,8:44.0,Offensive rebound by T. Gibson,,65,50
225,3,8:41.0,K. Towns makes 2-pt jump shot from 4 ft (assist by T. Jones),,67,50
226,3,8:41.0,Shooting foul by J. Henson (drawn by K. Towns),,67,50
227,3,8:41.0,K. Towns misses free throw 1 of 1,,67,50
228,3,8:38.0,,Defensive rebound by J. Henson,67,50
229,3,8:31.0,,J. Henson makes 2-pt layup from 1 ft (assist by M. Brogdon),67,52
230,3,8:09.0,J. Butler makes 2-pt jump shot from 11 ft (assist by T. Jones),,69,52
231,3,7:52.0,,J. Henson makes 2-pt jump shot from 18 ft (assist by K. Middleton),69,54
232,3,7:38.0,A. Wiggins makes 3-pt jump shot from 27 ft (assist by J. Butler),,72,54
233,3,7:26.0,,T. Snell misses 3-pt jump shot from 22 ft,72,54
234,3,7:23.0,Defensive rebound by K. Towns,,72,54
235,3,7:13.0,K. Towns makes 2-pt layup at rim (assist by J. Butler),,74,54
236,3,7:13.0,,Milwaukee full timeout,74,54
237,3,7:13.0,,G. Antetokounmpo enters the game for T. Snell,74,54
238,3,6:52.0,,Turnover by M. Brogdon (bad pass; steal by J. Butler),74,54
239,3,6:42.0,Turnover by J. Butler (bad pass),,74,54
240,3,6:36.0,J. Crawford enters the game for A. Wiggins,,74,54
241,3,6:29.0,,E. Bledsoe makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),74,57
242,3,6:06.0,J. Butler makes 2-pt jump shot from 12 ft,,76,57
243,3,5:48.0,,J. Henson makes 2-pt dunk from 1 ft (assist by M. Brogdon),76,59
244,3,5:22.0,J. Crawford misses 3-pt jump shot from 27 ft,,76,59
245,3,5:19.0,,Defensive rebound by J. Henson,76,59
246,3,5:12.0,,Shooting foul by J. Crawford (drawn by E. Bledsoe),76,59
247,3,5:12.0,,E. Bledsoe makes free throw 1 of 2,76,60
248,3,5:12.0,,E. Bledsoe makes free throw 2 of 2,76,61
249,3,4:51.0,J. Butler makes 2-pt jump shot from 16 ft,,78,61
250,3,4:41.0,,G. Antetokounmpo misses 2-pt jump shot from 7 ft,78,61
251,3,4:35.0,,Offensive rebound by G. Antetokounmpo,78,61
252,3,4:35.0,,G. Antetokounmpo makes 2-pt layup at rim,78,63
253,3,4:14.0,J. Crawford misses 3-pt jump shot from 30 ft,,78,63
254,3,4:14.0,Offensive rebound by Team,,78,63
255,3,4:14.0,Turnover by Team (shot clock),,78,63
256,3,4:00.0,,M. Brogdon makes 3-pt jump shot from 22 ft (assist by E. Bledsoe),78,66
257,3,4:00.0,Minnesota full timeout,,78,66
258,3,4:00.0,G. Dieng enters the game for K. Towns,,78,66
259,3,3:37.0,Turnover by J. Crawford (lost ball; steal by K. Middleton),,78,66
260,3,3:31.0,,K. Middleton misses 2-pt layup from 2 ft,78,66
261,3,3:29.0,Defensive rebound by G. Dieng,,78,66
262,3,3:14.0,G. Dieng misses 2-pt jump shot from 19 ft,,78,66
263,3,3:10.0,,Defensive rebound by M. Brogdon,78,66
264,3,3:04.0,,M. Brogdon misses 2-pt jump shot from 18 ft,78,66
265,3,3:00.0,Defensive rebound by G. Dieng,,78,66
266,3,2:44.0,Turnover by J. Butler (bad pass; steal by J. Henson),,78,66
267,3,2:36.0,,K. Middleton misses 3-pt jump shot from 26 ft,78,66
268,3,2:34.0,Defensive rebound by J. Crawford,,78,66
269,3,2:31.0,Turnover by J. Crawford (bad pass; steal by E. Bledsoe),,78,66
270,3,2:18.0,,Turnover by M. Brogdon (turnover),78,66
271,3,2:02.0,Turnover by J. Butler (bad pass; steal by E. Bledsoe),,78,66
272,3,1:57.0,,E. Bledsoe makes 2-pt dunk from 1 ft,78,68
273,3,1:39.0,J. Crawford makes 2-pt jump shot from 14 ft,,80,68
274,3,1:23.0,,Shooting foul by J. Crawford (drawn by E. Bledsoe),80,68
275,3,1:23.0,,E. Bledsoe makes free throw 1 of 3,80,69
276,3,1:23.0,,E. Bledsoe makes free throw 2 of 3,80,70
277,3,1:23.0,,T. Maker enters the game for J. Henson,80,70
278,3,1:23.0,A. Wiggins enters the game for J. Butler,,80,70
279,3,1:23.0,N. Bjelica enters the game for T. Gibson,,80,70
280,3,1:23.0,,E. Bledsoe makes free throw 3 of 3,80,71
281,3,0:59.0,T. Jones makes 2-pt jump shot from 9 ft,,82,71
282,3,0:46.0,,G. Antetokounmpo makes 2-pt layup at rim (assist by K. Middleton),82,73
283,3,0:36.0,J. Crawford misses 2-pt jump shot from 14 ft,,82,73
284,3,0:29.0,Offensive rebound by G. Dieng,,82,73
285,3,0:29.0,G. Dieng misses 2-pt layup at rim,,82,73
286,3,0:29.0,,Defensive rebound by T. Maker,82,73
287,3,0:29.0,,G. Antetokounmpo makes 2-pt dunk at rim,82,75
288,3,0:10.0,A. Wiggins makes 2-pt layup from 1 ft,,84,75
289,3,0:01.0,,K. Middleton misses 3-pt jump shot from 26 ft,84,75
290,3,0:01.0,Defensive rebound by T. Jones,,84,75
291,4,11:36.0,,Turnover by T. Snell (bad pass),84,75
292,4,11:17.0,Turnover by A. Wiggins (bad pass; steal by M. Brogdon),,84,75
293,4,11:13.0,,M. Brogdon makes 2-pt layup from 1 ft,84,77
294,4,10:55.0,Shooting foul by T. Maker (drawn by J. Butler),,84,77
295,4,10:55.0,J. Butler makes free throw 1 of 2,,85,77
296,4,10:55.0,J. Butler makes free throw 2 of 2,,86,77
297,4,10:32.0,,M. Dellavedova makes 2-pt jump shot from 11 ft (assist by G. Antetokounmpo),86,79
298,4,10:13.0,A. Wiggins misses 3-pt jump shot from 28 ft,,86,79
299,4,10:09.0,Offensive rebound by G. Dieng,,86,79
300,4,9:51.0,J. Butler misses 2-pt jump shot from 7 ft,,86,79
301,4,9:48.0,,Defensive rebound by G. Antetokounmpo,86,79
302,4,9:44.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft,86,81
303,4,9:41.0,Minnesota full timeout,,86,81
304,4,9:41.0,K. Towns enters the game for T. Jones,,86,81
305,4,9:41.0,T. Gibson enters the game for G. Dieng,,86,81
306,4,9:26.0,J. Crawford misses 3-pt jump shot from 24 ft,,86,81
307,4,9:23.0,,Defensive rebound by T. Snell,86,81
308,4,9:17.0,,T. Maker makes 2-pt layup from 1 ft (assist by M. Brogdon),86,83
309,4,8:53.0,A. Wiggins misses 2-pt layup from 2 ft,,86,83
310,4,8:53.0,Offensive rebound by J. Butler,,86,83
311,4,8:52.0,J. Butler misses 2-pt jump shot from 14 ft,,86,83
312,4,8:52.0,Offensive rebound by Team,,86,83
313,4,8:52.0,Turnover by Team (shot clock),,86,83
314,4,8:43.0,,M. Brogdon makes 2-pt layup from 1 ft (assist by M. Dellavedova),86,85
315,4,8:20.0,J. Butler makes 2-pt jump shot from 7 ft,,88,85
316,4,7:54.0,,Turnover by Team (shot clock),88,85
317,4,7:41.0,J. Crawford misses 2-pt jump shot from 15 ft,,88,85
318,4,7:38.0,,Defensive rebound by T. Maker,88,85
319,4,7:31.0,,Offensive foul by G. Antetokounmpo (drawn by J. Crawford),88,85
320,4,7:31.0,,Turnover by G. Antetokounmpo (offensive foul),88,85
321,4,7:31.0,,K. Middleton enters the game for T. Maker,88,85
322,4,7:31.0,,J. Henson enters the game for T. Snell,88,85
323,4,7:31.0,T. Jones enters the game for J. Crawford,,88,85
324,4,7:23.0,K. Towns misses 3-pt jump shot from 28 ft,,88,85
325,4,7:19.0,,Defensive rebound by K. Middleton,88,85
326,4,7:05.0,,K. Middleton makes 3-pt jump shot from 23 ft (assist by M. Dellavedova),88,88
327,4,6:47.0,T. Gibson makes 2-pt layup at rim (assist by J. Butler),,90,88
328,4,6:47.0,Shooting foul by G. Antetokounmpo (drawn by T. Gibson),,90,88
329,4,6:47.0,,E. Bledsoe enters the game for M. Dellavedova,90,88
330,4,6:47.0,T. Gibson misses free throw 1 of 1,,90,88
331,4,6:43.0,,Defensive rebound by G. Antetokounmpo,90,88
332,4,6:34.0,,M. Brogdon misses 2-pt layup from 2 ft (block by T. Gibson),90,88
333,4,6:30.0,,Offensive rebound by M. Brogdon,90,88
334,4,6:19.0,,G. Antetokounmpo makes 2-pt jump shot from 12 ft,90,90
335,4,6:07.0,J. Butler misses 2-pt jump shot from 8 ft,,90,90
336,4,6:04.0,,Defensive rebound by M. Brogdon,90,90
337,4,5:50.0,,Turnover by G. Antetokounmpo (lost ball; steal by K. Towns),90,90
338,4,5:32.0,Turnover by K. Towns (bad pass),,90,90
339,4,5:18.0,,G. Antetokounmpo misses 2-pt layup from 3 ft,90,90
340,4,5:12.0,,Offensive rebound by G. Antetokounmpo,90,90
341,4,5:12.0,,G. Antetokounmpo misses 2-pt layup at rim,90,90
342,4,5:11.0,Defensive rebound by T. Gibson,,90,90
343,4,4:57.0,Turnover by T. Jones (turnover),,90,90
344,4,4:57.0,Minnesota full timeout,,90,90
345,4,4:57.0,J. Crawford enters the game for T. Jones,,90,90
346,4,4:43.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,90,90
347,4,4:40.0,Defensive rebound by T. Gibson,,90,90
348,4,4:19.0,K. Towns makes 3-pt jump shot from 26 ft (assist by J. Crawford),,93,90
349,4,4:01.0,,G. Antetokounmpo misses 2-pt layup from 1 ft,93,90
350,4,3:58.0,,Offensive rebound by M. Brogdon,93,90
351,4,3:56.0,,M. Brogdon makes 2-pt jump shot from 18 ft,93,92
352,4,3:33.0,J. Crawford misses 2-pt jump shot from 7 ft,,93,92
353,4,3:27.0,Offensive rebound by J. Butler,,93,92
354,4,3:25.0,J. Butler misses 3-pt jump shot from 26 ft,,93,92
355,4,3:25.0,,Defensive rebound by K. Middleton,93,92
356,4,3:22.0,,Personal foul by J. Butler (drawn by G. Antetokounmpo),93,92
357,4,3:02.0,,E. Bledsoe misses 2-pt layup from 2 ft (block by J. Crawford),93,92
358,4,3:02.0,,Offensive rebound by Team,93,92
359,4,2:58.0,,M. Brogdon misses 2-pt jump shot from 7 ft,93,92
360,4,2:54.0,Defensive rebound by T. Gibson,,93,92
361,4,2:35.0,T. Gibson misses 2-pt jump shot from 6 ft,,93,92
362,4,2:35.0,,Defensive rebound by K. Middleton,93,92
363,4,2:25.0,,E. Bledsoe makes 3-pt jump shot from 22 ft (assist by G. Antetokounmpo),93,95
364,4,2:25.0,Minnesota full timeout,,93,95
365,4,2:25.0,T. Jones enters the game for J. Crawford,,93,95
366,4,2:07.0,Personal foul by K. Middleton (drawn by J. Butler),,93,95
367,4,2:00.0,J. Butler misses 3-pt jump shot from 26 ft,,93,95
368,4,1:57.0,,Defensive rebound by G. Antetokounmpo,93,95
369,4,1:46.0,,E. Bledsoe makes 2-pt layup from 1 ft,93,97
370,4,1:46.0,,Shooting foul by T. Jones (drawn by E. Bledsoe),93,97
371,4,1:46.0,,E. Bledsoe makes free throw 1 of 1,93,98
372,4,1:25.0,A. Wiggins misses 3-pt jump shot from 30 ft,,93,98
373,4,1:21.0,,Defensive rebound by E. Bledsoe,93,98
374,4,1:04.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by E. Bledsoe),93,100
375,4,1:04.0,Minnesota full timeout,,93,100
376,4,0:47.0,K. Towns misses 3-pt jump shot from 26 ft,,93,100
377,4,0:41.0,,Defensive rebound by E. Bledsoe,93,100
