,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,CHICAGO_ACTION,LA LAKERS_SCORE,CHICAGO_SCORE
34,1,8:23.0,,R. Lopez makes 2-pt hook shot from 3 ft (assist by J. Grant),6,5
35,1,8:04.0,B. Lopez makes 2-pt jump shot from 9 ft (assist by B. Ingram),,8,5
36,1,7:54.0,,J. Grant makes 3-pt jump shot from 25 ft (assist by J. Holiday),8,8
37,1,7:35.0,B. Lopez makes 2-pt dunk at rim,,10,8
38,1,7:24.0,,Z. LaVine misses 3-pt jump shot from 25 ft,10,8
39,1,7:20.0,Defensive rebound by K. Caldwell-Pope,,10,8
40,1,7:09.0,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by J. Randle),,13,8
41,1,6:59.0,,Shooting block foul by T. Ennis (drawn by Z. LaVine),13,8
42,1,6:59.0,,Chicago full timeout,13,8
43,1,6:59.0,,Z. LaVine makes free throw 1 of 2,13,9
44,1,6:59.0,,Z. LaVine makes free throw 2 of 2,13,10
45,1,6:42.0,B. Lopez misses 2-pt hook shot from 5 ft,,13,10
46,1,6:40.0,Offensive rebound by K. Caldwell-Pope,,13,10
47,1,6:40.0,K. Caldwell-Pope misses 2-pt layup from 2 ft,,13,10
48,1,6:40.0,Offensive rebound by Team,,13,10
49,1,6:35.0,B. Ingram makes 2-pt jump shot from 17 ft,,15,10
50,1,6:15.0,,Shooting foul by T. Ennis (drawn by J. Grant),15,10
51,1,6:15.0,,J. Grant misses free throw 1 of 3,15,10
52,1,6:15.0,,Offensive rebound by Team,15,10
53,1,6:15.0,,J. Grant makes free throw 2 of 3,15,11
54,1,6:15.0,,J. Grant misses free throw 3 of 3,15,11
55,1,6:10.0,,Offensive rebound by R. Lopez,15,11
56,1,6:09.0,,R. Lopez misses 2-pt layup from 1 ft,15,11
57,1,6:04.0,,Offensive rebound by R. Lopez,15,11
58,1,6:04.0,,R. Lopez misses 2-pt layup at rim,15,11
59,1,6:03.0,Defensive rebound by K. Caldwell-Pope,,15,11
60,1,6:00.0,J. Randle misses 2-pt jump shot from 20 ft,,15,11
61,1,6:00.0,,Defensive rebound by Team,15,11
62,1,5:59.0,Loose ball foul by B. Lopez (drawn by R. Lopez),,15,11
63,1,5:46.0,,Z. LaVine misses 2-pt layup from 1 ft (block by B. Lopez),15,11
64,1,5:44.0,Defensive rebound by J. Randle,,15,11
65,1,5:44.0,J. Randle makes 2-pt layup from 2 ft,,17,11
66,1,5:44.0,Shooting foul by J. Holiday (drawn by J. Randle),,17,11
67,1,5:44.0,,D. Valentine enters the game for Z. LaVine,17,11
68,1,5:44.0,J. Randle makes free throw 1 of 1,,18,11
69,1,5:22.0,,R. Lopez makes 2-pt hook shot from 7 ft (assist by D. Valentine),18,13
70,1,5:09.0,Shooting foul by J. Holiday (drawn by B. Ingram),,18,13
71,1,5:09.0,B. Ingram makes free throw 1 of 2,,19,13
72,1,5:09.0,,D. Nwaba enters the game for J. Holiday,19,13
73,1,5:09.0,J. Clarkson enters the game for T. Ennis,,19,13
74,1,5:09.0,B. Ingram misses free throw 2 of 2,,19,13
75,1,5:09.0,,Defensive rebound by D. Nwaba,19,13
76,1,4:44.0,,Turnover by Team (shot clock),19,13
77,1,4:35.0,J. Randle makes 2-pt layup from 3 ft (assist by K. Caldwell-Pope),,21,13
78,1,4:24.0,,Turnover by R. Lopez (traveling),21,13
79,1,4:15.0,B. Lopez makes 3-pt jump shot from 26 ft (assist by J. Clarkson),,24,13
80,1,3:59.0,,Personal foul by J. Clarkson (drawn by D. Nwaba),24,13
81,1,3:59.0,,D. Nwaba misses free throw 1 of 2,24,13
82,1,3:59.0,,Offensive rebound by Team,24,13
83,1,3:59.0,,N. Mirotić enters the game for L. Markkanen,24,13
84,1,3:59.0,,D. Nwaba misses free throw 2 of 2,24,13
85,1,3:56.0,Defensive rebound by J. Randle,,24,13
86,1,3:33.0,J. Randle misses 3-pt jump shot from 25 ft,,24,13
87,1,3:29.0,Offensive rebound by B. Ingram,,24,13
88,1,3:25.0,B. Ingram misses 2-pt layup from 2 ft,,24,13
89,1,3:25.0,Offensive rebound by J. Randle,,24,13
90,1,3:25.0,J. Randle makes 2-pt layup from 1 ft,,26,13
91,1,3:25.0,Shooting foul by D. Nwaba (drawn by J. Randle),,26,13
92,1,3:25.0,J. Randle makes free throw 1 of 1,,27,13
93,1,3:15.0,,D. Valentine misses 2-pt jump shot from 6 ft (block by B. Lopez),27,13
94,1,3:15.0,Defensive rebound by J. Clarkson,,27,13
95,1,3:13.0,J. Clarkson makes 2-pt layup from 1 ft,,29,13
96,1,3:13.0,Shooting foul by J. Grant (drawn by J. Clarkson),,29,13
97,1,3:13.0,J. Clarkson makes free throw 1 of 1,,30,13
98,1,2:55.0,,D. Valentine makes 2-pt jump shot from 8 ft,30,15
99,1,2:51.0,LA Lakers full timeout,,30,15
100,1,2:51.0,K. Kuzma enters the game for B. Ingram,,30,15
101,1,2:51.0,A. Caruso enters the game for J. Randle,,30,15
102,1,2:33.0,K. Caldwell-Pope misses 3-pt jump shot from 22 ft,,30,15
103,1,2:29.0,,Defensive rebound by D. Nwaba,30,15
104,1,2:18.0,,N. Mirotić makes 2-pt jump shot from 5 ft (assist by R. Lopez),30,17
105,1,2:02.0,B. Lopez misses 2-pt jump shot from 11 ft,,30,17
106,1,2:00.0,Offensive rebound by B. Lopez,,30,17
107,1,1:59.0,B. Lopez misses 2-pt jump shot from 9 ft,,30,17
108,1,1:59.0,Offensive rebound by B. Lopez,,30,17
109,1,1:58.0,Shooting foul by D. Valentine (drawn by B. Lopez),,30,17
110,1,1:58.0,B. Lopez makes free throw 1 of 2,,31,17
111,1,1:58.0,,R. Arcidiacono enters the game for J. Grant,31,17
112,1,1:58.0,B. Lopez makes free throw 2 of 2,,32,17
113,1,1:40.0,,N. Mirotić misses 3-pt jump shot from 25 ft,32,17
114,1,1:37.0,Defensive rebound by K. Caldwell-Pope,,32,17
115,1,1:29.0,B. Lopez misses 2-pt jump shot from 13 ft,,32,17
116,1,1:29.0,,Defensive rebound by Team,32,17
117,1,1:17.0,,B. Portis enters the game for R. Lopez,32,17
118,1,1:17.0,L. Nance enters the game for K. Caldwell-Pope,,32,17
119,1,1:17.0,J. Hart enters the game for B. Lopez,,32,17
120,1,1:14.0,,D. Valentine misses 2-pt layup from 2 ft,32,17
121,1,1:14.0,,Offensive rebound by Team,32,17
122,1,1:10.0,,N. Mirotić misses 3-pt jump shot from 26 ft,32,17
123,1,1:10.0,,Offensive rebound by D. Nwaba,32,17
124,1,1:05.0,,N. Mirotić misses 2-pt layup from 2 ft,32,17
125,1,1:05.0,,Offensive rebound by Team,32,17
126,1,0:55.0,,B. Portis makes 3-pt jump shot from 24 ft (assist by D. Valentine),32,20
127,1,0:45.0,J. Clarkson misses 3-pt jump shot from 25 ft,,32,20
128,1,0:41.0,,Defensive rebound by D. Valentine,32,20
129,1,0:33.0,,D. Valentine makes 2-pt layup from 1 ft,32,22
130,1,0:13.0,J. Clarkson misses 2-pt layup from 5 ft,,32,22
131,1,0:13.0,,Defensive rebound by N. Mirotić,32,22
132,1,0:08.0,,D. Valentine makes 3-pt jump shot from 26 ft (assist by N. Mirotić),32,25
133,1,0:00.0,J. Clarkson misses 3-pt jump shot from 27 ft,,32,25
134,1,0:00.0,Offensive rebound by Team,,32,25
135,2,11:51.0,,B. Portis misses 3-pt jump shot from 25 ft,32,25
136,2,11:48.0,Defensive rebound by A. Caruso,,32,25
137,2,11:35.0,K. Kuzma makes 2-pt jump shot from 15 ft (assist by J. Clarkson),,34,25
138,2,11:17.0,,Shooting foul by K. Kuzma (drawn by B. Portis),34,25
139,2,11:17.0,,B. Portis makes free throw 1 of 2,34,26
140,2,11:17.0,,B. Portis makes free throw 2 of 2,34,27
141,2,10:59.0,A. Caruso makes 2-pt layup from 2 ft (assist by K. Kuzma),,36,27
142,2,10:42.0,,B. Portis misses 2-pt jump shot from 10 ft,36,27
143,2,10:39.0,Defensive rebound by J. Hart,,36,27
144,2,10:35.0,K. Kuzma misses 3-pt jump shot from 25 ft,,36,27
145,2,10:32.0,,Defensive rebound by R. Arcidiacono,36,27
146,2,10:23.0,,N. Mirotić misses 2-pt layup from 1 ft,36,27
147,2,10:21.0,Defensive rebound by L. Nance,,36,27
148,2,10:19.0,,Technical foul by N. Mirotić,36,27
149,2,10:19.0,J. Clarkson makes technical free throw,,37,27
150,2,10:19.0,,Z. LaVine enters the game for R. Arcidiacono,37,27
151,2,10:11.0,L. Nance misses 2-pt dunk from 2 ft,,37,27
152,2,10:07.0,,Defensive rebound by B. Portis,37,27
153,2,9:56.0,,B. Portis makes 2-pt layup from 2 ft,37,29
154,2,9:41.0,A. Caruso makes 2-pt layup from 1 ft,,39,29
155,2,9:36.0,,D. Nwaba makes 2-pt layup from 1 ft,39,31
156,2,9:20.0,L. Nance misses 3-pt jump shot from 22 ft,,39,31
157,2,9:20.0,,Defensive rebound by D. Valentine,39,31
158,2,9:09.0,,N. Mirotić misses 3-pt jump shot from 25 ft,39,31
159,2,9:06.0,Defensive rebound by L. Nance,,39,31
160,2,8:57.0,J. Clarkson makes 2-pt jump shot from 20 ft (assist by L. Nance),,41,31
161,2,8:46.0,,Chicago full timeout,41,31
162,2,8:46.0,,L. Markkanen enters the game for N. Mirotić,41,31
163,2,8:46.0,,J. Holiday enters the game for D. Nwaba,41,31
164,2,8:29.0,,Z. LaVine misses 3-pt jump shot from 24 ft,41,31
165,2,8:27.0,Defensive rebound by A. Caruso,,41,31
166,2,8:14.0,J. Clarkson misses 3-pt jump shot from 26 ft,,41,31
167,2,8:11.0,,Defensive rebound by D. Valentine,41,31
168,2,8:05.0,,B. Portis misses 2-pt jump shot from 20 ft,41,31
169,2,7:57.0,,Offensive rebound by L. Markkanen,41,31
170,2,7:57.0,,L. Markkanen misses 2-pt layup at rim,41,31
171,2,7:55.0,Defensive rebound by J. Hart,,41,31
172,2,7:53.0,J. Clarkson makes 2-pt layup from 2 ft,,43,31
173,2,7:41.0,,D. Valentine misses 3-pt jump shot from 23 ft,43,31
174,2,7:41.0,,Offensive rebound by B. Portis,43,31
175,2,7:34.0,,B. Portis makes 2-pt hook shot from 3 ft,43,33
176,2,7:25.0,K. Kuzma makes 2-pt jump shot from 12 ft (assist by J. Clarkson),,45,33
177,2,7:11.0,,B. Portis makes 3-pt jump shot from 24 ft (assist by Z. LaVine),45,36
178,2,6:49.0,K. Kuzma makes 2-pt hook shot from 7 ft (assist by J. Clarkson),,47,36
179,2,6:28.0,,D. Valentine makes 3-pt jump shot from 24 ft (assist by B. Portis),47,39
180,2,6:27.0,LA Lakers full timeout,,47,39
181,2,6:27.0,B. Ingram enters the game for J. Clarkson,,47,39
182,2,6:13.0,K. Kuzma misses 2-pt jump shot from 20 ft,,47,39
183,2,6:09.0,,Defensive rebound by B. Portis,47,39
184,2,5:55.0,,B. Portis misses 2-pt jump shot from 17 ft,47,39
185,2,5:51.0,Defensive rebound by K. Kuzma,,47,39
186,2,5:42.0,B. Ingram makes 2-pt jump shot from 16 ft,,49,39
187,2,5:19.0,,Turnover by D. Valentine (bad pass; steal by A. Caruso),49,39
188,2,5:14.0,J. Hart makes 3-pt jump shot from 25 ft (assist by B. Ingram),,52,39
189,2,5:12.0,,Chicago full timeout,52,39
190,2,5:12.0,,J. Grant enters the game for D. Valentine,52,39
191,2,5:12.0,J. Randle enters the game for A. Caruso,,52,39
192,2,5:12.0,K. Caldwell-Pope enters the game for L. Nance,,52,39
193,2,4:59.0,,J. Holiday makes 3-pt jump shot from 24 ft (assist by J. Grant),52,42
194,2,4:46.0,Personal foul by J. Grant (drawn by B. Ingram),,52,42
195,2,4:36.0,B. Ingram makes 2-pt jump shot from 23 ft (assist by J. Randle),,54,42
196,2,4:23.0,,L. Markkanen makes 3-pt jump shot from 24 ft (assist by J. Grant),54,45
197,2,3:58.0,Offensive foul by B. Ingram (drawn by Z. LaVine),,54,45
198,2,3:58.0,Turnover by B. Ingram (offensive foul),,54,45
199,2,3:44.0,,L. Markkanen makes 3-pt jump shot from 25 ft (assist by J. Grant),54,48
200,2,3:22.0,K. Kuzma misses 2-pt jump shot from 8 ft,,54,48
201,2,3:20.0,,Defensive rebound by L. Markkanen,54,48
202,2,3:07.0,,Z. LaVine misses 2-pt dunk at rim,54,48
203,2,3:06.0,,Offensive rebound by B. Portis,54,48
204,2,3:00.0,,B. Portis makes 2-pt jump shot from 5 ft (assist by J. Grant),54,50
205,2,3:00.0,LA Lakers full timeout,,54,50
206,2,3:00.0,,D. Nwaba enters the game for Z. LaVine,54,50
207,2,3:00.0,J. Clarkson enters the game for J. Hart,,54,50
208,2,2:47.0,K. Kuzma makes 3-pt jump shot from 24 ft (assist by B. Ingram),,57,50
209,2,2:31.0,,J. Grant makes 2-pt layup from 1 ft,57,52
210,2,2:31.0,,Shooting foul by K. Caldwell-Pope (drawn by J. Grant),57,52
211,2,2:31.0,,J. Grant makes free throw 1 of 1,57,53
212,2,2:21.0,Turnover by B. Ingram (lost ball; steal by J. Holiday),,57,53
213,2,2:19.0,,D. Nwaba makes 2-pt dunk at rim (assist by J. Holiday),57,55
214,2,1:55.0,Personal foul by D. Nwaba (drawn by J. Clarkson),,57,55
215,2,1:44.0,J. Randle makes 2-pt hook shot from 8 ft,,59,55
216,2,1:23.0,,J. Grant misses 2-pt jump shot from 15 ft,59,55
217,2,1:20.0,Defensive rebound by B. Ingram,,59,55
218,2,1:17.0,Personal foul by B. Portis (drawn by J. Randle),,59,55
219,2,1:17.0,J. Randle misses free throw 1 of 2,,59,55
220,2,1:17.0,Offensive rebound by Team,,59,55
221,2,1:17.0,,N. Mirotić enters the game for B. Portis,59,55
222,2,1:17.0,J. Randle makes free throw 2 of 2,,60,55
223,2,0:59.0,,J. Holiday misses 3-pt jump shot from 23 ft,60,55
224,2,0:55.0,Defensive rebound by J. Randle,,60,55
225,2,0:48.0,K. Kuzma misses 3-pt jump shot from 25 ft,,60,55
226,2,0:47.0,Offensive rebound by B. Ingram,,60,55
227,2,0:46.0,B. Ingram makes 2-pt layup from 1 ft,,62,55
228,2,0:35.0,,Shooting foul by K. Caldwell-Pope (drawn by J. Grant),62,55
229,2,0:35.0,,J. Grant makes free throw 1 of 2,62,56
230,2,0:35.0,,J. Grant makes free throw 2 of 2,62,57
231,2,0:29.0,J. Clarkson misses 2-pt layup from 1 ft (block by L. Markkanen),,62,57
232,2,0:25.0,Offensive rebound by J. Randle,,62,57
233,2,0:16.0,J. Randle misses 2-pt jump shot from 4 ft,,62,57
234,2,0:14.0,,Defensive rebound by L. Markkanen,62,57
235,2,0:01.0,,J. Holiday misses 3-pt jump shot from 24 ft,62,57
236,2,0:01.0,,Offensive rebound by Team,62,57
237,3,11:45.0,,Z. LaVine makes 2-pt jump shot from 20 ft,62,59
238,3,11:24.0,B. Lopez makes 2-pt jump shot from 10 ft,,64,59
239,3,11:04.0,,Z. LaVine makes 3-pt jump shot from 25 ft,64,62
240,3,10:48.0,B. Lopez makes 2-pt dunk at rim (assist by J. Randle),,66,62
241,3,10:28.0,,Z. LaVine misses 3-pt jump shot from 25 ft,66,62
242,3,10:24.0,,Offensive rebound by J. Grant,66,62
243,3,10:14.0,,R. Lopez makes 2-pt layup at rim (assist by J. Grant),66,64
244,3,9:58.0,B. Lopez misses 3-pt jump shot from 24 ft,,66,64
245,3,9:55.0,,Defensive rebound by Z. LaVine,66,64
246,3,9:42.0,,Z. LaVine misses 3-pt jump shot from 23 ft,66,64
247,3,9:41.0,Defensive rebound by Team,,66,64
248,3,9:30.0,B. Ingram misses 3-pt jump shot from 24 ft,,66,64
249,3,9:27.0,,Defensive rebound by L. Markkanen,66,64
250,3,9:19.0,,L. Markkanen misses 3-pt jump shot from 26 ft,66,64
251,3,9:16.0,Defensive rebound by B. Lopez,,66,64
252,3,9:06.0,T. Ennis misses 3-pt jump shot from 25 ft,,66,64
253,3,9:03.0,,Defensive rebound by L. Markkanen,66,64
254,3,8:53.0,,Z. LaVine misses 2-pt jump shot from 10 ft,66,64
255,3,8:51.0,Defensive rebound by T. Ennis,,66,64
256,3,8:47.0,T. Ennis makes 2-pt layup from 1 ft,,68,64
257,3,8:29.0,,J. Holiday misses 2-pt layup from 1 ft,68,64
258,3,8:27.0,Defensive rebound by T. Ennis,,68,64
259,3,8:22.0,T. Ennis misses 2-pt layup from 1 ft (block by L. Markkanen),,68,64
260,3,8:19.0,,Defensive rebound by L. Markkanen,68,64
261,3,8:13.0,,Offensive foul by R. Lopez (drawn by T. Ennis),68,64
262,3,8:13.0,,Turnover by R. Lopez (offensive foul),68,64
263,3,8:03.0,T. Ennis misses 2-pt layup from 2 ft (block by R. Lopez),,68,64
264,3,8:00.0,,Defensive rebound by L. Markkanen,68,64
265,3,7:59.0,,Shooting foul by K. Caldwell-Pope (drawn by L. Markkanen),68,64
266,3,7:59.0,,L. Markkanen makes free throw 1 of 2,68,65
267,3,7:59.0,,L. Markkanen makes free throw 2 of 2,68,66
268,3,7:49.0,,Offensive charge foul by B. Ingram (drawn by J. Holiday),68,66
269,3,7:49.0,Turnover by B. Ingram (offensive foul),,68,66
270,3,7:35.0,,Z. LaVine misses 3-pt jump shot from 22 ft,68,66
271,3,7:30.0,Defensive rebound by T. Ennis,,68,66
272,3,7:28.0,K. Caldwell-Pope misses 2-pt jump shot from 10 ft,,68,66
273,3,7:28.0,,Defensive rebound by Team,68,66
274,3,7:20.0,,Personal foul by J. Randle (drawn by L. Markkanen),68,66
275,3,7:03.0,,R. Lopez makes 2-pt jump shot from 19 ft,68,68
276,3,6:41.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,68,68
277,3,6:37.0,Offensive rebound by B. Lopez,,68,68
278,3,6:35.0,B. Lopez makes 2-pt jump shot from 4 ft,,70,68
279,3,6:24.0,,Turnover by J. Holiday (traveling),70,68
280,3,6:24.0,,Chicago full timeout,70,68
281,3,6:09.0,Offensive foul by B. Lopez (drawn by R. Lopez),,70,68
282,3,6:09.0,Turnover by B. Lopez (offensive foul),,70,68
283,3,5:54.0,,Personal foul by B. Lopez (drawn by R. Lopez),70,68
284,3,5:45.0,,R. Lopez misses 2-pt jump shot from 8 ft,70,68
285,3,5:45.0,Defensive rebound by Team,,70,68
286,3,5:32.0,Personal foul by L. Markkanen (drawn by J. Randle),,70,68
287,3,5:32.0,,D. Valentine enters the game for Z. LaVine,70,68
288,3,5:19.0,B. Ingram misses 3-pt jump shot from 24 ft,,70,68
289,3,5:17.0,,Defensive rebound by Team,70,68
290,3,5:17.0,Loose ball foul by J. Randle (drawn by L. Markkanen),,70,68
291,3,5:08.0,,Turnover by L. Markkanen (traveling),70,68
292,3,5:08.0,K. Kuzma enters the game for J. Randle,,70,68
293,3,4:54.0,T. Ennis misses 2-pt jump shot from 8 ft,,70,68
294,3,4:49.0,Offensive rebound by K. Caldwell-Pope,,70,68
295,3,4:48.0,K. Caldwell-Pope misses 2-pt layup from 2 ft,,70,68
296,3,4:46.0,,Defensive rebound by J. Holiday,70,68
297,3,4:42.0,,Turnover by J. Holiday (lost ball; steal by T. Ennis),70,68
298,3,4:36.0,T. Ennis makes 2-pt layup from 1 ft (assist by K. Caldwell-Pope),,72,68
299,3,4:25.0,,Turnover by D. Valentine (traveling),72,68
300,3,4:25.0,A. Caruso enters the game for K. Caldwell-Pope,,72,68
301,3,4:25.0,J. Clarkson enters the game for T. Ennis,,72,68
302,3,4:07.0,B. Lopez makes 2-pt hook shot from 6 ft,,74,68
303,3,3:54.0,,J. Holiday misses 2-pt jump shot from 15 ft,74,68
304,3,3:54.0,Defensive rebound by B. Ingram,,74,68
305,3,3:47.0,J. Clarkson makes 3-pt jump shot from 25 ft (assist by A. Caruso),,77,68
306,3,3:23.0,,J. Grant misses 2-pt layup from 2 ft,77,68
307,3,3:21.0,Defensive rebound by A. Caruso,,77,68
308,3,3:20.0,B. Ingram makes 2-pt dunk from 1 ft (assist by A. Caruso),,79,68
309,3,3:20.0,Shooting foul by J. Holiday (drawn by B. Ingram),,79,68
310,3,3:20.0,,N. Mirotić enters the game for J. Holiday,79,68
311,3,3:20.0,,D. Nwaba enters the game for R. Lopez,79,68
312,3,3:20.0,B. Ingram misses free throw 1 of 1,,79,68
313,3,3:16.0,,Defensive rebound by L. Markkanen,79,68
314,3,3:07.0,,Personal foul by B. Lopez (drawn by N. Mirotić),79,68
315,3,3:07.0,,N. Mirotić makes free throw 1 of 2,79,69
316,3,3:07.0,L. Nance enters the game for B. Lopez,,79,69
317,3,3:07.0,,N. Mirotić makes free throw 2 of 2,79,70
318,3,2:49.0,A. Caruso misses 2-pt layup from 5 ft (block by N. Mirotić),,79,70
319,3,2:46.0,,Defensive rebound by D. Valentine,79,70
320,3,2:42.0,,D. Valentine misses 3-pt jump shot from 26 ft,79,70
321,3,2:42.0,Defensive rebound by B. Ingram,,79,70
322,3,2:32.0,Turnover by A. Caruso (traveling),,79,70
323,3,2:32.0,LA Lakers full timeout,,79,70
324,3,2:32.0,,B. Portis enters the game for L. Markkanen,79,70
325,3,2:15.0,,D. Nwaba makes 2-pt layup at rim (assist by N. Mirotić),79,72
326,3,1:57.0,K. Kuzma misses 3-pt jump shot from 25 ft,,79,72
327,3,1:54.0,,Defensive rebound by B. Portis,79,72
328,3,1:38.0,,N. Mirotić misses 2-pt jump shot from 8 ft,79,72
329,3,1:35.0,Defensive rebound by L. Nance,,79,72
330,3,1:23.0,K. Kuzma misses 3-pt jump shot from 25 ft,,79,72
331,3,1:19.0,,Defensive rebound by N. Mirotić,79,72
332,3,1:15.0,,Turnover by D. Nwaba (bad pass; steal by K. Kuzma),79,72
333,3,1:10.0,Personal foul by D. Valentine (drawn by K. Kuzma),,79,72
334,3,1:10.0,,Z. LaVine enters the game for J. Grant,79,72
335,3,1:03.0,B. Ingram makes 2-pt layup from 1 ft (assist by K. Kuzma),,81,72
336,3,0:52.0,,Z. LaVine misses 2-pt layup from 2 ft,81,72
337,3,0:50.0,Defensive rebound by B. Ingram,,81,72
338,3,0:49.0,J. Clarkson makes 2-pt layup from 1 ft (assist by B. Ingram),,83,72
339,3,0:32.0,,Turnover by Z. LaVine (out of bounds lost ball),83,72
340,3,0:32.0,J. Hart enters the game for B. Ingram,,83,72
341,3,0:12.0,Personal foul by Z. LaVine (drawn by A. Caruso),,83,72
342,3,0:12.0,A. Caruso makes free throw 1 of 2,,84,72
343,3,0:12.0,A. Caruso misses free throw 2 of 2,,84,72
344,3,0:10.0,,Defensive rebound by D. Valentine,84,72
345,3,0:00.0,,Z. LaVine misses 2-pt layup from 1 ft,84,72
346,3,0:00.0,,Offensive rebound by Team,84,72
347,4,11:43.0,J. Clarkson misses 3-pt jump shot from 24 ft,,84,72
348,4,11:40.0,,Defensive rebound by D. Valentine,84,72
349,4,11:30.0,,D. Nwaba makes 2-pt jump shot from 5 ft,84,74
350,4,11:13.0,J. Clarkson makes 2-pt jump shot from 12 ft (assist by A. Caruso),,86,74
351,4,10:58.0,,Z. LaVine misses 2-pt jump shot from 17 ft,86,74
352,4,10:55.0,,Offensive rebound by D. Nwaba,86,74
353,4,10:52.0,,D. Nwaba misses 2-pt layup from 7 ft,86,74
354,4,10:52.0,,Offensive rebound by B. Portis,86,74
355,4,10:48.0,,B. Portis misses 2-pt layup at rim,86,74
356,4,10:45.0,,Offensive rebound by B. Portis,86,74
357,4,10:45.0,,B. Portis makes 2-pt layup at rim,86,76
358,4,10:38.0,A. Caruso makes 2-pt layup from 1 ft,,88,76
359,4,10:38.0,Shooting foul by D. Nwaba (drawn by A. Caruso),,88,76
360,4,10:38.0,A. Caruso makes free throw 1 of 1,,89,76
361,4,10:27.0,,Personal foul by A. Caruso (drawn by B. Portis),89,76
362,4,10:27.0,,J. Holiday enters the game for Z. LaVine,89,76
363,4,10:21.0,,N. Mirotić makes 3-pt jump shot from 26 ft (assist by D. Valentine),89,79
364,4,10:02.0,K. Kuzma misses 2-pt jump shot from 14 ft,,89,79
365,4,10:00.0,,Defensive rebound by D. Nwaba,89,79
366,4,9:54.0,,N. Mirotić makes 3-pt jump shot from 25 ft (assist by D. Nwaba),89,82
367,4,9:54.0,LA Lakers full timeout,,89,82
368,4,9:36.0,L. Nance misses 2-pt layup from 1 ft,,89,82
369,4,9:33.0,,Defensive rebound by N. Mirotić,89,82
370,4,9:04.0,,D. Valentine makes 3-pt jump shot from 25 ft,89,85
371,4,8:57.0,Offensive foul by L. Nance (drawn by D. Nwaba),,89,85
372,4,8:57.0,Turnover by L. Nance (offensive foul),,89,85
373,4,8:53.0,,D. Valentine misses 2-pt jump shot from 16 ft,89,85
374,4,8:47.0,Defensive rebound by L. Nance,,89,85
375,4,8:26.0,J. Clarkson misses 2-pt layup from 3 ft,,89,85
376,4,8:24.0,,Defensive rebound by D. Valentine,89,85
377,4,8:10.0,,Turnover by B. Portis (lost ball; steal by L. Nance),89,85
378,4,8:06.0,L. Nance misses 2-pt layup from 1 ft (block by D. Valentine),,89,85
379,4,8:06.0,,Defensive rebound by Team,89,85
380,4,7:47.0,,J. Holiday misses 2-pt jump shot from 12 ft,89,85
381,4,7:43.0,Defensive rebound by J. Hart,,89,85
