,QUARTER,TIME_REMAINING,INDIANA_ACTION,DETROIT_ACTION,INDIANA_SCORE,DETROIT_SCORE
0,1,11:43.0,,T. Harris misses 2-pt layup from 6 ft,0,0
1,1,11:41.0,Defensive rebound by D. Collison,,0,0
2,1,11:29.0,M. Turner makes 2-pt jump shot from 15 ft (assist by T. Young),,2,0
3,1,11:16.0,,Turnover by A. Drummond (bad pass; steal by M. Turner),2,0
4,1,10:59.0,T. Young makes 2-pt hook shot from 8 ft,,4,0
5,1,10:41.0,,R. Jackson misses 3-pt jump shot from 25 ft,4,0
6,1,10:38.0,Defensive rebound by M. Turner,,4,0
7,1,10:34.0,Shooting foul by A. Bradley (drawn by V. Oladipo),,4,0
8,1,10:34.0,V. Oladipo misses free throw 1 of 2,,4,0
9,1,10:34.0,Offensive rebound by Team,,4,0
10,1,10:34.0,V. Oladipo makes free throw 2 of 2,,5,0
11,1,10:26.0,,Personal foul by B. Bogdanović (drawn by R. Bullock),5,0
12,1,10:16.0,,T. Harris misses 2-pt jump shot from 10 ft,5,0
13,1,10:09.0,T. Young misses 2-pt layup from 9 ft,,5,0
14,1,10:08.0,,Defensive rebound by A. Drummond,5,0
15,1,10:08.0,,A. Drummond misses 2-pt layup at rim,5,0
16,1,10:08.0,Defensive rebound by M. Turner,,5,0
17,1,10:02.0,,Defensive rebound by T. Harris,5,0
18,1,10:01.0,,A. Drummond makes 2-pt dunk at rim (assist by R. Jackson),5,2
19,1,9:48.0,Personal foul by A. Drummond (drawn by B. Bogdanović),,5,2
20,1,9:37.0,B. Bogdanović misses 2-pt layup from 2 ft,,5,2
21,1,9:35.0,,Defensive rebound by A. Drummond,5,2
22,1,9:29.0,,R. Jackson makes 2-pt layup from 3 ft,5,4
23,1,9:29.0,Violation by M. Turner (def goaltending),,5,4
24,1,9:16.0,Personal foul by A. Bradley (drawn by V. Oladipo),,5,4
25,1,9:16.0,,L. Kennard enters the game for A. Bradley,5,4
26,1,9:04.0,M. Turner makes 2-pt jump shot from 21 ft (assist by V. Oladipo),,7,4
27,1,8:57.0,,Detroit full timeout,7,4
28,1,8:47.0,,T. Harris makes 2-pt dunk at rim (assist by A. Drummond),7,6
29,1,8:28.0,T. Young misses 3-pt jump shot from 25 ft,,7,6
30,1,8:24.0,,Defensive rebound by T. Harris,7,6
31,1,8:16.0,,T. Harris makes 3-pt jump shot from 25 ft,7,9
32,1,7:57.0,T. Young makes 2-pt jump shot from 18 ft,,9,9
33,1,7:42.0,,R. Bullock makes 2-pt layup from 3 ft (assist by R. Jackson),9,11
34,1,7:20.0,Turnover by T. Young (traveling),,9,11
35,1,7:08.0,,L. Kennard makes 2-pt jump shot from 10 ft,9,13
36,1,6:48.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,9,13
37,1,6:48.0,T. Young misses 2-pt dunk from 1 ft,,9,13
38,1,6:48.0,,Defensive rebound by A. Drummond,9,13
39,1,6:44.0,Defensive rebound by T. Young,,9,13
40,1,6:37.0,,Turnover by R. Jackson (lost ball; steal by D. Collison),9,13
41,1,6:29.0,Personal foul by A. Drummond (drawn by D. Collison),,9,13
42,1,6:29.0,,E. Moreland enters the game for A. Drummond,9,13
43,1,6:21.0,V. Oladipo makes 2-pt jump shot from 19 ft (assist by M. Turner),,11,13
44,1,5:52.0,,Turnover by Team (shot clock),11,13
45,1,5:51.0,,E. Moreland misses 2-pt layup at rim (block by M. Turner),11,13
46,1,5:51.0,,Offensive rebound by Team,11,13
47,1,5:43.0,V. Oladipo misses 2-pt jump shot from 3 ft (block by E. Moreland),,11,13
48,1,5:40.0,Offensive rebound by T. Young,,11,13
49,1,5:38.0,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by T. Young),,14,13
50,1,5:20.0,,L. Kennard misses 2-pt layup from 2 ft,14,13
51,1,5:18.0,,Offensive rebound by E. Moreland,14,13
52,1,5:15.0,,R. Bullock makes 2-pt layup from 1 ft (assist by E. Moreland),14,15
53,1,4:53.0,Turnover by V. Oladipo (lost ball; steal by T. Harris),,14,15
54,1,4:45.0,,R. Jackson misses 2-pt jump shot from 14 ft,14,15
55,1,4:41.0,Defensive rebound by B. Bogdanović,,14,15
56,1,4:41.0,A. Jefferson enters the game for M. Turner,,14,15
57,1,4:41.0,L. Stephenson enters the game for B. Bogdanović,,14,15
58,1,4:32.0,,Personal foul by A. Jefferson (drawn by E. Moreland),14,15
59,1,4:32.0,Turnover by A. Jefferson (turnover),,14,15
60,1,4:32.0,,I. Smith enters the game for R. Jackson,14,15
61,1,4:19.0,,T. Harris misses 2-pt layup from 8 ft,14,15
62,1,4:17.0,Defensive rebound by A. Jefferson,,14,15
63,1,4:08.0,D. Collison misses 2-pt jump shot from 18 ft,,14,15
64,1,4:03.0,Offensive rebound by V. Oladipo,,14,15
65,1,3:54.0,Shooting foul by L. Kennard (drawn by L. Stephenson),,14,15
66,1,3:54.0,L. Stephenson makes free throw 1 of 2,,15,15
67,1,3:54.0,C. Joseph enters the game for D. Collison,,15,15
68,1,3:54.0,L. Stephenson misses free throw 2 of 2,,15,15
69,1,3:52.0,,Defensive rebound by T. Harris,15,15
70,1,3:41.0,,I. Smith makes 2-pt layup from 5 ft,15,17
71,1,3:24.0,V. Oladipo misses 2-pt jump shot from 13 ft,,15,17
72,1,3:18.0,Offensive rebound by A. Jefferson,,15,17
73,1,3:13.0,V. Oladipo makes 3-pt jump shot from 25 ft (assist by C. Joseph),,18,17
74,1,3:02.0,,E. Moreland makes 2-pt layup from 1 ft (assist by R. Bullock),18,19
75,1,2:38.0,A. Jefferson makes 2-pt hook shot from 8 ft,,20,19
76,1,2:25.0,,L. Kennard misses 2-pt jump shot from 16 ft,20,19
77,1,2:22.0,Defensive rebound by A. Jefferson,,20,19
78,1,2:13.0,A. Jefferson makes 2-pt jump shot from 7 ft (assist by L. Stephenson),,22,19
79,1,2:13.0,Shooting foul by E. Moreland (drawn by A. Jefferson),,22,19
80,1,2:13.0,Indiana full timeout,,22,19
81,1,2:13.0,A. Jefferson makes free throw 1 of 1,,23,19
82,1,2:00.0,,R. Bullock misses 3-pt jump shot from 26 ft,23,19
83,1,1:55.0,Defensive rebound by T. Young,,23,19
84,1,1:42.0,A. Jefferson makes 2-pt layup from 2 ft,,25,19
85,1,1:25.0,,T. Harris makes 3-pt jump shot from 26 ft (assist by R. Bullock),25,22
86,1,1:07.0,V. Oladipo misses 2-pt jump shot from 16 ft,,25,22
87,1,1:03.0,,Defensive rebound by E. Moreland,25,22
88,1,0:56.0,,R. Bullock misses 3-pt jump shot from 23 ft,25,22
89,1,0:55.0,Defensive rebound by Team,,25,22
90,1,0:55.0,,B. Marjanović enters the game for E. Moreland,25,22
91,1,0:55.0,,L. Galloway enters the game for R. Bullock,25,22
92,1,0:55.0,D. Collison enters the game for V. Oladipo,,25,22
93,1,0:45.0,T. Young makes 2-pt jump shot from 17 ft (assist by C. Joseph),,27,22
94,1,0:31.0,,Offensive foul by B. Marjanović (drawn by T. Young),27,22
95,1,0:31.0,,Turnover by B. Marjanović (offensive foul),27,22
96,1,0:11.0,T. Young makes 3-pt jump shot from 24 ft (assist by C. Joseph),,30,22
97,1,0:04.0,,Personal foul by C. Joseph (drawn by I. Smith),30,22
98,1,0:00.0,,I. Smith misses 3-pt jump shot from 25 ft,30,22
99,1,0:00.0,,Offensive rebound by Team,30,22
100,2,11:45.0,C. Joseph makes 3-pt jump shot from 23 ft (assist by A. Jefferson),,33,22
101,2,11:32.0,,B. Marjanović makes 2-pt hook shot from 4 ft,33,24
102,2,11:32.0,,Shooting foul by A. Jefferson (drawn by B. Marjanović),33,24
103,2,11:32.0,,B. Marjanović makes free throw 1 of 1,33,25
104,2,11:16.0,D. Collison makes 2-pt jump shot from 16 ft (assist by L. Stephenson),,35,25
105,2,10:54.0,,B. Marjanović misses 2-pt jump shot from 4 ft,35,25
106,2,10:51.0,,Offensive rebound by I. Smith,35,25
107,2,10:50.0,,I. Smith makes 2-pt layup from 2 ft,35,27
108,2,10:37.0,D. Collison misses 2-pt jump shot from 14 ft (block by I. Smith),,35,27
109,2,10:37.0,Offensive rebound by Team,,35,27
110,2,10:33.0,Personal foul by L. Galloway (drawn by C. Joseph),,35,27
111,2,10:25.0,A. Jefferson misses 2-pt layup from 5 ft (block by B. Marjanović),,35,27
112,2,10:22.0,,Defensive rebound by B. Marjanović,35,27
113,2,10:12.0,,I. Smith makes 2-pt layup from 1 ft (assist by A. Tolliver),35,29
114,2,9:58.0,Shooting foul by A. Tolliver (drawn by A. Jefferson),,35,29
115,2,9:58.0,A. Jefferson makes free throw 1 of 2,,36,29
116,2,9:58.0,A. Jefferson makes free throw 2 of 2,,37,29
117,2,9:50.0,,L. Galloway makes 3-pt jump shot from 27 ft (assist by A. Tolliver),37,32
118,2,9:40.0,A. Jefferson makes 2-pt jump shot from 14 ft (assist by D. Collison),,39,32
119,2,9:27.0,,L. Galloway makes 2-pt jump shot from 17 ft (assist by B. Marjanović),39,34
120,2,9:15.0,A. Jefferson misses 2-pt jump shot from 17 ft,,39,34
121,2,9:13.0,,Defensive rebound by L. Galloway,39,34
122,2,9:06.0,,B. Marjanović makes 2-pt layup from 2 ft (assist by I. Smith),39,36
123,2,9:00.0,Indiana full timeout,,39,36
124,2,9:00.0,,A. Bradley enters the game for L. Kennard,39,36
125,2,9:00.0,,A. Drummond enters the game for B. Marjanović,39,36
126,2,9:00.0,M. Turner enters the game for A. Jefferson,,39,36
127,2,8:44.0,M. Turner makes 2-pt jump shot from 8 ft,,41,36
128,2,8:26.0,,Shooting foul by M. Turner (drawn by A. Drummond),41,36
129,2,8:26.0,,A. Drummond misses free throw 1 of 2,41,36
130,2,8:26.0,,Offensive rebound by Team,41,36
131,2,8:26.0,,A. Drummond misses free throw 2 of 2,41,36
132,2,8:23.0,Defensive rebound by L. Stephenson,,41,36
133,2,8:11.0,D. Collison misses 2-pt jump shot from 16 ft,,41,36
134,2,8:09.0,Offensive rebound by Team,,41,36
135,2,8:07.0,Turnover by L. Stephenson (offensive goaltending),,41,36
136,2,7:59.0,,Turnover by A. Bradley (lost ball; steal by L. Stephenson),41,36
137,2,7:42.0,L. Stephenson makes 2-pt jump shot from 15 ft,,43,36
