,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,ATLANTA_ACTION,MEMPHIS_SCORE,ATLANTA_SCORE
40,1,7:23.0,Defensive rebound by J. Green,,6,6
41,1,7:05.0,M. Gasol misses 2-pt jump shot from 17 ft,,6,6
42,1,7:02.0,,Defensive rebound by K. Bazemore,6,6
43,1,6:54.0,,Offensive foul by K. Bazemore (drawn by M. Chalmers),6,6
44,1,6:54.0,,Turnover by K. Bazemore (offensive foul),6,6
45,1,6:54.0,,T. Dorsey enters the game for T. Prince,6,6
46,1,6:54.0,J. Martin enters the game for W. Selden,,6,6
47,1,6:38.0,D. Brooks misses 2-pt jump shot from 17 ft,,6,6
48,1,6:36.0,,Defensive rebound by Team,6,6
49,1,6:27.0,,M. Plumlee makes 2-pt layup from 1 ft (assist by D. Schröder),6,8
50,1,6:14.0,J. Green misses 3-pt jump shot from 22 ft,,6,8
51,1,6:12.0,,Defensive rebound by M. Plumlee,6,8
52,1,5:55.0,,Shooting foul by M. Gasol (drawn by D. Schröder),6,8
53,1,5:55.0,,D. Schröder makes free throw 1 of 2,6,9
54,1,5:55.0,,D. Dedmon enters the game for M. Plumlee,6,9
55,1,5:55.0,J. Ennis enters the game for J. Green,,6,9
56,1,5:55.0,I. Rabb enters the game for M. Gasol,,6,9
57,1,5:55.0,,D. Schröder makes free throw 2 of 2,6,10
58,1,5:39.0,Turnover by M. Chalmers (bad pass; steal by D. Schröder),,6,10
59,1,5:35.0,,T. Dorsey makes 2-pt dunk from 1 ft (assist by D. Schröder),6,12
60,1,5:23.0,M. Chalmers misses 2-pt layup from 1 ft (block by D. Schröder),,6,12
61,1,5:23.0,Offensive rebound by Team,,6,12
62,1,5:23.0,,J. Collins enters the game for E. İlyasova,6,12
63,1,5:20.0,I. Rabb misses 2-pt hook shot from 2 ft,,6,12
64,1,5:17.0,,Defensive rebound by J. Collins,6,12
65,1,5:04.0,,T. Dorsey misses 2-pt jump shot from 13 ft,6,12
66,1,4:59.0,,T. Prince enters the game for K. Bazemore,6,12
67,1,4:59.0,,Offensive rebound by Team,6,12
68,1,4:52.0,,D. Schröder makes 2-pt jump shot from 21 ft,6,14
69,1,4:27.0,J. Ennis misses 2-pt jump shot from 4 ft,,6,14
70,1,4:25.0,Offensive rebound by J. Ennis,,6,14
71,1,4:22.0,J. Ennis misses 3-pt jump shot from 25 ft,,6,14
72,1,4:22.0,Offensive rebound by Team,,6,14
73,1,4:21.0,,Loose ball foul by D. Dedmon (drawn by I. Rabb),6,14
74,1,4:21.0,B. McLemore enters the game for D. Brooks,,6,14
75,1,4:12.0,M. Chalmers makes 2-pt jump shot from 15 ft (assist by I. Rabb),,8,14
76,1,3:49.0,,D. Schröder misses 3-pt jump shot from 26 ft,8,14
77,1,3:41.0,Defensive rebound by I. Rabb,,8,14
78,1,3:33.0,Shooting foul by J. Collins (drawn by B. McLemore),,8,14
79,1,3:33.0,B. McLemore makes free throw 1 of 2,,9,14
80,1,3:33.0,,M. Delaney enters the game for D. Schröder,9,14
81,1,3:33.0,B. McLemore makes free throw 2 of 2,,10,14
82,1,3:20.0,,D. Dedmon makes 2-pt jump shot from 16 ft (assist by T. Dorsey),10,16
83,1,3:07.0,M. Chalmers makes 2-pt jump shot from 11 ft,,12,16
84,1,3:07.0,Shooting foul by M. Delaney (drawn by M. Chalmers),,12,16
85,1,3:07.0,,Atlanta full timeout,12,16
86,1,3:07.0,M. Chalmers makes free throw 1 of 1,,13,16
87,1,2:54.0,,T. Prince misses 2-pt layup from 5 ft (block by I. Rabb),13,16
88,1,2:50.0,Defensive rebound by I. Rabb,,13,16
89,1,2:45.0,I. Rabb makes 2-pt dunk at rim (assist by M. Chalmers),,15,16
90,1,2:29.0,,Turnover by M. Delaney (bad pass; steal by M. Chalmers),15,16
91,1,2:26.0,,Offensive charge foul by J. Martin (drawn by T. Prince),15,16
92,1,2:26.0,Turnover by J. Martin (offensive foul),,15,16
93,1,2:26.0,A. Harrison enters the game for M. Chalmers,,15,16
94,1,2:10.0,,T. Dorsey misses 3-pt jump shot from 25 ft,15,16
95,1,2:07.0,Defensive rebound by J. Ennis,,15,16
96,1,2:05.0,Turnover by J. Ennis (bad pass),,15,16
97,1,1:53.0,,M. Delaney makes 2-pt jump shot from 19 ft,15,18
98,1,1:30.0,A. Harrison misses 2-pt jump shot from 12 ft,,15,18
99,1,1:26.0,,Defensive rebound by M. Delaney,15,18
100,1,1:24.0,,Personal foul by A. Harrison (drawn by M. Delaney),15,18
101,1,1:24.0,J. Green enters the game for I. Rabb,,15,18
102,1,1:15.0,,D. Dedmon makes 2-pt jump shot from 12 ft (assist by T. Dorsey),15,20
103,1,0:55.0,A. Harrison misses 2-pt layup from 4 ft,,15,20
104,1,0:51.0,,Defensive rebound by J. Collins,15,20
105,1,0:49.0,,Turnover by J. Collins (bad pass; steal by J. Martin),15,20
106,1,0:41.0,Turnover by A. Harrison (step out of bounds),,15,20
107,1,0:26.0,,T. Prince misses 2-pt jump shot from 20 ft,15,20
108,1,0:24.0,,Offensive rebound by J. Collins,15,20
109,1,0:24.0,,Shooting foul by J. Martin (drawn by J. Collins),15,20
110,1,0:24.0,,J. Collins makes free throw 1 of 2,15,21
111,1,0:24.0,,J. Collins makes free throw 2 of 2,15,22
112,1,0:01.0,J. Martin misses 2-pt layup from 7 ft (block by D. Dedmon),,15,22
113,1,0:01.0,,Defensive rebound by J. Collins,15,22
114,2,11:46.0,,J. Collins misses 2-pt layup from 1 ft,15,22
115,2,11:43.0,Defensive rebound by M. Gasol,,15,22
116,2,11:29.0,M. Gasol makes 2-pt jump shot from 19 ft (assist by J. Green),,17,22
117,2,11:03.0,,J. Collins misses 2-pt hook shot from 3 ft,17,22
118,2,11:03.0,Defensive rebound by J. Green,,17,22
119,2,10:51.0,W. Selden misses 2-pt jump shot from 7 ft,,17,22
120,2,10:49.0,,Defensive rebound by J. Collins,17,22
121,2,10:48.0,,Turnover by J. Collins (bad pass; steal by B. McLemore),17,22
122,2,10:48.0,B. McLemore misses 2-pt layup from 5 ft (block by T. Prince),,17,22
123,2,10:48.0,Offensive rebound by Team,,17,22
124,2,10:44.0,Turnover by B. McLemore (bad pass),,17,22
125,2,10:34.0,,I. Taylor makes 2-pt jump shot from 20 ft (assist by T. Prince),17,24
126,2,10:09.0,M. Gasol makes 2-pt jump shot from 17 ft,,19,24
127,2,9:45.0,,M. Muscala misses 3-pt jump shot from 23 ft,19,24
128,2,9:42.0,Defensive rebound by D. Brooks,,19,24
129,2,9:40.0,D. Brooks makes 2-pt layup at rim,,21,24
130,2,9:40.0,Shooting foul by M. Delaney (drawn by D. Brooks),,21,24
131,2,9:40.0,,E. İlyasova enters the game for J. Collins,21,24
132,2,9:40.0,,K. Bazemore enters the game for T. Prince,21,24
133,2,9:40.0,D. Brooks misses free throw 1 of 1,,21,24
134,2,9:38.0,,Defensive rebound by E. İlyasova,21,24
135,2,9:22.0,,M. Delaney misses 3-pt jump shot from 25 ft,21,24
136,2,9:18.0,Defensive rebound by J. Green,,21,24
137,2,9:04.0,Offensive foul by M. Gasol (drawn by M. Delaney),,21,24
138,2,9:04.0,Turnover by M. Gasol (offensive foul),,21,24
139,2,8:52.0,,M. Muscala makes 2-pt jump shot from 17 ft (assist by K. Bazemore),21,26
140,2,8:34.0,Turnover by D. Brooks (lost ball; steal by E. İlyasova),,21,26
141,2,8:19.0,,K. Bazemore makes 2-pt layup from 1 ft,21,28
142,2,8:19.0,,Shooting foul by W. Selden (drawn by K. Bazemore),21,28
143,2,8:19.0,M. Chalmers enters the game for B. McLemore,,21,28
144,2,8:19.0,J. Martin enters the game for M. Gasol,,21,28
145,2,8:19.0,,K. Bazemore makes free throw 1 of 1,21,29
146,2,8:03.0,M. Chalmers makes 3-pt jump shot from 25 ft (assist by J. Green),,24,29
147,2,7:50.0,,K. Bazemore makes 3-pt jump shot from 25 ft (assist by I. Taylor),24,32
148,2,7:38.0,J. Green makes 2-pt jump shot from 21 ft (assist by D. Brooks),,26,32
149,2,7:19.0,,K. Bazemore misses 3-pt jump shot from 24 ft,26,32
150,2,7:17.0,Defensive rebound by Team,,26,32
151,2,7:17.0,,D. Schröder enters the game for M. Delaney,26,32
152,2,7:07.0,W. Selden misses 2-pt jump shot from 5 ft,,26,32
153,2,7:05.0,Offensive rebound by Team,,26,32
154,2,6:57.0,D. Brooks misses 2-pt layup from 2 ft,,26,32
155,2,6:54.0,,Defensive rebound by K. Bazemore,26,32
156,2,6:43.0,,D. Schröder misses 2-pt layup from 2 ft (block by J. Martin),26,32
157,2,6:37.0,,Offensive rebound by M. Muscala,26,32
158,2,6:34.0,,E. İlyasova makes 3-pt jump shot from 25 ft (assist by M. Muscala),26,35
159,2,6:17.0,M. Chalmers misses 2-pt layup from 1 ft (block by E. İlyasova),,26,35
160,2,6:14.0,,Defensive rebound by E. İlyasova,26,35
161,2,6:12.0,,D. Schröder makes 2-pt jump shot from 16 ft,26,37
162,2,6:11.0,Memphis full timeout,,26,37
163,2,6:11.0,,T. Dorsey enters the game for I. Taylor,26,37
164,2,6:11.0,B. Wright enters the game for J. Martin,,26,37
165,2,6:11.0,A. Harrison enters the game for M. Chalmers,,26,37
166,2,6:06.0,W. Selden makes 3-pt jump shot from 24 ft (assist by D. Brooks),,29,37
167,2,6:04.0,,Atlanta full timeout,29,37
168,2,5:47.0,,K. Bazemore misses 2-pt jump shot from 9 ft,29,37
169,2,5:42.0,,Offensive rebound by M. Muscala,29,37
170,2,5:42.0,,M. Muscala makes 2-pt layup at rim,29,39
171,2,5:28.0,D. Brooks misses 2-pt layup from 2 ft (block by K. Bazemore),,29,39
172,2,5:28.0,Offensive rebound by B. Wright,,29,39
173,2,5:28.0,B. Wright makes 2-pt layup from 2 ft,,31,39
174,2,5:03.0,,T. Dorsey misses 2-pt jump shot from 2 ft (block by B. Wright),31,39
175,2,4:59.0,Defensive rebound by J. Green,,31,39
176,2,4:56.0,W. Selden misses 2-pt jump shot from 17 ft,,31,39
177,2,4:56.0,,Defensive rebound by E. İlyasova,31,39
178,2,4:40.0,,Personal foul by D. Brooks (drawn by K. Bazemore),31,39
179,2,4:40.0,,J. Collins enters the game for E. İlyasova,31,39
180,2,4:40.0,,D. Dedmon enters the game for M. Muscala,31,39
181,2,4:32.0,,K. Bazemore misses 2-pt jump shot from 16 ft,31,39
182,2,4:28.0,Defensive rebound by J. Green,,31,39
183,2,4:21.0,Def 3 sec tech foul by D. Dedmon,,31,39
184,2,4:21.0,,T. Prince enters the game for K. Bazemore,31,39
185,2,4:21.0,A. Harrison makes technical free throw,,32,39
186,2,4:11.0,Offensive foul by W. Selden (drawn by T. Dorsey),,32,39
187,2,4:11.0,Turnover by W. Selden (offensive foul),,32,39
188,2,4:11.0,J. Ennis enters the game for J. Green,,32,39
189,2,4:11.0,J. Martin enters the game for W. Selden,,32,39
190,2,3:54.0,,J. Collins makes 2-pt layup from 2 ft (assist by T. Prince),32,41
191,2,3:48.0,Away from play foul by D. Schröder (drawn by A. Harrison),,32,41
192,2,3:48.0,A. Harrison makes free throw 1 of 1,,33,41
193,2,3:34.0,Turnover by A. Harrison (bad pass; steal by D. Dedmon),,33,41
194,2,3:16.0,,D. Dedmon makes 3-pt jump shot from 25 ft (assist by D. Schröder),33,44
195,2,2:53.0,D. Brooks misses 3-pt jump shot from 24 ft,,33,44
196,2,2:48.0,,Defensive rebound by T. Dorsey,33,44
197,2,2:43.0,,Personal foul by B. Wright (drawn by J. Collins),33,44
198,2,2:43.0,M. Chalmers enters the game for A. Harrison,,33,44
199,2,2:37.0,,D. Schröder makes 2-pt jump shot from 20 ft (assist by T. Dorsey),33,46
200,2,2:37.0,,Shooting foul by B. Wright (drawn by D. Schröder),33,46
201,2,2:37.0,,D. Schröder makes free throw 1 of 1,33,47
202,2,2:24.0,Turnover by M. Chalmers (bad pass; steal by J. Collins),,33,47
203,2,2:05.0,,D. Dedmon makes 2-pt dunk at rim (assist by D. Schröder),33,49
204,2,1:53.0,D. Brooks misses 3-pt jump shot from 25 ft,,33,49
205,2,1:47.0,Offensive rebound by M. Chalmers,,33,49
206,2,1:46.0,Turnover by M. Chalmers (bad pass; steal by T. Dorsey),,33,49
207,2,1:40.0,,Turnover by T. Prince (bad pass),33,49
208,2,1:20.0,J. Martin makes 2-pt layup from 5 ft,,35,49
209,2,1:12.0,,Personal foul by M. Chalmers (drawn by J. Collins),35,49
210,2,1:12.0,,J. Collins misses free throw 1 of 2,35,49
211,2,1:12.0,,Offensive rebound by Team,35,49
212,2,1:12.0,,J. Collins misses free throw 2 of 2,35,49
213,2,1:10.0,Defensive rebound by J. Ennis,,35,49
214,2,0:52.0,B. Wright misses 2-pt hook shot from 13 ft,,35,49
215,2,0:48.0,,Defensive rebound by J. Collins,35,49
216,2,0:29.0,,D. Schröder makes 2-pt layup from 2 ft,35,51
217,2,0:04.0,Turnover by Team (shot clock),,35,51
218,3,11:41.0,,M. Plumlee misses 2-pt layup from 1 ft (block by J. Ennis),35,51
219,3,11:37.0,Defensive rebound by J. Green,,35,51
220,3,11:30.0,J. Ennis makes 2-pt dunk at rim (assist by M. Gasol),,37,51
221,3,11:16.0,,Shooting foul by J. Ennis (drawn by T. Prince),37,51
222,3,11:16.0,,T. Prince makes free throw 1 of 3,37,52
223,3,11:16.0,,T. Prince makes free throw 2 of 3,37,53
224,3,11:16.0,,T. Prince makes free throw 3 of 3,37,54
225,3,10:58.0,M. Gasol misses 2-pt jump shot from 16 ft,,37,54
226,3,10:58.0,,Defensive rebound by Team,37,54
227,3,10:48.0,,D. Schröder misses 2-pt jump shot from 19 ft,37,54
228,3,10:43.0,,Offensive rebound by M. Plumlee,37,54
229,3,10:42.0,,Turnover by M. Plumlee (bad pass; steal by B. McLemore),37,54
230,3,10:36.0,J. Martin misses 3-pt jump shot from 22 ft,,37,54
231,3,10:33.0,,Defensive rebound by D. Schröder,37,54
232,3,10:18.0,,D. Schröder misses 3-pt jump shot from 24 ft,37,54
233,3,10:14.0,Defensive rebound by M. Gasol,,37,54
234,3,10:06.0,Turnover by B. McLemore (lost ball; steal by E. İlyasova),,37,54
235,3,10:02.0,,D. Schröder makes 2-pt layup at rim (assist by T. Prince),37,56
236,3,9:47.0,J. Green makes 2-pt jump shot from 19 ft (assist by J. Ennis),,39,56
237,3,9:31.0,,E. İlyasova makes 3-pt jump shot from 22 ft (assist by K. Bazemore),39,59
238,3,9:09.0,B. McLemore misses 2-pt jump shot from 9 ft,,39,59
239,3,9:04.0,,Defensive rebound by K. Bazemore,39,59
240,3,9:00.0,,K. Bazemore misses 2-pt jump shot from 18 ft,39,59
241,3,9:00.0,Defensive rebound by M. Gasol,,39,59
242,3,8:49.0,M. Gasol misses 3-pt jump shot from 24 ft,,39,59
243,3,8:49.0,,Defensive rebound by K. Bazemore,39,59
244,3,8:41.0,,Turnover by K. Bazemore (lost ball; steal by J. Ennis),39,59
245,3,8:33.0,Turnover by J. Martin (bad pass; steal by K. Bazemore),,39,59
246,3,8:29.0,,T. Prince makes 2-pt dunk from 1 ft,39,61
247,3,8:16.0,Personal foul by M. Plumlee (drawn by M. Gasol),,39,61
248,3,8:07.0,B. McLemore misses 3-pt jump shot from 24 ft,,39,61
249,3,8:03.0,,Defensive rebound by T. Prince,39,61
250,3,7:43.0,,D. Schröder misses 2-pt jump shot from 13 ft,39,61
251,3,7:42.0,,Offensive rebound by Team,39,61
252,3,7:42.0,Loose ball foul by B. McLemore (drawn by D. Schröder),,39,61
253,3,7:28.0,,T. Prince misses 3-pt jump shot from 25 ft,39,61
254,3,7:24.0,Defensive rebound by M. Gasol,,39,61
255,3,7:19.0,J. Green misses 3-pt jump shot from 22 ft,,39,61
256,3,7:14.0,Offensive rebound by M. Gasol,,39,61
257,3,7:11.0,,T. Dorsey enters the game for T. Prince,39,61
258,3,7:11.0,M. Chalmers enters the game for J. Ennis,,39,61
259,3,7:01.0,J. Green misses 3-pt jump shot from 23 ft,,39,61
260,3,7:00.0,,Defensive rebound by Team,39,61
261,3,7:00.0,Loose ball foul by J. Martin (drawn by K. Bazemore),,39,61
262,3,6:47.0,,Shooting foul by B. McLemore (drawn by K. Bazemore),39,61
263,3,6:47.0,,Atlanta full timeout,39,61
264,3,6:47.0,W. Selden enters the game for J. Martin,,39,61
265,3,6:47.0,D. Brooks enters the game for B. McLemore,,39,61
266,3,6:47.0,,K. Bazemore makes free throw 1 of 2,39,62
267,3,6:47.0,,K. Bazemore makes free throw 2 of 2,39,63
268,3,6:25.0,D. Brooks makes 2-pt jump shot from 14 ft (assist by M. Chalmers),,41,63
269,3,6:14.0,,K. Bazemore misses 3-pt jump shot from 24 ft,41,63
270,3,6:13.0,Defensive rebound by Team,,41,63
271,3,6:04.0,D. Brooks misses 2-pt jump shot from 20 ft,,41,63
272,3,6:00.0,,Defensive rebound by E. İlyasova,41,63
273,3,5:45.0,,K. Bazemore makes 2-pt jump shot from 19 ft (assist by M. Plumlee),41,65
274,3,5:33.0,Shooting foul by M. Plumlee (drawn by M. Gasol),,41,65
275,3,5:33.0,M. Gasol makes free throw 1 of 2,,42,65
276,3,5:33.0,,D. Dedmon enters the game for M. Plumlee,42,65
277,3,5:33.0,M. Gasol makes free throw 2 of 2,,43,65
278,3,5:18.0,,T. Dorsey makes 2-pt jump shot from 18 ft (assist by D. Schröder),43,67
279,3,4:58.0,M. Chalmers misses 3-pt jump shot from 23 ft,,43,67
280,3,4:55.0,,Defensive rebound by D. Dedmon,43,67
281,3,4:42.0,,D. Schröder makes 2-pt layup from 1 ft,43,69
282,3,4:29.0,Personal foul by D. Dedmon (drawn by M. Gasol),,43,69
283,3,4:29.0,,J. Collins enters the game for E. İlyasova,43,69
284,3,4:29.0,,T. Prince enters the game for K. Bazemore,43,69
285,3,4:29.0,J. Martin enters the game for J. Green,,43,69
286,3,4:28.0,Turnover by J. Martin (step out of bounds),,43,69
287,3,4:15.0,,Personal foul by J. Martin (drawn by T. Dorsey),43,69
288,3,4:15.0,,T. Dorsey makes free throw 1 of 2,43,70
289,3,4:15.0,I. Rabb enters the game for J. Martin,,43,70
290,3,4:15.0,,T. Dorsey misses free throw 2 of 2,43,70
291,3,4:13.0,Defensive rebound by I. Rabb,,43,70
292,3,3:55.0,Turnover by D. Brooks (bad pass),,43,70
293,3,3:48.0,,D. Schröder makes 2-pt jump shot from 14 ft (assist by D. Dedmon),43,72
294,3,3:35.0,D. Brooks misses 2-pt layup from 2 ft,,43,72
295,3,3:33.0,Offensive rebound by I. Rabb,,43,72
296,3,3:31.0,Turnover by I. Rabb (bad pass; steal by T. Dorsey),,43,72
297,3,3:25.0,,T. Dorsey misses 3-pt jump shot from 25 ft,43,72
298,3,3:20.0,,Offensive rebound by J. Collins,43,72
299,3,3:19.0,,D. Schröder makes 3-pt jump shot from 26 ft (assist by J. Collins),43,75
300,3,3:05.0,M. Chalmers makes 2-pt layup from 12 ft (assist by M. Gasol),,45,75
301,3,3:05.0,Shooting foul by D. Schröder (drawn by M. Chalmers),,45,75
302,3,3:05.0,,M. Delaney enters the game for D. Schröder,45,75
303,3,3:05.0,M. Chalmers makes free throw 1 of 1,,46,75
304,3,2:47.0,,Turnover by M. Delaney (bad pass; steal by I. Rabb),46,75
305,3,2:42.0,M. Chalmers makes 2-pt layup from 1 ft (assist by I. Rabb),,48,75
306,3,2:29.0,,J. Collins misses 3-pt jump shot from 22 ft,48,75
307,3,2:25.0,Defensive rebound by M. Gasol,,48,75
308,3,2:19.0,Turnover by M. Gasol (traveling),,48,75
309,3,2:19.0,Memphis full timeout,,48,75
310,3,2:19.0,B. Wright enters the game for M. Chalmers,,48,75
311,3,2:19.0,A. Harrison enters the game for M. Gasol,,48,75
312,3,2:05.0,,T. Prince misses 2-pt jump shot from 15 ft,48,75
313,3,2:01.0,Defensive rebound by B. Wright,,48,75
314,3,1:48.0,W. Selden makes 2-pt jump shot from 12 ft (assist by B. Wright),,50,75
315,3,1:21.0,,T. Dorsey makes 2-pt layup from 1 ft,50,77
316,3,1:07.0,D. Brooks makes 2-pt jump shot from 19 ft (assist by B. Wright),,52,77
317,3,0:53.0,,J. Collins makes 2-pt jump shot from 17 ft (assist by M. Delaney),52,79
318,3,0:43.0,B. Wright makes 2-pt jump shot from 17 ft (assist by A. Harrison),,54,79
319,3,0:34.0,,M. Delaney misses 2-pt jump shot from 17 ft,54,79
320,3,0:30.0,Defensive rebound by B. Wright,,54,79
321,3,0:28.0,Shooting foul by D. Dedmon (drawn by D. Brooks),,54,79
322,3,0:28.0,D. Brooks misses free throw 1 of 2,,54,79
323,3,0:28.0,Offensive rebound by Team,,54,79
324,3,0:28.0,D. Brooks misses free throw 2 of 2,,54,79
325,3,0:24.0,Offensive rebound by I. Rabb,,54,79
326,3,0:04.0,A. Harrison misses 2-pt jump shot from 19 ft,,54,79
327,3,0:03.0,Offensive rebound by Team,,54,79
328,3,0:03.0,Turnover by Team (shot clock),,54,79
329,3,0:00.0,,D. Dedmon misses 2-pt jump shot from 19 ft,54,79
330,3,0:00.0,,Offensive rebound by Team,54,79
331,4,11:42.0,D. Brooks makes 2-pt jump shot from 17 ft,,56,79
332,4,11:21.0,,I. Taylor misses 2-pt jump shot from 11 ft,56,79
333,4,11:18.0,Defensive rebound by I. Rabb,,56,79
334,4,11:10.0,I. Rabb makes 2-pt jump shot from 5 ft (assist by D. Brooks),,58,79
335,4,10:51.0,,M. Delaney makes 3-pt jump shot from 26 ft,58,82
336,4,10:51.0,,Shooting foul by B. Wright (drawn by M. Delaney),58,82
337,4,10:51.0,,M. Delaney makes free throw 1 of 1,58,83
338,4,10:34.0,Offensive foul by D. Brooks (drawn by L. Babbitt),,58,83
339,4,10:34.0,Turnover by D. Brooks (offensive foul),,58,83
340,4,10:16.0,,M. Delaney misses 3-pt jump shot from 23 ft,58,83
341,4,10:16.0,Defensive rebound by Team,,58,83
342,4,9:55.0,Turnover by B. Wright (lost ball; steal by M. Muscala),,58,83
343,4,9:46.0,,D. Dedmon makes 2-pt jump shot from 18 ft (assist by I. Taylor),58,85
344,4,9:28.0,W. Selden misses 3-pt jump shot from 26 ft,,58,85
345,4,9:28.0,,Defensive rebound by D. Dedmon,58,85
346,4,9:18.0,,I. Taylor misses 2-pt jump shot from 10 ft,58,85
347,4,9:18.0,Defensive rebound by I. Rabb,,58,85
348,4,9:08.0,I. Rabb makes 2-pt jump shot from 15 ft (assist by A. Harrison),,60,85
349,4,8:55.0,,Personal block foul by A. Harrison (drawn by M. Delaney),60,85
350,4,8:55.0,,J. Collins enters the game for D. Dedmon,60,85
351,4,8:55.0,J. Ennis enters the game for W. Selden,,60,85
352,4,8:55.0,B. McLemore enters the game for B. Wright,,60,85
353,4,8:48.0,,J. Collins makes 2-pt hook shot from 8 ft (assist by M. Muscala),60,87
354,4,8:48.0,,Shooting foul by I. Rabb (drawn by J. Collins),60,87
355,4,8:48.0,,J. Collins makes free throw 1 of 1,60,88
356,4,8:42.0,D. Brooks misses 3-pt jump shot from 24 ft,,60,88
357,4,8:38.0,Offensive rebound by I. Rabb,,60,88
358,4,8:37.0,I. Rabb misses 2-pt layup from 3 ft,,60,88
359,4,8:37.0,Offensive rebound by Team,,60,88
360,4,8:36.0,,T. Dorsey enters the game for M. Delaney,60,88
361,4,8:29.0,J. Ennis misses 3-pt jump shot from 26 ft,,60,88
362,4,8:25.0,,Defensive rebound by I. Taylor,60,88
363,4,8:15.0,,J. Collins makes 2-pt dunk at rim (assist by T. Dorsey),60,90
364,4,7:55.0,Turnover by J. Ennis (bad pass; steal by L. Babbitt),,60,90
365,4,7:43.0,,J. Collins makes 2-pt jump shot from 11 ft (assist by T. Dorsey),60,92
366,4,7:26.0,Turnover by I. Rabb (bad pass; steal by I. Taylor),,60,92
367,4,7:13.0,,Personal foul by A. Harrison (drawn by I. Taylor),60,92
368,4,7:00.0,,L. Babbitt misses 3-pt jump shot from 22 ft,60,92
369,4,6:56.0,,Offensive rebound by J. Collins,60,92
370,4,6:55.0,,J. Collins makes 2-pt dunk at rim,60,94
371,4,6:42.0,Shooting foul by L. Babbitt (drawn by D. Brooks),,60,94
372,4,6:42.0,,Atlanta full timeout,60,94
373,4,6:42.0,,M. Plumlee enters the game for M. Muscala,60,94
374,4,6:42.0,D. Brooks makes free throw 1 of 2,,61,94
375,4,6:42.0,D. Brooks makes free throw 2 of 2,,62,94
376,4,6:28.0,,L. Babbitt misses 3-pt jump shot from 26 ft,62,94
377,4,6:25.0,Defensive rebound by I. Rabb,,62,94
378,4,6:18.0,I. Rabb makes 2-pt jump shot from 18 ft (assist by B. McLemore),,64,94
379,4,5:50.0,,T. Dorsey misses 2-pt jump shot from 8 ft (block by D. Brooks),64,94
380,4,5:50.0,,Offensive rebound by Team,64,94
