,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,PORTLAND_ACTION,OKLAHOMA CITY_SCORE,PORTLAND_SCORE
0,1,11:42.0,Turnover by P. George (lost ball; steal by M. Harkless),,0,0
1,1,11:36.0,,J. Nurkić makes 2-pt dunk from 1 ft (assist by D. Lillard),0,2
2,1,11:24.0,P. George makes 2-pt jump shot from 17 ft (assist by R. Westbrook),,2,2
3,1,11:04.0,,M. Harkless misses 3-pt jump shot from 25 ft,2,2
4,1,11:00.0,Defensive rebound by A. Roberson,,2,2
5,1,10:47.0,A. Roberson misses 2-pt layup from 2 ft,,2,2
6,1,10:45.0,,Defensive rebound by J. Nurkić,2,2
7,1,10:39.0,,Turnover by D. Lillard (bad pass; steal by S. Adams),2,2
8,1,10:30.0,S. Adams makes 2-pt layup at rim (assist by R. Westbrook),,4,2
9,1,10:12.0,,C. McCollum makes 2-pt jump shot from 14 ft (assist by D. Lillard),4,4
10,1,9:52.0,C. Anthony makes 3-pt jump shot from 22 ft (assist by P. George),,7,4
11,1,9:38.0,,J. Nurkić makes 2-pt hook shot from 2 ft (assist by D. Lillard),7,6
12,1,9:27.0,R. Westbrook misses 2-pt jump shot from 16 ft,,7,6
13,1,9:24.0,,Defensive rebound by D. Lillard,7,6
14,1,9:16.0,,C. McCollum makes 3-pt jump shot from 27 ft (assist by J. Nurkić),7,9
15,1,8:58.0,Personal foul by D. Lillard (drawn by C. Anthony),,7,9
16,1,8:49.0,C. Anthony makes 2-pt jump shot from 16 ft,,9,9
17,1,8:34.0,,M. Harkless makes 2-pt dunk at rim (assist by D. Lillard),9,11
18,1,8:17.0,C. Anthony makes 2-pt jump shot from 20 ft (assist by R. Westbrook),,11,11
19,1,7:54.0,,J. Nurkić makes 2-pt layup at rim (assist by D. Lillard),11,13
20,1,7:36.0,C. Anthony makes 2-pt jump shot from 15 ft,,13,13
21,1,7:17.0,,D. Lillard makes 2-pt layup at rim,13,15
22,1,7:17.0,Oklahoma City full timeout,,13,15
23,1,7:03.0,C. Anthony misses 2-pt jump shot from 16 ft,,13,15
24,1,7:02.0,Offensive rebound by C. Anthony,,13,15
25,1,6:55.0,C. Anthony misses 2-pt jump shot from 20 ft,,13,15
26,1,6:53.0,,Defensive rebound by M. Harkless,13,15
27,1,6:48.0,,D. Lillard makes 3-pt jump shot from 27 ft,13,18
28,1,6:34.0,P. George misses 2-pt jump shot from 4 ft,,13,18
29,1,6:32.0,,Defensive rebound by J. Nurkić,13,18
30,1,6:14.0,,C. McCollum misses 2-pt jump shot from 7 ft,13,18
31,1,6:11.0,Defensive rebound by P. George,,13,18
32,1,6:00.0,R. Westbrook misses 2-pt jump shot from 16 ft,,13,18
33,1,5:58.0,,Defensive rebound by J. Nurkić,13,18
34,1,5:46.0,,Personal foul by A. Roberson (drawn by J. Nurkić),13,18
35,1,5:46.0,J. Grant enters the game for C. Anthony,,13,18
36,1,5:46.0,,E. Turner enters the game for M. Harkless,13,18
37,1,5:46.0,,P. Connaughton enters the game for C. McCollum,13,18
38,1,5:33.0,,Turnover by D. Lillard (bad pass; steal by P. George),13,18
39,1,5:29.0,Shooting foul by P. Connaughton (drawn by R. Westbrook),,13,18
40,1,5:29.0,R. Westbrook makes free throw 1 of 2,,14,18
41,1,5:29.0,Á. Abrines enters the game for A. Roberson,,14,18
42,1,5:29.0,R. Westbrook makes free throw 2 of 2,,15,18
43,1,5:18.0,,J. Nurkić misses 2-pt jump shot from 21 ft,15,18
44,1,5:16.0,Defensive rebound by R. Westbrook,,15,18
45,1,5:13.0,R. Westbrook misses 2-pt layup from 2 ft,,15,18
46,1,5:11.0,,Defensive rebound by E. Turner,15,18
47,1,5:07.0,,Personal foul by J. Grant (drawn by J. Nurkić),15,18
48,1,5:07.0,Technical foul by R. Westbrook,,15,18
49,1,5:07.0,,D. Lillard makes technical free throw,15,19
50,1,4:57.0,,J. Nurkić makes 2-pt jump shot from 10 ft (assist by D. Lillard),15,21
51,1,4:37.0,Turnover by S. Adams (turnover),,15,21
52,1,4:20.0,,J. Nurkić makes 2-pt layup at rim (assist by D. Lillard),15,23
53,1,4:04.0,Turnover by S. Adams (lost ball; steal by J. Nurkić),,15,23
54,1,4:00.0,,D. Lillard misses 3-pt jump shot from 28 ft,15,23
55,1,3:57.0,Defensive rebound by S. Adams,,15,23
56,1,3:48.0,J. Grant misses 3-pt jump shot from 22 ft,,15,23
57,1,3:48.0,,Defensive rebound by Team,15,23
58,1,3:48.0,Loose ball foul by S. Adams (drawn by J. Nurkić),,15,23
59,1,3:48.0,,C. Swanigan enters the game for N. Vonleh,15,23
60,1,3:48.0,,E. Davis enters the game for J. Nurkić,15,23
61,1,3:48.0,P. Patterson enters the game for S. Adams,,15,23
62,1,3:28.0,,E. Turner misses 2-pt jump shot from 15 ft,15,23
63,1,3:24.0,Defensive rebound by P. George,,15,23
64,1,3:21.0,R. Westbrook makes 2-pt layup from 1 ft (assist by P. George),,17,23
65,1,3:20.0,,Portland full timeout,17,23
66,1,3:20.0,R. Felton enters the game for R. Westbrook,,17,23
67,1,3:07.0,Violation by P. Patterson (kicked ball),,17,23
68,1,3:07.0,,Offensive foul by C. Swanigan (drawn by J. Grant),17,23
69,1,3:07.0,,Turnover by C. Swanigan (offensive foul),17,23
70,1,2:56.0,R. Felton misses 2-pt jump shot from 7 ft,,17,23
71,1,2:53.0,,Defensive rebound by E. Davis,17,23
72,1,2:41.0,,Turnover by E. Davis (lost ball; steal by P. Patterson),17,23
73,1,2:33.0,P. Patterson misses 3-pt jump shot from 25 ft,,17,23
74,1,2:31.0,,Defensive rebound by C. Swanigan,17,23
75,1,2:15.0,,C. Swanigan misses 2-pt jump shot from 22 ft,17,23
76,1,2:15.0,,Offensive rebound by Team,17,23
77,1,2:15.0,Loose ball foul by Á. Abrines (drawn by E. Davis),,17,23
78,1,2:15.0,,C. McCollum enters the game for D. Lillard,17,23
79,1,2:07.0,,C. McCollum misses 2-pt jump shot from 21 ft,17,23
80,1,2:07.0,Defensive rebound by Team,,17,23
81,1,1:58.0,P. George makes 3-pt jump shot from 24 ft (assist by P. Patterson),,20,23
82,1,1:40.0,,E. Turner makes 2-pt jump shot from 12 ft,20,25
83,1,1:19.0,J. Grant misses 2-pt layup from 1 ft,,20,25
84,1,1:17.0,,Defensive rebound by C. Swanigan,20,25
85,1,0:59.0,,C. McCollum makes 3-pt jump shot from 27 ft (assist by C. Swanigan),20,28
86,1,0:51.0,Personal foul by C. Swanigan (drawn by P. Patterson),,20,28
87,1,0:51.0,C. Anthony enters the game for P. George,,20,28
88,1,0:36.0,C. Anthony misses 2-pt jump shot from 20 ft,,20,28
89,1,0:33.0,Offensive rebound by J. Grant,,20,28
90,1,0:20.0,J. Grant misses 2-pt layup from 1 ft (block by E. Davis),,20,28
91,1,0:19.0,Offensive rebound by C. Anthony,,20,28
92,1,0:19.0,Offensive foul by C. Anthony (drawn by E. Turner),,20,28
93,1,0:19.0,Turnover by C. Anthony (offensive foul),,20,28
94,1,0:19.0,,D. Lillard enters the game for C. Swanigan,20,28
95,1,0:19.0,A. Roberson enters the game for Á. Abrines,,20,28
96,1,0:05.0,,Turnover by C. McCollum (bad pass; steal by P. Patterson),20,28
97,1,0:00.0,R. Felton misses 3-pt jump shot from 27 ft,,20,28
98,1,0:00.0,Offensive rebound by Team,,20,28
99,2,11:43.0,,Turnover by E. Davis (traveling),20,28
100,2,11:27.0,Personal foul by E. Turner (drawn by C. Anthony),,20,28
101,2,11:23.0,Offensive foul by C. Anthony (drawn by E. Davis),,20,28
102,2,11:23.0,Turnover by C. Anthony (offensive foul),,20,28
103,2,11:05.0,,E. Turner misses 2-pt jump shot from 6 ft,20,28
104,2,11:03.0,Defensive rebound by P. Patterson,,20,28
105,2,10:55.0,R. Felton makes 2-pt layup at rim,,22,28
106,2,10:41.0,,Offensive foul by E. Davis (drawn by Á. Abrines),22,28
107,2,10:41.0,,Turnover by E. Davis (offensive foul),22,28
108,2,10:25.0,R. Felton makes 2-pt jump shot from 10 ft,,24,28
109,2,10:05.0,,Turnover by C. McCollum (bad pass; steal by J. Grant),24,28
110,2,10:01.0,J. Grant makes 2-pt dunk at rim (assist by Á. Abrines),,26,28
111,2,9:35.0,,C. Swanigan makes 2-pt hook shot from 2 ft,26,30
112,2,9:24.0,Shooting foul by E. Turner (drawn by C. Anthony),,26,30
113,2,9:24.0,C. Anthony makes free throw 1 of 2,,27,30
114,2,9:24.0,C. Anthony makes free throw 2 of 2,,28,30
115,2,9:11.0,,C. Swanigan makes 2-pt jump shot from 9 ft (assist by C. McCollum),28,32
116,2,8:49.0,J. Grant misses 3-pt jump shot from 23 ft,,28,32
117,2,8:47.0,,Defensive rebound by C. Swanigan,28,32
118,2,8:28.0,,Personal foul by P. Patterson (drawn by E. Davis),28,32
119,2,8:28.0,R. Westbrook enters the game for Á. Abrines,,28,32
120,2,8:18.0,,E. Davis misses 2-pt layup from 1 ft,28,32
121,2,8:17.0,Defensive rebound by J. Grant,,28,32
122,2,8:04.0,R. Felton misses 2-pt jump shot from 19 ft,,28,32
123,2,8:01.0,,Defensive rebound by C. Swanigan,28,32
124,2,7:49.0,,P. Connaughton misses 3-pt jump shot from 27 ft,28,32
125,2,7:47.0,,Offensive rebound by E. Davis,28,32
126,2,7:47.0,,Shooting foul by J. Grant (drawn by E. Davis),28,32
127,2,7:47.0,,E. Davis misses free throw 1 of 2,28,32
128,2,7:47.0,,Offensive rebound by Team,28,32
129,2,7:47.0,P. George enters the game for J. Grant,,28,32
130,2,7:47.0,,E. Davis makes free throw 2 of 2,28,33
131,2,7:38.0,R. Westbrook makes 3-pt jump shot from 24 ft,,31,33
132,2,7:23.0,,C. Swanigan misses 3-pt jump shot from 24 ft,31,33
133,2,7:22.0,,Offensive rebound by E. Davis,31,33
134,2,7:20.0,,E. Davis makes 2-pt layup at rim,31,35
135,2,7:11.0,P. Patterson misses 2-pt jump shot from 13 ft,,31,35
136,2,7:07.0,,Defensive rebound by C. McCollum,31,35
137,2,6:53.0,,C. McCollum misses 3-pt jump shot from 23 ft,31,35
138,2,6:51.0,Defensive rebound by C. Anthony,,31,35
139,2,6:40.0,R. Westbrook makes 2-pt jump shot from 7 ft,,33,35
140,2,6:38.0,,Portland full timeout,33,35
141,2,6:38.0,,J. Nurkić enters the game for C. McCollum,33,35
142,2,6:38.0,,D. Lillard enters the game for P. Connaughton,33,35
143,2,6:38.0,,N. Vonleh enters the game for E. Davis,33,35
144,2,6:38.0,,M. Harkless enters the game for C. Swanigan,33,35
145,2,6:38.0,S. Adams enters the game for R. Felton,,33,35
146,2,6:38.0,A. Roberson enters the game for C. Anthony,,33,35
147,2,6:13.0,,D. Lillard misses 2-pt layup from 2 ft (block by S. Adams),33,35
148,2,6:10.0,Defensive rebound by S. Adams,,33,35
149,2,5:53.0,P. George misses 3-pt jump shot from 24 ft,,33,35
150,2,5:51.0,,Defensive rebound by J. Nurkić,33,35
151,2,5:42.0,,E. Turner misses 2-pt jump shot from 8 ft,33,35
152,2,5:39.0,Defensive rebound by S. Adams,,33,35
153,2,5:30.0,R. Westbrook misses 2-pt layup from 1 ft (block by J. Nurkić),,33,35
154,2,5:28.0,,Defensive rebound by E. Turner,33,35
155,2,5:28.0,,Personal foul by P. Patterson (drawn by E. Turner),33,35
156,2,5:13.0,,D. Lillard makes 2-pt jump shot from 9 ft,33,37
157,2,4:57.0,R. Westbrook makes 2-pt jump shot from 15 ft (assist by S. Adams),,35,37
158,2,4:34.0,,Turnover by J. Nurkić (lost ball; steal by R. Westbrook),35,37
159,2,4:28.0,Turnover by S. Adams (lost ball; steal by E. Turner),,35,37
160,2,4:22.0,,Turnover by E. Turner (lost ball; steal by A. Roberson),35,37
161,2,4:18.0,A. Roberson makes 2-pt dunk at rim,,37,37
162,2,4:01.0,,J. Nurkić makes 2-pt dunk at rim (assist by D. Lillard),37,39
163,2,4:00.0,Oklahoma City full timeout,,37,39
164,2,4:00.0,C. Anthony enters the game for P. Patterson,,37,39
165,2,3:44.0,R. Westbrook makes 2-pt jump shot from 12 ft,,39,39
166,2,3:29.0,,C. McCollum enters the game for E. Turner,39,39
167,2,3:25.0,,J. Nurkić misses 2-pt layup at rim,39,39
168,2,3:24.0,Defensive rebound by R. Westbrook,,39,39
169,2,3:24.0,Personal foul by J. Nurkić (drawn by R. Westbrook),,39,39
170,2,3:16.0,Offensive foul by S. Adams (drawn by D. Lillard),,39,39
171,2,3:16.0,Turnover by S. Adams (offensive foul),,39,39
172,2,3:08.0,,Offensive foul by J. Nurkić (drawn by C. Anthony),39,39
173,2,3:08.0,,Turnover by J. Nurkić (offensive foul),39,39
174,2,2:56.0,P. George misses 2-pt layup from 1 ft (block by N. Vonleh),,39,39
175,2,2:53.0,,Defensive rebound by N. Vonleh,39,39
176,2,2:46.0,,C. McCollum makes 3-pt jump shot from 22 ft (assist by D. Lillard),39,42
177,2,2:37.0,R. Westbrook misses 3-pt jump shot from 26 ft,,39,42
178,2,2:34.0,,Defensive rebound by J. Nurkić,39,42
179,2,2:19.0,,J. Nurkić makes 2-pt hook shot from 5 ft (assist by D. Lillard),39,44
180,2,1:57.0,R. Westbrook misses 3-pt jump shot from 29 ft,,39,44
181,2,1:55.0,,Defensive rebound by M. Harkless,39,44
182,2,1:54.0,,Turnover by M. Harkless (bad pass; steal by R. Westbrook),39,44
183,2,1:50.0,P. George makes 2-pt layup from 1 ft (assist by R. Westbrook),,41,44
184,2,1:32.0,,D. Lillard makes 2-pt layup from 1 ft,41,46
