,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,WASHINGTON_ACTION,LA CLIPPERS_SCORE,WASHINGTON_SCORE
154,2,8:36.0,,T. Satoranský makes free throw 1 of 2,21,31
155,2,8:36.0,,T. Satoranský makes free throw 2 of 2,21,32
156,2,8:18.0,Shooting foul by I. Mahinmi (drawn by W. Reed),,21,32
157,2,8:18.0,W. Reed misses free throw 1 of 2,,21,32
158,2,8:18.0,Offensive rebound by Team,,21,32
159,2,8:18.0,W. Reed misses free throw 2 of 2,,21,32
160,2,8:16.0,,Defensive rebound by K. Oubre,21,32
161,2,8:06.0,,K. Oubre misses 2-pt jump shot from 18 ft,21,32
162,2,8:03.0,Defensive rebound by W. Johnson,,21,32
163,2,7:56.0,M. Harrell misses 2-pt hook shot from 10 ft,,21,32
164,2,7:54.0,,Defensive rebound by Team,21,32
165,2,7:54.0,L. Williams enters the game for S. Thornwell,,21,32
166,2,7:54.0,D. Jordan enters the game for M. Harrell,,21,32
167,2,7:54.0,J. Wilson enters the game for W. Reed,,21,32
168,2,7:39.0,,T. Satoranský makes 3-pt jump shot from 25 ft (assist by I. Mahinmi),21,35
169,2,7:22.0,L. Williams misses 2-pt jump shot from 10 ft,,21,35
170,2,7:19.0,,Defensive rebound by I. Mahinmi,21,35
171,2,7:15.0,,K. Oubre misses 3-pt jump shot from 23 ft,21,35
172,2,7:13.0,,Offensive rebound by M. Scott,21,35
173,2,7:13.0,,M. Scott makes 2-pt layup at rim,21,37
174,2,7:13.0,LA Clippers full timeout,,21,37
175,2,7:13.0,,J. Wall enters the game for K. Oubre,21,37
176,2,7:13.0,,B. Beal enters the game for I. Mahinmi,21,37
177,2,7:13.0,,M. Morris enters the game for T. Satoranský,21,37
178,2,6:57.0,J. Wilson misses 3-pt jump shot from 27 ft,,21,37
179,2,6:57.0,Offensive rebound by Team,,21,37
180,2,6:57.0,,Loose ball foul by M. Scott (drawn by D. Jordan),21,37
181,2,6:51.0,Turnover by J. Evans (bad pass; steal by M. Morris),,21,37
182,2,6:47.0,,M. Scott makes 2-pt dunk at rim (assist by J. Wall),21,39
183,2,6:32.0,L. Williams makes 2-pt layup from 1 ft (assist by D. Jordan),,23,39
184,2,6:13.0,,J. Meeks misses 3-pt jump shot from 22 ft,23,39
185,2,6:09.0,Defensive rebound by W. Johnson,,23,39
186,2,5:59.0,J. Wilson makes 3-pt jump shot from 26 ft (assist by W. Johnson),,26,39
187,2,5:42.0,,M. Morris makes 2-pt jump shot from 8 ft,26,41
188,2,5:25.0,J. Evans makes 2-pt jump shot from 18 ft,,28,41
189,2,5:11.0,,B. Beal makes 2-pt layup from 1 ft (assist by J. Wall),28,43
190,2,4:51.0,Turnover by W. Johnson (bad pass; steal by M. Scott),,28,43
191,2,4:46.0,,J. Meeks misses 3-pt jump shot from 23 ft,28,43
192,2,4:42.0,,Offensive rebound by Team,28,43
193,2,4:42.0,,M. Gortat enters the game for M. Scott,28,43
194,2,4:33.0,,Turnover by J. Wall (lost ball; steal by J. Evans),28,43
195,2,4:30.0,Shooting foul by M. Morris (drawn by W. Johnson),,28,43
196,2,4:30.0,W. Johnson makes free throw 1 of 2,,29,43
197,2,4:30.0,,J. Smith enters the game for M. Morris,29,43
198,2,4:30.0,W. Johnson misses free throw 2 of 2,,29,43
199,2,4:28.0,,Defensive rebound by M. Gortat,29,43
200,2,4:16.0,,B. Beal misses 2-pt jump shot from 13 ft,29,43
201,2,4:12.0,Defensive rebound by J. Wilson,,29,43
202,2,4:09.0,Personal foul by M. Gortat (drawn by D. Jordan),,29,43
203,2,4:09.0,D. Jordan misses free throw 1 of 2,,29,43
204,2,4:09.0,Offensive rebound by Team,,29,43
205,2,4:09.0,D. Jordan makes free throw 2 of 2,,30,43
206,2,3:58.0,,J. Smith misses 3-pt jump shot from 25 ft,30,43
207,2,3:52.0,Defensive rebound by D. Jordan,,30,43
208,2,3:43.0,J. Evans makes 3-pt jump shot from 25 ft (assist by L. Williams),,33,43
209,2,3:26.0,,Shooting foul by J. Wilson (drawn by M. Gortat),33,43
210,2,3:26.0,,M. Gortat misses free throw 1 of 2,33,43
211,2,3:26.0,,Offensive rebound by Team,33,43
212,2,3:26.0,,K. Oubre enters the game for J. Meeks,33,43
213,2,3:26.0,,M. Gortat makes free throw 2 of 2,33,44
214,2,3:14.0,W. Johnson misses 3-pt jump shot from 26 ft,,33,44
215,2,3:11.0,Offensive rebound by D. Jordan,,33,44
216,2,3:11.0,D. Jordan misses 2-pt layup from 2 ft (block by K. Oubre),,33,44
217,2,3:11.0,Offensive rebound by J. Evans,,33,44
218,2,3:02.0,J. Evans makes 2-pt layup from 2 ft,,35,44
219,2,2:59.0,,J. Wall misses 2-pt jump shot from 4 ft,35,44
220,2,2:59.0,Defensive rebound by Team,,35,44
221,2,2:59.0,,Washington full timeout,35,44
222,2,2:46.0,W. Johnson makes 2-pt jump shot from 17 ft (assist by L. Williams),,37,44
223,2,2:32.0,,J. Smith misses 3-pt jump shot from 24 ft,37,44
224,2,2:29.0,Defensive rebound by D. Jordan,,37,44
225,2,2:21.0,Turnover by W. Johnson (step out of bounds),,37,44
226,2,2:07.0,,J. Wall misses 2-pt jump shot from 15 ft,37,44
227,2,2:05.0,,Offensive rebound by J. Smith,37,44
228,2,2:03.0,,J. Smith misses 2-pt jump shot from 18 ft,37,44
229,2,2:00.0,,Offensive rebound by B. Beal,37,44
230,2,1:51.0,,J. Smith misses 2-pt jump shot from 14 ft,37,44
231,2,1:48.0,Defensive rebound by J. Evans,,37,44
232,2,1:45.0,Shooting foul by J. Smith (drawn by L. Williams),,37,44
233,2,1:45.0,L. Williams makes free throw 1 of 2,,38,44
234,2,1:45.0,L. Williams makes free throw 2 of 2,,39,44
235,2,1:30.0,,Turnover by B. Beal (bad pass; steal by D. Jordan),39,44
236,2,1:20.0,Offensive foul by J. Wilson (drawn by B. Beal),,39,44
237,2,1:20.0,Turnover by J. Wilson (offensive foul),,39,44
238,2,1:07.0,,K. Oubre misses 2-pt jump shot from 6 ft (block by D. Jordan),39,44
239,2,1:03.0,,Offensive rebound by K. Oubre,39,44
240,2,1:03.0,,J. Smith makes 2-pt dunk from 2 ft (assist by K. Oubre),39,46
241,2,0:44.0,L. Williams makes 3-pt jump shot from 23 ft (assist by J. Wilson),,42,46
242,2,0:34.0,,B. Beal misses 2-pt jump shot from 15 ft,42,46
243,2,0:32.0,,Offensive rebound by B. Beal,42,46
244,2,0:31.0,,B. Beal makes 2-pt jump shot from 2 ft,42,48
245,2,0:09.0,Shooting foul by J. Smith (drawn by J. Wilson),,42,48
246,2,0:09.0,J. Wilson misses free throw 1 of 2,,42,48
247,2,0:09.0,Offensive rebound by Team,,42,48
248,2,0:09.0,S. Thornwell enters the game for L. Williams,,42,48
249,2,0:09.0,J. Wilson makes free throw 2 of 2,,43,48
250,2,0:01.0,,J. Wall misses 2-pt jump shot from 10 ft (block by W. Johnson),43,48
251,2,0:01.0,,Offensive rebound by Team,43,48
252,3,11:44.0,J. Wilson makes 2-pt jump shot from 17 ft,,45,48
253,3,11:25.0,,M. Morris makes 2-pt jump shot from 14 ft (assist by B. Beal),45,50
254,3,11:15.0,J. Wilson misses 3-pt jump shot from 24 ft,,45,50
255,3,11:12.0,,Defensive rebound by K. Oubre,45,50
256,3,11:08.0,,Offensive foul by M. Morris (drawn by J. Evans),45,50
257,3,11:08.0,,Turnover by M. Morris (offensive foul),45,50
258,3,11:08.0,,M. Scott enters the game for M. Morris,45,50
259,3,10:56.0,Turnover by D. Jordan (lost ball; steal by B. Beal),,45,50
260,3,10:49.0,,B. Beal makes 2-pt layup from 14 ft,45,52
261,3,10:35.0,J. Wilson makes 2-pt jump shot from 20 ft (assist by J. Evans),,47,52
262,3,10:21.0,,J. Wall makes 2-pt jump shot from 16 ft,47,54
263,3,10:05.0,W. Johnson misses 3-pt jump shot from 23 ft,,47,54
264,3,9:59.0,,Defensive rebound by M. Gortat,47,54
265,3,9:54.0,,M. Gortat makes 2-pt hook shot from 6 ft (assist by B. Beal),47,56
266,3,9:36.0,L. Williams misses 3-pt jump shot from 27 ft,,47,56
267,3,9:34.0,,Defensive rebound by B. Beal,47,56
268,3,9:25.0,,M. Scott misses 3-pt jump shot from 25 ft,47,56
269,3,9:20.0,Defensive rebound by L. Williams,,47,56
270,3,9:07.0,L. Williams misses 2-pt jump shot from 4 ft (block by M. Gortat),,47,56
271,3,9:02.0,,Defensive rebound by B. Beal,47,56
272,3,8:59.0,,J. Wall misses 3-pt jump shot from 25 ft,47,56
273,3,8:59.0,Defensive rebound by L. Williams,,47,56
274,3,8:46.0,W. Johnson misses 2-pt jump shot from 15 ft,,47,56
275,3,8:46.0,Offensive rebound by D. Jordan,,47,56
276,3,8:36.0,J. Evans misses 2-pt layup from 4 ft (block by J. Wall),,47,56
277,3,8:32.0,,Defensive rebound by J. Wall,47,56
278,3,8:28.0,,B. Beal misses 2-pt jump shot from 19 ft,47,56
279,3,8:25.0,Defensive rebound by D. Jordan,,47,56
280,3,8:21.0,W. Johnson misses 2-pt layup from 1 ft,,47,56
281,3,8:18.0,,Defensive rebound by J. Wall,47,56
282,3,8:06.0,,Turnover by M. Scott (lost ball; steal by W. Johnson),47,56
283,3,7:57.0,Turnover by J. Wilson (bad pass; steal by M. Gortat),,47,56
284,3,7:52.0,,K. Oubre misses 2-pt layup from 1 ft (block by J. Wilson),47,56
285,3,7:49.0,Defensive rebound by W. Johnson,,47,56
286,3,7:46.0,Shooting foul by J. Wall (drawn by D. Jordan),,47,56
287,3,7:46.0,D. Jordan misses free throw 1 of 2,,47,56
288,3,7:46.0,Offensive rebound by Team,,47,56
289,3,7:46.0,D. Jordan makes free throw 2 of 2,,48,56
290,3,7:32.0,,K. Oubre misses 3-pt jump shot from 26 ft,48,56
291,3,7:30.0,Defensive rebound by Team,,48,56
292,3,7:20.0,L. Williams misses 3-pt jump shot from 25 ft,,48,56
293,3,7:16.0,,Defensive rebound by B. Beal,48,56
294,3,7:12.0,,B. Beal makes 2-pt layup from 1 ft,48,58
295,3,7:12.0,,Away from play foul by D. Jordan (drawn by M. Gortat),48,58
296,3,7:12.0,,M. Gortat makes free throw 1 of 1,48,59
297,3,6:54.0,J. Wilson misses 2-pt jump shot from 19 ft,,48,59
298,3,6:48.0,Offensive rebound by D. Jordan,,48,59
299,3,6:48.0,D. Jordan misses 2-pt layup at rim,,48,59
300,3,6:47.0,,Defensive rebound by M. Gortat,48,59
301,3,6:45.0,,J. Wall misses 2-pt layup from 7 ft (block by J. Wilson),48,59
302,3,6:42.0,Defensive rebound by J. Evans,,48,59
303,3,6:41.0,Shooting foul by B. Beal (drawn by L. Williams),,48,59
304,3,6:41.0,,Washington full timeout,48,59
305,3,6:41.0,S. Thornwell enters the game for W. Johnson,,48,59
306,3,6:41.0,L. Williams makes free throw 1 of 2,,49,59
307,3,6:41.0,L. Williams makes free throw 2 of 2,,50,59
308,3,6:32.0,,Turnover by M. Scott (bad pass),50,59
309,3,6:17.0,J. Evans misses 2-pt jump shot from 20 ft,,50,59
310,3,6:13.0,,Defensive rebound by J. Wall,50,59
311,3,6:05.0,,M. Scott makes 3-pt jump shot from 26 ft (assist by J. Wall),50,62
312,3,5:41.0,D. Jordan makes 2-pt dunk at rim (assist by J. Wilson),,52,62
313,3,5:29.0,,B. Beal misses 3-pt jump shot from 26 ft,52,62
314,3,5:26.0,,Offensive rebound by M. Scott,52,62
315,3,5:19.0,,J. Wall makes 2-pt jump shot from 17 ft (assist by B. Beal),52,64
316,3,5:02.0,Turnover by S. Thornwell (lost ball; steal by K. Oubre),,52,64
317,3,5:00.0,,Shooting foul by S. Thornwell (drawn by M. Scott),52,64
318,3,5:00.0,,M. Scott misses free throw 1 of 2,52,64
319,3,5:00.0,,Offensive rebound by Team,52,64
320,3,5:00.0,,T. Satoranský enters the game for J. Wall,52,64
321,3,5:00.0,C. Williams enters the game for J. Evans,,52,64
322,3,5:00.0,S. Dekker enters the game for J. Wilson,,52,64
323,3,5:00.0,,M. Scott makes free throw 2 of 2,52,65
324,3,4:54.0,Personal foul by M. Gortat (drawn by D. Jordan),,52,65
325,3,4:44.0,Turnover by C. Williams (out of bounds lost ball),,52,65
326,3,4:23.0,,T. Satoranský makes 2-pt layup from 1 ft (assist by M. Gortat),52,67
327,3,4:13.0,L. Williams makes 2-pt jump shot from 7 ft,,54,67
328,3,3:50.0,,B. Beal makes 2-pt layup from 3 ft (assist by T. Satoranský),54,69
329,3,3:43.0,Shooting foul by K. Oubre (drawn by L. Williams),,54,69
330,3,3:43.0,L. Williams makes free throw 1 of 2,,55,69
331,3,3:43.0,,J. Meeks enters the game for K. Oubre,55,69
332,3,3:43.0,,I. Mahinmi enters the game for M. Gortat,55,69
333,3,3:43.0,L. Williams makes free throw 2 of 2,,56,69
334,3,3:27.0,,Turnover by J. Meeks (turnover),56,69
335,3,3:27.0,J. Evans enters the game for L. Williams,,56,69
336,3,3:09.0,C. Williams misses 2-pt jump shot from 17 ft,,56,69
337,3,3:05.0,,Defensive rebound by I. Mahinmi,56,69
338,3,2:51.0,,M. Scott makes 2-pt jump shot from 17 ft,56,71
339,3,2:38.0,D. Jordan makes 2-pt dunk at rim (assist by J. Evans),,58,71
340,3,2:38.0,Shooting foul by B. Beal (drawn by D. Jordan),,58,71
341,3,2:38.0,LA Clippers full timeout,,58,71
342,3,2:38.0,D. Jordan misses free throw 1 of 1,,58,71
343,3,2:35.0,,Defensive rebound by B. Beal,58,71
344,3,2:25.0,,Turnover by I. Mahinmi (traveling),58,71
345,3,2:25.0,M. Harrell enters the game for D. Jordan,,58,71
346,3,2:12.0,J. Evans misses 2-pt jump shot from 19 ft,,58,71
347,3,2:10.0,,Defensive rebound by J. Meeks,58,71
348,3,1:55.0,,M. Scott makes 2-pt layup at rim (assist by T. Satoranský),58,73
349,3,1:40.0,C. Williams misses 2-pt jump shot from 11 ft,,58,73
350,3,1:34.0,Offensive rebound by C. Williams,,58,73
351,3,1:34.0,C. Williams makes 2-pt layup at rim,,60,73
352,3,1:14.0,,Turnover by I. Mahinmi (lost ball; steal by S. Thornwell),60,73
353,3,1:14.0,Personal foul by I. Mahinmi (drawn by S. Thornwell),,60,73
354,3,1:14.0,S. Thornwell makes free throw 1 of 2,,61,73
355,3,1:14.0,S. Thornwell makes free throw 2 of 2,,62,73
356,3,0:56.0,,B. Beal misses 2-pt jump shot from 17 ft,62,73
357,3,0:52.0,Defensive rebound by S. Thornwell,,62,73
358,3,0:46.0,S. Thornwell misses 2-pt layup from 6 ft (block by I. Mahinmi),,62,73
359,3,0:43.0,,Defensive rebound by M. Scott,62,73
360,3,0:42.0,,M. Scott makes 2-pt layup at rim,62,75
361,3,0:34.0,J. Evans misses 3-pt jump shot from 25 ft,,62,75
362,3,0:34.0,Offensive rebound by M. Harrell,,62,75
363,3,0:29.0,S. Dekker makes 2-pt layup from 2 ft (assist by M. Harrell),,64,75
364,3,0:10.0,,B. Beal misses 3-pt jump shot from 25 ft,64,75
365,3,0:07.0,Defensive rebound by J. Evans,,64,75
366,3,0:02.0,C. Williams misses 3-pt jump shot from 22 ft,,64,75
367,3,0:02.0,,Defensive rebound by T. Satoranský,64,75
368,4,11:43.0,,M. Morris misses 2-pt jump shot from 14 ft,64,75
369,4,11:40.0,Defensive rebound by B. Johnson,,64,75
370,4,11:20.0,M. Harrell makes 2-pt hook shot from 7 ft,,66,75
371,4,10:57.0,,Turnover by M. Morris (bad pass; steal by B. Johnson),66,75
372,4,10:51.0,B. Johnson misses 2-pt jump shot from 21 ft,,66,75
373,4,10:48.0,,Defensive rebound by I. Mahinmi,66,75
374,4,10:42.0,,T. Satoranský makes 2-pt layup from 1 ft (assist by T. Frazier),66,77
375,4,10:34.0,S. Dekker misses 3-pt jump shot from 23 ft,,66,77
376,4,10:32.0,,Defensive rebound by I. Mahinmi,66,77
377,4,10:26.0,,T. Satoranský misses 3-pt jump shot from 23 ft (block by C. Williams),66,77
378,4,10:26.0,,Offensive rebound by Team,66,77
379,4,10:18.0,,M. Morris misses 3-pt jump shot from 26 ft,66,77
380,4,10:13.0,Defensive rebound by C. Williams,,66,77
381,4,10:02.0,M. Harrell makes 2-pt layup at rim,,68,77
382,4,9:46.0,,T. Frazier misses 3-pt jump shot from 26 ft,68,77
383,4,9:45.0,Defensive rebound by S. Dekker,,68,77
384,4,9:38.0,S. Dekker misses 3-pt jump shot from 25 ft,,68,77
385,4,9:35.0,,Defensive rebound by I. Mahinmi,68,77
386,4,9:28.0,,Turnover by J. Meeks (out of bounds lost ball),68,77
387,4,9:15.0,J. Evans makes 2-pt jump shot from 7 ft,,70,77
388,4,8:53.0,,T. Frazier misses 3-pt jump shot from 26 ft,70,77
389,4,8:50.0,Defensive rebound by S. Dekker,,70,77
