,QUARTER,TIME_REMAINING,PHOENIX_ACTION,UTAH_ACTION,PHOENIX_SCORE,UTAH_SCORE
120,2,10:32.0,,A. Burks misses 2-pt jump shot from 20 ft,25,27
121,2,10:25.0,Defensive rebound by T. Daniels,,25,27
122,2,10:23.0,J. Jackson makes 2-pt layup from 3 ft (assist by T. Ulis),,27,27
123,2,10:06.0,,R. Neto makes 2-pt jump shot from 12 ft,27,29
124,2,9:56.0,T. Ulis misses 2-pt layup from 5 ft (block by D. Favors),,27,29
125,2,9:56.0,Offensive rebound by Team,,27,29
126,2,9:56.0,,J. Crowder enters the game for J. Jerebko,27,29
127,2,9:56.0,T. Warren enters the game for M. Chriss,,27,29
128,2,9:56.0,J. Dudley enters the game for T. Daniels,,27,29
129,2,9:46.0,T. Ulis misses 3-pt jump shot from 24 ft,,27,29
130,2,9:42.0,Offensive rebound by J. Jackson,,27,29
131,2,9:41.0,J. Jackson makes 2-pt hook shot from 3 ft,,29,29
132,2,9:31.0,,Personal foul by T. Ulis (drawn by R. Neto),29,29
133,2,9:31.0,D. Booker enters the game for J. Jackson,,29,29
134,2,9:20.0,,J. Crowder misses 2-pt layup from 2 ft,29,29
135,2,9:17.0,Defensive rebound by J. Dudley,,29,29
136,2,9:01.0,D. Booker makes 2-pt jump shot from 13 ft,,31,29
137,2,8:45.0,,Shooting foul by D. Bender (drawn by D. Favors),31,29
138,2,8:45.0,,D. Favors makes free throw 1 of 2,31,30
139,2,8:45.0,,D. Mitchell enters the game for A. Burks,31,30
140,2,8:45.0,E. Payton enters the game for T. Ulis,,31,30
141,2,8:45.0,,D. Favors misses free throw 2 of 2,31,30
142,2,8:42.0,Defensive rebound by D. Bender,,31,30
143,2,8:25.0,D. Booker misses 3-pt jump shot from 25 ft,,31,30
144,2,8:23.0,,Defensive rebound by J. Crowder,31,30
145,2,8:04.0,,J. Crowder makes 2-pt layup from 1 ft,31,32
146,2,7:51.0,Turnover by D. Booker (bad pass; steal by R. O'Neale),,31,32
147,2,7:44.0,,R. O'Neale misses 2-pt layup from 2 ft,31,32
148,2,7:41.0,,Offensive rebound by R. O'Neale,31,32
149,2,7:31.0,,R. Gobert enters the game for D. Favors,31,32
150,2,7:31.0,A. Len enters the game for D. Bender,,31,32
151,2,7:23.0,,Turnover by R. Neto (bad pass; steal by A. Len),31,32
152,2,7:04.0,Shooting foul by J. Crowder (drawn by T. Warren),,31,32
153,2,7:04.0,,Utah full timeout,31,32
154,2,7:04.0,,J. Ingles enters the game for J. Crowder,31,32
155,2,7:04.0,T. Warren makes free throw 1 of 2,,32,32
156,2,7:04.0,,J. Crowder enters the game for R. O'Neale,32,32
157,2,7:04.0,T. Warren misses free throw 2 of 2,,32,32
158,2,7:02.0,,Defensive rebound by R. Gobert,32,32
159,2,6:45.0,,D. Mitchell misses 3-pt jump shot from 26 ft,32,32
160,2,6:42.0,Defensive rebound by T. Warren,,32,32
161,2,6:27.0,T. Warren misses 2-pt jump shot from 19 ft,,32,32
162,2,6:25.0,,Defensive rebound by R. Gobert,32,32
163,2,6:17.0,,R. Neto misses 2-pt layup from 3 ft (block by E. Payton),32,32
164,2,6:17.0,,Offensive rebound by Team,32,32
165,2,6:07.0,,D. Mitchell makes 2-pt jump shot from 15 ft,32,34
166,2,5:46.0,D. Booker misses 2-pt jump shot from 16 ft,,32,34
167,2,5:44.0,,Defensive rebound by J. Ingles,32,34
168,2,5:36.0,,Shooting foul by T. Warren (drawn by J. Ingles),32,34
169,2,5:36.0,,J. Ingles makes free throw 1 of 2,32,35
170,2,5:36.0,,R. O'Neale enters the game for R. Neto,32,35
171,2,5:36.0,J. Jackson enters the game for T. Warren,,32,35
172,2,5:36.0,,J. Ingles makes free throw 2 of 2,32,36
173,2,5:23.0,E. Payton misses 2-pt jump shot from 10 ft,,32,36
174,2,5:22.0,Offensive rebound by Team,,32,36
175,2,5:22.0,,Loose ball foul by R. Gobert (drawn by A. Len),32,36
176,2,5:22.0,M. Chriss enters the game for J. Dudley,,32,36
177,2,5:13.0,J. Jackson makes 2-pt jump shot from 8 ft,,34,36
178,2,4:56.0,,J. Crowder misses 3-pt jump shot from 25 ft,34,36
179,2,4:56.0,Defensive rebound by D. Booker,,34,36
180,2,4:44.0,J. Jackson makes 2-pt dunk from 2 ft,,36,36
181,2,4:42.0,,Utah full timeout,36,36
182,2,4:31.0,,J. Ingles misses 2-pt jump shot from 13 ft (block by A. Len),36,36
183,2,4:27.0,,Offensive rebound by J. Ingles,36,36
184,2,4:23.0,,J. Ingles misses 2-pt jump shot from 5 ft,36,36
185,2,4:21.0,Defensive rebound by A. Len,,36,36
186,2,4:19.0,Turnover by E. Payton (bad pass; steal by J. Ingles),,36,36
187,2,4:14.0,,J. Ingles makes 3-pt jump shot from 25 ft (assist by D. Mitchell),36,39
188,2,3:50.0,E. Payton misses 2-pt jump shot from 18 ft,,36,39
189,2,3:49.0,,Defensive rebound by J. Crowder,36,39
190,2,3:44.0,,R. O'Neale makes 3-pt jump shot from 24 ft (assist by J. Crowder),36,42
191,2,3:42.0,Phoenix full timeout,,36,42
192,2,3:42.0,,D. Favors enters the game for J. Crowder,36,42
193,2,3:32.0,D. Booker misses 2-pt jump shot from 22 ft,,36,42
194,2,3:30.0,,Defensive rebound by D. Favors,36,42
195,2,3:13.0,,Turnover by R. O'Neale (traveling),36,42
196,2,3:13.0,D. Bender enters the game for A. Len,,36,42
197,2,2:54.0,M. Chriss makes 3-pt jump shot from 25 ft (assist by J. Jackson),,39,42
198,2,2:34.0,,D. Favors misses 3-pt jump shot from 22 ft,39,42
199,2,2:32.0,Defensive rebound by D. Booker,,39,42
200,2,2:25.0,D. Booker misses 3-pt jump shot from 24 ft,,39,42
201,2,2:21.0,,Defensive rebound by D. Favors,39,42
202,2,2:17.0,,R. O'Neale makes 2-pt dunk from 1 ft (assist by D. Mitchell),39,44
203,2,2:01.0,E. Payton misses 2-pt jump shot from 7 ft,,39,44
204,2,2:01.0,,Defensive rebound by R. Gobert,39,44
205,2,1:46.0,,Shooting foul by M. Chriss (drawn by R. Gobert),39,44
206,2,1:46.0,,R. Gobert makes free throw 1 of 2,39,45
207,2,1:46.0,,R. Gobert makes free throw 2 of 2,39,46
208,2,1:37.0,D. Bender misses 3-pt jump shot from 25 ft,,39,46
209,2,1:35.0,,Defensive rebound by R. Gobert,39,46
210,2,1:22.0,,Turnover by D. Mitchell (bad pass; steal by E. Payton),39,46
211,2,1:16.0,Personal foul by J. Ingles (drawn by D. Booker),,39,46
212,2,1:15.0,Turnover by E. Payton (step out of bounds),,39,46
213,2,1:01.0,,R. O'Neale makes 2-pt layup from 1 ft (assist by D. Mitchell),39,48
214,2,0:46.0,D. Booker misses 2-pt jump shot from 12 ft,,39,48
215,2,0:43.0,,Defensive rebound by D. Favors,39,48
216,2,0:36.0,,D. Mitchell misses 3-pt jump shot from 25 ft,39,48
217,2,0:31.0,Defensive rebound by E. Payton,,39,48
218,2,0:21.0,E. Payton makes 2-pt layup from 3 ft,,41,48
219,2,0:00.0,,R. O'Neale makes 2-pt jump shot from 10 ft,41,50
220,3,11:47.0,D. Booker makes 3-pt jump shot from 23 ft (assist by E. Payton),,44,50
221,3,11:19.0,,R. Gobert misses 2-pt layup from 3 ft,44,50
222,3,11:17.0,Defensive rebound by D. Bender,,44,50
223,3,11:06.0,T. Warren misses 2-pt jump shot from 19 ft,,44,50
224,3,11:02.0,,Defensive rebound by R. O'Neale,44,50
225,3,10:53.0,,R. O'Neale misses 2-pt layup from 2 ft,44,50
226,3,10:49.0,,Offensive rebound by R. Gobert,44,50
227,3,10:48.0,,R. Gobert makes 2-pt dunk from 1 ft,44,52
228,3,10:35.0,D. Booker misses 2-pt jump shot from 14 ft (block by R. O'Neale),,44,52
229,3,10:33.0,,Defensive rebound by R. Gobert,44,52
230,3,10:24.0,,Turnover by D. Mitchell (traveling),44,52
231,3,10:06.0,Turnover by E. Payton (bad pass),,44,52
232,3,9:54.0,,Personal foul by D. Booker (drawn by R. O'Neale),44,52
233,3,9:47.0,,J. Ingles misses 3-pt jump shot from 25 ft,44,52
234,3,9:45.0,Defensive rebound by A. Len,,44,52
235,3,9:39.0,D. Booker makes 3-pt jump shot from 26 ft,,47,52
236,3,9:21.0,,R. Gobert makes 2-pt dunk from 1 ft (assist by J. Ingles),47,54
237,3,9:10.0,D. Bender makes 3-pt jump shot from 24 ft (assist by E. Payton),,50,54
238,3,8:40.0,,D. Mitchell misses 3-pt jump shot from 25 ft,50,54
239,3,8:37.0,Defensive rebound by E. Payton,,50,54
240,3,8:33.0,D. Booker makes 3-pt jump shot from 25 ft (assist by E. Payton),,53,54
241,3,8:31.0,,Utah full timeout,53,54
242,3,8:20.0,,Personal foul by T. Warren (drawn by J. Ingles),53,54
243,3,8:20.0,J. Jackson enters the game for T. Warren,,53,54
244,3,8:13.0,,J. Ingles misses 3-pt jump shot from 23 ft,53,54
245,3,8:10.0,,Offensive rebound by D. Favors,53,54
246,3,7:59.0,,R. Gobert misses 2-pt layup from 7 ft,53,54
247,3,7:59.0,Defensive rebound by D. Booker,,53,54
248,3,7:48.0,A. Len makes 2-pt layup from 3 ft,,55,54
249,3,7:32.0,,D. Mitchell misses 3-pt jump shot from 25 ft,55,54
250,3,7:28.0,Defensive rebound by E. Payton,,55,54
251,3,7:24.0,D. Bender misses 3-pt jump shot from 24 ft,,55,54
252,3,7:22.0,,Defensive rebound by R. O'Neale,55,54
253,3,7:03.0,,R. Gobert makes 2-pt layup from 2 ft (assist by D. Favors),55,56
254,3,6:50.0,Offensive foul by D. Bender (drawn by R. O'Neale),,55,56
255,3,6:50.0,Turnover by D. Bender (offensive foul),,55,56
256,3,6:36.0,,R. O'Neale makes 3-pt jump shot from 23 ft (assist by D. Mitchell),55,59
257,3,6:18.0,A. Len misses 2-pt layup from 7 ft (block by J. Ingles),,55,59
258,3,6:18.0,Offensive rebound by Team,,55,59
259,3,6:15.0,D. Booker makes 3-pt jump shot from 22 ft (assist by E. Payton),,58,59
260,3,6:03.0,,Personal foul by D. Booker (drawn by R. O'Neale),58,59
261,3,5:57.0,,J. Ingles misses 2-pt jump shot from 9 ft,58,59
262,3,5:57.0,,Offensive rebound by Team,58,59
263,3,5:57.0,Loose ball foul by D. Bender (drawn by D. Favors),,58,59
264,3,5:57.0,T. Ulis enters the game for E. Payton,,58,59
265,3,5:52.0,,J. Ingles misses 3-pt jump shot from 26 ft,58,59
266,3,5:47.0,Defensive rebound by A. Len,,58,59
267,3,5:40.0,A. Len makes 2-pt jump shot from 7 ft (assist by D. Booker),,60,59
268,3,5:20.0,,D. Mitchell makes 3-pt jump shot from 25 ft,60,62
269,3,4:52.0,J. Jackson misses 2-pt jump shot from 14 ft,,60,62
270,3,4:50.0,,Defensive rebound by R. Gobert,60,62
271,3,4:32.0,,Personal foul by J. Jackson (drawn by R. O'Neale),60,62
272,3,4:32.0,,R. O'Neale makes free throw 1 of 2,60,63
273,3,4:32.0,,J. Jerebko enters the game for D. Favors,60,63
274,3,4:32.0,,R. O'Neale makes free throw 2 of 2,60,64
275,3,4:27.0,,J. Crowder enters the game for R. O'Neale,60,64
276,3,4:27.0,M. Chriss enters the game for D. Booker,,60,64
277,3,4:27.0,T. Daniels enters the game for D. Bender,,60,64
278,3,4:22.0,T. Daniels misses 3-pt jump shot from 28 ft,,60,64
279,3,4:19.0,Offensive rebound by Team,,60,64
280,3,4:08.0,A. Len misses 2-pt jump shot from 16 ft,,60,64
281,3,4:05.0,,Defensive rebound by D. Mitchell,60,64
282,3,4:01.0,,D. Mitchell makes 2-pt layup at rim,60,66
283,3,3:51.0,T. Ulis makes 2-pt jump shot from 17 ft,,62,66
284,3,3:38.0,,J. Jerebko misses 3-pt jump shot from 23 ft,62,66
285,3,3:36.0,Defensive rebound by A. Len,,62,66
286,3,3:18.0,J. Jackson misses 2-pt jump shot from 8 ft,,62,66
287,3,3:15.0,,Defensive rebound by J. Crowder,62,66
288,3,3:13.0,,Shooting foul by M. Chriss (drawn by J. Jerebko),62,66
289,3,3:13.0,,J. Jerebko makes free throw 1 of 2,62,67
290,3,3:13.0,Phoenix full timeout,,62,67
291,3,3:13.0,,A. Burks enters the game for J. Ingles,62,67
292,3,3:13.0,,J. Jerebko makes free throw 2 of 2,62,68
293,3,2:59.0,Turnover by T. Ulis (bad pass; steal by A. Burks),,62,68
294,3,2:53.0,,D. Mitchell makes 2-pt jump shot from 13 ft,62,70
295,3,2:37.0,T. Ulis misses 2-pt jump shot from 11 ft,,62,70
296,3,2:34.0,,Defensive rebound by R. Gobert,62,70
297,3,2:27.0,,D. Mitchell misses 2-pt layup from 4 ft,62,70
298,3,2:25.0,Defensive rebound by J. Jackson,,62,70
299,3,2:23.0,J. Jackson makes 2-pt layup from 6 ft,,64,70
300,3,2:23.0,Shooting foul by J. Jerebko (drawn by J. Jackson),,64,70
301,3,2:23.0,,D. Favors enters the game for R. Gobert,64,70
302,3,2:23.0,,R. Neto enters the game for D. Mitchell,64,70
303,3,2:23.0,E. Payton enters the game for T. Ulis,,64,70
304,3,2:23.0,J. Jackson misses free throw 1 of 1,,64,70
305,3,2:21.0,,Defensive rebound by J. Jerebko,64,70
306,3,2:01.0,,J. Jerebko misses 2-pt jump shot from 3 ft (block by A. Len),64,70
307,3,2:00.0,Defensive rebound by E. Payton,,64,70
308,3,1:42.0,T. Daniels misses 3-pt jump shot from 23 ft,,64,70
309,3,1:38.0,,Defensive rebound by A. Burks,64,70
310,3,1:31.0,,Turnover by A. Burks (lost ball; steal by A. Len),64,70
311,3,1:25.0,E. Payton makes 2-pt dunk from 1 ft (assist by J. Jackson),,66,70
312,3,1:05.0,,D. Favors makes 2-pt dunk from 2 ft (assist by J. Crowder),66,72
313,3,0:50.0,Shooting foul by D. Favors (drawn by E. Payton),,66,72
314,3,0:50.0,E. Payton makes free throw 1 of 2,,67,72
315,3,0:50.0,D. Bender enters the game for A. Len,,67,72
316,3,0:50.0,E. Payton makes free throw 2 of 2,,68,72
317,3,0:39.0,,R. Neto misses 3-pt jump shot from 24 ft,68,72
318,3,0:36.0,Defensive rebound by T. Daniels,,68,72
319,3,0:23.0,J. Jackson makes 3-pt jump shot from 26 ft (assist by E. Payton),,71,72
320,3,0:03.0,,J. Jerebko misses 3-pt jump shot from 25 ft,71,72
321,3,0:00.0,Defensive rebound by E. Payton,,71,72
322,4,11:46.0,,R. Neto misses 3-pt jump shot from 23 ft,71,72
323,4,11:42.0,Defensive rebound by J. Jackson,,71,72
324,4,11:28.0,T. Daniels misses 2-pt jump shot from 7 ft,,71,72
325,4,11:21.0,Offensive rebound by M. Chriss,,71,72
326,4,11:21.0,M. Chriss makes 2-pt dunk at rim,,73,72
327,4,11:10.0,,J. Crowder makes 2-pt layup from 2 ft (assist by R. Neto),73,74
328,4,10:56.0,J. Jackson makes 2-pt layup from 2 ft (assist by E. Payton),,75,74
329,4,10:39.0,,D. Favors makes 2-pt dunk from 1 ft (assist by J. Ingles),75,76
330,4,10:39.0,,Shooting foul by D. Bender (drawn by D. Favors),75,76
331,4,10:39.0,A. Len enters the game for M. Chriss,,75,76
332,4,10:39.0,,D. Favors makes free throw 1 of 1,75,77
333,4,10:27.0,Shooting foul by J. Crowder (drawn by A. Len),,75,77
334,4,10:27.0,A. Len makes free throw 1 of 2,,76,77
335,4,10:27.0,,R. Gobert enters the game for D. Favors,76,77
336,4,10:27.0,A. Len makes free throw 2 of 2,,77,77
337,4,10:07.0,,Shooting foul by D. Bender (drawn by J. Crowder),77,77
338,4,10:07.0,,J. Crowder makes free throw 1 of 3,77,78
339,4,10:07.0,,J. Crowder makes free throw 2 of 3,77,79
340,4,10:07.0,J. Dudley enters the game for D. Bender,,77,79
341,4,10:07.0,,J. Crowder makes free throw 3 of 3,77,80
342,4,9:57.0,E. Payton misses 2-pt jump shot from 16 ft,,77,80
343,4,9:53.0,,Defensive rebound by J. Crowder,77,80
344,4,9:47.0,,J. Crowder makes 2-pt layup from 2 ft,77,82
345,4,9:47.0,,Shooting foul by A. Len (drawn by J. Crowder),77,82
346,4,9:47.0,,D. Mitchell enters the game for R. Neto,77,82
347,4,9:47.0,D. Booker enters the game for T. Daniels,,77,82
348,4,9:47.0,,J. Crowder makes free throw 1 of 1,77,83
349,4,9:34.0,Personal foul by R. Gobert (drawn by A. Len),,77,83
350,4,9:34.0,T. Warren enters the game for J. Jackson,,77,83
351,4,9:25.0,T. Warren misses 2-pt jump shot from 7 ft,,77,83
352,4,9:23.0,,Defensive rebound by R. Gobert,77,83
353,4,9:06.0,,Personal foul by T. Warren (drawn by R. O'Neale),77,83
354,4,8:58.0,,D. Mitchell makes 2-pt jump shot from 9 ft,77,85
355,4,8:56.0,Phoenix full timeout,,77,85
356,4,8:56.0,J. Jackson enters the game for J. Dudley,,77,85
357,4,8:47.0,Shooting foul by J. Ingles (drawn by D. Booker),,77,85
358,4,8:47.0,D. Booker misses free throw 1 of 3,,77,85
359,4,8:47.0,Offensive rebound by Team,,77,85
360,4,8:47.0,D. Booker makes free throw 2 of 3,,78,85
361,4,8:47.0,D. Booker misses free throw 3 of 3,,78,85
362,4,8:43.0,,Defensive rebound by R. O'Neale,78,85
363,4,8:25.0,,D. Mitchell misses 2-pt jump shot from 20 ft,78,85
364,4,8:23.0,,Offensive rebound by D. Mitchell,78,85
365,4,8:21.0,,D. Mitchell misses 2-pt layup from 1 ft,78,85
366,4,8:21.0,Defensive rebound by E. Payton,,78,85
367,4,8:15.0,T. Warren makes 2-pt dunk from 1 ft (assist by E. Payton),,80,85
368,4,7:59.0,,J. Ingles misses 2-pt layup from 2 ft,80,85
369,4,7:58.0,,Offensive rebound by R. Gobert,80,85
370,4,7:58.0,,R. Gobert misses 2-pt layup from 1 ft,80,85
371,4,7:58.0,Defensive rebound by E. Payton,,80,85
372,4,7:57.0,Personal foul by R. O'Neale (drawn by E. Payton),,80,85
373,4,7:57.0,,D. Favors enters the game for J. Crowder,80,85
374,4,7:45.0,D. Booker misses 3-pt jump shot from 24 ft,,80,85
375,4,7:43.0,,Defensive rebound by R. Gobert,80,85
376,4,7:32.0,,D. Mitchell makes 3-pt jump shot from 25 ft (assist by J. Ingles),80,88
377,4,7:20.0,A. Len makes 2-pt layup from 2 ft (assist by E. Payton),,82,88
378,4,7:04.0,,D. Mitchell misses 3-pt jump shot from 26 ft,82,88
379,4,7:01.0,Defensive rebound by E. Payton,,82,88
380,4,6:57.0,T. Warren makes 2-pt dunk from 2 ft (assist by E. Payton),,84,88
381,4,6:39.0,,D. Mitchell misses 2-pt layup from 8 ft,84,88
382,4,6:36.0,,Offensive rebound by D. Mitchell,84,88
383,4,6:34.0,,D. Favors makes 2-pt dunk from 1 ft (assist by R. O'Neale),84,90
384,4,6:34.0,,Shooting foul by A. Len (drawn by D. Favors),84,90
385,4,6:34.0,,D. Favors makes free throw 1 of 1,84,91
386,4,6:15.0,J. Jackson misses 2-pt jump shot from 18 ft,,84,91
387,4,6:14.0,,Defensive rebound by R. Gobert,84,91
388,4,5:56.0,,R. O'Neale misses 2-pt jump shot from 8 ft,84,91
389,4,5:55.0,Defensive rebound by Team,,84,91
390,4,5:55.0,,Loose ball foul by R. Gobert (drawn by A. Len),84,91
