,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,ORLANDO_ACTION,NEW ORLEANS_SCORE,ORLANDO_SCORE
44,1,6:43.0,,Shooting foul by E. Moore (drawn by J. Simmons),12,6
45,1,6:43.0,,J. Simmons makes free throw 1 of 1,12,7
46,1,6:29.0,A. Davis makes 2-pt jump shot from 12 ft,,14,7
47,1,6:14.0,,E. Payton makes 2-pt layup from 2 ft,14,9
48,1,6:00.0,A. Davis makes 2-pt dunk from 1 ft (assist by D. Cousins),,16,9
49,1,5:47.0,,E. Payton makes 2-pt layup from 2 ft,16,11
50,1,5:34.0,A. Davis misses 2-pt layup from 1 ft,,16,11
51,1,5:30.0,,Defensive rebound by N. Vučević,16,11
52,1,5:24.0,,J. Simmons makes 2-pt jump shot from 10 ft (assist by D. Augustin),16,13
53,1,5:08.0,Shooting foul by J. Simmons (drawn by D. Cousins),,16,13
54,1,5:08.0,D. Cousins makes free throw 1 of 2,,17,13
55,1,5:08.0,,M. Hezonja enters the game for M. Speights,17,13
56,1,5:08.0,D. Cousins makes free throw 2 of 2,,18,13
57,1,5:00.0,,Offensive foul by J. Simmons (drawn by D. Cousins),18,13
58,1,5:00.0,,Turnover by J. Simmons (offensive foul),18,13
59,1,5:00.0,,A. Afflalo enters the game for J. Simmons,18,13
60,1,4:41.0,R. Rondo misses 2-pt layup from 4 ft,,18,13
61,1,4:38.0,Offensive rebound by R. Rondo,,18,13
62,1,4:37.0,R. Rondo misses 2-pt jump shot from 3 ft,,18,13
63,1,4:37.0,,Defensive rebound by E. Payton,18,13
64,1,4:32.0,,Turnover by E. Payton (lost ball; steal by D. Cousins),18,13
65,1,4:26.0,A. Davis makes 2-pt dunk from 2 ft (assist by R. Rondo),,20,13
66,1,4:04.0,,M. Hezonja misses 2-pt jump shot from 17 ft,20,13
67,1,4:04.0,,Offensive rebound by Team,20,13
68,1,4:04.0,,Personal foul by D. Cousins (drawn by N. Vučević),20,13
69,1,4:04.0,D. Miller enters the game for D. Cousins,,20,13
70,1,4:04.0,D. Cunningham enters the game for R. Rondo,,20,13
71,1,3:53.0,,E. Payton misses 2-pt dunk from 2 ft (block by A. Davis),20,13
72,1,3:48.0,Defensive rebound by A. Davis,,20,13
73,1,3:45.0,J. Holiday makes 2-pt jump shot from 17 ft,,22,13
74,1,3:27.0,,N. Vučević misses 2-pt dunk from 1 ft,22,13
75,1,3:24.0,,Offensive rebound by D. Augustin,22,13
76,1,3:23.0,,D. Augustin misses 3-pt jump shot from 22 ft,22,13
77,1,3:23.0,,Offensive rebound by Team,22,13
78,1,3:23.0,,Personal foul by E. Moore (drawn by N. Vučević),22,13
79,1,3:23.0,J. Nelson enters the game for E. Moore,,22,13
80,1,3:18.0,,N. Vučević misses 2-pt layup from 1 ft,22,13
81,1,3:12.0,,Offensive rebound by N. Vučević,22,13
82,1,3:12.0,,N. Vučević makes 2-pt layup at rim,22,15
83,1,3:05.0,J. Nelson misses 3-pt jump shot from 25 ft,,22,15
84,1,3:01.0,,Defensive rebound by M. Hezonja,22,15
85,1,2:55.0,,A. Afflalo misses 2-pt jump shot from 7 ft,22,15
86,1,2:51.0,Defensive rebound by J. Nelson,,22,15
87,1,2:50.0,J. Holiday makes 3-pt jump shot from 25 ft (assist by J. Nelson),,25,15
88,1,2:37.0,,Turnover by N. Vučević (lost ball; steal by A. Davis),25,15
89,1,2:31.0,D. Miller misses 3-pt jump shot from 25 ft,,25,15
90,1,2:24.0,,Defensive rebound by M. Hezonja,25,15
91,1,2:18.0,,Personal foul by J. Nelson (drawn by N. Vučević),25,15
92,1,2:18.0,New Orleans full timeout,,25,15
93,1,2:18.0,,S. Mack enters the game for E. Payton,25,15
94,1,2:18.0,,W. Iwundu enters the game for D. Augustin,25,15
95,1,2:18.0,,N. Vučević makes free throw 1 of 2,25,16
96,1,2:18.0,,N. Vučević misses free throw 2 of 2,25,16
97,1,2:18.0,Defensive rebound by J. Nelson,,25,16
98,1,2:05.0,A. Davis makes 2-pt dunk from 1 ft (assist by D. Miller),,27,16
99,1,1:43.0,,N. Vučević makes 2-pt dunk from 1 ft (assist by M. Hezonja),27,18
100,1,1:25.0,D. Miller makes 3-pt jump shot from 25 ft,,30,18
101,1,1:07.0,,N. Vučević misses 2-pt jump shot from 22 ft,30,18
102,1,1:04.0,Defensive rebound by D. Cunningham,,30,18
103,1,0:56.0,D. Cunningham misses 3-pt jump shot from 25 ft,,30,18
104,1,0:51.0,,Defensive rebound by W. Iwundu,30,18
105,1,0:47.0,,M. Hezonja misses 3-pt jump shot from 26 ft,30,18
106,1,0:43.0,Defensive rebound by D. Cunningham,,30,18
107,1,0:37.0,J. Holiday misses 3-pt jump shot from 24 ft,,30,18
108,1,0:34.0,,Defensive rebound by S. Mack,30,18
109,1,0:26.0,,Shooting foul by D. Miller (drawn by N. Vučević),30,18
110,1,0:26.0,,N. Vučević makes free throw 1 of 2,30,19
111,1,0:26.0,I. Clark enters the game for J. Holiday,,30,19
112,1,0:26.0,D. Cousins enters the game for D. Cunningham,,30,19
113,1,0:26.0,,B. Biyombo enters the game for M. Hezonja,30,19
114,1,0:26.0,,N. Vučević makes free throw 2 of 2,30,20
115,1,0:05.0,D. Cousins misses 3-pt jump shot from 25 ft,,30,20
116,1,0:02.0,Offensive rebound by A. Davis,,30,20
117,1,0:02.0,A. Davis makes 2-pt layup at rim,,32,20
118,1,0:02.0,Technical foul by Team,,32,20
119,1,0:02.0,A. Davis misses technical free throw,,32,20
120,1,0:02.0,,Defensive rebound by Team,32,20
121,2,11:44.0,,S. Mack misses 3-pt jump shot from 25 ft,32,20
122,2,11:40.0,Defensive rebound by D. Miller,,32,20
123,2,11:26.0,D. Cunningham misses 2-pt layup from 3 ft (block by B. Biyombo),,32,20
124,2,11:24.0,Offensive rebound by D. Cunningham,,32,20
125,2,11:24.0,D. Cunningham misses 2-pt layup from 2 ft,,32,20
126,2,11:24.0,Offensive rebound by D. Cousins,,32,20
127,2,11:24.0,D. Cousins makes 2-pt layup at rim,,34,20
128,2,11:24.0,,Violation by B. Biyombo (def goaltending),34,20
129,2,11:08.0,,A. Afflalo misses 2-pt jump shot from 22 ft,34,20
130,2,11:04.0,Defensive rebound by D. Cousins,,34,20
131,2,10:49.0,I. Clark misses 3-pt jump shot from 25 ft,,34,20
132,2,10:46.0,,Defensive rebound by B. Biyombo,34,20
133,2,10:38.0,,S. Mack misses 2-pt jump shot from 5 ft,34,20
134,2,10:37.0,Defensive rebound by D. Cousins,,34,20
135,2,10:29.0,D. Cunningham makes 2-pt jump shot from 16 ft (assist by I. Clark),,36,20
136,2,10:07.0,,A. Afflalo misses 2-pt layup from 3 ft,36,20
137,2,10:05.0,Defensive rebound by D. Cousins,,36,20
138,2,9:57.0,D. Cousins makes 2-pt layup from 2 ft,,38,20
139,2,9:49.0,,Shooting foul by J. Nelson (drawn by S. Mack),38,20
140,2,9:49.0,,S. Mack misses free throw 1 of 2,38,20
141,2,9:49.0,,Offensive rebound by Team,38,20
142,2,9:49.0,,J. Simmons enters the game for A. Afflalo,38,20
143,2,9:49.0,,S. Mack makes free throw 2 of 2,38,21
144,2,9:36.0,Turnover by J. Nelson (bad pass; steal by M. Hezonja),,38,21
145,2,9:32.0,,M. Hezonja makes 2-pt layup from 1 ft,38,23
146,2,9:18.0,Shooting foul by B. Biyombo (drawn by D. Cousins),,38,23
147,2,9:18.0,D. Cousins misses free throw 1 of 2,,38,23
148,2,9:18.0,Offensive rebound by Team,,38,23
149,2,9:18.0,D. Cousins makes free throw 2 of 2,,39,23
150,2,9:02.0,,M. Hezonja misses 2-pt jump shot from 9 ft,39,23
151,2,8:58.0,Defensive rebound by J. Nelson,,39,23
152,2,8:55.0,Shooting foul by B. Biyombo (drawn by I. Clark),,39,23
153,2,8:55.0,I. Clark misses free throw 1 of 2,,39,23
154,2,8:55.0,Offensive rebound by Team,,39,23
155,2,8:55.0,I. Clark makes free throw 2 of 2,,40,23
156,2,8:55.0,,Technical foul by B. Biyombo,40,23
157,2,8:55.0,I. Clark makes technical free throw,,41,23
158,2,8:42.0,,Turnover by S. Mack (bad pass; steal by D. Cousins),41,23
159,2,8:33.0,Turnover by J. Nelson (traveling),,41,23
160,2,8:21.0,,J. Simmons makes 2-pt jump shot from 17 ft,41,25
161,2,7:58.0,J. Nelson misses 2-pt jump shot from 9 ft,,41,25
162,2,7:57.0,,Defensive rebound by J. Simmons,41,25
163,2,7:49.0,,J. Simmons makes 2-pt layup from 2 ft,41,27
164,2,7:25.0,D. Cousins misses 2-pt layup from 3 ft (block by B. Biyombo),,41,27
165,2,7:25.0,,Defensive rebound by J. Simmons,41,27
166,2,7:21.0,,Shooting foul by I. Clark (drawn by W. Iwundu),41,27
167,2,7:21.0,,W. Iwundu makes free throw 1 of 2,41,28
168,2,7:21.0,,M. Speights enters the game for M. Hezonja,41,28
169,2,7:21.0,R. Rondo enters the game for I. Clark,,41,28
170,2,7:21.0,A. Davis enters the game for J. Nelson,,41,28
171,2,7:21.0,E. Moore enters the game for D. Cunningham,,41,28
172,2,7:21.0,,W. Iwundu misses free throw 2 of 2,41,28
173,2,7:18.0,Defensive rebound by D. Cousins,,41,28
174,2,7:07.0,E. Moore makes 3-pt jump shot from 25 ft (assist by D. Miller),,44,28
175,2,6:58.0,,Orlando full timeout,44,28
176,2,6:58.0,,E. Payton enters the game for S. Mack,44,28
177,2,6:58.0,,D. Augustin enters the game for W. Iwundu,44,28
178,2,6:48.0,,M. Speights misses 3-pt jump shot from 25 ft,44,28
179,2,6:48.0,Defensive rebound by Team,,44,28
180,2,6:39.0,,Offensive charge foul by D. Cousins (drawn by M. Speights),44,28
181,2,6:39.0,Turnover by D. Cousins (offensive foul),,44,28
182,2,6:24.0,,Shooting foul by A. Davis (drawn by M. Speights),44,28
183,2,6:24.0,,Technical foul by M. Speights,44,28
184,2,6:24.0,E. Moore misses technical free throw,,44,28
185,2,6:24.0,,Defensive rebound by Team,44,28
186,2,6:24.0,,M. Speights misses free throw 2 of 2,44,28
187,2,6:24.0,Defensive rebound by D. Cousins,,44,28
188,2,6:24.0,,M. Speights makes free throw 1 of 2,44,29
189,2,6:24.0,J. Holiday enters the game for D. Miller,,44,29
190,2,6:07.0,Turnover by R. Rondo (bad pass),,44,29
191,2,6:07.0,,Personal foul by E. Moore (drawn by E. Payton),44,29
192,2,6:07.0,D. Miller enters the game for E. Moore,,44,29
193,2,5:57.0,,J. Simmons makes 2-pt jump shot from 19 ft (assist by B. Biyombo),44,31
194,2,5:41.0,D. Miller misses 3-pt jump shot from 25 ft,,44,31
195,2,5:39.0,,Defensive rebound by M. Speights,44,31
196,2,5:33.0,,E. Payton makes 2-pt layup from 2 ft (assist by J. Simmons),44,33
197,2,5:24.0,D. Cousins makes 2-pt dunk from 2 ft (assist by R. Rondo),,46,33
198,2,5:16.0,,M. Speights makes 3-pt jump shot from 25 ft (assist by E. Payton),46,36
199,2,5:01.0,R. Rondo makes 2-pt layup from 2 ft,,48,36
200,2,5:00.0,,Orlando full timeout,48,36
201,2,4:36.0,,Turnover by D. Augustin (bad pass; steal by J. Holiday),48,36
202,2,4:31.0,J. Holiday misses 3-pt jump shot from 25 ft,,48,36
203,2,4:31.0,,Defensive rebound by Team,48,36
204,2,4:20.0,,E. Payton makes 2-pt jump shot from 15 ft,48,38
205,2,3:55.0,A. Davis misses 3-pt jump shot from 25 ft,,48,38
206,2,3:51.0,,Defensive rebound by D. Augustin,48,38
207,2,3:31.0,,B. Biyombo makes 2-pt layup from 1 ft (assist by E. Payton),48,40
208,2,3:16.0,D. Cousins makes 2-pt jump shot from 7 ft,,50,40
209,2,3:02.0,,E. Payton makes 2-pt jump shot from 14 ft,50,42
210,2,3:02.0,,Shooting foul by A. Davis (drawn by E. Payton),50,42
211,2,3:02.0,,N. Vučević enters the game for B. Biyombo,50,42
212,2,3:02.0,,E. Payton makes free throw 1 of 1,50,43
213,2,2:45.0,D. Miller misses 3-pt jump shot from 26 ft,,50,43
214,2,2:40.0,,Defensive rebound by J. Simmons,50,43
215,2,2:30.0,,N. Vučević misses 2-pt jump shot from 10 ft,50,43
216,2,2:27.0,Defensive rebound by D. Cousins,,50,43
217,2,2:22.0,A. Davis makes 2-pt layup from 1 ft (assist by R. Rondo),,52,43
218,2,2:16.0,,E. Payton makes 2-pt jump shot from 8 ft,52,45
219,2,2:16.0,,Shooting foul by R. Rondo (drawn by E. Payton),52,45
220,2,2:16.0,,E. Payton makes free throw 1 of 1,52,46
221,2,1:59.0,Personal foul by M. Speights (drawn by D. Cousins),,52,46
222,2,1:59.0,,A. Payne enters the game for M. Speights,52,46
223,2,1:57.0,A. Davis makes 2-pt dunk from 1 ft (assist by R. Rondo),,54,46
224,2,1:57.0,Technical foul by A. Davis,,54,46
225,2,1:57.0,,D. Augustin misses technical free throw,54,46
226,2,1:57.0,,Offensive rebound by Team,54,46
227,2,1:57.0,D. Cunningham enters the game for A. Davis,,54,46
228,2,1:44.0,,N. Vučević makes 2-pt jump shot from 12 ft (assist by E. Payton),54,48
229,2,1:27.0,,Offensive charge foul by D. Cousins (drawn by N. Vučević),54,48
230,2,1:27.0,Turnover by D. Cousins (offensive foul),,54,48
231,2,1:27.0,A. Davis enters the game for D. Cousins,,54,48
232,2,1:16.0,,Turnover by E. Payton (bad pass; steal by J. Holiday),54,48
233,2,1:12.0,A. Davis makes 2-pt layup from 1 ft (assist by R. Rondo),,56,48
234,2,1:12.0,,Technical foul by E. Payton,56,48
235,2,1:12.0,J. Holiday misses technical free throw,,56,48
236,2,1:12.0,,Defensive rebound by Team,56,48
237,2,0:54.0,,J. Simmons misses 2-pt jump shot from 9 ft,56,48
238,2,0:51.0,Defensive rebound by A. Davis,,56,48
239,2,0:44.0,J. Holiday makes 2-pt layup from 2 ft (assist by R. Rondo),,58,48
240,2,0:36.0,,Personal foul by J. Holiday (drawn by N. Vučević),58,48
241,2,0:36.0,,N. Vučević makes free throw 1 of 2,58,49
242,2,0:36.0,,A. Afflalo enters the game for J. Simmons,58,49
243,2,0:36.0,,N. Vučević makes free throw 2 of 2,58,50
244,2,0:30.0,A. Davis makes 2-pt dunk from 1 ft (assist by R. Rondo),,60,50
245,2,0:08.0,,N. Vučević misses 2-pt hook shot from 9 ft,60,50
246,2,0:05.0,Defensive rebound by A. Davis,,60,50
247,2,0:00.0,Turnover by J. Holiday (lost ball; steal by A. Afflalo),,60,50
248,3,11:44.0,,M. Speights misses 3-pt jump shot from 25 ft,60,50
249,3,11:40.0,Defensive rebound by R. Rondo,,60,50
250,3,11:20.0,D. Cousins misses 2-pt jump shot from 14 ft,,60,50
251,3,11:18.0,,Defensive rebound by N. Vučević,60,50
252,3,11:12.0,,E. Payton misses 2-pt jump shot from 9 ft,60,50
253,3,11:05.0,,Offensive rebound by N. Vučević,60,50
254,3,11:05.0,,N. Vučević makes 2-pt layup at rim,60,52
255,3,10:56.0,D. Cousins makes 2-pt layup at rim (assist by J. Holiday),,62,52
256,3,10:56.0,Shooting foul by M. Speights (drawn by D. Cousins),,62,52
257,3,10:56.0,D. Cousins makes free throw 1 of 1,,63,52
258,3,10:38.0,,M. Speights misses 2-pt jump shot from 5 ft,63,52
259,3,10:37.0,,Offensive rebound by N. Vučević,63,52
260,3,10:37.0,,Shooting foul by D. Cousins (drawn by N. Vučević),63,52
261,3,10:37.0,,N. Vučević makes free throw 1 of 2,63,53
262,3,10:37.0,,N. Vučević makes free throw 2 of 2,63,54
263,3,10:19.0,A. Davis misses 2-pt jump shot from 18 ft,,63,54
264,3,10:16.0,,Defensive rebound by E. Payton,63,54
265,3,10:11.0,,J. Simmons makes 2-pt layup from 2 ft (assist by E. Payton),63,56
266,3,9:58.0,Personal foul by J. Simmons (drawn by J. Holiday),,63,56
267,3,9:54.0,Turnover by J. Holiday (traveling),,63,56
268,3,9:42.0,,N. Vučević misses 2-pt hook shot from 7 ft,63,56
269,3,9:39.0,,Offensive rebound by E. Payton,63,56
270,3,9:37.0,,Turnover by E. Payton (lost ball; steal by J. Holiday),63,56
271,3,9:33.0,E. Moore misses 3-pt jump shot from 22 ft,,63,56
272,3,9:27.0,Offensive rebound by E. Moore,,63,56
273,3,9:23.0,J. Holiday makes 3-pt jump shot from 26 ft (assist by D. Cousins),,66,56
274,3,9:07.0,,E. Payton misses 2-pt jump shot from 6 ft,66,56
275,3,9:03.0,,Offensive rebound by N. Vučević,66,56
276,3,9:01.0,,Turnover by N. Vučević (bad pass; steal by E. Moore),66,56
277,3,8:59.0,,Violation by J. Simmons (kicked ball),66,56
278,3,8:43.0,J. Holiday misses 2-pt layup from 4 ft,,66,56
279,3,8:40.0,Offensive rebound by A. Davis,,66,56
280,3,8:33.0,D. Cousins makes 2-pt jump shot from 21 ft,,68,56
281,3,8:16.0,,M. Speights makes 3-pt jump shot from 25 ft (assist by J. Simmons),68,59
282,3,7:57.0,R. Rondo makes 2-pt layup from 2 ft,,70,59
283,3,7:50.0,,J. Simmons makes 2-pt jump shot from 7 ft (assist by E. Payton),70,61
284,3,7:42.0,J. Holiday makes 2-pt layup from 2 ft,,72,61
285,3,7:28.0,,M. Speights misses 3-pt jump shot from 25 ft,72,61
286,3,7:26.0,Defensive rebound by Team,,72,61
287,3,7:11.0,D. Cousins misses 3-pt jump shot from 22 ft,,72,61
288,3,7:08.0,,Defensive rebound by J. Simmons,72,61
289,3,6:54.0,,J. Simmons misses 3-pt jump shot from 25 ft,72,61
290,3,6:51.0,Defensive rebound by A. Davis,,72,61
291,3,6:44.0,D. Cousins misses 3-pt jump shot from 26 ft,,72,61
292,3,6:42.0,,Defensive rebound by Team,72,61
293,3,6:42.0,,Orlando full timeout,72,61
294,3,6:42.0,,B. Biyombo enters the game for M. Speights,72,61
295,3,6:28.0,,D. Augustin misses 3-pt jump shot from 25 ft,72,61
296,3,6:25.0,Defensive rebound by J. Holiday,,72,61
297,3,6:03.0,R. Rondo misses 3-pt jump shot from 24 ft,,72,61
298,3,5:59.0,,Defensive rebound by D. Augustin,72,61
299,3,5:50.0,,N. Vučević misses 3-pt jump shot from 25 ft,72,61
300,3,5:46.0,Defensive rebound by A. Davis,,72,61
301,3,5:42.0,Turnover by R. Rondo (bad pass; steal by N. Vučević),,72,61
302,3,5:37.0,,N. Vučević misses 2-pt jump shot from 8 ft (block by J. Holiday),72,61
303,3,5:32.0,Defensive rebound by D. Cousins,,72,61
304,3,5:25.0,A. Davis misses 2-pt jump shot from 9 ft,,72,61
305,3,5:22.0,,Defensive rebound by E. Payton,72,61
306,3,5:15.0,,E. Payton misses 2-pt jump shot from 10 ft,72,61
307,3,5:07.0,,Offensive rebound by B. Biyombo,72,61
308,3,5:07.0,,B. Biyombo misses 2-pt layup at rim,72,61
309,3,5:06.0,Defensive rebound by D. Cousins,,72,61
310,3,5:05.0,New Orleans full timeout,,72,61
311,3,4:55.0,Personal foul by B. Biyombo (drawn by D. Cousins),,72,61
312,3,4:45.0,D. Cousins makes 2-pt dunk from 1 ft,,74,61
313,3,4:27.0,,N. Vučević misses 3-pt jump shot from 25 ft,74,61
314,3,4:27.0,,Offensive rebound by E. Payton,74,61
315,3,4:19.0,,J. Simmons makes 3-pt jump shot from 24 ft (assist by E. Payton),74,64
316,3,4:09.0,Turnover by D. Cousins (traveling),,74,64
317,3,4:09.0,D. Cunningham enters the game for D. Cousins,,74,64
318,3,4:09.0,D. Miller enters the game for R. Rondo,,74,64
319,3,3:46.0,,N. Vučević makes 2-pt hook shot from 12 ft,74,66
320,3,3:31.0,J. Holiday makes 2-pt jump shot from 8 ft,,76,66
321,3,3:19.0,,Personal foul by D. Miller (drawn by N. Vučević),76,66
322,3,3:19.0,,M. Hezonja enters the game for N. Vučević,76,66
323,3,3:19.0,,A. Afflalo enters the game for D. Augustin,76,66
324,3,3:05.0,,J. Simmons misses 3-pt jump shot from 25 ft,76,66
325,3,3:02.0,Defensive rebound by A. Davis,,76,66
326,3,2:54.0,J. Holiday makes 2-pt layup from 1 ft,,78,66
327,3,2:54.0,Shooting foul by M. Hezonja (drawn by J. Holiday),,78,66
328,3,2:54.0,J. Holiday makes free throw 1 of 1,,79,66
329,3,2:42.0,,M. Hezonja misses 3-pt jump shot from 25 ft,79,66
330,3,2:40.0,Defensive rebound by D. Miller,,79,66
331,3,2:34.0,E. Moore misses 3-pt jump shot from 22 ft,,79,66
332,3,2:27.0,Offensive rebound by D. Cunningham,,79,66
333,3,2:27.0,D. Cunningham misses 2-pt layup at rim,,79,66
334,3,2:26.0,,Defensive rebound by J. Simmons,79,66
335,3,2:24.0,,J. Simmons makes 2-pt layup from 6 ft,79,68
336,3,2:14.0,J. Holiday misses 3-pt jump shot from 25 ft,,79,68
337,3,2:11.0,,Defensive rebound by B. Biyombo,79,68
338,3,2:02.0,,Turnover by B. Biyombo (lost ball; steal by E. Moore),79,68
339,3,1:57.0,J. Holiday makes 2-pt layup from 1 ft (assist by E. Moore),,81,68
340,3,1:42.0,,E. Payton makes 2-pt jump shot from 10 ft,81,70
341,3,1:35.0,Personal foul by J. Simmons (drawn by E. Moore),,81,70
342,3,1:35.0,E. Moore misses free throw 1 of 2,,81,70
343,3,1:35.0,Offensive rebound by Team,,81,70
344,3,1:35.0,,S. Mack enters the game for J. Simmons,81,70
345,3,1:35.0,E. Moore misses free throw 2 of 2,,81,70
346,3,1:32.0,,Defensive rebound by B. Biyombo,81,70
347,3,1:24.0,,B. Biyombo misses 2-pt jump shot from 13 ft,81,70
348,3,1:21.0,Defensive rebound by A. Davis,,81,70
349,3,1:17.0,New Orleans full timeout,,81,70
350,3,1:17.0,I. Clark enters the game for E. Moore,,81,70
351,3,1:06.0,D. Cunningham makes 3-pt jump shot from 22 ft (assist by J. Holiday),,84,70
352,3,0:49.0,,Shooting foul by D. Miller (drawn by A. Afflalo),84,70
353,3,0:49.0,,A. Afflalo makes free throw 1 of 2,84,71
354,3,0:49.0,,A. Afflalo makes free throw 2 of 2,84,72
355,3,0:40.0,J. Holiday makes 2-pt jump shot from 21 ft,,86,72
356,3,0:32.0,,Shooting foul by A. Davis (drawn by E. Payton),86,72
357,3,0:32.0,,E. Payton misses free throw 1 of 2,86,72
358,3,0:32.0,,Offensive rebound by Team,86,72
359,3,0:32.0,,E. Payton misses free throw 2 of 2,86,72
360,3,0:30.0,Defensive rebound by D. Cunningham,,86,72
361,3,0:13.0,A. Davis makes 2-pt jump shot from 13 ft,,88,72
362,3,0:00.0,,E. Payton misses 2-pt jump shot from 16 ft,88,72
363,3,0:00.0,,Offensive rebound by Team,88,72
364,4,11:49.0,Turnover by D. Cousins (bad pass; steal by N. Vučević),,88,72
365,4,11:43.0,,N. Vučević misses 3-pt jump shot from 26 ft,88,72
366,4,11:42.0,Defensive rebound by Team,,88,72
367,4,11:42.0,,Loose ball foul by A. Payne (drawn by D. Cunningham),88,72
368,4,11:25.0,I. Clark makes 2-pt jump shot from 13 ft,,90,72
369,4,11:09.0,,J. Simmons misses 2-pt layup from 2 ft,90,72
370,4,11:03.0,,Offensive rebound by N. Vučević,90,72
371,4,11:03.0,,N. Vučević makes 2-pt layup at rim,90,74
372,4,10:48.0,J. Nelson makes 3-pt jump shot from 26 ft (assist by D. Cousins),,93,74
373,4,10:30.0,,Shooting foul by I. Clark (drawn by D. Augustin),93,74
374,4,10:30.0,,D. Augustin makes free throw 1 of 2,93,75
375,4,10:30.0,,D. Augustin makes free throw 2 of 2,93,76
376,4,10:12.0,D. Miller makes 3-pt jump shot from 22 ft (assist by D. Cousins),,96,76
377,4,9:51.0,,N. Vučević makes 2-pt hook shot from 6 ft,96,78
378,4,9:40.0,Shooting foul by N. Vučević (drawn by D. Cousins),,96,78
379,4,9:40.0,D. Cousins makes free throw 1 of 2,,97,78
380,4,9:40.0,D. Cousins makes free throw 2 of 2,,98,78
381,4,9:28.0,,N. Vučević misses 2-pt jump shot from 22 ft,98,78
382,4,9:25.0,Defensive rebound by I. Clark,,98,78
383,4,9:10.0,D. Cousins misses 2-pt jump shot from 20 ft,,98,78
384,4,9:08.0,,Defensive rebound by J. Simmons,98,78
385,4,9:03.0,,J. Simmons misses 3-pt jump shot from 25 ft,98,78
386,4,9:00.0,Defensive rebound by J. Nelson,,98,78
387,4,8:53.0,I. Clark makes 2-pt layup from 2 ft (assist by J. Nelson),,100,78
388,4,8:53.0,,Orlando full timeout,100,78
389,4,8:41.0,,Turnover by N. Vučević (traveling),100,78
390,4,8:24.0,D. Cousins makes 2-pt jump shot from 13 ft,,102,78
391,4,8:11.0,,A. Payne misses 3-pt jump shot from 25 ft,102,78
