,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,PHILADELPHIA_ACTION,WASHINGTON_SCORE,PHILADELPHIA_SCORE
33,1,7:30.0,Personal foul by J. Embiid (drawn by M. Gortat),,6,9
34,1,7:30.0,,A. Johnson enters the game for D. Šarić,6,9
35,1,7:30.0,,T. McConnell enters the game for J. Embiid,6,9
36,1,7:18.0,M. Morris misses 3-pt jump shot from 25 ft,,6,9
37,1,7:15.0,,Defensive rebound by R. Covington,6,9
38,1,7:09.0,,Turnover by B. Simmons (lost ball; steal by B. Beal),6,9
39,1,7:02.0,B. Beal makes 2-pt dunk from 2 ft (assist by T. Frazier),,8,9
40,1,6:54.0,,J. Redick makes 2-pt jump shot from 19 ft (assist by A. Johnson),8,11
41,1,6:42.0,Turnover by O. Porter (out of bounds lost ball),,8,11
42,1,6:42.0,,Philadelphia full timeout,8,11
43,1,6:42.0,,J. Bayless enters the game for J. Redick,8,11
44,1,6:23.0,,Turnover by T. McConnell (bad pass),8,11
45,1,6:10.0,B. Beal misses 2-pt jump shot from 15 ft,,8,11
46,1,6:06.0,,Defensive rebound by B. Simmons,8,11
47,1,5:58.0,,B. Simmons misses 2-pt jump shot from 13 ft,8,11
48,1,5:54.0,Defensive rebound by T. Frazier,,8,11
49,1,5:51.0,B. Beal makes 3-pt jump shot from 24 ft (assist by T. Frazier),,11,11
50,1,5:39.0,,J. Bayless misses 2-pt jump shot from 11 ft,11,11
51,1,5:36.0,Defensive rebound by T. Frazier,,11,11
52,1,5:32.0,O. Porter misses 3-pt jump shot from 26 ft,,11,11
53,1,5:28.0,,Defensive rebound by A. Johnson,11,11
54,1,5:20.0,,Turnover by B. Simmons (bad pass),11,11
55,1,5:03.0,M. Gortat misses 2-pt jump shot from 13 ft,,11,11
56,1,5:00.0,,Defensive rebound by B. Simmons,11,11
57,1,4:42.0,,T. McConnell makes 2-pt jump shot from 8 ft,11,13
58,1,4:29.0,M. Morris misses 2-pt jump shot from 8 ft,,11,13
59,1,4:26.0,,Defensive rebound by R. Covington,11,13
60,1,4:19.0,,B. Simmons makes 2-pt jump shot from 4 ft,11,15
61,1,3:56.0,M. Gortat misses 2-pt hook shot from 6 ft,,11,15
62,1,3:55.0,,Defensive rebound by B. Simmons,11,15
63,1,3:44.0,,B. Simmons makes 2-pt layup from 4 ft,11,17
64,1,3:44.0,,Shooting foul by M. Morris (drawn by B. Simmons),11,17
65,1,3:44.0,,D. Šarić enters the game for R. Covington,11,17
66,1,3:44.0,K. Oubre enters the game for M. Morris,,11,17
67,1,3:44.0,,B. Simmons makes free throw 1 of 1,11,18
68,1,3:37.0,Personal foul by T. McConnell (drawn by T. Frazier),,11,18
69,1,3:37.0,,J. Embiid enters the game for A. Johnson,11,18
70,1,3:37.0,,T. Luwawu-Cabarrot enters the game for B. Simmons,11,18
71,1,3:37.0,I. Mahinmi enters the game for T. Frazier,,11,18
72,1,3:37.0,T. Satoranský enters the game for M. Gortat,,11,18
73,1,3:32.0,B. Beal misses 2-pt jump shot from 18 ft,,11,18
74,1,3:27.0,,Defensive rebound by T. Luwawu-Cabarrot,11,18
75,1,3:26.0,,J. Bayless makes 2-pt layup from 4 ft (assist by T. McConnell),11,20
76,1,3:15.0,Washington full timeout,,11,20
77,1,3:15.0,J. Meeks enters the game for B. Beal,,11,20
78,1,3:03.0,K. Oubre misses 2-pt layup from 2 ft,,11,20
79,1,3:01.0,,Defensive rebound by T. Luwawu-Cabarrot,11,20
80,1,3:00.0,,Turnover by J. Bayless (step out of bounds),11,20
81,1,2:50.0,K. Oubre makes 2-pt layup from 1 ft (assist by O. Porter),,13,20
82,1,2:34.0,,J. Embiid makes 2-pt jump shot from 12 ft,13,22
83,1,2:14.0,O. Porter makes 2-pt jump shot from 20 ft (assist by T. Satoranský),,15,22
84,1,1:57.0,,D. Šarić makes 2-pt layup from 4 ft (assist by J. Bayless),15,24
85,1,1:45.0,O. Porter misses 2-pt jump shot from 8 ft,,15,24
86,1,1:42.0,,Defensive rebound by J. Embiid,15,24
87,1,1:33.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 22 ft,15,24
88,1,1:30.0,Defensive rebound by I. Mahinmi,,15,24
89,1,1:24.0,O. Porter misses 2-pt jump shot from 15 ft,,15,24
90,1,1:21.0,,Defensive rebound by D. Šarić,15,24
91,1,1:11.0,,Turnover by J. Embiid (lost ball; steal by O. Porter),15,24
92,1,1:06.0,,Offensive charge foul by O. Porter (drawn by J. Bayless),15,24
93,1,1:06.0,Turnover by O. Porter (offensive foul),,15,24
94,1,1:06.0,,B. Simmons enters the game for J. Bayless,15,24
95,1,1:06.0,,J. Redick enters the game for T. McConnell,15,24
96,1,1:06.0,M. Scott enters the game for O. Porter,,15,24
97,1,0:52.0,,J. Redick makes 2-pt layup from 5 ft (assist by T. Luwawu-Cabarrot),15,26
98,1,0:42.0,Turnover by M. Scott (bad pass),,15,26
99,1,0:31.0,,J. Embiid misses 2-pt jump shot from 8 ft,15,26
100,1,0:30.0,,Offensive rebound by J. Embiid,15,26
101,1,0:30.0,,Shooting foul by M. Scott (drawn by J. Embiid),15,26
102,1,0:30.0,,J. Embiid makes free throw 1 of 2,15,27
103,1,0:30.0,,J. Embiid makes free throw 2 of 2,15,28
104,1,0:08.0,J. Meeks makes 3-pt jump shot from 27 ft (assist by T. Satoranský),,18,28
105,1,0:02.0,,T. Luwawu-Cabarrot misses 2-pt layup from 7 ft (block by K. Oubre),18,28
106,1,0:01.0,,Offensive rebound by Team,18,28
107,2,11:50.0,,B. Simmons misses 2-pt layup from 4 ft,18,28
108,2,11:48.0,,Offensive rebound by J. Embiid,18,28
109,2,11:47.0,,Shooting foul by K. Oubre (drawn by J. Embiid),18,28
110,2,11:47.0,,J. Embiid misses free throw 1 of 2,18,28
111,2,11:47.0,,Offensive rebound by Team,18,28
112,2,11:47.0,,J. Embiid makes free throw 2 of 2,18,29
113,2,11:35.0,K. Oubre makes 2-pt jump shot from 14 ft,,20,29
114,2,11:14.0,,Turnover by J. Embiid (lost ball; steal by I. Mahinmi),20,29
115,2,10:55.0,T. Satoranský misses 2-pt jump shot from 14 ft,,20,29
116,2,10:52.0,,Defensive rebound by D. Šarić,20,29
117,2,10:39.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 23 ft,20,29
118,2,10:31.0,,Offensive rebound by J. Embiid,20,29
119,2,10:31.0,,J. Embiid misses 2-pt layup at rim,20,29
120,2,10:31.0,,Offensive rebound by B. Simmons,20,29
121,2,10:29.0,,B. Simmons makes 2-pt layup from 1 ft,20,31
122,2,10:18.0,K. Oubre misses 2-pt jump shot from 13 ft (block by B. Simmons),,20,31
123,2,10:17.0,Offensive rebound by Team,,20,31
124,2,10:08.0,T. Satoranský makes 2-pt jump shot from 3 ft,,22,31
125,2,9:59.0,,Personal foul by T. Satoranský (drawn by J. Embiid),22,31
126,2,9:59.0,,T. McConnell enters the game for D. Šarić,22,31
127,2,9:47.0,,J. Embiid misses 2-pt jump shot from 11 ft,22,31
128,2,9:43.0,Defensive rebound by T. Satoranský,,22,31
129,2,9:35.0,K. Oubre makes 3-pt jump shot from 26 ft (assist by T. Satoranský),,25,31
130,2,9:34.0,,Philadelphia full timeout,25,31
131,2,9:17.0,,T. Luwawu-Cabarrot makes 3-pt jump shot from 25 ft (assist by J. Redick),25,34
132,2,9:07.0,Personal foul by J. Redick (drawn by K. Oubre),,25,34
133,2,9:07.0,,R. Covington enters the game for T. Luwawu-Cabarrot,25,34
134,2,9:07.0,,A. Johnson enters the game for J. Embiid,25,34
135,2,8:49.0,T. Satoranský misses 2-pt jump shot from 14 ft,,25,34
136,2,8:47.0,Offensive rebound by Team,,25,34
137,2,8:47.0,,J. Bayless enters the game for J. Redick,25,34
138,2,8:42.0,J. Meeks misses 2-pt jump shot from 19 ft,,25,34
139,2,8:42.0,,Defensive rebound by R. Covington,25,34
140,2,8:24.0,,B. Simmons misses 2-pt layup from 3 ft,25,34
141,2,8:24.0,Defensive rebound by Team,,25,34
142,2,8:24.0,,Loose ball foul by A. Johnson (drawn by M. Scott),25,34
143,2,8:13.0,Personal foul by T. McConnell (drawn by K. Oubre),,25,34
144,2,8:07.0,M. Scott misses 2-pt jump shot from 9 ft,,25,34
145,2,7:59.0,Offensive rebound by M. Scott,,25,34
146,2,7:53.0,J. Meeks misses 3-pt jump shot from 25 ft,,25,34
147,2,7:49.0,,Defensive rebound by B. Simmons,25,34
148,2,7:38.0,,J. Bayless misses 3-pt jump shot from 26 ft,25,34
149,2,7:35.0,,Offensive rebound by R. Covington,25,34
150,2,7:32.0,,Personal foul by I. Mahinmi (drawn by B. Simmons),25,34
151,2,7:32.0,M. Morris enters the game for I. Mahinmi,,25,34
152,2,7:24.0,,B. Simmons misses 2-pt jump shot from 12 ft,25,34
153,2,7:20.0,,Offensive rebound by B. Simmons,25,34
154,2,7:10.0,,Shooting foul by J. Meeks (drawn by J. Bayless),25,34
155,2,7:10.0,,J. Bayless makes free throw 1 of 2,25,35
156,2,7:10.0,,J. Bayless makes free throw 2 of 2,25,36
157,2,6:55.0,M. Morris makes 2-pt jump shot from 10 ft,,27,36
158,2,6:38.0,,A. Johnson misses 2-pt jump shot from 3 ft (block by M. Scott),27,36
159,2,6:38.0,,Offensive rebound by A. Johnson,27,36
160,2,6:38.0,,Shooting foul by M. Scott (drawn by A. Johnson),27,36
161,2,6:38.0,,A. Johnson misses free throw 1 of 2,27,36
162,2,6:38.0,,Offensive rebound by Team,27,36
163,2,6:38.0,O. Porter enters the game for M. Scott,,27,36
164,2,6:38.0,,A. Johnson misses free throw 2 of 2,27,36
165,2,6:38.0,Defensive rebound by Team,,27,36
166,2,6:27.0,Personal foul by B. Simmons (drawn by K. Oubre),,27,36
167,2,6:27.0,Turnover by K. Oubre (bad pass; steal by B. Simmons),,27,36
168,2,6:27.0,,Personal foul by M. Morris (drawn by B. Simmons),27,36
169,2,6:27.0,,B. Simmons makes free throw 1 of 2,27,37
170,2,6:27.0,,B. Simmons misses free throw 2 of 2,27,37
171,2,6:23.0,Defensive rebound by K. Oubre,,27,37
172,2,6:09.0,M. Morris misses 2-pt jump shot from 9 ft,,27,37
173,2,6:06.0,,Defensive rebound by A. Johnson,27,37
174,2,6:00.0,,R. Covington misses 3-pt jump shot from 26 ft,27,37
175,2,5:55.0,Defensive rebound by M. Morris,,27,37
176,2,5:41.0,O. Porter misses 2-pt jump shot from 8 ft,,27,37
177,2,5:38.0,,Defensive rebound by T. McConnell,27,37
178,2,5:28.0,,Personal foul by M. Morris (drawn by B. Simmons),27,37
179,2,5:28.0,,B. Simmons makes free throw 1 of 2,27,38
180,2,5:28.0,M. Gortat enters the game for M. Morris,,27,38
181,2,5:28.0,,B. Simmons misses free throw 2 of 2,27,38
182,2,5:26.0,Defensive rebound by K. Oubre,,27,38
183,2,5:18.0,Personal foul by R. Covington (drawn by K. Oubre),,27,38
184,2,5:18.0,K. Oubre makes free throw 1 of 2,,28,38
185,2,5:18.0,,D. Šarić enters the game for A. Johnson,28,38
186,2,5:18.0,,J. Embiid enters the game for B. Simmons,28,38
187,2,5:18.0,K. Oubre makes free throw 2 of 2,,29,38
188,2,5:08.0,,J. Bayless makes 2-pt jump shot from 14 ft (assist by J. Embiid),29,40
189,2,4:49.0,J. Meeks misses 2-pt layup from 5 ft (block by J. Embiid),,29,40
190,2,4:49.0,Offensive rebound by Team,,29,40
191,2,4:43.0,K. Oubre misses 2-pt jump shot from 9 ft (block by J. Embiid),,29,40
192,2,4:39.0,,Defensive rebound by T. McConnell,29,40
193,2,4:37.0,,R. Covington misses 3-pt jump shot from 26 ft,29,40
194,2,4:33.0,,Offensive rebound by J. Bayless,29,40
195,2,4:33.0,,J. Bayless makes 2-pt layup from 3 ft,29,42
196,2,4:32.0,Washington full timeout,,29,42
197,2,4:32.0,T. Frazier enters the game for T. Satoranský,,29,42
198,2,4:20.0,O. Porter makes 2-pt jump shot from 10 ft,,31,42
199,2,4:05.0,,Personal foul by M. Gortat (drawn by J. Embiid),31,42
200,2,4:05.0,,J. Embiid misses free throw 1 of 2,31,42
201,2,4:05.0,,Offensive rebound by Team,31,42
202,2,4:05.0,,J. Embiid misses free throw 2 of 2,31,42
203,2,4:01.0,Defensive rebound by O. Porter,,31,42
204,2,3:41.0,T. Frazier makes 2-pt jump shot from 13 ft,,33,42
205,2,3:24.0,,R. Covington makes 2-pt jump shot from 15 ft (assist by J. Bayless),33,44
206,2,3:17.0,Personal foul by T. McConnell (drawn by K. Oubre),,33,44
207,2,3:17.0,K. Oubre makes free throw 1 of 2,,34,44
208,2,3:17.0,,B. Simmons enters the game for T. McConnell,34,44
209,2,3:17.0,K. Oubre makes free throw 2 of 2,,35,44
210,2,3:00.0,,J. Embiid makes 2-pt jump shot from 11 ft (assist by J. Bayless),35,46
211,2,2:44.0,M. Gortat makes 2-pt hook shot from 8 ft (assist by K. Oubre),,37,46
212,2,2:28.0,,Turnover by B. Simmons (bad pass; steal by J. Meeks),37,46
213,2,2:25.0,Personal foul by R. Covington (drawn by J. Meeks),,37,46
214,2,2:25.0,J. Meeks misses free throw 1 of 2,,37,46
215,2,2:25.0,Offensive rebound by Team,,37,46
216,2,2:25.0,J. Meeks makes free throw 2 of 2,,38,46
217,2,2:13.0,,J. Bayless makes 2-pt layup from 2 ft (assist by J. Embiid),38,48
218,2,2:01.0,Turnover by T. Frazier (bad pass; steal by R. Covington),,38,48
219,2,1:59.0,,R. Covington misses 2-pt layup from 4 ft,38,48
220,2,1:59.0,,Offensive rebound by J. Embiid,38,48
221,2,1:59.0,,Shooting foul by O. Porter (drawn by J. Embiid),38,48
222,2,1:59.0,,J. Embiid makes free throw 1 of 2,38,49
223,2,1:59.0,M. Scott enters the game for J. Meeks,,38,49
224,2,1:59.0,,J. Embiid makes free throw 2 of 2,38,50
225,2,1:50.0,O. Porter misses 2-pt jump shot from 18 ft,,38,50
226,2,1:47.0,,Defensive rebound by R. Covington,38,50
227,2,1:36.0,,Personal foul by T. Frazier (drawn by J. Embiid),38,50
228,2,1:36.0,,J. Embiid makes free throw 1 of 2,38,51
229,2,1:36.0,,J. Embiid makes free throw 2 of 2,38,52
230,2,1:27.0,Turnover by T. Frazier (bad pass),,38,52
231,2,1:08.0,,J. Embiid misses 2-pt jump shot from 11 ft,38,52
232,2,1:05.0,,Offensive rebound by B. Simmons,38,52
233,2,1:00.0,,D. Šarić makes 2-pt hook shot from 7 ft,38,54
234,2,0:44.0,K. Oubre misses 3-pt jump shot from 25 ft,,38,54
235,2,0:41.0,,Defensive rebound by J. Embiid,38,54
236,2,0:39.0,,Personal foul by K. Oubre (drawn by D. Šarić),38,54
237,2,0:39.0,,D. Šarić makes free throw 1 of 2,38,55
238,2,0:39.0,,T. Luwawu-Cabarrot enters the game for R. Covington,38,55
239,2,0:39.0,,D. Šarić makes free throw 2 of 2,38,56
240,2,0:26.0,T. Frazier misses 2-pt jump shot from 10 ft (block by J. Embiid),,38,56
241,2,0:22.0,,Defensive rebound by B. Simmons,38,56
242,2,0:22.0,,J. Embiid makes 2-pt dunk at rim (assist by B. Simmons),38,58
243,2,0:03.0,K. Oubre makes 2-pt jump shot from 18 ft (assist by T. Frazier),,40,58
244,2,0:01.0,,B. Simmons misses 3-pt jump shot from 25 ft,40,58
245,2,0:00.0,,Offensive rebound by Team,40,58
246,3,11:48.0,,J. Embiid makes 2-pt jump shot from 16 ft (assist by D. Šarić),40,60
247,3,11:29.0,M. Morris makes 3-pt jump shot from 26 ft (assist by M. Gortat),,43,60
248,3,11:13.0,Offensive charge foul by J. Embiid (drawn by M. Gortat),,43,60
249,3,11:13.0,,Turnover by J. Embiid (offensive foul),43,60
250,3,11:08.0,Turnover by T. Frazier (bad pass; steal by D. Šarić),,43,60
251,3,11:06.0,,Shooting foul by T. Frazier (drawn by D. Šarić),43,60
252,3,11:06.0,,D. Šarić makes free throw 1 of 2,43,61
253,3,11:06.0,,D. Šarić makes free throw 2 of 2,43,62
254,3,10:52.0,Shooting foul by B. Simmons (drawn by O. Porter),,43,62
255,3,10:52.0,O. Porter makes free throw 1 of 2,,44,62
256,3,10:52.0,O. Porter makes free throw 2 of 2,,45,62
257,3,10:43.0,,B. Simmons makes 2-pt dunk from 1 ft (assist by J. Embiid),45,64
258,3,10:26.0,B. Beal misses 3-pt jump shot from 25 ft,,45,64
259,3,10:20.0,,Defensive rebound by R. Covington,45,64
260,3,10:15.0,,R. Covington misses 3-pt jump shot from 25 ft,45,64
261,3,10:10.0,,Offensive rebound by R. Covington,45,64
262,3,10:06.0,,D. Šarić makes 2-pt jump shot from 10 ft (assist by B. Simmons),45,66
263,3,9:44.0,O. Porter misses 3-pt jump shot from 23 ft,,45,66
264,3,9:41.0,,Defensive rebound by B. Simmons,45,66
265,3,9:28.0,,Turnover by B. Simmons (lost ball; steal by O. Porter),45,66
266,3,9:24.0,O. Porter misses 2-pt layup from 2 ft (block by J. Embiid),,45,66
267,3,9:17.0,Offensive rebound by T. Frazier,,45,66
268,3,9:17.0,T. Frazier makes 2-pt layup at rim,,47,66
269,3,9:01.0,,J. Embiid misses 2-pt jump shot from 13 ft,47,66
270,3,8:57.0,Defensive rebound by M. Morris,,47,66
271,3,8:45.0,Shooting foul by J. Redick (drawn by M. Gortat),,47,66
272,3,8:45.0,M. Gortat misses free throw 1 of 2,,47,66
273,3,8:45.0,Offensive rebound by Team,,47,66
274,3,8:45.0,M. Gortat misses free throw 2 of 2,,47,66
275,3,8:42.0,,Defensive rebound by D. Šarić,47,66
276,3,8:34.0,,J. Redick misses 2-pt layup from 1 ft,47,66
277,3,8:33.0,,Offensive rebound by J. Embiid,47,66
278,3,8:30.0,,J. Embiid makes 2-pt dunk at rim,47,68
279,3,8:11.0,O. Porter misses 2-pt layup from 4 ft,,47,68
280,3,8:08.0,,Defensive rebound by B. Simmons,47,68
281,3,8:03.0,,J. Redick misses 2-pt jump shot from 22 ft,47,68
282,3,7:58.0,Defensive rebound by B. Beal,,47,68
283,3,7:56.0,Personal foul by J. Redick (drawn by B. Beal),,47,68
284,3,7:56.0,,A. Johnson enters the game for D. Šarić,47,68
285,3,7:56.0,,T. McConnell enters the game for J. Embiid,47,68
286,3,7:46.0,M. Gortat makes 2-pt jump shot from 9 ft,,49,68
287,3,7:35.0,,B. Simmons misses 2-pt jump shot from 12 ft,49,68
288,3,7:28.0,,Offensive rebound by B. Simmons,49,68
289,3,7:28.0,,B. Simmons makes 2-pt layup at rim,49,70
290,3,7:14.0,M. Morris misses 3-pt jump shot from 27 ft,,49,70
291,3,7:10.0,,Defensive rebound by A. Johnson,49,70
292,3,6:52.0,,Turnover by R. Covington (turnover),49,70
293,3,6:52.0,,Philadelphia full timeout,49,70
294,3,6:52.0,,J. Bayless enters the game for J. Redick,49,70
295,3,6:40.0,M. Gortat makes 2-pt layup from 3 ft (assist by B. Beal),,51,70
296,3,6:25.0,,T. McConnell makes 2-pt jump shot from 13 ft,51,72
297,3,6:08.0,Turnover by M. Morris (bad pass; steal by R. Covington),,51,72
298,3,5:54.0,,J. Bayless misses 2-pt layup from 2 ft (block by M. Gortat),51,72
299,3,5:49.0,Defensive rebound by B. Beal,,51,72
300,3,5:46.0,O. Porter misses 2-pt jump shot from 6 ft (block by A. Johnson),,51,72
301,3,5:46.0,Offensive rebound by Team,,51,72
302,3,5:46.0,T. Satoranský enters the game for T. Frazier,,51,72
303,3,5:34.0,B. Beal misses 2-pt jump shot from 20 ft,,51,72
304,3,5:34.0,,Defensive rebound by B. Simmons,51,72
305,3,5:23.0,,R. Covington makes 3-pt jump shot from 22 ft (assist by B. Simmons),51,75
306,3,5:21.0,Washington full timeout,,51,75
307,3,5:21.0,,T. Luwawu-Cabarrot enters the game for B. Simmons,51,75
308,3,5:21.0,C. McCullough enters the game for M. Morris,,51,75
309,3,5:21.0,I. Mahinmi enters the game for M. Gortat,,51,75
310,3,5:12.0,Personal foul by T. McConnell (drawn by I. Mahinmi),,51,75
311,3,5:12.0,,B. Simmons enters the game for T. McConnell,51,75
312,3,5:06.0,Turnover by I. Mahinmi (turnover),,51,75
313,3,4:56.0,,R. Covington misses 2-pt layup from 2 ft,51,75
314,3,4:52.0,,Offensive rebound by R. Covington,51,75
315,3,4:51.0,,R. Covington misses 2-pt layup at rim (block by C. McCullough),51,75
316,3,4:51.0,,Offensive rebound by R. Covington,51,75
317,3,4:44.0,,Turnover by T. Luwawu-Cabarrot (lost ball; steal by O. Porter),51,75
318,3,4:40.0,Personal foul by T. Luwawu-Cabarrot (drawn by C. McCullough),,51,75
319,3,4:40.0,C. McCullough makes free throw 1 of 2,,52,75
320,3,4:40.0,K. Oubre enters the game for O. Porter,,52,75
321,3,4:40.0,C. McCullough makes free throw 2 of 2,,53,75
322,3,4:18.0,,B. Simmons makes 2-pt dunk at rim,53,77
323,3,3:59.0,I. Mahinmi makes 2-pt jump shot from 9 ft (assist by T. Satoranský),,55,77
324,3,3:39.0,,Turnover by B. Simmons (lost ball; steal by K. Oubre),55,77
325,3,3:35.0,B. Beal makes 3-pt jump shot from 25 ft (assist by K. Oubre),,58,77
326,3,3:34.0,,Philadelphia full timeout,58,77
327,3,3:34.0,,J. Redick enters the game for J. Bayless,58,77
328,3,3:34.0,,J. Embiid enters the game for A. Johnson,58,77
329,3,3:19.0,,Personal foul by K. Oubre (drawn by B. Simmons),58,77
330,3,3:19.0,,D. Šarić enters the game for R. Covington,58,77
331,3,3:08.0,,Shooting foul by K. Oubre (drawn by J. Embiid),58,77
332,3,3:08.0,,J. Embiid makes free throw 1 of 2,58,78
333,3,3:08.0,,J. Embiid makes free throw 2 of 2,58,79
334,3,2:51.0,I. Mahinmi misses 2-pt hook shot from 11 ft,,58,79
335,3,2:48.0,,Defensive rebound by J. Embiid,58,79
336,3,2:38.0,,D. Šarić misses 2-pt hook shot from 8 ft,58,79
337,3,2:35.0,Defensive rebound by B. Beal,,58,79
338,3,2:30.0,C. McCullough makes 2-pt jump shot from 13 ft (assist by T. Satoranský),,60,79
339,3,2:10.0,,J. Embiid misses 2-pt jump shot from 15 ft,60,79
340,3,2:09.0,,Offensive rebound by D. Šarić,60,79
341,3,2:07.0,,D. Šarić makes 2-pt layup at rim,60,81
342,3,1:53.0,K. Oubre misses 3-pt jump shot from 26 ft,,60,81
343,3,1:51.0,,Defensive rebound by Team,60,81
344,3,1:33.0,,J. Embiid misses 2-pt jump shot from 12 ft,60,81
345,3,1:31.0,Defensive rebound by K. Oubre,,60,81
346,3,1:24.0,I. Mahinmi makes 2-pt layup from 1 ft (assist by K. Oubre),,62,81
347,3,1:11.0,,J. Redick misses 3-pt jump shot from 26 ft,62,81
348,3,1:11.0,,Offensive rebound by Team,62,81
349,3,1:11.0,Loose ball foul by C. McCullough (drawn by D. Šarić),,62,81
350,3,1:11.0,J. Meeks enters the game for B. Beal,,62,81
351,3,1:05.0,,J. Redick makes 2-pt jump shot from 19 ft (assist by J. Embiid),62,83
352,3,1:02.0,Washington full timeout,,62,83
353,3,0:44.0,T. Satoranský misses 2-pt jump shot from 9 ft,,62,83
354,3,0:39.0,Offensive rebound by K. Oubre,,62,83
355,3,0:39.0,K. Oubre misses 2-pt layup at rim,,62,83
356,3,0:38.0,,Defensive rebound by T. Luwawu-Cabarrot,62,83
357,3,0:36.0,,J. Redick misses 3-pt jump shot from 25 ft,62,83
358,3,0:32.0,Defensive rebound by I. Mahinmi,,62,83
359,3,0:17.0,K. Oubre misses 2-pt jump shot from 15 ft,,62,83
360,3,0:13.0,,Defensive rebound by B. Simmons,62,83
361,3,0:02.0,,Shooting foul by K. Oubre (drawn by J. Embiid),62,83
362,3,0:02.0,,J. Embiid misses free throw 1 of 2,62,83
363,3,0:02.0,,Offensive rebound by Team,62,83
364,3,0:02.0,,J. Embiid makes free throw 2 of 2,62,84
365,3,0:00.0,Shooting foul by J. Embiid (drawn by J. Meeks),,62,84
366,3,0:00.0,J. Meeks makes free throw 1 of 3,,63,84
367,3,0:00.0,J. Meeks makes free throw 2 of 3,,64,84
368,3,0:00.0,J. Meeks makes free throw 3 of 3,,65,84
369,4,11:47.0,Shooting foul by J. Embiid (drawn by K. Oubre),,65,84
370,4,11:47.0,K. Oubre makes free throw 1 of 2,,66,84
371,4,11:47.0,K. Oubre makes free throw 2 of 2,,67,84
372,4,11:33.0,,Shooting foul by C. McCullough (drawn by J. Embiid),67,84
373,4,11:33.0,,J. Embiid makes free throw 1 of 2,67,85
374,4,11:33.0,,J. Embiid makes free throw 2 of 2,67,86
375,4,11:25.0,C. McCullough misses 3-pt jump shot from 29 ft,,67,86
376,4,11:21.0,,Defensive rebound by J. Embiid,67,86
377,4,11:15.0,,J. Redick misses 2-pt jump shot from 14 ft,67,86
378,4,11:15.0,Defensive rebound by J. Meeks,,67,86
379,4,11:11.0,Personal foul by J. Redick (drawn by J. Meeks),,67,86
380,4,10:58.0,Turnover by K. Oubre (bad pass; steal by J. Embiid),,67,86
381,4,10:52.0,,J. Redick misses 3-pt jump shot from 26 ft,67,86
382,4,10:51.0,Defensive rebound by Team,,67,86
383,4,10:38.0,C. McCullough misses 2-pt layup from 4 ft,,67,86
384,4,10:35.0,Offensive rebound by C. McCullough,,67,86
385,4,10:34.0,C. McCullough misses 2-pt jump shot from 7 ft,,67,86
