,QUARTER,TIME_REMAINING,ATLANTA_ACTION,MIAMI_ACTION,ATLANTA_SCORE,MIAMI_SCORE
0,1,11:39.0,,T. Johnson misses 3-pt jump shot from 27 ft,0,0
1,1,11:36.0,,Offensive rebound by H. Whiteside,0,0
2,1,11:31.0,,H. Whiteside misses 2-pt jump shot from 10 ft,0,0
3,1,11:28.0,Defensive rebound by M. Plumlee,,0,0
4,1,11:19.0,Shooting foul by G. Dragić (drawn by J. Collins),,0,0
5,1,11:19.0,J. Collins makes free throw 1 of 2,,1,0
6,1,11:19.0,J. Collins misses free throw 2 of 2,,1,0
7,1,11:18.0,Offensive rebound by I. Taylor,,1,0
8,1,11:06.0,T. Prince misses 2-pt jump shot from 18 ft,,1,0
9,1,11:03.0,,Defensive rebound by H. Whiteside,1,0
10,1,10:58.0,,J. Johnson misses 3-pt jump shot from 25 ft,1,0
11,1,10:53.0,Defensive rebound by D. Lee,,1,0
12,1,10:47.0,D. Lee misses 2-pt layup from 4 ft (block by H. Whiteside),,1,0
13,1,10:43.0,,Defensive rebound by J. Richardson,1,0
14,1,10:38.0,,H. Whiteside misses 2-pt hook shot from 5 ft,1,0
15,1,10:35.0,,Offensive rebound by H. Whiteside,1,0
16,1,10:32.0,,H. Whiteside misses 2-pt jump shot from 11 ft,1,0
17,1,10:29.0,Defensive rebound by J. Collins,,1,0
18,1,10:14.0,Turnover by I. Taylor (lost ball; steal by J. Richardson),,1,0
19,1,10:12.0,,Shooting foul by I. Taylor (drawn by G. Dragić),1,0
20,1,10:12.0,,G. Dragić misses free throw 1 of 2,1,0
21,1,10:12.0,,Offensive rebound by Team,1,0
22,1,10:12.0,,G. Dragić makes free throw 2 of 2,1,1
23,1,10:09.0,T. Prince makes 2-pt layup from 2 ft,,3,1
24,1,10:09.0,Shooting foul by H. Whiteside (drawn by T. Prince),,3,1
25,1,10:09.0,T. Prince makes free throw 1 of 1,,4,1
26,1,9:58.0,,Shooting foul by M. Plumlee (drawn by H. Whiteside),4,1
27,1,9:58.0,,H. Whiteside makes free throw 1 of 2,4,2
28,1,9:58.0,,H. Whiteside makes free throw 2 of 2,4,3
29,1,9:36.0,I. Taylor makes 3-pt jump shot from 25 ft (assist by M. Plumlee),,7,3
30,1,9:21.0,,J. Richardson misses 2-pt jump shot from 13 ft,7,3
31,1,9:18.0,Defensive rebound by T. Prince,,7,3
32,1,9:16.0,T. Prince misses 2-pt layup from 11 ft,,7,3
33,1,9:16.0,,Defensive rebound by Team,7,3
34,1,9:06.0,,G. Dragić misses 2-pt jump shot from 12 ft,7,3
35,1,9:03.0,Defensive rebound by J. Collins,,7,3
36,1,8:54.0,J. Collins misses 2-pt layup from 4 ft,,7,3
37,1,8:54.0,,Defensive rebound by G. Dragić,7,3
38,1,8:54.0,,Personal foul by J. Collins (drawn by G. Dragić),7,3
39,1,8:54.0,T. Dorsey enters the game for I. Taylor,,7,3
40,1,8:43.0,,G. Dragić makes 2-pt layup from 2 ft (assist by J. Johnson),7,5
41,1,8:27.0,J. Collins misses 2-pt layup from 3 ft,,7,5
42,1,8:23.0,Offensive rebound by D. Lee,,7,5
43,1,8:22.0,D. Lee misses 3-pt jump shot from 22 ft,,7,5
44,1,8:19.0,,Defensive rebound by G. Dragić,7,5
45,1,8:16.0,,Turnover by G. Dragić (lost ball; steal by M. Plumlee),7,5
46,1,8:07.0,J. Collins makes 2-pt jump shot from 11 ft (assist by D. Lee),,9,5
47,1,7:52.0,,J. Johnson misses 2-pt jump shot from 13 ft,9,5
48,1,7:48.0,Defensive rebound by D. Lee,,9,5
49,1,7:48.0,Offensive foul by J. Collins (drawn by T. Johnson),,9,5
50,1,7:48.0,Turnover by J. Collins (offensive foul),,9,5
51,1,7:48.0,M. Muscala enters the game for J. Collins,,9,5
52,1,7:32.0,,Turnover by J. Johnson (lost ball; steal by D. Lee),9,5
53,1,7:25.0,T. Prince makes 2-pt layup from 4 ft (assist by D. Lee),,11,5
54,1,7:12.0,,G. Dragić makes 2-pt jump shot from 9 ft,11,7
55,1,7:03.0,T. Dorsey misses 3-pt jump shot from 26 ft,,11,7
56,1,6:58.0,,Defensive rebound by H. Whiteside,11,7
57,1,6:50.0,,Turnover by H. Whiteside (traveling),11,7
58,1,6:50.0,,Miami full timeout,11,7
59,1,6:36.0,Turnover by T. Prince (lost ball; steal by G. Dragić),,11,7
60,1,6:31.0,,G. Dragić makes 2-pt layup from 4 ft (assist by T. Johnson),11,9
61,1,6:16.0,D. Lee misses 2-pt jump shot from 10 ft,,11,9
62,1,6:13.0,Offensive rebound by D. Lee,,11,9
63,1,6:13.0,Shooting foul by J. Johnson (drawn by D. Lee),,11,9
64,1,6:13.0,D. Lee makes free throw 1 of 2,,12,9
65,1,6:13.0,I. Taylor enters the game for M. Plumlee,,12,9
66,1,6:13.0,D. Lee makes free throw 2 of 2,,13,9
67,1,5:59.0,,T. Johnson makes 2-pt jump shot from 10 ft,13,11
68,1,5:44.0,Turnover by T. Prince (lost ball; steal by J. Johnson),,13,11
69,1,5:33.0,,H. Whiteside makes 2-pt layup from 2 ft (assist by T. Johnson),13,13
70,1,5:33.0,,Shooting foul by M. Muscala (drawn by H. Whiteside),13,13
71,1,5:33.0,,W. Ellington enters the game for J. Richardson,13,13
72,1,5:33.0,,H. Whiteside makes free throw 1 of 1,13,14
73,1,5:16.0,T. Dorsey makes 3-pt jump shot from 25 ft (assist by I. Taylor),,16,14
74,1,4:57.0,,T. Johnson misses 2-pt jump shot from 5 ft,16,14
75,1,4:52.0,,Offensive rebound by H. Whiteside,16,14
