,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,NEW ORLEANS_ACTION,MILWAUKEE_SCORE,NEW ORLEANS_SCORE
29,1,8:39.0,J. Henson makes 2-pt hook shot from 3 ft,,12,7
30,1,8:27.0,,J. Holiday misses 3-pt jump shot from 25 ft,12,7
31,1,8:27.0,Defensive rebound by G. Payton,,12,7
32,1,8:23.0,,Offensive charge foul by G. Antetokounmpo (drawn by D. Cousins),12,7
33,1,8:23.0,Turnover by G. Antetokounmpo (offensive foul),,12,7
34,1,8:04.0,,A. Davis makes 2-pt jump shot from 6 ft (assist by R. Rondo),12,9
35,1,8:04.0,,Shooting foul by G. Payton (drawn by A. Davis),12,9
36,1,8:04.0,,A. Davis makes free throw 1 of 1,12,10
37,1,7:44.0,G. Antetokounmpo makes 2-pt jump shot from 20 ft,,14,10
38,1,7:19.0,,E. Moore makes 3-pt jump shot from 25 ft (assist by D. Cousins),14,13
39,1,7:07.0,G. Antetokounmpo misses 2-pt jump shot from 7 ft,,14,13
40,1,6:59.0,Offensive rebound by G. Antetokounmpo,,14,13
41,1,6:59.0,G. Antetokounmpo makes 2-pt layup at rim,,16,13
42,1,6:48.0,,A. Davis makes 2-pt hook shot from 7 ft (assist by D. Cousins),16,15
43,1,6:32.0,,New Orleans full timeout,16,15
44,1,6:32.0,T. Maker enters the game for G. Antetokounmpo,,16,15
45,1,6:27.0,K. Middleton misses 2-pt jump shot from 16 ft,,16,15
46,1,6:24.0,,Defensive rebound by A. Davis,16,15
47,1,6:12.0,,Personal foul by K. Middleton (drawn by D. Cousins),16,15
48,1,6:12.0,M. Brogdon enters the game for G. Payton,,16,15
49,1,6:06.0,,D. Cousins misses 3-pt jump shot from 24 ft,16,15
50,1,6:02.0,Defensive rebound by T. Maker,,16,15
51,1,5:56.0,K. Middleton misses 2-pt jump shot from 17 ft,,16,15
52,1,5:52.0,,Defensive rebound by E. Moore,16,15
53,1,5:44.0,,D. Cousins makes 2-pt layup from 2 ft (assist by J. Holiday),16,17
54,1,5:44.0,,Shooting foul by T. Maker (drawn by D. Cousins),16,17
55,1,5:44.0,,D. Cousins makes free throw 1 of 1,16,18
56,1,5:26.0,Shooting foul by A. Davis (drawn by E. Bledsoe),,16,18
57,1,5:26.0,E. Bledsoe misses free throw 1 of 2,,16,18
58,1,5:26.0,Offensive rebound by Team,,16,18
59,1,5:26.0,,J. Nelson enters the game for R. Rondo,16,18
60,1,5:26.0,,D. Cunningham enters the game for A. Davis,16,18
61,1,5:26.0,R. Vaughn enters the game for J. Henson,,16,18
62,1,5:26.0,E. Bledsoe makes free throw 2 of 2,,17,18
63,1,5:10.0,,Turnover by D. Cousins (bad pass),17,18
64,1,4:57.0,E. Bledsoe makes 3-pt jump shot from 26 ft (assist by K. Middleton),,20,18
65,1,4:41.0,,Turnover by J. Holiday (bad pass; steal by E. Bledsoe),20,18
66,1,4:36.0,E. Bledsoe misses 2-pt layup from 2 ft,,20,18
67,1,4:31.0,Offensive rebound by K. Middleton,,20,18
68,1,4:31.0,K. Middleton makes 2-pt layup at rim,,22,18
69,1,4:16.0,,D. Cousins makes 2-pt jump shot from 16 ft,22,20
70,1,4:02.0,M. Brogdon makes 2-pt layup from 2 ft (assist by E. Bledsoe),,24,20
71,1,3:47.0,,D. Cousins misses 2-pt layup from 1 ft,24,20
72,1,3:43.0,,Offensive rebound by D. Cousins,24,20
73,1,3:43.0,,D. Cousins misses 2-pt layup at rim,24,20
74,1,3:42.0,Defensive rebound by R. Vaughn,,24,20
75,1,3:41.0,K. Middleton misses 2-pt layup from 2 ft,,24,20
76,1,3:41.0,Offensive rebound by T. Maker,,24,20
77,1,3:41.0,Shooting foul by D. Cunningham (drawn by T. Maker),,24,20
78,1,3:41.0,T. Maker misses free throw 1 of 2,,24,20
79,1,3:41.0,Offensive rebound by Team,,24,20
80,1,3:41.0,,D. Miller enters the game for E. Moore,24,20
81,1,3:41.0,T. Maker makes free throw 2 of 2,,25,20
82,1,3:27.0,Offensive charge foul by D. Cousins (drawn by K. Middleton),,25,20
83,1,3:27.0,,Turnover by D. Cousins (offensive foul),25,20
84,1,3:05.0,K. Middleton makes 3-pt jump shot from 23 ft (assist by M. Brogdon),,28,20
85,1,2:56.0,,D. Cousins makes 3-pt jump shot from 25 ft (assist by J. Holiday),28,23
86,1,2:32.0,M. Brogdon makes 3-pt jump shot from 26 ft,,31,23
87,1,2:23.0,,Shooting foul by T. Maker (drawn by D. Cousins),31,23
88,1,2:23.0,Milwaukee full timeout,,31,23
89,1,2:23.0,,D. Cousins makes free throw 1 of 2,31,24
90,1,2:23.0,,D. Cousins makes free throw 2 of 2,31,25
91,1,2:23.0,G. Antetokounmpo enters the game for E. Bledsoe,,31,25
92,1,2:23.0,J. Bolomboy enters the game for T. Maker,,31,25
93,1,2:11.0,K. Middleton misses 2-pt jump shot from 17 ft,,31,25
94,1,2:09.0,,Defensive rebound by J. Holiday,31,25
95,1,1:56.0,,D. Cunningham misses 2-pt layup from 2 ft (block by G. Antetokounmpo),31,25
96,1,1:55.0,,Ö. Aşık enters the game for D. Cousins,31,25
97,1,1:55.0,,Offensive rebound by Team,31,25
98,1,1:47.0,,J. Nelson makes 2-pt jump shot from 18 ft,31,27
99,1,1:26.0,M. Brogdon misses 2-pt jump shot from 11 ft,,31,27
100,1,1:19.0,Offensive rebound by J. Bolomboy,,31,27
101,1,1:13.0,J. Bolomboy makes 2-pt dunk at rim (assist by K. Middleton),,33,27
102,1,1:06.0,,J. Nelson makes 3-pt jump shot from 25 ft (assist by J. Holiday),33,30
103,1,0:46.0,G. Antetokounmpo makes 2-pt hook shot from 6 ft,,35,30
104,1,0:34.0,,J. Holiday makes 2-pt layup from 2 ft,35,32
105,1,0:18.0,G. Antetokounmpo makes 2-pt jump shot from 7 ft,,37,32
106,1,0:00.0,,J. Holiday misses 2-pt jump shot from 1 ft,37,32
107,1,0:00.0,Defensive rebound by G. Antetokounmpo,,37,32
108,2,11:46.0,,E. Moore makes 2-pt jump shot from 8 ft (assist by D. Miller),37,34
109,2,11:31.0,G. Antetokounmpo makes 2-pt jump shot from 15 ft,,39,34
110,2,11:10.0,,D. Miller misses 2-pt jump shot from 9 ft,39,34
111,2,11:07.0,Defensive rebound by M. Brogdon,,39,34
112,2,11:02.0,G. Antetokounmpo misses 2-pt jump shot from 8 ft,,39,34
113,2,10:59.0,,Defensive rebound by A. Davis,39,34
114,2,10:49.0,,D. Miller makes 3-pt jump shot from 23 ft (assist by A. Davis),39,37
115,2,10:21.0,J. Bolomboy makes 2-pt jump shot from 12 ft (assist by M. Brogdon),,41,37
116,2,10:02.0,,Shooting foul by J. Bolomboy (drawn by A. Davis),41,37
117,2,10:02.0,,A. Davis makes free throw 1 of 2,41,38
118,2,10:02.0,,A. Davis makes free throw 2 of 2,41,39
119,2,9:48.0,M. Brogdon misses 3-pt jump shot from 25 ft,,41,39
120,2,9:45.0,,Defensive rebound by A. Davis,41,39
121,2,9:37.0,,A. Davis makes 2-pt jump shot from 20 ft,41,41
122,2,9:19.0,D. Liggins makes 2-pt jump shot from 21 ft,,43,41
123,2,9:04.0,,D. Cunningham makes 2-pt layup from 1 ft (assist by J. Nelson),43,43
124,2,8:53.0,G. Antetokounmpo misses 2-pt jump shot from 20 ft,,43,43
125,2,8:50.0,,Defensive rebound by D. Cunningham,43,43
126,2,8:38.0,,E. Moore misses 3-pt jump shot from 25 ft,43,43
127,2,8:34.0,Defensive rebound by R. Vaughn,,43,43
128,2,8:11.0,R. Vaughn makes 2-pt jump shot from 12 ft,,45,43
129,2,7:57.0,,A. Davis misses 3-pt jump shot from 25 ft,45,43
130,2,7:53.0,Defensive rebound by J. Bolomboy,,45,43
131,2,7:47.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,47,43
132,2,7:22.0,,J. Nelson misses 2-pt layup from 1 ft,47,43
133,2,7:20.0,Defensive rebound by G. Antetokounmpo,,47,43
134,2,7:18.0,R. Vaughn misses 3-pt jump shot from 24 ft,,47,43
135,2,7:18.0,Offensive rebound by M. Brogdon,,47,43
136,2,7:13.0,M. Brogdon misses 2-pt layup from 8 ft (block by A. Davis),,47,43
137,2,7:13.0,,Defensive rebound by E. Moore,47,43
138,2,7:08.0,,D. Miller makes 3-pt jump shot from 22 ft (assist by J. Nelson),47,46
139,2,7:08.0,Milwaukee full timeout,,47,46
140,2,7:08.0,,D. Cousins enters the game for D. Cunningham,47,46
141,2,7:08.0,J. Henson enters the game for R. Vaughn,,47,46
142,2,7:08.0,E. Bledsoe enters the game for J. Bolomboy,,47,46
143,2,6:44.0,J. Henson misses 2-pt jump shot from 16 ft,,47,46
144,2,6:38.0,,Defensive rebound by D. Miller,47,46
145,2,6:26.0,,D. Miller makes 3-pt jump shot from 24 ft (assist by J. Nelson),47,49
146,2,6:08.0,M. Brogdon misses 2-pt jump shot from 17 ft,,47,49
147,2,6:05.0,,Defensive rebound by D. Cousins,47,49
148,2,5:59.0,,A. Davis makes 2-pt dunk from 1 ft (assist by D. Cousins),47,51
149,2,5:40.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,47,51
150,2,5:40.0,,Defensive rebound by D. Cousins,47,51
151,2,5:36.0,,Turnover by D. Cousins (out of bounds lost ball),47,51
152,2,5:36.0,K. Middleton enters the game for M. Brogdon,,47,51
153,2,5:32.0,G. Antetokounmpo makes 3-pt jump shot from 24 ft (assist by K. Middleton),,50,51
154,2,5:20.0,,Turnover by A. Davis (turnover),50,51
155,2,5:06.0,G. Antetokounmpo misses 2-pt layup at rim,,50,51
156,2,5:03.0,,Defensive rebound by E. Moore,50,51
157,2,4:56.0,,Turnover by J. Nelson (lost ball; steal by G. Antetokounmpo),50,51
158,2,4:52.0,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by E. Bledsoe),,52,51
159,2,4:38.0,,D. Miller misses 3-pt jump shot from 26 ft,52,51
160,2,4:36.0,Defensive rebound by J. Henson,,52,51
161,2,4:23.0,Personal foul by E. Moore (drawn by E. Bledsoe),,52,51
162,2,4:23.0,,R. Rondo enters the game for J. Nelson,52,51
163,2,4:23.0,,J. Holiday enters the game for E. Moore,52,51
164,2,4:09.0,Turnover by Team (shot clock),,52,51
165,2,3:48.0,,Turnover by D. Cousins (lost ball; steal by E. Bledsoe),52,51
166,2,3:45.0,E. Bledsoe misses 2-pt layup from 3 ft (block by J. Holiday),,52,51
167,2,3:45.0,Offensive rebound by Team,,52,51
168,2,3:45.0,,D. Cunningham enters the game for A. Davis,52,51
169,2,3:35.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by K. Middleton),,54,51
170,2,3:26.0,,Shooting foul by D. Liggins (drawn by J. Holiday),54,51
171,2,3:26.0,,J. Holiday makes free throw 1 of 2,54,52
172,2,3:26.0,,J. Holiday misses free throw 2 of 2,54,52
173,2,3:25.0,,Offensive rebound by D. Cousins,54,52
174,2,3:22.0,,D. Cousins makes 2-pt layup from 2 ft,54,54
175,2,2:58.0,Turnover by E. Bledsoe (lost ball; steal by R. Rondo),,54,54
176,2,2:51.0,,D. Cunningham makes 2-pt layup from 2 ft (assist by R. Rondo),54,56
177,2,2:36.0,D. Liggins makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,57,56
178,2,2:25.0,,D. Cousins makes 2-pt layup from 1 ft (assist by D. Miller),57,58
179,2,2:25.0,,Shooting foul by J. Henson (drawn by D. Cousins),57,58
180,2,2:25.0,,New Orleans full timeout,57,58
181,2,2:25.0,G. Payton enters the game for D. Liggins,,57,58
182,2,2:25.0,,D. Cousins makes free throw 1 of 1,57,59
183,2,2:06.0,G. Payton misses 3-pt jump shot from 23 ft,,57,59
184,2,2:06.0,,Defensive rebound by R. Rondo,57,59
185,2,1:52.0,,R. Rondo misses 2-pt layup from 1 ft,57,59
186,2,1:49.0,Defensive rebound by K. Middleton,,57,59
187,2,1:48.0,G. Payton makes 2-pt layup from 2 ft (assist by K. Middleton),,59,59
188,2,1:48.0,Shooting foul by J. Holiday (drawn by G. Payton),,59,59
189,2,1:48.0,G. Payton misses free throw 1 of 1,,59,59
190,2,1:45.0,,Defensive rebound by D. Cunningham,59,59
191,2,1:21.0,,R. Rondo makes 3-pt jump shot from 22 ft (assist by D. Cousins),59,62
192,2,1:00.0,G. Payton misses 2-pt layup from 2 ft (block by D. Miller),,59,62
193,2,1:00.0,,Defensive rebound by J. Holiday,59,62
194,2,0:44.0,,Turnover by R. Rondo (bad pass; steal by E. Bledsoe),59,62
195,2,0:38.0,G. Antetokounmpo misses 2-pt layup from 1 ft,,59,62
196,2,0:37.0,,Defensive rebound by Team,59,62
197,2,0:29.0,,Turnover by J. Holiday (bad pass; steal by G. Payton),59,62
198,2,0:25.0,G. Payton makes 2-pt layup from 1 ft,,61,62
199,2,0:01.0,,Turnover by D. Cousins (lost ball; steal by J. Henson),61,62
200,2,0:01.0,Personal foul by D. Cousins (drawn by J. Henson),,61,62
201,2,0:01.0,J. Henson makes free throw 1 of 2,,62,62
202,2,0:01.0,,Ö. Aşık enters the game for D. Cousins,62,62
203,2,0:01.0,J. Henson makes free throw 2 of 2,,63,62
204,3,11:39.0,,Turnover by E. Moore (bad pass; steal by G. Payton),63,62
205,3,11:18.0,K. Middleton misses 3-pt jump shot from 24 ft (block by A. Davis),,63,62
206,3,11:18.0,,Defensive rebound by R. Rondo,63,62
207,3,11:11.0,,Shooting foul by G. Payton (drawn by E. Moore),63,62
208,3,11:11.0,,E. Moore misses free throw 1 of 2,63,62
209,3,11:11.0,,Offensive rebound by Team,63,62
210,3,11:11.0,,E. Moore makes free throw 2 of 2,63,63
211,3,10:59.0,J. Henson makes 2-pt dunk at rim (assist by K. Middleton),,65,63
212,3,10:35.0,,Turnover by A. Davis (lost ball; steal by G. Antetokounmpo),65,63
213,3,10:31.0,G. Antetokounmpo misses 2-pt dunk from 1 ft,,65,63
214,3,10:31.0,,Defensive rebound by Team,65,63
215,3,10:09.0,,J. Holiday misses 3-pt jump shot from 26 ft,65,63
216,3,10:09.0,Defensive rebound by J. Henson,,65,63
217,3,10:00.0,E. Bledsoe makes 3-pt jump shot from 25 ft,,68,63
218,3,9:55.0,,E. Moore makes 3-pt jump shot from 25 ft (assist by J. Holiday),68,66
219,3,9:31.0,G. Antetokounmpo misses 2-pt jump shot from 19 ft,,68,66
220,3,9:31.0,Offensive rebound by E. Bledsoe,,68,66
221,3,9:28.0,E. Bledsoe makes 2-pt layup at rim,,70,66
222,3,9:28.0,,New Orleans full timeout,70,66
223,3,9:16.0,,E. Moore makes 3-pt jump shot from 23 ft (assist by A. Davis),70,69
224,3,9:00.0,Turnover by E. Bledsoe (bad pass; steal by R. Rondo),,70,69
225,3,8:37.0,,J. Holiday makes 2-pt layup from 2 ft (assist by R. Rondo),70,71
226,3,8:18.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,70,71
227,3,8:15.0,,Defensive rebound by R. Rondo,70,71
228,3,7:57.0,,D. Cousins misses 2-pt layup from 1 ft (block by J. Henson),70,71
229,3,7:57.0,,Offensive rebound by Team,70,71
230,3,7:52.0,,D. Cousins misses 2-pt layup from 2 ft (block by J. Henson),70,71
231,3,7:50.0,Defensive rebound by K. Middleton,,70,71
232,3,7:50.0,Shooting foul by A. Davis (drawn by G. Antetokounmpo),,70,71
233,3,7:50.0,G. Antetokounmpo makes free throw 1 of 2,,71,71
234,3,7:50.0,G. Antetokounmpo makes free throw 2 of 2,,72,71
235,3,7:41.0,,J. Holiday makes 3-pt jump shot from 23 ft (assist by E. Moore),72,74
236,3,7:27.0,K. Middleton makes 2-pt jump shot from 16 ft (assist by E. Bledsoe),,74,74
237,3,7:15.0,,A. Davis misses 2-pt layup from 7 ft,74,74
238,3,7:15.0,,Offensive rebound by A. Davis,74,74
239,3,7:10.0,,A. Davis misses 2-pt layup at rim,74,74
240,3,7:09.0,Defensive rebound by J. Henson,,74,74
241,3,7:05.0,E. Bledsoe makes 3-pt jump shot from 22 ft (assist by G. Payton),,77,74
242,3,6:46.0,,Offensive foul by D. Cousins (drawn by J. Henson),77,74
243,3,6:46.0,,Turnover by D. Cousins (offensive foul),77,74
244,3,6:35.0,Turnover by E. Bledsoe (discontinued dribble),,77,74
245,3,6:22.0,,Turnover by D. Cousins (lost ball; steal by J. Henson),77,74
246,3,6:18.0,G. Payton misses 2-pt layup from 2 ft,,77,74
247,3,6:17.0,,Defensive rebound by Team,77,74
248,3,6:03.0,,Turnover by R. Rondo (traveling),77,74
249,3,5:44.0,K. Middleton misses 3-pt jump shot from 25 ft,,77,74
250,3,5:39.0,,Defensive rebound by D. Cousins,77,74
251,3,5:32.0,,R. Rondo makes 2-pt jump shot from 17 ft,77,76
252,3,5:18.0,G. Antetokounmpo makes 2-pt jump shot from 20 ft (assist by E. Bledsoe),,79,76
253,3,4:58.0,,Turnover by R. Rondo (bad pass; steal by G. Antetokounmpo),79,76
254,3,4:53.0,E. Bledsoe misses 2-pt layup from 1 ft (block by D. Cousins),,79,76
255,3,4:51.0,Offensive rebound by G. Antetokounmpo,,79,76
256,3,4:51.0,G. Payton makes 2-pt dunk at rim (assist by G. Antetokounmpo),,81,76
257,3,4:51.0,,New Orleans full timeout,81,76
258,3,4:51.0,,D. Cunningham enters the game for R. Rondo,81,76
259,3,4:51.0,,J. Nelson enters the game for A. Davis,81,76
260,3,4:51.0,,D. Miller enters the game for E. Moore,81,76
261,3,4:25.0,,J. Nelson misses 2-pt jump shot from 22 ft,81,76
262,3,4:22.0,Defensive rebound by J. Henson,,81,76
263,3,4:16.0,K. Middleton misses 2-pt jump shot from 18 ft,,81,76
264,3,4:11.0,,Defensive rebound by D. Cunningham,81,76
265,3,4:08.0,,Personal foul by K. Middleton (drawn by D. Cousins),81,76
266,3,3:56.0,,D. Cunningham makes 2-pt layup from 2 ft (assist by D. Miller),81,78
267,3,3:37.0,G. Payton misses 3-pt jump shot from 23 ft,,81,78
268,3,3:34.0,,Defensive rebound by J. Holiday,81,78
269,3,3:23.0,,J. Nelson misses 3-pt jump shot from 25 ft,81,78
270,3,3:18.0,,Offensive rebound by D. Cousins,81,78
271,3,3:17.0,,J. Holiday misses 2-pt jump shot from 13 ft,81,78
272,3,3:17.0,Defensive rebound by E. Bledsoe,,81,78
273,3,3:12.0,Shooting foul by J. Nelson (drawn by G. Antetokounmpo),,81,78
274,3,3:12.0,G. Antetokounmpo misses free throw 1 of 2,,81,78
275,3,3:12.0,Offensive rebound by Team,,81,78
276,3,3:12.0,M. Brogdon enters the game for G. Payton,,81,78
277,3,3:12.0,T. Maker enters the game for J. Henson,,81,78
278,3,3:12.0,G. Antetokounmpo misses free throw 2 of 2,,81,78
279,3,3:10.0,,Defensive rebound by D. Cousins,81,78
280,3,2:59.0,,D. Cousins makes 2-pt layup from 1 ft (assist by J. Holiday),81,80
281,3,2:43.0,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by K. Middleton),,83,80
282,3,2:24.0,,D. Miller misses 3-pt jump shot from 27 ft,83,80
283,3,2:21.0,Defensive rebound by E. Bledsoe,,83,80
284,3,2:09.0,Personal foul by J. Nelson (drawn by G. Antetokounmpo),,83,80
285,3,2:09.0,,A. Davis enters the game for D. Cousins,83,80
286,3,2:09.0,R. Vaughn enters the game for G. Antetokounmpo,,83,80
287,3,2:01.0,K. Middleton misses 2-pt jump shot from 10 ft,,83,80
288,3,1:54.0,Offensive rebound by T. Maker,,83,80
289,3,1:45.0,Turnover by K. Middleton (lost ball; steal by J. Nelson),,83,80
290,3,1:42.0,,Shooting foul by M. Brogdon (drawn by J. Holiday),83,80
291,3,1:42.0,,J. Holiday misses free throw 1 of 2,83,80
292,3,1:42.0,,Offensive rebound by Team,83,80
293,3,1:42.0,,J. Holiday makes free throw 2 of 2,83,81
294,3,1:19.0,E. Bledsoe makes 2-pt jump shot from 16 ft,,85,81
295,3,1:08.0,,J. Holiday makes 2-pt layup from 2 ft (assist by J. Nelson),85,83
296,3,0:56.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,85,83
297,3,0:52.0,,Defensive rebound by D. Cunningham,85,83
298,3,0:42.0,,J. Holiday misses 2-pt layup from 2 ft,85,83
299,3,0:40.0,,Offensive rebound by A. Davis,85,83
300,3,0:40.0,,A. Davis makes 2-pt dunk at rim,85,85
301,3,0:31.0,E. Bledsoe misses 2-pt layup from 5 ft (block by A. Davis),,85,85
302,3,0:27.0,,Defensive rebound by J. Holiday,85,85
303,3,0:10.0,,A. Davis makes 2-pt dunk at rim (assist by D. Miller),85,87
304,3,0:03.0,Personal take foul by J. Nelson (drawn by K. Middleton),,85,87
305,3,0:03.0,D. Liggins enters the game for E. Bledsoe,,85,87
306,3,0:00.0,K. Middleton misses 2-pt layup at rim,,85,87
307,3,0:00.0,Offensive rebound by Team,,85,87
308,4,11:53.0,M. Brogdon makes 2-pt jump shot from 12 ft,,87,87
309,4,11:35.0,,D. Cunningham misses 2-pt layup from 1 ft (block by T. Maker),87,87
310,4,11:31.0,Defensive rebound by G. Antetokounmpo,,87,87
311,4,11:31.0,Shooting block foul by A. Davis (drawn by G. Antetokounmpo),,87,87
312,4,11:31.0,G. Antetokounmpo makes free throw 1 of 2,,88,87
313,4,11:31.0,G. Antetokounmpo makes free throw 2 of 2,,89,87
314,4,11:20.0,,Turnover by J. Nelson (bad pass; steal by G. Antetokounmpo),89,87
315,4,11:18.0,Shooting foul by D. Cunningham (drawn by G. Antetokounmpo),,89,87
316,4,11:18.0,G. Antetokounmpo misses free throw 1 of 2,,89,87
317,4,11:18.0,Offensive rebound by Team,,89,87
318,4,11:18.0,G. Antetokounmpo makes free throw 2 of 2,,90,87
319,4,10:55.0,,E. Moore misses 3-pt jump shot from 23 ft,90,87
320,4,10:51.0,Defensive rebound by T. Maker,,90,87
321,4,10:41.0,M. Brogdon makes 2-pt layup from 6 ft,,92,87
322,4,10:31.0,,A. Davis misses 2-pt jump shot from 16 ft,92,87
323,4,10:31.0,Defensive rebound by Team,,92,87
324,4,10:31.0,,Loose ball foul by D. Cunningham (drawn by D. Liggins),92,87
325,4,10:21.0,M. Brogdon makes 2-pt jump shot from 7 ft,,94,87
326,4,10:07.0,,D. Cunningham makes 2-pt layup from 1 ft (assist by J. Nelson),94,89
327,4,9:52.0,Turnover by M. Brogdon (step out of bounds),,94,89
328,4,9:52.0,,D. Cousins enters the game for D. Miller,94,89
329,4,9:52.0,,J. Holiday enters the game for D. Cunningham,94,89
330,4,9:34.0,,A. Davis makes 2-pt jump shot from 12 ft (assist by D. Cousins),94,91
331,4,9:21.0,G. Antetokounmpo misses 2-pt layup from 2 ft,,94,91
332,4,9:19.0,,Defensive rebound by D. Cousins,94,91
333,4,9:12.0,,Turnover by J. Holiday (traveling),94,91
334,4,9:00.0,M. Brogdon misses 3-pt jump shot from 24 ft,,94,91
335,4,8:57.0,,Defensive rebound by J. Nelson,94,91
336,4,8:56.0,,Shooting foul by M. Brogdon (drawn by A. Davis),94,91
337,4,8:56.0,,A. Davis makes free throw 1 of 2,94,92
338,4,8:56.0,,A. Davis makes free throw 2 of 2,94,93
339,4,8:31.0,D. Liggins makes 2-pt jump shot from 21 ft (assist by T. Maker),,96,93
340,4,8:11.0,,D. Cousins makes 2-pt dunk at rim (assist by J. Holiday),96,95
341,4,8:01.0,R. Vaughn makes 2-pt jump shot from 15 ft (assist by G. Antetokounmpo),,98,95
342,4,7:43.0,,D. Cousins makes 2-pt layup from 2 ft (assist by J. Holiday),98,97
343,4,7:26.0,D. Liggins misses 2-pt jump shot from 18 ft,,98,97
344,4,7:24.0,,Defensive rebound by A. Davis,98,97
345,4,7:09.0,,D. Cousins misses 3-pt jump shot from 25 ft,98,97
346,4,7:09.0,,Offensive rebound by E. Moore,98,97
347,4,7:02.0,,A. Davis makes 2-pt layup from 2 ft (assist by E. Moore),98,99
348,4,7:01.0,Milwaukee full timeout,,98,99
349,4,7:01.0,K. Middleton enters the game for T. Maker,,98,99
350,4,7:01.0,J. Henson enters the game for R. Vaughn,,98,99
351,4,6:50.0,G. Antetokounmpo misses 2-pt jump shot from 13 ft,,98,99
352,4,6:46.0,,Defensive rebound by D. Cousins,98,99
353,4,6:30.0,,Turnover by D. Cousins (bad pass; steal by M. Brogdon),98,99
354,4,6:09.0,G. Antetokounmpo misses 2-pt layup from 2 ft,,98,99
355,4,6:06.0,,Defensive rebound by D. Cousins,98,99
356,4,6:03.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by E. Moore),98,102
357,4,5:34.0,K. Middleton makes 3-pt jump shot from 22 ft (assist by G. Antetokounmpo),,101,102
358,4,5:15.0,,E. Moore misses 2-pt jump shot from 20 ft,101,102
359,4,5:09.0,Defensive rebound by J. Henson,,101,102
360,4,5:04.0,K. Middleton misses 3-pt jump shot from 23 ft,,101,102
361,4,5:00.0,,Defensive rebound by A. Davis,101,102
362,4,4:51.0,,E. Moore makes 2-pt jump shot from 6 ft (assist by J. Nelson),101,104
363,4,4:35.0,M. Brogdon misses 2-pt jump shot from 12 ft,,101,104
364,4,4:32.0,,Defensive rebound by A. Davis,101,104
365,4,4:28.0,,J. Nelson misses 3-pt jump shot from 25 ft,101,104
366,4,4:20.0,,Offensive rebound by D. Cousins,101,104
367,4,4:20.0,,D. Cousins makes 2-pt dunk at rim,101,106
368,4,3:56.0,K. Middleton misses 3-pt jump shot from 28 ft,,101,106
369,4,3:53.0,,Defensive rebound by A. Davis,101,106
370,4,3:39.0,,J. Holiday makes 2-pt layup from 2 ft (assist by D. Cousins),101,108
